Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_24LWL_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24LWL_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24LWL_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_24LWL_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24LWL_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24LWL_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24LWL_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_24LWL_M_R
2817,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
2818,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2819,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
2820,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Built-up
2821,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
2822,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
2823,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,NULL
2824,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
2825,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Forest
2826,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,NULL
2827,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Grassland
2828,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Wetland
2829,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,Bareland,Grassland
2830,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,Bareland,Forest
2831,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,Built-up,NULL
2832,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,Built-up,Grassland
2833,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,Built-up,Cropland
2834,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,Built-up,Wetland
2835,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,Built-up,Bareland
2836,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,Built-up,Built-up
2837,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,Built-up,Water
2838,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,Built-up,Forest
2839,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,Water,Grassland
2840,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,Water,Water
2841,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,Water,Forest
2842,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
2843,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Forest
2844,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
2845,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
2846,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
2847,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Grassland,Built-up,NULL
2848,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Grassland,Built-up,Grassland
2849,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Grassland,Built-up,Cropland
2850,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Grassland,Built-up,Built-up
2851,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Grassland,Built-up,Forest
2852,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Grassland
2853,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Wetland
2854,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Water
2855,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Forest
2856,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,NULL
2857,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
2858,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
2859,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Wetland,Built-up,Grassland
2860,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Wetland,Built-up,Wetland
2861,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Wetland,Built-up,Built-up
2862,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Wetland,Built-up,Forest
2863,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Grassland
2864,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
2865,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Built-up
2866,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,NULL
2867,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
2868,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Wetland
2869,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
2870,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Built-up
2871,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Forest
2872,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Bareland,Built-up,Grassland
2873,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Bareland,Built-up,Bareland
2874,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Bareland,Built-up,Built-up
2875,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Bareland,Built-up,Water
2876,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Bareland,Built-up,Forest
2877,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Grassland
2878,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Built-up,NULL,Grassland
2879,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Built-up,NULL,Built-up
2880,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Built-up,NULL,Forest
2881,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Built-up,Grassland,NULL
2882,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Built-up,Grassland,Grassland
2883,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Built-up,Wetland,Grassland
2884,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Built-up,Wetland,Built-up
2885,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Built-up,Wetland,Forest
2886,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Built-up,Bareland,Wetland
2887,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Built-up,Bareland,Built-up
2888,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Built-up,Built-up,NULL
2889,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Built-up,Built-up,Grassland
2890,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Built-up,Built-up,Cropland
2891,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Built-up,Built-up,Wetland
2892,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Built-up,Built-up,Bareland
2893,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Built-up,Built-up,Built-up
2894,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Built-up,Built-up,Forest
2895,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Built-up,Water,Water
2896,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Forest,NULL,Forest
2897,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Forest,Built-up,Forest
2898,NULL,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
2899,NULL,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
2900,NULL,Built-up,Shrubland,Water,Non_Wetland,NULL,Wetland,Bareland
2901,NULL,Built-up,Shrubland,Water,Non_Wetland,NULL,Built-up,Grassland
2902,NULL,Built-up,Shrubland,Water,Non_Wetland,NULL,Built-up,Cropland
2903,NULL,Built-up,Shrubland,Water,Non_Wetland,NULL,Built-up,Built-up
2904,NULL,Built-up,Shrubland,Water,Non_Wetland,NULL,Built-up,Forest
2905,NULL,Built-up,Shrubland,Water,Non_Wetland,NULL,Water,Grassland
2906,NULL,Built-up,Shrubland,Water,Non_Wetland,NULL,Water,Built-up
2907,NULL,Built-up,Shrubland,Water,Non_Wetland,NULL,Water,Forest
2908,NULL,Built-up,Shrubland,Water,Non_Wetland,Grassland,NULL,Grassland
2909,NULL,Built-up,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
2910,NULL,Built-up,Shrubland,Water,Non_Wetland,Grassland,Built-up,Grassland
2911,NULL,Built-up,Shrubland,Water,Non_Wetland,Grassland,Built-up,Built-up
2912,NULL,Built-up,Shrubland,Water,Non_Wetland,Grassland,Built-up,Forest
2913,NULL,Built-up,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
2914,NULL,Built-up,Shrubland,Water,Non_Wetland,Wetland,Built-up,Grassland
2915,NULL,Built-up,Shrubland,Water,Non_Wetland,Wetland,Built-up,Wetland
2916,NULL,Built-up,Shrubland,Water,Non_Wetland,Wetland,Built-up,Built-up
2917,NULL,Built-up,Shrubland,Water,Non_Wetland,Wetland,Built-up,Forest
2918,NULL,Built-up,Shrubland,Water,Non_Wetland,Bareland,Wetland,Grassland
2919,NULL,Built-up,Shrubland,Water,Non_Wetland,Bareland,Bareland,Grassland
2920,NULL,Built-up,Shrubland,Water,Non_Wetland,Bareland,Built-up,Grassland
2921,NULL,Built-up,Shrubland,Water,Non_Wetland,Bareland,Built-up,Bareland
2922,NULL,Built-up,Shrubland,Water,Non_Wetland,Bareland,Built-up,Forest
2923,NULL,Built-up,Shrubland,Water,Non_Wetland,Bareland,Water,Cropland
2924,NULL,Built-up,Shrubland,Water,Non_Wetland,Bareland,Forest,Built-up
2925,NULL,Built-up,Shrubland,Water,Non_Wetland,Built-up,NULL,Grassland
2926,NULL,Built-up,Shrubland,Water,Non_Wetland,Built-up,NULL,Built-up
2927,NULL,Built-up,Shrubland,Water,Non_Wetland,Built-up,NULL,Forest
2928,NULL,Built-up,Shrubland,Water,Non_Wetland,Built-up,Built-up,Grassland
2929,NULL,Built-up,Shrubland,Water,Non_Wetland,Built-up,Built-up,Cropland
2930,NULL,Built-up,Shrubland,Water,Non_Wetland,Built-up,Built-up,Bareland
2931,NULL,Built-up,Shrubland,Water,Non_Wetland,Built-up,Built-up,Built-up
2932,NULL,Built-up,Shrubland,Water,Non_Wetland,Built-up,Built-up,Forest
2933,NULL,Built-up,Shrubland,Water,Non_Wetland,Water,Built-up,Bareland
2934,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
2935,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
2936,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
2937,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
2938,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
2939,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
2940,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,Shrubland,Forest
2941,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
2942,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,Grassland,Wetland
2943,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,Grassland,Bareland
2944,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,Grassland,Built-up
2945,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
2946,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,Wetland,NULL
2947,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,Wetland,Grassland
2948,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,Wetland,Wetland
2949,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
2950,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,Bareland,NULL
2951,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,Bareland,Grassland
2952,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,Bareland,Built-up
2953,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,Bareland,Forest
2954,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,Built-up,NULL
2955,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,Built-up,Grassland
2956,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,Built-up,Cropland
2957,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,Built-up,Wetland
2958,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,Built-up,Bareland
2959,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,Built-up,Built-up
2960,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,Built-up,Water
2961,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,Built-up,Forest
2962,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,Water,Grassland
2963,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,Forest,Grassland
2964,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,Forest,Wetland
2965,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,Forest,Built-up
2966,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
2967,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
2968,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,NULL,Wetland
2969,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,NULL,Built-up
2970,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
2971,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
2972,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Forest
2973,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
2974,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2975,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Cropland
2976,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Wetland
2977,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Bareland
2978,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Built-up
2979,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
2980,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
2981,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
2982,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Bareland,Bareland
2983,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Bareland,Built-up
2984,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
2985,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Built-up,NULL
2986,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Built-up,Grassland
2987,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Built-up,Cropland
2988,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Built-up,Wetland
2989,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Built-up,Bareland
2990,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Built-up,Built-up
2991,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Built-up,Forest
2992,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Water,Grassland
2993,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
2994,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Forest,Built-up
2995,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
2996,NULL,Built-up,Grassland,NULL,Non_Wetland,Wetland,NULL,Forest
2997,NULL,Built-up,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
2998,NULL,Built-up,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
2999,NULL,Built-up,Grassland,NULL,Non_Wetland,Wetland,Built-up,Grassland
3000,NULL,Built-up,Grassland,NULL,Non_Wetland,Wetland,Built-up,Wetland
3001,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,NULL,NULL
3002,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,NULL,Grassland
3003,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,NULL,Cropland
3004,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,NULL,Bareland
3005,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,NULL,Built-up
3006,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,NULL,Forest
3007,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
3008,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
3009,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Wetland,NULL
3010,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Wetland,Bareland
3011,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Bareland,NULL
3012,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
3013,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Bareland,Bareland
3014,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
3015,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Built-up,NULL
3016,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Built-up,Grassland
3017,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Built-up,Wetland
3018,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Built-up,Bareland
3019,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Built-up,Built-up
3020,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Built-up,Forest
3021,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
3022,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Forest,Built-up
3023,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
3024,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,NULL,NULL
3025,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,NULL,Grassland
3026,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,NULL,Cropland
3027,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,NULL,Wetland
3028,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,NULL,Bareland
3029,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,NULL,Built-up
3030,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,NULL,Forest
3031,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Shrubland,Forest
3032,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Grassland,NULL
3033,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Grassland,Grassland
3034,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Grassland,Bareland
3035,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Grassland,Built-up
3036,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Grassland,Forest
3037,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Wetland,Grassland
3038,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Wetland,Built-up
3039,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Wetland,Forest
3040,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Bareland,Grassland
3041,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Bareland,Bareland
3042,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Bareland,Built-up
3043,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Bareland,Forest
3044,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Built-up,NULL
3045,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Built-up,Grassland
3046,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Built-up,Cropland
3047,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Built-up,Wetland
3048,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Built-up,Bareland
3049,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Built-up,Built-up
3050,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Built-up,Water
3051,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Built-up,Forest
3052,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Water,Grassland
3053,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Forest,Grassland
3054,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Forest,Built-up
3055,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Forest,Forest
3056,NULL,Built-up,Grassland,NULL,Non_Wetland,Water,Built-up,Cropland
3057,NULL,Built-up,Grassland,NULL,Non_Wetland,Water,Built-up,Bareland
3058,NULL,Built-up,Grassland,NULL,Non_Wetland,Water,Built-up,Built-up
3059,NULL,Built-up,Grassland,NULL,Non_Wetland,Water,Built-up,Forest
3060,NULL,Built-up,Grassland,NULL,Non_Wetland,Forest,NULL,Grassland
3061,NULL,Built-up,Grassland,NULL,Non_Wetland,Forest,NULL,Built-up
3062,NULL,Built-up,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
3063,NULL,Built-up,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
3064,NULL,Built-up,Grassland,NULL,Non_Wetland,Forest,Grassland,Cropland
3065,NULL,Built-up,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
3066,NULL,Built-up,Grassland,NULL,Non_Wetland,Forest,Built-up,Grassland
3067,NULL,Built-up,Grassland,NULL,Non_Wetland,Forest,Built-up,Forest
3068,NULL,Built-up,Grassland,NULL,Non_Wetland,Forest,Forest,Grassland
3069,NULL,Built-up,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
3070,NULL,Built-up,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
3071,NULL,Built-up,Grassland,Non_Water,Non_Wetland,NULL,NULL,Built-up
3072,NULL,Built-up,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
3073,NULL,Built-up,Grassland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
3074,NULL,Built-up,Grassland,Non_Water,Non_Wetland,NULL,Bareland,Grassland
3075,NULL,Built-up,Grassland,Non_Water,Non_Wetland,NULL,Built-up,Grassland
3076,NULL,Built-up,Grassland,Non_Water,Non_Wetland,NULL,Built-up,Cropland
3077,NULL,Built-up,Grassland,Non_Water,Non_Wetland,NULL,Built-up,Forest
3078,NULL,Built-up,Grassland,Non_Water,Non_Wetland,NULL,Water,Grassland
3079,NULL,Built-up,Grassland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
3080,NULL,Built-up,Grassland,Non_Water,Non_Wetland,Grassland,NULL,Built-up
3081,NULL,Built-up,Grassland,Non_Water,Non_Wetland,Grassland,NULL,Forest
3082,NULL,Built-up,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
3083,NULL,Built-up,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
3084,NULL,Built-up,Grassland,Non_Water,Non_Wetland,Grassland,Built-up,NULL
3085,NULL,Built-up,Grassland,Non_Water,Non_Wetland,Grassland,Built-up,Grassland
3086,NULL,Built-up,Grassland,Non_Water,Non_Wetland,Grassland,Built-up,Forest
3087,NULL,Built-up,Grassland,Non_Water,Non_Wetland,Bareland,Built-up,Grassland
3088,NULL,Built-up,Grassland,Non_Water,Non_Wetland,Bareland,Built-up,Built-up
3089,NULL,Built-up,Grassland,Non_Water,Non_Wetland,Built-up,NULL,Grassland
3090,NULL,Built-up,Grassland,Non_Water,Non_Wetland,Built-up,NULL,Built-up
3091,NULL,Built-up,Grassland,Non_Water,Non_Wetland,Built-up,NULL,Forest
3092,NULL,Built-up,Grassland,Non_Water,Non_Wetland,Built-up,Grassland,Grassland
3093,NULL,Built-up,Grassland,Non_Water,Non_Wetland,Built-up,Built-up,Grassland
3094,NULL,Built-up,Grassland,Non_Water,Non_Wetland,Built-up,Built-up,Built-up
3095,NULL,Built-up,Grassland,Non_Water,Non_Wetland,Built-up,Built-up,Forest
3096,NULL,Built-up,Grassland,Non_Water,Non_Wetland,Forest,Built-up,Forest
3097,NULL,Built-up,Grassland,Water,Non_Wetland,NULL,Grassland,Grassland
3098,NULL,Built-up,Grassland,Water,Non_Wetland,NULL,Built-up,Forest
3099,NULL,Built-up,Grassland,Water,Non_Wetland,NULL,Water,Grassland
3100,NULL,Built-up,Grassland,Water,Non_Wetland,Bareland,Built-up,Bareland
3101,NULL,Built-up,Grassland,Water,Non_Wetland,Bareland,Water,Bareland
3102,NULL,Built-up,Grassland,Water,Non_Wetland,Built-up,Built-up,Grassland
3103,NULL,Built-up,Grassland,Water,Non_Wetland,Built-up,Built-up,Wetland
3104,NULL,Built-up,Grassland,Water,Non_Wetland,Built-up,Built-up,Bareland
3105,NULL,Built-up,Grassland,Water,Non_Wetland,Built-up,Built-up,Forest
3106,NULL,Built-up,Grassland,Water,Non_Wetland,Forest,Forest,Forest
3107,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
3108,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
3109,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
3110,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
3111,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
3112,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
3113,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
3114,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland,NULL
3115,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
3116,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
3117,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland,Bareland
3118,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland,Built-up
3119,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland,Water
3120,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
3121,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Wetland,NULL
3122,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Wetland,Grassland
3123,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Wetland,Wetland
3124,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Wetland,Bareland
3125,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Wetland,Forest
3126,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Bareland,NULL
3127,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
3128,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Bareland,Cropland
