Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23MRT_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23MRT_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23MRT_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23MRT_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23MRT_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23MRT_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23MRT_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23MRT_M_R
28,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Wetland
29,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
30,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
31,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Wetland
32,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,NULL
33,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
34,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Wetland
35,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Bareland
36,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,NULL
37,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
38,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Wetland
39,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Bareland
40,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Built-up,NULL
41,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Built-up,Grassland
42,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Built-up,Wetland
43,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Water,Grassland
44,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Water,Wetland
45,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Water,Bareland
46,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Wetland
47,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Shrubland,NULL
48,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Shrubland,Grassland
49,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Shrubland,Wetland
50,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Shrubland,Forest
51,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,NULL
52,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
53,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Wetland
54,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
55,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
56,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Wetland
57,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Built-up
58,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
59,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Bareland,NULL
60,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Bareland,Grassland
61,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Bareland,Wetland
62,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Built-up,NULL
63,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Built-up,Grassland
64,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Built-up,Forest
65,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Water,Grassland
66,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Water,Wetland
67,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Grassland
68,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,NULL
69,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
70,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Wetland
71,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,NULL
72,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Grassland
73,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Bareland
74,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Wetland
75,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Bareland
76,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
77,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,Forest
78,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,NULL
79,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
80,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Wetland
81,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
82,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Built-up,NULL
83,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Built-up,Grassland
84,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Water,NULL
85,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Water,Grassland
86,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Wetland
87,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Built-up,Grassland
88,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
89,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,Bareland,Grassland
90,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
91,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Bareland,Grassland
92,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,NULL,Grassland
93,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
94,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
95,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Wetland
96,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
97,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Bareland,Wetland
98,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Bareland,Bareland
99,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Water,Grassland
100,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Water,Bareland
101,NULL,NULL,NULL,Non_Water,Non_Wetland,Wetland,Shrubland,NULL
102,NULL,NULL,NULL,Non_Water,Non_Wetland,Wetland,Shrubland,Grassland
103,NULL,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
104,NULL,NULL,NULL,Non_Water,Non_Wetland,Wetland,Bareland,NULL
105,NULL,NULL,NULL,Non_Water,Non_Wetland,Wetland,Bareland,Grassland
106,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,NULL,Wetland
107,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
108,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
109,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,Water,Grassland
110,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,Water,Bareland
111,NULL,NULL,NULL,Water,Non_Wetland,Grassland,NULL,Wetland
112,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Grassland,Wetland
113,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Wetland,Grassland
114,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Bareland,Grassland
115,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Water,Wetland
116,NULL,NULL,NULL,Water,Non_Wetland,Wetland,Grassland,Grassland
117,NULL,NULL,NULL,Water,Non_Wetland,Wetland,Wetland,Grassland
118,NULL,NULL,NULL,Water,Non_Wetland,Wetland,Wetland,Wetland
119,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
120,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
121,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
122,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
123,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Grassland
124,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
125,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
126,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Wetland
127,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Built-up
128,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
129,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
130,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
131,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
132,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
133,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
134,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
135,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
136,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,NULL
137,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
138,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Wetland
139,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,NULL
140,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
141,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Wetland
142,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,NULL
143,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
144,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Forest
145,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,NULL
146,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Grassland
147,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
148,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
149,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
150,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Wetland
151,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
152,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
153,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Wetland
154,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
155,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
156,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Wetland
157,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,NULL
158,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
159,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Wetland
160,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Bareland
161,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,NULL
162,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
163,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Wetland
164,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
165,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Wetland
166,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
167,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Wetland
168,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Bareland
169,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
170,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Wetland
171,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
172,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
173,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,NULL
174,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
175,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Wetland
176,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Forest
177,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,NULL
178,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
179,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Wetland
180,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
181,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
182,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
183,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
184,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,NULL
185,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Grassland
186,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Wetland
187,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Built-up,NULL
188,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Built-up,Grassland
189,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Built-up,Wetland
190,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,NULL
191,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
192,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Wetland
193,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
194,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
195,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
196,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Wetland
197,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
198,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
199,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
200,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
201,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
202,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
203,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Wetland
204,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,NULL
205,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
206,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Wetland
207,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Bareland
208,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
209,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
210,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Wetland
211,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,NULL
212,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
213,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Built-up
214,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Forest
215,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
216,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Wetland
217,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Bareland
218,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Wetland
219,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Grassland
220,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Bareland,Grassland
221,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Bareland,Wetland
222,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
223,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,NULL
224,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
225,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Bareland,Grassland
226,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
227,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Wetland
228,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
229,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
230,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
231,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
232,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Wetland
233,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
234,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Bareland,Wetland
235,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Grassland
236,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Wetland
237,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Shrubland,Grassland
238,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
239,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
240,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Bareland,NULL
241,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Bareland,Grassland
242,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Bareland,Wetland
243,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
244,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Shrubland,Grassland
245,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
246,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
247,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Wetland
248,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
249,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Built-up,Grassland
250,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Water,Grassland
251,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Grassland
252,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Wetland,NULL
253,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Bareland,Grassland
254,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,NULL,Grassland
255,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,NULL,Wetland
256,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Shrubland,NULL
257,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Shrubland,Grassland
258,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
259,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Wetland,Grassland
260,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Wetland,Wetland
261,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Bareland,Grassland
262,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Bareland,Wetland
263,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Water,Grassland
264,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Grassland,Grassland
265,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,NULL
266,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
267,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Bareland,Grassland
268,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,NULL,Wetland
269,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Grassland,Wetland
270,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Bareland,Wetland
271,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Water,Grassland
272,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Water,Wetland
273,NULL,NULL,Shrubland,Water,Non_Wetland,Water,NULL,Wetland
274,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
275,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
276,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
277,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
278,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Shrubland,Grassland
279,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
280,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland,Grassland
281,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Bareland,NULL
282,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Bareland,Grassland
283,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,NULL
284,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,Grassland
285,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,Wetland
286,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,Forest
287,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
288,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
289,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
290,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,NULL
291,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
292,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Forest
293,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Wetland,NULL
294,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
295,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Wetland,Wetland
296,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Wetland,Forest
297,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Bareland,NULL
298,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
299,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Built-up,NULL
300,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
301,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Built-up,Wetland
302,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Built-up,Forest
303,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Forest,Grassland
304,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
305,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,NULL
306,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
307,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Wetland
308,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
309,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
310,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Wetland
311,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,NULL
312,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
313,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Wetland
314,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,NULL
315,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
316,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Wetland
317,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Built-up,Grassland
318,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Water,Grassland
