Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21KTP_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21KTP_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21KTP_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21KTP_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21KTP_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21KTP_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21KTP_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21KTP_M_R
341,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
342,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
343,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
344,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
345,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Water
346,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
347,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
348,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
349,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
350,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Wetland
351,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
352,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
353,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
354,Cropland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
355,Cropland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Cropland
356,Cropland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Wetland
357,Cropland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
358,Cropland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Water
359,Cropland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Forest
360,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,NULL
361,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
362,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,Cropland
363,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
364,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
365,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
366,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,NULL
367,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
368,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
369,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
370,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
371,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
372,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
373,Cropland,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
374,Cropland,NULL,Wetland,Water,Wetland,NULL,NULL,Cropland
375,Cropland,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
376,Cropland,NULL,Wetland,Water,Wetland,NULL,NULL,Bareland
377,Cropland,NULL,Wetland,Water,Wetland,NULL,NULL,Water
378,Cropland,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
379,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Forest
380,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
381,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
382,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
383,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Water
384,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
385,Cropland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
386,Cropland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Cropland
387,Cropland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
388,Cropland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
389,Cropland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Water
390,Cropland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Forest
391,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
392,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
393,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
394,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
395,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
396,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Water
397,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
398,Cropland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
399,Cropland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
400,Cropland,NULL,Water,NULL,Water,NULL,NULL,NULL
401,Cropland,NULL,Water,NULL,Water,NULL,NULL,Grassland
402,Cropland,NULL,Water,NULL,Water,NULL,NULL,Cropland
403,Cropland,NULL,Water,NULL,Water,NULL,NULL,Bareland
404,Cropland,NULL,Water,NULL,Water,NULL,NULL,Water
405,Cropland,NULL,Water,NULL,Water,NULL,NULL,Forest
406,Cropland,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
407,Cropland,NULL,Water,Non_Water,Water,NULL,NULL,Cropland
408,Cropland,NULL,Water,Non_Water,Water,NULL,NULL,Wetland
409,Cropland,NULL,Water,Non_Water,Water,NULL,NULL,Bareland
410,Cropland,NULL,Water,Non_Water,Water,NULL,NULL,Water
411,Cropland,NULL,Water,Non_Water,Water,NULL,NULL,Forest
412,Cropland,NULL,Water,Water,Water,NULL,NULL,Grassland
413,Cropland,NULL,Water,Water,Water,NULL,NULL,Cropland
414,Cropland,NULL,Water,Water,Water,NULL,NULL,Wetland
415,Cropland,NULL,Water,Water,Water,NULL,NULL,Bareland
416,Cropland,NULL,Water,Water,Water,NULL,NULL,Water
417,Cropland,NULL,Water,Water,Water,NULL,NULL,Forest
418,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
419,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
420,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
421,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
422,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
423,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
424,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
425,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
426,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
427,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
428,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
429,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
430,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
431,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
432,Cropland,NULL,Forest,Water,Non_Wetland,NULL,NULL,NULL
433,Cropland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
434,Cropland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Cropland
435,Cropland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Wetland
436,Cropland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Bareland
437,Cropland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Water
438,Cropland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
439,Wetland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
440,Wetland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
441,Wetland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
442,Wetland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
443,Wetland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
444,Wetland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Water
445,Wetland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
446,Wetland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
447,Wetland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Cropland
448,Wetland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
449,Wetland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
450,Wetland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
451,Wetland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
452,Wetland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Cropland
453,Wetland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Wetland
454,Wetland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Water
455,Wetland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Forest
456,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
457,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
458,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
459,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
460,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
461,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
462,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
463,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
464,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
465,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
466,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
467,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
468,Wetland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
469,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
470,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
471,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
472,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
473,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
474,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Water
475,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
476,Wetland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
477,Wetland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
478,Wetland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
479,Wetland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Wetland
480,Wetland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
481,Wetland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
482,Wetland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
483,Wetland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
484,Wetland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Cropland
485,Wetland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Wetland
486,Wetland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Water
487,Wetland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Forest
488,Wetland,NULL,Wetland,NULL,Wetland,NULL,NULL,NULL
489,Wetland,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
490,Wetland,NULL,Wetland,NULL,Wetland,NULL,NULL,Cropland
491,Wetland,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
492,Wetland,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
493,Wetland,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
494,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
495,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
496,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
497,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
498,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
499,Wetland,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
500,Wetland,NULL,Wetland,Water,Wetland,NULL,NULL,Cropland
501,Wetland,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
502,Wetland,NULL,Wetland,Water,Wetland,NULL,NULL,Bareland
503,Wetland,NULL,Wetland,Water,Wetland,NULL,NULL,Water
504,Wetland,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
505,Wetland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
506,Wetland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
507,Wetland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Water
508,Wetland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
509,Wetland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
510,Wetland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
511,Wetland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Water
512,Wetland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Forest
513,Wetland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
514,Wetland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
515,Wetland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
516,Wetland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
517,Wetland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
518,Wetland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Water
519,Wetland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
520,Wetland,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Water
521,Wetland,NULL,Water,NULL,Water,NULL,NULL,NULL
522,Wetland,NULL,Water,NULL,Water,NULL,NULL,Grassland
523,Wetland,NULL,Water,NULL,Water,NULL,NULL,Cropland
524,Wetland,NULL,Water,NULL,Water,NULL,NULL,Wetland
525,Wetland,NULL,Water,NULL,Water,NULL,NULL,Bareland
526,Wetland,NULL,Water,NULL,Water,NULL,NULL,Water
527,Wetland,NULL,Water,NULL,Water,NULL,NULL,Forest
528,Wetland,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
529,Wetland,NULL,Water,Non_Water,Water,NULL,NULL,Cropland
530,Wetland,NULL,Water,Non_Water,Water,NULL,NULL,Wetland
531,Wetland,NULL,Water,Non_Water,Water,NULL,NULL,Water
532,Wetland,NULL,Water,Non_Water,Water,NULL,NULL,Forest
533,Wetland,NULL,Water,Water,Water,NULL,NULL,Grassland
534,Wetland,NULL,Water,Water,Water,NULL,NULL,Cropland
535,Wetland,NULL,Water,Water,Water,NULL,NULL,Wetland
536,Wetland,NULL,Water,Water,Water,NULL,NULL,Water
537,Wetland,NULL,Water,Water,Water,NULL,NULL,Forest
538,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
539,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
540,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
541,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
542,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
543,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
544,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
545,Wetland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
546,Wetland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
547,Wetland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
548,Wetland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
549,Wetland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
550,Wetland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
551,Wetland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
552,Wetland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Cropland
553,Wetland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Wetland
554,Wetland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Water
555,Wetland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
556,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
557,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
558,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
559,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
560,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
561,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
562,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
563,Bareland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
564,Bareland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
565,Bareland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
566,Bareland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Cropland
567,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
568,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
569,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
570,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
571,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
572,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
573,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
574,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
575,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
576,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
577,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
578,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
579,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
580,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
581,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
582,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
583,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
584,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
585,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Water
586,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
587,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
588,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
589,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
590,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Wetland
591,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
592,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
593,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
594,Bareland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
595,Bareland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Cropland
596,Bareland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
597,Bareland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Water
598,Bareland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Forest
599,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
600,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Cropland
601,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Bareland
602,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
603,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
604,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
605,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
606,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
607,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
608,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,Cropland
609,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
610,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,Bareland
611,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,Water
612,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
613,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
614,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
615,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
616,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
617,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Water
618,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
619,Bareland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,NULL
620,Bareland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
621,Bareland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
622,Bareland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
623,Bareland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
624,Bareland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Water
625,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
626,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
627,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
628,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
629,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
630,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Water
631,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
632,Bareland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,NULL
633,Bareland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
634,Bareland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Cropland
635,Bareland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
636,Bareland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
637,Bareland,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
638,Bareland,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Cropland
639,Bareland,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
640,Bareland,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Water
641,Bareland,NULL,Water,NULL,Water,NULL,NULL,Grassland
642,Bareland,NULL,Water,NULL,Water,NULL,NULL,Cropland
643,Bareland,NULL,Water,NULL,Water,NULL,NULL,Wetland
644,Bareland,NULL,Water,NULL,Water,NULL,NULL,Bareland
645,Bareland,NULL,Water,NULL,Water,NULL,NULL,Water
646,Bareland,NULL,Water,NULL,Water,NULL,NULL,Forest
647,Bareland,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
648,Bareland,NULL,Water,Non_Water,Water,NULL,NULL,Cropland
649,Bareland,NULL,Water,Non_Water,Water,NULL,NULL,Wetland
650,Bareland,NULL,Water,Non_Water,Water,NULL,NULL,Bareland
651,Bareland,NULL,Water,Non_Water,Water,NULL,NULL,Water
652,Bareland,NULL,Water,Non_Water,Water,NULL,NULL,Forest
653,Bareland,NULL,Water,Water,Water,NULL,NULL,Grassland
654,Bareland,NULL,Water,Water,Water,NULL,NULL,Cropland
655,Bareland,NULL,Water,Water,Water,NULL,NULL,Bareland
656,Bareland,NULL,Water,Water,Water,NULL,NULL,Water
657,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
658,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
659,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
660,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
661,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
662,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
663,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
664,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
665,Bareland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
666,Bareland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
667,Bareland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
668,Bareland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
669,Bareland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
670,Bareland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
671,Bareland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
672,Bareland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Cropland
673,Bareland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Bareland
674,Bareland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Water
675,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
676,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
677,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
678,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
679,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
680,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Water
681,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
682,Water,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
683,Water,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Cropland
684,Water,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
685,Water,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
686,Water,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
687,Water,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
688,Water,NULL,NULL,Water,Non_Wetland,NULL,NULL,Cropland
689,Water,NULL,NULL,Water,Non_Wetland,NULL,NULL,Wetland
690,Water,NULL,NULL,Water,Non_Wetland,NULL,NULL,Bareland
