Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19MFT_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19MFT_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19MFT_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19MFT_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19MFT_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19MFT_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19MFT_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19MFT_M_R
1249,Grassland,Wetland,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
1250,Grassland,Wetland,Bareland,NULL,Non_Wetland,Wetland,Water,Wetland
1251,Grassland,Wetland,Bareland,NULL,Non_Wetland,Water,Wetland,Grassland
1252,Grassland,Wetland,Bareland,NULL,Non_Wetland,Water,Wetland,Forest
1253,Grassland,Wetland,Bareland,NULL,Non_Wetland,Water,Water,Grassland
1254,Grassland,Wetland,Bareland,NULL,Non_Wetland,Water,Water,Forest
1255,Grassland,Wetland,Bareland,Non_Water,Non_Wetland,Grassland,Water,Grassland
1256,Grassland,Wetland,Bareland,Non_Water,Non_Wetland,Grassland,Water,Forest
1257,Grassland,Wetland,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1258,Grassland,Wetland,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
1259,Grassland,Wetland,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Water
1260,Grassland,Wetland,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1261,Grassland,Wetland,Bareland,Non_Water,Non_Wetland,Wetland,Water,Grassland
1262,Grassland,Wetland,Bareland,Non_Water,Non_Wetland,Wetland,Water,Water
1263,Grassland,Wetland,Bareland,Non_Water,Non_Wetland,Wetland,Water,Forest
1264,Grassland,Wetland,Bareland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
1265,Grassland,Wetland,Bareland,Non_Water,Non_Wetland,Water,Wetland,Grassland
1266,Grassland,Wetland,Bareland,Non_Water,Non_Wetland,Water,Wetland,Wetland
1267,Grassland,Wetland,Bareland,Non_Water,Non_Wetland,Water,Wetland,Forest
1268,Grassland,Wetland,Bareland,Non_Water,Non_Wetland,Water,Water,Grassland
1269,Grassland,Wetland,Bareland,Water,Non_Wetland,Wetland,Wetland,Grassland
1270,Grassland,Wetland,Bareland,Water,Non_Wetland,Wetland,Wetland,Wetland
1271,Grassland,Wetland,Bareland,Water,Non_Wetland,Wetland,Water,Grassland
1272,Grassland,Wetland,Bareland,Water,Non_Wetland,Wetland,Water,Water
1273,Grassland,Wetland,Bareland,Water,Non_Wetland,Wetland,Water,Forest
1274,Grassland,Wetland,Bareland,Water,Non_Wetland,Bareland,Wetland,Grassland
1275,Grassland,Wetland,Bareland,Water,Non_Wetland,Water,Wetland,Grassland
1276,Grassland,Wetland,Bareland,Water,Non_Wetland,Water,Wetland,Water
1277,Grassland,Wetland,Bareland,Water,Non_Wetland,Water,Water,Grassland
1278,Grassland,Wetland,Bareland,Water,Non_Wetland,Water,Water,Water
1279,Grassland,Wetland,Built-up,NULL,Non_Wetland,Wetland,Wetland,Grassland
1280,Grassland,Wetland,Built-up,Non_Water,Non_Wetland,Grassland,Water,Grassland
1281,Grassland,Wetland,Built-up,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1282,Grassland,Wetland,Built-up,Non_Water,Non_Wetland,Wetland,Water,Grassland
1283,Grassland,Wetland,Built-up,Non_Water,Non_Wetland,Wetland,Water,Forest
1284,Grassland,Wetland,Built-up,Non_Water,Non_Wetland,Bareland,Water,Grassland
1285,Grassland,Wetland,Built-up,Non_Water,Non_Wetland,Water,Water,Grassland
1286,Grassland,Wetland,Built-up,Water,Non_Wetland,Wetland,Water,Grassland
1287,Grassland,Wetland,Built-up,Water,Non_Wetland,Bareland,Water,Water
1288,Grassland,Wetland,Built-up,Water,Non_Wetland,Water,Water,Grassland
1289,Grassland,Wetland,Built-up,Water,Non_Wetland,Water,Water,Water
1290,Grassland,Wetland,Water,NULL,Water,Wetland,Wetland,Grassland
1291,Grassland,Wetland,Water,NULL,Water,Wetland,Water,Grassland
1292,Grassland,Wetland,Water,NULL,Water,Water,Wetland,Grassland
1293,Grassland,Wetland,Water,NULL,Water,Water,Water,Grassland
1294,Grassland,Wetland,Water,NULL,Water,Water,Water,Water
1295,Grassland,Wetland,Water,NULL,Water,Water,Water,Forest
1296,Grassland,Wetland,Water,Non_Water,Water,Grassland,Wetland,Grassland
1297,Grassland,Wetland,Water,Non_Water,Water,Grassland,Water,Grassland
1298,Grassland,Wetland,Water,Non_Water,Water,Grassland,Water,Water
1299,Grassland,Wetland,Water,Non_Water,Water,Wetland,Wetland,Grassland
1300,Grassland,Wetland,Water,Non_Water,Water,Wetland,Wetland,Forest
1301,Grassland,Wetland,Water,Non_Water,Water,Wetland,Water,Grassland
1302,Grassland,Wetland,Water,Non_Water,Water,Wetland,Water,Water
1303,Grassland,Wetland,Water,Non_Water,Water,Wetland,Water,Forest
1304,Grassland,Wetland,Water,Non_Water,Water,Bareland,Wetland,Grassland
1305,Grassland,Wetland,Water,Non_Water,Water,Water,Wetland,Grassland
1306,Grassland,Wetland,Water,Non_Water,Water,Water,Wetland,Wetland
1307,Grassland,Wetland,Water,Non_Water,Water,Water,Wetland,Water
1308,Grassland,Wetland,Water,Non_Water,Water,Water,Wetland,Forest
1309,Grassland,Wetland,Water,Non_Water,Water,Water,Water,Grassland
1310,Grassland,Wetland,Water,Non_Water,Water,Water,Water,Wetland
1311,Grassland,Wetland,Water,Non_Water,Water,Water,Water,Water
1312,Grassland,Wetland,Water,Non_Water,Water,Water,Water,Forest
1313,Grassland,Wetland,Water,Water,Water,NULL,Water,Water
1314,Grassland,Wetland,Water,Water,Water,Grassland,Water,Grassland
1315,Grassland,Wetland,Water,Water,Water,Grassland,Water,Water
1316,Grassland,Wetland,Water,Water,Water,Wetland,Wetland,Grassland
1317,Grassland,Wetland,Water,Water,Water,Wetland,Wetland,Wetland
1318,Grassland,Wetland,Water,Water,Water,Wetland,Wetland,Water
1319,Grassland,Wetland,Water,Water,Water,Wetland,Water,Grassland
1320,Grassland,Wetland,Water,Water,Water,Wetland,Water,Wetland
1321,Grassland,Wetland,Water,Water,Water,Wetland,Water,Water
1322,Grassland,Wetland,Water,Water,Water,Wetland,Water,Forest
1323,Grassland,Wetland,Water,Water,Water,Bareland,Water,Grassland
1324,Grassland,Wetland,Water,Water,Water,Bareland,Water,Water
1325,Grassland,Wetland,Water,Water,Water,Water,Wetland,Grassland
1326,Grassland,Wetland,Water,Water,Water,Water,Wetland,Wetland
1327,Grassland,Wetland,Water,Water,Water,Water,Wetland,Water
1328,Grassland,Wetland,Water,Water,Water,Water,Water,Grassland
1329,Grassland,Wetland,Water,Water,Water,Water,Water,Wetland
1330,Grassland,Wetland,Water,Water,Water,Water,Water,Water
1331,Grassland,Wetland,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
1332,Grassland,Wetland,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
1333,Grassland,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
1334,Grassland,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
1335,Grassland,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
1336,Grassland,Wetland,Forest,NULL,Non_Wetland,Wetland,Water,Grassland
1337,Grassland,Wetland,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
1338,Grassland,Wetland,Forest,NULL,Non_Wetland,Water,Wetland,Wetland
1339,Grassland,Wetland,Forest,NULL,Non_Wetland,Water,Wetland,Forest
1340,Grassland,Wetland,Forest,NULL,Non_Wetland,Water,Water,Grassland
1341,Grassland,Wetland,Forest,NULL,Non_Wetland,Water,Water,Forest
1342,Grassland,Wetland,Forest,Non_Water,Non_Wetland,Grassland,Water,Grassland
1343,Grassland,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1344,Grassland,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1345,Grassland,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Water,Grassland
1346,Grassland,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Water,Forest
1347,Grassland,Wetland,Forest,Non_Water,Non_Wetland,Bareland,Water,Grassland
1348,Grassland,Wetland,Forest,Non_Water,Non_Wetland,Water,Wetland,Wetland
1349,Grassland,Wetland,Forest,Non_Water,Non_Wetland,Water,Water,Grassland
1350,Grassland,Wetland,Forest,Non_Water,Non_Wetland,Water,Water,Wetland
1351,Grassland,Wetland,Forest,Non_Water,Non_Wetland,Water,Water,Water
1352,Grassland,Wetland,Forest,Non_Water,Non_Wetland,Water,Water,Forest
1353,Grassland,Wetland,Forest,Water,Non_Wetland,Grassland,Water,Grassland
1354,Grassland,Wetland,Forest,Water,Non_Wetland,Wetland,Wetland,Grassland
1355,Grassland,Wetland,Forest,Water,Non_Wetland,Wetland,Wetland,Wetland
1356,Grassland,Wetland,Forest,Water,Non_Wetland,Wetland,Wetland,Forest
1357,Grassland,Wetland,Forest,Water,Non_Wetland,Wetland,Water,Grassland
1358,Grassland,Wetland,Forest,Water,Non_Wetland,Wetland,Water,Wetland
1359,Grassland,Wetland,Forest,Water,Non_Wetland,Wetland,Water,Water
1360,Grassland,Wetland,Forest,Water,Non_Wetland,Bareland,Wetland,Forest
1361,Grassland,Wetland,Forest,Water,Non_Wetland,Water,Wetland,Grassland
1362,Grassland,Wetland,Forest,Water,Non_Wetland,Water,Wetland,Wetland
1363,Grassland,Wetland,Forest,Water,Non_Wetland,Water,Water,Grassland
1364,Grassland,Wetland,Forest,Water,Non_Wetland,Water,Water,Wetland
1365,Grassland,Wetland,Forest,Water,Non_Wetland,Water,Water,Water
1366,Grassland,Bareland,Wetland,Water,Wetland,Bareland,Water,Water
1367,Grassland,Bareland,Wetland,Water,Wetland,Water,Water,Grassland
1368,Grassland,Bareland,Wetland,Water,Wetland,Water,Water,Water
1369,Grassland,Bareland,Water,Water,Water,Water,Water,Water
1370,Grassland,Built-up,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
1371,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
1372,Grassland,Built-up,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
1373,Grassland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Forest,Grassland
1374,Grassland,Built-up,Water,Water,Water,Water,Wetland,Grassland
1375,Grassland,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
1376,Grassland,Water,NULL,NULL,Non_Wetland,Water,Water,Grassland
1377,Grassland,Water,NULL,Non_Water,Non_Wetland,Water,Wetland,Grassland
1378,Grassland,Water,NULL,Non_Water,Non_Wetland,Water,Water,Water
1379,Grassland,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
1380,Grassland,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1381,Grassland,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Grassland
1382,Grassland,Water,Grassland,Non_Water,Non_Wetland,Water,Water,Grassland
1383,Grassland,Water,Grassland,Water,Non_Wetland,Wetland,Wetland,Water
1384,Grassland,Water,Grassland,Water,Non_Wetland,Water,Water,Grassland
1385,Grassland,Water,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
1386,Grassland,Water,Wetland,NULL,Wetland,Wetland,Wetland,Water
1387,Grassland,Water,Wetland,NULL,Wetland,Wetland,Wetland,Forest
1388,Grassland,Water,Wetland,NULL,Wetland,Water,Water,Grassland
1389,Grassland,Water,Wetland,NULL,Wetland,Water,Water,Water
1390,Grassland,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
1391,Grassland,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
1392,Grassland,Water,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
1393,Grassland,Water,Wetland,Non_Water,Wetland,Wetland,Water,Water
1394,Grassland,Water,Wetland,Non_Water,Wetland,Wetland,Water,Forest
1395,Grassland,Water,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
1396,Grassland,Water,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
1397,Grassland,Water,Wetland,Non_Water,Wetland,Water,Wetland,Forest
1398,Grassland,Water,Wetland,Non_Water,Wetland,Water,Water,Grassland
1399,Grassland,Water,Wetland,Non_Water,Wetland,Water,Water,Water
1400,Grassland,Water,Wetland,Water,Wetland,Grassland,Water,Grassland
1401,Grassland,Water,Wetland,Water,Wetland,Wetland,Wetland,Grassland
1402,Grassland,Water,Wetland,Water,Wetland,Wetland,Wetland,Wetland
1403,Grassland,Water,Wetland,Water,Wetland,Wetland,Wetland,Water
1404,Grassland,Water,Wetland,Water,Wetland,Wetland,Water,Grassland
1405,Grassland,Water,Wetland,Water,Wetland,Wetland,Water,Wetland
1406,Grassland,Water,Wetland,Water,Wetland,Wetland,Water,Water
1407,Grassland,Water,Wetland,Water,Wetland,Wetland,Water,Forest
1408,Grassland,Water,Wetland,Water,Wetland,Water,Wetland,Grassland
1409,Grassland,Water,Wetland,Water,Wetland,Water,Wetland,Wetland
1410,Grassland,Water,Wetland,Water,Wetland,Water,Water,Grassland
1411,Grassland,Water,Wetland,Water,Wetland,Water,Water,Wetland
1412,Grassland,Water,Wetland,Water,Wetland,Water,Water,Water
1413,Grassland,Water,Wetland,Water,Wetland,Water,Water,Forest
1414,Grassland,Water,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1415,Grassland,Water,Bareland,NULL,Non_Wetland,Wetland,Wetland,Wetland
1416,Grassland,Water,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
1417,Grassland,Water,Bareland,NULL,Non_Wetland,Wetland,Water,Forest
1418,Grassland,Water,Bareland,NULL,Non_Wetland,Water,Water,Grassland
1419,Grassland,Water,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1420,Grassland,Water,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Water
1421,Grassland,Water,Bareland,Non_Water,Non_Wetland,Wetland,Water,Grassland
1422,Grassland,Water,Bareland,Non_Water,Non_Wetland,Water,Wetland,Forest
1423,Grassland,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Grassland
1424,Grassland,Water,Bareland,Water,Non_Wetland,Wetland,Wetland,Wetland
1425,Grassland,Water,Bareland,Water,Non_Wetland,Wetland,Water,Grassland
1426,Grassland,Water,Bareland,Water,Non_Wetland,Wetland,Water,Wetland
1427,Grassland,Water,Bareland,Water,Non_Wetland,Wetland,Water,Water
1428,Grassland,Water,Bareland,Water,Non_Wetland,Water,Water,Grassland
1429,Grassland,Water,Built-up,Water,Non_Wetland,Water,Water,Water
1430,Grassland,Water,Water,NULL,Water,Wetland,Wetland,Water
1431,Grassland,Water,Water,NULL,Water,Wetland,Wetland,Forest
1432,Grassland,Water,Water,Non_Water,Water,Water,Water,Grassland
1433,Grassland,Water,Water,Non_Water,Water,Water,Water,Water
1434,Grassland,Water,Water,Water,Water,NULL,Water,Wetland
1435,Grassland,Water,Water,Water,Water,Wetland,Wetland,Water
1436,Grassland,Water,Water,Water,Water,Wetland,Water,Grassland
1437,Grassland,Water,Water,Water,Water,Wetland,Water,Wetland
1438,Grassland,Water,Water,Water,Water,Wetland,Water,Water
1439,Grassland,Water,Water,Water,Water,Water,Wetland,Water
1440,Grassland,Water,Water,Water,Water,Water,Water,Grassland
1441,Grassland,Water,Water,Water,Water,Water,Water,Wetland
1442,Grassland,Water,Water,Water,Water,Water,Water,Water
1443,Grassland,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
1444,Grassland,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Water
1445,Grassland,Water,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
1446,Grassland,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1447,Grassland,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Water
1448,Grassland,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1449,Grassland,Water,Forest,Non_Water,Non_Wetland,Wetland,Water,Grassland
1450,Grassland,Water,Forest,Non_Water,Non_Wetland,Wetland,Water,Forest
1451,Grassland,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
1452,Grassland,Water,Forest,Water,Non_Wetland,Water,Water,Forest
1453,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
1454,Grassland,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
1455,Grassland,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
1456,Grassland,Forest,NULL,NULL,Non_Wetland,Wetland,Water,Grassland
1457,Grassland,Forest,NULL,NULL,Non_Wetland,Wetland,Water,Forest
1458,Grassland,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,Grassland
1459,Grassland,Forest,NULL,NULL,Non_Wetland,Water,Wetland,Forest
1460,Grassland,Forest,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1461,Grassland,Forest,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1462,Grassland,Forest,NULL,Non_Water,Non_Wetland,Wetland,Water,Grassland
1463,Grassland,Forest,NULL,Non_Water,Non_Wetland,Wetland,Water,Forest
1464,Grassland,Forest,NULL,Non_Water,Non_Wetland,Water,Wetland,Forest
1465,Grassland,Forest,NULL,Non_Water,Non_Wetland,Water,Water,Grassland
1466,Grassland,Forest,NULL,Water,Non_Wetland,Wetland,Wetland,Grassland
1467,Grassland,Forest,NULL,Water,Non_Wetland,Wetland,Water,Grassland
1468,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1469,Grassland,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1470,Grassland,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
1471,Grassland,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Grassland
1472,Grassland,Forest,Shrubland,Non_Water,Non_Wetland,Water,Water,Grassland
1473,Grassland,Forest,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
1474,Grassland,Forest,Shrubland,Water,Non_Wetland,Wetland,Water,Grassland
1475,Grassland,Forest,Shrubland,Water,Non_Wetland,Wetland,Water,Water
1476,Grassland,Forest,Shrubland,Water,Non_Wetland,Bareland,Wetland,Grassland
1477,Grassland,Forest,Shrubland,Water,Non_Wetland,Water,Water,Grassland
1478,Grassland,Forest,Shrubland,Water,Non_Wetland,Water,Water,Water
1479,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1480,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1481,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
1482,Grassland,Forest,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1483,Grassland,Forest,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
1484,Grassland,Forest,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1485,Grassland,Forest,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
1486,Grassland,Forest,Grassland,NULL,Non_Wetland,Wetland,Water,Grassland
1487,Grassland,Forest,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
1488,Grassland,Forest,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1489,Grassland,Forest,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
1490,Grassland,Forest,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1491,Grassland,Forest,Grassland,Non_Water,Non_Wetland,Wetland,Water,Grassland
1492,Grassland,Forest,Grassland,Non_Water,Non_Wetland,Wetland,Water,Water
1493,Grassland,Forest,Grassland,Water,Non_Wetland,Wetland,Water,Grassland
1494,Grassland,Forest,Grassland,Water,Non_Wetland,Water,Wetland,Water
1495,Grassland,Forest,Cropland,NULL,Non_Wetland,Wetland,Wetland,Forest
1496,Grassland,Forest,Cropland,Non_Water,Non_Wetland,Wetland,Water,Grassland
1497,Grassland,Forest,Wetland,NULL,Wetland,NULL,Wetland,Forest
1498,Grassland,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
1499,Grassland,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Forest
1500,Grassland,Forest,Wetland,NULL,Wetland,Wetland,Wetland,NULL
1501,Grassland,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
1502,Grassland,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Water
1503,Grassland,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Forest
1504,Grassland,Forest,Wetland,NULL,Wetland,Wetland,Water,Grassland
1505,Grassland,Forest,Wetland,NULL,Wetland,Bareland,Wetland,Grassland
1506,Grassland,Forest,Wetland,NULL,Wetland,Bareland,Wetland,Forest
1507,Grassland,Forest,Wetland,NULL,Wetland,Water,Wetland,Grassland
1508,Grassland,Forest,Wetland,NULL,Wetland,Water,Wetland,Water
1509,Grassland,Forest,Wetland,NULL,Wetland,Water,Wetland,Forest
1510,Grassland,Forest,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
1511,Grassland,Forest,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
1512,Grassland,Forest,Wetland,Non_Water,Wetland,Grassland,Water,Forest
1513,Grassland,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
1514,Grassland,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
1515,Grassland,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
1516,Grassland,Forest,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
1517,Grassland,Forest,Wetland,Non_Water,Wetland,Wetland,Water,Forest
1518,Grassland,Forest,Wetland,Non_Water,Wetland,Bareland,Wetland,Grassland
1519,Grassland,Forest,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
1520,Grassland,Forest,Wetland,Non_Water,Wetland,Water,Wetland,Forest
1521,Grassland,Forest,Wetland,Non_Water,Wetland,Water,Water,Grassland
1522,Grassland,Forest,Wetland,Non_Water,Wetland,Water,Water,Water
1523,Grassland,Forest,Wetland,Water,Wetland,Grassland,Wetland,Grassland
1524,Grassland,Forest,Wetland,Water,Wetland,Wetland,Wetland,Grassland
1525,Grassland,Forest,Wetland,Water,Wetland,Wetland,Wetland,Forest
1526,Grassland,Forest,Wetland,Water,Wetland,Wetland,Water,Grassland
1527,Grassland,Forest,Wetland,Water,Wetland,Wetland,Water,Wetland
1528,Grassland,Forest,Wetland,Water,Wetland,Wetland,Water,Water
1529,Grassland,Forest,Wetland,Water,Wetland,Bareland,Wetland,Grassland
1530,Grassland,Forest,Wetland,Water,Wetland,Bareland,Water,Grassland
1531,Grassland,Forest,Wetland,Water,Wetland,Water,Wetland,Grassland
1532,Grassland,Forest,Wetland,Water,Wetland,Water,Wetland,Wetland
1533,Grassland,Forest,Wetland,Water,Wetland,Water,Wetland,Water
1534,Grassland,Forest,Wetland,Water,Wetland,Water,Wetland,Forest
1535,Grassland,Forest,Wetland,Water,Wetland,Water,Water,Grassland
1536,Grassland,Forest,Wetland,Water,Wetland,Water,Water,Water
1537,Grassland,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Wetland,Wetland,Grassland
1538,Grassland,Forest,Bareland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1539,Grassland,Forest,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1540,Grassland,Forest,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
1541,Grassland,Forest,Bareland,NULL,Non_Wetland,Water,Wetland,Grassland
1542,Grassland,Forest,Bareland,NULL,Non_Wetland,Water,Wetland,Forest
1543,Grassland,Forest,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1544,Grassland,Forest,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Water
1545,Grassland,Forest,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1546,Grassland,Forest,Bareland,Non_Water,Non_Wetland,Wetland,Water,Grassland
1547,Grassland,Forest,Bareland,Water,Non_Wetland,Grassland,Wetland,Grassland
1548,Grassland,Forest,Bareland,Water,Non_Wetland,Wetland,Wetland,Grassland
1549,Grassland,Forest,Bareland,Water,Non_Wetland,Wetland,Water,Grassland
1550,Grassland,Forest,Bareland,Water,Non_Wetland,Water,Wetland,Grassland
1551,Grassland,Forest,Bareland,Water,Non_Wetland,Water,Water,Grassland
1552,Grassland,Forest,Bareland,Water,Non_Wetland,Water,Water,Wetland
1553,Grassland,Forest,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
1554,Grassland,Forest,Built-up,Non_Water,Non_Wetland,Wetland,Water,Grassland
1555,Grassland,Forest,Water,NULL,Water,Wetland,Wetland,Grassland
1556,Grassland,Forest,Water,NULL,Water,Wetland,Wetland,Wetland
1557,Grassland,Forest,Water,NULL,Water,Wetland,Wetland,Water
1558,Grassland,Forest,Water,NULL,Water,Wetland,Wetland,Forest
1559,Grassland,Forest,Water,Non_Water,Water,Wetland,Wetland,Grassland
1560,Grassland,Forest,Water,Non_Water,Water,Wetland,Wetland,Water
1561,Grassland,Forest,Water,Non_Water,Water,Wetland,Water,Grassland
1562,Grassland,Forest,Water,Non_Water,Water,Water,Wetland,Grassland
1563,Grassland,Forest,Water,Non_Water,Water,Water,Wetland,Water
1564,Grassland,Forest,Water,Non_Water,Water,Water,Water,Grassland
1565,Grassland,Forest,Water,Water,Water,Grassland,Wetland,Grassland
1566,Grassland,Forest,Water,Water,Water,Grassland,Wetland,Wetland
1567,Grassland,Forest,Water,Water,Water,Wetland,Wetland,Grassland
1568,Grassland,Forest,Water,Water,Water,Wetland,Wetland,Wetland
1569,Grassland,Forest,Water,Water,Water,Wetland,Wetland,Water
1570,Grassland,Forest,Water,Water,Water,Wetland,Water,Grassland
1571,Grassland,Forest,Water,Water,Water,Wetland,Water,Water
1572,Grassland,Forest,Water,Water,Water,Water,Wetland,Grassland
1573,Grassland,Forest,Water,Water,Water,Water,Wetland,Wetland
1574,Grassland,Forest,Water,Water,Water,Water,Wetland,Water
1575,Grassland,Forest,Water,Water,Water,Water,Wetland,Forest
1576,Grassland,Forest,Water,Water,Water,Water,Water,Grassland
1577,Grassland,Forest,Water,Water,Water,Water,Water,Wetland
1578,Grassland,Forest,Water,Water,Water,Water,Water,Water
1579,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1580,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
1581,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
1582,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
1583,Grassland,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
1584,Grassland,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
1585,Grassland,Forest,Forest,NULL,Non_Wetland,Wetland,Water,Grassland
1586,Grassland,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
1587,Grassland,Forest,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
1588,Grassland,Forest,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
1589,Grassland,Forest,Forest,NULL,Non_Wetland,Water,Wetland,Forest
1590,Grassland,Forest,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1591,Grassland,Forest,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1592,Grassland,Forest,Forest,Non_Water,Non_Wetland,Wetland,Water,Grassland
