Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21LTK_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21LTK_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21LTK_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21LTK_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21LTK_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21LTK_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21LTK_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21LTK_M_R
1067,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
1068,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
1069,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
1070,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
1071,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
1072,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1073,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Wetland
1074,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Built-up
1075,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
1076,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1077,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
1078,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1079,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
1080,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
1081,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
1082,Grassland,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Cropland
1083,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1084,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Wetland
1085,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
1086,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
1087,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1088,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Bareland
1089,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Built-up
1090,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
1091,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Wetland,Forest
1092,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1093,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
1094,Grassland,NULL,Grassland,NULL,Non_Wetland,Built-up,Grassland,Grassland
1095,Grassland,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Grassland
1096,Grassland,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Wetland
1097,Grassland,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Forest
1098,Grassland,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
1099,Grassland,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
1100,Grassland,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
1101,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1102,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
1103,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
1104,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1105,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
1106,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
1107,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
1108,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
1109,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1110,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
1111,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Wetland
1112,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
1113,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
1114,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Water
1115,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
1116,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1117,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
1118,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1119,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Built-up
1120,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
1121,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
1122,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Forest
1123,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
1124,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
1125,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
1126,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
1127,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
1128,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
1129,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
1130,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1131,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
1132,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
1133,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1134,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
1135,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
1136,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
1137,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
1138,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Wetland,Grassland
1139,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1140,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
1141,Grassland,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
1142,Grassland,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Built-up
1143,Grassland,NULL,Cropland,NULL,Non_Wetland,Built-up,Bareland,Grassland
1144,Grassland,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Grassland
1145,Grassland,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Water
1146,Grassland,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Forest
1147,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
1148,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
1149,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
1150,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1151,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Water,Grassland,Grassland
1152,Grassland,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,Grassland
1153,Grassland,NULL,Wetland,NULL,Wetland,NULL,Grassland,Forest
1154,Grassland,NULL,Wetland,NULL,Wetland,NULL,Wetland,Forest
1155,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Grassland,NULL
1156,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
1157,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Wetland
1158,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Forest
1159,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
1160,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Wetland
1161,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Forest
1162,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Water,Grassland
1163,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Forest,Grassland
1164,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
1165,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Wetland
1166,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Forest
1167,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
1168,Grassland,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Grassland
1169,Grassland,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Forest
1170,Grassland,NULL,Wetland,NULL,Wetland,Bareland,Forest,Grassland
1171,Grassland,NULL,Wetland,NULL,Wetland,Water,Grassland,Grassland
1172,Grassland,NULL,Wetland,NULL,Wetland,Water,Grassland,Wetland
1173,Grassland,NULL,Wetland,NULL,Wetland,Water,Grassland,Bareland
1174,Grassland,NULL,Wetland,NULL,Wetland,Water,Grassland,Water
1175,Grassland,NULL,Wetland,NULL,Wetland,Water,Grassland,Forest
1176,Grassland,NULL,Wetland,NULL,Wetland,Water,Wetland,Wetland
1177,Grassland,NULL,Wetland,NULL,Wetland,Water,Wetland,Water
1178,Grassland,NULL,Wetland,NULL,Wetland,Water,Wetland,Forest
1179,Grassland,NULL,Wetland,NULL,Wetland,Water,Water,Grassland
1180,Grassland,NULL,Wetland,NULL,Wetland,Water,Water,Forest
1181,Grassland,NULL,Wetland,NULL,Wetland,Forest,Grassland,Forest
1182,Grassland,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Grassland
1183,Grassland,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Forest
1184,Grassland,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
1185,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland,Grassland,Grassland
1186,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
1187,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
1188,Grassland,NULL,Wetland,Water,Wetland,Grassland,Grassland,Grassland
1189,Grassland,NULL,Wetland,Water,Wetland,Grassland,Grassland,Water
1190,Grassland,NULL,Wetland,Water,Wetland,Bareland,Grassland,Grassland
1191,Grassland,NULL,Wetland,Water,Wetland,Water,Grassland,Grassland
1192,Grassland,NULL,Wetland,Water,Wetland,Water,Water,Water
1193,Grassland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,Grassland
1194,Grassland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,Forest
1195,Grassland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Bareland,Grassland
1196,Grassland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Cropland,NULL,Grassland
1197,Grassland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Grassland,Grassland
1198,Grassland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Grassland,Built-up
1199,Grassland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Bareland,Grassland
1200,Grassland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Bareland,Built-up
1201,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,Wetland,Forest
1202,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,NULL
1203,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1204,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Wetland
1205,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Water
1206,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
1207,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1208,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland,Wetland,Forest
1209,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland,Water,Grassland
1210,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland,Forest,Grassland
1211,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland,Forest,Forest
1212,Grassland,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1213,Grassland,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,Forest
1214,Grassland,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1215,Grassland,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
1216,Grassland,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1217,Grassland,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,Forest
1218,Grassland,NULL,Bareland,NULL,Non_Wetland,Bareland,Forest,Grassland
1219,Grassland,NULL,Bareland,NULL,Non_Wetland,Bareland,Forest,Forest
1220,Grassland,NULL,Bareland,NULL,Non_Wetland,Water,Grassland,Grassland
1221,Grassland,NULL,Bareland,NULL,Non_Wetland,Water,Grassland,Bareland
1222,Grassland,NULL,Bareland,NULL,Non_Wetland,Water,Grassland,Forest
1223,Grassland,NULL,Bareland,NULL,Non_Wetland,Water,Wetland,Grassland
1224,Grassland,NULL,Bareland,NULL,Non_Wetland,Water,Wetland,Forest
1225,Grassland,NULL,Bareland,NULL,Non_Wetland,Forest,Grassland,Forest
1226,Grassland,NULL,Bareland,NULL,Non_Wetland,Forest,Forest,Forest
1227,Grassland,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1228,Grassland,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
1229,Grassland,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Water,Grassland
1230,Grassland,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1231,Grassland,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1232,Grassland,NULL,Bareland,Water,Non_Wetland,Water,Grassland,Water
1233,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
1234,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Cropland
1235,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
1236,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
1237,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
1238,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
1239,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Built-up
1240,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Forest
1241,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
1242,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Forest,Grassland
1243,Grassland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
1244,Grassland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
1245,Grassland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
1246,Grassland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
1247,Grassland,NULL,Built-up,NULL,Non_Wetland,Bareland,Forest,Grassland
1248,Grassland,NULL,Built-up,NULL,Non_Wetland,Water,Grassland,Grassland
1249,Grassland,NULL,Water,NULL,Water,Grassland,Grassland,Grassland
1250,Grassland,NULL,Water,NULL,Water,Grassland,Grassland,Forest
1251,Grassland,NULL,Water,NULL,Water,Grassland,Bareland,Grassland
1252,Grassland,NULL,Water,NULL,Water,Grassland,Water,Grassland
1253,Grassland,NULL,Water,NULL,Water,Bareland,Grassland,Grassland
1254,Grassland,NULL,Water,NULL,Water,Water,Grassland,Grassland
1255,Grassland,NULL,Water,NULL,Water,Water,Grassland,Forest
1256,Grassland,NULL,Water,NULL,Water,Water,Water,Grassland
1257,Grassland,NULL,Water,Non_Water,Water,Water,Water,Grassland
1258,Grassland,NULL,Water,Water,Water,Grassland,Grassland,Grassland
1259,Grassland,NULL,Water,Water,Water,Bareland,Grassland,Bareland
1260,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
1261,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
1262,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
1263,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Forest
1264,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
1265,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
1266,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1267,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
1268,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1269,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
1270,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Wetland
1271,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1272,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
1273,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
1274,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
1275,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
1276,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
1277,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
1278,Grassland,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Grassland
1279,Grassland,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Cropland
1280,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
1281,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
1282,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
1283,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
1284,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
1285,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
1286,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
1287,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
1288,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,NULL
1289,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
1290,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Bareland
1291,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
1292,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
1293,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
1294,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
1295,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
1296,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
1297,Grassland,NULL,Forest,NULL,Non_Wetland,Built-up,Grassland,Grassland
1298,Grassland,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
1299,Grassland,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Forest
1300,Grassland,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Forest
1301,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
1302,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
1303,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
1304,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
1305,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,Wetland,Forest
1306,Grassland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1307,Grassland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Forest
1308,Grassland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
1309,Grassland,NULL,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
1310,Grassland,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1311,Grassland,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1312,Grassland,NULL,Forest,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
1313,Grassland,NULL,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
1314,Grassland,NULL,Forest,Water,Non_Wetland,Grassland,Grassland,Forest
1315,Grassland,NULL,Forest,Water,Non_Wetland,Bareland,Grassland,Bareland
1316,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
1317,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
1318,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
1319,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
1320,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
1321,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
1322,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
1323,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
1324,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
1325,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
1326,Grassland,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,Grassland
1327,Grassland,Cropland,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
1328,Grassland,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
1329,Grassland,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
1330,Grassland,Cropland,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
1331,Grassland,Cropland,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
1332,Grassland,Cropland,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
1333,Grassland,Cropland,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
1334,Grassland,Cropland,NULL,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
1335,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1336,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
1337,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
1338,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
1339,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1340,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
1341,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Water,Grassland,Water
1342,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1343,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
1344,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1345,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
1346,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
1347,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1348,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
1349,Grassland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1350,Grassland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
1351,Grassland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Wetland,Forest
1352,Grassland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
1353,Grassland,Cropland,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
1354,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
1355,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
1356,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1357,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
1358,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
1359,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1360,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
1361,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
1362,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
1363,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
1364,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1365,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
1366,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
1367,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
1368,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1369,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
1370,Grassland,Cropland,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
1371,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1372,Grassland,Cropland,Wetland,NULL,Wetland,NULL,Grassland,Forest
1373,Grassland,Cropland,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
1374,Grassland,Cropland,Wetland,NULL,Wetland,Grassland,Grassland,Water
1375,Grassland,Cropland,Wetland,NULL,Wetland,Grassland,Grassland,Forest
1376,Grassland,Cropland,Wetland,NULL,Wetland,Grassland,Water,Grassland
1377,Grassland,Cropland,Wetland,NULL,Wetland,Bareland,Grassland,Grassland
1378,Grassland,Cropland,Wetland,NULL,Wetland,Bareland,Grassland,Forest
1379,Grassland,Cropland,Wetland,NULL,Wetland,Water,Grassland,Grassland
1380,Grassland,Cropland,Wetland,NULL,Wetland,Water,Grassland,Water
1381,Grassland,Cropland,Wetland,Non_Water,Wetland,Grassland,Grassland,Grassland
1382,Grassland,Cropland,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
1383,Grassland,Cropland,Wetland,Non_Water,Wetland,Water,Grassland,Grassland
1384,Grassland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,NULL,Grassland
1385,Grassland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,Grassland
1386,Grassland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Grassland,Grassland
