Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_24MUT_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24MUT_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24MUT_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_24MUT_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24MUT_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24MUT_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24MUT_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_24MUT_M_R
1585,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1586,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Bareland,Bareland
1587,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Built-up,NULL
1588,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Built-up,Grassland
1589,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Built-up,Cropland
1590,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Water,Grassland
1591,NULL,NULL,Bareland,NULL,Non_Wetland,Built-up,NULL,Grassland
1592,NULL,NULL,Bareland,NULL,Non_Wetland,Built-up,Grassland,Grassland
1593,NULL,NULL,Bareland,NULL,Non_Wetland,Built-up,Built-up,Grassland
1594,NULL,NULL,Bareland,NULL,Non_Wetland,Built-up,Built-up,Bareland
1595,NULL,NULL,Bareland,NULL,Non_Wetland,Water,NULL,Grassland
1596,NULL,NULL,Bareland,NULL,Non_Wetland,Water,Shrubland,Grassland
1597,NULL,NULL,Bareland,NULL,Non_Wetland,Water,Shrubland,Cropland
1598,NULL,NULL,Bareland,NULL,Non_Wetland,Water,Shrubland,Bareland
1599,NULL,NULL,Bareland,NULL,Non_Wetland,Water,Grassland,Grassland
1600,NULL,NULL,Bareland,NULL,Non_Wetland,Water,Water,NULL
1601,NULL,NULL,Bareland,NULL,Non_Wetland,Water,Water,Bareland
1602,NULL,NULL,Bareland,NULL,Non_Wetland,Water,Water,Water
1603,NULL,NULL,Bareland,NULL,Non_Wetland,Forest,Shrubland,Grassland
1604,NULL,NULL,Bareland,Non_Water,Non_Wetland,NULL,Shrubland,NULL
1605,NULL,NULL,Bareland,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
1606,NULL,NULL,Bareland,Non_Water,Non_Wetland,NULL,Shrubland,Water
1607,NULL,NULL,Bareland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
1608,NULL,NULL,Bareland,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
1609,NULL,NULL,Bareland,Non_Water,Non_Wetland,Shrubland,NULL,Wetland
1610,NULL,NULL,Bareland,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
1611,NULL,NULL,Bareland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
1612,NULL,NULL,Bareland,Non_Water,Non_Wetland,Shrubland,Shrubland,Cropland
1613,NULL,NULL,Bareland,Non_Water,Non_Wetland,Shrubland,Grassland,NULL
1614,NULL,NULL,Bareland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
1615,NULL,NULL,Bareland,Non_Water,Non_Wetland,Shrubland,Grassland,Wetland
1616,NULL,NULL,Bareland,Non_Water,Non_Wetland,Shrubland,Grassland,Water
1617,NULL,NULL,Bareland,Non_Water,Non_Wetland,Shrubland,Water,Grassland
1618,NULL,NULL,Bareland,Non_Water,Non_Wetland,Grassland,NULL,NULL
1619,NULL,NULL,Bareland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
1620,NULL,NULL,Bareland,Non_Water,Non_Wetland,Grassland,NULL,Bareland
1621,NULL,NULL,Bareland,Non_Water,Non_Wetland,Grassland,NULL,Water
1622,NULL,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Shrubland,NULL
1623,NULL,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
1624,NULL,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Shrubland,Water
1625,NULL,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1626,NULL,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
1627,NULL,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Water,Grassland
1628,NULL,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Water,Bareland
1629,NULL,NULL,Bareland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
1630,NULL,NULL,Bareland,Non_Water,Non_Wetland,Bareland,Shrubland,Grassland
1631,NULL,NULL,Bareland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
1632,NULL,NULL,Bareland,Non_Water,Non_Wetland,Bareland,Water,Grassland
1633,NULL,NULL,Bareland,Non_Water,Non_Wetland,Built-up,Built-up,Grassland
1634,NULL,NULL,Bareland,Non_Water,Non_Wetland,Water,NULL,NULL
1635,NULL,NULL,Bareland,Non_Water,Non_Wetland,Water,NULL,Grassland
1636,NULL,NULL,Bareland,Non_Water,Non_Wetland,Water,Shrubland,NULL
1637,NULL,NULL,Bareland,Non_Water,Non_Wetland,Water,Shrubland,Grassland
1638,NULL,NULL,Bareland,Non_Water,Non_Wetland,Water,Grassland,Grassland
1639,NULL,NULL,Bareland,Non_Water,Non_Wetland,Water,Grassland,Cropland
1640,NULL,NULL,Bareland,Non_Water,Non_Wetland,Water,Grassland,Wetland
1641,NULL,NULL,Bareland,Non_Water,Non_Wetland,Water,Grassland,Bareland
1642,NULL,NULL,Bareland,Non_Water,Non_Wetland,Water,Grassland,Water
1643,NULL,NULL,Bareland,Non_Water,Non_Wetland,Water,Water,Bareland
1644,NULL,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
1645,NULL,NULL,Bareland,Water,Non_Wetland,NULL,Grassland,Grassland
1646,NULL,NULL,Bareland,Water,Non_Wetland,NULL,Water,Water
1647,NULL,NULL,Bareland,Water,Non_Wetland,Shrubland,NULL,Grassland
1648,NULL,NULL,Bareland,Water,Non_Wetland,Shrubland,Shrubland,NULL
1649,NULL,NULL,Bareland,Water,Non_Wetland,Shrubland,Shrubland,Grassland
1650,NULL,NULL,Bareland,Water,Non_Wetland,Shrubland,Water,Grassland
1651,NULL,NULL,Bareland,Water,Non_Wetland,Grassland,NULL,Grassland
1652,NULL,NULL,Bareland,Water,Non_Wetland,Grassland,Shrubland,Grassland
1653,NULL,NULL,Bareland,Water,Non_Wetland,Grassland,Shrubland,Water
1654,NULL,NULL,Bareland,Water,Non_Wetland,Grassland,Grassland,Grassland
1655,NULL,NULL,Bareland,Water,Non_Wetland,Grassland,Grassland,Cropland
1656,NULL,NULL,Bareland,Water,Non_Wetland,Grassland,Grassland,Wetland
1657,NULL,NULL,Bareland,Water,Non_Wetland,Grassland,Grassland,Bareland
1658,NULL,NULL,Bareland,Water,Non_Wetland,Grassland,Grassland,Water
1659,NULL,NULL,Bareland,Water,Non_Wetland,Bareland,Shrubland,Bareland
1660,NULL,NULL,Bareland,Water,Non_Wetland,Bareland,Grassland,Cropland
1661,NULL,NULL,Bareland,Water,Non_Wetland,Bareland,Grassland,Water
1662,NULL,NULL,Bareland,Water,Non_Wetland,Water,Shrubland,Water
1663,NULL,NULL,Bareland,Water,Non_Wetland,Water,Grassland,Grassland
1664,NULL,NULL,Bareland,Water,Non_Wetland,Water,Grassland,Wetland
1665,NULL,NULL,Bareland,Water,Non_Wetland,Water,Grassland,Water
1666,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
1667,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1668,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
1669,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1670,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
1671,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Shrubland,NULL
1672,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Shrubland,Grassland
1673,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Shrubland,Bareland
1674,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Shrubland,Built-up
1675,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Shrubland,Forest
1676,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,NULL
1677,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Grassland
1678,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Cropland
1679,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Bareland
1680,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Built-up
1681,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Bareland,Grassland
1682,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Bareland,Bareland
1683,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Bareland,Built-up
1684,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Built-up,NULL
1685,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Built-up,Grassland
1686,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Built-up,Cropland
1687,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Built-up,Bareland
1688,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Built-up,Built-up
1689,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Water,Bareland
1690,NULL,NULL,Built-up,NULL,Non_Wetland,Shrubland,NULL,NULL
1691,NULL,NULL,Built-up,NULL,Non_Wetland,Shrubland,NULL,Grassland
1692,NULL,NULL,Built-up,NULL,Non_Wetland,Shrubland,NULL,Cropland
1693,NULL,NULL,Built-up,NULL,Non_Wetland,Shrubland,NULL,Bareland
1694,NULL,NULL,Built-up,NULL,Non_Wetland,Shrubland,NULL,Built-up
1695,NULL,NULL,Built-up,NULL,Non_Wetland,Shrubland,NULL,Forest
1696,NULL,NULL,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,NULL
1697,NULL,NULL,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
1698,NULL,NULL,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
1699,NULL,NULL,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
1700,NULL,NULL,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
1701,NULL,NULL,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Water
1702,NULL,NULL,Built-up,NULL,Non_Wetland,Shrubland,Grassland,NULL
1703,NULL,NULL,Built-up,NULL,Non_Wetland,Shrubland,Grassland,Grassland
1704,NULL,NULL,Built-up,NULL,Non_Wetland,Shrubland,Grassland,Cropland
1705,NULL,NULL,Built-up,NULL,Non_Wetland,Shrubland,Grassland,Built-up
1706,NULL,NULL,Built-up,NULL,Non_Wetland,Shrubland,Grassland,Water
1707,NULL,NULL,Built-up,NULL,Non_Wetland,Shrubland,Bareland,NULL
1708,NULL,NULL,Built-up,NULL,Non_Wetland,Shrubland,Bareland,Grassland
1709,NULL,NULL,Built-up,NULL,Non_Wetland,Shrubland,Bareland,Bareland
1710,NULL,NULL,Built-up,NULL,Non_Wetland,Shrubland,Bareland,Built-up
1711,NULL,NULL,Built-up,NULL,Non_Wetland,Shrubland,Built-up,Grassland
1712,NULL,NULL,Built-up,NULL,Non_Wetland,Shrubland,Built-up,Forest
1713,NULL,NULL,Built-up,NULL,Non_Wetland,Shrubland,Water,Cropland
1714,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,NULL
1715,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
1716,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Cropland
1717,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Bareland
1718,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Built-up
1719,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Forest
1720,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Shrubland,NULL
1721,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1722,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Cropland
1723,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Bareland
1724,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Built-up
1725,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,NULL
1726,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
1727,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Cropland
1728,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Wetland
1729,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Bareland
1730,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
1731,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
1732,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,NULL
1733,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
1734,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Cropland
1735,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Bareland
1736,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Built-up
1737,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,NULL
1738,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
1739,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,Cropland
1740,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,Bareland
1741,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,Built-up
1742,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Water,NULL
1743,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Water,Cropland
1744,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Water,Built-up
1745,NULL,NULL,Built-up,NULL,Non_Wetland,Cropland,NULL,NULL
1746,NULL,NULL,Built-up,NULL,Non_Wetland,Cropland,NULL,Grassland
1747,NULL,NULL,Built-up,NULL,Non_Wetland,Cropland,NULL,Cropland
1748,NULL,NULL,Built-up,NULL,Non_Wetland,Cropland,NULL,Bareland
1749,NULL,NULL,Built-up,NULL,Non_Wetland,Cropland,Grassland,Bareland
1750,NULL,NULL,Built-up,NULL,Non_Wetland,Cropland,Built-up,Cropland
1751,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,NULL
1752,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
1753,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Cropland
1754,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Bareland
1755,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
1756,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Forest
1757,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Shrubland,NULL
1758,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Grassland
1759,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Cropland
1760,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Bareland
1761,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Built-up
1762,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Forest
1763,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,NULL
1764,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
1765,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Cropland
1766,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Wetland
1767,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Bareland
1768,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
1769,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
1770,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,NULL
1771,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
1772,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
1773,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
1774,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,NULL
1775,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,Grassland
1776,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,Cropland
1777,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,Bareland
1778,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,Built-up
1779,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,Forest
1780,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Water,NULL
1781,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Water,Grassland
1782,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Water,Bareland
1783,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Water,Built-up
1784,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,NULL,NULL
1785,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,NULL,Grassland
1786,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,NULL,Cropland
1787,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,NULL,Bareland
1788,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,NULL,Built-up
1789,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,NULL,Forest
1790,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Shrubland,Grassland
1791,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Shrubland,Built-up
1792,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Grassland,NULL
1793,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Grassland,Grassland
1794,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Grassland,Cropland
1795,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Grassland,Bareland
1796,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Grassland,Built-up
1797,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Grassland,Forest
1798,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,NULL
1799,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
1800,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Cropland
1801,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Bareland
1802,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
1803,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Forest
1804,NULL,NULL,Built-up,NULL,Non_Wetland,Water,Shrubland,Grassland
1805,NULL,NULL,Built-up,NULL,Non_Wetland,Forest,NULL,Grassland
1806,NULL,NULL,Built-up,NULL,Non_Wetland,Forest,Shrubland,Grassland
1807,NULL,NULL,Built-up,Non_Water,Non_Wetland,Shrubland,Grassland,Cropland
1808,NULL,NULL,Built-up,Non_Water,Non_Wetland,Grassland,NULL,Grassland
1809,NULL,NULL,Built-up,Non_Water,Non_Wetland,Grassland,NULL,Bareland
1810,NULL,NULL,Built-up,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1811,NULL,NULL,Built-up,Non_Water,Non_Wetland,Bareland,NULL,Bareland
1812,NULL,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,NULL
1813,NULL,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
1814,NULL,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Water,Grassland
1815,NULL,NULL,Built-up,Non_Water,Non_Wetland,Built-up,Built-up,Grassland
1816,NULL,NULL,Built-up,Non_Water,Non_Wetland,Water,NULL,Bareland
1817,NULL,NULL,Built-up,Non_Water,Non_Wetland,Water,Water,Grassland
1818,NULL,NULL,Built-up,Water,Non_Wetland,Grassland,Grassland,Grassland
1819,NULL,NULL,Built-up,Water,Non_Wetland,Grassland,Water,NULL
1820,NULL,NULL,Built-up,Water,Non_Wetland,Water,NULL,Cropland
1821,NULL,NULL,Water,NULL,Water,NULL,NULL,Grassland
1822,NULL,NULL,Water,NULL,Water,NULL,NULL,Bareland
1823,NULL,NULL,Water,NULL,Water,NULL,NULL,Water
1824,NULL,NULL,Water,NULL,Water,NULL,Shrubland,Grassland
1825,NULL,NULL,Water,NULL,Water,NULL,Grassland,Grassland
1826,NULL,NULL,Water,NULL,Water,NULL,Grassland,Cropland
1827,NULL,NULL,Water,NULL,Water,NULL,Grassland,Water
1828,NULL,NULL,Water,NULL,Water,NULL,Water,Grassland
1829,NULL,NULL,Water,NULL,Water,Shrubland,NULL,NULL
1830,NULL,NULL,Water,NULL,Water,Shrubland,NULL,Grassland
1831,NULL,NULL,Water,NULL,Water,Shrubland,NULL,Cropland
1832,NULL,NULL,Water,NULL,Water,Shrubland,NULL,Water
1833,NULL,NULL,Water,NULL,Water,Shrubland,Shrubland,NULL
1834,NULL,NULL,Water,NULL,Water,Shrubland,Shrubland,Grassland
1835,NULL,NULL,Water,NULL,Water,Shrubland,Shrubland,Wetland
1836,NULL,NULL,Water,NULL,Water,Shrubland,Shrubland,Bareland
1837,NULL,NULL,Water,NULL,Water,Shrubland,Shrubland,Water
1838,NULL,NULL,Water,NULL,Water,Shrubland,Shrubland,Forest
1839,NULL,NULL,Water,NULL,Water,Shrubland,Grassland,Grassland
1840,NULL,NULL,Water,NULL,Water,Shrubland,Grassland,Water
1841,NULL,NULL,Water,NULL,Water,Shrubland,Water,NULL
1842,NULL,NULL,Water,NULL,Water,Shrubland,Water,Grassland
1843,NULL,NULL,Water,NULL,Water,Shrubland,Water,Bareland
1844,NULL,NULL,Water,NULL,Water,Shrubland,Water,Water
1845,NULL,NULL,Water,NULL,Water,Shrubland,Water,Forest
1846,NULL,NULL,Water,NULL,Water,Grassland,NULL,Grassland
1847,NULL,NULL,Water,NULL,Water,Grassland,Shrubland,NULL
1848,NULL,NULL,Water,NULL,Water,Grassland,Shrubland,Grassland
1849,NULL,NULL,Water,NULL,Water,Grassland,Shrubland,Bareland
1850,NULL,NULL,Water,NULL,Water,Grassland,Grassland,Grassland
1851,NULL,NULL,Water,NULL,Water,Grassland,Grassland,Cropland
1852,NULL,NULL,Water,NULL,Water,Grassland,Grassland,Wetland
1853,NULL,NULL,Water,NULL,Water,Grassland,Grassland,Bareland
1854,NULL,NULL,Water,NULL,Water,Grassland,Grassland,Water
1855,NULL,NULL,Water,NULL,Water,Grassland,Water,Grassland
1856,NULL,NULL,Water,NULL,Water,Grassland,Water,Cropland
1857,NULL,NULL,Water,NULL,Water,Bareland,NULL,Grassland
1858,NULL,NULL,Water,NULL,Water,Bareland,Grassland,Grassland
1859,NULL,NULL,Water,NULL,Water,Bareland,Grassland,Bareland
1860,NULL,NULL,Water,NULL,Water,Bareland,Grassland,Water
1861,NULL,NULL,Water,NULL,Water,Bareland,Water,Grassland
1862,NULL,NULL,Water,NULL,Water,Water,NULL,Grassland
1863,NULL,NULL,Water,NULL,Water,Water,NULL,Water
1864,NULL,NULL,Water,NULL,Water,Water,Shrubland,NULL
1865,NULL,NULL,Water,NULL,Water,Water,Grassland,Grassland
1866,NULL,NULL,Water,NULL,Water,Water,Grassland,Water
1867,NULL,NULL,Water,NULL,Water,Water,Water,NULL
1868,NULL,NULL,Water,NULL,Water,Water,Water,Grassland
1869,NULL,NULL,Water,NULL,Water,Water,Water,Forest
1870,NULL,NULL,Water,NULL,Water,Forest,Shrubland,NULL
1871,NULL,NULL,Water,NULL,Water,Forest,Shrubland,Wetland
1872,NULL,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
1873,NULL,NULL,Water,Non_Water,Water,NULL,Shrubland,NULL
1874,NULL,NULL,Water,Non_Water,Water,NULL,Shrubland,Grassland
1875,NULL,NULL,Water,Non_Water,Water,NULL,Grassland,NULL
1876,NULL,NULL,Water,Non_Water,Water,NULL,Grassland,Grassland
1877,NULL,NULL,Water,Non_Water,Water,NULL,Water,Grassland
1878,NULL,NULL,Water,Non_Water,Water,Shrubland,NULL,Cropland
1879,NULL,NULL,Water,Non_Water,Water,Shrubland,NULL,Wetland
1880,NULL,NULL,Water,Non_Water,Water,Shrubland,Shrubland,NULL
1881,NULL,NULL,Water,Non_Water,Water,Shrubland,Shrubland,Grassland
1882,NULL,NULL,Water,Non_Water,Water,Shrubland,Shrubland,Wetland
1883,NULL,NULL,Water,Non_Water,Water,Shrubland,Shrubland,Forest
1884,NULL,NULL,Water,Non_Water,Water,Shrubland,Grassland,Grassland
1885,NULL,NULL,Water,Non_Water,Water,Shrubland,Grassland,Cropland
1886,NULL,NULL,Water,Non_Water,Water,Shrubland,Grassland,Water
1887,NULL,NULL,Water,Non_Water,Water,Grassland,NULL,Grassland
1888,NULL,NULL,Water,Non_Water,Water,Grassland,NULL,Cropland
1889,NULL,NULL,Water,Non_Water,Water,Grassland,Shrubland,NULL
1890,NULL,NULL,Water,Non_Water,Water,Grassland,Shrubland,Grassland
1891,NULL,NULL,Water,Non_Water,Water,Grassland,Grassland,NULL
1892,NULL,NULL,Water,Non_Water,Water,Grassland,Grassland,Grassland
1893,NULL,NULL,Water,Non_Water,Water,Grassland,Grassland,Cropland
1894,NULL,NULL,Water,Non_Water,Water,Grassland,Grassland,Wetland
1895,NULL,NULL,Water,Non_Water,Water,Grassland,Grassland,Bareland
1896,NULL,NULL,Water,Non_Water,Water,Grassland,Grassland,Water
1897,NULL,NULL,Water,Non_Water,Water,Grassland,Water,Bareland
1898,NULL,NULL,Water,Non_Water,Water,Bareland,NULL,Bareland
1899,NULL,NULL,Water,Non_Water,Water,Bareland,Grassland,Cropland
1900,NULL,NULL,Water,Non_Water,Water,Bareland,Water,Bareland
1901,NULL,NULL,Water,Non_Water,Water,Water,Shrubland,Grassland
1902,NULL,NULL,Water,Non_Water,Water,Water,Grassland,Grassland
1903,NULL,NULL,Water,Non_Water,Water,Water,Grassland,Cropland
1904,NULL,NULL,Water,Non_Water,Water,Water,Grassland,Bareland
1905,NULL,NULL,Water,Non_Water,Water,Water,Grassland,Water
1906,NULL,NULL,Water,Non_Water,Water,Water,Water,NULL
1907,NULL,NULL,Water,Non_Water,Water,Water,Water,Water
1908,NULL,NULL,Water,Non_Water,Water,Forest,Shrubland,NULL
1909,NULL,NULL,Water,Non_Water,Water,Forest,Shrubland,Grassland
1910,NULL,NULL,Water,Non_Water,Water,Forest,Shrubland,Wetland
1911,NULL,NULL,Water,Non_Water,Water,Forest,Shrubland,Forest
1912,NULL,NULL,Water,Water,Water,NULL,NULL,Grassland
1913,NULL,NULL,Water,Water,Water,NULL,NULL,Water
1914,NULL,NULL,Water,Water,Water,NULL,Shrubland,Grassland
1915,NULL,NULL,Water,Water,Water,NULL,Shrubland,Water
1916,NULL,NULL,Water,Water,Water,NULL,Shrubland,Forest
1917,NULL,NULL,Water,Water,Water,NULL,Grassland,Wetland
1918,NULL,NULL,Water,Water,Water,NULL,Grassland,Water
1919,NULL,NULL,Water,Water,Water,NULL,Water,Grassland
1920,NULL,NULL,Water,Water,Water,Shrubland,NULL,Grassland
1921,NULL,NULL,Water,Water,Water,Shrubland,NULL,Water
1922,NULL,NULL,Water,Water,Water,Shrubland,Shrubland,NULL
