Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21MTP_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21MTP_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21MTP_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21MTP_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21MTP_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21MTP_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21MTP_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21MTP_M_R
24,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
25,NULL,NULL,Wetland,NULL,Wetland,NULL,Grassland,Forest
26,NULL,NULL,Wetland,NULL,Wetland,NULL,Wetland,Forest
27,NULL,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Forest
28,NULL,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
29,NULL,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
30,NULL,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Forest
31,NULL,NULL,Wetland,NULL,Wetland,Wetland,Wetland,NULL
32,NULL,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
33,NULL,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
34,NULL,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Forest
35,NULL,NULL,Wetland,NULL,Wetland,Forest,Grassland,Forest
36,NULL,NULL,Wetland,NULL,Wetland,Forest,Wetland,Forest
37,NULL,NULL,Wetland,NULL,Wetland,Forest,Forest,Forest
38,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,Grassland,Forest
39,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
40,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,NULL
41,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,Grassland
42,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,NULL
43,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
44,NULL,NULL,Bareland,NULL,Non_Wetland,Forest,Grassland,Forest
45,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Wetland,Grassland
46,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Wetland,Forest
47,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
48,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
49,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,NULL
50,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
51,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
52,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
53,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
54,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
55,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,NULL
56,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
57,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
58,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Forest
59,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
60,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
61,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
62,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,NULL
63,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
64,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
65,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
66,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
67,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
68,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,NULL
69,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
70,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
71,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
72,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
73,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
74,NULL,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
75,NULL,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
76,NULL,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
77,NULL,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
78,NULL,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
79,NULL,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
80,NULL,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Wetland
81,NULL,Wetland,Wetland,Water,Wetland,Water,Wetland,Grassland
82,NULL,Wetland,Bareland,NULL,Non_Wetland,Wetland,Wetland,Wetland
83,NULL,Wetland,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
84,NULL,Wetland,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
85,NULL,Wetland,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
86,NULL,Wetland,Bareland,Non_Water,Non_Wetland,Water,Wetland,Grassland
87,NULL,Wetland,Bareland,Water,Non_Wetland,Wetland,Wetland,Grassland
88,NULL,Wetland,Water,NULL,Water,Water,Water,Grassland
89,NULL,Wetland,Water,Non_Water,Water,Wetland,Wetland,Grassland
90,NULL,Wetland,Water,Non_Water,Water,Wetland,Wetland,Wetland
91,NULL,Wetland,Water,Water,Water,Wetland,Wetland,Grassland
92,NULL,Wetland,Water,Water,Water,Wetland,Wetland,Wetland
93,NULL,Wetland,Water,Water,Water,Wetland,Water,Grassland
94,NULL,Wetland,Water,Water,Water,Wetland,Water,Wetland
95,NULL,Wetland,Water,Water,Water,Water,Water,Wetland
96,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
97,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
98,NULL,Water,NULL,NULL,Non_Wetland,Wetland,Forest,Grassland
99,NULL,Water,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
100,NULL,Water,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
101,NULL,Water,Cropland,Water,Non_Wetland,Grassland,Water,Grassland
102,NULL,Water,Wetland,NULL,Wetland,Wetland,Forest,Grassland
103,NULL,Water,Wetland,NULL,Wetland,Wetland,Forest,Forest
104,NULL,Water,Wetland,Non_Water,Wetland,Wetland,Forest,Grassland
105,NULL,Water,Wetland,Water,Wetland,Grassland,Water,Grassland
106,NULL,Water,Wetland,Water,Wetland,Grassland,Water,Forest
107,NULL,Water,Wetland,Water,Wetland,Wetland,Water,Grassland
108,NULL,Water,Wetland,Water,Wetland,Wetland,Water,Wetland
109,NULL,Water,Wetland,Water,Wetland,Wetland,Water,Bareland
110,NULL,Water,Wetland,Water,Wetland,Wetland,Water,Water
111,NULL,Water,Wetland,Water,Wetland,Water,Water,Grassland
112,NULL,Water,Wetland,Water,Wetland,Water,Water,Water
113,NULL,Water,Bareland,Water,Non_Wetland,Water,Water,Water
114,NULL,Water,Water,Water,Water,Wetland,Water,Water
115,NULL,Water,Water,Water,Water,Water,Water,Water
116,NULL,Water,Forest,Water,Non_Wetland,Grassland,Wetland,Grassland
117,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
118,NULL,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
119,NULL,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
120,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
121,NULL,Forest,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
122,NULL,Forest,Wetland,Water,Wetland,Grassland,Water,Grassland
123,NULL,Forest,Wetland,Water,Wetland,Grassland,Water,Forest
124,NULL,Forest,Wetland,Water,Wetland,Wetland,Wetland,Forest
125,NULL,Forest,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
126,NULL,Forest,Built-up,NULL,Non_Wetland,Grassland,Wetland,Forest
127,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
128,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
129,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
130,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
131,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
132,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
133,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
134,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
135,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
136,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
137,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
138,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
139,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
140,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
141,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
142,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Forest
143,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
144,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
145,Grassland,NULL,Wetland,Water,Wetland,Grassland,Wetland,Grassland
146,Grassland,NULL,Wetland,Water,Wetland,Grassland,Wetland,Wetland
147,Grassland,NULL,Wetland,Water,Wetland,Wetland,Wetland,Grassland
148,Grassland,NULL,Wetland,Water,Wetland,Wetland,Wetland,Wetland
149,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
150,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
151,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
152,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
153,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
154,Grassland,Wetland,Water,Water,Water,Water,Water,Water
155,Grassland,Water,Wetland,Water,Wetland,Water,Water,Wetland
156,Grassland,Water,Water,Water,Water,Water,Water,Wetland
157,Grassland,Water,Water,Water,Water,Water,Water,Water
158,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
159,Cropland,Water,Wetland,Water,Wetland,Wetland,Water,Grassland
160,Cropland,Forest,Shrubland,Water,Non_Wetland,Grassland,Water,Forest
161,Wetland,NULL,Wetland,NULL,Wetland,Water,Water,Water
162,Wetland,NULL,Wetland,Water,Wetland,Water,Water,Wetland
163,Wetland,NULL,Water,Water,Water,Wetland,Water,Wetland
164,Wetland,NULL,Water,Water,Water,Water,Water,Wetland
165,Wetland,NULL,Water,Water,Water,Water,Water,Water
166,Wetland,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
167,Wetland,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
168,Wetland,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
169,Wetland,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
170,Wetland,Wetland,Wetland,Non_Water,Wetland,Water,Water,Wetland
171,Wetland,Wetland,Wetland,Water,Wetland,Wetland,Water,Wetland
172,Wetland,Wetland,Wetland,Water,Wetland,Water,Wetland,Wetland
173,Wetland,Wetland,Wetland,Water,Wetland,Water,Water,Wetland
174,Wetland,Wetland,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
175,Wetland,Wetland,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
176,Wetland,Wetland,Water,NULL,Water,Water,Water,Wetland
177,Wetland,Wetland,Water,Water,Water,Wetland,Water,Wetland
178,Wetland,Wetland,Water,Water,Water,Water,Water,Wetland
179,Wetland,Wetland,Water,Water,Water,Water,Water,Water
180,Wetland,Water,Wetland,Water,Wetland,Water,Water,Wetland
181,Wetland,Water,Water,Water,Water,Wetland,Water,Wetland
182,Wetland,Water,Water,Water,Water,Water,Water,Wetland
183,Wetland,Water,Water,Water,Water,Water,Water,Water
184,Wetland,Forest,Water,Water,Water,Water,Water,Wetland
185,Bareland,Bareland,Wetland,Water,Wetland,Grassland,Wetland,Grassland
186,Bareland,Bareland,Wetland,Water,Wetland,Grassland,Wetland,Bareland
187,Bareland,Bareland,Wetland,Water,Wetland,Wetland,Wetland,Bareland
188,Bareland,Bareland,Wetland,Water,Wetland,Wetland,Wetland,Water
189,Bareland,Bareland,Wetland,Water,Wetland,Wetland,Water,Bareland
190,Bareland,Bareland,Wetland,Water,Wetland,Wetland,Water,Water
191,Bareland,Bareland,Wetland,Water,Wetland,Water,Wetland,Forest
192,Bareland,Bareland,Wetland,Water,Wetland,Water,Water,Water
193,Bareland,Bareland,Water,Water,Water,Wetland,Water,Water
194,Bareland,Bareland,Water,Water,Water,Water,Water,Water
195,Bareland,Water,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
196,Bareland,Water,Wetland,NULL,Wetland,Water,Water,Grassland
197,Bareland,Water,Wetland,Non_Water,Wetland,Wetland,Water,Forest
198,Bareland,Water,Wetland,Non_Water,Wetland,Water,Water,Wetland
199,Bareland,Water,Wetland,Water,Wetland,Grassland,Wetland,Grassland
200,Bareland,Water,Wetland,Water,Wetland,Wetland,Wetland,Water
201,Bareland,Water,Wetland,Water,Wetland,Wetland,Water,Grassland
202,Bareland,Water,Wetland,Water,Wetland,Wetland,Water,Wetland
203,Bareland,Water,Wetland,Water,Wetland,Wetland,Water,Water
204,Bareland,Water,Wetland,Water,Wetland,Water,Wetland,Forest
205,Bareland,Water,Wetland,Water,Wetland,Water,Water,Water
206,Bareland,Water,Water,Water,Water,Wetland,Wetland,Water
207,Bareland,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
208,Bareland,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
209,Bareland,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Bareland
210,Water,NULL,Wetland,NULL,Wetland,NULL,Grassland,Forest
211,Water,NULL,Wetland,NULL,Wetland,Water,Wetland,Grassland
212,Water,NULL,Wetland,NULL,Wetland,Water,Water,Wetland
213,Water,NULL,Wetland,NULL,Wetland,Water,Water,Water
214,Water,NULL,Wetland,Water,Wetland,Water,Water,Grassland
215,Water,NULL,Wetland,Water,Wetland,Water,Water,Wetland
216,Water,NULL,Wetland,Water,Wetland,Water,Water,Water
217,Water,NULL,Water,Non_Water,Water,Water,Water,Wetland
218,Water,NULL,Water,Water,Water,Water,Wetland,Wetland
219,Water,NULL,Water,Water,Water,Water,Water,Grassland
220,Water,NULL,Water,Water,Water,Water,Water,Wetland
221,Water,NULL,Water,Water,Water,Water,Water,Water
222,Water,Wetland,Wetland,NULL,Wetland,Water,Wetland,Forest
223,Water,Wetland,Wetland,NULL,Wetland,Water,Water,Water
224,Water,Wetland,Wetland,NULL,Wetland,Water,Water,Forest
225,Water,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Forest
226,Water,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
227,Water,Wetland,Wetland,Non_Water,Wetland,Water,Water,Grassland
228,Water,Wetland,Wetland,Non_Water,Wetland,Water,Water,Wetland
229,Water,Wetland,Wetland,Non_Water,Wetland,Water,Water,Water
230,Water,Wetland,Wetland,Non_Water,Wetland,Water,Water,Forest
231,Water,Wetland,Wetland,Water,Wetland,Water,Wetland,Grassland
232,Water,Wetland,Wetland,Water,Wetland,Water,Wetland,Water
233,Water,Wetland,Wetland,Water,Wetland,Water,Water,Grassland
234,Water,Wetland,Wetland,Water,Wetland,Water,Water,Wetland
235,Water,Wetland,Wetland,Water,Wetland,Water,Water,Water
236,Water,Wetland,Wetland,Water,Wetland,Water,Water,Forest
237,Water,Wetland,Bareland,NULL,Non_Wetland,Water,Water,Grassland
238,Water,Wetland,Bareland,NULL,Non_Wetland,Water,Water,Wetland
239,Water,Wetland,Bareland,NULL,Non_Wetland,Water,Water,Water
240,Water,Wetland,Bareland,Non_Water,Non_Wetland,Water,Wetland,Grassland
241,Water,Wetland,Bareland,Non_Water,Non_Wetland,Water,Wetland,Wetland
242,Water,Wetland,Water,NULL,Water,Water,Water,Grassland
243,Water,Wetland,Water,NULL,Water,Water,Water,Wetland
244,Water,Wetland,Water,NULL,Water,Water,Water,Water
245,Water,Wetland,Water,NULL,Water,Water,Water,Forest
246,Water,Wetland,Water,Non_Water,Water,Water,Water,Wetland
247,Water,Wetland,Water,Non_Water,Water,Water,Water,Water
248,Water,Wetland,Water,Non_Water,Water,Water,Water,Forest
249,Water,Wetland,Water,Water,Water,Water,Wetland,Grassland
250,Water,Wetland,Water,Water,Water,Water,Wetland,Forest
251,Water,Wetland,Water,Water,Water,Water,Water,Grassland
252,Water,Wetland,Water,Water,Water,Water,Water,Wetland
253,Water,Wetland,Water,Water,Water,Water,Water,Water
254,Water,Wetland,Water,Water,Water,Water,Water,Forest
255,Water,Bareland,Wetland,NULL,Wetland,Water,Water,Water
256,Water,Bareland,Wetland,Non_Water,Wetland,Water,Water,Water
257,Water,Bareland,Wetland,Non_Water,Wetland,Water,Water,Forest
258,Water,Bareland,Wetland,Water,Wetland,Water,Wetland,Water
259,Water,Bareland,Wetland,Water,Wetland,Water,Water,Water
260,Water,Bareland,Bareland,Water,Non_Wetland,Water,Water,Water
261,Water,Bareland,Water,NULL,Water,Water,Water,Water
262,Water,Bareland,Water,Water,Water,Water,Water,Water
263,Water,Water,NULL,NULL,Non_Wetland,NULL,Wetland,Water
264,Water,Water,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
265,Water,Water,NULL,NULL,Non_Wetland,Grassland,Wetland,Water
266,Water,Water,NULL,NULL,Non_Wetland,Grassland,Water,Grassland
267,Water,Water,NULL,NULL,Non_Wetland,Grassland,Water,Water
268,Water,Water,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
269,Water,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,Water
270,Water,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
271,Water,Water,NULL,NULL,Non_Wetland,Wetland,Water,Forest
272,Water,Water,NULL,NULL,Non_Wetland,Water,Grassland,Water
273,Water,Water,NULL,NULL,Non_Wetland,Water,Grassland,Forest
274,Water,Water,NULL,NULL,Non_Wetland,Water,Wetland,Water
275,Water,Water,NULL,NULL,Non_Wetland,Water,Wetland,Forest
276,Water,Water,NULL,NULL,Non_Wetland,Water,Water,Water
277,Water,Water,NULL,NULL,Non_Wetland,Water,Water,Forest
278,Water,Water,NULL,NULL,Non_Wetland,Water,Forest,Wetland
279,Water,Water,NULL,NULL,Non_Wetland,Water,Forest,Water
280,Water,Water,NULL,NULL,Non_Wetland,Water,Forest,Forest
281,Water,Water,NULL,Non_Water,Non_Wetland,Water,Wetland,Water
282,Water,Water,NULL,Non_Water,Non_Wetland,Water,Wetland,Forest
283,Water,Water,NULL,Non_Water,Non_Wetland,Water,Water,Water
284,Water,Water,NULL,Non_Water,Non_Wetland,Water,Water,Forest
285,Water,Water,NULL,Non_Water,Non_Wetland,Water,Forest,Water
286,Water,Water,NULL,Non_Water,Non_Wetland,Water,Forest,Forest
287,Water,Water,NULL,Water,Non_Wetland,Water,Wetland,Water
288,Water,Water,NULL,Water,Non_Wetland,Water,Wetland,Forest
289,Water,Water,NULL,Water,Non_Wetland,Water,Water,Water
290,Water,Water,NULL,Water,Non_Wetland,Water,Water,Forest
291,Water,Water,NULL,Water,Non_Wetland,Water,Forest,Water
292,Water,Water,NULL,Water,Non_Wetland,Water,Forest,Forest
293,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
294,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,Forest
295,Water,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Water
296,Water,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
297,Water,Water,Shrubland,NULL,Non_Wetland,Water,Water,Water
298,Water,Water,Shrubland,NULL,Non_Wetland,Water,Water,Forest
299,Water,Water,Shrubland,NULL,Non_Wetland,Water,Forest,Forest
300,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Water
301,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Forest
302,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Water
303,Water,Water,Shrubland,Water,Non_Wetland,Grassland,Water,Grassland
304,Water,Water,Shrubland,Water,Non_Wetland,Wetland,Forest,Water
305,Water,Water,Shrubland,Water,Non_Wetland,Water,Wetland,Forest
306,Water,Water,Shrubland,Water,Non_Wetland,Water,Water,Water
307,Water,Water,Shrubland,Water,Non_Wetland,Water,Water,Forest
308,Water,Water,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
309,Water,Water,Grassland,NULL,Non_Wetland,Water,Water,Water
310,Water,Water,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
311,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
312,Water,Water,Wetland,NULL,Wetland,NULL,Wetland,Water
313,Water,Water,Wetland,NULL,Wetland,NULL,Wetland,Forest
314,Water,Water,Wetland,NULL,Wetland,NULL,Water,Water
315,Water,Water,Wetland,NULL,Wetland,NULL,Water,Forest
316,Water,Water,Wetland,NULL,Wetland,NULL,Forest,Forest
317,Water,Water,Wetland,NULL,Wetland,Grassland,Water,Forest
318,Water,Water,Wetland,NULL,Wetland,Wetland,NULL,Water
319,Water,Water,Wetland,NULL,Wetland,Wetland,NULL,Forest
320,Water,Water,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
321,Water,Water,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
322,Water,Water,Wetland,NULL,Wetland,Wetland,Wetland,Water
323,Water,Water,Wetland,NULL,Wetland,Wetland,Wetland,Forest
324,Water,Water,Wetland,NULL,Wetland,Wetland,Water,Grassland
325,Water,Water,Wetland,NULL,Wetland,Wetland,Water,Wetland
326,Water,Water,Wetland,NULL,Wetland,Wetland,Water,Water
327,Water,Water,Wetland,NULL,Wetland,Wetland,Water,Forest
328,Water,Water,Wetland,NULL,Wetland,Wetland,Forest,Water
329,Water,Water,Wetland,NULL,Wetland,Wetland,Forest,Forest
330,Water,Water,Wetland,NULL,Wetland,Water,Grassland,Forest
331,Water,Water,Wetland,NULL,Wetland,Water,Wetland,Grassland
332,Water,Water,Wetland,NULL,Wetland,Water,Wetland,Wetland
333,Water,Water,Wetland,NULL,Wetland,Water,Wetland,Water
334,Water,Water,Wetland,NULL,Wetland,Water,Wetland,Forest
335,Water,Water,Wetland,NULL,Wetland,Water,Water,Grassland
336,Water,Water,Wetland,NULL,Wetland,Water,Water,Wetland
337,Water,Water,Wetland,NULL,Wetland,Water,Water,Water
338,Water,Water,Wetland,NULL,Wetland,Water,Water,Forest
339,Water,Water,Wetland,NULL,Wetland,Water,Forest,Wetland
340,Water,Water,Wetland,NULL,Wetland,Water,Forest,Water
341,Water,Water,Wetland,NULL,Wetland,Water,Forest,Forest
342,Water,Water,Wetland,NULL,Wetland,Forest,Wetland,Forest
343,Water,Water,Wetland,Non_Water,Wetland,NULL,Water,Forest
344,Water,Water,Wetland,Non_Water,Wetland,Grassland,Water,Forest
345,Water,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
346,Water,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
347,Water,Water,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
348,Water,Water,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
349,Water,Water,Wetland,Non_Water,Wetland,Wetland,Water,Water
350,Water,Water,Wetland,Non_Water,Wetland,Wetland,Water,Forest
351,Water,Water,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
352,Water,Water,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
353,Water,Water,Wetland,Non_Water,Wetland,Water,Wetland,Water
354,Water,Water,Wetland,Non_Water,Wetland,Water,Wetland,Forest
355,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Grassland
356,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Wetland
357,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Water
358,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Forest
359,Water,Water,Wetland,Non_Water,Wetland,Water,Forest,Water
360,Water,Water,Wetland,Non_Water,Wetland,Water,Forest,Forest
361,Water,Water,Wetland,Non_Water,Wetland,Forest,Wetland,Water
362,Water,Water,Wetland,Non_Water,Wetland,Forest,Wetland,Forest
