Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21KTT_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21KTT_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21KTT_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21KTT_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21KTT_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21KTT_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21KTT_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21KTT_M_R
344,NULL,Forest,Water,NULL,Water,NULL,NULL,NULL
345,NULL,Forest,Water,NULL,Water,NULL,NULL,Water
346,NULL,Forest,Water,NULL,Water,NULL,NULL,Forest
347,NULL,Forest,Water,Non_Water,Water,NULL,NULL,Forest
348,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
349,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
350,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
351,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
352,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Water
353,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
354,NULL,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
355,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
356,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
357,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
358,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
359,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
360,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
361,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
362,Grassland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Wetland
363,Grassland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Forest
364,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
365,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
366,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
367,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
368,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
369,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
370,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
371,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
372,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
373,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
374,Grassland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
375,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
376,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
377,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
378,Grassland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
379,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
380,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
381,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
382,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
383,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
384,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
385,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Water
386,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
387,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
388,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
389,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
390,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Wetland
391,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
392,Grassland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,NULL
393,Grassland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
394,Grassland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Wetland
395,Grassland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Water
396,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,NULL
397,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
398,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,Cropland
399,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
400,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
401,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,NULL
402,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
403,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
404,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
405,Grassland,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
406,Grassland,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
407,Grassland,NULL,Wetland,Water,Wetland,NULL,NULL,Water
408,Grassland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
409,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
410,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
411,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Water
412,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
413,Grassland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
414,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
415,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
416,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
417,Grassland,NULL,Water,NULL,Water,NULL,NULL,NULL
418,Grassland,NULL,Water,NULL,Water,NULL,NULL,Grassland
419,Grassland,NULL,Water,NULL,Water,NULL,NULL,Cropland
420,Grassland,NULL,Water,NULL,Water,NULL,NULL,Wetland
421,Grassland,NULL,Water,NULL,Water,NULL,NULL,Water
422,Grassland,NULL,Water,NULL,Water,NULL,NULL,Forest
423,Grassland,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
424,Grassland,NULL,Water,Non_Water,Water,NULL,NULL,Wetland
425,Grassland,NULL,Water,Non_Water,Water,NULL,NULL,Forest
426,Grassland,NULL,Water,Water,Water,NULL,NULL,Grassland
427,Grassland,NULL,Water,Water,Water,NULL,NULL,Built-up
428,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
429,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
430,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
431,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
432,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
433,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
434,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
435,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
436,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
437,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
438,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
439,Grassland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
440,Grassland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Cropland
441,Grassland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Wetland
442,Grassland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
443,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,NULL
444,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
445,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
446,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
447,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
448,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Water
449,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
450,Grassland,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
451,Grassland,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Grassland
452,Grassland,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Forest
453,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
454,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
455,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
456,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
457,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
458,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
459,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
460,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
461,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
462,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
463,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
464,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
465,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
466,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
467,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
468,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Water
469,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
470,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
471,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
472,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
473,Grassland,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
474,Grassland,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Cropland
475,Grassland,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Water
476,Grassland,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Forest
477,Grassland,Cropland,Wetland,NULL,Wetland,NULL,NULL,NULL
478,Grassland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Grassland
479,Grassland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Forest
480,Grassland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
481,Grassland,Cropland,Wetland,Water,Wetland,NULL,NULL,Grassland
482,Grassland,Cropland,Wetland,Water,Wetland,NULL,NULL,Water
483,Grassland,Cropland,Wetland,Water,Wetland,NULL,NULL,Forest
484,Grassland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
485,Grassland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
486,Grassland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
487,Grassland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
488,Grassland,Cropland,Bareland,Water,Non_Wetland,NULL,NULL,NULL
489,Grassland,Cropland,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
490,Grassland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
491,Grassland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
492,Grassland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
493,Grassland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
494,Grassland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
495,Grassland,Cropland,Built-up,Water,Non_Wetland,NULL,NULL,Forest
496,Grassland,Cropland,Water,NULL,Water,NULL,NULL,NULL
497,Grassland,Cropland,Water,NULL,Water,NULL,NULL,Grassland
498,Grassland,Cropland,Water,NULL,Water,NULL,NULL,Cropland
499,Grassland,Cropland,Water,NULL,Water,NULL,NULL,Water
500,Grassland,Cropland,Water,NULL,Water,NULL,NULL,Forest
501,Grassland,Cropland,Water,Non_Water,Water,NULL,NULL,Grassland
502,Grassland,Cropland,Water,Non_Water,Water,NULL,NULL,Forest
503,Grassland,Cropland,Water,Water,Water,NULL,NULL,Grassland
504,Grassland,Cropland,Water,Water,Water,NULL,NULL,Water
505,Grassland,Cropland,Water,Water,Water,NULL,NULL,Forest
506,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
507,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
508,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
509,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
510,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Water
511,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
512,Grassland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
513,Grassland,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
514,Grassland,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Water
515,Grassland,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Forest
516,Grassland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
517,Grassland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
518,Grassland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
519,Grassland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
520,Grassland,Water,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
521,Grassland,Water,Water,NULL,Water,NULL,NULL,NULL
522,Grassland,Water,Water,NULL,Water,NULL,NULL,Grassland
523,Grassland,Water,Forest,NULL,Non_Wetland,NULL,NULL,NULL
524,Grassland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
525,Grassland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
526,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,NULL
527,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
528,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
529,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
530,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
531,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
532,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
533,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
534,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
535,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
536,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
537,Grassland,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
538,Grassland,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
539,Grassland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
540,Grassland,Forest,Water,NULL,Water,NULL,NULL,Grassland
541,Grassland,Forest,Water,NULL,Water,NULL,NULL,Forest
542,Grassland,Forest,Water,Water,Water,NULL,NULL,Water
543,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
544,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
545,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
546,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
547,Grassland,Forest,Forest,Water,Non_Wetland,NULL,NULL,Grassland
548,Grassland,Forest,Forest,Water,Non_Wetland,NULL,NULL,Wetland
549,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
550,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
551,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
552,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
553,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
554,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Water
555,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
556,Cropland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,NULL
557,Cropland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
558,Cropland,NULL,NULL,Water,Non_Wetland,NULL,NULL,NULL
559,Cropland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
560,Cropland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Forest
561,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
562,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
563,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
564,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
565,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
566,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
567,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
568,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
569,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
570,Cropland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,NULL
571,Cropland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
572,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
573,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
574,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
575,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
576,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
577,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
578,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
579,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
580,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
581,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Water
582,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
583,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
584,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
585,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
586,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Wetland
587,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
588,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
589,Cropland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,NULL
590,Cropland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
591,Cropland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Cropland
592,Cropland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
593,Cropland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Water
594,Cropland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Forest
595,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
596,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,Bareland
597,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
598,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
599,Cropland,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
600,Cropland,NULL,Wetland,Water,Wetland,NULL,NULL,Water
601,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,NULL
602,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
603,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
604,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Water
605,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
606,Cropland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
607,Cropland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,NULL
608,Cropland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
609,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
610,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
611,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
612,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
613,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Water
614,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
615,Cropland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
616,Cropland,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
617,Cropland,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
618,Cropland,NULL,Water,NULL,Water,NULL,NULL,NULL
619,Cropland,NULL,Water,NULL,Water,NULL,NULL,Grassland
620,Cropland,NULL,Water,NULL,Water,NULL,NULL,Bareland
621,Cropland,NULL,Water,NULL,Water,NULL,NULL,Water
622,Cropland,NULL,Water,NULL,Water,NULL,NULL,Forest
623,Cropland,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
624,Cropland,NULL,Water,Non_Water,Water,NULL,NULL,Water
625,Cropland,NULL,Water,Non_Water,Water,NULL,NULL,Forest
626,Cropland,NULL,Water,Water,Water,NULL,NULL,NULL
627,Cropland,NULL,Water,Water,Water,NULL,NULL,Grassland
628,Cropland,NULL,Water,Water,Water,NULL,NULL,Water
629,Cropland,NULL,Water,Water,Water,NULL,NULL,Forest
630,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
631,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
632,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
633,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
634,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
635,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
636,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
637,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
638,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
639,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
640,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
641,Cropland,NULL,Forest,Water,Non_Wetland,NULL,NULL,NULL
642,Cropland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
643,Cropland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Water
644,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,NULL
645,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
646,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
647,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
648,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
649,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
650,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Water
651,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
652,Cropland,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
653,Cropland,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Grassland
654,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
655,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
656,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
657,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
658,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
659,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
660,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
661,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
662,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
663,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
664,Cropland,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
665,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
666,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
667,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
668,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
669,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
670,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
671,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
672,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
673,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
674,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
675,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Water
676,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
677,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
678,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
679,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
680,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
681,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
682,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
683,Cropland,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,NULL
684,Cropland,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
685,Cropland,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
686,Cropland,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Water
687,Cropland,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Forest
