Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23LQL_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23LQL_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23LQL_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23LQL_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23LQL_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23LQL_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23LQL_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23LQL_M_R
1123,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Water
1124,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Forest
1125,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Water,NULL
1126,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Grassland
1127,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Bareland
1128,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,NULL
1129,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
1130,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Cropland
1131,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
1132,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,NULL
1133,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
1134,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Cropland
1135,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Wetland
1136,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Bareland
1137,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Built-up
1138,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Water
1139,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
1140,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
1141,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
1142,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
1143,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
1144,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
1145,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
1146,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Water
1147,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
1148,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,NULL
1149,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
1150,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
1151,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Wetland
1152,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Bareland
1153,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Built-up
1154,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Water
1155,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
1156,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Bareland,NULL
1157,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
1158,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Cropland
1159,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Bareland
1160,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Built-up,NULL
1161,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
1162,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Built-up,Cropland
1163,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Built-up,Bareland
1164,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Built-up,Built-up
1165,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Water,NULL
1166,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Water,Grassland
1167,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Water,Water
1168,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Water,Forest
1169,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Forest,NULL
1170,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Forest,Grassland
1171,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Forest,Cropland
1172,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Forest,Wetland
1173,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Forest,Forest
1174,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
1175,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
1176,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
1177,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Wetland
1178,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Bareland
1179,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Built-up
1180,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Water
1181,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
1182,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,NULL
1183,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1184,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
1185,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Wetland
1186,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Bareland
1187,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Built-up
1188,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Water
1189,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
1190,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
1191,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1192,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
1193,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Wetland
1194,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
1195,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
1196,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Water
1197,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
1198,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,NULL
1199,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1200,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Cropland
1201,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Bareland
1202,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,NULL
1203,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
1204,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Cropland
1205,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Bareland
1206,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Built-up
1207,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,NULL
1208,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
1209,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Cropland
1210,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Bareland
1211,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Water
1212,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,NULL
1213,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
1214,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Cropland
1215,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,NULL
1216,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
1217,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
1218,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Bareland
1219,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Shrubland,NULL
1220,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
1221,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,NULL
1222,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
1223,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
1224,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Bareland,Bareland
1225,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Built-up,Grassland
1226,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,NULL
1227,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
1228,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
1229,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Wetland
1230,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
1231,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Built-up
1232,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Water
1233,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
1234,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,NULL
1235,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
1236,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Cropland
1237,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
1238,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
1239,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Water
1240,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Forest
1241,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,NULL
1242,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1243,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
1244,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Wetland
1245,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
1246,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
1247,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Water
1248,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
1249,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,NULL
1250,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1251,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Cropland
1252,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
1253,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Built-up
1254,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Water
1255,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,NULL
1256,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Grassland
1257,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Cropland
1258,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Bareland
1259,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Built-up
1260,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Water
1261,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Forest
1262,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,NULL
1263,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Grassland
1264,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Cropland
1265,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Bareland
1266,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Built-up
1267,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,NULL
1268,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
1269,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Cropland
1270,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Bareland
1271,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Built-up
1272,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Water
1273,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,NULL
1274,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Grassland
1275,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Cropland
1276,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Bareland
1277,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Built-up
1278,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Water
1279,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Shrubland,NULL
1280,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Shrubland,Grassland
1281,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Shrubland,Cropland
1282,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Shrubland,Bareland
1283,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Shrubland,Built-up
1284,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,NULL
1285,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
1286,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Cropland
1287,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Wetland
1288,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Bareland
1289,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Built-up
1290,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Water
1291,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Bareland,Grassland
1292,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Bareland,Bareland
1293,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,NULL
1294,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
1295,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Cropland
1296,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Bareland
1297,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Built-up
1298,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Forest
1299,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Water,Bareland
1300,NULL,NULL,Cropland,NULL,Non_Wetland,Water,NULL,NULL
1301,NULL,NULL,Cropland,NULL,Non_Wetland,Water,NULL,Grassland
1302,NULL,NULL,Cropland,NULL,Non_Wetland,Water,NULL,Cropland
1303,NULL,NULL,Cropland,NULL,Non_Wetland,Water,NULL,Bareland
1304,NULL,NULL,Cropland,NULL,Non_Wetland,Water,NULL,Water
1305,NULL,NULL,Cropland,NULL,Non_Wetland,Water,Shrubland,NULL
1306,NULL,NULL,Cropland,NULL,Non_Wetland,Water,Shrubland,Water
1307,NULL,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,NULL
1308,NULL,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Grassland
1309,NULL,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Cropland
1310,NULL,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Wetland
1311,NULL,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Bareland
1312,NULL,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Water
1313,NULL,NULL,Cropland,NULL,Non_Wetland,Water,Bareland,Bareland
1314,NULL,NULL,Cropland,NULL,Non_Wetland,Water,Bareland,Water
1315,NULL,NULL,Cropland,NULL,Non_Wetland,Water,Water,NULL
1316,NULL,NULL,Cropland,NULL,Non_Wetland,Water,Water,Grassland
1317,NULL,NULL,Cropland,NULL,Non_Wetland,Water,Water,Cropland
1318,NULL,NULL,Cropland,NULL,Non_Wetland,Water,Water,Bareland
1319,NULL,NULL,Cropland,NULL,Non_Wetland,Water,Water,Water
1320,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,NULL
1321,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Grassland
1322,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Cropland
1323,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Bareland
1324,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
1325,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Shrubland,NULL
1326,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Shrubland,Grassland
1327,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Shrubland,Forest
1328,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,NULL
1329,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
1330,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Cropland
1331,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
1332,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Bareland,Grassland
1333,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Bareland,Bareland
1334,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Built-up,Grassland
1335,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,NULL
1336,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Grassland
1337,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Bareland
1338,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
1339,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
1340,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1341,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1342,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1343,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1344,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Built-up
1345,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
1346,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
1347,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Shrubland,NULL
1348,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
1349,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Shrubland,Wetland
1350,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,NULL
1351,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
1352,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Cropland
1353,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Wetland
1354,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Bareland
1355,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Water
1356,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Bareland,Grassland
1357,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Bareland,Wetland
1358,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Built-up,Grassland
1359,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Water,NULL
1360,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Water,Grassland
1361,NULL,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,NULL,NULL
1362,NULL,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
1363,NULL,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,NULL,Cropland
1364,NULL,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,NULL,Wetland
1365,NULL,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,NULL,Bareland
1366,NULL,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,NULL,Water
1367,NULL,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
1368,NULL,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
1369,NULL,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Shrubland,Wetland
1370,NULL,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Grassland,NULL
1371,NULL,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
1372,NULL,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Grassland,Cropland
1373,NULL,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Grassland,Wetland
1374,NULL,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Grassland,Bareland
1375,NULL,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Grassland,Water
1376,NULL,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Grassland,Forest
1377,NULL,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Bareland,NULL
1378,NULL,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Bareland,Grassland
1379,NULL,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Bareland,Bareland
1380,NULL,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Built-up,Grassland
1381,NULL,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Built-up,Cropland
1382,NULL,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Water,NULL
1383,NULL,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Water,Wetland
1384,NULL,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Water,Water
1385,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,NULL
1386,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
1387,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Cropland
1388,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Wetland
1389,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Bareland
1390,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Water
1391,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Shrubland,NULL
1392,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
1393,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,NULL
1394,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1395,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
1396,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
1397,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Bareland
1398,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Water
1399,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Bareland,Water
1400,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Water,NULL
1401,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Water,Grassland
1402,NULL,NULL,Cropland,Non_Water,Non_Wetland,Cropland,NULL,Grassland
1403,NULL,NULL,Cropland,Non_Water,Non_Wetland,Cropland,Grassland,Grassland
1404,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,NULL,NULL
1405,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
1406,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,NULL,Cropland
1407,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,NULL,Bareland
1408,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,NULL,Water
1409,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Shrubland,NULL
1410,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Shrubland,Grassland
1411,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,NULL
1412,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
1413,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,Cropland
1414,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,Bareland
1415,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,Water
1416,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
1417,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
1418,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Water,Wetland
1419,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Water,Bareland
1420,NULL,NULL,Cropland,Non_Water,Non_Wetland,Built-up,NULL,Cropland
1421,NULL,NULL,Cropland,Non_Water,Non_Wetland,Built-up,Built-up,Bareland
1422,NULL,NULL,Cropland,Non_Water,Non_Wetland,Water,NULL,Grassland
1423,NULL,NULL,Cropland,Non_Water,Non_Wetland,Water,NULL,Cropland
1424,NULL,NULL,Cropland,Non_Water,Non_Wetland,Water,NULL,Wetland
1425,NULL,NULL,Cropland,Non_Water,Non_Wetland,Water,NULL,Bareland
1426,NULL,NULL,Cropland,Non_Water,Non_Wetland,Water,NULL,Water
1427,NULL,NULL,Cropland,Non_Water,Non_Wetland,Water,Shrubland,Bareland
1428,NULL,NULL,Cropland,Non_Water,Non_Wetland,Water,Grassland,Grassland
1429,NULL,NULL,Cropland,Non_Water,Non_Wetland,Water,Grassland,Cropland
1430,NULL,NULL,Cropland,Non_Water,Non_Wetland,Water,Grassland,Wetland
1431,NULL,NULL,Cropland,Non_Water,Non_Wetland,Water,Bareland,Grassland
1432,NULL,NULL,Cropland,Non_Water,Non_Wetland,Water,Water,Grassland
1433,NULL,NULL,Cropland,Non_Water,Non_Wetland,Water,Water,Bareland
1434,NULL,NULL,Cropland,Non_Water,Non_Wetland,Forest,NULL,NULL
1435,NULL,NULL,Cropland,Non_Water,Non_Wetland,Forest,Water,Grassland
1436,NULL,NULL,Cropland,Water,Non_Wetland,NULL,NULL,NULL
1437,NULL,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
1438,NULL,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Cropland
1439,NULL,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Wetland
1440,NULL,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
1441,NULL,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Water
1442,NULL,NULL,Cropland,Water,Non_Wetland,NULL,Grassland,NULL
1443,NULL,NULL,Cropland,Water,Non_Wetland,NULL,Grassland,Grassland
