Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_24MVU_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24MVU_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24MVU_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_24MVU_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24MVU_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24MVU_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24MVU_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_24MVU_M_R
7200,Grassland,Cropland,NULL,NULL,Non_Wetland,Cropland,Shrubland,Grassland
7201,Grassland,Cropland,NULL,NULL,Non_Wetland,Cropland,Grassland,Grassland
7202,Grassland,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
7203,Grassland,Cropland,NULL,NULL,Non_Wetland,Water,Shrubland,Wetland
7204,Grassland,Cropland,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
7205,Grassland,Cropland,NULL,NULL,Non_Wetland,Forest,Shrubland,Grassland
7206,Grassland,Cropland,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
7207,Grassland,Cropland,NULL,NULL,Non_Wetland,Forest,Grassland,Cropland
7208,Grassland,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
7209,Grassland,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Cropland
7210,Grassland,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
7211,Grassland,Cropland,NULL,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
7212,Grassland,Cropland,NULL,Non_Water,Non_Wetland,NULL,Shrubland,Cropland
7213,Grassland,Cropland,NULL,Non_Water,Non_Wetland,NULL,Shrubland,Wetland
7214,Grassland,Cropland,NULL,Non_Water,Non_Wetland,NULL,Grassland,Grassland
7215,Grassland,Cropland,NULL,Non_Water,Non_Wetland,NULL,Grassland,Cropland
7216,Grassland,Cropland,NULL,Non_Water,Non_Wetland,NULL,Grassland,Wetland
7217,Grassland,Cropland,NULL,Non_Water,Non_Wetland,Shrubland,NULL,NULL
7218,Grassland,Cropland,NULL,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
7219,Grassland,Cropland,NULL,Non_Water,Non_Wetland,Shrubland,NULL,Cropland
7220,Grassland,Cropland,NULL,Non_Water,Non_Wetland,Shrubland,NULL,Wetland
7221,Grassland,Cropland,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
7222,Grassland,Cropland,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
7223,Grassland,Cropland,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,Cropland
7224,Grassland,Cropland,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,Wetland
7225,Grassland,Cropland,NULL,Non_Water,Non_Wetland,Shrubland,Grassland,NULL
7226,Grassland,Cropland,NULL,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
7227,Grassland,Cropland,NULL,Non_Water,Non_Wetland,Shrubland,Grassland,Cropland
7228,Grassland,Cropland,NULL,Non_Water,Non_Wetland,Shrubland,Grassland,Wetland
7229,Grassland,Cropland,NULL,Non_Water,Non_Wetland,Grassland,NULL,Grassland
7230,Grassland,Cropland,NULL,Non_Water,Non_Wetland,Grassland,NULL,Cropland
7231,Grassland,Cropland,NULL,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
7232,Grassland,Cropland,NULL,Non_Water,Non_Wetland,Grassland,Shrubland,Cropland
7233,Grassland,Cropland,NULL,Non_Water,Non_Wetland,Grassland,Grassland,NULL
7234,Grassland,Cropland,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
7235,Grassland,Cropland,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
7236,Grassland,Cropland,NULL,Non_Water,Non_Wetland,Cropland,NULL,Grassland
7237,Grassland,Cropland,NULL,Non_Water,Non_Wetland,Cropland,NULL,Cropland
7238,Grassland,Cropland,NULL,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
7239,Grassland,Cropland,NULL,Non_Water,Non_Wetland,Water,NULL,Grassland
7240,Grassland,Cropland,NULL,Non_Water,Non_Wetland,Water,NULL,Cropland
7241,Grassland,Cropland,NULL,Non_Water,Non_Wetland,Water,NULL,Wetland
7242,Grassland,Cropland,NULL,Non_Water,Non_Wetland,Water,Shrubland,Grassland
7243,Grassland,Cropland,NULL,Non_Water,Non_Wetland,Water,Grassland,Grassland
7244,Grassland,Cropland,NULL,Non_Water,Non_Wetland,Forest,NULL,Grassland
7245,Grassland,Cropland,NULL,Non_Water,Non_Wetland,Forest,NULL,Wetland
7246,Grassland,Cropland,NULL,Non_Water,Non_Wetland,Forest,Shrubland,Grassland
7247,Grassland,Cropland,NULL,Non_Water,Non_Wetland,Forest,Shrubland,Cropland
7248,Grassland,Cropland,NULL,Non_Water,Non_Wetland,Forest,Shrubland,Wetland
7249,Grassland,Cropland,NULL,Non_Water,Non_Wetland,Forest,Shrubland,Forest
7250,Grassland,Cropland,NULL,Non_Water,Non_Wetland,Forest,Grassland,Grassland
7251,Grassland,Cropland,NULL,Non_Water,Non_Wetland,Forest,Grassland,Wetland
7252,Grassland,Cropland,NULL,Water,Non_Wetland,NULL,Shrubland,Grassland
7253,Grassland,Cropland,NULL,Water,Non_Wetland,NULL,Grassland,Grassland
7254,Grassland,Cropland,NULL,Water,Non_Wetland,Shrubland,Shrubland,Grassland
7255,Grassland,Cropland,NULL,Water,Non_Wetland,Shrubland,Grassland,Grassland
7256,Grassland,Cropland,NULL,Water,Non_Wetland,Shrubland,Grassland,Water
7257,Grassland,Cropland,NULL,Water,Non_Wetland,Grassland,NULL,Grassland
7258,Grassland,Cropland,NULL,Water,Non_Wetland,Grassland,Grassland,Grassland
7259,Grassland,Cropland,NULL,Water,Non_Wetland,Water,NULL,Grassland
7260,Grassland,Cropland,NULL,Water,Non_Wetland,Forest,Shrubland,Grassland
7261,Grassland,Cropland,NULL,Water,Non_Wetland,Forest,Grassland,Grassland
7262,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
7263,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
7264,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Shrubland,NULL
7265,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
7266,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Cropland
7267,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
7268,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
7269,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Cropland
7270,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Wetland
7271,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Water
7272,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
7273,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
7274,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Cropland
7275,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Wetland
7276,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
7277,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
7278,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
7279,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
7280,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
7281,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
7282,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
7283,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
7284,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
7285,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
7286,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Wetland
7287,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
7288,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
7289,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
7290,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
7291,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
7292,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
7293,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
7294,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
7295,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
7296,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
7297,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
7298,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
7299,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Grassland
7300,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
7301,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
7302,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
7303,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Cropland
7304,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
7305,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,Forest,Grassland
7306,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
7307,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Cropland
7308,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
7309,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
7310,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Cropland
7311,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Wetland
7312,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
7313,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Cropland
7314,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Shrubland,Forest,Grassland
7315,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
7316,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Cropland
7317,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,NULL
7318,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
7319,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
7320,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Water,NULL,Cropland
7321,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Forest,NULL,Grassland
7322,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Forest,Shrubland,Grassland
7323,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Forest,Grassland,Grassland
7324,Grassland,Cropland,Shrubland,Water,Non_Wetland,NULL,Grassland,Grassland
7325,Grassland,Cropland,Shrubland,Water,Non_Wetland,Shrubland,Grassland,Grassland
7326,Grassland,Cropland,Shrubland,Water,Non_Wetland,Shrubland,Grassland,Cropland
7327,Grassland,Cropland,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
7328,Grassland,Cropland,Shrubland,Water,Non_Wetland,Grassland,Grassland,Cropland
7329,Grassland,Cropland,Shrubland,Water,Non_Wetland,Water,NULL,Grassland
7330,Grassland,Cropland,Shrubland,Water,Non_Wetland,Water,Shrubland,Water
7331,Grassland,Cropland,Shrubland,Water,Non_Wetland,Water,Grassland,Wetland
7332,Grassland,Cropland,Shrubland,Water,Non_Wetland,Water,Grassland,Water
7333,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
7334,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
7335,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
7336,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
7337,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,Shrubland,Grassland
7338,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,Shrubland,Wetland
7339,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,Shrubland,Forest
7340,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,Grassland,NULL
7341,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
7342,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,Grassland,Wetland
7343,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
7344,Grassland,Cropland,Grassland,NULL,Non_Wetland,Shrubland,NULL,NULL
7345,Grassland,Cropland,Grassland,NULL,Non_Wetland,Shrubland,NULL,Grassland
7346,Grassland,Cropland,Grassland,NULL,Non_Wetland,Shrubland,NULL,Cropland
7347,Grassland,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
7348,Grassland,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
7349,Grassland,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
7350,Grassland,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Grassland,NULL
7351,Grassland,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
7352,Grassland,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
7353,Grassland,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Wetland
7354,Grassland,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Forest
7355,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
7356,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
7357,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Forest
7358,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
7359,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Cropland
7360,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
7361,Grassland,Cropland,Grassland,NULL,Non_Wetland,Cropland,NULL,Grassland
7362,Grassland,Cropland,Grassland,NULL,Non_Wetland,Water,Grassland,Grassland
7363,Grassland,Cropland,Grassland,NULL,Non_Wetland,Forest,NULL,Grassland
7364,Grassland,Cropland,Grassland,NULL,Non_Wetland,Forest,Shrubland,Grassland
7365,Grassland,Cropland,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
7366,Grassland,Cropland,Grassland,NULL,Non_Wetland,Forest,Grassland,Cropland
7367,Grassland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
7368,Grassland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
7369,Grassland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
7370,Grassland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
7371,Grassland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,Grassland,Cropland
7372,Grassland,Cropland,Grassland,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
7373,Grassland,Cropland,Grassland,Non_Water,Non_Wetland,Shrubland,NULL,Cropland
7374,Grassland,Cropland,Grassland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
7375,Grassland,Cropland,Grassland,Non_Water,Non_Wetland,Shrubland,Shrubland,Cropland
7376,Grassland,Cropland,Grassland,Non_Water,Non_Wetland,Shrubland,Shrubland,Wetland
7377,Grassland,Cropland,Grassland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
7378,Grassland,Cropland,Grassland,Non_Water,Non_Wetland,Shrubland,Grassland,Cropland
7379,Grassland,Cropland,Grassland,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
7380,Grassland,Cropland,Grassland,Non_Water,Non_Wetland,Grassland,Shrubland,Forest
7381,Grassland,Cropland,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
7382,Grassland,Cropland,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
7383,Grassland,Cropland,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
7384,Grassland,Cropland,Grassland,Non_Water,Non_Wetland,Forest,Shrubland,Grassland
7385,Grassland,Cropland,Grassland,Non_Water,Non_Wetland,Forest,Shrubland,Wetland
7386,Grassland,Cropland,Grassland,Non_Water,Non_Wetland,Forest,Shrubland,Forest
7387,Grassland,Cropland,Grassland,Non_Water,Non_Wetland,Forest,Grassland,Grassland
7388,Grassland,Cropland,Grassland,Non_Water,Non_Wetland,Forest,Grassland,Wetland
7389,Grassland,Cropland,Grassland,Water,Non_Wetland,NULL,Grassland,Water
7390,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
7391,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
7392,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
7393,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
7394,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,Shrubland,NULL
7395,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
7396,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,Shrubland,Cropland
7397,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,Shrubland,Wetland
7398,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,NULL
7399,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
7400,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
7401,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Wetland
7402,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Water
7403,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
7404,Grassland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,NULL
7405,Grassland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
7406,Grassland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,Cropland
7407,Grassland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,Wetland
7408,Grassland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
7409,Grassland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
7410,Grassland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
7411,Grassland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
7412,Grassland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
7413,Grassland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,NULL
7414,Grassland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
7415,Grassland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
7416,Grassland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Wetland
7417,Grassland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
7418,Grassland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
7419,Grassland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Water,Grassland
7420,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
7421,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
7422,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
7423,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
7424,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,NULL
7425,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
7426,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
7427,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Wetland
7428,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
7429,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
7430,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
7431,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
7432,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Wetland
7433,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
7434,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
7435,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Water
7436,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
7437,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
7438,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Built-up,Cropland
7439,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Built-up,Built-up
7440,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
7441,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,NULL
7442,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
7443,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
7444,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Wetland
7445,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
7446,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,NULL
7447,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
7448,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
7449,Grassland,Cropland,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
7450,Grassland,Cropland,Cropland,NULL,Non_Wetland,Built-up,Grassland,Cropland
7451,Grassland,Cropland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
7452,Grassland,Cropland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Built-up
7453,Grassland,Cropland,Cropland,NULL,Non_Wetland,Water,NULL,Grassland
7454,Grassland,Cropland,Cropland,NULL,Non_Wetland,Water,NULL,Cropland
7455,Grassland,Cropland,Cropland,NULL,Non_Wetland,Water,Shrubland,Grassland
7456,Grassland,Cropland,Cropland,NULL,Non_Wetland,Water,Shrubland,Cropland
7457,Grassland,Cropland,Cropland,NULL,Non_Wetland,Water,Grassland,Grassland
7458,Grassland,Cropland,Cropland,NULL,Non_Wetland,Water,Grassland,Cropland
7459,Grassland,Cropland,Cropland,NULL,Non_Wetland,Forest,NULL,Grassland
7460,Grassland,Cropland,Cropland,NULL,Non_Wetland,Forest,NULL,Wetland
7461,Grassland,Cropland,Cropland,NULL,Non_Wetland,Forest,NULL,Water
7462,Grassland,Cropland,Cropland,NULL,Non_Wetland,Forest,Shrubland,NULL
7463,Grassland,Cropland,Cropland,NULL,Non_Wetland,Forest,Shrubland,Grassland
7464,Grassland,Cropland,Cropland,NULL,Non_Wetland,Forest,Grassland,NULL
7465,Grassland,Cropland,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
7466,Grassland,Cropland,Cropland,NULL,Non_Wetland,Forest,Grassland,Cropland
7467,Grassland,Cropland,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
7468,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
7469,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
7470,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Wetland
7471,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
7472,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,Shrubland,Cropland
7473,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,Shrubland,Wetland
7474,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
7475,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Cropland
7476,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Wetland
7477,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,Forest,Grassland
7478,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,Forest,Forest
7479,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Shrubland,NULL,NULL
7480,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
7481,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Shrubland,NULL,Cropland
7482,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Shrubland,NULL,Wetland
7483,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
7484,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Shrubland,Shrubland,Cropland
7485,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Shrubland,Shrubland,Wetland
7486,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
7487,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Shrubland,Grassland,NULL
7488,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
7489,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Shrubland,Grassland,Cropland
7490,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Shrubland,Grassland,Wetland
7491,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
7492,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Cropland
7493,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
7494,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Shrubland,Cropland
7495,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Shrubland,Wetland
7496,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,NULL
7497,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
7498,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
7499,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Water
7500,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Cropland,NULL,Grassland
7501,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Cropland,NULL,Cropland
