Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22LDN_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22LDN_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22LDN_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22LDN_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22LDN_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22LDN_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22LDN_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22LDN_M_R
1519,NULL,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Bareland
1520,NULL,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Forest
1521,NULL,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
1522,NULL,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Cropland
1523,NULL,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Forest
1524,NULL,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
1525,NULL,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Cropland
1526,NULL,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Bareland
1527,NULL,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Forest
1528,NULL,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Wetland,Grassland
1529,NULL,Cropland,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
1530,NULL,Cropland,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
1531,NULL,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,NULL
1532,NULL,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
1533,NULL,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Forest
1534,NULL,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,NULL
1535,NULL,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1536,NULL,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Cropland
1537,NULL,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Built-up
1538,NULL,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
1539,NULL,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
1540,NULL,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1541,NULL,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
1542,NULL,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
1543,NULL,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Built-up,Grassland
1544,NULL,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
1545,NULL,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
1546,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
1547,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Cropland
1548,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
1549,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
1550,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
1551,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
1552,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
1553,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
1554,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
1555,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
1556,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1557,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Cropland
1558,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
1559,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
1560,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
1561,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
1562,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Built-up
1563,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1564,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Cropland
1565,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
1566,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Built-up,NULL
1567,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Bareland
1568,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Built-up
1569,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Forest
1570,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
1571,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Forest,Built-up
1572,NULL,Cropland,Shrubland,NULL,Non_Wetland,Built-up,NULL,Grassland
1573,NULL,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
1574,NULL,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Cropland
1575,NULL,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Forest
1576,NULL,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
1577,NULL,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Bareland
1578,NULL,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
1579,NULL,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Forest
1580,NULL,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Forest,Grassland
1581,NULL,Cropland,Shrubland,NULL,Non_Wetland,Water,Shrubland,Water
1582,NULL,Cropland,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
1583,NULL,Cropland,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
1584,NULL,Cropland,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
1585,NULL,Cropland,Shrubland,NULL,Non_Wetland,Forest,Grassland,NULL
1586,NULL,Cropland,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
1587,NULL,Cropland,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
1588,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1589,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
1590,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1591,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
1592,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
1593,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Grassland
1594,NULL,Cropland,Shrubland,Water,Non_Wetland,NULL,Grassland,Water
1595,NULL,Cropland,Shrubland,Water,Non_Wetland,Grassland,NULL,Grassland
1596,NULL,Cropland,Shrubland,Water,Non_Wetland,Grassland,Wetland,Grassland
1597,NULL,Cropland,Shrubland,Water,Non_Wetland,Wetland,Grassland,Water
1598,NULL,Cropland,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
1599,NULL,Cropland,Shrubland,Water,Non_Wetland,Water,Wetland,Grassland
1600,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1601,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
1602,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,Grassland,Cropland
1603,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
1604,NULL,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
1605,NULL,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
1606,NULL,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
1607,NULL,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Forest
1608,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
1609,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
1610,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1611,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Forest
1612,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
1613,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1614,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Cropland
1615,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
1616,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
1617,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
1618,NULL,Cropland,Grassland,NULL,Non_Wetland,Cropland,NULL,Grassland
1619,NULL,Cropland,Grassland,NULL,Non_Wetland,Cropland,NULL,Cropland
1620,NULL,Cropland,Grassland,NULL,Non_Wetland,Cropland,Shrubland,Cropland
1621,NULL,Cropland,Grassland,NULL,Non_Wetland,Cropland,Grassland,Grassland
1622,NULL,Cropland,Grassland,NULL,Non_Wetland,Cropland,Grassland,Cropland
1623,NULL,Cropland,Grassland,NULL,Non_Wetland,Cropland,Grassland,Forest
1624,NULL,Cropland,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1625,NULL,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1626,NULL,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
1627,NULL,Cropland,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
1628,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1629,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
1630,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1631,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
1632,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1633,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
1634,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Shrubland,Cropland
1635,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Shrubland,Built-up
1636,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
1637,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
1638,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Bareland
1639,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Built-up
1640,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
1641,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
1642,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Bareland,Cropland
1643,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Built-up,Grassland
1644,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
1645,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,NULL
1646,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
1647,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,Cropland
1648,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
1649,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
1650,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
1651,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
1652,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
1653,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
1654,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
1655,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Water,Grassland
1656,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
1657,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
1658,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
1659,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Bareland
1660,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Built-up
1661,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
1662,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,NULL
1663,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1664,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
1665,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Bareland
1666,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Built-up
1667,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
1668,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
1669,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1670,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
1671,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Wetland
1672,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
1673,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
1674,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
1675,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1676,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Wetland,Built-up
1677,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1678,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Cropland
1679,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Bareland
1680,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
1681,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
1682,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
1683,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Cropland
1684,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
1685,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
1686,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
1687,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Bareland
1688,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Forest
1689,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
1690,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Cropland
1691,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Forest
1692,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
1693,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
1694,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Bareland
1695,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Built-up
1696,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Forest
1697,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Wetland,Cropland
1698,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Bareland,Grassland
1699,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Built-up,Grassland
1700,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Forest,Grassland
1701,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Forest,Cropland
1702,NULL,Cropland,Cropland,NULL,Non_Wetland,Wetland,NULL,Grassland
1703,NULL,Cropland,Cropland,NULL,Non_Wetland,Wetland,NULL,Cropland
1704,NULL,Cropland,Cropland,NULL,Non_Wetland,Wetland,NULL,Forest
1705,NULL,Cropland,Cropland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
1706,NULL,Cropland,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1707,NULL,Cropland,Cropland,NULL,Non_Wetland,Wetland,Grassland,Cropland
1708,NULL,Cropland,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
1709,NULL,Cropland,Cropland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1710,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
1711,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
1712,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
1713,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Built-up
1714,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
1715,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
1716,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
1717,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Forest
1718,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,NULL
1719,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1720,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
1721,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
1722,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
1723,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
1724,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Wetland,Grassland
1725,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1726,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Cropland
1727,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
1728,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Built-up
1729,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
1730,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Built-up,Grassland
1731,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Built-up,Bareland
1732,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Built-up,Built-up
1733,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Water,Bareland
1734,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
1735,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Forest,Cropland
1736,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Forest,Bareland
1737,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Forest,Built-up
1738,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,NULL,Grassland
1739,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
1740,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,Grassland,Cropland
1741,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,Grassland,Built-up
1742,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,Grassland,Forest
1743,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
1744,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Cropland
1745,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Bareland
1746,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Built-up
1747,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Forest
1748,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,Forest,Grassland
1749,NULL,Cropland,Cropland,NULL,Non_Wetland,Forest,Shrubland,Grassland
1750,NULL,Cropland,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
1751,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1752,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
1753,NULL,Cropland,Cropland,Water,Non_Wetland,NULL,Water,Grassland
1754,NULL,Cropland,Cropland,Water,Non_Wetland,Shrubland,Grassland,Grassland
1755,NULL,Cropland,Cropland,Water,Non_Wetland,Grassland,Grassland,Grassland
1756,NULL,Cropland,Cropland,Water,Non_Wetland,Wetland,Grassland,Grassland
1757,NULL,Cropland,Wetland,NULL,Wetland,Shrubland,Grassland,Water
1758,NULL,Cropland,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
1759,NULL,Cropland,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
1760,NULL,Cropland,Wetland,Water,Wetland,Grassland,Wetland,Grassland
1761,NULL,Cropland,Wetland,Water,Wetland,Wetland,Grassland,Water
1762,NULL,Cropland,Wetland,Water,Wetland,Water,NULL,Water
1763,NULL,Cropland,Bareland,NULL,Non_Wetland,Cropland,NULL,Grassland
1764,NULL,Cropland,Bareland,NULL,Non_Wetland,Bareland,Grassland,Bareland
1765,NULL,Cropland,Bareland,NULL,Non_Wetland,Bareland,Built-up,Grassland
1766,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1767,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
1768,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
1769,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,Grassland,Grassland
1770,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,Grassland,Built-up
1771,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,Bareland,Grassland
1772,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,Built-up,Grassland
1773,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,Built-up,Built-up
1774,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
1775,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,Cropland
1776,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,Bareland
1777,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,Built-up
1778,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,Forest
1779,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1780,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
1781,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Cropland
1782,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
1783,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
1784,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Bareland,Built-up
1785,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
1786,NULL,Cropland,Built-up,NULL,Non_Wetland,Cropland,NULL,Grassland
1787,NULL,Cropland,Built-up,NULL,Non_Wetland,Cropland,NULL,Cropland
1788,NULL,Cropland,Built-up,NULL,Non_Wetland,Cropland,Grassland,Grassland
1789,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
1790,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,Bareland
1791,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
1792,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Forest
1793,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
1794,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Bareland
1795,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
1796,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
1797,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
1798,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
1799,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Built-up,Grassland
1800,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Forest,Built-up
1801,NULL,Cropland,Built-up,NULL,Non_Wetland,Built-up,Grassland,Grassland
1802,NULL,Cropland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
1803,NULL,Cropland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
1804,NULL,Cropland,Built-up,NULL,Non_Wetland,Built-up,Forest,Grassland
1805,NULL,Cropland,Water,NULL,Water,NULL,Grassland,Bareland
1806,NULL,Cropland,Water,NULL,Water,Shrubland,Grassland,Grassland
1807,NULL,Cropland,Water,NULL,Water,Shrubland,Grassland,Water
1808,NULL,Cropland,Water,NULL,Water,Grassland,NULL,Bareland
1809,NULL,Cropland,Water,NULL,Water,Grassland,Grassland,Grassland
1810,NULL,Cropland,Water,NULL,Water,Grassland,Grassland,Bareland
1811,NULL,Cropland,Water,NULL,Water,Grassland,Grassland,Forest
1812,NULL,Cropland,Water,NULL,Water,Grassland,Water,Grassland
1813,NULL,Cropland,Water,NULL,Water,Wetland,NULL,Grassland
1814,NULL,Cropland,Water,NULL,Water,Wetland,Grassland,Wetland
1815,NULL,Cropland,Water,NULL,Water,Bareland,Grassland,Grassland
1816,NULL,Cropland,Water,NULL,Water,Bareland,Water,Grassland
1817,NULL,Cropland,Water,NULL,Water,Water,NULL,Water
1818,NULL,Cropland,Water,Non_Water,Water,Grassland,Grassland,Grassland
1819,NULL,Cropland,Water,Water,Water,NULL,Water,Water
1820,NULL,Cropland,Water,Water,Water,Shrubland,Shrubland,Grassland
1821,NULL,Cropland,Water,Water,Water,Bareland,Water,Water
1822,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1823,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
1824,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1825,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Shrubland,Grassland
1826,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
1827,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,NULL
1828,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
1829,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
1830,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
1831,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Forest,Forest
1832,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,NULL
1833,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
1834,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
1835,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
