Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22KGV_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22KGV_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22KGV_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22KGV_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22KGV_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22KGV_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22KGV_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22KGV_M_R
8476,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Built-up,Forest
8477,Cropland,NULL,NULL,NULL,Non_Wetland,Built-up,NULL,Grassland
8478,Cropland,NULL,NULL,NULL,Non_Wetland,Built-up,NULL,Cropland
8479,Cropland,NULL,NULL,NULL,Non_Wetland,Built-up,NULL,Built-up
8480,Cropland,NULL,NULL,NULL,Non_Wetland,Built-up,Built-up,Grassland
8481,Cropland,NULL,NULL,NULL,Non_Wetland,Built-up,Built-up,Cropland
8482,Cropland,NULL,NULL,NULL,Non_Wetland,Built-up,Built-up,Built-up
8483,Cropland,NULL,NULL,NULL,Non_Wetland,Forest,NULL,Grassland
8484,Cropland,NULL,NULL,NULL,Non_Wetland,Forest,NULL,Cropland
8485,Cropland,NULL,NULL,NULL,Non_Wetland,Forest,NULL,Forest
8486,Cropland,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
8487,Cropland,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
8488,Cropland,NULL,NULL,NULL,Non_Wetland,Forest,Wetland,Grassland
8489,Cropland,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
8490,Cropland,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Cropland
8491,Cropland,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Forest
8492,Cropland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
8493,Cropland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Cropland
8494,Cropland,NULL,NULL,Non_Water,Non_Wetland,NULL,Wetland,Grassland
8495,Cropland,NULL,NULL,Non_Water,Non_Wetland,NULL,Wetland,Cropland
8496,Cropland,NULL,NULL,Non_Water,Non_Wetland,NULL,Water,Cropland
8497,Cropland,NULL,NULL,Non_Water,Non_Wetland,Grassland,NULL,Grassland
8498,Cropland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
8499,Cropland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Built-up,Forest
8500,Cropland,NULL,NULL,Non_Water,Non_Wetland,Wetland,NULL,Forest
8501,Cropland,NULL,NULL,Non_Water,Non_Wetland,Wetland,Built-up,NULL
8502,Cropland,NULL,NULL,Non_Water,Non_Wetland,Water,NULL,Grassland
8503,Cropland,NULL,NULL,Non_Water,Non_Wetland,Water,Water,Cropland
8504,Cropland,NULL,NULL,Non_Water,Non_Wetland,Forest,NULL,Grassland
8505,Cropland,NULL,NULL,Non_Water,Non_Wetland,Forest,Water,Forest
8506,Cropland,NULL,NULL,Water,Non_Wetland,NULL,Water,Cropland
8507,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
8508,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
8509,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
8510,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
8511,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
8512,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
8513,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
8514,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Cropland
8515,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Built-up
8516,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
8517,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
8518,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Cropland
8519,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
8520,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
8521,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Cropland
8522,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
8523,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Grassland
8524,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Cropland
8525,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Built-up
8526,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Forest
8527,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Grassland
8528,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Cropland
8529,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Built-up
8530,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Forest
8531,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Grassland
8532,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
8533,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Cropland
8534,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
8535,Cropland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
8536,Cropland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
8537,Cropland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Cropland
8538,Cropland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Built-up
8539,Cropland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
8540,Cropland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
8541,Cropland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
8542,Cropland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
8543,Cropland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
8544,Cropland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
8545,Cropland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
8546,Cropland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Forest
8547,Cropland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
8548,Cropland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Built-up
8549,Cropland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
8550,Cropland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Built-up
8551,Cropland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
8552,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
8553,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
8554,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Built-up
8555,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
8556,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
8557,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
8558,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
8559,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
8560,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
8561,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Cropland
8562,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
8563,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
8564,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Built-up
8565,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
8566,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Cropland
8567,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Built-up
8568,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
8569,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Cropland
8570,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
8571,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
8572,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
8573,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Forest
8574,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
8575,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Wetland,Grassland
8576,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Forest,Cropland
8577,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Forest,Forest
8578,Cropland,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
8579,Cropland,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Cropland
8580,Cropland,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Built-up
8581,Cropland,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
8582,Cropland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
8583,Cropland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
8584,Cropland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
8585,Cropland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Built-up
8586,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
8587,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Cropland
8588,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
8589,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
8590,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
8591,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
8592,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
8593,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Built-up
8594,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
8595,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
8596,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
8597,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
8598,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Built-up
8599,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,NULL
8600,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
8601,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Built-up
8602,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
8603,Cropland,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Grassland
8604,Cropland,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Cropland
8605,Cropland,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Built-up
8606,Cropland,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Forest
8607,Cropland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Grassland
8608,Cropland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
8609,Cropland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Cropland
8610,Cropland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
8611,Cropland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Forest,Grassland
8612,Cropland,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Grassland
8613,Cropland,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
8614,Cropland,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
8615,Cropland,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
8616,Cropland,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Cropland
8617,Cropland,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
8618,Cropland,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Grassland
8619,Cropland,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
8620,Cropland,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
8621,Cropland,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
8622,Cropland,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,Grassland
8623,Cropland,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
8624,Cropland,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Cropland
8625,Cropland,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Bareland
8626,Cropland,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
8627,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
8628,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
8629,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Built-up
8630,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
8631,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Grassland
8632,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Cropland
8633,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Built-up,Grassland
8634,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,Grassland
8635,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,Cropland
8636,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Forest,Grassland
8637,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
8638,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Built-up,Forest
8639,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Grassland
8640,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Cropland
8641,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Forest
8642,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
8643,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Cropland
8644,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Cropland
8645,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Forest
8646,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Water,NULL,Grassland
8647,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Water,NULL,Forest
8648,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Grassland
8649,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Grassland
8650,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Water,Bareland,Grassland
8651,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Water,Water,Grassland
8652,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Forest,NULL,Grassland
8653,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Wetland,Grassland
8654,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Water,Grassland
8655,Cropland,NULL,Shrubland,Water,Non_Wetland,Forest,NULL,Forest
8656,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
8657,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
8658,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
8659,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
8660,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
8661,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
8662,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
8663,Cropland,NULL,Grassland,NULL,Non_Wetland,Cropland,NULL,Forest
8664,Cropland,NULL,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
8665,Cropland,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
8666,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
8667,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
8668,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
8669,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
8670,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
8671,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Water
8672,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
8673,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
8674,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Cropland
8675,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Built-up
8676,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Forest
8677,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
8678,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
8679,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Bareland
8680,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Built-up
8681,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Water
8682,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
8683,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,NULL
8684,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Grassland
8685,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Cropland
8686,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Wetland
8687,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Bareland
8688,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Built-up
8689,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Forest
8690,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
8691,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Cropland
8692,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Bareland
8693,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Built-up
8694,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Forest
8695,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,NULL
8696,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Grassland
8697,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Cropland
8698,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Built-up
8699,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Forest
8700,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Grassland
8701,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Cropland
8702,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
8703,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Cropland
8704,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Bareland
8705,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Built-up
8706,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
8707,Cropland,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
8708,Cropland,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Cropland
8709,Cropland,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
8710,Cropland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
8711,Cropland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
8712,Cropland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Built-up
8713,Cropland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
8714,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
8715,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
8716,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Bareland
8717,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Built-up
8718,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
8719,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
8720,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
8721,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
8722,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
8723,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
8724,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Cropland
8725,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
8726,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
8727,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Bareland
8728,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
8729,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Cropland
8730,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Bareland
8731,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Built-up
8732,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
8733,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
8734,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Cropland
8735,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
8736,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
8737,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
8738,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Built-up
8739,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Forest
8740,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
8741,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
8742,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Forest
8743,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland,Wetland,Grassland
8744,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland,Wetland,Cropland
8745,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland,Wetland,Forest
8746,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland,Bareland,Forest
8747,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland,Built-up,Grassland
8748,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland,Built-up,Cropland
8749,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland,Built-up,Bareland
8750,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland,Forest,Grassland
8751,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland,Forest,Cropland
8752,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland,Forest,Forest
8753,Cropland,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,NULL
8754,Cropland,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Grassland
8755,Cropland,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Cropland
8756,Cropland,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Forest
8757,Cropland,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
8758,Cropland,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Grassland
8759,Cropland,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Cropland
8760,Cropland,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Built-up
8761,Cropland,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Forest
8762,Cropland,NULL,Cropland,NULL,Non_Wetland,Wetland,Forest,Grassland
8763,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
8764,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
8765,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
8766,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Built-up
8767,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Water
8768,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
8769,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
8770,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
8771,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
8772,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
8773,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Wetland,Grassland
8774,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Wetland,Bareland
8775,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Wetland,Built-up
8776,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
8777,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Cropland
8778,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
8779,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Built-up
8780,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Grassland
8781,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Built-up
8782,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Forest
8783,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Bareland
8784,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Water
8785,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Built-up
8786,Cropland,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,NULL
8787,Cropland,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Grassland
8788,Cropland,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Cropland
8789,Cropland,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Built-up
