Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23KRB_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23KRB_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23KRB_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23KRB_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23KRB_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23KRB_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23KRB_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23KRB_M_R
1406,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
1407,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
1408,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
1409,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1410,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
1411,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
1412,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
1413,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
1414,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1415,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Cropland
1416,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Bareland
1417,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
1418,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
1419,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Built-up,Forest
1420,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Water,Forest
1421,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
1422,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
1423,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
1424,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1425,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
1426,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
1427,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1428,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Cropland
1429,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
1430,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
1431,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
1432,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,Grassland,Cropland
1433,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
1434,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Built-up
1435,NULL,Cropland,Cropland,NULL,Non_Wetland,Water,Grassland,Grassland
1436,NULL,Cropland,Cropland,NULL,Non_Wetland,Forest,NULL,Grassland
1437,NULL,Cropland,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
1438,NULL,Cropland,Cropland,NULL,Non_Wetland,Forest,Shrubland,Grassland
1439,NULL,Cropland,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
1440,NULL,Cropland,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
1441,NULL,Cropland,Cropland,NULL,Non_Wetland,Forest,Forest,Grassland
1442,NULL,Cropland,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
1443,NULL,Cropland,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Forest
1444,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1445,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
1446,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1447,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,Grassland,Grassland
1448,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,Grassland,Bareland
1449,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,Grassland,Forest
1450,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,Bareland,Grassland
1451,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,Bareland,Built-up
1452,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,Built-up,Grassland
1453,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,Built-up,Built-up
1454,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
1455,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Bareland
1456,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
1457,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
1458,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
1459,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Bareland,Bareland
1460,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Bareland,Forest
1461,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
1462,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Built-up,Bareland
1463,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
1464,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
1465,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Built-up,Grassland
1466,NULL,Cropland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
1467,NULL,Cropland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Cropland
1468,NULL,Cropland,Built-up,Non_Water,Non_Wetland,NULL,Grassland,Forest
1469,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1470,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1471,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1472,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Shrubland,NULL
1473,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Shrubland,Grassland
1474,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
1475,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,NULL
1476,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
1477,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Cropland
1478,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
1479,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Bareland,Grassland
1480,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Bareland,Cropland
1481,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Bareland,Forest
1482,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Water,Forest
1483,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Forest,NULL
1484,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
1485,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Forest,Cropland
1486,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Forest,Forest
1487,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
1488,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
1489,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
1490,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
1491,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
1492,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,NULL
1493,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
1494,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,Cropland
1495,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,Built-up
1496,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
1497,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,Bareland,NULL
1498,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,Bareland,Forest
1499,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,Forest,NULL
1500,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,Forest,Grassland
1501,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
1502,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,NULL
1503,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
1504,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
1505,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,NULL
1506,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1507,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,Cropland
1508,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
1509,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
1510,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1511,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
1512,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Bareland
1513,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1514,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Bareland,NULL
1515,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
1516,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Bareland,Cropland
1517,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
1518,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Water,Grassland
1519,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
1520,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
1521,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
1522,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Shrubland,Grassland
1523,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
1524,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
1525,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
1526,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
1527,NULL,Cropland,Forest,NULL,Non_Wetland,Built-up,Grassland,Grassland
1528,NULL,Cropland,Forest,NULL,Non_Wetland,Built-up,Grassland,Cropland
1529,NULL,Cropland,Forest,NULL,Non_Wetland,Water,NULL,Grassland
1530,NULL,Cropland,Forest,NULL,Non_Wetland,Forest,NULL,NULL
1531,NULL,Cropland,Forest,NULL,Non_Wetland,Forest,NULL,Grassland
1532,NULL,Cropland,Forest,NULL,Non_Wetland,Forest,NULL,Forest
1533,NULL,Cropland,Forest,NULL,Non_Wetland,Forest,Shrubland,Grassland
1534,NULL,Cropland,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
1535,NULL,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
1536,NULL,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Cropland
1537,NULL,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
1538,NULL,Cropland,Forest,NULL,Non_Wetland,Forest,Bareland,Grassland
1539,NULL,Cropland,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
1540,NULL,Cropland,Forest,NULL,Non_Wetland,Forest,Water,Forest
1541,NULL,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,NULL
1542,NULL,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
1543,NULL,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,Cropland
1544,NULL,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,Forest
1545,NULL,Cropland,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1546,NULL,Wetland,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1547,NULL,Wetland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
1548,NULL,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1549,NULL,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
1550,NULL,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Water,Forest
1551,NULL,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1552,NULL,Wetland,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
1553,NULL,Wetland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1554,NULL,Wetland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
1555,NULL,Wetland,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
1556,NULL,Wetland,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
1557,NULL,Wetland,Cropland,Non_Water,Non_Wetland,Grassland,Water,Grassland
1558,NULL,Wetland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
1559,NULL,Wetland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
1560,NULL,Wetland,Forest,Non_Water,Non_Wetland,NULL,Shrubland,Forest
1561,NULL,Wetland,Forest,Water,Non_Wetland,Water,Water,Forest
1562,NULL,Bareland,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
1563,NULL,Bareland,NULL,NULL,Non_Wetland,NULL,Bareland,Bareland
1564,NULL,Bareland,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
1565,NULL,Bareland,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
1566,NULL,Bareland,NULL,NULL,Non_Wetland,Bareland,Bareland,Built-up
1567,NULL,Bareland,NULL,NULL,Non_Wetland,Bareland,Forest,Bareland
1568,NULL,Bareland,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
1569,NULL,Bareland,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
1570,NULL,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1571,NULL,Bareland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Bareland
1572,NULL,Bareland,Shrubland,NULL,Non_Wetland,NULL,Bareland,Grassland
1573,NULL,Bareland,Shrubland,NULL,Non_Wetland,NULL,Bareland,Bareland
1574,NULL,Bareland,Shrubland,NULL,Non_Wetland,NULL,Forest,Bareland
1575,NULL,Bareland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1576,NULL,Bareland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
1577,NULL,Bareland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1578,NULL,Bareland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
1579,NULL,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1580,NULL,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1581,NULL,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
1582,NULL,Bareland,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
1583,NULL,Bareland,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
1584,NULL,Bareland,Shrubland,Water,Non_Wetland,Bareland,Bareland,Grassland
1585,NULL,Bareland,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
1586,NULL,Bareland,Cropland,NULL,Non_Wetland,NULL,Grassland,Bareland
1587,NULL,Bareland,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
1588,NULL,Bareland,Cropland,NULL,Non_Wetland,NULL,Bareland,Bareland
1589,NULL,Bareland,Cropland,NULL,Non_Wetland,NULL,Water,Bareland
1590,NULL,Bareland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1591,NULL,Bareland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
1592,NULL,Bareland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
1593,NULL,Bareland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1594,NULL,Bareland,Cropland,NULL,Non_Wetland,Grassland,Water,Forest
1595,NULL,Bareland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1596,NULL,Bareland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
1597,NULL,Bareland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
1598,NULL,Bareland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1599,NULL,Bareland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
1600,NULL,Bareland,Cropland,NULL,Non_Wetland,Bareland,Built-up,Grassland
1601,NULL,Bareland,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
1602,NULL,Bareland,Wetland,Water,Wetland,Bareland,Bareland,Grassland
1603,NULL,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1604,NULL,Bareland,Built-up,NULL,Non_Wetland,NULL,Bareland,Bareland
1605,NULL,Bareland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
1606,NULL,Bareland,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
1607,NULL,Bareland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Bareland
1608,NULL,Bareland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
1609,NULL,Bareland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
1610,NULL,Bareland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
1611,NULL,Bareland,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
1612,NULL,Bareland,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
1613,NULL,Bareland,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
1614,NULL,Bareland,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
1615,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1616,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
1617,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1618,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Shrubland,Grassland
1619,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Shrubland,Forest
1620,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
1621,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Grassland,Bareland
1622,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Grassland,Built-up
1623,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
1624,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Bareland,Grassland
1625,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Bareland,Bareland
1626,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Bareland,Built-up
1627,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Bareland,Forest
1628,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Built-up,Grassland
1629,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Built-up,Cropland
1630,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Built-up,Bareland
1631,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Built-up,Built-up
1632,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Built-up,Forest
1633,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Water,Built-up
1634,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Water,Forest
1635,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Forest,Grassland
1636,NULL,Built-up,NULL,NULL,Non_Wetland,Shrubland,Built-up,Forest
1637,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
1638,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,NULL,Built-up
1639,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
1640,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1641,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Shrubland,Built-up
1642,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
1643,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
1644,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
1645,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
1646,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Bareland
1647,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Built-up
1648,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
1649,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
1650,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Bareland,Cropland
1651,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Bareland,Built-up
1652,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
1653,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Built-up,Grassland
1654,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Built-up,Cropland
1655,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Built-up,Bareland
1656,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Built-up,Built-up
1657,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Built-up,Forest
1658,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Water,Grassland
1659,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Water,Forest
1660,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
1661,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,NULL,Built-up
1662,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Shrubland,Bareland
1663,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
1664,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Grassland,Bareland
1665,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Grassland,Built-up
1666,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
1667,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
1668,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
1669,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Built-up
1670,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Built-up,Grassland
1671,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Water,Built-up
1672,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,NULL,Grassland
1673,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,NULL,Built-up
1674,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,NULL,Forest
1675,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Shrubland,Forest
1676,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Grassland,Grassland
1677,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Grassland,Cropland
1678,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Grassland,Bareland
1679,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Grassland,Built-up
1680,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Grassland,Forest
1681,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Bareland,Grassland
1682,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Grassland
1683,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Cropland
1684,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Bareland
1685,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Built-up
1686,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Forest
1687,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Forest,Built-up
1688,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Forest,Forest
1689,NULL,Built-up,NULL,NULL,Non_Wetland,Water,NULL,Forest
1690,NULL,Built-up,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
1691,NULL,Built-up,NULL,NULL,Non_Wetland,Water,Built-up,Forest
1692,NULL,Built-up,NULL,NULL,Non_Wetland,Forest,NULL,Forest
1693,NULL,Built-up,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
1694,NULL,Built-up,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
1695,NULL,Built-up,NULL,NULL,Non_Wetland,Forest,Built-up,Forest
1696,NULL,Built-up,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
1697,NULL,Built-up,NULL,NULL,Non_Wetland,Forest,Forest,Forest
1698,NULL,Built-up,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
1699,NULL,Built-up,NULL,Non_Water,Non_Wetland,NULL,Built-up,Forest
1700,NULL,Built-up,NULL,Non_Water,Non_Wetland,Grassland,Built-up,Grassland
1701,NULL,Built-up,NULL,Non_Water,Non_Wetland,Forest,Water,Forest
1702,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1703,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1704,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1705,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
1706,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1707,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
1708,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
1709,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
1710,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
1711,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Grassland,Bareland
1712,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Grassland,Built-up
1713,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
1714,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Bareland,NULL
1715,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Bareland,Grassland
1716,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Bareland,Bareland
1717,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Bareland,Built-up
1718,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Bareland,Forest
1719,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Built-up,Grassland
1720,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Built-up,Built-up
1721,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Built-up,Forest
1722,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Water,Bareland
1723,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Forest,NULL
1724,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
1725,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Forest,Built-up
