Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23KRU_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23KRU_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23KRU_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23KRU_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23KRU_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23KRU_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23KRU_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23KRU_M_R
3141,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
3142,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,Shrubland,Forest
3143,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
3144,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
3145,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
3146,NULL,Forest,Grassland,NULL,Non_Wetland,Shrubland,NULL,Forest
3147,NULL,Forest,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
3148,NULL,Forest,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Forest
3149,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
3150,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
3151,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Forest
3152,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3153,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
3154,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
3155,NULL,Forest,Grassland,NULL,Non_Wetland,Bareland,NULL,Grassland
3156,NULL,Forest,Grassland,NULL,Non_Wetland,Bareland,NULL,Forest
3157,NULL,Forest,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
3158,NULL,Forest,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
3159,NULL,Forest,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
3160,NULL,Forest,Grassland,NULL,Non_Wetland,Forest,Shrubland,Forest
3161,NULL,Forest,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
3162,NULL,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
3163,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
3164,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
3165,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
3166,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
3167,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
3168,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
3169,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,Shrubland,Forest
3170,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
3171,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
3172,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,Bareland
3173,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,Built-up
3174,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
3175,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
3176,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,Bareland,Built-up
3177,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,Built-up,Forest
3178,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,Water,Forest
3179,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,Forest,Built-up
3180,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
3181,NULL,Forest,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
3182,NULL,Forest,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
3183,NULL,Forest,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
3184,NULL,Forest,Cropland,NULL,Non_Wetland,Shrubland,Forest,Forest
3185,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
3186,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
3187,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
3188,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Built-up
3189,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
3190,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
3191,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
3192,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
3193,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3194,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
3195,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Wetland
3196,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
3197,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Water
3198,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
3199,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
3200,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
3201,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Water,Forest
3202,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
3203,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
3204,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
3205,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,NULL,Built-up
3206,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
3207,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
3208,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
3209,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
3210,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
3211,NULL,Forest,Cropland,NULL,Non_Wetland,Forest,NULL,Grassland
3212,NULL,Forest,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
3213,NULL,Forest,Cropland,NULL,Non_Wetland,Forest,Shrubland,Forest
3214,NULL,Forest,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
3215,NULL,Forest,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
3216,NULL,Forest,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
3217,NULL,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
3218,NULL,Forest,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Forest
3219,NULL,Forest,Cropland,Non_Water,Non_Wetland,NULL,Water,Forest
3220,NULL,Forest,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Forest
3221,NULL,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
3222,NULL,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
3223,NULL,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Built-up,Forest
3224,NULL,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Water,Cropland
3225,NULL,Forest,Cropland,Water,Non_Wetland,Grassland,NULL,Grassland
3226,NULL,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
3227,NULL,Forest,Wetland,NULL,Wetland,Grassland,Water,Forest
3228,NULL,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Built-up
3229,NULL,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
3230,NULL,Forest,Wetland,Non_Water,Wetland,NULL,Grassland,Forest
3231,NULL,Forest,Wetland,Non_Water,Wetland,NULL,Water,Forest
3232,NULL,Forest,Wetland,Non_Water,Wetland,Grassland,Water,Forest
3233,NULL,Forest,Wetland,Non_Water,Wetland,Bareland,Bareland,Forest
3234,NULL,Forest,Wetland,Water,Wetland,Grassland,Bareland,Forest
3235,NULL,Forest,Wetland,Water,Wetland,Grassland,Water,Forest
3236,NULL,Forest,Bareland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
3237,NULL,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
3238,NULL,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
3239,NULL,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
3240,NULL,Forest,Built-up,NULL,Non_Wetland,NULL,Grassland,Built-up
3241,NULL,Forest,Built-up,NULL,Non_Wetland,NULL,Grassland,Forest
3242,NULL,Forest,Built-up,NULL,Non_Wetland,NULL,Bareland,Built-up
3243,NULL,Forest,Built-up,NULL,Non_Wetland,NULL,Bareland,Forest
3244,NULL,Forest,Built-up,NULL,Non_Wetland,NULL,Water,Forest
3245,NULL,Forest,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
3246,NULL,Forest,Built-up,NULL,Non_Wetland,Grassland,NULL,Forest
3247,NULL,Forest,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
3248,NULL,Forest,Built-up,NULL,Non_Wetland,Grassland,Built-up,Forest
3249,NULL,Forest,Built-up,NULL,Non_Wetland,Bareland,Forest,Bareland
3250,NULL,Forest,Built-up,NULL,Non_Wetland,Built-up,NULL,Grassland
3251,NULL,Forest,Built-up,Non_Water,Non_Wetland,NULL,Water,Built-up
3252,NULL,Forest,Water,NULL,Water,NULL,Grassland,Grassland
3253,NULL,Forest,Water,Water,Water,NULL,NULL,Grassland
3254,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
3255,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
3256,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
3257,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Shrubland,Grassland
3258,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
3259,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
3260,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
3261,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Bareland,Forest
3262,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
3263,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Forest
3264,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
3265,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
3266,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
3267,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
3268,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
3269,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
3270,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
3271,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
3272,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,NULL
3273,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
3274,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
3275,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
3276,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
3277,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
3278,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
3279,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
3280,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Built-up,Grassland
3281,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
3282,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
3283,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
3284,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
3285,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
3286,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
3287,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
3288,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
3289,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
3290,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
3291,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
3292,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,Bareland,Bareland
3293,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
3294,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
3295,NULL,Forest,Forest,NULL,Non_Wetland,Forest,NULL,Grassland
3296,NULL,Forest,Forest,NULL,Non_Wetland,Forest,NULL,Forest
3297,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Shrubland,Grassland
3298,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
3299,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
3300,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
3301,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
3302,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Water,Forest
3303,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
3304,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Forest
3305,NULL,Forest,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
3306,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
3307,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
3308,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
3309,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
3310,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
3311,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
3312,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Water
3313,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
3314,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Shrubland,Forest
3315,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,NULL
3316,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
3317,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Cropland
3318,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Wetland
3319,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Bareland
3320,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Built-up
3321,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Water
3322,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
3323,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Wetland,Grassland
3324,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Wetland,Wetland
3325,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
3326,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Bareland,Grassland
3327,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Bareland,Forest
3328,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Water,Grassland
3329,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Water,Water
3330,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Water,Forest
3331,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Forest,Grassland
3332,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Forest,Water
3333,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Forest,Forest
3334,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Grassland
3335,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Forest
3336,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
3337,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Cropland
3338,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
3339,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,NULL
3340,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
3341,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
3342,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
3343,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
3344,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
3345,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
3346,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
3347,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
3348,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Wetland
3349,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Bareland
3350,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Built-up
3351,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Water
3352,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
3353,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
3354,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Water
3355,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
3356,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
3357,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Built-up
3358,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Built-up,Grassland
3359,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Water,Grassland
3360,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Water,Cropland
3361,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Water,Forest
3362,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
3363,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Cropland
3364,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
3365,Grassland,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Grassland
3366,Grassland,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Cropland
3367,Grassland,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Forest
3368,Grassland,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Grassland
3369,Grassland,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Cropland
3370,Grassland,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Forest
3371,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,NULL,Grassland
3372,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,NULL,Forest
3373,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
3374,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
3375,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
3376,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
3377,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Water,Wetland
3378,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
3379,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Built-up
3380,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
3381,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Built-up
3382,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
3383,Grassland,NULL,NULL,NULL,Non_Wetland,Built-up,Grassland,Grassland
3384,Grassland,NULL,NULL,NULL,Non_Wetland,Built-up,Grassland,Cropland
3385,Grassland,NULL,NULL,NULL,Non_Wetland,Built-up,Grassland,Bareland
3386,Grassland,NULL,NULL,NULL,Non_Wetland,Built-up,Grassland,Built-up
3387,Grassland,NULL,NULL,NULL,Non_Wetland,Built-up,Built-up,Grassland
3388,Grassland,NULL,NULL,NULL,Non_Wetland,Built-up,Built-up,Built-up
3389,Grassland,NULL,NULL,NULL,Non_Wetland,Water,NULL,Grassland
3390,Grassland,NULL,NULL,NULL,Non_Wetland,Water,NULL,Water
3391,Grassland,NULL,NULL,NULL,Non_Wetland,Water,NULL,Forest
3392,Grassland,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
3393,Grassland,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Cropland
3394,Grassland,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Wetland
3395,Grassland,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Bareland
3396,Grassland,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Water
3397,Grassland,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Forest
3398,Grassland,NULL,NULL,NULL,Non_Wetland,Water,Water,Grassland
3399,Grassland,NULL,NULL,NULL,Non_Wetland,Water,Water,Wetland
3400,Grassland,NULL,NULL,NULL,Non_Wetland,Water,Water,Water
3401,Grassland,NULL,NULL,NULL,Non_Wetland,Water,Water,Forest
3402,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,NULL,Grassland
3403,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,NULL,Cropland
3404,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,NULL,Forest
3405,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,Shrubland,Forest
3406,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,NULL
3407,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
3408,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Cropland
3409,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
3410,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,Wetland,Grassland
3411,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
3412,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,Bareland,Forest
3413,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
3414,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Cropland
3415,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Forest
3416,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
3417,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
3418,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
3419,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL,Shrubland,Forest
3420,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL,Grassland,Grassland
3421,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL,Grassland,Cropland
3422,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL,Grassland,Forest
3423,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL,Water,Grassland
3424,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL,Water,Water
3425,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL,Water,Forest
3426,Grassland,NULL,NULL,Non_Water,Non_Wetland,Grassland,NULL,Grassland
3427,Grassland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
3428,Grassland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
3429,Grassland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Water
3430,Grassland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Forest
3431,Grassland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
3432,Grassland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Water,Grassland
3433,Grassland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Forest,Forest
3434,Grassland,NULL,NULL,Non_Water,Non_Wetland,Wetland,NULL,Grassland
3435,Grassland,NULL,NULL,Non_Water,Non_Wetland,Water,NULL,Grassland
3436,Grassland,NULL,NULL,Non_Water,Non_Wetland,Water,NULL,Wetland
3437,Grassland,NULL,NULL,Non_Water,Non_Wetland,Water,Grassland,Wetland
3438,Grassland,NULL,NULL,Non_Water,Non_Wetland,Water,Water,Water
3439,Grassland,NULL,NULL,Non_Water,Non_Wetland,Forest,NULL,Forest
3440,Grassland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Forest
3441,Grassland,NULL,NULL,Water,Non_Wetland,NULL,Grassland,Grassland
3442,Grassland,NULL,NULL,Water,Non_Wetland,NULL,Grassland,Bareland
3443,Grassland,NULL,NULL,Water,Non_Wetland,NULL,Grassland,Water
3444,Grassland,NULL,NULL,Water,Non_Wetland,NULL,Water,Cropland
3445,Grassland,NULL,NULL,Water,Non_Wetland,NULL,Water,Water
3446,Grassland,NULL,NULL,Water,Non_Wetland,Grassland,Grassland,Grassland
3447,Grassland,NULL,NULL,Water,Non_Wetland,Grassland,Grassland,Forest
3448,Grassland,NULL,NULL,Water,Non_Wetland,Grassland,Water,Grassland
3449,Grassland,NULL,NULL,Water,Non_Wetland,Grassland,Water,Water
3450,Grassland,NULL,NULL,Water,Non_Wetland,Water,NULL,Water
3451,Grassland,NULL,NULL,Water,Non_Wetland,Water,Grassland,Forest
3452,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
3453,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
3454,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
3455,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
3456,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
3457,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
3458,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
3459,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
3460,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
3461,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
3462,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
3463,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
3464,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Cropland
3465,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Wetland
3466,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Bareland
3467,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Built-up
3468,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Water
3469,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
3470,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
