Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_18LXQ_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_18LXQ_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_18LXQ_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_18LXQ_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_18LXQ_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_18LXQ_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_18LXQ_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_18LXQ_M_R
30,NULL,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
31,NULL,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
32,NULL,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
33,NULL,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
34,NULL,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
35,NULL,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
36,NULL,NULL,Wetland,Water,Wetland,NULL,NULL,Bareland
37,NULL,NULL,Wetland,Water,Wetland,NULL,NULL,Water
38,NULL,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
39,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
40,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
41,NULL,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Water
42,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
43,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
44,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Water
45,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
46,NULL,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Water
47,NULL,NULL,Water,NULL,Water,NULL,NULL,Forest
48,NULL,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
49,NULL,NULL,Water,Water,Water,NULL,NULL,Grassland
50,NULL,NULL,Water,Water,Water,NULL,NULL,Wetland
51,NULL,NULL,Water,Water,Water,NULL,NULL,Water
52,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
53,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
54,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
55,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
56,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
57,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
58,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
59,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
60,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
61,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
62,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
63,NULL,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
64,NULL,NULL,Forest,Water,Non_Wetland,NULL,NULL,Wetland
65,NULL,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
66,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
67,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
68,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
69,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
70,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
71,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
72,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
73,NULL,Wetland,Wetland,Water,Wetland,NULL,NULL,Water
74,NULL,Wetland,Water,Water,Water,NULL,NULL,Water
75,NULL,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
76,NULL,Bareland,Wetland,Water,Wetland,NULL,NULL,Water
77,NULL,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Water
78,NULL,Bareland,Water,Water,Water,NULL,NULL,Water
79,NULL,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Water
80,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
81,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
82,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Forest
83,NULL,Built-up,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
84,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
85,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
86,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
87,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
88,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
89,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
90,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
91,NULL,Built-up,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
92,NULL,Built-up,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
93,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
94,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
95,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
96,NULL,Built-up,Wetland,NULL,Wetland,NULL,NULL,Built-up
97,NULL,Built-up,Wetland,NULL,Wetland,NULL,NULL,Forest
98,NULL,Built-up,Wetland,Non_Water,Wetland,NULL,NULL,NULL
99,NULL,Built-up,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
100,NULL,Built-up,Wetland,Non_Water,Wetland,NULL,NULL,Forest
101,NULL,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
102,NULL,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
103,NULL,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
104,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
105,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
106,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
107,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
108,NULL,Built-up,Water,NULL,Water,NULL,NULL,Forest
109,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
110,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
111,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
112,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
113,NULL,Built-up,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
114,NULL,Built-up,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
115,NULL,Built-up,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
116,NULL,Built-up,Forest,Water,Non_Wetland,NULL,NULL,Grassland
117,NULL,Water,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
118,NULL,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
119,NULL,Water,NULL,Water,Non_Wetland,NULL,NULL,Bareland
120,NULL,Water,NULL,Water,Non_Wetland,NULL,NULL,Water
121,NULL,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
122,NULL,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
123,NULL,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
124,NULL,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
125,NULL,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Water
126,NULL,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
127,NULL,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
128,NULL,Water,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
129,NULL,Water,Grassland,Water,Non_Wetland,NULL,NULL,Water
130,NULL,Water,Grassland,Water,Non_Wetland,NULL,NULL,Forest
131,NULL,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
132,NULL,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
133,NULL,Water,Wetland,Water,Wetland,NULL,NULL,Water
134,NULL,Water,Wetland,Water,Wetland,NULL,NULL,Forest
135,NULL,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Bareland
136,NULL,Water,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
137,NULL,Water,Bareland,Water,Non_Wetland,NULL,NULL,Water
138,NULL,Water,Water,NULL,Water,NULL,NULL,Grassland
139,NULL,Water,Water,NULL,Water,NULL,NULL,Water
140,NULL,Water,Water,NULL,Water,NULL,NULL,Forest
141,NULL,Water,Water,Non_Water,Water,NULL,NULL,Water
142,NULL,Water,Water,Non_Water,Water,NULL,NULL,Forest
143,NULL,Water,Water,Water,Water,NULL,NULL,Grassland
144,NULL,Water,Water,Water,Water,NULL,NULL,Bareland
145,NULL,Water,Water,Water,Water,NULL,NULL,Water
146,NULL,Water,Water,Water,Water,NULL,NULL,Forest
147,NULL,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
148,NULL,Water,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
149,NULL,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
150,NULL,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
151,NULL,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
152,NULL,Water,Forest,Water,Non_Wetland,NULL,NULL,Grassland
153,NULL,Water,Forest,Water,Non_Wetland,NULL,NULL,Forest
154,NULL,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
155,NULL,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
156,NULL,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
157,NULL,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
158,NULL,Forest,NULL,Water,Non_Wetland,NULL,NULL,Forest
159,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
160,NULL,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
161,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
162,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
163,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
164,NULL,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
165,NULL,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
166,NULL,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Forest
167,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
168,NULL,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
169,NULL,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
170,NULL,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
171,NULL,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
172,NULL,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
173,NULL,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
174,NULL,Forest,Wetland,Water,Wetland,NULL,NULL,Grassland
175,NULL,Forest,Wetland,Water,Wetland,NULL,NULL,Water
176,NULL,Forest,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
177,NULL,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
178,NULL,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Water
179,NULL,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Forest
180,NULL,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
181,NULL,Forest,Water,NULL,Water,NULL,NULL,Forest
182,NULL,Forest,Water,Water,Water,NULL,NULL,Water
183,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
184,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
185,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
186,NULL,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
187,NULL,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
188,NULL,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
189,NULL,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
190,NULL,Forest,Forest,Water,Non_Wetland,NULL,NULL,Grassland
191,NULL,Forest,Forest,Water,Non_Wetland,NULL,NULL,Forest
192,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
193,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
194,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
195,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
196,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
197,Grassland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Wetland
198,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
199,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
200,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
201,Grassland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
202,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
203,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
204,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
205,Grassland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
206,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
207,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
208,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
209,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
210,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
211,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
212,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
213,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
214,Grassland,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
215,Grassland,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
216,Grassland,NULL,Wetland,Water,Wetland,NULL,NULL,Water
217,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
218,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
219,Grassland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Water
220,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
221,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
222,Grassland,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
223,Grassland,NULL,Water,Non_Water,Water,NULL,NULL,Forest
224,Grassland,NULL,Water,Water,Water,NULL,NULL,Grassland
225,Grassland,NULL,Water,Water,Water,NULL,NULL,Wetland
226,Grassland,NULL,Water,Water,Water,NULL,NULL,Water
227,Grassland,NULL,Water,Water,Water,NULL,NULL,Forest
228,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
229,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
230,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
231,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
232,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
233,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
234,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
235,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
236,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
237,Grassland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
238,Grassland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Wetland
239,Grassland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Water
240,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
241,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
242,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
243,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
244,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
245,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
246,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
247,Grassland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Water
248,Grassland,Wetland,Wetland,Water,Wetland,NULL,NULL,Water
249,Grassland,Wetland,Bareland,Water,Non_Wetland,NULL,NULL,Water
250,Grassland,Wetland,Water,Water,Water,NULL,NULL,Grassland
251,Grassland,Wetland,Water,Water,Water,NULL,NULL,Water
252,Grassland,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
253,Grassland,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
254,Grassland,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Water
255,Grassland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
256,Grassland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
257,Grassland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
258,Grassland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
259,Grassland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
260,Grassland,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
261,Grassland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
262,Grassland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
263,Grassland,Water,Wetland,Water,Wetland,NULL,NULL,Water
264,Grassland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
265,Grassland,Water,Water,Water,Water,NULL,NULL,Grassland
266,Grassland,Water,Water,Water,Water,NULL,NULL,Water
267,Grassland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
268,Grassland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
269,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
270,Grassland,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
271,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
272,Grassland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
273,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
274,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
275,Grassland,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
276,Grassland,Forest,Wetland,NULL,Wetland,NULL,NULL,Water
277,Grassland,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
278,Grassland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
279,Grassland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Water
280,Grassland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
281,Grassland,Forest,Wetland,Water,Wetland,NULL,NULL,Grassland
282,Grassland,Forest,Wetland,Water,Wetland,NULL,NULL,Water
283,Grassland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
284,Grassland,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
285,Grassland,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Water
286,Grassland,Forest,Water,Non_Water,Water,NULL,NULL,Grassland
287,Grassland,Forest,Water,Water,Water,NULL,NULL,Grassland
288,Grassland,Forest,Water,Water,Water,NULL,NULL,Bareland
289,Grassland,Forest,Water,Water,Water,NULL,NULL,Water
290,Grassland,Forest,Water,Water,Water,NULL,NULL,Forest
291,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
292,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
293,Grassland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
294,Grassland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
295,Grassland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
296,Grassland,Forest,Forest,Water,Non_Wetland,NULL,NULL,Grassland
297,Grassland,Forest,Forest,Water,Non_Wetland,NULL,NULL,Water
298,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
299,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
300,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
301,Cropland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
302,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
303,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
304,Cropland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
305,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
306,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
307,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
308,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
309,Cropland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
310,Cropland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Water
311,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
312,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
313,Cropland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Forest
314,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
315,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
316,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
317,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
318,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
319,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
320,Cropland,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
321,Cropland,NULL,Wetland,Water,Wetland,NULL,NULL,Bareland
322,Cropland,NULL,Wetland,Water,Wetland,NULL,NULL,Water
323,Cropland,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
324,Cropland,NULL,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Water
325,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Water
326,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
327,Cropland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
328,Cropland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
329,Cropland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Water
330,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
331,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
332,Cropland,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Water
333,Cropland,NULL,Water,NULL,Water,NULL,NULL,Water
334,Cropland,NULL,Water,NULL,Water,NULL,NULL,Forest
335,Cropland,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
336,Cropland,NULL,Water,Water,Water,NULL,NULL,Grassland
337,Cropland,NULL,Water,Water,Water,NULL,NULL,Water
338,Cropland,NULL,Water,Water,Water,NULL,NULL,Forest
339,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
340,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
341,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
342,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
343,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
344,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
345,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
346,Cropland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
