Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21KZV_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21KZV_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21KZV_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21KZV_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21KZV_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21KZV_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21KZV_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21KZV_M_R
1793,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,NULL,Forest
1794,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Shrubland,Built-up
1795,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Shrubland,Forest
1796,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Grassland,NULL
1797,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
1798,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Wetland,Forest
1799,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,NULL
1800,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Built-up
1801,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Built-up,Forest
1802,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
1803,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,NULL,Forest
1804,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Grassland,NULL
1805,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Grassland,Grassland
1806,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Grassland,Forest
1807,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,NULL
1808,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Grassland
1809,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Cropland
1810,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Bareland
1811,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Built-up
1812,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Water
1813,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Forest
1814,NULL,Built-up,NULL,NULL,Non_Wetland,Forest,NULL,Forest
1815,NULL,Built-up,NULL,NULL,Non_Wetland,Forest,Wetland,Built-up
1816,NULL,Built-up,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
1817,NULL,Built-up,NULL,NULL,Non_Wetland,Forest,Built-up,NULL
1818,NULL,Built-up,NULL,NULL,Non_Wetland,Forest,Built-up,Forest
1819,NULL,Built-up,NULL,NULL,Non_Wetland,Forest,Forest,Forest
1820,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1821,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1822,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1823,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Shrubland,NULL
1824,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
1825,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
1826,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Grassland,Cropland
1827,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Grassland,Built-up
1828,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
1829,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Bareland,Forest
1830,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Built-up,Grassland
1831,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Built-up,Built-up
1832,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Built-up,Forest
1833,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
1834,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
1835,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
1836,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
1837,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
1838,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
1839,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Forest
1840,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,NULL
1841,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
1842,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Built-up
1843,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Forest
1844,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
1845,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
1846,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
1847,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
1848,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
1849,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
1850,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
1851,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
1852,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1853,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
1854,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
1855,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
1856,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Wetland,NULL
1857,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1858,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
1859,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1860,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
1861,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,NULL
1862,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
1863,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Cropland
1864,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Built-up
1865,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Forest
1866,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
1867,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
1868,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,NULL
1869,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Built-up
1870,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Forest
1871,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Grassland,NULL
1872,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
1873,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Built-up
1874,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
1875,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Built-up,Grassland
1876,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Built-up,Forest
1877,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Water,Forest
1878,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
1879,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
1880,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
1881,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
1882,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,Water
1883,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
1884,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
1885,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
1886,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1887,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
1888,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
1889,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
1890,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
1891,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
1892,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Cropland
1893,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
1894,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,NULL
1895,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
1896,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Cropland
1897,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Built-up
1898,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Forest
1899,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,NULL,NULL
1900,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,NULL,Built-up
1901,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,NULL,Forest
1902,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Forest
1903,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Grassland,NULL
1904,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Built-up
1905,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Forest
1906,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,NULL
1907,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
1908,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Cropland
1909,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Bareland
1910,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
1911,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Forest
1912,NULL,Built-up,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
1913,NULL,Built-up,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
1914,NULL,Built-up,Shrubland,NULL,Non_Wetland,Forest,Bareland,Forest
1915,NULL,Built-up,Shrubland,NULL,Non_Wetland,Forest,Built-up,Forest
1916,NULL,Built-up,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
1917,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,Built-up,NULL
1918,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
1919,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1920,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
1921,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1922,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
1923,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1924,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Shrubland,NULL
1925,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Shrubland,Cropland
1926,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Shrubland,Forest
1927,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland,NULL
1928,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
1929,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
1930,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland,Bareland
1931,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland,Built-up
1932,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
1933,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
1934,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Bareland,Cropland
1935,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Bareland,Built-up
1936,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Bareland,Forest
1937,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Built-up,Grassland
1938,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Built-up,Cropland
1939,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Built-up,Built-up
1940,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Built-up,Forest
1941,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Forest,Cropland
1942,NULL,Built-up,Cropland,NULL,Non_Wetland,Shrubland,NULL,NULL
1943,NULL,Built-up,Cropland,NULL,Non_Wetland,Shrubland,NULL,Cropland
1944,NULL,Built-up,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
1945,NULL,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
1946,NULL,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
1947,NULL,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
1948,NULL,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
1949,NULL,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Forest
1950,NULL,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Built-up,Forest
1951,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
1952,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
1953,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
1954,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Bareland
1955,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Built-up
1956,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
1957,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Shrubland,NULL
1958,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1959,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
1960,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
1961,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1962,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
1963,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
1964,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
1965,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
1966,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Wetland,NULL
1967,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1968,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
1969,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Bareland,NULL
1970,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1971,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Bareland,Cropland
1972,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Bareland,Bareland
1973,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Bareland,Built-up
1974,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
1975,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,NULL
1976,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
1977,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Cropland
1978,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Built-up
1979,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Forest
1980,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
1981,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Forest,NULL
1982,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
1983,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
1984,NULL,Built-up,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
1985,NULL,Built-up,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
1986,NULL,Built-up,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
1987,NULL,Built-up,Cropland,NULL,Non_Wetland,Cropland,Bareland,Cropland
1988,NULL,Built-up,Cropland,NULL,Non_Wetland,Wetland,NULL,NULL
1989,NULL,Built-up,Cropland,NULL,Non_Wetland,Wetland,NULL,Grassland
1990,NULL,Built-up,Cropland,NULL,Non_Wetland,Wetland,NULL,Forest
1991,NULL,Built-up,Cropland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
1992,NULL,Built-up,Cropland,NULL,Non_Wetland,Wetland,Shrubland,Forest
1993,NULL,Built-up,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1994,NULL,Built-up,Cropland,NULL,Non_Wetland,Wetland,Wetland,Built-up
1995,NULL,Built-up,Cropland,NULL,Non_Wetland,Wetland,Bareland,Forest
1996,NULL,Built-up,Cropland,NULL,Non_Wetland,Wetland,Built-up,Grassland
1997,NULL,Built-up,Cropland,NULL,Non_Wetland,Wetland,Built-up,Built-up
1998,NULL,Built-up,Cropland,NULL,Non_Wetland,Wetland,Built-up,Forest
1999,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,NULL
2000,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
2001,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
2002,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
2003,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Built-up
2004,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
2005,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
2006,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,NULL
2007,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2008,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
2009,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
2010,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
2011,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
2012,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Wetland,Grassland
2013,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Wetland,Forest
2014,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,NULL
2015,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
2016,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Cropland
2017,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
2018,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Built-up
2019,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
2020,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Grassland
2021,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Cropland
2022,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Bareland
2023,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Built-up
2024,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Forest
2025,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Water,Bareland
2026,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Water,Built-up
2027,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Forest,Built-up
2028,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Forest,Forest
2029,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,NULL,NULL
2030,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,NULL,Grassland
2031,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,NULL,Forest
2032,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Shrubland,NULL
2033,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Shrubland,Grassland
2034,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Shrubland,Cropland
2035,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Shrubland,Bareland
2036,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,NULL
2037,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
2038,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,Cropland
2039,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,Bareland
2040,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,Built-up
2041,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,Forest
2042,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Wetland,Grassland
2043,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Wetland,Forest
2044,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,NULL
2045,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
2046,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Cropland
2047,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Bareland
2048,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Built-up
2049,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Water
2050,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Forest
2051,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Forest,Grassland
2052,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Forest,Built-up
2053,NULL,Built-up,Cropland,NULL,Non_Wetland,Water,Bareland,Bareland
2054,NULL,Built-up,Cropland,NULL,Non_Wetland,Water,Water,Bareland
2055,NULL,Built-up,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
2056,NULL,Built-up,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
2057,NULL,Built-up,Cropland,NULL,Non_Wetland,Forest,Bareland,NULL
2058,NULL,Built-up,Cropland,NULL,Non_Wetland,Forest,Built-up,Forest
2059,NULL,Built-up,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
2060,NULL,Built-up,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
2061,NULL,Built-up,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
2062,NULL,Built-up,Cropland,Water,Non_Wetland,Built-up,Built-up,Water
2063,NULL,Built-up,Wetland,NULL,Wetland,Shrubland,Built-up,Forest
2064,NULL,Built-up,Wetland,NULL,Wetland,Wetland,Wetland,Forest
2065,NULL,Built-up,Wetland,Non_Water,Wetland,Shrubland,Wetland,Forest
2066,NULL,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,Grassland
2067,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
2068,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
2069,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
2070,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
2071,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
2072,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Shrubland,Forest
2073,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Grassland,NULL
2074,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Grassland,Grassland
2075,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Grassland,Cropland
2076,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Grassland,Bareland
2077,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Grassland,Built-up
2078,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Grassland,Forest
2079,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Wetland,Forest
2080,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Bareland,Grassland
2081,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Bareland,Bareland
2082,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Bareland,Built-up
2083,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Bareland,Forest
2084,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Built-up,Grassland
2085,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Built-up,Bareland
2086,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Built-up,Forest
2087,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Forest,Forest
2088,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,NULL,Forest
2089,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Grassland,Forest
2090,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Bareland,Grassland
2091,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Built-up,Built-up
2092,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Built-up,Forest
2093,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,NULL
2094,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
2095,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,Cropland
2096,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,Bareland
2097,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,Built-up
2098,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,Forest
2099,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Grassland
2100,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Cropland
2101,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,NULL
2102,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
2103,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Cropland
2104,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Bareland
2105,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
2106,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
2107,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Wetland,NULL
