Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20LKL_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20LKL_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20LKL_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20LKL_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20LKL_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20LKL_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20LKL_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20LKL_M_R
344,NULL,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
345,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
346,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
347,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
348,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
349,NULL,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
350,NULL,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
351,NULL,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
352,NULL,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
353,NULL,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Water
354,NULL,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Forest
355,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
356,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
357,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
358,NULL,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
359,NULL,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
360,NULL,Forest,Wetland,NULL,Wetland,NULL,NULL,NULL
361,NULL,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
362,NULL,Forest,Wetland,NULL,Wetland,NULL,NULL,Wetland
363,NULL,Forest,Wetland,NULL,Wetland,NULL,NULL,Water
364,NULL,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
365,NULL,Forest,Wetland,Non_Water,Wetland,NULL,NULL,NULL
366,NULL,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
367,NULL,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
368,NULL,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Water
369,NULL,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
370,NULL,Forest,Wetland,Water,Wetland,NULL,NULL,Grassland
371,NULL,Forest,Wetland,Water,Wetland,NULL,NULL,Cropland
372,NULL,Forest,Wetland,Water,Wetland,NULL,NULL,Wetland
373,NULL,Forest,Wetland,Water,Wetland,NULL,NULL,Bareland
374,NULL,Forest,Wetland,Water,Wetland,NULL,NULL,Water
375,NULL,Forest,Wetland,Water,Wetland,NULL,NULL,Forest
376,NULL,Forest,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Forest
377,NULL,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
378,NULL,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Forest
379,NULL,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
380,NULL,Forest,Water,NULL,Water,NULL,NULL,NULL
381,NULL,Forest,Water,NULL,Water,NULL,NULL,Water
382,NULL,Forest,Water,NULL,Water,NULL,NULL,Forest
383,NULL,Forest,Water,Non_Water,Water,NULL,NULL,Forest
384,NULL,Forest,Water,Water,Water,NULL,NULL,Water
385,NULL,Forest,Water,Water,Water,NULL,NULL,Forest
386,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
387,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
388,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
389,NULL,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
390,NULL,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
391,NULL,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
392,NULL,Forest,Forest,Water,Non_Wetland,NULL,NULL,Grassland
393,NULL,Forest,Forest,Water,Non_Wetland,NULL,NULL,Cropland
394,NULL,Forest,Forest,Water,Non_Wetland,NULL,NULL,Forest
395,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
396,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
397,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
398,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
399,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
400,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
401,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,NULL
402,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
403,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Cropland
404,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
405,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
406,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
407,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
408,Grassland,NULL,NULL,Water,Non_Wetland,NULL,NULL,NULL
409,Grassland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
410,Grassland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Cropland
411,Grassland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Wetland
412,Grassland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Bareland
413,Grassland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Water
414,Grassland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Forest
415,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
416,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
417,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
418,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
419,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
420,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
421,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
422,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
423,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
424,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
425,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
426,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
427,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Built-up
428,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
429,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
430,Grassland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,NULL
431,Grassland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
432,Grassland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
433,Grassland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
434,Grassland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
435,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
436,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
437,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
438,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
439,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
440,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
441,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Water
442,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
443,Grassland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
444,Grassland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
445,Grassland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Cropland
446,Grassland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
447,Grassland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
448,Grassland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Built-up
449,Grassland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
450,Grassland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
451,Grassland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,NULL
452,Grassland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
453,Grassland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Cropland
454,Grassland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Wetland
455,Grassland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
456,Grassland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Water
457,Grassland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Forest
458,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
459,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
460,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
461,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
462,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
463,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
464,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
465,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
466,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
467,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
468,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Wetland
469,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
470,Grassland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,NULL
471,Grassland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
472,Grassland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Cropland
473,Grassland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Wetland
474,Grassland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Water
475,Grassland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Forest
476,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,NULL
477,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
478,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,Cropland
479,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
480,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,Bareland
481,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
482,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
483,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,NULL
484,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
485,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
486,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
487,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
488,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Built-up
489,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
490,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
491,Grassland,NULL,Wetland,Water,Wetland,NULL,NULL,NULL
492,Grassland,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
493,Grassland,NULL,Wetland,Water,Wetland,NULL,NULL,Cropland
494,Grassland,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
495,Grassland,NULL,Wetland,Water,Wetland,NULL,NULL,Bareland
496,Grassland,NULL,Wetland,Water,Wetland,NULL,NULL,Water
497,Grassland,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
498,Grassland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
499,Grassland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Forest
500,Grassland,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Grassland
501,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
502,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
503,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Wetland
504,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
505,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Water
506,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
507,Grassland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,NULL
508,Grassland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
509,Grassland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Wetland
510,Grassland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
511,Grassland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
512,Grassland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,NULL
513,Grassland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
514,Grassland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Cropland
515,Grassland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Wetland
516,Grassland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Water
517,Grassland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Forest
518,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
519,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
520,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
521,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
522,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Water
523,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
524,Grassland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,NULL
525,Grassland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
526,Grassland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Wetland
527,Grassland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
528,Grassland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Built-up
529,Grassland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
530,Grassland,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
531,Grassland,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
532,Grassland,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Water
533,Grassland,NULL,Water,NULL,Water,NULL,NULL,Grassland
534,Grassland,NULL,Water,NULL,Water,NULL,NULL,Wetland
535,Grassland,NULL,Water,NULL,Water,NULL,NULL,Bareland
536,Grassland,NULL,Water,NULL,Water,NULL,NULL,Water
537,Grassland,NULL,Water,NULL,Water,NULL,NULL,Forest
538,Grassland,NULL,Water,Non_Water,Water,NULL,NULL,NULL
539,Grassland,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
540,Grassland,NULL,Water,Non_Water,Water,NULL,NULL,Wetland
541,Grassland,NULL,Water,Non_Water,Water,NULL,NULL,Water
542,Grassland,NULL,Water,Non_Water,Water,NULL,NULL,Forest
543,Grassland,NULL,Water,Water,Water,NULL,NULL,NULL
544,Grassland,NULL,Water,Water,Water,NULL,NULL,Grassland
545,Grassland,NULL,Water,Water,Water,NULL,NULL,Cropland
546,Grassland,NULL,Water,Water,Water,NULL,NULL,Wetland
547,Grassland,NULL,Water,Water,Water,NULL,NULL,Bareland
548,Grassland,NULL,Water,Water,Water,NULL,NULL,Water
549,Grassland,NULL,Water,Water,Water,NULL,NULL,Forest
550,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
551,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
552,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
553,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
554,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
555,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
556,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
557,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
558,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
559,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
560,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
561,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
562,Grassland,NULL,Forest,Water,Non_Wetland,NULL,NULL,NULL
563,Grassland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
564,Grassland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Cropland
565,Grassland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Wetland
566,Grassland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Bareland
567,Grassland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Water
568,Grassland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
569,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,NULL
570,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
571,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
572,Grassland,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
573,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
574,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
575,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
576,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
577,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
578,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
579,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
580,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
581,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
582,Grassland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
583,Grassland,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
584,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
585,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
586,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
587,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
588,Grassland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Grassland
589,Grassland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Wetland
590,Grassland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Forest
591,Grassland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
592,Grassland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
593,Grassland,Cropland,Wetland,Water,Wetland,NULL,NULL,Grassland
594,Grassland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
595,Grassland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
596,Grassland,Cropland,Water,NULL,Water,NULL,NULL,Grassland
597,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
598,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
599,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
600,Grassland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
601,Grassland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
602,Grassland,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,NULL
603,Grassland,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
604,Grassland,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
605,Grassland,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
606,Grassland,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
607,Grassland,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
608,Grassland,Wetland,NULL,Water,Non_Wetland,NULL,NULL,Grassland
609,Grassland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
610,Grassland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
611,Grassland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
612,Grassland,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
613,Grassland,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
614,Grassland,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
615,Grassland,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
616,Grassland,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
617,Grassland,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
618,Grassland,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
619,Grassland,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
620,Grassland,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
621,Grassland,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
622,Grassland,Wetland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
623,Grassland,Wetland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
624,Grassland,Wetland,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
625,Grassland,Wetland,Wetland,NULL,Wetland,NULL,NULL,NULL
626,Grassland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Grassland
627,Grassland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Wetland
628,Grassland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Water
629,Grassland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Forest
630,Grassland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,NULL
631,Grassland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
632,Grassland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
633,Grassland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
634,Grassland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Water
635,Grassland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
636,Grassland,Wetland,Wetland,Water,Wetland,NULL,NULL,Grassland
637,Grassland,Wetland,Wetland,Water,Wetland,NULL,NULL,Cropland
638,Grassland,Wetland,Wetland,Water,Wetland,NULL,NULL,Wetland
639,Grassland,Wetland,Wetland,Water,Wetland,NULL,NULL,Bareland
640,Grassland,Wetland,Wetland,Water,Wetland,NULL,NULL,Water
641,Grassland,Wetland,Wetland,Water,Wetland,NULL,NULL,Forest
642,Grassland,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
643,Grassland,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
644,Grassland,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
645,Grassland,Wetland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
646,Grassland,Wetland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Wetland
647,Grassland,Wetland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
648,Grassland,Wetland,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
649,Grassland,Wetland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
650,Grassland,Wetland,Water,NULL,Water,NULL,NULL,Grassland
651,Grassland,Wetland,Water,NULL,Water,NULL,NULL,Wetland
652,Grassland,Wetland,Water,NULL,Water,NULL,NULL,Water
653,Grassland,Wetland,Water,NULL,Water,NULL,NULL,Forest
654,Grassland,Wetland,Water,Non_Water,Water,NULL,NULL,Grassland
655,Grassland,Wetland,Water,Non_Water,Water,NULL,NULL,Wetland
656,Grassland,Wetland,Water,Non_Water,Water,NULL,NULL,Water
657,Grassland,Wetland,Water,Non_Water,Water,NULL,NULL,Forest
658,Grassland,Wetland,Water,Water,Water,NULL,NULL,Grassland
659,Grassland,Wetland,Water,Water,Water,NULL,NULL,Wetland
660,Grassland,Wetland,Water,Water,Water,NULL,NULL,Bareland
661,Grassland,Wetland,Water,Water,Water,NULL,NULL,Water
662,Grassland,Wetland,Water,Water,Water,NULL,NULL,Forest
663,Grassland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
664,Grassland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
665,Grassland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
666,Grassland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
667,Grassland,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
668,Grassland,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
669,Grassland,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
670,Grassland,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
671,Grassland,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
672,Grassland,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Wetland
673,Grassland,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Water
674,Grassland,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Forest
675,Grassland,Bareland,Wetland,Water,Wetland,NULL,NULL,Bareland
676,Grassland,Bareland,Wetland,Water,Wetland,NULL,NULL,Water
677,Grassland,Bareland,Water,Water,Water,NULL,NULL,Water
678,Grassland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
679,Grassland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
680,Grassland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
681,Grassland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
682,Grassland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
683,Grassland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
684,Grassland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
685,Grassland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
686,Grassland,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
687,Grassland,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
688,Grassland,Water,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
689,Grassland,Water,Grassland,Water,Non_Wetland,NULL,NULL,Forest
