Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_24MUU_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24MUU_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24MUU_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_24MUU_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24MUU_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24MUU_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24MUU_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_24MUU_M_R
4833,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
4834,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
4835,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Shrubland,Cropland
4836,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Shrubland,Wetland
4837,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
4838,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Grassland,NULL
4839,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
4840,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Grassland,Cropland
4841,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Grassland,Wetland
4842,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Grassland,Water
4843,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Grassland,Forest
4844,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Water,Grassland
4845,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,NULL
4846,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
4847,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Cropland
4848,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Wetland
4849,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Shrubland,NULL
4850,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
4851,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Shrubland,Cropland
4852,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Shrubland,Wetland
4853,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,NULL
4854,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
4855,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
4856,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
4857,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Water,Grassland
4858,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Water,Cropland
4859,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Forest,NULL
4860,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Forest,Cropland
4861,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
4862,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Water,Cropland
4863,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Water,NULL,Grassland
4864,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Water,NULL,Wetland
4865,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Water,Shrubland,Grassland
4866,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Water,Shrubland,Wetland
4867,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Water,Grassland,NULL
4868,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Water,Grassland,Grassland
4869,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Water,Grassland,Cropland
4870,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Water,Grassland,Wetland
4871,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Water,Grassland,Water
4872,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Water,Grassland,Forest
4873,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Water,Water,Grassland
4874,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Water,Forest,Grassland
4875,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Forest,Shrubland,Grassland
4876,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Forest,Shrubland,Wetland
4877,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Forest,Grassland,Water
4878,Grassland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
4879,Grassland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Water
4880,Grassland,NULL,Cropland,Water,Non_Wetland,NULL,Shrubland,Grassland
4881,Grassland,NULL,Cropland,Water,Non_Wetland,NULL,Grassland,NULL
4882,Grassland,NULL,Cropland,Water,Non_Wetland,NULL,Grassland,Grassland
4883,Grassland,NULL,Cropland,Water,Non_Wetland,NULL,Grassland,Wetland
4884,Grassland,NULL,Cropland,Water,Non_Wetland,NULL,Grassland,Water
4885,Grassland,NULL,Cropland,Water,Non_Wetland,Shrubland,NULL,Grassland
4886,Grassland,NULL,Cropland,Water,Non_Wetland,Shrubland,NULL,Forest
4887,Grassland,NULL,Cropland,Water,Non_Wetland,Shrubland,Shrubland,NULL
4888,Grassland,NULL,Cropland,Water,Non_Wetland,Shrubland,Shrubland,Grassland
4889,Grassland,NULL,Cropland,Water,Non_Wetland,Shrubland,Shrubland,Wetland
4890,Grassland,NULL,Cropland,Water,Non_Wetland,Shrubland,Shrubland,Water
4891,Grassland,NULL,Cropland,Water,Non_Wetland,Shrubland,Grassland,Grassland
4892,Grassland,NULL,Cropland,Water,Non_Wetland,Shrubland,Grassland,Cropland
4893,Grassland,NULL,Cropland,Water,Non_Wetland,Shrubland,Grassland,Wetland
4894,Grassland,NULL,Cropland,Water,Non_Wetland,Shrubland,Grassland,Water
4895,Grassland,NULL,Cropland,Water,Non_Wetland,Grassland,NULL,Grassland
4896,Grassland,NULL,Cropland,Water,Non_Wetland,Grassland,NULL,Wetland
4897,Grassland,NULL,Cropland,Water,Non_Wetland,Grassland,Shrubland,Grassland
4898,Grassland,NULL,Cropland,Water,Non_Wetland,Grassland,Shrubland,Water
4899,Grassland,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,Grassland
4900,Grassland,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,Cropland
4901,Grassland,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,Wetland
4902,Grassland,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,Water
4903,Grassland,NULL,Cropland,Water,Non_Wetland,Water,NULL,Water
4904,Grassland,NULL,Cropland,Water,Non_Wetland,Water,Shrubland,Wetland
4905,Grassland,NULL,Cropland,Water,Non_Wetland,Water,Shrubland,Water
4906,Grassland,NULL,Cropland,Water,Non_Wetland,Water,Grassland,Grassland
4907,Grassland,NULL,Cropland,Water,Non_Wetland,Water,Grassland,Wetland
4908,Grassland,NULL,Cropland,Water,Non_Wetland,Water,Grassland,Water
4909,Grassland,NULL,Cropland,Water,Non_Wetland,Water,Water,Grassland
4910,Grassland,NULL,Cropland,Water,Non_Wetland,Water,Water,Wetland
4911,Grassland,NULL,Cropland,Water,Non_Wetland,Water,Water,Water
4912,Grassland,NULL,Cropland,Water,Non_Wetland,Forest,Grassland,Grassland
4913,Grassland,NULL,Cropland,Water,Non_Wetland,Forest,Grassland,Water
4914,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,NULL
4915,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
4916,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
4917,Grassland,NULL,Wetland,NULL,Wetland,NULL,Shrubland,NULL
4918,Grassland,NULL,Wetland,NULL,Wetland,NULL,Shrubland,Grassland
4919,Grassland,NULL,Wetland,NULL,Wetland,NULL,Shrubland,Cropland
4920,Grassland,NULL,Wetland,NULL,Wetland,NULL,Shrubland,Wetland
4921,Grassland,NULL,Wetland,NULL,Wetland,NULL,Shrubland,Water
4922,Grassland,NULL,Wetland,NULL,Wetland,NULL,Shrubland,Forest
4923,Grassland,NULL,Wetland,NULL,Wetland,NULL,Grassland,Grassland
4924,Grassland,NULL,Wetland,NULL,Wetland,NULL,Grassland,Wetland
4925,Grassland,NULL,Wetland,NULL,Wetland,NULL,Grassland,Water
4926,Grassland,NULL,Wetland,NULL,Wetland,NULL,Grassland,Forest
4927,Grassland,NULL,Wetland,NULL,Wetland,NULL,Water,Water
4928,Grassland,NULL,Wetland,NULL,Wetland,Shrubland,NULL,NULL
4929,Grassland,NULL,Wetland,NULL,Wetland,Shrubland,NULL,Grassland
4930,Grassland,NULL,Wetland,NULL,Wetland,Shrubland,NULL,Water
4931,Grassland,NULL,Wetland,NULL,Wetland,Shrubland,Shrubland,NULL
4932,Grassland,NULL,Wetland,NULL,Wetland,Shrubland,Shrubland,Grassland
4933,Grassland,NULL,Wetland,NULL,Wetland,Shrubland,Shrubland,Wetland
4934,Grassland,NULL,Wetland,NULL,Wetland,Shrubland,Shrubland,Water
4935,Grassland,NULL,Wetland,NULL,Wetland,Shrubland,Shrubland,Forest
4936,Grassland,NULL,Wetland,NULL,Wetland,Shrubland,Grassland,Grassland
4937,Grassland,NULL,Wetland,NULL,Wetland,Shrubland,Grassland,Wetland
4938,Grassland,NULL,Wetland,NULL,Wetland,Shrubland,Grassland,Water
4939,Grassland,NULL,Wetland,NULL,Wetland,Grassland,NULL,Grassland
4940,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Shrubland,NULL
4941,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Shrubland,Grassland
4942,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Shrubland,Wetland
4943,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
4944,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Cropland
4945,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Wetland
4946,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Water
4947,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Water,Water
4948,Grassland,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Grassland
4949,Grassland,NULL,Wetland,NULL,Wetland,Water,NULL,Grassland
4950,Grassland,NULL,Wetland,NULL,Wetland,Water,NULL,Water
4951,Grassland,NULL,Wetland,NULL,Wetland,Water,Shrubland,Grassland
4952,Grassland,NULL,Wetland,NULL,Wetland,Water,Shrubland,Water
4953,Grassland,NULL,Wetland,NULL,Wetland,Water,Grassland,Grassland
4954,Grassland,NULL,Wetland,NULL,Wetland,Water,Grassland,Wetland
4955,Grassland,NULL,Wetland,NULL,Wetland,Water,Water,Grassland
4956,Grassland,NULL,Wetland,NULL,Wetland,Water,Water,Water
4957,Grassland,NULL,Wetland,NULL,Wetland,Forest,Shrubland,Wetland
4958,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
4959,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
4960,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,Shrubland,Grassland
4961,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,Shrubland,Wetland
4962,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,Shrubland,Water
4963,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,Grassland,NULL
4964,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,Grassland,Grassland
4965,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,Grassland,Cropland
4966,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,Grassland,Wetland
4967,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,Grassland,Water
4968,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,Grassland,Forest
4969,Grassland,NULL,Wetland,Non_Water,Wetland,Shrubland,NULL,Grassland
4970,Grassland,NULL,Wetland,Non_Water,Wetland,Shrubland,NULL,Wetland
4971,Grassland,NULL,Wetland,Non_Water,Wetland,Shrubland,NULL,Water
4972,Grassland,NULL,Wetland,Non_Water,Wetland,Shrubland,NULL,Forest
4973,Grassland,NULL,Wetland,Non_Water,Wetland,Shrubland,Shrubland,NULL
4974,Grassland,NULL,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Grassland
4975,Grassland,NULL,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Wetland
4976,Grassland,NULL,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Water
4977,Grassland,NULL,Wetland,Non_Water,Wetland,Shrubland,Grassland,NULL
4978,Grassland,NULL,Wetland,Non_Water,Wetland,Shrubland,Grassland,Grassland
4979,Grassland,NULL,Wetland,Non_Water,Wetland,Shrubland,Grassland,Cropland
4980,Grassland,NULL,Wetland,Non_Water,Wetland,Shrubland,Grassland,Wetland
4981,Grassland,NULL,Wetland,Non_Water,Wetland,Shrubland,Grassland,Water
4982,Grassland,NULL,Wetland,Non_Water,Wetland,Shrubland,Grassland,Forest
4983,Grassland,NULL,Wetland,Non_Water,Wetland,Shrubland,Water,Wetland
4984,Grassland,NULL,Wetland,Non_Water,Wetland,Shrubland,Forest,Grassland
4985,Grassland,NULL,Wetland,Non_Water,Wetland,Grassland,NULL,Grassland
4986,Grassland,NULL,Wetland,Non_Water,Wetland,Grassland,Shrubland,Grassland
4987,Grassland,NULL,Wetland,Non_Water,Wetland,Grassland,Shrubland,Cropland
4988,Grassland,NULL,Wetland,Non_Water,Wetland,Grassland,Shrubland,Water
4989,Grassland,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,NULL
4990,Grassland,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Grassland
4991,Grassland,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Cropland
4992,Grassland,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Wetland
4993,Grassland,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Water
4994,Grassland,NULL,Wetland,Non_Water,Wetland,Grassland,Built-up,Grassland
4995,Grassland,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Wetland
4996,Grassland,NULL,Wetland,Non_Water,Wetland,Water,NULL,Grassland
4997,Grassland,NULL,Wetland,Non_Water,Wetland,Water,NULL,Wetland
4998,Grassland,NULL,Wetland,Non_Water,Wetland,Water,NULL,Water
4999,Grassland,NULL,Wetland,Non_Water,Wetland,Water,Shrubland,Grassland
5000,Grassland,NULL,Wetland,Non_Water,Wetland,Water,Shrubland,Wetland
5001,Grassland,NULL,Wetland,Non_Water,Wetland,Water,Shrubland,Water
5002,Grassland,NULL,Wetland,Non_Water,Wetland,Water,Grassland,NULL
5003,Grassland,NULL,Wetland,Non_Water,Wetland,Water,Grassland,Grassland
5004,Grassland,NULL,Wetland,Non_Water,Wetland,Water,Grassland,Cropland
5005,Grassland,NULL,Wetland,Non_Water,Wetland,Water,Grassland,Wetland
5006,Grassland,NULL,Wetland,Non_Water,Wetland,Water,Grassland,Water
5007,Grassland,NULL,Wetland,Non_Water,Wetland,Water,Water,Grassland
5008,Grassland,NULL,Wetland,Non_Water,Wetland,Water,Water,Wetland
5009,Grassland,NULL,Wetland,Non_Water,Wetland,Water,Water,Water
5010,Grassland,NULL,Wetland,Non_Water,Wetland,Forest,Shrubland,Grassland
5011,Grassland,NULL,Wetland,Non_Water,Wetland,Forest,Shrubland,Wetland
5012,Grassland,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
5013,Grassland,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
5014,Grassland,NULL,Wetland,Water,Wetland,NULL,NULL,Water
5015,Grassland,NULL,Wetland,Water,Wetland,NULL,Shrubland,Grassland
5016,Grassland,NULL,Wetland,Water,Wetland,NULL,Shrubland,Wetland
5017,Grassland,NULL,Wetland,Water,Wetland,NULL,Shrubland,Water
5018,Grassland,NULL,Wetland,Water,Wetland,NULL,Grassland,NULL
5019,Grassland,NULL,Wetland,Water,Wetland,NULL,Grassland,Grassland
5020,Grassland,NULL,Wetland,Water,Wetland,NULL,Grassland,Wetland
5021,Grassland,NULL,Wetland,Water,Wetland,NULL,Grassland,Water
5022,Grassland,NULL,Wetland,Water,Wetland,NULL,Grassland,Forest
5023,Grassland,NULL,Wetland,Water,Wetland,NULL,Water,Grassland
5024,Grassland,NULL,Wetland,Water,Wetland,NULL,Water,Water
5025,Grassland,NULL,Wetland,Water,Wetland,Shrubland,NULL,Grassland
5026,Grassland,NULL,Wetland,Water,Wetland,Shrubland,NULL,Wetland
5027,Grassland,NULL,Wetland,Water,Wetland,Shrubland,NULL,Water
5028,Grassland,NULL,Wetland,Water,Wetland,Shrubland,NULL,Forest
5029,Grassland,NULL,Wetland,Water,Wetland,Shrubland,Shrubland,NULL
5030,Grassland,NULL,Wetland,Water,Wetland,Shrubland,Shrubland,Grassland
5031,Grassland,NULL,Wetland,Water,Wetland,Shrubland,Shrubland,Wetland
5032,Grassland,NULL,Wetland,Water,Wetland,Shrubland,Shrubland,Water
5033,Grassland,NULL,Wetland,Water,Wetland,Shrubland,Shrubland,Forest
5034,Grassland,NULL,Wetland,Water,Wetland,Shrubland,Grassland,Grassland
5035,Grassland,NULL,Wetland,Water,Wetland,Shrubland,Grassland,Cropland
5036,Grassland,NULL,Wetland,Water,Wetland,Shrubland,Grassland,Wetland
5037,Grassland,NULL,Wetland,Water,Wetland,Shrubland,Grassland,Water
5038,Grassland,NULL,Wetland,Water,Wetland,Shrubland,Built-up,Water
5039,Grassland,NULL,Wetland,Water,Wetland,Shrubland,Water,Grassland
5040,Grassland,NULL,Wetland,Water,Wetland,Shrubland,Water,Wetland
5041,Grassland,NULL,Wetland,Water,Wetland,Shrubland,Water,Water
5042,Grassland,NULL,Wetland,Water,Wetland,Shrubland,Forest,Grassland
5043,Grassland,NULL,Wetland,Water,Wetland,Grassland,NULL,Grassland
5044,Grassland,NULL,Wetland,Water,Wetland,Grassland,NULL,Water
5045,Grassland,NULL,Wetland,Water,Wetland,Grassland,Shrubland,Grassland
5046,Grassland,NULL,Wetland,Water,Wetland,Grassland,Shrubland,Wetland
5047,Grassland,NULL,Wetland,Water,Wetland,Grassland,Shrubland,Water
5048,Grassland,NULL,Wetland,Water,Wetland,Grassland,Grassland,Grassland
5049,Grassland,NULL,Wetland,Water,Wetland,Grassland,Grassland,Wetland
5050,Grassland,NULL,Wetland,Water,Wetland,Grassland,Grassland,Water
5051,Grassland,NULL,Wetland,Water,Wetland,Grassland,Water,Water
5052,Grassland,NULL,Wetland,Water,Wetland,Bareland,NULL,Water
5053,Grassland,NULL,Wetland,Water,Wetland,Built-up,Grassland,Water
5054,Grassland,NULL,Wetland,Water,Wetland,Built-up,Water,Water
5055,Grassland,NULL,Wetland,Water,Wetland,Water,NULL,Grassland
5056,Grassland,NULL,Wetland,Water,Wetland,Water,NULL,Wetland
5057,Grassland,NULL,Wetland,Water,Wetland,Water,NULL,Water
5058,Grassland,NULL,Wetland,Water,Wetland,Water,Shrubland,NULL
5059,Grassland,NULL,Wetland,Water,Wetland,Water,Shrubland,Grassland
5060,Grassland,NULL,Wetland,Water,Wetland,Water,Shrubland,Wetland
5061,Grassland,NULL,Wetland,Water,Wetland,Water,Shrubland,Water
5062,Grassland,NULL,Wetland,Water,Wetland,Water,Grassland,Grassland
5063,Grassland,NULL,Wetland,Water,Wetland,Water,Grassland,Wetland
5064,Grassland,NULL,Wetland,Water,Wetland,Water,Grassland,Water
5065,Grassland,NULL,Wetland,Water,Wetland,Water,Built-up,Water
5066,Grassland,NULL,Wetland,Water,Wetland,Water,Water,Grassland
5067,Grassland,NULL,Wetland,Water,Wetland,Water,Water,Cropland
5068,Grassland,NULL,Wetland,Water,Wetland,Water,Water,Wetland
5069,Grassland,NULL,Wetland,Water,Wetland,Water,Water,Water
5070,Grassland,NULL,Wetland,Water,Wetland,Forest,Shrubland,Wetland
5071,Grassland,NULL,Wetland,Water,Wetland,Forest,Shrubland,Water
5072,Grassland,NULL,Wetland,Water,Wetland,Forest,Grassland,Grassland
5073,Grassland,NULL,Wetland,Water,Wetland,Forest,Grassland,Wetland
5074,Grassland,NULL,Wetland,Water,Wetland,Forest,Grassland,Water
5075,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,Shrubland,NULL
5076,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,Shrubland,Grassland
5077,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,Grassland,Grassland
5078,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,Grassland,Water
5079,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,Water,Grassland
5080,Grassland,NULL,Bareland,NULL,Non_Wetland,Shrubland,NULL,Grassland
5081,Grassland,NULL,Bareland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
5082,Grassland,NULL,Bareland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
5083,Grassland,NULL,Bareland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
5084,Grassland,NULL,Bareland,NULL,Non_Wetland,Shrubland,Grassland,Water
5085,Grassland,NULL,Bareland,NULL,Non_Wetland,Shrubland,Water,Wetland
5086,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland,NULL,Grassland
5087,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland,Shrubland,NULL
5088,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,NULL
5089,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
5090,Grassland,NULL,Bareland,NULL,Non_Wetland,Forest,Shrubland,Grassland
5091,Grassland,NULL,Bareland,Non_Water,Non_Wetland,NULL,Shrubland,Forest
5092,Grassland,NULL,Bareland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
5093,Grassland,NULL,Bareland,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
5094,Grassland,NULL,Bareland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
5095,Grassland,NULL,Bareland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
5096,Grassland,NULL,Bareland,Non_Water,Non_Wetland,Shrubland,Water,Grassland
5097,Grassland,NULL,Bareland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
5098,Grassland,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
5099,Grassland,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Shrubland,Cropland
5100,Grassland,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
5101,Grassland,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
5102,Grassland,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Grassland,Water
5103,Grassland,NULL,Bareland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
5104,Grassland,NULL,Bareland,Non_Water,Non_Wetland,Water,Shrubland,Wetland
5105,Grassland,NULL,Bareland,Non_Water,Non_Wetland,Water,Grassland,Grassland
5106,Grassland,NULL,Bareland,Non_Water,Non_Wetland,Water,Grassland,Cropland
5107,Grassland,NULL,Bareland,Non_Water,Non_Wetland,Water,Grassland,Wetland
5108,Grassland,NULL,Bareland,Non_Water,Non_Wetland,Water,Water,Wetland
5109,Grassland,NULL,Bareland,Water,Non_Wetland,NULL,Shrubland,Water
5110,Grassland,NULL,Bareland,Water,Non_Wetland,Shrubland,Shrubland,Water
5111,Grassland,NULL,Bareland,Water,Non_Wetland,Shrubland,Grassland,Wetland
5112,Grassland,NULL,Bareland,Water,Non_Wetland,Shrubland,Grassland,Water
5113,Grassland,NULL,Bareland,Water,Non_Wetland,Grassland,NULL,Water
5114,Grassland,NULL,Bareland,Water,Non_Wetland,Grassland,Shrubland,Water
5115,Grassland,NULL,Bareland,Water,Non_Wetland,Grassland,Grassland,Grassland
5116,Grassland,NULL,Bareland,Water,Non_Wetland,Grassland,Grassland,Water
5117,Grassland,NULL,Bareland,Water,Non_Wetland,Grassland,Water,Wetland
5118,Grassland,NULL,Bareland,Water,Non_Wetland,Water,Shrubland,Water
5119,Grassland,NULL,Bareland,Water,Non_Wetland,Water,Grassland,Grassland
5120,Grassland,NULL,Bareland,Water,Non_Wetland,Water,Grassland,Water
5121,Grassland,NULL,Bareland,Water,Non_Wetland,Water,Water,Wetland
5122,Grassland,NULL,Bareland,Water,Non_Wetland,Water,Water,Water
5123,Grassland,NULL,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,NULL
5124,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
5125,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Cropland
5126,Grassland,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,Grassland
5127,Grassland,NULL,Water,NULL,Water,NULL,NULL,Grassland
5128,Grassland,NULL,Water,NULL,Water,NULL,Shrubland,Grassland
5129,Grassland,NULL,Water,NULL,Water,NULL,Grassland,Grassland
5130,Grassland,NULL,Water,NULL,Water,Grassland,Shrubland,Grassland
5131,Grassland,NULL,Water,NULL,Water,Grassland,Grassland,Grassland
5132,Grassland,NULL,Water,NULL,Water,Water,Grassland,Cropland
5133,Grassland,NULL,Water,NULL,Water,Water,Water,Grassland
5134,Grassland,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
5135,Grassland,NULL,Water,Non_Water,Water,NULL,NULL,Wetland
5136,Grassland,NULL,Water,Non_Water,Water,NULL,NULL,Water
5137,Grassland,NULL,Water,Non_Water,Water,NULL,Grassland,Grassland
5138,Grassland,NULL,Water,Non_Water,Water,NULL,Grassland,Cropland
5139,Grassland,NULL,Water,Non_Water,Water,NULL,Water,Grassland
5140,Grassland,NULL,Water,Non_Water,Water,Shrubland,NULL,Grassland
5141,Grassland,NULL,Water,Non_Water,Water,Shrubland,NULL,Water
5142,Grassland,NULL,Water,Non_Water,Water,Shrubland,Shrubland,Grassland
5143,Grassland,NULL,Water,Non_Water,Water,Shrubland,Grassland,Grassland
5144,Grassland,NULL,Water,Non_Water,Water,Shrubland,Grassland,Cropland
5145,Grassland,NULL,Water,Non_Water,Water,Grassland,Shrubland,Grassland
5146,Grassland,NULL,Water,Non_Water,Water,Grassland,Grassland,Grassland
5147,Grassland,NULL,Water,Non_Water,Water,Grassland,Grassland,Cropland
5148,Grassland,NULL,Water,Non_Water,Water,Grassland,Grassland,Wetland
5149,Grassland,NULL,Water,Non_Water,Water,Grassland,Grassland,Water
5150,Grassland,NULL,Water,Non_Water,Water,Water,Grassland,Grassland
5151,Grassland,NULL,Water,Water,Water,NULL,NULL,Water
5152,Grassland,NULL,Water,Water,Water,NULL,NULL,Forest
5153,Grassland,NULL,Water,Water,Water,NULL,Shrubland,Grassland
5154,Grassland,NULL,Water,Water,Water,NULL,Shrubland,Wetland
5155,Grassland,NULL,Water,Water,Water,NULL,Shrubland,Water
5156,Grassland,NULL,Water,Water,Water,NULL,Shrubland,Forest
5157,Grassland,NULL,Water,Water,Water,NULL,Grassland,Grassland
5158,Grassland,NULL,Water,Water,Water,NULL,Grassland,Wetland
5159,Grassland,NULL,Water,Water,Water,NULL,Grassland,Water
5160,Grassland,NULL,Water,Water,Water,NULL,Water,Water
5161,Grassland,NULL,Water,Water,Water,Shrubland,NULL,NULL
5162,Grassland,NULL,Water,Water,Water,Shrubland,NULL,Grassland
5163,Grassland,NULL,Water,Water,Water,Shrubland,NULL,Water
5164,Grassland,NULL,Water,Water,Water,Shrubland,Shrubland,Water
5165,Grassland,NULL,Water,Water,Water,Shrubland,Shrubland,Forest
5166,Grassland,NULL,Water,Water,Water,Shrubland,Grassland,Grassland
