Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21KZA_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21KZA_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21KZA_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21KZA_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21KZA_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21KZA_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21KZA_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21KZA_M_R
1344,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
1345,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,NULL
1346,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
1347,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Bareland
1348,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Water
1349,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
1350,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Water,Grassland
1351,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Water,Wetland
1352,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Water,Water
1353,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,NULL
1354,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
1355,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Water
1356,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
1357,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Shrubland,Forest
1358,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Grassland,Grassland
1359,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Grassland,Cropland
1360,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Built-up,Grassland
1361,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Built-up,Water
1362,NULL,NULL,Forest,NULL,Non_Wetland,Water,NULL,Grassland
1363,NULL,NULL,Forest,NULL,Non_Wetland,Water,NULL,Forest
1364,NULL,NULL,Forest,NULL,Non_Wetland,Water,Shrubland,Wetland
1365,NULL,NULL,Forest,NULL,Non_Wetland,Water,Shrubland,Water
1366,NULL,NULL,Forest,NULL,Non_Wetland,Water,Shrubland,Forest
1367,NULL,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
1368,NULL,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Wetland
1369,NULL,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Water
1370,NULL,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Forest
1371,NULL,NULL,Forest,NULL,Non_Wetland,Water,Water,NULL
1372,NULL,NULL,Forest,NULL,Non_Wetland,Water,Water,Wetland
1373,NULL,NULL,Forest,NULL,Non_Wetland,Water,Water,Water
1374,NULL,NULL,Forest,NULL,Non_Wetland,Water,Water,Forest
1375,NULL,NULL,Forest,NULL,Non_Wetland,Water,Forest,Wetland
1376,NULL,NULL,Forest,NULL,Non_Wetland,Water,Forest,Water
1377,NULL,NULL,Forest,NULL,Non_Wetland,Water,Forest,Forest
1378,NULL,NULL,Forest,NULL,Non_Wetland,Forest,NULL,NULL
1379,NULL,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Grassland
1380,NULL,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Forest
1381,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,NULL
1382,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,Grassland
1383,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
1384,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,NULL
1385,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
1386,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
1387,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,NULL
1388,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
1389,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Water,Wetland
1390,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Water,Forest
1391,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Forest,NULL
1392,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
1393,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Cropland
1394,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
1395,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1396,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
1397,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,Grassland,Grassland
1398,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,Grassland,Water
1399,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,Wetland,Grassland
1400,NULL,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
1401,NULL,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
1402,NULL,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Grassland,Water
1403,NULL,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Wetland,Grassland
1404,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,NULL,NULL
1405,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,NULL,Grassland
1406,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Shrubland,NULL
1407,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
1408,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Shrubland,Wetland
1409,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,NULL
1410,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1411,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Water
1412,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Forest
1413,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
1414,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Water,Grassland
1415,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Water,Wetland
1416,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,NULL,NULL
1417,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,NULL,Grassland
1418,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Shrubland,NULL
1419,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Shrubland,Grassland
1420,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Shrubland,Wetland
1421,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Shrubland,Forest
1422,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Forest
1423,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,NULL
1424,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1425,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
1426,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Water
1427,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1428,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Bareland,NULL
1429,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Water,NULL
1430,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Water,Grassland
1431,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Water,Wetland
1432,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Water,Water
1433,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Water,Forest
1434,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Forest,NULL
1435,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Forest,Wetland
1436,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Forest,Forest
1437,NULL,NULL,Forest,Non_Water,Non_Wetland,Bareland,Shrubland,Grassland
1438,NULL,NULL,Forest,Non_Water,Non_Wetland,Bareland,Wetland,NULL
1439,NULL,NULL,Forest,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
1440,NULL,NULL,Forest,Non_Water,Non_Wetland,Bareland,Wetland,Wetland
1441,NULL,NULL,Forest,Non_Water,Non_Wetland,Bareland,Water,NULL
1442,NULL,NULL,Forest,Non_Water,Non_Wetland,Bareland,Water,Grassland
1443,NULL,NULL,Forest,Non_Water,Non_Wetland,Bareland,Water,Wetland
1444,NULL,NULL,Forest,Non_Water,Non_Wetland,Bareland,Water,Water
1445,NULL,NULL,Forest,Non_Water,Non_Wetland,Bareland,Water,Forest
1446,NULL,NULL,Forest,Non_Water,Non_Wetland,Water,Shrubland,Water
1447,NULL,NULL,Forest,Non_Water,Non_Wetland,Water,Grassland,NULL
1448,NULL,NULL,Forest,Non_Water,Non_Wetland,Water,Wetland,Wetland
1449,NULL,NULL,Forest,Non_Water,Non_Wetland,Water,Wetland,Water
1450,NULL,NULL,Forest,Non_Water,Non_Wetland,Water,Water,NULL
1451,NULL,NULL,Forest,Non_Water,Non_Wetland,Water,Water,Wetland
1452,NULL,NULL,Forest,Non_Water,Non_Wetland,Water,Water,Water
1453,NULL,NULL,Forest,Non_Water,Non_Wetland,Water,Water,Forest
1454,NULL,NULL,Forest,Non_Water,Non_Wetland,Forest,Shrubland,Forest
1455,NULL,NULL,Forest,Non_Water,Non_Wetland,Forest,Water,Wetland
1456,NULL,NULL,Forest,Non_Water,Non_Wetland,Forest,Water,Forest
1457,NULL,NULL,Forest,Water,Non_Wetland,NULL,Grassland,Grassland
1458,NULL,NULL,Forest,Water,Non_Wetland,Shrubland,Grassland,Grassland
1459,NULL,NULL,Forest,Water,Non_Wetland,Shrubland,Water,Grassland
1460,NULL,NULL,Forest,Water,Non_Wetland,Grassland,Grassland,Grassland
1461,NULL,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Wetland
1462,NULL,NULL,Forest,Water,Non_Wetland,Wetland,Water,Grassland
1463,NULL,NULL,Forest,Water,Non_Wetland,Wetland,Water,Wetland
1464,NULL,NULL,Forest,Water,Non_Wetland,Wetland,Water,Water
1465,NULL,NULL,Forest,Water,Non_Wetland,Wetland,Water,Forest
1466,NULL,NULL,Forest,Water,Non_Wetland,Bareland,Shrubland,Wetland
1467,NULL,NULL,Forest,Water,Non_Wetland,Bareland,Wetland,NULL
1468,NULL,NULL,Forest,Water,Non_Wetland,Bareland,Wetland,Grassland
1469,NULL,NULL,Forest,Water,Non_Wetland,Bareland,Wetland,Wetland
1470,NULL,NULL,Forest,Water,Non_Wetland,Bareland,Water,Wetland
1471,NULL,NULL,Forest,Water,Non_Wetland,Water,Shrubland,Wetland
1472,NULL,NULL,Forest,Water,Non_Wetland,Water,Water,Wetland
1473,NULL,NULL,Forest,Water,Non_Wetland,Water,Water,Water
1474,NULL,NULL,Forest,Water,Non_Wetland,Forest,Water,Wetland
1475,NULL,NULL,Forest,Water,Non_Wetland,Forest,Water,Water
1476,NULL,NULL,Forest,Water,Non_Wetland,Forest,Water,Forest
1477,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,NULL
1478,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1479,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
1480,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1481,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Shrubland,NULL
1482,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Shrubland,Grassland
1483,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Shrubland,Forest
1484,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,NULL
1485,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
1486,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Cropland
1487,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
1488,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Bareland,Grassland
1489,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Water,Grassland
1490,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Forest,NULL
1491,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Forest,Grassland
1492,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Forest,Forest
1493,NULL,Cropland,NULL,NULL,Non_Wetland,Shrubland,NULL,NULL
1494,NULL,Cropland,NULL,NULL,Non_Wetland,Shrubland,NULL,Grassland
1495,NULL,Cropland,NULL,NULL,Non_Wetland,Shrubland,NULL,Forest
1496,NULL,Cropland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,NULL
1497,NULL,Cropland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
1498,NULL,Cropland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
1499,NULL,Cropland,NULL,NULL,Non_Wetland,Shrubland,Grassland,NULL
1500,NULL,Cropland,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
1501,NULL,Cropland,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
1502,NULL,Cropland,NULL,NULL,Non_Wetland,Shrubland,Wetland,Grassland
1503,NULL,Cropland,NULL,NULL,Non_Wetland,Shrubland,Forest,NULL
1504,NULL,Cropland,NULL,NULL,Non_Wetland,Shrubland,Forest,Grassland
1505,NULL,Cropland,NULL,NULL,Non_Wetland,Shrubland,Forest,Forest
1506,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,NULL
1507,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
1508,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
1509,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
1510,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Shrubland,NULL
1511,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1512,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Shrubland,Cropland
1513,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
1514,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
1515,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
1516,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
1517,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Bareland
1518,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
1519,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Wetland,NULL
1520,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
1521,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
1522,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Bareland,NULL
1523,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
1524,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Water,NULL
1525,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,NULL
1526,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
1527,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Cropland
1528,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
1529,NULL,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,Grassland
1530,NULL,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,Cropland
1531,NULL,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,Forest
1532,NULL,Cropland,NULL,NULL,Non_Wetland,Cropland,Shrubland,Cropland
1533,NULL,Cropland,NULL,NULL,Non_Wetland,Cropland,Grassland,Grassland
1534,NULL,Cropland,NULL,NULL,Non_Wetland,Cropland,Grassland,Cropland
1535,NULL,Cropland,NULL,NULL,Non_Wetland,Cropland,Grassland,Forest
1536,NULL,Cropland,NULL,NULL,Non_Wetland,Cropland,Forest,Forest
1537,NULL,Cropland,NULL,NULL,Non_Wetland,Wetland,Shrubland,NULL
1538,NULL,Cropland,NULL,NULL,Non_Wetland,Wetland,Shrubland,Grassland
1539,NULL,Cropland,NULL,NULL,Non_Wetland,Wetland,Grassland,NULL
1540,NULL,Cropland,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
1541,NULL,Cropland,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
1542,NULL,Cropland,NULL,NULL,Non_Wetland,Wetland,Wetland,Wetland
1543,NULL,Cropland,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
1544,NULL,Cropland,NULL,NULL,Non_Wetland,Wetland,Water,NULL
1545,NULL,Cropland,NULL,NULL,Non_Wetland,Wetland,Water,Wetland
1546,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,NULL
1547,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
1548,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Cropland
1549,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Bareland
1550,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Forest
1551,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Shrubland,NULL
1552,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Shrubland,Grassland
1553,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Shrubland,Forest
1554,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,NULL
1555,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
1556,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Cropland
1557,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Built-up
1558,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
1559,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Wetland,NULL
1560,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Wetland,Wetland
1561,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Wetland,Forest
1562,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Bareland,NULL
1563,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
1564,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
1565,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Forest,NULL
1566,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
1567,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Forest,Cropland
1568,NULL,Cropland,NULL,NULL,Non_Wetland,Built-up,Built-up,NULL
1569,NULL,Cropland,NULL,NULL,Non_Wetland,Water,Wetland,Wetland
1570,NULL,Cropland,NULL,NULL,Non_Wetland,Water,Water,Wetland
1571,NULL,Cropland,NULL,NULL,Non_Wetland,Forest,NULL,NULL
1572,NULL,Cropland,NULL,NULL,Non_Wetland,Forest,NULL,Forest
1573,NULL,Cropland,NULL,NULL,Non_Wetland,Forest,Shrubland,NULL
1574,NULL,Cropland,NULL,NULL,Non_Wetland,Forest,Shrubland,Grassland
1575,NULL,Cropland,NULL,NULL,Non_Wetland,Forest,Shrubland,Forest
1576,NULL,Cropland,NULL,NULL,Non_Wetland,Forest,Grassland,NULL
1577,NULL,Cropland,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
1578,NULL,Cropland,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
1579,NULL,Cropland,NULL,NULL,Non_Wetland,Forest,Forest,NULL
1580,NULL,Cropland,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
1581,NULL,Cropland,NULL,NULL,Non_Wetland,Forest,Forest,Cropland
1582,NULL,Cropland,NULL,NULL,Non_Wetland,Forest,Forest,Forest
1583,NULL,Cropland,NULL,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
1584,NULL,Cropland,NULL,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
1585,NULL,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Forest
1586,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1587,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1588,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
1589,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
1590,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1591,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Shrubland,NULL
1592,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
1593,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Cropland
1594,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Wetland
1595,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Water
1596,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
1597,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
1598,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
1599,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Cropland
1600,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
1601,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Wetland,NULL
1602,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
1603,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Bareland,Grassland
1604,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Bareland,Bareland
1605,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Built-up,Built-up
1606,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Forest,NULL
1607,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
1608,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
1609,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
1610,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
1611,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Cropland
1612,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
1613,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
1614,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
1615,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
1616,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
1617,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
1618,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
1619,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
1620,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
1621,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Built-up
1622,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
1623,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,NULL
1624,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
1625,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Wetland
1626,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,NULL
1627,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
1628,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Water,Grassland
1629,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Forest,NULL
1630,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
1631,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
1632,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
1633,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
1634,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
1635,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Bareland
1636,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
1637,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
1638,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1639,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
1640,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Wetland
1641,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Bareland
1642,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
1643,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
1644,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1645,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
1646,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
1647,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
1648,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,NULL
1649,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1650,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Wetland
1651,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
1652,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,NULL
1653,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1654,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Bareland
1655,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
1656,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Cropland
1657,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
1658,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
1659,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
1660,NULL,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,NULL
1661,NULL,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
1662,NULL,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
1663,NULL,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Forest
1664,NULL,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
1665,NULL,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Cropland
1666,NULL,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Forest
1667,NULL,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,NULL
