Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19KFB_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19KFB_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19KFB_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19KFB_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19KFB_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19KFB_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19KFB_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19KFB_M_R
335,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
336,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
337,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
338,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
339,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
340,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
341,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
342,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
343,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
344,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
345,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
346,NULL,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
347,NULL,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
348,NULL,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
349,NULL,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
350,NULL,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
351,NULL,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
352,NULL,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
353,NULL,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
354,NULL,Forest,Water,NULL,Water,NULL,NULL,Grassland
355,NULL,Forest,Water,NULL,Water,NULL,NULL,Forest
356,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
357,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
358,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
359,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
360,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
361,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
362,NULL,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
363,NULL,Forest,Forest,Water,Non_Wetland,NULL,NULL,Forest
364,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
365,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
366,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
367,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
368,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
369,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
370,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Water
371,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
372,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
373,Grassland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
374,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
375,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
376,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
377,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
378,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
379,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
380,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
381,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
382,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
383,Grassland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
384,Grassland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
385,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
386,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
387,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
388,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
389,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
390,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
391,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Water
392,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
393,Grassland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
394,Grassland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
395,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
396,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
397,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
398,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
399,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
400,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
401,Grassland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
402,Grassland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Cropland
403,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
404,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
405,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
406,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
407,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
408,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
409,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
410,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
411,Grassland,NULL,Water,NULL,Water,NULL,NULL,Grassland
412,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
413,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
414,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
415,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
416,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
417,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
418,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
419,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
420,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
421,Grassland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
422,Grassland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Water
423,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
424,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
425,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
426,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
427,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
428,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
429,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
430,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
431,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
432,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
433,Grassland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
434,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
435,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
436,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
437,Grassland,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
438,Grassland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
439,Grassland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
440,Grassland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
441,Grassland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
442,Grassland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
443,Grassland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
444,Grassland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
445,Grassland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
446,Grassland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Forest
447,Grassland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
448,Grassland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
449,Grassland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
450,Grassland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
451,Grassland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
452,Grassland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
453,Grassland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
454,Grassland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
455,Grassland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
456,Grassland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
457,Grassland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
458,Grassland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
459,Grassland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
460,Grassland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
461,Grassland,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
462,Grassland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
463,Grassland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
464,Grassland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
465,Grassland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
466,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,NULL
467,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
468,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
469,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
470,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
471,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
472,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
473,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
474,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
475,Grassland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
476,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
477,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
478,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
479,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
480,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
481,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
482,Grassland,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Forest
483,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
484,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
485,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
486,Grassland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
487,Grassland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
488,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
489,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
490,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
491,Grassland,Forest,Forest,Water,Non_Wetland,NULL,NULL,Forest
492,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
493,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
494,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
495,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
496,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
497,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
498,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
499,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
500,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
501,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
502,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
503,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
504,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
505,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
506,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
507,Cropland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
508,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
509,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
510,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
511,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
512,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
513,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
514,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Water
515,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
516,Cropland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
517,Cropland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Cropland
518,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
519,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
520,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
521,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
522,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
523,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
524,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
525,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,Cropland
526,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
527,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
528,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,NULL
529,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
530,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Cropland
531,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
532,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Built-up
533,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
534,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
535,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
536,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
537,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
538,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Water
539,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
540,Cropland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Cropland
541,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
542,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
543,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
544,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
545,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
546,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Water
547,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
548,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
549,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
550,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
551,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
552,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
553,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
554,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,NULL
555,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
556,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
557,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
558,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
559,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
560,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
561,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
562,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
563,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
564,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
565,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
566,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
567,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
568,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
569,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
570,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
571,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
572,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
573,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
574,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
575,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
576,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
577,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Cropland
578,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
579,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Built-up
580,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
581,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
582,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
583,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
584,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
585,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Water
586,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
587,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
588,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
589,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
590,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Water
591,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
592,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
593,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
594,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
595,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
596,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
597,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
598,Cropland,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,NULL
599,Cropland,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
600,Cropland,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
601,Cropland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
602,Cropland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
603,Cropland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
604,Cropland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
605,Cropland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
606,Cropland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
607,Cropland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
608,Cropland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
609,Cropland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
610,Cropland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
611,Cropland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
612,Cropland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
613,Cropland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
614,Cropland,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
615,Cropland,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
616,Cropland,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
617,Cropland,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
618,Cropland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
619,Cropland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
620,Cropland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
621,Cropland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
622,Cropland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
623,Cropland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
624,Cropland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
625,Cropland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Water
626,Cropland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
627,Cropland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
628,Cropland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
629,Cropland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
630,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,NULL
631,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
632,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
633,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
634,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
635,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Forest
636,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
637,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
638,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
639,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
640,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
641,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
642,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
643,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
644,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
645,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
646,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
647,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
648,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
649,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
650,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
651,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
652,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
653,Cropland,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
654,Cropland,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
655,Cropland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
656,Cropland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
657,Cropland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
658,Cropland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
659,Cropland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
660,Cropland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Water
661,Cropland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
662,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
663,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
664,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
665,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
666,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
