Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19LGJ_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19LGJ_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19LGJ_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19LGJ_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19LGJ_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19LGJ_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19LGJ_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19LGJ_M_R
29,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Built-up,Grassland
30,NULL,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
31,NULL,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Forest
32,NULL,NULL,NULL,NULL,Non_Wetland,Forest,NULL,Forest
33,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
34,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
35,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Forest
36,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
37,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Forest
38,NULL,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
39,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
40,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
41,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
42,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
43,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
44,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
45,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
46,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
47,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
48,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
49,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Built-up
50,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
51,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
52,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Forest
53,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Forest
54,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
55,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
56,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
57,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
58,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Forest
59,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Grassland,Grassland
60,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
61,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
62,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
63,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
64,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
65,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
66,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
67,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
68,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Cropland
69,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Bareland
70,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Built-up
71,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Water
72,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
73,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
74,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
75,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Built-up
76,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
77,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Built-up,Grassland
78,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Water,Grassland
79,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
80,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
81,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Grassland
82,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Forest
83,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
84,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Bareland
85,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Built-up
86,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
87,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
88,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Bareland
89,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Built-up
90,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
91,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Built-up,Grassland
92,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Water,Grassland
93,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Water,Forest
94,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
95,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Grassland,Grassland
96,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Grassland,Forest
97,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Bareland,Grassland
98,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Built-up,Grassland
99,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Built-up,Built-up
100,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Built-up,Forest
101,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Forest,Grassland
102,NULL,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Grassland
103,NULL,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Bareland
104,NULL,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Forest
105,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
106,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
107,NULL,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
108,NULL,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
109,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
110,NULL,NULL,Grassland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
111,NULL,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
112,NULL,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Water
113,NULL,NULL,Grassland,Water,Non_Wetland,Grassland,Grassland,Grassland
114,NULL,NULL,Grassland,Water,Non_Wetland,Grassland,Grassland,Forest
115,NULL,NULL,Grassland,Water,Non_Wetland,Grassland,Bareland,Grassland
116,NULL,NULL,Grassland,Water,Non_Wetland,Water,Grassland,Grassland
117,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
118,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
119,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
120,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
121,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
122,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
123,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
124,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
125,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
126,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Water
127,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
128,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
129,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Built-up
130,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
131,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
132,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Forest
133,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
134,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
135,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
136,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
137,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
138,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
139,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
140,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Wetland,Grassland
141,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
142,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Built-up
143,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
144,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Forest
145,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
146,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Forest
147,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Bareland,Grassland
148,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
149,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Forest
150,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
151,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
152,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
153,NULL,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,Grassland
154,NULL,NULL,Cropland,Water,Non_Wetland,Bareland,NULL,Water
155,NULL,NULL,Wetland,NULL,Wetland,NULL,NULL,NULL
156,NULL,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
157,NULL,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
158,NULL,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
159,NULL,NULL,Wetland,NULL,Wetland,NULL,Grassland,Forest
160,NULL,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
161,NULL,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Forest
162,NULL,NULL,Wetland,NULL,Wetland,Grassland,Water,Grassland
163,NULL,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Grassland
164,NULL,NULL,Wetland,NULL,Wetland,Built-up,Grassland,Grassland
165,NULL,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
166,NULL,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
167,NULL,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
168,NULL,NULL,Wetland,Non_Water,Wetland,Forest,Grassland,Grassland
169,NULL,NULL,Wetland,Non_Water,Wetland,Forest,Grassland,Wetland
170,NULL,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
171,NULL,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
172,NULL,NULL,Wetland,Water,Wetland,NULL,NULL,Water
173,NULL,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
174,NULL,NULL,Wetland,Water,Wetland,Grassland,Bareland,Water
175,NULL,NULL,Wetland,Water,Wetland,Grassland,Water,Grassland
176,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
177,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,Grassland
178,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
179,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Wetland
180,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
181,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Bareland
182,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
183,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Bareland,Grassland
184,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,Grassland
185,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,Bareland
186,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,Forest
187,NULL,NULL,Bareland,NULL,Non_Wetland,Water,Grassland,Grassland
188,NULL,NULL,Bareland,NULL,Non_Wetland,Forest,Grassland,Forest
189,NULL,NULL,Bareland,Non_Water,Non_Wetland,Forest,Grassland,Grassland
190,NULL,NULL,Bareland,Water,Non_Wetland,Grassland,Grassland,Grassland
191,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
192,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
193,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
194,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
195,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Bareland
196,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
197,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
198,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
199,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Built-up
200,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Forest
201,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
202,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Water,Grassland
203,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
204,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Bareland
205,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
206,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
207,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
208,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
209,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
210,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,Grassland
211,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Grassland,Forest
212,NULL,NULL,Built-up,NULL,Non_Wetland,Water,Grassland,Grassland
213,NULL,NULL,Built-up,NULL,Non_Wetland,Water,Grassland,Forest
214,NULL,NULL,Built-up,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
215,NULL,NULL,Water,NULL,Water,Grassland,Grassland,Grassland
216,NULL,NULL,Water,NULL,Water,Grassland,Grassland,Bareland
217,NULL,NULL,Water,NULL,Water,Grassland,Grassland,Forest
218,NULL,NULL,Water,NULL,Water,Bareland,Grassland,Grassland
219,NULL,NULL,Water,NULL,Water,Bareland,Grassland,Bareland
220,NULL,NULL,Water,NULL,Water,Water,Grassland,Grassland
221,NULL,NULL,Water,NULL,Water,Water,Grassland,Forest
222,NULL,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
223,NULL,NULL,Water,Non_Water,Water,Grassland,Grassland,Grassland
224,NULL,NULL,Water,Non_Water,Water,Grassland,Grassland,Forest
225,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
226,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
227,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
228,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
229,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
230,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
231,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
232,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Forest
233,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
234,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
235,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
236,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
237,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Bareland
238,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Built-up
239,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Water
240,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
241,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
242,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
243,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Built-up
244,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
245,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
246,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
247,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Forest
248,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
249,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
250,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
251,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
252,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Bareland
253,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Built-up
254,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
255,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
256,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
257,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
258,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
259,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Grassland,Grassland
260,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Grassland,Forest
261,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Built-up,Grassland
262,NULL,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
263,NULL,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Forest
264,NULL,NULL,Forest,NULL,Non_Wetland,Water,Forest,Forest
265,NULL,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Forest
266,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
267,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
268,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
269,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
270,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
271,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
272,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
273,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Forest
274,NULL,NULL,Forest,Non_Water,Non_Wetland,Forest,Grassland,Grassland
275,NULL,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
276,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
277,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
278,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
279,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
280,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
281,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
282,NULL,Cropland,NULL,NULL,Non_Wetland,Built-up,Grassland,Forest
283,NULL,Cropland,NULL,NULL,Non_Wetland,Built-up,Built-up,Forest
284,NULL,Cropland,NULL,NULL,Non_Wetland,Water,Forest,Forest
285,NULL,Cropland,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
286,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
287,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
288,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
289,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
290,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
291,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
292,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
293,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
294,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
295,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
296,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Cropland
297,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Bareland
298,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Built-up
299,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Water
300,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
301,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
302,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Built-up,Grassland
303,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Built-up,Forest
304,NULL,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
305,NULL,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Bareland
306,NULL,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Built-up
307,NULL,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
308,NULL,Cropland,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
309,NULL,Cropland,Grassland,NULL,Non_Wetland,Bareland,Bareland,Built-up
310,NULL,Cropland,Grassland,NULL,Non_Wetland,Bareland,Built-up,Grassland
311,NULL,Cropland,Grassland,NULL,Non_Wetland,Built-up,Grassland,Grassland
312,NULL,Cropland,Grassland,NULL,Non_Wetland,Built-up,Grassland,Built-up
313,NULL,Cropland,Grassland,NULL,Non_Wetland,Built-up,Grassland,Forest
314,NULL,Cropland,Grassland,NULL,Non_Wetland,Built-up,Built-up,Grassland
315,NULL,Cropland,Grassland,NULL,Non_Wetland,Built-up,Built-up,Built-up
316,NULL,Cropland,Grassland,NULL,Non_Wetland,Built-up,Built-up,Forest
317,NULL,Cropland,Grassland,NULL,Non_Wetland,Water,Grassland,Forest
318,NULL,Cropland,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
319,NULL,Cropland,Grassland,Water,Non_Wetland,Grassland,Grassland,Grassland
320,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
321,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
322,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
323,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
324,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
325,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
326,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
327,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
328,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
