Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21MZS_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21MZS_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21MZS_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21MZS_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21MZS_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21MZS_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21MZS_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21MZS_M_R
33,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Built-up
34,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
35,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Built-up,Grassland
36,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
37,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Bareland
38,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
39,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Grassland,Grassland
40,NULL,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
41,NULL,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Forest
42,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
43,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
44,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
45,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Forest
46,NULL,NULL,NULL,Water,Non_Wetland,Cropland,Grassland,Forest
47,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
48,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
49,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Built-up
50,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
51,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
52,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
53,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Wetland
54,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
55,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
56,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
57,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
58,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
59,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Built-up
60,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
61,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
62,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Built-up
63,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Forest
64,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Forest
65,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
66,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
67,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
68,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Bareland
69,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Forest
70,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
71,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Bareland
72,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Forest
73,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Wetland,Forest
74,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
75,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
76,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
77,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
78,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
79,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Grassland
80,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Forest
81,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
82,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
83,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
84,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
85,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
86,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
87,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
88,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
89,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
90,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
91,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
92,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
93,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
94,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
95,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
96,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
97,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
98,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Built-up
99,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Forest
100,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
101,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Bareland
102,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
103,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
104,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Grassland
105,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Forest
106,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
107,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
108,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Forest
109,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
110,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
111,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
112,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
113,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
114,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
115,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
116,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
117,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
118,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
119,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Grassland
120,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Wetland,Forest
121,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
122,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
123,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
124,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
125,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
126,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Built-up
127,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
128,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
129,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
130,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Bareland
131,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Built-up
132,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
133,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
134,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
135,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
136,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Built-up
137,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
138,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Built-up,Grassland
139,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Built-up,Forest
140,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
141,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
142,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,NULL,Grassland
143,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,NULL,Forest
144,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Grassland
145,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Forest
146,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Forest,Grassland
147,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Forest,Forest
148,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,NULL,Grassland
149,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,NULL,Forest
150,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
151,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Built-up
152,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
153,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
154,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
155,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Bareland,Grassland
156,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Bareland,Forest
157,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,Grassland
158,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
159,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Grassland
160,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Bareland
161,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Built-up
162,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Forest
163,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
164,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Bareland
165,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Built-up
166,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
167,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Wetland,Grassland
168,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Wetland,Forest
169,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
170,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Bareland
171,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Built-up
172,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
173,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Built-up,Grassland
174,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Built-up,Forest
175,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
176,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Bareland
177,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Built-up
178,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
179,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,NULL,Grassland
180,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Grassland,Grassland
181,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Grassland,Forest
182,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Bareland,Grassland
183,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Bareland,Forest
184,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Built-up,Grassland
185,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Built-up,Built-up
186,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Built-up,Forest
187,NULL,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Grassland
188,NULL,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Bareland
189,NULL,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Forest
190,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,NULL,Grassland
191,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
192,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
193,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
194,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Wetland,Forest
195,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Bareland,Forest
196,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Grassland
197,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
198,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
199,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
200,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
201,NULL,NULL,Grassland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
202,NULL,NULL,Grassland,Non_Water,Non_Wetland,Bareland,Grassland,Forest
203,NULL,NULL,Grassland,Non_Water,Non_Wetland,Water,Grassland,Grassland
204,NULL,NULL,Grassland,Water,Non_Wetland,Grassland,NULL,Grassland
205,NULL,NULL,Grassland,Water,Non_Wetland,Grassland,Grassland,Grassland
206,NULL,NULL,Grassland,Water,Non_Wetland,Grassland,Grassland,Forest
207,NULL,NULL,Grassland,Water,Non_Wetland,Grassland,Wetland,Forest
208,NULL,NULL,Grassland,Water,Non_Wetland,Grassland,Water,Forest
209,NULL,NULL,Grassland,Water,Non_Wetland,Bareland,Grassland,Grassland
210,NULL,NULL,Grassland,Water,Non_Wetland,Bareland,Wetland,Forest
211,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
212,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
213,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
214,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
215,NULL,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
216,NULL,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Forest
217,NULL,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
218,NULL,NULL,Wetland,NULL,Wetland,Grassland,Bareland,Grassland
219,NULL,NULL,Wetland,NULL,Wetland,Grassland,Forest,Grassland
220,NULL,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
221,NULL,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Forest
222,NULL,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Grassland
223,NULL,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Forest
224,NULL,NULL,Wetland,NULL,Wetland,Bareland,Wetland,Grassland
225,NULL,NULL,Wetland,NULL,Wetland,Water,Grassland,Grassland
226,NULL,NULL,Wetland,NULL,Wetland,Forest,Grassland,Forest
227,NULL,NULL,Wetland,NULL,Wetland,Forest,Forest,Forest
228,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Grassland,Grassland
229,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
230,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,Wetland,Forest
231,NULL,NULL,Wetland,Non_Water,Wetland,Water,Grassland,Grassland
232,NULL,NULL,Wetland,Water,Wetland,Grassland,Water,Forest
233,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,Wetland,Forest
234,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,NULL,Grassland
235,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
236,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
237,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Wetland,Grassland
238,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Wetland,Forest
239,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Forest,Grassland
240,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Forest,Forest
241,NULL,NULL,Bareland,NULL,Non_Wetland,Cropland,Grassland,Grassland
242,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,Grassland
243,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,NULL,Grassland
244,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,Grassland
245,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,Forest
246,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Wetland,Grassland
247,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Built-up,Grassland
248,NULL,NULL,Bareland,NULL,Non_Wetland,Forest,Grassland,Grassland
249,NULL,NULL,Bareland,NULL,Non_Wetland,Forest,Grassland,Forest
250,NULL,NULL,Bareland,NULL,Non_Wetland,Forest,Forest,Forest
251,NULL,NULL,Bareland,Water,Non_Wetland,Grassland,Wetland,Forest
252,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
253,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Bareland
254,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Built-up
255,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Forest
256,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
257,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
258,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
259,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Wetland,Grassland
260,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
261,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Built-up
262,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Forest
263,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
264,NULL,NULL,Built-up,NULL,Non_Wetland,Cropland,NULL,Grassland
265,NULL,NULL,Built-up,NULL,Non_Wetland,Cropland,NULL,Bareland
266,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,NULL,Grassland
267,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,NULL,Forest
268,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,Grassland,Grassland
269,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,Built-up,Built-up
270,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
271,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Bareland
272,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
273,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Forest
274,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
275,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
276,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
277,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
278,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
279,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
280,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,Grassland
281,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,Bareland
282,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,Built-up
283,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,Forest
284,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Forest,Grassland
285,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Forest,Bareland
286,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Grassland,Grassland
287,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Grassland,Built-up
288,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Grassland,Forest
289,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Wetland,Grassland
290,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Bareland,Grassland
291,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Bareland,Built-up
292,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Bareland,Forest
293,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
294,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Bareland
295,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
296,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Forest
297,NULL,NULL,Water,NULL,Water,Grassland,NULL,Grassland
298,NULL,NULL,Water,NULL,Water,Wetland,Grassland,Grassland
299,NULL,NULL,Water,NULL,Water,Bareland,NULL,Bareland
300,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
301,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
302,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
303,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
304,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Forest
305,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
306,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
307,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
308,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Wetland
309,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
310,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,NULL
311,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
312,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
313,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
314,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
315,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
316,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
317,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,Grassland
318,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,Forest
319,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Grassland
320,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Forest
321,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,Forest,Grassland
322,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,Forest,Forest
323,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
324,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
325,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
326,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
