Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19NGH_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19NGH_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19NGH_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19NGH_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19NGH_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19NGH_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19NGH_M_R
382,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,Grassland
383,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,Wetland
384,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,Forest
385,NULL,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL
386,NULL,Forest,Grassland,Non_Water,Non_Wetland,NULL,Grassland
387,NULL,Forest,Grassland,Non_Water,Non_Wetland,NULL,Forest
388,NULL,Forest,Grassland,Water,Non_Wetland,NULL,Grassland
389,NULL,Forest,Grassland,Water,Non_Wetland,NULL,Forest
390,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland
391,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,Forest
392,NULL,Forest,Wetland,NULL,Wetland,NULL,NULL
393,NULL,Forest,Wetland,NULL,Wetland,NULL,Grassland
394,NULL,Forest,Wetland,NULL,Wetland,NULL,Wetland
395,NULL,Forest,Wetland,NULL,Wetland,NULL,Forest
396,NULL,Forest,Wetland,Non_Water,Wetland,NULL,NULL
397,NULL,Forest,Wetland,Non_Water,Wetland,NULL,Grassland
398,NULL,Forest,Wetland,Non_Water,Wetland,NULL,Forest
399,NULL,Forest,Wetland,Water,Wetland,NULL,Grassland
400,NULL,Forest,Wetland,Water,Wetland,NULL,Wetland
401,NULL,Forest,Wetland,Water,Wetland,NULL,Forest
402,NULL,Forest,Bareland,NULL,Non_Wetland,NULL,Grassland
403,NULL,Forest,Bareland,NULL,Non_Wetland,NULL,Forest
404,NULL,Forest,Built-up,NULL,Non_Wetland,NULL,Built-up
405,NULL,Forest,Built-up,NULL,Non_Wetland,NULL,Forest
406,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL
407,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Grassland
408,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Wetland
409,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Forest
410,NULL,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL
411,NULL,Forest,Forest,Non_Water,Non_Wetland,NULL,Grassland
412,NULL,Forest,Forest,Non_Water,Non_Wetland,NULL,Forest
413,NULL,Forest,Forest,Water,Non_Wetland,NULL,Grassland
414,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland
415,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL,Grassland
416,Grassland,NULL,NULL,Water,Non_Wetland,NULL,Grassland
417,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL
418,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland
419,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Cropland
420,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland
421,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland
422,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up
423,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Water
424,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest
425,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL
426,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland
427,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Cropland
428,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Wetland
429,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water
430,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Forest
431,Grassland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL
432,Grassland,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland
433,Grassland,NULL,Shrubland,Water,Non_Wetland,NULL,Cropland
434,Grassland,NULL,Shrubland,Water,Non_Wetland,NULL,Wetland
435,Grassland,NULL,Shrubland,Water,Non_Wetland,NULL,Bareland
436,Grassland,NULL,Shrubland,Water,Non_Wetland,NULL,Water
437,Grassland,NULL,Shrubland,Water,Non_Wetland,NULL,Forest
438,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL
439,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland
440,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Cropland
441,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland
442,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Built-up
443,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Forest
444,Grassland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL
445,Grassland,NULL,Grassland,Non_Water,Non_Wetland,NULL,Grassland
446,Grassland,NULL,Grassland,Non_Water,Non_Wetland,NULL,Cropland
447,Grassland,NULL,Grassland,Non_Water,Non_Wetland,NULL,Wetland
448,Grassland,NULL,Grassland,Non_Water,Non_Wetland,NULL,Water
449,Grassland,NULL,Grassland,Non_Water,Non_Wetland,NULL,Forest
450,Grassland,NULL,Grassland,Water,Non_Wetland,NULL,NULL
451,Grassland,NULL,Grassland,Water,Non_Wetland,NULL,Grassland
452,Grassland,NULL,Grassland,Water,Non_Wetland,NULL,Cropland
453,Grassland,NULL,Grassland,Water,Non_Wetland,NULL,Wetland
454,Grassland,NULL,Grassland,Water,Non_Wetland,NULL,Water
455,Grassland,NULL,Grassland,Water,Non_Wetland,NULL,Forest
456,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL
457,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland
458,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Cropland
459,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland
460,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Forest
461,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL
462,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland
463,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Cropland
464,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Water
465,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Forest
466,Grassland,NULL,Cropland,Water,Non_Wetland,NULL,Grassland
467,Grassland,NULL,Cropland,Water,Non_Wetland,NULL,Cropland
468,Grassland,NULL,Cropland,Water,Non_Wetland,NULL,Water
469,Grassland,NULL,Cropland,Water,Non_Wetland,NULL,Forest
470,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL
471,Grassland,NULL,Wetland,NULL,Wetland,NULL,Grassland
472,Grassland,NULL,Wetland,NULL,Wetland,NULL,Cropland
473,Grassland,NULL,Wetland,NULL,Wetland,NULL,Wetland
474,Grassland,NULL,Wetland,NULL,Wetland,NULL,Water
475,Grassland,NULL,Wetland,NULL,Wetland,NULL,Forest
476,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,NULL
477,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,Grassland
478,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,Cropland
479,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,Wetland
480,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,Bareland
481,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,Water
482,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,Forest
483,Grassland,NULL,Wetland,Water,Wetland,NULL,NULL
484,Grassland,NULL,Wetland,Water,Wetland,NULL,Grassland
485,Grassland,NULL,Wetland,Water,Wetland,NULL,Cropland
486,Grassland,NULL,Wetland,Water,Wetland,NULL,Wetland
487,Grassland,NULL,Wetland,Water,Wetland,NULL,Bareland
488,Grassland,NULL,Wetland,Water,Wetland,NULL,Water
489,Grassland,NULL,Wetland,Water,Wetland,NULL,Forest
490,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,Grassland
491,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,Wetland
492,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,Bareland
493,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,Forest
494,Grassland,NULL,Bareland,Non_Water,Non_Wetland,NULL,Grassland
495,Grassland,NULL,Bareland,Non_Water,Non_Wetland,NULL,Bareland
496,Grassland,NULL,Bareland,Non_Water,Non_Wetland,NULL,Water
497,Grassland,NULL,Bareland,Water,Non_Wetland,NULL,NULL
498,Grassland,NULL,Bareland,Water,Non_Wetland,NULL,Grassland
499,Grassland,NULL,Bareland,Water,Non_Wetland,NULL,Water
500,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL
501,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland
502,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,Built-up
503,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,Forest
504,Grassland,NULL,Built-up,Water,Non_Wetland,NULL,Grassland
505,Grassland,NULL,Built-up,Water,Non_Wetland,NULL,Forest
506,Grassland,NULL,Water,NULL,Water,NULL,Grassland
507,Grassland,NULL,Water,NULL,Water,NULL,Water
508,Grassland,NULL,Water,NULL,Water,NULL,Forest
509,Grassland,NULL,Water,Non_Water,Water,NULL,Grassland
510,Grassland,NULL,Water,Non_Water,Water,NULL,Water
511,Grassland,NULL,Water,Non_Water,Water,NULL,Forest
512,Grassland,NULL,Water,Water,Water,NULL,Grassland
513,Grassland,NULL,Water,Water,Water,NULL,Wetland
514,Grassland,NULL,Water,Water,Water,NULL,Water
515,Grassland,NULL,Water,Water,Water,NULL,Forest
516,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL
517,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland
518,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Cropland
519,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Wetland
520,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Forest
521,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL
522,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,Grassland
523,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,Cropland
524,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,Wetland
525,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,Forest
526,Grassland,NULL,Forest,Water,Non_Wetland,NULL,Grassland
527,Grassland,NULL,Forest,Water,Non_Wetland,NULL,Cropland
528,Grassland,NULL,Forest,Water,Non_Wetland,NULL,Wetland
529,Grassland,NULL,Forest,Water,Non_Wetland,NULL,Forest
530,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland
531,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland
532,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Forest
533,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,Grassland
534,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,Forest
535,Grassland,Cropland,Shrubland,Water,Non_Wetland,NULL,Grassland
536,Grassland,Cropland,Shrubland,Water,Non_Wetland,NULL,Wetland
537,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL
538,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,Grassland
539,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,Wetland
540,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,Forest
541,Grassland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,Grassland
542,Grassland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,Forest
543,Grassland,Cropland,Grassland,Water,Non_Wetland,NULL,Grassland
544,Grassland,Cropland,Grassland,Water,Non_Wetland,NULL,Wetland
545,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland
546,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,Forest
547,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,Grassland
548,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,Forest
549,Grassland,Cropland,Cropland,Water,Non_Wetland,NULL,Grassland
550,Grassland,Cropland,Wetland,NULL,Wetland,NULL,Grassland
551,Grassland,Cropland,Wetland,NULL,Wetland,NULL,Forest
552,Grassland,Cropland,Wetland,Non_Water,Wetland,NULL,Grassland
553,Grassland,Cropland,Wetland,Non_Water,Wetland,NULL,Wetland
554,Grassland,Cropland,Wetland,Non_Water,Wetland,NULL,Water
555,Grassland,Cropland,Wetland,Non_Water,Wetland,NULL,Forest
556,Grassland,Cropland,Wetland,Water,Wetland,NULL,Grassland
557,Grassland,Cropland,Wetland,Water,Wetland,NULL,Cropland
558,Grassland,Cropland,Wetland,Water,Wetland,NULL,Wetland
559,Grassland,Cropland,Wetland,Water,Wetland,NULL,Bareland
560,Grassland,Cropland,Wetland,Water,Wetland,NULL,Water
561,Grassland,Cropland,Wetland,Water,Wetland,NULL,Forest
562,Grassland,Cropland,Bareland,NULL,Non_Wetland,NULL,Grassland
563,Grassland,Cropland,Bareland,NULL,Non_Wetland,NULL,Bareland
564,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland
565,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,Forest
566,Grassland,Cropland,Forest,Non_Water,Non_Wetland,NULL,Grassland
567,Grassland,Cropland,Forest,Non_Water,Non_Wetland,NULL,Forest
568,Grassland,Wetland,Shrubland,NULL,Non_Wetland,NULL,Grassland
569,Grassland,Wetland,Shrubland,NULL,Non_Wetland,NULL,Wetland
570,Grassland,Wetland,Shrubland,NULL,Non_Wetland,NULL,Forest
571,Grassland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL
572,Grassland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,Grassland
573,Grassland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,Wetland
574,Grassland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,Forest
575,Grassland,Wetland,Shrubland,Water,Non_Wetland,NULL,Grassland
576,Grassland,Wetland,Shrubland,Water,Non_Wetland,NULL,Wetland
577,Grassland,Wetland,Shrubland,Water,Non_Wetland,NULL,Forest
578,Grassland,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL
579,Grassland,Wetland,Grassland,NULL,Non_Wetland,NULL,Grassland
580,Grassland,Wetland,Grassland,NULL,Non_Wetland,NULL,Wetland
581,Grassland,Wetland,Grassland,NULL,Non_Wetland,NULL,Forest
582,Grassland,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL
583,Grassland,Wetland,Grassland,Non_Water,Non_Wetland,NULL,Grassland
584,Grassland,Wetland,Grassland,Non_Water,Non_Wetland,NULL,Cropland
585,Grassland,Wetland,Grassland,Non_Water,Non_Wetland,NULL,Wetland
586,Grassland,Wetland,Grassland,Non_Water,Non_Wetland,NULL,Forest
587,Grassland,Wetland,Grassland,Water,Non_Wetland,NULL,Grassland
588,Grassland,Wetland,Grassland,Water,Non_Wetland,NULL,Cropland
589,Grassland,Wetland,Grassland,Water,Non_Wetland,NULL,Wetland
590,Grassland,Wetland,Grassland,Water,Non_Wetland,NULL,Water
591,Grassland,Wetland,Grassland,Water,Non_Wetland,NULL,Forest
592,Grassland,Wetland,Cropland,NULL,Non_Wetland,NULL,Grassland
593,Grassland,Wetland,Cropland,NULL,Non_Wetland,NULL,Forest
594,Grassland,Wetland,Cropland,Non_Water,Non_Wetland,NULL,Grassland
595,Grassland,Wetland,Cropland,Non_Water,Non_Wetland,NULL,Forest
596,Grassland,Wetland,Cropland,Water,Non_Wetland,NULL,Grassland
597,Grassland,Wetland,Wetland,NULL,Wetland,NULL,NULL
598,Grassland,Wetland,Wetland,NULL,Wetland,NULL,Grassland
599,Grassland,Wetland,Wetland,NULL,Wetland,NULL,Cropland
600,Grassland,Wetland,Wetland,NULL,Wetland,NULL,Wetland
601,Grassland,Wetland,Wetland,NULL,Wetland,NULL,Water
602,Grassland,Wetland,Wetland,NULL,Wetland,NULL,Forest
603,Grassland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL
604,Grassland,Wetland,Wetland,Non_Water,Wetland,NULL,Grassland
605,Grassland,Wetland,Wetland,Non_Water,Wetland,NULL,Cropland
606,Grassland,Wetland,Wetland,Non_Water,Wetland,NULL,Wetland
607,Grassland,Wetland,Wetland,Non_Water,Wetland,NULL,Forest
608,Grassland,Wetland,Wetland,Water,Wetland,NULL,NULL
609,Grassland,Wetland,Wetland,Water,Wetland,NULL,Grassland
610,Grassland,Wetland,Wetland,Water,Wetland,NULL,Cropland
611,Grassland,Wetland,Wetland,Water,Wetland,NULL,Wetland
612,Grassland,Wetland,Wetland,Water,Wetland,NULL,Bareland
613,Grassland,Wetland,Wetland,Water,Wetland,NULL,Water
614,Grassland,Wetland,Wetland,Water,Wetland,NULL,Forest
615,Grassland,Wetland,Bareland,NULL,Non_Wetland,NULL,Grassland
616,Grassland,Wetland,Water,NULL,Water,NULL,Grassland
617,Grassland,Wetland,Water,NULL,Water,NULL,Forest
618,Grassland,Wetland,Water,Non_Water,Water,NULL,Grassland
619,Grassland,Wetland,Water,Non_Water,Water,NULL,Wetland
620,Grassland,Wetland,Water,Non_Water,Water,NULL,Forest
621,Grassland,Wetland,Water,Water,Water,NULL,Grassland
622,Grassland,Wetland,Water,Water,Water,NULL,Wetland
623,Grassland,Wetland,Water,Water,Water,NULL,Water
624,Grassland,Wetland,Water,Water,Water,NULL,Forest
625,Grassland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL
626,Grassland,Wetland,Forest,NULL,Non_Wetland,NULL,Grassland
627,Grassland,Wetland,Forest,NULL,Non_Wetland,NULL,Cropland
628,Grassland,Wetland,Forest,NULL,Non_Wetland,NULL,Water
629,Grassland,Wetland,Forest,NULL,Non_Wetland,NULL,Forest
630,Grassland,Wetland,Forest,Non_Water,Non_Wetland,NULL,Grassland
631,Grassland,Wetland,Forest,Non_Water,Non_Wetland,NULL,Cropland
632,Grassland,Wetland,Forest,Non_Water,Non_Wetland,NULL,Forest
633,Grassland,Wetland,Forest,Water,Non_Wetland,NULL,Grassland
634,Grassland,Wetland,Forest,Water,Non_Wetland,NULL,Wetland
635,Grassland,Wetland,Forest,Water,Non_Wetland,NULL,Forest
636,Grassland,Bareland,Shrubland,NULL,Non_Wetland,NULL,Grassland
637,Grassland,Bareland,Grassland,NULL,Non_Wetland,NULL,Grassland
638,Grassland,Bareland,Cropland,NULL,Non_Wetland,NULL,Grassland
639,Grassland,Bareland,Wetland,Water,Wetland,NULL,Grassland
640,Grassland,Bareland,Wetland,Water,Wetland,NULL,Bareland
641,Grassland,Bareland,Wetland,Water,Wetland,NULL,Water
642,Grassland,Bareland,Bareland,NULL,Non_Wetland,NULL,Grassland
643,Grassland,Built-up,Shrubland,NULL,Non_Wetland,NULL,Grassland
644,Grassland,Built-up,Shrubland,NULL,Non_Wetland,NULL,Forest
645,Grassland,Built-up,Grassland,NULL,Non_Wetland,NULL,Grassland
646,Grassland,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland
647,Grassland,Water,Shrubland,NULL,Non_Wetland,NULL,Grassland
648,Grassland,Water,Shrubland,NULL,Non_Wetland,NULL,Forest
649,Grassland,Water,Grassland,NULL,Non_Wetland,NULL,Grassland
650,Grassland,Water,Grassland,NULL,Non_Wetland,NULL,Forest
651,Grassland,Water,Grassland,Non_Water,Non_Wetland,NULL,Forest
652,Grassland,Water,Grassland,Water,Non_Wetland,NULL,Grassland
653,Grassland,Water,Cropland,NULL,Non_Wetland,NULL,Forest
654,Grassland,Water,Wetland,NULL,Wetland,NULL,Grassland
655,Grassland,Water,Wetland,NULL,Wetland,NULL,Water
656,Grassland,Water,Wetland,NULL,Wetland,NULL,Forest
657,Grassland,Water,Wetland,Non_Water,Wetland,NULL,Grassland
658,Grassland,Water,Wetland,Non_Water,Wetland,NULL,Forest
659,Grassland,Water,Wetland,Water,Wetland,NULL,Grassland
660,Grassland,Water,Wetland,Water,Wetland,NULL,Wetland
661,Grassland,Water,Wetland,Water,Wetland,NULL,Water
662,Grassland,Water,Wetland,Water,Wetland,NULL,Forest
663,Grassland,Water,Water,NULL,Water,NULL,Forest
664,Grassland,Water,Water,Water,Water,NULL,Grassland
665,Grassland,Water,Water,Water,Water,NULL,Wetland
666,Grassland,Water,Water,Water,Water,NULL,Water
667,Grassland,Water,Water,Water,Water,NULL,Forest
668,Grassland,Water,Forest,NULL,Non_Wetland,NULL,Grassland
669,Grassland,Water,Forest,NULL,Non_Wetland,NULL,Forest
670,Grassland,Water,Forest,Non_Water,Non_Wetland,NULL,Grassland
671,Grassland,Water,Forest,Non_Water,Non_Wetland,NULL,Forest
672,Grassland,Water,Forest,Water,Non_Wetland,NULL,Forest
673,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland
674,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest
675,Grassland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL
676,Grassland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Forest
677,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL
678,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,Grassland
679,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,Forest
680,Grassland,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL
681,Grassland,Forest,Grassland,Non_Water,Non_Wetland,NULL,Grassland
682,Grassland,Forest,Grassland,Non_Water,Non_Wetland,NULL,Forest
683,Grassland,Forest,Grassland,Water,Non_Wetland,NULL,Grassland
684,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland
685,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,Forest
686,Grassland,Forest,Wetland,NULL,Wetland,NULL,NULL
687,Grassland,Forest,Wetland,NULL,Wetland,NULL,Grassland
688,Grassland,Forest,Wetland,NULL,Wetland,NULL,Wetland
689,Grassland,Forest,Wetland,NULL,Wetland,NULL,Forest
690,Grassland,Forest,Wetland,Non_Water,Wetland,NULL,NULL
691,Grassland,Forest,Wetland,Non_Water,Wetland,NULL,Grassland
692,Grassland,Forest,Wetland,Non_Water,Wetland,NULL,Forest
693,Grassland,Forest,Wetland,Water,Wetland,NULL,Grassland
694,Grassland,Forest,Wetland,Water,Wetland,NULL,Cropland
695,Grassland,Forest,Wetland,Water,Wetland,NULL,Wetland
696,Grassland,Forest,Wetland,Water,Wetland,NULL,Water
697,Grassland,Forest,Wetland,Water,Wetland,NULL,Forest
698,Grassland,Forest,Water,Water,Water,NULL,Wetland
699,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL
700,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,Grassland
701,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,Forest
702,Grassland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL
703,Grassland,Forest,Forest,Non_Water,Non_Wetland,NULL,Grassland
704,Grassland,Forest,Forest,Non_Water,Non_Wetland,NULL,Forest
705,Grassland,Forest,Forest,Water,Non_Wetland,NULL,Grassland
706,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland
707,Cropland,NULL,NULL,Water,Non_Wetland,NULL,Grassland
708,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL
709,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland
710,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Cropland
711,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland
712,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up
713,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest
714,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland
715,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Cropland
716,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Bareland
717,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water
718,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Forest
719,Cropland,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland
720,Cropland,NULL,Shrubland,Water,Non_Wetland,NULL,Cropland
721,Cropland,NULL,Shrubland,Water,Non_Wetland,NULL,Wetland
722,Cropland,NULL,Shrubland,Water,Non_Wetland,NULL,Bareland
723,Cropland,NULL,Shrubland,Water,Non_Wetland,NULL,Water
724,Cropland,NULL,Shrubland,Water,Non_Wetland,NULL,Forest
725,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL
726,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland
727,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,Cropland
728,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland
729,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,Bareland
730,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,Built-up
731,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,Forest
732,Cropland,NULL,Grassland,Non_Water,Non_Wetland,NULL,Grassland
733,Cropland,NULL,Grassland,Non_Water,Non_Wetland,NULL,Cropland
734,Cropland,NULL,Grassland,Non_Water,Non_Wetland,NULL,Forest
735,Cropland,NULL,Grassland,Water,Non_Wetland,NULL,Grassland
736,Cropland,NULL,Grassland,Water,Non_Wetland,NULL,Cropland
737,Cropland,NULL,Grassland,Water,Non_Wetland,NULL,Wetland
738,Cropland,NULL,Grassland,Water,Non_Wetland,NULL,Forest
739,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland
740,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Cropland
741,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Forest
742,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland
743,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Cropland
744,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Forest
745,Cropland,NULL,Cropland,Water,Non_Wetland,NULL,Grassland
746,Cropland,NULL,Cropland,Water,Non_Wetland,NULL,Cropland
747,Cropland,NULL,Cropland,Water,Non_Wetland,NULL,Wetland
748,Cropland,NULL,Cropland,Water,Non_Wetland,NULL,Forest
749,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL
750,Cropland,NULL,Wetland,NULL,Wetland,NULL,Grassland
751,Cropland,NULL,Wetland,NULL,Wetland,NULL,Wetland
752,Cropland,NULL,Wetland,NULL,Wetland,NULL,Bareland
753,Cropland,NULL,Wetland,NULL,Wetland,NULL,Forest
754,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,NULL
755,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,Grassland
756,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,Cropland
757,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,Wetland
758,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,Water
759,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,Forest
760,Cropland,NULL,Wetland,Water,Wetland,NULL,Grassland
761,Cropland,NULL,Wetland,Water,Wetland,NULL,Cropland
762,Cropland,NULL,Wetland,Water,Wetland,NULL,Wetland
763,Cropland,NULL,Wetland,Water,Wetland,NULL,Bareland
764,Cropland,NULL,Wetland,Water,Wetland,NULL,Water
765,Cropland,NULL,Wetland,Water,Wetland,NULL,Forest
