Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21KXU_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21KXU_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21KXU_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21KXU_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21KXU_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21KXU_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21KXU_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21KXU_M_R
1017,NULL,NULL,Water,Water,Water,Grassland,Grassland,Grassland
1018,NULL,NULL,Water,Water,Water,Grassland,Grassland,Wetland
1019,NULL,NULL,Water,Water,Water,Grassland,Grassland,Water
1020,NULL,NULL,Water,Water,Water,Grassland,Wetland,Wetland
1021,NULL,NULL,Water,Water,Water,Grassland,Water,Wetland
1022,NULL,NULL,Water,Water,Water,Grassland,Forest,Wetland
1023,NULL,NULL,Water,Water,Water,Wetland,Grassland,Grassland
1024,NULL,NULL,Water,Water,Water,Wetland,Grassland,Wetland
1025,NULL,NULL,Water,Water,Water,Wetland,Grassland,Water
1026,NULL,NULL,Water,Water,Water,Wetland,Grassland,Forest
1027,NULL,NULL,Water,Water,Water,Wetland,Wetland,Wetland
1028,NULL,NULL,Water,Water,Water,Wetland,Wetland,Water
1029,NULL,NULL,Water,Water,Water,Wetland,Water,Wetland
1030,NULL,NULL,Water,Water,Water,Wetland,Water,Water
1031,NULL,NULL,Water,Water,Water,Wetland,Forest,Wetland
1032,NULL,NULL,Water,Water,Water,Bareland,Grassland,Bareland
1033,NULL,NULL,Water,Water,Water,Water,Grassland,Wetland
1034,NULL,NULL,Water,Water,Water,Water,Grassland,Water
1035,NULL,NULL,Water,Water,Water,Water,Grassland,Forest
1036,NULL,NULL,Water,Water,Water,Water,Wetland,Wetland
1037,NULL,NULL,Water,Water,Water,Water,Wetland,Water
1038,NULL,NULL,Water,Water,Water,Water,Water,Wetland
1039,NULL,NULL,Water,Water,Water,Water,Water,Water
1040,NULL,NULL,Water,Water,Water,Forest,NULL,Water
1041,NULL,NULL,Water,Water,Water,Forest,Grassland,Wetland
1042,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1043,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1044,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
1045,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1046,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,NULL
1047,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Grassland
1048,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
1049,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,NULL
1050,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
1051,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Cropland
1052,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Wetland
1053,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
1054,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Wetland
1055,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Water
1056,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Bareland,Forest
1057,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Forest,NULL
1058,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
1059,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Wetland
1060,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Forest
1061,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,NULL
1062,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
1063,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
1064,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
1065,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
1066,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
1067,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
1068,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,NULL
1069,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
1070,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Wetland
1071,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
1072,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Wetland,NULL
1073,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Wetland,Grassland
1074,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Wetland,Wetland
1075,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Wetland,Forest
1076,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Bareland,Forest
1077,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Water,Wetland
1078,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,NULL
1079,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Grassland
1080,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Wetland
1081,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
1082,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,NULL
1083,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
1084,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Cropland
1085,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Wetland
1086,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
1087,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,NULL
1088,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1089,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Wetland
1090,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
1091,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
1092,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1093,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
1094,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Wetland
1095,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Bareland
1096,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Built-up
1097,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1098,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,NULL
1099,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
1100,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Wetland
1101,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Water
1102,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
1103,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
1104,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Grassland
1105,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Wetland
1106,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Forest
1107,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
1108,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
1109,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Wetland
1110,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
1111,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,Grassland
1112,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,Forest
1113,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,Shrubland,Forest
1114,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,NULL
1115,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Grassland
1116,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Forest
1117,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,Forest,NULL
1118,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,Forest,Forest
1119,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,NULL
1120,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
1121,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Wetland
1122,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
1123,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,NULL
1124,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,Grassland
1125,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,Wetland
1126,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,Forest
1127,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,NULL
1128,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
1129,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Wetland
1130,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Water
1131,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
1132,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
1133,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
1134,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
1135,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
1136,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Grassland
1137,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Wetland
1138,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Forest
1139,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
1140,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Wetland
1141,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
1142,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
1143,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Bareland
1144,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
1145,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,Forest
1146,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,NULL
1147,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
1148,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Bareland
1149,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Water
1150,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
1151,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
1152,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,NULL
1153,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
1154,NULL,NULL,Forest,NULL,Non_Wetland,Water,NULL,Grassland
1155,NULL,NULL,Forest,NULL,Non_Wetland,Water,NULL,Forest
1156,NULL,NULL,Forest,NULL,Non_Wetland,Water,Shrubland,Wetland
1157,NULL,NULL,Forest,NULL,Non_Wetland,Water,Shrubland,Forest
1158,NULL,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
1159,NULL,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Wetland
1160,NULL,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Water
1161,NULL,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Forest
1162,NULL,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
1163,NULL,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Wetland
1164,NULL,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Forest
1165,NULL,NULL,Forest,NULL,Non_Wetland,Water,Water,Wetland
1166,NULL,NULL,Forest,NULL,Non_Wetland,Water,Forest,Wetland
1167,NULL,NULL,Forest,NULL,Non_Wetland,Water,Forest,Forest
1168,NULL,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Grassland
1169,NULL,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Water
1170,NULL,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Forest
1171,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,Wetland
1172,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
1173,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,NULL
1174,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
1175,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Wetland
1176,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
1177,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,Wetland
1178,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
1179,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Bareland,Grassland
1180,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Water,Wetland
1181,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Water,Forest
1182,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
1183,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Wetland
1184,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
1185,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1186,NULL,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
1187,NULL,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Grassland,NULL
1188,NULL,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Grassland,Wetland
1189,NULL,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Grassland,Forest
1190,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Shrubland,Wetland
1191,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,NULL
1192,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1193,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
1194,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Forest
1195,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Wetland
1196,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Forest
1197,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Water,Grassland
1198,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Water,Wetland
1199,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Forest,Grassland
1200,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Shrubland,Forest
1201,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
1202,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
1203,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Water
1204,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Forest
1205,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1206,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
1207,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Water
1208,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1209,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Water,Grassland
1210,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Water,Wetland
1211,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Water,Forest
1212,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Forest,Wetland
1213,NULL,NULL,Forest,Non_Water,Non_Wetland,Water,Grassland,Grassland
1214,NULL,NULL,Forest,Non_Water,Non_Wetland,Water,Grassland,Wetland
1215,NULL,NULL,Forest,Non_Water,Non_Wetland,Water,Grassland,Forest
1216,NULL,NULL,Forest,Non_Water,Non_Wetland,Water,Wetland,Grassland
1217,NULL,NULL,Forest,Non_Water,Non_Wetland,Water,Wetland,Wetland
1218,NULL,NULL,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
1219,NULL,NULL,Forest,Non_Water,Non_Wetland,Water,Water,Wetland
1220,NULL,NULL,Forest,Non_Water,Non_Wetland,Water,Water,Water
1221,NULL,NULL,Forest,Non_Water,Non_Wetland,Water,Water,Forest
1222,NULL,NULL,Forest,Non_Water,Non_Wetland,Forest,Grassland,Wetland
1223,NULL,NULL,Forest,Non_Water,Non_Wetland,Forest,Grassland,Forest
1224,NULL,NULL,Forest,Non_Water,Non_Wetland,Forest,Wetland,Wetland
1225,NULL,NULL,Forest,Non_Water,Non_Wetland,Forest,Forest,Wetland
1226,NULL,NULL,Forest,Water,Non_Wetland,NULL,Wetland,Wetland
1227,NULL,NULL,Forest,Water,Non_Wetland,Shrubland,Grassland,Wetland
1228,NULL,NULL,Forest,Water,Non_Wetland,Shrubland,Grassland,Forest
1229,NULL,NULL,Forest,Water,Non_Wetland,Grassland,Grassland,Grassland
1230,NULL,NULL,Forest,Water,Non_Wetland,Grassland,Grassland,Wetland
1231,NULL,NULL,Forest,Water,Non_Wetland,Grassland,Grassland,Forest
1232,NULL,NULL,Forest,Water,Non_Wetland,Grassland,Wetland,Grassland
1233,NULL,NULL,Forest,Water,Non_Wetland,Grassland,Wetland,Wetland
1234,NULL,NULL,Forest,Water,Non_Wetland,Grassland,Wetland,Water
1235,NULL,NULL,Forest,Water,Non_Wetland,Grassland,Water,Wetland
1236,NULL,NULL,Forest,Water,Non_Wetland,Wetland,Grassland,Grassland
1237,NULL,NULL,Forest,Water,Non_Wetland,Wetland,Grassland,Wetland
1238,NULL,NULL,Forest,Water,Non_Wetland,Wetland,Grassland,Forest
1239,NULL,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Grassland
1240,NULL,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Wetland
1241,NULL,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Water
1242,NULL,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Forest
1243,NULL,NULL,Forest,Water,Non_Wetland,Wetland,Water,Wetland
1244,NULL,NULL,Forest,Water,Non_Wetland,Bareland,Grassland,Grassland
1245,NULL,NULL,Forest,Water,Non_Wetland,Water,Grassland,Wetland
1246,NULL,NULL,Forest,Water,Non_Wetland,Water,Grassland,Water
1247,NULL,NULL,Forest,Water,Non_Wetland,Water,Grassland,Forest
1248,NULL,NULL,Forest,Water,Non_Wetland,Water,Wetland,Wetland
1249,NULL,NULL,Forest,Water,Non_Wetland,Water,Wetland,Water
1250,NULL,NULL,Forest,Water,Non_Wetland,Water,Wetland,Forest
1251,NULL,NULL,Forest,Water,Non_Wetland,Water,Water,Wetland
1252,NULL,NULL,Forest,Water,Non_Wetland,Water,Water,Water
1253,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1254,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
1255,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1256,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Shrubland,NULL
1257,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Shrubland,Forest
1258,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
1259,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
1260,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Forest,Forest
1261,NULL,Cropland,NULL,NULL,Non_Wetland,Shrubland,NULL,Forest
1262,NULL,Cropland,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
1263,NULL,Cropland,NULL,NULL,Non_Wetland,Shrubland,Forest,Forest
1264,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
1265,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Wetland
1266,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
1267,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
1268,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
1269,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
1270,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
1271,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Wetland
1272,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Bareland
1273,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
1274,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
1275,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Cropland
1276,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
1277,NULL,Cropland,NULL,NULL,Non_Wetland,Cropland,Grassland,Grassland
1278,NULL,Cropland,NULL,NULL,Non_Wetland,Cropland,Grassland,Forest
1279,NULL,Cropland,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
1280,NULL,Cropland,NULL,NULL,Non_Wetland,Wetland,Grassland,Wetland
1281,NULL,Cropland,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
1282,NULL,Cropland,NULL,NULL,Non_Wetland,Wetland,Wetland,Wetland
1283,NULL,Cropland,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
1284,NULL,Cropland,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
1285,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Forest
1286,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Bareland
1287,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
1288,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
1289,NULL,Cropland,NULL,NULL,Non_Wetland,Forest,NULL,Forest
1290,NULL,Cropland,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
1291,NULL,Cropland,NULL,NULL,Non_Wetland,Forest,Forest,Forest
1292,NULL,Cropland,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1293,NULL,Cropland,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
1294,NULL,Cropland,NULL,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
1295,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1296,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1297,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1298,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
1299,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
1300,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
1301,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
1302,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Cropland
1303,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
1304,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
1305,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Bareland,NULL
1306,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Bareland,Grassland
1307,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Bareland,Bareland
1308,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Bareland,Forest
1309,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Forest,NULL
1310,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
1311,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Forest,Cropland
1312,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
1313,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
1314,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
1315,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Bareland
1316,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
1317,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
1318,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
1319,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
1320,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
1321,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
1322,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Forest,NULL
1323,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
1324,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Wetland
1325,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
1326,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
1327,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
1328,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
1329,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Wetland
1330,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
1331,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
1332,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1333,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Wetland
1334,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
1335,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
1336,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1337,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
1338,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Wetland
1339,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
1340,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
1341,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
1342,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1343,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Wetland
1344,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
1345,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
1346,NULL,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
1347,NULL,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Forest
1348,NULL,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
1349,NULL,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,NULL
