Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23MNQ_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23MNQ_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23MNQ_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23MNQ_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23MNQ_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23MNQ_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23MNQ_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23MNQ_M_R
1620,NULL,Cropland,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
1621,NULL,Cropland,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
1622,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,Forest,NULL
1623,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
1624,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,Forest,Grassland
1625,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
1626,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1627,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1628,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,Shrubland,Grassland
1629,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,Shrubland,Forest
1630,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,Grassland,NULL
1631,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
1632,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,Grassland,Wetland
1633,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,Grassland,Built-up
1634,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
1635,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,Built-up,Forest
1636,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,Forest,NULL
1637,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,Forest,Grassland
1638,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,Forest,Cropland
1639,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
1640,NULL,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
1641,NULL,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Grassland,NULL
1642,NULL,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
1643,NULL,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Forest
1644,NULL,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Forest,Grassland
1645,NULL,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Forest,Forest
1646,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,NULL
1647,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
1648,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Cropland
1649,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
1650,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Shrubland,NULL
1651,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1652,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Forest
1653,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
1654,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1655,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Cropland
1656,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Wetland
1657,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Bareland
1658,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Built-up
1659,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
1660,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Built-up,Grassland
1661,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Built-up,Built-up
1662,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Built-up,Forest
1663,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Water,Forest
1664,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Forest,NULL
1665,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
1666,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Forest,Cropland
1667,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
1668,NULL,Cropland,Grassland,NULL,Non_Wetland,Cropland,NULL,Grassland
1669,NULL,Cropland,Grassland,NULL,Non_Wetland,Cropland,NULL,Forest
1670,NULL,Cropland,Grassland,NULL,Non_Wetland,Cropland,Grassland,NULL
1671,NULL,Cropland,Grassland,NULL,Non_Wetland,Cropland,Grassland,Grassland
1672,NULL,Cropland,Grassland,NULL,Non_Wetland,Cropland,Grassland,Cropland
1673,NULL,Cropland,Grassland,NULL,Non_Wetland,Cropland,Grassland,Forest
1674,NULL,Cropland,Grassland,NULL,Non_Wetland,Cropland,Forest,Forest
1675,NULL,Cropland,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1676,NULL,Cropland,Grassland,NULL,Non_Wetland,Bareland,NULL,NULL
1677,NULL,Cropland,Grassland,NULL,Non_Wetland,Bareland,NULL,Grassland
1678,NULL,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,NULL
1679,NULL,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1680,NULL,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Built-up
1681,NULL,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
1682,NULL,Cropland,Grassland,NULL,Non_Wetland,Bareland,Bareland,Cropland
1683,NULL,Cropland,Grassland,NULL,Non_Wetland,Bareland,Built-up,Grassland
1684,NULL,Cropland,Grassland,NULL,Non_Wetland,Bareland,Built-up,Bareland
1685,NULL,Cropland,Grassland,NULL,Non_Wetland,Bareland,Forest,NULL
1686,NULL,Cropland,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
1687,NULL,Cropland,Grassland,NULL,Non_Wetland,Bareland,Forest,Bareland
1688,NULL,Cropland,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
1689,NULL,Cropland,Grassland,NULL,Non_Wetland,Built-up,Grassland,NULL
1690,NULL,Cropland,Grassland,NULL,Non_Wetland,Built-up,Grassland,Grassland
1691,NULL,Cropland,Grassland,NULL,Non_Wetland,Built-up,Built-up,Grassland
1692,NULL,Cropland,Grassland,NULL,Non_Wetland,Built-up,Built-up,Forest
1693,NULL,Cropland,Grassland,NULL,Non_Wetland,Forest,NULL,NULL
1694,NULL,Cropland,Grassland,NULL,Non_Wetland,Forest,NULL,Grassland
1695,NULL,Cropland,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
1696,NULL,Cropland,Grassland,NULL,Non_Wetland,Forest,Shrubland,Grassland
1697,NULL,Cropland,Grassland,NULL,Non_Wetland,Forest,Shrubland,Forest
1698,NULL,Cropland,Grassland,NULL,Non_Wetland,Forest,Grassland,NULL
1699,NULL,Cropland,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
1700,NULL,Cropland,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
1701,NULL,Cropland,Grassland,NULL,Non_Wetland,Forest,Forest,NULL
1702,NULL,Cropland,Grassland,NULL,Non_Wetland,Forest,Forest,Grassland
1703,NULL,Cropland,Grassland,NULL,Non_Wetland,Forest,Forest,Cropland
1704,NULL,Cropland,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
1705,NULL,Cropland,Grassland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
1706,NULL,Cropland,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1707,NULL,Cropland,Grassland,Non_Water,Non_Wetland,Grassland,Forest,Grassland
1708,NULL,Cropland,Grassland,Water,Non_Wetland,Grassland,Grassland,Grassland
1709,NULL,Cropland,Grassland,Water,Non_Wetland,Grassland,Grassland,Wetland
1710,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
1711,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1712,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
1713,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
1714,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1715,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,NULL
1716,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
1717,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
1718,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Bareland
1719,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Built-up
1720,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
1721,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
1722,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Built-up,Grassland
1723,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Forest,NULL
1724,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
1725,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
1726,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
1727,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
1728,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
1729,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
1730,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1731,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
1732,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Wetland
1733,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
1734,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
1735,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
1736,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1737,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Built-up,NULL
1738,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
1739,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Built-up,Forest
1740,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,NULL
1741,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
1742,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Cropland
1743,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
1744,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
1745,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
1746,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Forest
1747,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,NULL
1748,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
1749,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
1750,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Forest,Grassland
1751,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Forest,Forest
1752,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,NULL
1753,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
1754,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
1755,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
1756,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Built-up
1757,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,NULL
1758,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1759,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
1760,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
1761,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
1762,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
1763,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1764,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Cropland
1765,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Built-up,Grassland
1766,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Built-up,Bareland
1767,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Forest,NULL
1768,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
1769,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Forest,Bareland
1770,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Forest,Built-up
1771,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Forest,Forest
1772,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,NULL,Grassland
1773,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
1774,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,Grassland,Cropland
1775,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,Grassland,Built-up
1776,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,Built-up,NULL
1777,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
1778,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,Forest,Grassland
1779,NULL,Cropland,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
1780,NULL,Cropland,Cropland,NULL,Non_Wetland,Forest,Grassland,NULL
1781,NULL,Cropland,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
1782,NULL,Cropland,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
1783,NULL,Cropland,Cropland,NULL,Non_Wetland,Forest,Forest,NULL
1784,NULL,Cropland,Cropland,NULL,Non_Wetland,Forest,Forest,Grassland
1785,NULL,Cropland,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
1786,NULL,Cropland,Cropland,Non_Water,Non_Wetland,NULL,Forest,Grassland
1787,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1788,NULL,Cropland,Wetland,NULL,Wetland,NULL,NULL,Grassland
1789,NULL,Cropland,Wetland,NULL,Wetland,NULL,Grassland,NULL
1790,NULL,Cropland,Wetland,NULL,Wetland,NULL,Grassland,Grassland
1791,NULL,Cropland,Wetland,NULL,Wetland,NULL,Grassland,Forest
1792,NULL,Cropland,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
1793,NULL,Cropland,Wetland,NULL,Wetland,Grassland,Forest,NULL
1794,NULL,Cropland,Wetland,NULL,Wetland,Grassland,Forest,Cropland
1795,NULL,Cropland,Wetland,NULL,Wetland,Grassland,Forest,Forest
1796,NULL,Cropland,Wetland,NULL,Wetland,Bareland,Forest,Forest
1797,NULL,Cropland,Wetland,NULL,Wetland,Forest,Forest,NULL
1798,NULL,Cropland,Wetland,NULL,Wetland,Forest,Forest,Forest
1799,NULL,Cropland,Bareland,NULL,Non_Wetland,Grassland,NULL,Grassland
1800,NULL,Cropland,Bareland,NULL,Non_Wetland,Grassland,Grassland,NULL
1801,NULL,Cropland,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1802,NULL,Cropland,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
1803,NULL,Cropland,Bareland,NULL,Non_Wetland,Grassland,Forest,Forest
1804,NULL,Cropland,Bareland,NULL,Non_Wetland,Bareland,NULL,Grassland
1805,NULL,Cropland,Bareland,NULL,Non_Wetland,Forest,NULL,Forest
1806,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1807,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
1808,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1809,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,Grassland,NULL
1810,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,Grassland,Grassland
1811,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,Grassland,Wetland
1812,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,Grassland,Built-up
1813,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,Grassland,Forest
1814,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,Built-up,Grassland
1815,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,Built-up,Built-up
1816,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,Forest,Grassland
1817,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,Forest,Built-up
1818,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,Forest,Forest
1819,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,NULL
1820,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
1821,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,Forest
1822,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,NULL
1823,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
1824,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
1825,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
1826,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
1827,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Built-up,Built-up
1828,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Built-up,Forest
1829,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Forest,Grassland
1830,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Forest,Built-up
1831,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,NULL
1832,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
1833,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,Bareland
1834,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
1835,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,Forest
1836,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,NULL
1837,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
1838,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Bareland
1839,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
1840,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
1841,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
1842,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
1843,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Built-up,Grassland
1844,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Built-up,Built-up
1845,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Forest,Bareland
1846,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Forest,Built-up
1847,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Forest,Forest
1848,NULL,Cropland,Built-up,NULL,Non_Wetland,Built-up,NULL,NULL
1849,NULL,Cropland,Built-up,NULL,Non_Wetland,Built-up,Grassland,Grassland
1850,NULL,Cropland,Built-up,NULL,Non_Wetland,Built-up,Grassland,Built-up
1851,NULL,Cropland,Built-up,NULL,Non_Wetland,Built-up,Bareland,Built-up
1852,NULL,Cropland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
1853,NULL,Cropland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
1854,NULL,Cropland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Forest
1855,NULL,Cropland,Built-up,NULL,Non_Wetland,Built-up,Forest,Built-up
1856,NULL,Cropland,Water,NULL,Water,Grassland,Grassland,Grassland
1857,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1858,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1859,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
1860,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1861,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Shrubland,Grassland
1862,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
1863,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,NULL
1864,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
1865,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Bareland
1866,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
1867,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Bareland,Grassland
1868,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Built-up,Bareland
1869,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Built-up,Forest
1870,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Forest,NULL
1871,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
1872,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Forest,Built-up
1873,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Forest,Forest
1874,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
1875,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
1876,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,NULL
1877,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
1878,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
1879,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,Forest,NULL
1880,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,Forest,Grassland
1881,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
1882,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,NULL
1883,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
1884,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Cropland
1885,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Built-up
1886,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
1887,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1888,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
1889,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
1890,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1891,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
1892,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Wetland
1893,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Bareland
1894,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Built-up
1895,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1896,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
1897,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Built-up,Grassland
1898,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Built-up,Forest
1899,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
1900,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
1901,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Cropland
1902,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Built-up
1903,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
1904,NULL,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,NULL
1905,NULL,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,Grassland
1906,NULL,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,Cropland
1907,NULL,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,Forest
1908,NULL,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,NULL
1909,NULL,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,Grassland
1910,NULL,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,Cropland
1911,NULL,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,Forest
1912,NULL,Cropland,Forest,NULL,Non_Wetland,Cropland,Forest,NULL
1913,NULL,Cropland,Forest,NULL,Non_Wetland,Cropland,Forest,Grassland
1914,NULL,Cropland,Forest,NULL,Non_Wetland,Cropland,Forest,Forest
1915,NULL,Cropland,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
1916,NULL,Cropland,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
1917,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,NULL
1918,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
1919,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,Cropland
1920,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,Built-up
1921,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
1922,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,NULL
1923,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
1924,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Cropland
1925,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Built-up
1926,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
1927,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
1928,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Bareland,Cropland
1929,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
1930,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Built-up,Grassland
1931,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Forest,NULL
1932,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
1933,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Forest,Cropland
1934,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Forest,Bareland
1935,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Forest,Built-up
1936,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
1937,NULL,Cropland,Forest,NULL,Non_Wetland,Built-up,NULL,Grassland
1938,NULL,Cropland,Forest,NULL,Non_Wetland,Built-up,Grassland,Grassland
1939,NULL,Cropland,Forest,NULL,Non_Wetland,Built-up,Grassland,Forest
1940,NULL,Cropland,Forest,NULL,Non_Wetland,Built-up,Built-up,Grassland
