Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22NDJ_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22NDJ_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22NDJ_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22NDJ_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22NDJ_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22NDJ_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22NDJ_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22NDJ_M_R
1029,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Water,Wetland
1030,Cropland,NULL,NULL,NULL,Non_Wetland,Water,Wetland,Wetland
1031,Cropland,NULL,NULL,NULL,Non_Wetland,Water,Water,Wetland
1032,Cropland,NULL,NULL,Water,Non_Wetland,Wetland,Wetland,Wetland
1033,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
1034,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
1035,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
1036,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1037,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Wetland
1038,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
1039,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1040,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Wetland
1041,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
1042,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
1043,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
1044,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
1045,Cropland,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
1046,Cropland,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Wetland
1047,Cropland,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
1048,Cropland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1049,Cropland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Built-up
1050,Cropland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
1051,Cropland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1052,Cropland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Cropland
1053,Cropland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
1054,Cropland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Built-up
1055,Cropland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
1056,Cropland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Grassland
1057,Cropland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
1058,Cropland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
1059,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1060,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
1061,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
1062,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Wetland
1063,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Bareland
1064,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
1065,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
1066,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Wetland
1067,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
1068,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Bareland
1069,Cropland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
1070,Cropland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Wetland,Grassland
1071,Cropland,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
1072,Cropland,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Wetland
1073,Cropland,NULL,Shrubland,NULL,Non_Wetland,Water,Forest,Grassland
1074,Cropland,NULL,Shrubland,NULL,Non_Wetland,Water,Forest,Forest
1075,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
1076,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Wetland
1077,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1078,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
1079,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Grassland
1080,Cropland,NULL,Shrubland,Water,Non_Wetland,Grassland,Wetland,Forest
1081,Cropland,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Wetland
1082,Cropland,NULL,Shrubland,Water,Non_Wetland,Bareland,Wetland,Wetland
1083,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1084,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
1085,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1086,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Wetland
1087,Cropland,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1088,Cropland,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
1089,Cropland,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1090,Cropland,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Wetland
1091,Cropland,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
1092,Cropland,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,Grassland
1093,Cropland,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,Built-up
1094,Cropland,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
1095,Cropland,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Wetland
1096,Cropland,NULL,Wetland,NULL,Wetland,NULL,Wetland,Forest
1097,Cropland,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
1098,Cropland,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Wetland
1099,Cropland,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Forest
1100,Cropland,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
1101,Cropland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
1102,Cropland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
1103,Cropland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Forest
1104,Cropland,NULL,Wetland,NULL,Wetland,Wetland,Water,Grassland
1105,Cropland,NULL,Wetland,NULL,Wetland,Wetland,Water,Wetland
1106,Cropland,NULL,Wetland,NULL,Wetland,Bareland,Wetland,Grassland
1107,Cropland,NULL,Wetland,NULL,Wetland,Bareland,Wetland,Wetland
1108,Cropland,NULL,Wetland,NULL,Wetland,Bareland,Wetland,Forest
1109,Cropland,NULL,Wetland,NULL,Wetland,Bareland,Water,Wetland
1110,Cropland,NULL,Wetland,NULL,Wetland,Water,Wetland,Wetland
1111,Cropland,NULL,Wetland,NULL,Wetland,Water,Water,Wetland
1112,Cropland,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
1113,Cropland,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Wetland
1114,Cropland,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
1115,Cropland,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
1116,Cropland,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
1117,Cropland,NULL,Wetland,Non_Water,Wetland,Bareland,Wetland,Wetland
1118,Cropland,NULL,Wetland,Water,Wetland,Wetland,Wetland,Grassland
1119,Cropland,NULL,Wetland,Water,Wetland,Wetland,Wetland,Wetland
1120,Cropland,NULL,Wetland,Water,Wetland,Wetland,Wetland,Bareland
1121,Cropland,NULL,Wetland,Water,Wetland,Bareland,Wetland,Grassland
1122,Cropland,NULL,Wetland,Water,Wetland,Bareland,Wetland,Wetland
1123,Cropland,NULL,Wetland,Water,Wetland,Water,Wetland,Grassland
1124,Cropland,NULL,Wetland,Water,Wetland,Water,Wetland,Wetland
1125,Cropland,NULL,Water,NULL,Water,Wetland,Wetland,Wetland
1126,Cropland,NULL,Water,NULL,Water,Bareland,Wetland,Grassland
1127,Cropland,NULL,Water,NULL,Water,Bareland,Wetland,Wetland
1128,Cropland,NULL,Water,NULL,Water,Water,Wetland,Wetland
1129,Cropland,NULL,Water,Water,Water,Wetland,Wetland,Wetland
1130,Cropland,NULL,Water,Water,Water,Bareland,Wetland,Wetland
1131,Cropland,NULL,Water,Water,Water,Water,Wetland,Wetland
1132,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
1133,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
1134,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1135,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1136,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
1137,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Wetland
1138,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
1139,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
1140,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
1141,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
1142,Cropland,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
1143,Cropland,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
1144,Cropland,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
1145,Cropland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
1146,Cropland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
1147,Cropland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
1148,Cropland,NULL,Forest,NULL,Non_Wetland,Wetland,Bareland,Grassland
1149,Cropland,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Wetland
1150,Cropland,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
1151,Cropland,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
1152,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
1153,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
1154,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
1155,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Wetland
1156,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
1157,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,Water,Wetland
1158,Cropland,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Wetland
1159,Cropland,NULL,Forest,NULL,Non_Wetland,Water,Water,Wetland
1160,Cropland,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
1161,Cropland,NULL,Forest,Water,Non_Wetland,Bareland,Wetland,Wetland
1162,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1163,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Wetland
1164,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1165,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Cropland
1166,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
1167,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Wetland
1168,Cropland,Cropland,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
1169,Cropland,Cropland,Wetland,NULL,Wetland,Bareland,Wetland,Wetland
1170,Cropland,Cropland,Wetland,NULL,Wetland,Water,Wetland,Wetland
1171,Cropland,Cropland,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
1172,Cropland,Wetland,Shrubland,NULL,Non_Wetland,NULL,Wetland,Wetland
1173,Cropland,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Wetland
1174,Cropland,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
1175,Cropland,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
1176,Cropland,Wetland,Wetland,NULL,Wetland,NULL,Wetland,Wetland
1177,Cropland,Wetland,Wetland,NULL,Wetland,NULL,Wetland,Forest
1178,Cropland,Wetland,Wetland,NULL,Wetland,Grassland,Wetland,Wetland
1179,Cropland,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
1180,Cropland,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Forest
1181,Cropland,Wetland,Wetland,NULL,Wetland,Wetland,Water,Wetland
1182,Cropland,Wetland,Wetland,NULL,Wetland,Bareland,Wetland,Wetland
1183,Cropland,Wetland,Wetland,NULL,Wetland,Water,Wetland,Forest
1184,Cropland,Wetland,Wetland,NULL,Wetland,Water,Water,Wetland
1185,Cropland,Wetland,Water,NULL,Water,Bareland,Wetland,Wetland
1186,Cropland,Wetland,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
1187,Cropland,Wetland,Forest,NULL,Non_Wetland,Grassland,Wetland,Wetland
1188,Cropland,Wetland,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
1189,Cropland,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
1190,Cropland,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
1191,Cropland,Bareland,NULL,NULL,Non_Wetland,Bareland,Wetland,Wetland
1192,Cropland,Bareland,Wetland,NULL,Wetland,Bareland,Wetland,Wetland
1193,Cropland,Water,NULL,NULL,Non_Wetland,Water,Water,Water
1194,Cropland,Water,Wetland,NULL,Wetland,NULL,Wetland,Forest
1195,Cropland,Water,Wetland,NULL,Wetland,Wetland,Wetland,Water
1196,Cropland,Water,Wetland,NULL,Wetland,Wetland,Wetland,Forest
1197,Cropland,Water,Wetland,NULL,Wetland,Wetland,Water,Water
1198,Cropland,Water,Wetland,NULL,Wetland,Water,Wetland,Water
1199,Cropland,Water,Wetland,NULL,Wetland,Water,Wetland,Forest
1200,Cropland,Water,Wetland,NULL,Wetland,Water,Water,Water
1201,Cropland,Water,Wetland,NULL,Wetland,Water,Water,Forest
1202,Cropland,Water,Wetland,Non_Water,Wetland,NULL,Water,Water
1203,Cropland,Water,Wetland,Non_Water,Wetland,Wetland,Water,Forest
1204,Cropland,Water,Wetland,Non_Water,Wetland,Water,Water,Water
1205,Cropland,Water,Wetland,Water,Wetland,Wetland,Wetland,Forest
1206,Cropland,Water,Wetland,Water,Wetland,Wetland,Water,Forest
1207,Cropland,Water,Wetland,Water,Wetland,Water,Water,Water
1208,Cropland,Water,Water,NULL,Water,NULL,Wetland,Forest
1209,Cropland,Water,Water,NULL,Water,Wetland,Wetland,Forest
1210,Cropland,Water,Water,NULL,Water,Wetland,Water,Forest
1211,Cropland,Water,Water,NULL,Water,Water,Wetland,Water
1212,Cropland,Water,Water,NULL,Water,Water,Water,Water
1213,Cropland,Water,Water,Non_Water,Water,NULL,Wetland,Forest
1214,Cropland,Water,Water,Non_Water,Water,Water,Water,Water
1215,Cropland,Water,Water,Water,Water,NULL,Water,Water
1216,Cropland,Water,Water,Water,Water,NULL,Water,Forest
1217,Cropland,Water,Water,Water,Water,Wetland,Wetland,Forest
1218,Cropland,Water,Water,Water,Water,Wetland,Water,Water
1219,Cropland,Water,Water,Water,Water,Wetland,Water,Forest
1220,Cropland,Water,Water,Water,Water,Water,Wetland,Water
1221,Cropland,Water,Water,Water,Water,Water,Water,Water
1222,Cropland,Water,Water,Water,Water,Water,Water,Forest
1223,Cropland,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Water
1224,Cropland,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
1225,Cropland,Water,Forest,NULL,Non_Wetland,Wetland,Water,Forest
1226,Cropland,Water,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
1227,Cropland,Water,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
1228,Cropland,Water,Forest,NULL,Non_Wetland,Water,Wetland,Forest
1229,Cropland,Water,Forest,NULL,Non_Wetland,Water,Water,Water
1230,Cropland,Water,Forest,Non_Water,Non_Wetland,NULL,Water,Forest
1231,Cropland,Water,Forest,Water,Non_Wetland,Wetland,Wetland,Forest
1232,Cropland,Water,Forest,Water,Non_Wetland,Water,Water,Water
1233,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
1234,Cropland,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
1235,Cropland,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
1236,Cropland,Forest,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
1237,Cropland,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Forest
1238,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
1239,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
1240,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
1241,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1242,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
1243,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1244,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Wetland
1245,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
1246,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
1247,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
1248,Cropland,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1249,Cropland,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
1250,Cropland,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1251,Cropland,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
1252,Cropland,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
1253,Cropland,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
1254,Cropland,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Built-up
1255,Cropland,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
1256,Cropland,Forest,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
1257,Cropland,Forest,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
1258,Cropland,Forest,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
1259,Cropland,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
1260,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
1261,Cropland,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
1262,Cropland,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1263,Cropland,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,Wetland
1264,Cropland,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
1265,Cropland,Forest,Grassland,NULL,Non_Wetland,Wetland,Wetland,Wetland
1266,Cropland,Forest,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
1267,Cropland,Forest,Grassland,NULL,Non_Wetland,Bareland,Wetland,Forest
1268,Cropland,Forest,Wetland,NULL,Wetland,NULL,Wetland,Wetland
1269,Cropland,Forest,Wetland,NULL,Wetland,NULL,Wetland,Forest
1270,Cropland,Forest,Wetland,NULL,Wetland,NULL,Forest,Forest
1271,Cropland,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
1272,Cropland,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Wetland
1273,Cropland,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Forest
1274,Cropland,Forest,Wetland,NULL,Wetland,Grassland,Forest,Forest
1275,Cropland,Forest,Wetland,NULL,Wetland,Wetland,Wetland,NULL
1276,Cropland,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
1277,Cropland,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
1278,Cropland,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Forest
1279,Cropland,Forest,Wetland,NULL,Wetland,Wetland,Water,Forest
1280,Cropland,Forest,Wetland,NULL,Wetland,Wetland,Forest,Forest
1281,Cropland,Forest,Wetland,NULL,Wetland,Bareland,Wetland,Grassland
1282,Cropland,Forest,Wetland,NULL,Wetland,Bareland,Wetland,Wetland
1283,Cropland,Forest,Wetland,NULL,Wetland,Bareland,Wetland,Forest
1284,Cropland,Forest,Wetland,NULL,Wetland,Water,Wetland,Wetland
1285,Cropland,Forest,Wetland,NULL,Wetland,Forest,Wetland,Forest
1286,Cropland,Forest,Wetland,NULL,Wetland,Forest,Forest,Forest
1287,Cropland,Forest,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
1288,Cropland,Forest,Wetland,Non_Water,Wetland,NULL,Water,Forest
1289,Cropland,Forest,Water,NULL,Water,NULL,Wetland,Forest
1290,Cropland,Forest,Water,NULL,Water,NULL,Water,Forest
1291,Cropland,Forest,Water,Water,Water,NULL,Water,Forest
1292,Cropland,Forest,Water,Water,Water,Water,Water,Wetland
1293,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
1294,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Wetland
1295,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
1296,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,Water,Forest
1297,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Forest
1298,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1299,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
1300,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Wetland
1301,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
1302,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
1303,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
1304,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
1305,Cropland,Forest,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
1306,Cropland,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
1307,Cropland,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
1308,Cropland,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Built-up
1309,Cropland,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
1310,Cropland,Forest,Forest,NULL,Non_Wetland,Wetland,Water,Forest
1311,Cropland,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
1312,Cropland,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
1313,Cropland,Forest,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
1314,Cropland,Forest,Forest,NULL,Non_Wetland,Bareland,Wetland,Wetland
1315,Cropland,Forest,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
1316,Cropland,Forest,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
1317,Cropland,Forest,Forest,NULL,Non_Wetland,Water,Wetland,Forest
1318,Cropland,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
1319,Cropland,Forest,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
1320,Cropland,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Forest
1321,Cropland,Forest,Forest,Non_Water,Non_Wetland,NULL,Wetland,Forest
1322,Cropland,Forest,Forest,Non_Water,Non_Wetland,Forest,Forest,Forest
1323,Cropland,Forest,Forest,Water,Non_Wetland,NULL,Wetland,Forest
1324,Cropland,Forest,Forest,Water,Non_Wetland,Wetland,Wetland,Forest
1325,Wetland,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
1326,Wetland,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Wetland
1327,Wetland,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
1328,Wetland,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Wetland
1329,Wetland,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,Wetland
1330,Wetland,NULL,NULL,NULL,Non_Wetland,Water,Wetland,Wetland
1331,Wetland,NULL,NULL,Non_Water,Non_Wetland,Wetland,Water,Grassland
1332,Wetland,NULL,NULL,Non_Water,Non_Wetland,Wetland,Water,Bareland
1333,Wetland,NULL,NULL,Non_Water,Non_Wetland,Bareland,Water,Bareland
1334,Wetland,NULL,NULL,Water,Non_Wetland,Wetland,Wetland,Wetland
1335,Wetland,NULL,NULL,Water,Non_Wetland,Bareland,Wetland,Grassland
1336,Wetland,NULL,NULL,Water,Non_Wetland,Bareland,Wetland,Wetland
1337,Wetland,NULL,NULL,Water,Non_Wetland,Bareland,Water,Wetland
1338,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Wetland
1339,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
1340,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
1341,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1342,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
1343,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1344,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Wetland
1345,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
1346,Wetland,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
1347,Wetland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1348,Wetland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
1349,Wetland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1350,Wetland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Cropland
1351,Wetland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
1352,Wetland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
1353,Wetland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
1354,Wetland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Wetland
1355,Wetland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
1356,Wetland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1357,Wetland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
1358,Wetland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Cropland
