Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_24LXQ_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24LXQ_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24LXQ_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_24LXQ_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24LXQ_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24LXQ_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24LXQ_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_24LXQ_M_R
4882,NULL,Water,Built-up,NULL,Non_Wetland,NULL,Water,Grassland
4883,NULL,Water,Built-up,NULL,Non_Wetland,Shrubland,NULL,Grassland
4884,NULL,Water,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
4885,NULL,Water,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
4886,NULL,Water,Built-up,NULL,Non_Wetland,Bareland,Shrubland,NULL
4887,NULL,Water,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
4888,NULL,Water,Built-up,NULL,Non_Wetland,Built-up,Built-up,Cropland
4889,NULL,Water,Built-up,NULL,Non_Wetland,Water,NULL,Grassland
4890,NULL,Water,Built-up,NULL,Non_Wetland,Water,Grassland,Water
4891,NULL,Water,Built-up,NULL,Non_Wetland,Water,Bareland,Bareland
4892,NULL,Water,Built-up,NULL,Non_Wetland,Water,Built-up,Bareland
4893,NULL,Water,Built-up,NULL,Non_Wetland,Water,Water,Grassland
4894,NULL,Water,Built-up,NULL,Non_Wetland,Water,Forest,Cropland
4895,NULL,Water,Built-up,NULL,Non_Wetland,Forest,Built-up,Grassland
4896,NULL,Water,Built-up,NULL,Non_Wetland,Forest,Water,Forest
4897,NULL,Water,Built-up,Non_Water,Non_Wetland,NULL,Water,Grassland
4898,NULL,Water,Built-up,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
4899,NULL,Water,Built-up,Non_Water,Non_Wetland,Bareland,Water,Grassland
4900,NULL,Water,Built-up,Non_Water,Non_Wetland,Bareland,Water,Bareland
4901,NULL,Water,Built-up,Non_Water,Non_Wetland,Built-up,Built-up,Bareland
4902,NULL,Water,Built-up,Non_Water,Non_Wetland,Water,Water,Grassland
4903,NULL,Water,Built-up,Non_Water,Non_Wetland,Water,Forest,Cropland
4904,NULL,Water,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
4905,NULL,Water,Built-up,Water,Non_Wetland,NULL,Built-up,Water
4906,NULL,Water,Built-up,Water,Non_Wetland,Grassland,NULL,Bareland
4907,NULL,Water,Built-up,Water,Non_Wetland,Bareland,NULL,Water
4908,NULL,Water,Water,NULL,Water,NULL,NULL,Grassland
4909,NULL,Water,Water,NULL,Water,NULL,Water,NULL
4910,NULL,Water,Water,NULL,Water,NULL,Water,Grassland
4911,NULL,Water,Water,NULL,Water,Shrubland,Shrubland,NULL
4912,NULL,Water,Water,NULL,Water,Shrubland,Shrubland,Forest
4913,NULL,Water,Water,NULL,Water,Shrubland,Water,Grassland
4914,NULL,Water,Water,NULL,Water,Water,NULL,Grassland
4915,NULL,Water,Water,NULL,Water,Water,Shrubland,NULL
4916,NULL,Water,Water,NULL,Water,Water,Shrubland,Grassland
4917,NULL,Water,Water,NULL,Water,Water,Shrubland,Forest
4918,NULL,Water,Water,NULL,Water,Water,Water,Grassland
4919,NULL,Water,Water,NULL,Water,Forest,Shrubland,Forest
4920,NULL,Water,Water,Non_Water,Water,NULL,Water,Grassland
4921,NULL,Water,Water,Non_Water,Water,Shrubland,NULL,Grassland
4922,NULL,Water,Water,Non_Water,Water,Water,Shrubland,NULL
4923,NULL,Water,Water,Non_Water,Water,Water,Water,Grassland
4924,NULL,Water,Water,Non_Water,Water,Water,Water,Forest
4925,NULL,Water,Water,Water,Water,NULL,NULL,Grassland
4926,NULL,Water,Water,Water,Water,NULL,NULL,Water
4927,NULL,Water,Water,Water,Water,NULL,Grassland,Forest
4928,NULL,Water,Water,Water,Water,NULL,Water,NULL
4929,NULL,Water,Water,Water,Water,NULL,Water,Grassland
4930,NULL,Water,Water,Water,Water,NULL,Water,Forest
4931,NULL,Water,Water,Water,Water,Shrubland,Shrubland,NULL
4932,NULL,Water,Water,Water,Water,Shrubland,Shrubland,Grassland
4933,NULL,Water,Water,Water,Water,Shrubland,Shrubland,Water
4934,NULL,Water,Water,Water,Water,Shrubland,Shrubland,Forest
4935,NULL,Water,Water,Water,Water,Shrubland,Water,NULL
4936,NULL,Water,Water,Water,Water,Shrubland,Water,Grassland
4937,NULL,Water,Water,Water,Water,Shrubland,Water,Bareland
4938,NULL,Water,Water,Water,Water,Shrubland,Water,Water
4939,NULL,Water,Water,Water,Water,Shrubland,Water,Forest
4940,NULL,Water,Water,Water,Water,Bareland,Water,Water
4941,NULL,Water,Water,Water,Water,Water,NULL,Water
4942,NULL,Water,Water,Water,Water,Water,Shrubland,Forest
4943,NULL,Water,Water,Water,Water,Water,Water,Grassland
4944,NULL,Water,Water,Water,Water,Water,Water,Wetland
4945,NULL,Water,Water,Water,Water,Water,Water,Water
4946,NULL,Water,Water,Water,Water,Forest,Shrubland,Forest
4947,NULL,Water,Water,Water,Water,Forest,Water,Grassland
4948,NULL,Water,Water,Water,Water,Forest,Water,Forest
4949,NULL,Water,Forest,NULL,Non_Wetland,NULL,NULL,NULL
4950,NULL,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
4951,NULL,Water,Forest,NULL,Non_Wetland,NULL,Shrubland,NULL
4952,NULL,Water,Forest,NULL,Non_Wetland,NULL,Shrubland,Grassland
4953,NULL,Water,Forest,NULL,Non_Wetland,NULL,Shrubland,Cropland
4954,NULL,Water,Forest,NULL,Non_Wetland,NULL,Shrubland,Water
4955,NULL,Water,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
4956,NULL,Water,Forest,NULL,Non_Wetland,NULL,Grassland,NULL
4957,NULL,Water,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
4958,NULL,Water,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
4959,NULL,Water,Forest,NULL,Non_Wetland,NULL,Bareland,Grassland
4960,NULL,Water,Forest,NULL,Non_Wetland,NULL,Water,NULL
4961,NULL,Water,Forest,NULL,Non_Wetland,NULL,Water,Grassland
4962,NULL,Water,Forest,NULL,Non_Wetland,NULL,Forest,Forest
4963,NULL,Water,Forest,NULL,Non_Wetland,Shrubland,NULL,NULL
4964,NULL,Water,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
4965,NULL,Water,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
4966,NULL,Water,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
4967,NULL,Water,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
4968,NULL,Water,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
4969,NULL,Water,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
4970,NULL,Water,Forest,NULL,Non_Wetland,Shrubland,Bareland,Grassland
4971,NULL,Water,Forest,NULL,Non_Wetland,Shrubland,Water,NULL
4972,NULL,Water,Forest,NULL,Non_Wetland,Shrubland,Water,Grassland
4973,NULL,Water,Forest,NULL,Non_Wetland,Shrubland,Water,Forest
4974,NULL,Water,Forest,NULL,Non_Wetland,Built-up,Built-up,Grassland
4975,NULL,Water,Forest,NULL,Non_Wetland,Water,NULL,Grassland
4976,NULL,Water,Forest,NULL,Non_Wetland,Water,NULL,Forest
4977,NULL,Water,Forest,NULL,Non_Wetland,Water,Shrubland,Grassland
4978,NULL,Water,Forest,NULL,Non_Wetland,Water,Shrubland,Forest
4979,NULL,Water,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
4980,NULL,Water,Forest,NULL,Non_Wetland,Water,Built-up,Grassland
4981,NULL,Water,Forest,NULL,Non_Wetland,Water,Water,Grassland
4982,NULL,Water,Forest,NULL,Non_Wetland,Water,Water,Forest
4983,NULL,Water,Forest,NULL,Non_Wetland,Forest,Shrubland,NULL
4984,NULL,Water,Forest,NULL,Non_Wetland,Forest,Shrubland,Grassland
4985,NULL,Water,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
4986,NULL,Water,Forest,NULL,Non_Wetland,Forest,Water,Forest
4987,NULL,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
4988,NULL,Water,Forest,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
4989,NULL,Water,Forest,Non_Water,Non_Wetland,NULL,Grassland,Forest
4990,NULL,Water,Forest,Non_Water,Non_Wetland,NULL,Built-up,Grassland
4991,NULL,Water,Forest,Non_Water,Non_Wetland,NULL,Water,Grassland
4992,NULL,Water,Forest,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
4993,NULL,Water,Forest,Non_Water,Non_Wetland,Shrubland,Water,Grassland
4994,NULL,Water,Forest,Non_Water,Non_Wetland,Grassland,Water,Water
4995,NULL,Water,Forest,Non_Water,Non_Wetland,Bareland,Water,Grassland
4996,NULL,Water,Forest,Non_Water,Non_Wetland,Water,NULL,NULL
4997,NULL,Water,Forest,Non_Water,Non_Wetland,Water,NULL,Forest
4998,NULL,Water,Forest,Non_Water,Non_Wetland,Water,Shrubland,NULL
4999,NULL,Water,Forest,Non_Water,Non_Wetland,Water,Shrubland,Grassland
5000,NULL,Water,Forest,Non_Water,Non_Wetland,Water,Water,NULL
5001,NULL,Water,Forest,Non_Water,Non_Wetland,Water,Water,Grassland
5002,NULL,Water,Forest,Non_Water,Non_Wetland,Forest,Shrubland,Water
5003,NULL,Water,Forest,Non_Water,Non_Wetland,Forest,Shrubland,Forest
5004,NULL,Water,Forest,Non_Water,Non_Wetland,Forest,Water,Forest
5005,NULL,Water,Forest,Non_Water,Non_Wetland,Forest,Forest,Wetland
5006,NULL,Water,Forest,Water,Non_Wetland,NULL,Shrubland,Grassland
5007,NULL,Water,Forest,Water,Non_Wetland,NULL,Shrubland,Forest
5008,NULL,Water,Forest,Water,Non_Wetland,Shrubland,Shrubland,Grassland
5009,NULL,Water,Forest,Water,Non_Wetland,Shrubland,Shrubland,Water
5010,NULL,Water,Forest,Water,Non_Wetland,Shrubland,Shrubland,Forest
5011,NULL,Water,Forest,Water,Non_Wetland,Shrubland,Water,NULL
5012,NULL,Water,Forest,Water,Non_Wetland,Shrubland,Water,Grassland
5013,NULL,Water,Forest,Water,Non_Wetland,Shrubland,Water,Forest
5014,NULL,Water,Forest,Water,Non_Wetland,Water,Shrubland,Grassland
5015,NULL,Water,Forest,Water,Non_Wetland,Water,Shrubland,Forest
5016,NULL,Water,Forest,Water,Non_Wetland,Water,Built-up,Grassland
5017,NULL,Water,Forest,Water,Non_Wetland,Water,Water,Grassland
5018,NULL,Water,Forest,Water,Non_Wetland,Water,Water,Forest
5019,NULL,Water,Forest,Water,Non_Wetland,Forest,Shrubland,NULL
5020,NULL,Water,Forest,Water,Non_Wetland,Forest,Shrubland,Grassland
5021,NULL,Water,Forest,Water,Non_Wetland,Forest,Shrubland,Forest
5022,NULL,Forest,NULL,NULL,Non_Wetland,NULL,NULL,NULL
5023,NULL,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
5024,NULL,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
5025,NULL,Forest,NULL,NULL,Non_Wetland,NULL,Shrubland,NULL
5026,NULL,Forest,NULL,NULL,Non_Wetland,NULL,Shrubland,Grassland
5027,NULL,Forest,NULL,NULL,Non_Wetland,NULL,Shrubland,Cropland
5028,NULL,Forest,NULL,NULL,Non_Wetland,NULL,Shrubland,Built-up
5029,NULL,Forest,NULL,NULL,Non_Wetland,NULL,Shrubland,Forest
5030,NULL,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,NULL
5031,NULL,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
5032,NULL,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
5033,NULL,Forest,NULL,NULL,Non_Wetland,NULL,Bareland,NULL
5034,NULL,Forest,NULL,NULL,Non_Wetland,NULL,Bareland,Forest
5035,NULL,Forest,NULL,NULL,Non_Wetland,NULL,Water,Grassland
5036,NULL,Forest,NULL,NULL,Non_Wetland,NULL,Water,Forest
5037,NULL,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Cropland
5038,NULL,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Forest
5039,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,NULL,NULL
5040,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,NULL,Grassland
5041,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,NULL,Cropland
5042,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,NULL,Forest
5043,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,NULL
5044,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
5045,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
5046,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
5047,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,Grassland,NULL
5048,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
5049,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,Grassland,Cropland
5050,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
5051,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,Bareland,NULL
5052,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,Forest,NULL
5053,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,Forest,Grassland
5054,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,Forest,Forest
5055,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,NULL
5056,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
5057,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
5058,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Shrubland,NULL
5059,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
5060,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Shrubland,Cropland
5061,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
5062,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
5063,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
5064,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
5065,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,NULL
5066,NULL,Forest,NULL,NULL,Non_Wetland,Bareland,Shrubland,NULL
5067,NULL,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,NULL
5068,NULL,Forest,NULL,NULL,Non_Wetland,Built-up,Grassland,Built-up
5069,NULL,Forest,NULL,NULL,Non_Wetland,Built-up,Built-up,Grassland
5070,NULL,Forest,NULL,NULL,Non_Wetland,Water,Shrubland,Grassland
5071,NULL,Forest,NULL,NULL,Non_Wetland,Forest,Shrubland,NULL
5072,NULL,Forest,NULL,NULL,Non_Wetland,Forest,Shrubland,Grassland
5073,NULL,Forest,NULL,NULL,Non_Wetland,Forest,Shrubland,Forest
5074,NULL,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
5075,NULL,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Forest
5076,NULL,Forest,NULL,Non_Water,Non_Wetland,NULL,Shrubland,NULL
5077,NULL,Forest,NULL,Non_Water,Non_Wetland,NULL,Shrubland,Forest
5078,NULL,Forest,NULL,Non_Water,Non_Wetland,NULL,Forest,NULL
5079,NULL,Forest,NULL,Non_Water,Non_Wetland,Shrubland,NULL,NULL
5080,NULL,Forest,NULL,Non_Water,Non_Wetland,Shrubland,Forest,NULL
5081,NULL,Forest,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
5082,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
5083,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
5084,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
5085,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
5086,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,Shrubland,NULL
5087,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
5088,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
5089,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
5090,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
5091,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
5092,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,Bareland,NULL
5093,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,Built-up,Grassland
5094,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,Water,Forest
5095,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
5096,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
5097,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
5098,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
5099,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
5100,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
5101,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
5102,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
5103,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
5104,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
5105,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
5106,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Forest
5107,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,NULL
5108,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Forest
5109,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Water,Forest
5110,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Forest,NULL
5111,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
5112,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
5113,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
5114,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
5115,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
5116,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
5117,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
5118,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
5119,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
5120,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
5121,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
5122,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
5123,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
5124,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
5125,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
5126,NULL,Forest,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
5127,NULL,Forest,Shrubland,NULL,Non_Wetland,Water,Water,Forest
5128,NULL,Forest,Shrubland,NULL,Non_Wetland,Forest,NULL,NULL
5129,NULL,Forest,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
5130,NULL,Forest,Shrubland,NULL,Non_Wetland,Forest,Shrubland,NULL
5131,NULL,Forest,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Grassland
5132,NULL,Forest,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
5133,NULL,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
5134,NULL,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Forest
5135,NULL,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Water,Forest
5136,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
5137,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
5138,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,NULL
5139,NULL,Forest,Shrubland,Water,Non_Wetland,NULL,Shrubland,Cropland
5140,NULL,Forest,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Forest
5141,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
5142,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
5143,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
5144,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,Shrubland,NULL
5145,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,Shrubland,Grassland
5146,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,Shrubland,Forest
5147,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,Grassland,NULL
5148,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
5149,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
5150,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,Water,Grassland
5151,NULL,Forest,Grassland,NULL,Non_Wetland,Shrubland,NULL,NULL
5152,NULL,Forest,Grassland,NULL,Non_Wetland,Shrubland,NULL,Grassland
5153,NULL,Forest,Grassland,NULL,Non_Wetland,Shrubland,NULL,Forest
5154,NULL,Forest,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
5155,NULL,Forest,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
5156,NULL,Forest,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
5157,NULL,Forest,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
5158,NULL,Forest,Grassland,NULL,Non_Wetland,Shrubland,Grassland,NULL
5159,NULL,Forest,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
5160,NULL,Forest,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Forest
5161,NULL,Forest,Grassland,NULL,Non_Wetland,Shrubland,Built-up,Forest
5162,NULL,Forest,Grassland,NULL,Non_Wetland,Shrubland,Forest,Forest
5163,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,NULL,NULL
5164,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
5165,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
5166,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Shrubland,NULL
5167,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
5168,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Forest
5169,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
5170,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
5171,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
5172,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Built-up,Forest
5173,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
5174,NULL,Forest,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
5175,NULL,Forest,Grassland,NULL,Non_Wetland,Forest,Shrubland,NULL
5176,NULL,Forest,Grassland,NULL,Non_Wetland,Forest,Shrubland,Forest
5177,NULL,Forest,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
5178,NULL,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
5179,NULL,Forest,Grassland,Non_Water,Non_Wetland,NULL,Shrubland,Forest
5180,NULL,Forest,Grassland,Non_Water,Non_Wetland,NULL,Water,NULL
5181,NULL,Forest,Grassland,Non_Water,Non_Wetland,NULL,Water,Forest
5182,NULL,Forest,Grassland,Non_Water,Non_Wetland,NULL,Forest,Forest
5183,NULL,Forest,Grassland,Non_Water,Non_Wetland,Shrubland,NULL,Forest
5184,NULL,Forest,Grassland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
5185,NULL,Forest,Grassland,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
5186,NULL,Forest,Grassland,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
5187,NULL,Forest,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
5188,NULL,Forest,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
5189,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
5190,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
5191,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
5192,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
5193,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,Shrubland,NULL
5194,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
5195,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,Shrubland,Cropland
5196,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,Shrubland,Forest
5197,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,NULL
5198,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
5199,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
5200,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,Bareland
5201,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
5202,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,Bareland,NULL
5203,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
5204,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,Built-up,NULL
5205,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,Built-up,Grassland
5206,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,Water,Grassland
5207,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,Forest,NULL
5208,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
5209,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
5210,NULL,Forest,Cropland,NULL,Non_Wetland,Shrubland,NULL,NULL
5211,NULL,Forest,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
5212,NULL,Forest,Cropland,NULL,Non_Wetland,Shrubland,NULL,Cropland
5213,NULL,Forest,Cropland,NULL,Non_Wetland,Shrubland,NULL,Bareland
5214,NULL,Forest,Cropland,NULL,Non_Wetland,Shrubland,NULL,Built-up
5215,NULL,Forest,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
5216,NULL,Forest,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
5217,NULL,Forest,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
5218,NULL,Forest,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
5219,NULL,Forest,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
