Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19LCF_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19LCF_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19LCF_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19LCF_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19LCF_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19LCF_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19LCF_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19LCF_M_R
759,NULL,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
760,NULL,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
761,NULL,Forest,NULL,Water,Non_Wetland,NULL,NULL,Bareland
762,NULL,Forest,NULL,Water,Non_Wetland,NULL,NULL,Water
763,NULL,Forest,NULL,Water,Non_Wetland,NULL,NULL,Forest
764,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
765,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
766,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
767,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
768,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
769,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
770,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
771,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
772,NULL,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
773,NULL,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
774,NULL,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
775,NULL,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
776,NULL,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
777,NULL,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
778,NULL,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Water
779,NULL,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
780,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
781,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
782,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
783,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
784,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
785,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Water
786,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
787,NULL,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
788,NULL,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
789,NULL,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
790,NULL,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
791,NULL,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Cropland
792,NULL,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
793,NULL,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Forest
794,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
795,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
796,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
797,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
798,NULL,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
799,NULL,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
800,NULL,Forest,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
801,NULL,Forest,Cropland,Water,Non_Wetland,NULL,NULL,Forest
802,NULL,Forest,Wetland,NULL,Wetland,NULL,NULL,Bareland
803,NULL,Forest,Wetland,NULL,Wetland,NULL,NULL,Water
804,NULL,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
805,NULL,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
806,NULL,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
807,NULL,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Water
808,NULL,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
809,NULL,Forest,Wetland,Water,Wetland,NULL,NULL,Grassland
810,NULL,Forest,Wetland,Water,Wetland,NULL,NULL,Bareland
811,NULL,Forest,Wetland,Water,Wetland,NULL,NULL,Water
812,NULL,Forest,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
813,NULL,Forest,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Forest
814,NULL,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
815,NULL,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
816,NULL,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Water
817,NULL,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
818,NULL,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
819,NULL,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
820,NULL,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
821,NULL,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
822,NULL,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
823,NULL,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Water
824,NULL,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Forest
825,NULL,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
826,NULL,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
827,NULL,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
828,NULL,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
829,NULL,Forest,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
830,NULL,Forest,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
831,NULL,Forest,Built-up,Non_Water,Non_Wetland,NULL,NULL,Water
832,NULL,Forest,Water,NULL,Water,NULL,NULL,Grassland
833,NULL,Forest,Water,NULL,Water,NULL,NULL,Bareland
834,NULL,Forest,Water,NULL,Water,NULL,NULL,Forest
835,NULL,Forest,Water,Water,Water,NULL,NULL,Grassland
836,NULL,Forest,Water,Water,Water,NULL,NULL,Water
837,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
838,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
839,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
840,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
841,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
842,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
843,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Water
844,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
845,NULL,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
846,NULL,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
847,NULL,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
848,NULL,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
849,NULL,Forest,Forest,Water,Non_Wetland,NULL,NULL,Grassland
850,NULL,Forest,Forest,Water,Non_Wetland,NULL,NULL,Bareland
851,NULL,Forest,Forest,Water,Non_Wetland,NULL,NULL,Water
852,NULL,Forest,Forest,Water,Non_Wetland,NULL,NULL,Forest
853,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
854,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
855,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
856,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
857,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
858,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
859,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
860,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
861,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
862,Grassland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Bareland
863,Grassland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Water
864,Grassland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Forest
865,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
866,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
867,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
868,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
869,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
870,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
871,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
872,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
873,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
874,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
875,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
876,Grassland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
877,Grassland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
878,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
879,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
880,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
881,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
882,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
883,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
884,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
885,Grassland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
886,Grassland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
887,Grassland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
888,Grassland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
889,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
890,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
891,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
892,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
893,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
894,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
895,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
896,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,Bareland
897,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
898,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
899,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
900,Grassland,NULL,Wetland,Water,Wetland,NULL,NULL,Bareland
901,Grassland,NULL,Wetland,Water,Wetland,NULL,NULL,Water
902,Grassland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
903,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
904,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Wetland
905,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
906,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
907,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
908,Grassland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
909,Grassland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
910,Grassland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
911,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
912,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
913,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
914,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
915,Grassland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
916,Grassland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
917,Grassland,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
918,Grassland,NULL,Water,NULL,Water,NULL,NULL,Grassland
919,Grassland,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
920,Grassland,NULL,Water,Non_Water,Water,NULL,NULL,Water
921,Grassland,NULL,Water,Water,Water,NULL,NULL,Water
922,Grassland,NULL,Water,Water,Water,NULL,NULL,Forest
923,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
924,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
925,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
926,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
927,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
928,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
929,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
930,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
931,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
932,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
933,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
934,Grassland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
935,Grassland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Bareland
936,Grassland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Water
937,Grassland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
938,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
939,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
940,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
941,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
942,Grassland,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Water
943,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
944,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
945,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
946,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
947,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
948,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
949,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
950,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
951,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
952,Grassland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
953,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
954,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
955,Grassland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Grassland
956,Grassland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Wetland
957,Grassland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Forest
958,Grassland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
959,Grassland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
960,Grassland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
961,Grassland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
962,Grassland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
963,Grassland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
964,Grassland,Cropland,Water,NULL,Water,NULL,NULL,Grassland
965,Grassland,Cropland,Water,NULL,Water,NULL,NULL,Forest
966,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
967,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
968,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
969,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
970,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
971,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Water
972,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
973,Grassland,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Forest
974,Grassland,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
975,Grassland,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
976,Grassland,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
977,Grassland,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
978,Grassland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
979,Grassland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
980,Grassland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
981,Grassland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
982,Grassland,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
983,Grassland,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
984,Grassland,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
985,Grassland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
986,Grassland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
987,Grassland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
988,Grassland,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
989,Grassland,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
990,Grassland,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
991,Grassland,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Bareland
992,Grassland,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Forest
993,Grassland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
994,Grassland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
995,Grassland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
996,Grassland,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
997,Grassland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
998,Grassland,Bareland,Wetland,Water,Wetland,NULL,NULL,Water
999,Grassland,Bareland,Water,NULL,Water,NULL,NULL,Bareland
1000,Grassland,Bareland,Water,NULL,Water,NULL,NULL,Forest
1001,Grassland,Bareland,Water,Water,Water,NULL,NULL,Water
1002,Grassland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1003,Grassland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1004,Grassland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1005,Grassland,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Bareland
1006,Grassland,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Water
1007,Grassland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1008,Grassland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1009,Grassland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1010,Grassland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
1011,Grassland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
1012,Grassland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1013,Grassland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1014,Grassland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1015,Grassland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1016,Grassland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1017,Grassland,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
1018,Grassland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1019,Grassland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1020,Grassland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1021,Grassland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1022,Grassland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1023,Grassland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1024,Grassland,Water,Wetland,NULL,Wetland,NULL,NULL,Water
1025,Grassland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
1026,Grassland,Water,Wetland,Water,Wetland,NULL,NULL,Water
1027,Grassland,Water,Water,Water,Water,NULL,NULL,Water
1028,Grassland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1029,Grassland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1030,Grassland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1031,Grassland,Water,Forest,Water,Non_Wetland,NULL,NULL,Bareland
1032,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,NULL
1033,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1034,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
1035,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1036,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1037,Grassland,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
1038,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1039,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1040,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1041,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
1042,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1043,Grassland,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1044,Grassland,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1045,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
1046,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1047,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1048,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1049,Grassland,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1050,Grassland,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1051,Grassland,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Water
1052,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
1053,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1054,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
1055,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1056,Grassland,Forest,Wetland,NULL,Wetland,NULL,NULL,Water
1057,Grassland,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
1058,Grassland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1059,Grassland,Forest,Wetland,Water,Wetland,NULL,NULL,Water
1060,Grassland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1061,Grassland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Water
1062,Grassland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1063,Grassland,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1064,Grassland,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
1065,Grassland,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
1066,Grassland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1067,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1068,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1069,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
1070,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1071,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1072,Grassland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1073,Grassland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1074,Grassland,Forest,Forest,Water,Non_Wetland,NULL,NULL,Water
1075,Grassland,Forest,Forest,Water,Non_Wetland,NULL,NULL,Forest
1076,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
1077,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1078,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1079,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
1080,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Water
1081,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1082,Cropland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
1083,Cropland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
1084,Cropland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
1085,Cropland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
1086,Cropland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
1087,Cropland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Bareland
1088,Cropland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Water
1089,Cropland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Forest
1090,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1091,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1092,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
1093,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1094,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
1095,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1096,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1097,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1098,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
