Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23MKV_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23MKV_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23MKV_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23MKV_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23MKV_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23MKV_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23MKV_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23MKV_M_R
18,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Wetland
19,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Grassland
20,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Wetland
21,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,Wetland,Grassland
22,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,Wetland,Wetland
23,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,Wetland,Bareland
24,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,Built-up,Bareland
25,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,Forest,Grassland
26,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,NULL,Grassland
27,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,NULL,Wetland
28,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
29,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Cropland
30,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Wetland
31,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
32,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Wetland
33,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
34,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Bareland,Grassland
35,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Bareland,Wetland
36,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Water,Wetland
37,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Grassland
38,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Wetland
39,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
40,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
41,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Bareland
42,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Built-up
43,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
44,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Wetland
45,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Bareland
46,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
47,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
48,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,Wetland
49,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,Bareland
50,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,Built-up
51,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,Forest
52,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
53,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Wetland
54,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
55,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Built-up
56,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
57,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Built-up,Grassland
58,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Built-up,Wetland
59,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Built-up,Bareland
60,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Built-up,Built-up
61,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Built-up,Forest
62,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Water,Grassland
63,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Water,Wetland
64,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Water,Bareland
65,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
66,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Wetland
67,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
68,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Bareland,Grassland
69,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Built-up,Grassland
70,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Built-up,Wetland
71,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Built-up,Bareland
72,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Built-up,Built-up
73,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Built-up,Forest
74,NULL,NULL,NULL,NULL,Non_Wetland,Water,Wetland,Wetland
75,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
76,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
77,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Forest
78,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Wetland
79,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
80,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Wetland
81,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Bareland
82,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
83,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
84,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
85,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Wetland
86,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
87,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
88,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
89,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
90,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Wetland
91,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Bareland
92,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
93,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
94,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Built-up
95,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
96,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
97,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Wetland
98,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Forest
99,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
100,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
101,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Wetland
102,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
103,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
104,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Wetland
105,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
106,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Cropland
107,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Wetland
108,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Wetland,Grassland
109,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Wetland,Wetland
110,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Forest,Grassland
111,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Forest,Wetland
112,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
113,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Wetland
114,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
115,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Cropland
116,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Wetland
117,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Bareland
118,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
119,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
120,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
121,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
122,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Grassland
123,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Wetland
124,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Built-up,Grassland
125,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Built-up,Wetland
126,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
127,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Wetland
128,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
129,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Wetland
130,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
131,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
132,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
133,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
134,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Wetland
135,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
136,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
137,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
138,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
139,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Wetland
140,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Bareland
141,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Built-up
142,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
143,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Wetland
144,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
145,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
146,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
147,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Wetland
148,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Bareland
149,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Built-up
150,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Forest
151,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
152,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
153,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Bareland
154,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
155,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Grassland
156,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
157,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Wetland,Grassland
158,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Grassland
159,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Forest
160,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
161,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Bareland
162,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
163,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Forest
164,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Grassland
165,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Wetland
166,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Wetland
167,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
168,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
169,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Bareland,Forest
170,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Wetland
171,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
172,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
173,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Wetland
174,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
175,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland,Wetland
176,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
177,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,Grassland
178,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,Wetland
179,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
180,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
181,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
182,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
183,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Cropland
184,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Wetland
185,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Bareland
186,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Built-up
187,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
188,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
189,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Wetland
190,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
191,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
192,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Bareland
193,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Built-up
194,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
195,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Built-up,Grassland
196,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Built-up,Built-up
197,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Built-up,Forest
198,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Water,Forest
199,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
200,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Wetland
201,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Built-up
202,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
203,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,NULL,Grassland
204,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,NULL,Wetland
205,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Grassland
206,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Wetland
207,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Forest
208,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Wetland,Grassland
209,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Wetland,Wetland
210,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Built-up,Wetland
211,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Forest,Grassland
212,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Forest,Wetland
213,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,NULL,Grassland
214,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,NULL,Wetland
215,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
216,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Cropland
217,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Wetland
218,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Bareland
219,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Built-up
220,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
221,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
222,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Wetland
223,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Built-up
224,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
225,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Bareland,Grassland
226,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Bareland,Forest
227,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Built-up,Grassland
228,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,Grassland
229,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,Wetland
230,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
231,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Grassland
232,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Bareland
233,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Built-up
234,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Forest
235,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
236,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Cropland
237,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Wetland
238,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Bareland
239,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Built-up
240,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
241,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Wetland,Grassland
242,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Wetland,Wetland
243,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Wetland,Bareland
244,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Wetland,Forest
245,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
246,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Wetland
247,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Bareland
248,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Built-up
249,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
250,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Built-up,Grassland
251,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Built-up,Cropland
252,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Built-up,Wetland
253,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Built-up,Bareland
254,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Built-up,Built-up
255,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Built-up,Forest
256,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Water,Grassland
257,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Water,Wetland
258,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Water,Bareland
259,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Water,Forest
260,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
261,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Bareland
262,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Built-up
263,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
264,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,NULL,Grassland
265,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Grassland,Grassland
266,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Grassland,Built-up
267,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Grassland,Forest
268,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Wetland,Grassland
269,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Bareland,Grassland
270,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Bareland,Forest
271,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Built-up,Grassland
272,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Built-up,Wetland
273,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Built-up,Bareland
274,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Built-up,Built-up
275,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Built-up,Forest
276,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Forest,Grassland
277,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Forest,Built-up
278,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Forest,Forest
279,NULL,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Grassland
280,NULL,NULL,Grassland,NULL,Non_Wetland,Water,Forest,Grassland
281,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
282,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Wetland
283,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
284,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Wetland,Forest
285,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Grassland
286,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Wetland
287,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
288,NULL,NULL,Wetland,NULL,NULL,Grassland,Grassland,Wetland
289,NULL,NULL,Wetland,NULL,NULL,Grassland,Wetland,Forest
290,NULL,NULL,Wetland,NULL,NULL,Wetland,Grassland,Grassland
291,NULL,NULL,Wetland,NULL,NULL,Wetland,Wetland,Grassland
292,NULL,NULL,Wetland,NULL,NULL,Wetland,Wetland,Forest
293,NULL,NULL,Wetland,NULL,NULL,Wetland,Water,Wetland
294,NULL,NULL,Wetland,NULL,NULL,Bareland,Grassland,Grassland
295,NULL,NULL,Wetland,NULL,NULL,Bareland,Grassland,Wetland
296,NULL,NULL,Wetland,NULL,NULL,Bareland,Wetland,Grassland
297,NULL,NULL,Wetland,NULL,NULL,Bareland,Bareland,Grassland
298,NULL,NULL,Wetland,NULL,NULL,Bareland,Bareland,Bareland
299,NULL,NULL,Wetland,NULL,NULL,Bareland,Built-up,Grassland
300,NULL,NULL,Wetland,NULL,NULL,Bareland,Water,Grassland
301,NULL,NULL,Wetland,NULL,NULL,Bareland,Water,Wetland
302,NULL,NULL,Wetland,NULL,NULL,Bareland,Forest,Grassland
303,NULL,NULL,Wetland,NULL,NULL,Built-up,Built-up,Forest
304,NULL,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
305,NULL,NULL,Wetland,NULL,Wetland,NULL,Grassland,Grassland
306,NULL,NULL,Wetland,NULL,Wetland,NULL,Grassland,Wetland
307,NULL,NULL,Wetland,NULL,Wetland,NULL,Grassland,Forest
308,NULL,NULL,Wetland,NULL,Wetland,NULL,Wetland,NULL
309,NULL,NULL,Wetland,NULL,Wetland,NULL,Wetland,Grassland
310,NULL,NULL,Wetland,NULL,Wetland,NULL,Wetland,Wetland
311,NULL,NULL,Wetland,NULL,Wetland,NULL,Wetland,Forest
312,NULL,NULL,Wetland,NULL,Wetland,NULL,Bareland,Grassland
313,NULL,NULL,Wetland,NULL,Wetland,NULL,Bareland,Wetland
314,NULL,NULL,Wetland,NULL,Wetland,NULL,Water,Wetland
315,NULL,NULL,Wetland,NULL,Wetland,NULL,Forest,Grassland
316,NULL,NULL,Wetland,NULL,Wetland,NULL,Forest,Wetland
317,NULL,NULL,Wetland,NULL,Wetland,NULL,Forest,Forest
318,NULL,NULL,Wetland,NULL,Wetland,Grassland,NULL,Grassland
319,NULL,NULL,Wetland,NULL,Wetland,Grassland,NULL,Wetland
320,NULL,NULL,Wetland,NULL,Wetland,Grassland,NULL,Bareland
321,NULL,NULL,Wetland,NULL,Wetland,Grassland,NULL,Forest
322,NULL,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
323,NULL,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Cropland
324,NULL,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Wetland
325,NULL,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Bareland
326,NULL,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Built-up
