Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19MCS_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19MCS_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19MCS_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19MCS_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19MCS_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19MCS_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19MCS_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19MCS_M_R
51,NULL,Water,Water,Water,Water,NULL,NULL,Water
52,NULL,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
53,NULL,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
54,NULL,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
55,NULL,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
56,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
57,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
58,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
59,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
60,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
61,NULL,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
62,NULL,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
63,NULL,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
64,NULL,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
65,NULL,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
66,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
67,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Water
68,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
69,NULL,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
70,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
71,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
72,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
73,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
74,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
75,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
76,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
77,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
78,Grassland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
79,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
80,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
81,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
82,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
83,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
84,Grassland,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
85,Grassland,NULL,Wetland,Water,Wetland,NULL,NULL,Water
86,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
87,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
88,Grassland,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
89,Grassland,NULL,Water,Water,Water,NULL,NULL,Grassland
90,Grassland,NULL,Water,Water,Water,NULL,NULL,Water
91,Grassland,NULL,Water,Water,Water,NULL,NULL,Forest
92,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
93,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
94,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
95,Grassland,Bareland,Wetland,Water,Wetland,NULL,NULL,Water
96,Grassland,Water,Wetland,Water,Wetland,NULL,NULL,Water
97,Grassland,Water,Water,NULL,Water,NULL,NULL,Forest
98,Grassland,Water,Water,Non_Water,Water,NULL,NULL,Water
99,Grassland,Water,Water,Water,Water,NULL,NULL,Grassland
100,Grassland,Water,Water,Water,Water,NULL,NULL,Water
101,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
102,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
103,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
104,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
105,Grassland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
106,Grassland,Forest,Wetland,Water,Wetland,NULL,NULL,Water
107,Grassland,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
108,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
109,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
110,Grassland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
111,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
112,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
113,Cropland,NULL,Wetland,Water,Wetland,NULL,NULL,Water
114,Cropland,NULL,Water,NULL,Water,NULL,NULL,Water
115,Cropland,NULL,Water,Water,Water,NULL,NULL,Water
116,Cropland,Water,Wetland,NULL,Wetland,NULL,NULL,Water
117,Cropland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
118,Cropland,Water,Wetland,Water,Wetland,NULL,NULL,Water
119,Cropland,Water,Bareland,Water,Non_Wetland,NULL,NULL,Water
120,Cropland,Water,Water,NULL,Water,NULL,NULL,Water
121,Cropland,Water,Water,Water,Water,NULL,NULL,Water
122,Wetland,NULL,Water,Water,Water,NULL,NULL,Water
123,Wetland,Water,Wetland,Water,Wetland,NULL,NULL,Water
124,Wetland,Water,Water,Water,Water,NULL,NULL,Water
125,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,Water
126,Bareland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Water
127,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Water
128,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Water
129,Bareland,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Water
130,Bareland,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Forest
131,Bareland,Bareland,Water,Water,Water,NULL,NULL,Water
132,Bareland,Water,Wetland,NULL,Wetland,NULL,NULL,Water
133,Bareland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
134,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Water
135,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Forest
136,Bareland,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
137,Bareland,Water,Bareland,Water,Non_Wetland,NULL,NULL,Water
138,Bareland,Water,Water,Non_Water,Water,NULL,NULL,Water
139,Bareland,Water,Water,Water,Water,NULL,NULL,Water
140,Bareland,Water,Forest,Water,Non_Wetland,NULL,NULL,Forest
141,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
142,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
143,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Water
144,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
145,Water,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
146,Water,NULL,Water,Water,Water,NULL,NULL,Water
147,Water,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
148,Water,Wetland,Wetland,NULL,Wetland,NULL,NULL,Water
149,Water,Wetland,Wetland,NULL,Wetland,NULL,NULL,Forest
150,Water,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Water
151,Water,Wetland,Wetland,Water,Wetland,NULL,NULL,Water
152,Water,Wetland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
153,Water,Wetland,Water,Non_Water,Water,NULL,NULL,Water
154,Water,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
155,Water,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Water
156,Water,Bareland,Wetland,Water,Wetland,NULL,NULL,Water
157,Water,Bareland,Water,Water,Water,NULL,NULL,Water
158,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Water
159,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
160,Water,Water,NULL,NULL,Non_Wetland,Water,NULL,Water
161,Water,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
162,Water,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
163,Water,Water,NULL,Water,Non_Wetland,NULL,NULL,Water
164,Water,Water,NULL,Water,Non_Wetland,NULL,NULL,Forest
165,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
166,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
167,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
168,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
169,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
170,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Water
171,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
172,Water,Water,Grassland,NULL,Non_Wetland,Water,NULL,Water
173,Water,Water,Grassland,NULL,Non_Wetland,Water,NULL,Forest
174,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
175,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
176,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
177,Water,Water,Grassland,Non_Water,Non_Wetland,Water,NULL,Water
178,Water,Water,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
179,Water,Water,Grassland,Water,Non_Wetland,NULL,NULL,Water
180,Water,Water,Grassland,Water,Non_Wetland,NULL,NULL,Forest
181,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Water
182,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
183,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
184,Water,Water,Cropland,Water,Non_Wetland,NULL,NULL,Water
185,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
186,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Water
187,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
188,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
189,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
190,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
191,Water,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
192,Water,Water,Wetland,Water,Wetland,NULL,NULL,Water
193,Water,Water,Wetland,Water,Wetland,NULL,NULL,Forest
194,Water,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Forest
195,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
196,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Water
197,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
198,Water,Water,Bareland,NULL,Non_Wetland,Wetland,NULL,Water
199,Water,Water,Bareland,NULL,Non_Wetland,Water,NULL,Water
200,Water,Water,Bareland,NULL,Non_Wetland,Water,NULL,Forest
201,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
202,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
203,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
204,Water,Water,Bareland,Water,Non_Wetland,NULL,NULL,Water
205,Water,Water,Bareland,Water,Non_Wetland,NULL,NULL,Forest
206,Water,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Water
207,Water,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
208,Water,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Water
209,Water,Water,Built-up,Water,Non_Wetland,NULL,NULL,Water
210,Water,Water,Water,NULL,Water,NULL,NULL,Grassland
211,Water,Water,Water,NULL,Water,NULL,NULL,Bareland
212,Water,Water,Water,NULL,Water,NULL,NULL,Water
213,Water,Water,Water,NULL,Water,NULL,NULL,Forest
214,Water,Water,Water,Non_Water,Water,NULL,NULL,Grassland
215,Water,Water,Water,Non_Water,Water,NULL,NULL,Water
216,Water,Water,Water,Non_Water,Water,NULL,NULL,Forest
217,Water,Water,Water,Non_Water,Water,Water,NULL,Water
218,Water,Water,Water,Water,Water,NULL,NULL,Grassland
219,Water,Water,Water,Water,Water,NULL,NULL,Water
220,Water,Water,Water,Water,Water,NULL,NULL,Forest
221,Water,Water,Water,Water,Water,Water,NULL,Water
222,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
223,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
224,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
225,Water,Water,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
226,Water,Water,Forest,NULL,Non_Wetland,Water,NULL,Water
227,Water,Water,Forest,NULL,Non_Wetland,Water,NULL,Forest
228,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
229,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
230,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
231,Water,Water,Forest,Non_Water,Non_Wetland,Water,NULL,Water
232,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Grassland
233,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
234,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Forest
235,Water,Water,Forest,Water,Non_Wetland,Water,NULL,Water
236,Water,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
237,Water,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
238,Water,Forest,Wetland,NULL,Wetland,NULL,NULL,Water
239,Water,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
240,Water,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Water
241,Water,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
242,Water,Forest,Wetland,Water,Wetland,NULL,NULL,Forest
243,Water,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Water
244,Water,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
245,Water,Forest,Water,Water,Water,NULL,NULL,Water
246,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Water
247,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
248,Water,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
249,Permanent_ice_and_snow,Water,Water,NULL,Water,Water,NULL,Water
250,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
251,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
252,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
253,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
254,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
255,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
256,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
257,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
258,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
259,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
260,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
261,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
262,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
263,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
264,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
265,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
266,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
267,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
268,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
269,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
270,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
271,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
272,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Water
273,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
274,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
275,Forest,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
276,Forest,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
277,Forest,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Water
278,Forest,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Forest
279,Forest,NULL,Water,NULL,Water,NULL,NULL,Grassland
280,Forest,NULL,Water,NULL,Water,NULL,NULL,Water
281,Forest,NULL,Water,NULL,Water,NULL,NULL,Forest
282,Forest,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
283,Forest,NULL,Water,Non_Water,Water,NULL,NULL,Water
284,Forest,NULL,Water,Non_Water,Water,NULL,NULL,Forest
285,Forest,NULL,Water,Water,Water,NULL,NULL,Grassland
286,Forest,NULL,Water,Water,Water,NULL,NULL,Water
287,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
288,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
289,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
290,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
291,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
292,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
293,Forest,Wetland,Wetland,NULL,Wetland,NULL,NULL,Grassland
294,Forest,Wetland,Wetland,NULL,Wetland,NULL,NULL,Forest
295,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
296,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Water
297,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
298,Forest,Wetland,Wetland,Water,Wetland,NULL,NULL,Grassland
299,Forest,Wetland,Wetland,Water,Wetland,NULL,NULL,Water
300,Forest,Wetland,Wetland,Water,Wetland,NULL,NULL,Forest
301,Forest,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
302,Forest,Wetland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
303,Forest,Wetland,Water,Non_Water,Water,NULL,NULL,Grassland
304,Forest,Wetland,Water,Water,Water,NULL,NULL,Grassland
305,Forest,Wetland,Water,Water,Water,NULL,NULL,Water
306,Forest,Wetland,Water,Water,Water,NULL,NULL,Forest
307,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
308,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
309,Forest,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
310,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
311,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
312,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
313,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
314,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
315,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
316,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
317,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
318,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
319,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
320,Forest,Water,NULL,NULL,Non_Wetland,NULL,NULL,Water
321,Forest,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
322,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
323,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
324,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
325,Forest,Water,NULL,Water,Non_Wetland,NULL,NULL,Grassland
326,Forest,Water,NULL,Water,Non_Wetland,NULL,NULL,Water
327,Forest,Water,NULL,Water,Non_Wetland,NULL,NULL,Forest
328,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
329,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
330,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
331,Forest,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
332,Forest,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
333,Forest,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
334,Forest,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
335,Forest,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
336,Forest,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
337,Forest,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
338,Forest,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Water
339,Forest,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
340,Forest,Water,Grassland,NULL,Non_Wetland,Wetland,NULL,Forest
341,Forest,Water,Grassland,NULL,Non_Wetland,Water,NULL,Forest
342,Forest,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
343,Forest,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
344,Forest,Water,Grassland,Non_Water,Non_Wetland,Wetland,NULL,Forest
345,Forest,Water,Grassland,Non_Water,Non_Wetland,Water,NULL,Water
346,Forest,Water,Grassland,Water,Non_Wetland,NULL,NULL,Water
347,Forest,Water,Grassland,Water,Non_Wetland,NULL,NULL,Forest
348,Forest,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Water
349,Forest,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
350,Forest,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
351,Forest,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
352,Forest,Water,Cropland,Water,Non_Wetland,NULL,NULL,Water
353,Forest,Water,Cropland,Water,Non_Wetland,NULL,NULL,Forest
354,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
355,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Water
356,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
357,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
358,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
359,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
