Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20MKS_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20MKS_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20MKS_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20MKS_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20MKS_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20MKS_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20MKS_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20MKS_M_R
883,NULL,Built-up,Bareland,NULL,Non_Wetland,Grassland,Bareland,Grassland
884,NULL,Built-up,Bareland,NULL,Non_Wetland,Grassland,Bareland,Forest
885,NULL,Built-up,Bareland,NULL,Non_Wetland,Bareland,Grassland,Grassland
886,NULL,Built-up,Bareland,NULL,Non_Wetland,Bareland,Grassland,Forest
887,NULL,Built-up,Bareland,NULL,Non_Wetland,Bareland,Bareland,Forest
888,NULL,Built-up,Bareland,NULL,Non_Wetland,Bareland,Water,Forest
889,NULL,Built-up,Bareland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
890,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
891,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
892,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
893,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Wetland,Grassland
894,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Wetland,Forest
895,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
896,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Built-up
897,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Forest
898,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Forest
899,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Water,Grassland
900,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Water,Forest
901,NULL,Built-up,Built-up,NULL,Non_Wetland,Wetland,Grassland,Grassland
902,NULL,Built-up,Built-up,NULL,Non_Wetland,Wetland,Grassland,Forest
903,NULL,Built-up,Built-up,NULL,Non_Wetland,Wetland,Wetland,Grassland
904,NULL,Built-up,Built-up,NULL,Non_Wetland,Wetland,Bareland,Grassland
905,NULL,Built-up,Built-up,NULL,Non_Wetland,Wetland,Bareland,Forest
906,NULL,Built-up,Built-up,NULL,Non_Wetland,Wetland,Built-up,Forest
907,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
908,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
909,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Bareland
910,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
911,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
912,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Wetland,Grassland
913,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Wetland,Forest
914,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
915,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
916,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
917,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
918,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Built-up
919,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Forest
920,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Water,Forest
921,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Forest,Grassland
922,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Forest,Forest
923,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,Grassland
924,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,Built-up
925,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,Forest
926,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Wetland,Grassland
927,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Wetland,Built-up
928,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Wetland,Forest
929,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Bareland,Grassland
930,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Bareland,Built-up
931,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Bareland,Water
932,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Bareland,Forest
933,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
934,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Bareland
935,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
936,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Water
937,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Forest
938,NULL,Built-up,Built-up,NULL,Non_Wetland,Water,Grassland,Grassland
939,NULL,Built-up,Built-up,NULL,Non_Wetland,Water,Bareland,Bareland
940,NULL,Built-up,Built-up,NULL,Non_Wetland,Water,Bareland,Forest
941,NULL,Built-up,Built-up,NULL,Non_Wetland,Forest,Bareland,Forest
942,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
943,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
944,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
945,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Wetland,Bareland,Grassland
946,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Wetland,Bareland,Forest
947,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
948,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Bareland,Wetland,Forest
949,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
950,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Built-up
951,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Water
952,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Forest
953,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Bareland,Water,Grassland
954,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Bareland,Forest,Grassland
955,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Built-up,Bareland,Grassland
956,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Built-up,Built-up,Grassland
957,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Built-up,Built-up,Built-up
958,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Built-up,Built-up,Forest
959,NULL,Built-up,Built-up,Water,Non_Wetland,Grassland,Bareland,Grassland
960,NULL,Built-up,Built-up,Water,Non_Wetland,Wetland,Wetland,Forest
961,NULL,Built-up,Built-up,Water,Non_Wetland,Wetland,Bareland,Grassland
962,NULL,Built-up,Built-up,Water,Non_Wetland,Bareland,Grassland,Grassland
963,NULL,Built-up,Built-up,Water,Non_Wetland,Bareland,Grassland,Water
964,NULL,Built-up,Built-up,Water,Non_Wetland,Bareland,Wetland,Grassland
965,NULL,Built-up,Built-up,Water,Non_Wetland,Bareland,Wetland,Forest
966,NULL,Built-up,Built-up,Water,Non_Wetland,Bareland,Bareland,Grassland
967,NULL,Built-up,Built-up,Water,Non_Wetland,Bareland,Bareland,Built-up
968,NULL,Built-up,Built-up,Water,Non_Wetland,Bareland,Bareland,Water
969,NULL,Built-up,Built-up,Water,Non_Wetland,Bareland,Bareland,Forest
970,NULL,Built-up,Built-up,Water,Non_Wetland,Bareland,Water,Grassland
971,NULL,Built-up,Built-up,Water,Non_Wetland,Bareland,Forest,Forest
972,NULL,Built-up,Built-up,Water,Non_Wetland,Built-up,Bareland,Grassland
973,NULL,Built-up,Built-up,Water,Non_Wetland,Built-up,Bareland,Water
974,NULL,Built-up,Built-up,Water,Non_Wetland,Built-up,Bareland,Forest
975,NULL,Built-up,Built-up,Water,Non_Wetland,Built-up,Built-up,Grassland
976,NULL,Built-up,Built-up,Water,Non_Wetland,Built-up,Built-up,Built-up
977,NULL,Built-up,Built-up,Water,Non_Wetland,Built-up,Built-up,Water
978,NULL,Built-up,Built-up,Water,Non_Wetland,Built-up,Built-up,Forest
979,NULL,Built-up,Built-up,Water,Non_Wetland,Water,Bareland,Grassland
980,NULL,Built-up,Built-up,Water,Non_Wetland,Water,Bareland,Water
981,NULL,Built-up,Water,Non_Water,Water,Built-up,Bareland,Forest
982,NULL,Built-up,Water,Water,Water,Bareland,Wetland,Grassland
983,NULL,Built-up,Water,Water,Water,Bareland,Bareland,Grassland
984,NULL,Built-up,Water,Water,Water,Built-up,Bareland,Water
985,NULL,Built-up,Water,Water,Water,Built-up,Bareland,Forest
986,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
987,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
988,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
989,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
990,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
991,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
992,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
993,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
994,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Built-up,Forest
995,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Water,Forest
996,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
997,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
998,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
999,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
1000,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
1001,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
1002,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,Bareland,Grassland
1003,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,Bareland,Forest
1004,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,Built-up,Forest
1005,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,Water,Grassland
1006,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
1007,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
1008,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
1009,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
1010,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
1011,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
1012,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
1013,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
1014,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
1015,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Grassland,Grassland
1016,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Grassland,Forest
1017,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Bareland,Grassland
1018,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Bareland,Built-up
1019,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Bareland,Forest
1020,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,Grassland
1021,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,Built-up
1022,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,Forest
1023,NULL,Built-up,Forest,NULL,Non_Wetland,Forest,Built-up,Forest
1024,NULL,Built-up,Forest,Non_Water,Non_Wetland,Grassland,Bareland,Forest
1025,NULL,Built-up,Forest,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
1026,NULL,Built-up,Forest,Non_Water,Non_Wetland,Bareland,Wetland,Forest
1027,NULL,Built-up,Forest,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
1028,NULL,Built-up,Forest,Non_Water,Non_Wetland,Bareland,Bareland,Forest
1029,NULL,Built-up,Forest,Non_Water,Non_Wetland,Bareland,Forest,Grassland
1030,NULL,Built-up,Forest,Non_Water,Non_Wetland,Water,Forest,Forest
1031,NULL,Built-up,Forest,Water,Non_Wetland,Wetland,Bareland,Grassland
1032,NULL,Built-up,Forest,Water,Non_Wetland,Bareland,Wetland,Grassland
1033,NULL,Built-up,Forest,Water,Non_Wetland,Bareland,Wetland,Forest
1034,NULL,Built-up,Forest,Water,Non_Wetland,Bareland,Bareland,Grassland
1035,NULL,Built-up,Forest,Water,Non_Wetland,Bareland,Bareland,Forest
1036,NULL,Built-up,Forest,Water,Non_Wetland,Bareland,Water,Grassland
1037,NULL,Built-up,Forest,Water,Non_Wetland,Built-up,Bareland,Grassland
1038,NULL,Built-up,Forest,Water,Non_Wetland,Built-up,Bareland,Forest
1039,NULL,Built-up,Forest,Water,Non_Wetland,Water,Grassland,Forest
1040,NULL,Water,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
1041,NULL,Water,NULL,NULL,Non_Wetland,Bareland,Wetland,Forest
1042,NULL,Water,NULL,NULL,Non_Wetland,Bareland,Water,Grassland
1043,NULL,Water,NULL,NULL,Non_Wetland,Water,Wetland,Grassland
1044,NULL,Water,NULL,Water,Non_Wetland,Wetland,Bareland,Grassland
1045,NULL,Water,NULL,Water,Non_Wetland,Wetland,Water,Grassland
1046,NULL,Water,NULL,Water,Non_Wetland,Bareland,Water,Grassland
1047,NULL,Water,NULL,Water,Non_Wetland,Bareland,Water,Water
1048,NULL,Water,NULL,Water,Non_Wetland,Water,Wetland,Grassland
1049,NULL,Water,NULL,Water,Non_Wetland,Water,Bareland,Grassland
1050,NULL,Water,NULL,Water,Non_Wetland,Water,Water,Grassland
1051,NULL,Water,Grassland,NULL,Non_Wetland,Grassland,Water,Grassland
1052,NULL,Water,Grassland,NULL,Non_Wetland,Water,Wetland,Forest
1053,NULL,Water,Grassland,Water,Non_Wetland,Bareland,Bareland,Water
1054,NULL,Water,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1055,NULL,Water,Cropland,NULL,Non_Wetland,Grassland,Grassland,Water
1056,NULL,Water,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
1057,NULL,Water,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
1058,NULL,Water,Cropland,NULL,Non_Wetland,Bareland,Wetland,Grassland
1059,NULL,Water,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1060,NULL,Water,Cropland,NULL,Non_Wetland,Water,Bareland,Grassland
1061,NULL,Water,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,Built-up
1062,NULL,Water,Cropland,Non_Water,Non_Wetland,Bareland,Wetland,Water
1063,NULL,Water,Cropland,Non_Water,Non_Wetland,Bareland,Water,Forest
1064,NULL,Water,Cropland,Water,Non_Wetland,Grassland,Wetland,Forest
1065,NULL,Water,Cropland,Water,Non_Wetland,Bareland,Wetland,Grassland
1066,NULL,Water,Cropland,Water,Non_Wetland,Bareland,Bareland,Grassland
1067,NULL,Water,Cropland,Water,Non_Wetland,Bareland,Water,Grassland
1068,NULL,Water,Cropland,Water,Non_Wetland,Water,Wetland,Grassland
1069,NULL,Water,Cropland,Water,Non_Wetland,Water,Water,Grassland
1070,NULL,Water,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
1071,NULL,Water,Wetland,NULL,Wetland,Grassland,Wetland,Forest
1072,NULL,Water,Wetland,NULL,Wetland,Grassland,Water,Forest
1073,NULL,Water,Wetland,NULL,Wetland,Wetland,Wetland,Forest
1074,NULL,Water,Wetland,NULL,Wetland,Wetland,Water,Grassland
1075,NULL,Water,Wetland,NULL,Wetland,Wetland,Water,Forest
1076,NULL,Water,Wetland,NULL,Wetland,Wetland,Forest,Forest
1077,NULL,Water,Wetland,NULL,Wetland,Bareland,Wetland,Forest
1078,NULL,Water,Wetland,NULL,Wetland,Bareland,Bareland,Water
1079,NULL,Water,Wetland,NULL,Wetland,Bareland,Water,Grassland
1080,NULL,Water,Wetland,NULL,Wetland,Bareland,Water,Water
1081,NULL,Water,Wetland,NULL,Wetland,Bareland,Water,Forest
1082,NULL,Water,Wetland,NULL,Wetland,Bareland,Forest,Grassland
1083,NULL,Water,Wetland,NULL,Wetland,Water,Wetland,Forest
1084,NULL,Water,Wetland,NULL,Wetland,Water,Bareland,Grassland
1085,NULL,Water,Wetland,NULL,Wetland,Water,Water,Grassland
1086,NULL,Water,Wetland,NULL,Wetland,Water,Water,Forest
1087,NULL,Water,Wetland,Non_Water,Wetland,Bareland,Wetland,Water
1088,NULL,Water,Wetland,Non_Water,Wetland,Bareland,Bareland,Grassland
1089,NULL,Water,Wetland,Non_Water,Wetland,Bareland,Water,Grassland
1090,NULL,Water,Wetland,Non_Water,Wetland,Bareland,Water,Forest
1091,NULL,Water,Wetland,Non_Water,Wetland,Water,Bareland,Grassland
1092,NULL,Water,Wetland,Non_Water,Wetland,Water,Water,Grassland
1093,NULL,Water,Wetland,Non_Water,Wetland,Water,Water,Water
1094,NULL,Water,Wetland,Water,Wetland,Grassland,Wetland,Forest
1095,NULL,Water,Wetland,Water,Wetland,Grassland,Water,Water
1096,NULL,Water,Wetland,Water,Wetland,Wetland,Wetland,Grassland
1097,NULL,Water,Wetland,Water,Wetland,Wetland,Bareland,Grassland
1098,NULL,Water,Wetland,Water,Wetland,Wetland,Water,Grassland
1099,NULL,Water,Wetland,Water,Wetland,Wetland,Water,Forest
1100,NULL,Water,Wetland,Water,Wetland,Bareland,Wetland,Grassland
1101,NULL,Water,Wetland,Water,Wetland,Bareland,Bareland,Grassland
1102,NULL,Water,Wetland,Water,Wetland,Bareland,Bareland,Water
1103,NULL,Water,Wetland,Water,Wetland,Bareland,Water,Grassland
1104,NULL,Water,Wetland,Water,Wetland,Bareland,Water,Wetland
1105,NULL,Water,Wetland,Water,Wetland,Bareland,Water,Water
1106,NULL,Water,Wetland,Water,Wetland,Built-up,Bareland,Water
1107,NULL,Water,Wetland,Water,Wetland,Built-up,Water,Water
1108,NULL,Water,Wetland,Water,Wetland,Water,Wetland,Grassland
1109,NULL,Water,Wetland,Water,Wetland,Water,Wetland,Water
1110,NULL,Water,Wetland,Water,Wetland,Water,Bareland,Grassland
1111,NULL,Water,Wetland,Water,Wetland,Water,Bareland,Water
1112,NULL,Water,Wetland,Water,Wetland,Water,Water,Grassland
1113,NULL,Water,Wetland,Water,Wetland,Water,Water,Wetland
1114,NULL,Water,Wetland,Water,Wetland,Water,Water,Water
1115,NULL,Water,Bareland,Water,Non_Wetland,Water,Water,Grassland
1116,NULL,Water,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
1117,NULL,Water,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
1118,NULL,Water,Built-up,NULL,Non_Wetland,Grassland,Water,Grassland
1119,NULL,Water,Built-up,NULL,Non_Wetland,Bareland,Wetland,Grassland
1120,NULL,Water,Built-up,NULL,Non_Wetland,Bareland,Wetland,Forest
1121,NULL,Water,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
1122,NULL,Water,Built-up,NULL,Non_Wetland,Water,Wetland,Grassland
1123,NULL,Water,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
1124,NULL,Water,Built-up,Non_Water,Non_Wetland,Water,Bareland,Grassland
1125,NULL,Water,Built-up,Water,Non_Wetland,Grassland,Water,Grassland
1126,NULL,Water,Built-up,Water,Non_Wetland,Bareland,Water,Grassland
1127,NULL,Water,Built-up,Water,Non_Wetland,Built-up,Bareland,Grassland
1128,NULL,Water,Built-up,Water,Non_Wetland,Built-up,Bareland,Water
1129,NULL,Water,Built-up,Water,Non_Wetland,Water,Water,Grassland
1130,NULL,Water,Water,NULL,Water,Water,Wetland,Water
1131,NULL,Water,Water,Water,Water,Grassland,Water,Grassland
1132,NULL,Water,Water,Water,Water,Grassland,Water,Water
1133,NULL,Water,Water,Water,Water,Bareland,Wetland,Bareland
1134,NULL,Water,Water,Water,Water,Bareland,Bareland,Water
1135,NULL,Water,Water,Water,Water,Built-up,Bareland,Water
1136,NULL,Water,Water,Water,Water,Built-up,Water,Water
1137,NULL,Water,Water,Water,Water,Water,Water,Grassland
1138,NULL,Water,Water,Water,Water,Water,Water,Wetland
1139,NULL,Water,Water,Water,Water,Water,Water,Water
1140,NULL,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1141,NULL,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
1142,NULL,Water,Forest,NULL,Non_Wetland,Grassland,Water,Grassland
1143,NULL,Water,Forest,NULL,Non_Wetland,Grassland,Water,Forest
1144,NULL,Water,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
1145,NULL,Water,Forest,NULL,Non_Wetland,Bareland,Wetland,Water
1146,NULL,Water,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
1147,NULL,Water,Forest,NULL,Non_Wetland,Bareland,Water,Grassland
1148,NULL,Water,Forest,Non_Water,Non_Wetland,Bareland,Water,Grassland
1149,NULL,Water,Forest,Water,Non_Wetland,Bareland,Water,Grassland
1150,NULL,Water,Forest,Water,Non_Wetland,Built-up,Bareland,Grassland
1151,NULL,Water,Forest,Water,Non_Wetland,Water,Bareland,Grassland
1152,NULL,Water,Forest,Water,Non_Wetland,Water,Water,Grassland
1153,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
1154,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
1155,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
1156,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
1157,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
1158,NULL,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
1159,NULL,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
1160,NULL,Forest,NULL,NULL,Non_Wetland,Wetland,Bareland,Grassland
1161,NULL,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
1162,NULL,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
1163,NULL,Forest,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
1164,NULL,Forest,NULL,NULL,Non_Wetland,Bareland,Wetland,Forest
1165,NULL,Forest,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
1166,NULL,Forest,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1167,NULL,Forest,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
1168,NULL,Forest,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1169,NULL,Forest,NULL,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
1170,NULL,Forest,NULL,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
1171,NULL,Forest,NULL,Non_Water,Non_Wetland,Bareland,Wetland,Forest
1172,NULL,Forest,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
1173,NULL,Forest,NULL,Non_Water,Non_Wetland,Bareland,Water,Grassland
1174,NULL,Forest,NULL,Water,Non_Wetland,Wetland,Wetland,Grassland
1175,NULL,Forest,NULL,Water,Non_Wetland,Bareland,Wetland,Grassland
1176,NULL,Forest,NULL,Water,Non_Wetland,Bareland,Bareland,Grassland
1177,NULL,Forest,NULL,Water,Non_Wetland,Bareland,Bareland,Built-up
1178,NULL,Forest,NULL,Water,Non_Wetland,Bareland,Water,Grassland
1179,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1180,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
1181,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1182,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
1183,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1184,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
1185,NULL,Forest,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
1186,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1187,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
1188,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1189,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
1190,NULL,Forest,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1191,NULL,Forest,Grassland,NULL,Non_Wetland,Bareland,Wetland,Forest
1192,NULL,Forest,Grassland,Water,Non_Wetland,Grassland,Bareland,Grassland
1193,NULL,Forest,Grassland,Water,Non_Wetland,Wetland,Wetland,Grassland
1194,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1195,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
1196,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
1197,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
1198,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
1199,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
1200,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1201,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,Wetland,Grassland
1202,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,Wetland,Forest
1203,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1204,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
1205,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,Water,Forest
1206,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,Forest,Forest
1207,NULL,Forest,Cropland,NULL,Non_Wetland,Water,Water,Grassland
1208,NULL,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
1209,NULL,Forest,Cropland,Non_Water,Non_Wetland,Wetland,Bareland,Grassland
1210,NULL,Forest,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
1211,NULL,Forest,Cropland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
1212,NULL,Forest,Cropland,Non_Water,Non_Wetland,Bareland,Wetland,Forest
1213,NULL,Forest,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
1214,NULL,Forest,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Forest
1215,NULL,Forest,Cropland,Non_Water,Non_Wetland,Bareland,Water,Grassland
1216,NULL,Forest,Cropland,Water,Non_Wetland,Bareland,Grassland,Forest
1217,NULL,Forest,Cropland,Water,Non_Wetland,Bareland,Wetland,Grassland
1218,NULL,Forest,Cropland,Water,Non_Wetland,Bareland,Bareland,Grassland
1219,NULL,Forest,Cropland,Water,Non_Wetland,Bareland,Bareland,Forest
