Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22KCC_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22KCC_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22KCC_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22KCC_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22KCC_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22KCC_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22KCC_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22KCC_M_R
2459,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
2460,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,Bareland,Forest
2461,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,Built-up,Forest
2462,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,Water,Forest
2463,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,Forest,Built-up
2464,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
2465,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
2466,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
2467,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
2468,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Built-up,Forest
2469,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
2470,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
2471,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,NULL,Forest
2472,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Wetland,Forest
2473,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,Forest
2474,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Forest,Forest
2475,NULL,Built-up,Forest,NULL,Non_Wetland,Forest,NULL,Forest
2476,NULL,Built-up,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
2477,NULL,Built-up,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
2478,NULL,Built-up,Forest,NULL,Non_Wetland,Forest,Built-up,Forest
2479,NULL,Built-up,Forest,NULL,Non_Wetland,Forest,Forest,NULL
2480,NULL,Built-up,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
2481,NULL,Built-up,Forest,NULL,Non_Wetland,Forest,Forest,Forest
2482,NULL,Built-up,Forest,Non_Water,Non_Wetland,NULL,Grassland,Forest
2483,NULL,Built-up,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
2484,NULL,Built-up,Forest,Non_Water,Non_Wetland,Wetland,Water,Forest
2485,NULL,Water,NULL,NULL,Non_Wetland,Wetland,NULL,Cropland
2486,NULL,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,Water
2487,NULL,Water,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Forest
2488,NULL,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
2489,NULL,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
2490,NULL,Water,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
2491,NULL,Water,Shrubland,NULL,Non_Wetland,NULL,Wetland,Water
2492,NULL,Water,Shrubland,NULL,Non_Wetland,Grassland,NULL,Water
2493,NULL,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2494,NULL,Water,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
2495,NULL,Water,Shrubland,NULL,Non_Wetland,Wetland,NULL,Water
2496,NULL,Water,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
2497,NULL,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
2498,NULL,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
2499,NULL,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
2500,NULL,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,Forest
2501,NULL,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2502,NULL,Water,Shrubland,Water,Non_Wetland,Grassland,Wetland,NULL
2503,NULL,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
2504,NULL,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
2505,NULL,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Water
2506,NULL,Water,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
2507,NULL,Water,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
2508,NULL,Water,Cropland,NULL,Non_Wetland,NULL,Wetland,Wetland
2509,NULL,Water,Cropland,NULL,Non_Wetland,NULL,Water,Grassland
2510,NULL,Water,Cropland,NULL,Non_Wetland,NULL,Water,Water
2511,NULL,Water,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
2512,NULL,Water,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2513,NULL,Water,Cropland,NULL,Non_Wetland,Wetland,NULL,NULL
2514,NULL,Water,Cropland,NULL,Non_Wetland,Wetland,NULL,Grassland
2515,NULL,Water,Cropland,NULL,Non_Wetland,Wetland,NULL,Bareland
2516,NULL,Water,Cropland,NULL,Non_Wetland,Wetland,NULL,Forest
2517,NULL,Water,Cropland,NULL,Non_Wetland,Wetland,Grassland,Water
2518,NULL,Water,Cropland,NULL,Non_Wetland,Wetland,Wetland,Forest
2519,NULL,Water,Cropland,NULL,Non_Wetland,Wetland,Water,NULL
2520,NULL,Water,Cropland,NULL,Non_Wetland,Wetland,Water,Water
2521,NULL,Water,Cropland,NULL,Non_Wetland,Bareland,NULL,NULL
2522,NULL,Water,Cropland,NULL,Non_Wetland,Bareland,Wetland,NULL
2523,NULL,Water,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
2524,NULL,Water,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
2525,NULL,Water,Cropland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
2526,NULL,Water,Built-up,NULL,Non_Wetland,Grassland,NULL,NULL
2527,NULL,Water,Built-up,Non_Water,Non_Wetland,NULL,Built-up,NULL
2528,NULL,Water,Water,NULL,Water,NULL,Wetland,Water
2529,NULL,Water,Water,NULL,Water,NULL,Water,Bareland
2530,NULL,Water,Water,NULL,Water,Wetland,Water,Water
2531,NULL,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
2532,NULL,Water,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
2533,NULL,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
2534,NULL,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
2535,NULL,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
2536,NULL,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Water
2537,NULL,Water,Forest,NULL,Non_Wetland,Wetland,Water,NULL
2538,NULL,Water,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
2539,NULL,Water,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
2540,NULL,Water,Forest,Non_Water,Non_Wetland,NULL,Water,Grassland
2541,NULL,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
2542,NULL,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
2543,NULL,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
2544,NULL,Water,Forest,Non_Water,Non_Wetland,Wetland,Water,Wetland
2545,NULL,Water,Forest,Water,Non_Wetland,Water,NULL,Water
2546,NULL,Forest,NULL,NULL,Non_Wetland,NULL,NULL,NULL
2547,NULL,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
2548,NULL,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
2549,NULL,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
2550,NULL,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,NULL
2551,NULL,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
2552,NULL,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
2553,NULL,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,NULL
2554,NULL,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,Grassland
2555,NULL,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Forest
2556,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,NULL,Forest
2557,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,Forest,Forest
2558,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,NULL
2559,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
2560,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
2561,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
2562,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
2563,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
2564,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
2565,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
2566,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
2567,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
2568,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
2569,NULL,Forest,NULL,NULL,Non_Wetland,Wetland,NULL,NULL
2570,NULL,Forest,NULL,NULL,Non_Wetland,Wetland,NULL,Forest
2571,NULL,Forest,NULL,NULL,Non_Wetland,Wetland,Shrubland,NULL
2572,NULL,Forest,NULL,NULL,Non_Wetland,Wetland,Shrubland,Forest
2573,NULL,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
2574,NULL,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
2575,NULL,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Wetland
2576,NULL,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
2577,NULL,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,NULL
2578,NULL,Forest,NULL,NULL,Non_Wetland,Bareland,Wetland,NULL
2579,NULL,Forest,NULL,NULL,Non_Wetland,Bareland,Bareland,NULL
2580,NULL,Forest,NULL,NULL,Non_Wetland,Forest,NULL,Cropland
2581,NULL,Forest,NULL,NULL,Non_Wetland,Forest,NULL,Forest
2582,NULL,Forest,NULL,NULL,Non_Wetland,Forest,Shrubland,Grassland
2583,NULL,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
2584,NULL,Forest,NULL,NULL,Non_Wetland,Forest,Wetland,Grassland
2585,NULL,Forest,NULL,NULL,Non_Wetland,Forest,Forest,NULL
2586,NULL,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Cropland
2587,NULL,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Forest
2588,NULL,Forest,NULL,Non_Water,Non_Wetland,NULL,Wetland,Grassland
2589,NULL,Forest,NULL,Non_Water,Non_Wetland,Wetland,Wetland,NULL
2590,NULL,Forest,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Forest
2591,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
2592,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
2593,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
2594,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,Shrubland,NULL
2595,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
2596,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
2597,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
2598,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
2599,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,Wetland
2600,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
2601,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,NULL
2602,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
2603,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
2604,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
2605,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
2606,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
2607,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
2608,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
2609,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
2610,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
2611,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
2612,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
2613,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
2614,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
2615,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
2616,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
2617,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
2618,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
2619,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2620,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
2621,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
2622,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,NULL
2623,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
2624,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
2625,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
2626,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
2627,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
2628,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,NULL,NULL
2629,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
2630,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
2631,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,NULL
2632,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
2633,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Forest
2634,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,NULL
2635,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
2636,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
2637,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
2638,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
2639,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
2640,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
2641,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Bareland,NULL
2642,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
2643,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
2644,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2645,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Wetland,NULL
2646,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
2647,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
2648,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Cropland
2649,NULL,Forest,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
2650,NULL,Forest,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
2651,NULL,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,NULL
2652,NULL,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
2653,NULL,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
2654,NULL,Forest,Shrubland,NULL,Non_Wetland,Forest,Wetland,NULL
2655,NULL,Forest,Shrubland,NULL,Non_Wetland,Forest,Wetland,Grassland
2656,NULL,Forest,Shrubland,NULL,Non_Wetland,Forest,Wetland,Wetland
2657,NULL,Forest,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
2658,NULL,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,NULL
2659,NULL,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
2660,NULL,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Cropland
2661,NULL,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Wetland
2662,NULL,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
2663,NULL,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Grassland
2664,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
2665,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,NULL
2666,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
2667,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
2668,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
2669,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
2670,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,Grassland,NULL
2671,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
2672,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
2673,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,Wetland,Grassland
2674,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
2675,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
2676,NULL,Forest,Grassland,NULL,Non_Wetland,Shrubland,NULL,Forest
2677,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
2678,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
2679,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
2680,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2681,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
2682,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,NULL
2683,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
2684,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
2685,NULL,Forest,Grassland,NULL,Non_Wetland,Wetland,NULL,NULL
2686,NULL,Forest,Grassland,NULL,Non_Wetland,Wetland,NULL,Forest
2687,NULL,Forest,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
2688,NULL,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
2689,NULL,Forest,Grassland,Non_Water,Non_Wetland,NULL,Wetland,Grassland
2690,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
2691,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
2692,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
2693,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
2694,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,Shrubland,Forest
2695,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,NULL
2696,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
2697,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
2698,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,Bareland
2699,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
2700,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,Wetland,NULL
2701,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,Wetland,Grassland
2702,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,Wetland,Forest
2703,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,Bareland,Built-up
2704,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,Water,Forest
2705,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
2706,NULL,Forest,Cropland,NULL,Non_Wetland,Shrubland,NULL,NULL
2707,NULL,Forest,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
2708,NULL,Forest,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
2709,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
2710,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
2711,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
2712,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Bareland
2713,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Built-up
2714,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
2715,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Shrubland,NULL
2716,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
2717,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
2718,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
2719,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2720,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
2721,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
2722,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
2723,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
2724,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Wetland,NULL
2725,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
2726,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
2727,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Bareland,NULL
2728,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Bareland,Built-up
2729,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,NULL
2730,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
2731,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Cropland
2732,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Built-up
2733,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
2734,NULL,Forest,Cropland,NULL,Non_Wetland,Wetland,NULL,NULL
2735,NULL,Forest,Cropland,NULL,Non_Wetland,Wetland,NULL,Grassland
2736,NULL,Forest,Cropland,NULL,Non_Wetland,Wetland,NULL,Cropland
2737,NULL,Forest,Cropland,NULL,Non_Wetland,Wetland,NULL,Wetland
2738,NULL,Forest,Cropland,NULL,Non_Wetland,Wetland,NULL,Water
2739,NULL,Forest,Cropland,NULL,Non_Wetland,Wetland,NULL,Forest
2740,NULL,Forest,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
2741,NULL,Forest,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
2742,NULL,Forest,Cropland,NULL,Non_Wetland,Wetland,Wetland,NULL
2743,NULL,Forest,Cropland,NULL,Non_Wetland,Wetland,Wetland,Grassland
2744,NULL,Forest,Cropland,NULL,Non_Wetland,Wetland,Wetland,Forest
2745,NULL,Forest,Cropland,NULL,Non_Wetland,Wetland,Bareland,NULL
2746,NULL,Forest,Cropland,NULL,Non_Wetland,Wetland,Forest,Forest
2747,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,NULL,NULL
2748,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
2749,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,NULL,Built-up
2750,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,NULL,Water
2751,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
2752,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,NULL
2753,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2754,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,Wetland,NULL
2755,NULL,Forest,Cropland,NULL,Non_Wetland,Forest,NULL,Grassland
2756,NULL,Forest,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
2757,NULL,Forest,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
2758,NULL,Forest,Cropland,NULL,Non_Wetland,Forest,Grassland,Cropland
2759,NULL,Forest,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
2760,NULL,Forest,Cropland,NULL,Non_Wetland,Forest,Forest,NULL
2761,NULL,Forest,Cropland,NULL,Non_Wetland,Forest,Forest,Grassland
2762,NULL,Forest,Cropland,NULL,Non_Wetland,Forest,Forest,Cropland
2763,NULL,Forest,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
2764,NULL,Forest,Cropland,Non_Water,Non_Wetland,NULL,Wetland,Grassland
2765,NULL,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
2766,NULL,Forest,Cropland,Water,Non_Wetland,Wetland,NULL,Forest
2767,NULL,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
2768,NULL,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Forest
2769,NULL,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
2770,NULL,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
2771,NULL,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
2772,NULL,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
2773,NULL,Forest,Built-up,NULL,Non_Wetland,NULL,Grassland,Grassland
2774,NULL,Forest,Built-up,NULL,Non_Wetland,Shrubland,Grassland,Bareland
2775,NULL,Forest,Built-up,NULL,Non_Wetland,Grassland,NULL,Bareland
2776,NULL,Forest,Built-up,NULL,Non_Wetland,Grassland,Grassland,NULL
2777,NULL,Forest,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
2778,NULL,Forest,Built-up,NULL,Non_Wetland,Grassland,Bareland,NULL
2779,NULL,Forest,Built-up,NULL,Non_Wetland,Grassland,Bareland,Forest
2780,NULL,Forest,Built-up,NULL,Non_Wetland,Wetland,NULL,Built-up
2781,NULL,Forest,Built-up,NULL,Non_Wetland,Bareland,NULL,NULL
2782,NULL,Forest,Built-up,NULL,Non_Wetland,Bareland,Grassland,Bareland
2783,NULL,Forest,Built-up,NULL,Non_Wetland,Bareland,Bareland,NULL
2784,NULL,Forest,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
2785,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
2786,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
2787,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
