Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22MGV_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22MGV_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22MGV_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22MGV_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22MGV_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22MGV_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22MGV_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22MGV_M_R
3294,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
3295,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
3296,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Wetland
3297,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Bareland
3298,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Built-up
3299,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
3300,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,NULL
3301,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
3302,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Cropland
3303,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Wetland
3304,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
3305,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
3306,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
3307,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Built-up,Grassland
3308,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Water,Grassland
3309,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
3310,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
3311,Grassland,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Grassland
3312,Grassland,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Cropland
3313,Grassland,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Forest
3314,Grassland,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Grassland
3315,Grassland,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Cropland
3316,Grassland,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Wetland
3317,Grassland,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Bareland
3318,Grassland,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Forest
3319,Grassland,NULL,NULL,NULL,Non_Wetland,Cropland,Forest,Grassland
3320,Grassland,NULL,NULL,NULL,Non_Wetland,Cropland,Forest,Forest
3321,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,NULL,Grassland
3322,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,NULL,Wetland
3323,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,NULL
3324,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
3325,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Cropland
3326,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Wetland
3327,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Bareland
3328,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Water
3329,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
3330,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
3331,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
3332,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Cropland
3333,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Wetland
3334,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
3335,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Water,Grassland
3336,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Grassland
3337,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Wetland
3338,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
3339,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
3340,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Bareland
3341,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Built-up
3342,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Grassland
3343,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
3344,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Wetland
3345,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Bareland
3346,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Built-up
3347,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
3348,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,NULL
3349,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
3350,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,Wetland
3351,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,Forest
3352,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
3353,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Built-up
3354,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Built-up,Grassland
3355,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
3356,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
3357,Grassland,NULL,NULL,NULL,Non_Wetland,Built-up,Grassland,Grassland
3358,Grassland,NULL,NULL,NULL,Non_Wetland,Built-up,Grassland,Built-up
3359,Grassland,NULL,NULL,NULL,Non_Wetland,Built-up,Bareland,Grassland
3360,Grassland,NULL,NULL,NULL,Non_Wetland,Built-up,Built-up,Grassland
3361,Grassland,NULL,NULL,NULL,Non_Wetland,Built-up,Built-up,Built-up
3362,Grassland,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
3363,Grassland,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Bareland
3364,Grassland,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Forest
3365,Grassland,NULL,NULL,NULL,Non_Wetland,Water,Wetland,Grassland
3366,Grassland,NULL,NULL,NULL,Non_Wetland,Water,Wetland,Wetland
3367,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
3368,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
3369,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,Forest,NULL
3370,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
3371,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Forest
3372,Grassland,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
3373,Grassland,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Wetland,Grassland
3374,Grassland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
3375,Grassland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Forest
3376,Grassland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
3377,Grassland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Forest,Grassland
3378,Grassland,NULL,NULL,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
3379,Grassland,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
3380,Grassland,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
3381,Grassland,NULL,NULL,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
3382,Grassland,NULL,NULL,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
3383,Grassland,NULL,NULL,Water,Non_Wetland,Grassland,Grassland,Grassland
3384,Grassland,NULL,NULL,Water,Non_Wetland,Grassland,Grassland,Forest
3385,Grassland,NULL,NULL,Water,Non_Wetland,Grassland,Wetland,Grassland
3386,Grassland,NULL,NULL,Water,Non_Wetland,Wetland,Grassland,Grassland
3387,Grassland,NULL,NULL,Water,Non_Wetland,Bareland,Grassland,Grassland
3388,Grassland,NULL,NULL,Water,Non_Wetland,Bareland,Wetland,Grassland
3389,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
3390,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
3391,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
3392,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
3393,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
3394,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
3395,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
3396,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
3397,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Wetland
3398,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Built-up
3399,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
3400,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
3401,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Wetland
3402,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Forest
3403,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
3404,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
3405,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
3406,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
3407,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
3408,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Built-up
3409,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
3410,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
3411,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
3412,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3413,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
3414,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Wetland
3415,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
3416,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
3417,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Water
3418,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
3419,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
3420,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Cropland
3421,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Wetland
3422,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Water
3423,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
3424,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
3425,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Built-up
3426,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
3427,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
3428,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Built-up
3429,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Forest
3430,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
3431,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
3432,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
3433,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
3434,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
3435,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Forest
3436,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
3437,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Cropland
3438,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Bareland
3439,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Forest
3440,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Forest,Grassland
3441,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Forest,Forest
3442,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
3443,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Wetland
3444,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,NULL
3445,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
3446,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Cropland
3447,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Wetland
3448,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Bareland
3449,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Built-up
3450,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Water
3451,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
3452,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
3453,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
3454,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Cropland
3455,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
3456,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
3457,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Grassland
3458,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Built-up,Grassland
3459,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
3460,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
3461,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
3462,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
3463,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Cropland
3464,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
3465,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
3466,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
3467,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Cropland
3468,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Wetland
3469,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
3470,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
3471,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Water
3472,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
3473,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
3474,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Wetland
3475,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Built-up
3476,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
3477,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
3478,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
3479,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
3480,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
3481,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
3482,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Bareland
3483,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Built-up
3484,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Forest
3485,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
3486,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Forest
3487,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
3488,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Built-up
3489,Grassland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
3490,Grassland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Built-up
3491,Grassland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Forest
3492,Grassland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Grassland
3493,Grassland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
3494,Grassland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
3495,Grassland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Forest
3496,Grassland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Forest,Grassland
3497,Grassland,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
3498,Grassland,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Wetland
3499,Grassland,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Bareland
3500,Grassland,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Water
3501,Grassland,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
3502,Grassland,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
3503,Grassland,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Wetland
3504,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
3505,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
3506,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,Bareland,Forest
3507,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
3508,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
3509,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
3510,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Wetland,Grassland
3511,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
3512,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Bareland
3513,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
3514,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
3515,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
3516,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
3517,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Grassland
3518,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
3519,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
3520,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
3521,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Forest
3522,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
3523,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Built-up,Grassland,Grassland
3524,Grassland,NULL,Shrubland,Water,Non_Wetland,Shrubland,Wetland,Grassland
3525,Grassland,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
3526,Grassland,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Water
3527,Grassland,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Forest
3528,Grassland,NULL,Shrubland,Water,Non_Wetland,Wetland,Grassland,Grassland
3529,Grassland,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
3530,Grassland,NULL,Shrubland,Water,Non_Wetland,Bareland,Grassland,Grassland
3531,Grassland,NULL,Shrubland,Water,Non_Wetland,Bareland,Water,Grassland
3532,Grassland,NULL,Shrubland,Water,Non_Wetland,Water,Grassland,Grassland
3533,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
3534,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,NULL
3535,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
3536,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
3537,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland,Grassland
3538,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
3539,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,Grassland
3540,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
3541,Grassland,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,Grassland
3542,Grassland,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,Forest
3543,Grassland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
3544,Grassland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,NULL
3545,Grassland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
3546,Grassland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
3547,Grassland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Wetland
3548,Grassland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Built-up
3549,Grassland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Forest
3550,Grassland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
3551,Grassland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Wetland,Forest
3552,Grassland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
3553,Grassland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Built-up,Forest
3554,Grassland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Forest,Grassland
3555,Grassland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Forest,Forest
3556,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
3557,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Cropland
3558,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Wetland
3559,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Bareland
3560,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
3561,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
3562,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Forest
3563,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
3564,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3565,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Cropland
3566,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Wetland
3567,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Bareland
3568,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Built-up
3569,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Water
3570,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
3571,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
3572,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Cropland
3573,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Wetland
3574,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
3575,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
3576,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
3577,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Built-up,Grassland
3578,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Built-up,Forest
3579,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Water,Grassland
3580,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Water,Forest
3581,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
3582,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
3583,Grassland,NULL,Grassland,NULL,Non_Wetland,Cropland,NULL,Grassland
3584,Grassland,NULL,Grassland,NULL,Non_Wetland,Cropland,NULL,Cropland
3585,Grassland,NULL,Grassland,NULL,Non_Wetland,Cropland,NULL,Forest
3586,Grassland,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Grassland
3587,Grassland,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Cropland
3588,Grassland,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Bareland
3589,Grassland,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Forest
3590,Grassland,NULL,Grassland,NULL,Non_Wetland,Cropland,Forest,Grassland
3591,Grassland,NULL,Grassland,NULL,Non_Wetland,Cropland,Forest,Cropland
3592,Grassland,NULL,Grassland,NULL,Non_Wetland,Cropland,Forest,Forest
3593,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,NULL,Grassland
3594,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,NULL
3595,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
3596,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Wetland
3597,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Bareland
3598,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Built-up
3599,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Water
3600,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
3601,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
3602,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Cropland
3603,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Wetland
3604,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
3605,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,Bareland,Grassland
3606,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,Grassland
