Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22LBJ_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22LBJ_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22LBJ_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22LBJ_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22LBJ_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22LBJ_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22LBJ_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22LBJ_M_R
2874,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
2875,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,Wetland,NULL
2876,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,Wetland,Grassland
2877,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,Wetland,Forest
2878,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,Water,Grassland
2879,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,Water,Wetland
2880,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,NULL
2881,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,Grassland
2882,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,Forest
2883,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,NULL
2884,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
2885,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
2886,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
2887,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,NULL
2888,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
2889,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Cropland
2890,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
2891,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
2892,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
2893,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
2894,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
2895,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,NULL
2896,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
2897,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Water,Water
2898,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,NULL
2899,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
2900,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
2901,Grassland,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Grassland
2902,Grassland,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Cropland
2903,Grassland,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Forest
2904,Grassland,NULL,NULL,NULL,Non_Wetland,Cropland,Shrubland,Grassland
2905,Grassland,NULL,NULL,NULL,Non_Wetland,Cropland,Shrubland,Cropland
2906,Grassland,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,NULL
2907,Grassland,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Grassland
2908,Grassland,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Cropland
2909,Grassland,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Forest
2910,Grassland,NULL,NULL,NULL,Non_Wetland,Cropland,Forest,Forest
2911,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Shrubland,NULL
2912,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Shrubland,Grassland
2913,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
2914,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
2915,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
2916,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Wetland
2917,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Water,Grassland
2918,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,NULL
2919,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
2920,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
2921,Grassland,NULL,NULL,NULL,Non_Wetland,Built-up,Grassland,Grassland
2922,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,NULL,Forest
2923,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
2924,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL,Water,Grassland
2925,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL,Water,Wetland
2926,Grassland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
2927,Grassland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
2928,Grassland,NULL,NULL,Non_Water,Non_Wetland,Bareland,Water,Grassland
2929,Grassland,NULL,NULL,Non_Water,Non_Wetland,Bareland,Water,Wetland
2930,Grassland,NULL,NULL,Water,Non_Wetland,Shrubland,Grassland,Grassland
2931,Grassland,NULL,NULL,Water,Non_Wetland,Grassland,Water,Wetland
2932,Grassland,NULL,NULL,Water,Non_Wetland,Wetland,Water,Wetland
2933,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
2934,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
2935,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
2936,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
2937,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
2938,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,NULL
2939,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
2940,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Cropland
2941,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
2942,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
2943,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
2944,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Cropland
2945,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Wetland
2946,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Bareland
2947,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Built-up
2948,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Water
2949,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
2950,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,NULL
2951,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
2952,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,NULL
2953,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Grassland
2954,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Wetland
2955,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,NULL
2956,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
2957,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
2958,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
2959,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
2960,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Cropland
2961,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
2962,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
2963,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
2964,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
2965,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
2966,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
2967,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
2968,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
2969,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
2970,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
2971,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,NULL
2972,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
2973,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Cropland
2974,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Wetland
2975,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,NULL
2976,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Grassland
2977,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Wetland
2978,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,NULL
2979,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
2980,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
2981,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
2982,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
2983,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
2984,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Bareland
2985,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
2986,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
2987,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
2988,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
2989,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
2990,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
2991,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2992,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
2993,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
2994,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
2995,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
2996,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,NULL
2997,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
2998,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Cropland
2999,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
3000,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
3001,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
3002,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
3003,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
3004,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,NULL
3005,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
3006,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
3007,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Forest
3008,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,NULL
3009,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
3010,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Cropland
3011,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Forest
3012,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,NULL
3013,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
3014,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Cropland
3015,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Forest
3016,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Wetland,NULL
3017,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Wetland,Grassland
3018,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Wetland,Cropland
3019,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Forest,Grassland
3020,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Forest,Forest
3021,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,NULL
3022,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
3023,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,NULL
3024,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
3025,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Forest
3026,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
3027,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
3028,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
3029,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
3030,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
3031,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
3032,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
3033,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
3034,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
3035,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Cropland
3036,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Wetland
3037,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
3038,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
3039,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Cropland
3040,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
3041,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
3042,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
3043,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Cropland
3044,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
3045,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
3046,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
3047,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,NULL
3048,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
3049,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Cropland
3050,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
3051,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Wetland
3052,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
3053,Grassland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
3054,Grassland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
3055,Grassland,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Grassland
3056,Grassland,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
3057,Grassland,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Bareland
3058,Grassland,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Water
3059,Grassland,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
3060,Grassland,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Water
3061,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Grassland
3062,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
3063,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
3064,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
3065,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
3066,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
3067,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Cropland
3068,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Wetland
3069,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Grassland
3070,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Wetland
3071,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,Grassland
3072,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,Wetland
3073,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
3074,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
3075,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Grassland
3076,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Wetland
3077,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
3078,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
3079,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
3080,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Water,NULL
3081,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Grassland
3082,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Wetland
3083,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Cropland,Water,Grassland
3084,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Cropland,Water,Wetland
3085,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Shrubland,Grassland
3086,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
3087,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Shrubland,Grassland
3088,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Shrubland,Wetland
3089,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
3090,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Grassland
3091,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Wetland
3092,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Water,Shrubland,Grassland
3093,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Water,Water,Grassland
3094,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Water,Water,Wetland
3095,Grassland,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland,Grassland
3096,Grassland,NULL,Shrubland,Water,Non_Wetland,NULL,Water,Grassland
3097,Grassland,NULL,Shrubland,Water,Non_Wetland,NULL,Water,Wetland
3098,Grassland,NULL,Shrubland,Water,Non_Wetland,NULL,Water,Water
3099,Grassland,NULL,Shrubland,Water,Non_Wetland,Shrubland,Water,Grassland
3100,Grassland,NULL,Shrubland,Water,Non_Wetland,Shrubland,Water,Wetland
3101,Grassland,NULL,Shrubland,Water,Non_Wetland,Grassland,Shrubland,Grassland
3102,Grassland,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
3103,Grassland,NULL,Shrubland,Water,Non_Wetland,Grassland,Water,Grassland
3104,Grassland,NULL,Shrubland,Water,Non_Wetland,Grassland,Water,Wetland
3105,Grassland,NULL,Shrubland,Water,Non_Wetland,Grassland,Water,Water
3106,Grassland,NULL,Shrubland,Water,Non_Wetland,Wetland,Water,Grassland
3107,Grassland,NULL,Shrubland,Water,Non_Wetland,Wetland,Water,Wetland
3108,Grassland,NULL,Shrubland,Water,Non_Wetland,Bareland,Grassland,Water
3109,Grassland,NULL,Shrubland,Water,Non_Wetland,Bareland,Water,Grassland
3110,Grassland,NULL,Shrubland,Water,Non_Wetland,Bareland,Water,Wetland
3111,Grassland,NULL,Shrubland,Water,Non_Wetland,Water,Grassland,Grassland
3112,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
3113,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
3114,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
3115,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Shrubland,NULL
3116,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Shrubland,Grassland
3117,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Shrubland,Forest
3118,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,NULL
3119,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
3120,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Cropland
3121,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
3122,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,Grassland
3123,Grassland,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,Grassland
3124,Grassland,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,Forest
3125,Grassland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
3126,Grassland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
3127,Grassland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
3128,Grassland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,NULL
3129,Grassland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
3130,Grassland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Forest
3131,Grassland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Forest,Forest
3132,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,NULL
3133,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
3134,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Cropland
3135,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
3136,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
3137,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Forest
3138,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
3139,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3140,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Cropland
3141,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
3142,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
3143,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
3144,Grassland,NULL,Grassland,NULL,Non_Wetland,Cropland,NULL,Grassland
3145,Grassland,NULL,Grassland,NULL,Non_Wetland,Cropland,NULL,Cropland
3146,Grassland,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Grassland
3147,Grassland,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Forest
3148,Grassland,NULL,Grassland,NULL,Non_Wetland,Cropland,Forest,Grassland
3149,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Grassland
3150,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Forest
3151,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
3152,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
3153,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
3154,Grassland,NULL,Grassland,NULL,Non_Wetland,Forest,NULL,Grassland
3155,Grassland,NULL,Grassland,NULL,Non_Wetland,Forest,Shrubland,Forest
3156,Grassland,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
3157,Grassland,NULL,Grassland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
3158,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
3159,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
3160,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
3161,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
3162,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
3163,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
3164,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,NULL
3165,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
3166,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Cropland
3167,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Forest
3168,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,NULL
3169,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
3170,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
3171,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Bareland
3172,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Built-up
3173,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Water
3174,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
3175,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Grassland
3176,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Cropland
3177,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Grassland
3178,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,NULL
3179,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
3180,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Cropland
3181,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
3182,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,NULL
3183,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
3184,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Cropland
3185,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
3186,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
