Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_24MYU_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24MYU_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24MYU_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_24MYU_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24MYU_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24MYU_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24MYU_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_24MYU_M_R
7927,Grassland,Forest,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
7928,Grassland,Forest,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
7929,Grassland,Forest,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
7930,Grassland,Forest,Cropland,NULL,Non_Wetland,Shrubland,Grassland,NULL
7931,Grassland,Forest,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
7932,Grassland,Forest,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
7933,Grassland,Forest,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
7934,Grassland,Forest,Cropland,NULL,Non_Wetland,Shrubland,Forest,NULL
7935,Grassland,Forest,Cropland,NULL,Non_Wetland,Shrubland,Forest,Grassland
7936,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
7937,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
7938,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland,Shrubland,NULL
7939,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
7940,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
7941,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
7942,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
7943,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
7944,Grassland,Forest,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
7945,Grassland,Forest,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
7946,Grassland,Forest,Cropland,NULL,Non_Wetland,Cropland,NULL,Forest
7947,Grassland,Forest,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
7948,Grassland,Forest,Cropland,NULL,Non_Wetland,Water,NULL,NULL
7949,Grassland,Forest,Cropland,NULL,Non_Wetland,Water,NULL,Grassland
7950,Grassland,Forest,Cropland,NULL,Non_Wetland,Water,NULL,Forest
7951,Grassland,Forest,Cropland,NULL,Non_Wetland,Forest,NULL,Grassland
7952,Grassland,Forest,Cropland,NULL,Non_Wetland,Forest,NULL,Cropland
7953,Grassland,Forest,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
7954,Grassland,Forest,Cropland,NULL,Non_Wetland,Forest,Shrubland,Grassland
7955,Grassland,Forest,Cropland,NULL,Non_Wetland,Forest,Shrubland,Cropland
7956,Grassland,Forest,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
7957,Grassland,Forest,Cropland,NULL,Non_Wetland,Forest,Grassland,Cropland
7958,Grassland,Forest,Cropland,NULL,Non_Wetland,Forest,Forest,NULL
7959,Grassland,Forest,Cropland,NULL,Non_Wetland,Forest,Forest,Grassland
7960,Grassland,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
7961,Grassland,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
7962,Grassland,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
7963,Grassland,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Wetland
7964,Grassland,Forest,Cropland,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
7965,Grassland,Forest,Cropland,Non_Water,Non_Wetland,NULL,Grassland,NULL
7966,Grassland,Forest,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
7967,Grassland,Forest,Cropland,Non_Water,Non_Wetland,NULL,Forest,Grassland
7968,Grassland,Forest,Cropland,Non_Water,Non_Wetland,NULL,Forest,Forest
7969,Grassland,Forest,Cropland,Non_Water,Non_Wetland,Shrubland,NULL,NULL
7970,Grassland,Forest,Cropland,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
7971,Grassland,Forest,Cropland,Non_Water,Non_Wetland,Shrubland,NULL,Cropland
7972,Grassland,Forest,Cropland,Non_Water,Non_Wetland,Shrubland,NULL,Forest
7973,Grassland,Forest,Cropland,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
7974,Grassland,Forest,Cropland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
7975,Grassland,Forest,Cropland,Non_Water,Non_Wetland,Shrubland,Shrubland,Wetland
7976,Grassland,Forest,Cropland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
7977,Grassland,Forest,Cropland,Non_Water,Non_Wetland,Shrubland,Grassland,Cropland
7978,Grassland,Forest,Cropland,Non_Water,Non_Wetland,Shrubland,Grassland,Forest
7979,Grassland,Forest,Cropland,Non_Water,Non_Wetland,Shrubland,Bareland,Grassland
7980,Grassland,Forest,Cropland,Non_Water,Non_Wetland,Shrubland,Forest,Grassland
7981,Grassland,Forest,Cropland,Non_Water,Non_Wetland,Shrubland,Forest,Cropland
7982,Grassland,Forest,Cropland,Non_Water,Non_Wetland,Shrubland,Forest,Forest
7983,Grassland,Forest,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
7984,Grassland,Forest,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Cropland
7985,Grassland,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
7986,Grassland,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
7987,Grassland,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
7988,Grassland,Forest,Cropland,Non_Water,Non_Wetland,Cropland,NULL,Grassland
7989,Grassland,Forest,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
7990,Grassland,Forest,Cropland,Non_Water,Non_Wetland,Water,NULL,Grassland
7991,Grassland,Forest,Cropland,Non_Water,Non_Wetland,Water,NULL,Forest
7992,Grassland,Forest,Cropland,Non_Water,Non_Wetland,Water,Shrubland,Grassland
7993,Grassland,Forest,Cropland,Non_Water,Non_Wetland,Water,Shrubland,Cropland
7994,Grassland,Forest,Cropland,Non_Water,Non_Wetland,Water,Grassland,Grassland
7995,Grassland,Forest,Cropland,Non_Water,Non_Wetland,Forest,NULL,Grassland
7996,Grassland,Forest,Cropland,Non_Water,Non_Wetland,Forest,NULL,Cropland
7997,Grassland,Forest,Cropland,Non_Water,Non_Wetland,Forest,Shrubland,NULL
7998,Grassland,Forest,Cropland,Non_Water,Non_Wetland,Forest,Shrubland,Forest
7999,Grassland,Forest,Cropland,Non_Water,Non_Wetland,Forest,Forest,Grassland
8000,Grassland,Forest,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
8001,Grassland,Forest,Cropland,Water,Non_Wetland,NULL,Shrubland,Grassland
8002,Grassland,Forest,Cropland,Water,Non_Wetland,NULL,Grassland,Water
8003,Grassland,Forest,Cropland,Water,Non_Wetland,NULL,Forest,Grassland
8004,Grassland,Forest,Cropland,Water,Non_Wetland,NULL,Forest,Water
8005,Grassland,Forest,Cropland,Water,Non_Wetland,Forest,Shrubland,Wetland
8006,Grassland,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
8007,Grassland,Forest,Wetland,NULL,Wetland,NULL,Shrubland,Grassland
8008,Grassland,Forest,Wetland,NULL,Wetland,Shrubland,NULL,Grassland
8009,Grassland,Forest,Wetland,NULL,Wetland,Shrubland,Shrubland,Grassland
8010,Grassland,Forest,Wetland,NULL,Wetland,Cropland,NULL,Forest
8011,Grassland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
8012,Grassland,Forest,Wetland,Non_Water,Wetland,NULL,Shrubland,NULL
8013,Grassland,Forest,Wetland,Non_Water,Wetland,NULL,Shrubland,Grassland
8014,Grassland,Forest,Wetland,Non_Water,Wetland,NULL,Grassland,Grassland
8015,Grassland,Forest,Wetland,Non_Water,Wetland,NULL,Forest,Grassland
8016,Grassland,Forest,Wetland,Non_Water,Wetland,NULL,Forest,Cropland
8017,Grassland,Forest,Wetland,Non_Water,Wetland,Shrubland,NULL,Grassland
8018,Grassland,Forest,Wetland,Non_Water,Wetland,Shrubland,NULL,Wetland
8019,Grassland,Forest,Wetland,Non_Water,Wetland,Shrubland,NULL,Forest
8020,Grassland,Forest,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Grassland
8021,Grassland,Forest,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Forest
8022,Grassland,Forest,Wetland,Non_Water,Wetland,Shrubland,Grassland,Grassland
8023,Grassland,Forest,Wetland,Non_Water,Wetland,Shrubland,Forest,Grassland
8024,Grassland,Forest,Wetland,Non_Water,Wetland,Shrubland,Forest,Wetland
8025,Grassland,Forest,Wetland,Non_Water,Wetland,Shrubland,Forest,Forest
8026,Grassland,Forest,Wetland,Non_Water,Wetland,Cropland,NULL,Grassland
8027,Grassland,Forest,Wetland,Non_Water,Wetland,Water,NULL,Grassland
8028,Grassland,Forest,Wetland,Non_Water,Wetland,Water,Shrubland,Grassland
8029,Grassland,Forest,Wetland,Non_Water,Wetland,Water,Forest,Cropland
8030,Grassland,Forest,Wetland,Non_Water,Wetland,Forest,NULL,Grassland
8031,Grassland,Forest,Wetland,Non_Water,Wetland,Forest,NULL,Cropland
8032,Grassland,Forest,Wetland,Non_Water,Wetland,Forest,Shrubland,Grassland
8033,Grassland,Forest,Wetland,Non_Water,Wetland,Forest,Forest,NULL
8034,Grassland,Forest,Wetland,Non_Water,Wetland,Forest,Forest,Grassland
8035,Grassland,Forest,Wetland,Non_Water,Wetland,Forest,Forest,Wetland
8036,Grassland,Forest,Wetland,Water,Wetland,NULL,NULL,Grassland
8037,Grassland,Forest,Wetland,Water,Wetland,NULL,Shrubland,Grassland
8038,Grassland,Forest,Wetland,Water,Wetland,NULL,Shrubland,Wetland
8039,Grassland,Forest,Wetland,Water,Wetland,NULL,Forest,Wetland
8040,Grassland,Forest,Wetland,Water,Wetland,NULL,Forest,Water
8041,Grassland,Forest,Wetland,Water,Wetland,Shrubland,Forest,Forest
8042,Grassland,Forest,Wetland,Water,Wetland,Water,Forest,Water
8043,Grassland,Forest,Wetland,Water,Wetland,Forest,Water,Water
8044,Grassland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
8045,Grassland,Forest,Bareland,NULL,Non_Wetland,Shrubland,NULL,Grassland
8046,Grassland,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
8047,Grassland,Forest,Bareland,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
8048,Grassland,Forest,Bareland,Non_Water,Non_Wetland,NULL,Forest,Cropland
8049,Grassland,Forest,Built-up,NULL,Non_Wetland,Grassland,NULL,Cropland
8050,Grassland,Forest,Water,Non_Water,Water,NULL,NULL,Grassland
8051,Grassland,Forest,Water,Water,Water,Shrubland,Forest,Grassland
8052,Grassland,Forest,Water,Water,Water,Water,Water,Water
8053,Grassland,Forest,Water,Water,Water,Water,Forest,Water
8054,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
8055,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
8056,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
8057,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,Shrubland,NULL
8058,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,Shrubland,Grassland
8059,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,Grassland,NULL
8060,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,Grassland,Cropland
8061,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
8062,Grassland,Forest,Forest,NULL,Non_Wetland,Shrubland,NULL,NULL
8063,Grassland,Forest,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
8064,Grassland,Forest,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
8065,Grassland,Forest,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
8066,Grassland,Forest,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
8067,Grassland,Forest,Forest,NULL,Non_Wetland,Shrubland,Grassland,NULL
8068,Grassland,Forest,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
8069,Grassland,Forest,Forest,NULL,Non_Wetland,Shrubland,Grassland,Cropland
8070,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
8071,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Shrubland,NULL
8072,Grassland,Forest,Forest,NULL,Non_Wetland,Cropland,NULL,NULL
8073,Grassland,Forest,Forest,NULL,Non_Wetland,Cropland,NULL,Grassland
8074,Grassland,Forest,Forest,NULL,Non_Wetland,Cropland,NULL,Forest
8075,Grassland,Forest,Forest,NULL,Non_Wetland,Water,NULL,Grassland
8076,Grassland,Forest,Forest,NULL,Non_Wetland,Forest,Shrubland,Grassland
8077,Grassland,Forest,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
8078,Grassland,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
8079,Grassland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
8080,Grassland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
8081,Grassland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
8082,Grassland,Forest,Forest,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
8083,Grassland,Forest,Forest,Non_Water,Non_Wetland,NULL,Shrubland,Wetland
8084,Grassland,Forest,Forest,Non_Water,Non_Wetland,NULL,Shrubland,Forest
8085,Grassland,Forest,Forest,Non_Water,Non_Wetland,NULL,Forest,Grassland
8086,Grassland,Forest,Forest,Non_Water,Non_Wetland,NULL,Forest,Forest
8087,Grassland,Forest,Forest,Non_Water,Non_Wetland,Shrubland,NULL,NULL
8088,Grassland,Forest,Forest,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
8089,Grassland,Forest,Forest,Non_Water,Non_Wetland,Shrubland,NULL,Forest
8090,Grassland,Forest,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
8091,Grassland,Forest,Forest,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
8092,Grassland,Forest,Forest,Non_Water,Non_Wetland,Shrubland,Forest,Grassland
8093,Grassland,Forest,Forest,Non_Water,Non_Wetland,Cropland,NULL,Cropland
8094,Grassland,Forest,Forest,Non_Water,Non_Wetland,Forest,NULL,Grassland
8095,Grassland,Forest,Forest,Non_Water,Non_Wetland,Forest,Shrubland,Grassland
8096,Grassland,Forest,Forest,Non_Water,Non_Wetland,Forest,Forest,Grassland
8097,Grassland,Forest,Forest,Non_Water,Non_Wetland,Forest,Forest,Forest
8098,Grassland,Forest,Forest,Water,Non_Wetland,Shrubland,Shrubland,Water
8099,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
8100,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
8101,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
8102,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
8103,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
8104,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
8105,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,Shrubland,NULL
8106,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,Shrubland,Grassland
8107,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,Shrubland,Cropland
8108,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,Shrubland,Bareland
8109,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,Shrubland,Built-up
8110,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,Shrubland,Forest
8111,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,NULL
8112,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
8113,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Cropland
8114,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Bareland
8115,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
8116,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,Bareland,Grassland
8117,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,Built-up,NULL
8118,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,Built-up,Grassland
8119,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,Forest,NULL
8120,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,Forest,Grassland
8121,Cropland,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,NULL
8122,Cropland,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Grassland
8123,Cropland,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Cropland
8124,Cropland,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Bareland
8125,Cropland,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Built-up
8126,Cropland,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Forest
8127,Cropland,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,NULL
8128,Cropland,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
8129,Cropland,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
8130,Cropland,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
8131,Cropland,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,NULL
8132,Cropland,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
8133,Cropland,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Cropland
8134,Cropland,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Built-up
8135,Cropland,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
8136,Cropland,NULL,NULL,NULL,Non_Wetland,Shrubland,Bareland,Bareland
8137,Cropland,NULL,NULL,NULL,Non_Wetland,Shrubland,Built-up,NULL
8138,Cropland,NULL,NULL,NULL,Non_Wetland,Shrubland,Built-up,Grassland
8139,Cropland,NULL,NULL,NULL,Non_Wetland,Shrubland,Built-up,Cropland
8140,Cropland,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,NULL
8141,Cropland,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,Grassland
8142,Cropland,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,Forest
8143,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,NULL
8144,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
8145,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
8146,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Bareland
8147,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
8148,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,NULL
8149,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
8150,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Cropland
8151,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Bareland
8152,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Built-up
8153,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
8154,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
8155,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
8156,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Bareland
8157,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
8158,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Built-up,NULL
8159,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Built-up,Grassland
8160,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Water,Grassland
8161,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,NULL
8162,Cropland,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,NULL
8163,Cropland,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Grassland
8164,Cropland,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Cropland
8165,Cropland,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Bareland
8166,Cropland,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Forest
8167,Cropland,NULL,NULL,NULL,Non_Wetland,Cropland,Shrubland,Cropland
8168,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,NULL
8169,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
8170,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Bareland
8171,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,NULL
8172,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
8173,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Cropland
8174,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Bareland
8175,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,NULL
8176,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
8177,Cropland,NULL,NULL,NULL,Non_Wetland,Built-up,Grassland,Grassland
8178,Cropland,NULL,NULL,NULL,Non_Wetland,Built-up,Built-up,Cropland
8179,Cropland,NULL,NULL,NULL,Non_Wetland,Water,NULL,Grassland
8180,Cropland,NULL,NULL,NULL,Non_Wetland,Water,NULL,Cropland
8181,Cropland,NULL,NULL,NULL,Non_Wetland,Water,Shrubland,NULL
8182,Cropland,NULL,NULL,NULL,Non_Wetland,Forest,NULL,NULL
8183,Cropland,NULL,NULL,NULL,Non_Wetland,Forest,NULL,Grassland
8184,Cropland,NULL,NULL,NULL,Non_Wetland,Forest,NULL,Forest
8185,Cropland,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
8186,Cropland,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
8187,Cropland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
8188,Cropland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Cropland
8189,Cropland,NULL,NULL,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
8190,Cropland,NULL,NULL,Non_Water,Non_Wetland,NULL,Grassland,Grassland
8191,Cropland,NULL,NULL,Non_Water,Non_Wetland,NULL,Grassland,Cropland
8192,Cropland,NULL,NULL,Non_Water,Non_Wetland,NULL,Bareland,NULL
8193,Cropland,NULL,NULL,Non_Water,Non_Wetland,NULL,Bareland,Grassland
8194,Cropland,NULL,NULL,Non_Water,Non_Wetland,NULL,Forest,NULL
8195,Cropland,NULL,NULL,Non_Water,Non_Wetland,Shrubland,NULL,NULL
8196,Cropland,NULL,NULL,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
8197,Cropland,NULL,NULL,Non_Water,Non_Wetland,Shrubland,NULL,Cropland
8198,Cropland,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
8199,Cropland,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
8200,Cropland,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
8201,Cropland,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Grassland,Cropland
8202,Cropland,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Bareland,NULL
8203,Cropland,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Bareland,Water
8204,Cropland,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Forest,Grassland
8205,Cropland,NULL,NULL,Non_Water,Non_Wetland,Grassland,NULL,Grassland
8206,Cropland,NULL,NULL,Non_Water,Non_Wetland,Grassland,NULL,Cropland
8207,Cropland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
8208,Cropland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
8209,Cropland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
8210,Cropland,NULL,NULL,Non_Water,Non_Wetland,Cropland,NULL,Grassland
8211,Cropland,NULL,NULL,Non_Water,Non_Wetland,Water,NULL,Grassland
8212,Cropland,NULL,NULL,Non_Water,Non_Wetland,Water,Grassland,Grassland
8213,Cropland,NULL,NULL,Non_Water,Non_Wetland,Forest,NULL,Grassland
8214,Cropland,NULL,NULL,Non_Water,Non_Wetland,Forest,Grassland,Grassland
8215,Cropland,NULL,NULL,Water,Non_Wetland,NULL,NULL,NULL
8216,Cropland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
8217,Cropland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Wetland
8218,Cropland,NULL,NULL,Water,Non_Wetland,NULL,Bareland,Grassland
8219,Cropland,NULL,NULL,Water,Non_Wetland,Grassland,NULL,Bareland
8220,Cropland,NULL,NULL,Water,Non_Wetland,Water,Shrubland,Grassland
8221,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
8222,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
8223,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
8224,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
8225,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
8226,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
8227,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,NULL
8228,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
8229,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Cropland
8230,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Built-up
8231,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
8232,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
8233,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
8234,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Cropland
8235,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Bareland
8236,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Built-up
8237,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
8238,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,NULL
8239,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Grassland
8240,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Grassland
8241,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Cropland
8242,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Forest
8243,Cropland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
8244,Cropland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
8245,Cropland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Cropland
