Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19LHG_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19LHG_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19LHG_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19LHG_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19LHG_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19LHG_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19LHG_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19LHG_M_R
342,Grassland,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
343,Grassland,NULL,Wetland,Water,Wetland,NULL,NULL,Bareland
344,Grassland,NULL,Wetland,Water,Wetland,NULL,NULL,Water
345,Grassland,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
346,Grassland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
347,Grassland,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Grassland
348,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
349,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
350,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Wetland
351,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
352,Grassland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,NULL
353,Grassland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
354,Grassland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Wetland
355,Grassland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
356,Grassland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
357,Grassland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
358,Grassland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Wetland
359,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
360,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
361,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
362,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
363,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
364,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
365,Grassland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
366,Grassland,NULL,Water,NULL,Water,NULL,NULL,Grassland
367,Grassland,NULL,Water,NULL,Water,NULL,NULL,Wetland
368,Grassland,NULL,Water,NULL,Water,NULL,NULL,Forest
369,Grassland,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
370,Grassland,NULL,Water,Non_Water,Water,NULL,NULL,Wetland
371,Grassland,NULL,Water,Non_Water,Water,NULL,NULL,Forest
372,Grassland,NULL,Water,Water,Water,NULL,NULL,Grassland
373,Grassland,NULL,Water,Water,Water,NULL,NULL,Wetland
374,Grassland,NULL,Water,Water,Water,NULL,NULL,Water
375,Grassland,NULL,Water,Water,Water,NULL,NULL,Forest
376,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
377,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
378,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
379,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
380,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
381,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
382,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
383,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
384,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
385,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
386,Grassland,NULL,Forest,Water,Non_Wetland,NULL,NULL,NULL
387,Grassland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
388,Grassland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Wetland
389,Grassland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
390,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,NULL
391,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
392,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
393,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
394,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
395,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
396,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
397,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
398,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
399,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
400,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
401,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
402,Grassland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
403,Grassland,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
404,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
405,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
406,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
407,Grassland,Cropland,Wetland,NULL,Wetland,NULL,NULL,NULL
408,Grassland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Grassland
409,Grassland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Forest
410,Grassland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
411,Grassland,Cropland,Wetland,Water,Wetland,NULL,NULL,Grassland
412,Grassland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
413,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
414,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
415,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
416,Grassland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
417,Grassland,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
418,Grassland,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
419,Grassland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
420,Grassland,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
421,Grassland,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
422,Grassland,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
423,Grassland,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
424,Grassland,Wetland,Wetland,NULL,Wetland,NULL,NULL,NULL
425,Grassland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Grassland
426,Grassland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Wetland
427,Grassland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Forest
428,Grassland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,NULL
429,Grassland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
430,Grassland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
431,Grassland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
432,Grassland,Wetland,Wetland,Water,Wetland,NULL,NULL,Grassland
433,Grassland,Wetland,Wetland,Water,Wetland,NULL,NULL,Wetland
434,Grassland,Wetland,Water,Non_Water,Water,NULL,NULL,NULL
435,Grassland,Wetland,Water,Non_Water,Water,NULL,NULL,Grassland
436,Grassland,Wetland,Water,Water,Water,NULL,NULL,Wetland
437,Grassland,Wetland,Water,Water,Water,NULL,NULL,Forest
438,Grassland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
439,Grassland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
440,Grassland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
441,Grassland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
442,Grassland,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
443,Grassland,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
444,Grassland,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
445,Grassland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Water
446,Grassland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
447,Grassland,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
448,Grassland,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
449,Grassland,Water,Wetland,NULL,Wetland,NULL,NULL,Wetland
450,Grassland,Water,Wetland,NULL,Wetland,NULL,NULL,Water
451,Grassland,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
452,Grassland,Water,Wetland,Non_Water,Wetland,NULL,NULL,NULL
453,Grassland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
454,Grassland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
455,Grassland,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
456,Grassland,Water,Wetland,Water,Wetland,NULL,NULL,Wetland
457,Grassland,Water,Wetland,Water,Wetland,NULL,NULL,Forest
458,Grassland,Water,Water,Water,Water,NULL,NULL,Wetland
459,Grassland,Water,Water,Water,Water,NULL,NULL,Water
460,Grassland,Water,Water,Water,Water,NULL,NULL,Forest
461,Grassland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
462,Grassland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
463,Grassland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
464,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
465,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
466,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
467,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
468,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
469,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
470,Grassland,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
471,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
472,Grassland,Forest,Wetland,NULL,Wetland,NULL,NULL,NULL
473,Grassland,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
474,Grassland,Forest,Wetland,NULL,Wetland,NULL,NULL,Wetland
475,Grassland,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
476,Grassland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
477,Grassland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
478,Grassland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
479,Grassland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
480,Grassland,Forest,Wetland,Water,Wetland,NULL,NULL,Grassland
481,Grassland,Forest,Wetland,Water,Wetland,NULL,NULL,Wetland
482,Grassland,Forest,Wetland,Water,Wetland,NULL,NULL,Forest
483,Grassland,Forest,Water,Water,Water,NULL,NULL,Wetland
484,Grassland,Forest,Water,Water,Water,NULL,NULL,Water
485,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
486,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
487,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
488,Grassland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
489,Grassland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
490,Grassland,Forest,Forest,Water,Non_Wetland,NULL,NULL,Grassland
491,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
492,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
493,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
494,Cropland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
495,Cropland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
496,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
497,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
498,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
499,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
500,Cropland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
501,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
502,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
503,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
504,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
505,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
506,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
507,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
508,Cropland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
509,Cropland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Cropland
510,Cropland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
511,Cropland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
512,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
513,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
514,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
515,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,NULL
516,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
517,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
518,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
519,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
520,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
521,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
522,Cropland,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
523,Cropland,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
524,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
525,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
526,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
527,Cropland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
528,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
529,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
530,Cropland,NULL,Water,Water,Water,NULL,NULL,Water
531,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
532,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
533,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
534,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
535,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
536,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
537,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
538,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
539,Cropland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
540,Cropland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
541,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,NULL
542,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
543,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
544,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
545,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
546,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
547,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
548,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
549,Cropland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Grassland
550,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
551,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
552,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
553,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
554,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
555,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
556,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
557,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
558,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
559,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
560,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
561,Wetland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
562,Wetland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
563,Wetland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
564,Wetland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
565,Wetland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
566,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
567,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
568,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
569,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
570,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
571,Wetland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
572,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
573,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
574,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
575,Wetland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
576,Wetland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
577,Wetland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
578,Wetland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
579,Wetland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
580,Wetland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Wetland
581,Wetland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Water
582,Wetland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
583,Wetland,NULL,Wetland,NULL,Wetland,NULL,NULL,NULL
584,Wetland,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
585,Wetland,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
586,Wetland,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
587,Wetland,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
588,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
589,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
590,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
591,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
592,Wetland,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
593,Wetland,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
594,Wetland,NULL,Wetland,Water,Wetland,NULL,NULL,Bareland
595,Wetland,NULL,Wetland,Water,Wetland,NULL,NULL,Water
596,Wetland,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
597,Wetland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
598,Wetland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
599,Wetland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Wetland
600,Wetland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
601,Wetland,NULL,Water,NULL,Water,NULL,NULL,Grassland
602,Wetland,NULL,Water,NULL,Water,NULL,NULL,Wetland
603,Wetland,NULL,Water,NULL,Water,NULL,NULL,Forest
604,Wetland,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
605,Wetland,NULL,Water,Non_Water,Water,NULL,NULL,Wetland
606,Wetland,NULL,Water,Non_Water,Water,NULL,NULL,Water
607,Wetland,NULL,Water,Non_Water,Water,NULL,NULL,Forest
608,Wetland,NULL,Water,Water,Water,NULL,NULL,Grassland
609,Wetland,NULL,Water,Water,Water,NULL,NULL,Wetland
610,Wetland,NULL,Water,Water,Water,NULL,NULL,Water
611,Wetland,NULL,Water,Water,Water,NULL,NULL,Forest
612,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
613,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
614,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
615,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
616,Wetland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
617,Wetland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
618,Wetland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
619,Wetland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
620,Wetland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
621,Wetland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
622,Wetland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Wetland
623,Wetland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
624,Wetland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Grassland
625,Wetland,Cropland,Wetland,Water,Wetland,NULL,NULL,Grassland
626,Wetland,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
627,Wetland,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
628,Wetland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
629,Wetland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
630,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
631,Wetland,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
632,Wetland,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
633,Wetland,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
634,Wetland,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
635,Wetland,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
636,Wetland,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
637,Wetland,Wetland,Wetland,NULL,Wetland,NULL,NULL,NULL
638,Wetland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Grassland
639,Wetland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Wetland
640,Wetland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Forest
641,Wetland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
642,Wetland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
643,Wetland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Water
644,Wetland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
645,Wetland,Wetland,Wetland,Water,Wetland,NULL,NULL,Grassland
646,Wetland,Wetland,Wetland,Water,Wetland,NULL,NULL,Wetland
647,Wetland,Wetland,Wetland,Water,Wetland,NULL,NULL,Water
648,Wetland,Wetland,Wetland,Water,Wetland,NULL,NULL,Forest
649,Wetland,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
650,Wetland,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,Wetland
651,Wetland,Wetland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Wetland
652,Wetland,Wetland,Water,Non_Water,Water,NULL,NULL,Grassland
653,Wetland,Wetland,Water,Non_Water,Water,NULL,NULL,Wetland
654,Wetland,Wetland,Water,Non_Water,Water,NULL,NULL,Water
655,Wetland,Wetland,Water,Water,Water,NULL,NULL,Grassland
656,Wetland,Wetland,Water,Water,Water,NULL,NULL,Wetland
657,Wetland,Wetland,Water,Water,Water,NULL,NULL,Water
658,Wetland,Wetland,Water,Water,Water,NULL,NULL,Forest
659,Wetland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
660,Wetland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
661,Wetland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
662,Wetland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
663,Wetland,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
664,Wetland,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
665,Wetland,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
666,Wetland,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Wetland
667,Wetland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
668,Wetland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
669,Wetland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
670,Wetland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
671,Wetland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Water
672,Wetland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
673,Wetland,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
674,Wetland,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
675,Wetland,Water,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
676,Wetland,Water,Grassland,Water,Non_Wetland,NULL,NULL,Water
677,Wetland,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
678,Wetland,Water,Wetland,NULL,Wetland,NULL,NULL,Wetland
679,Wetland,Water,Wetland,NULL,Wetland,NULL,NULL,Water
680,Wetland,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
681,Wetland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
682,Wetland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
683,Wetland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
684,Wetland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
685,Wetland,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
686,Wetland,Water,Wetland,Water,Wetland,NULL,NULL,Wetland
687,Wetland,Water,Wetland,Water,Wetland,NULL,NULL,Water
688,Wetland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Wetland
