Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19LDD_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19LDD_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19LDD_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19LDD_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19LDD_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19LDD_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19LDD_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19LDD_M_R
737,Grassland,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,Wetland
738,Grassland,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
739,Grassland,Wetland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
740,Grassland,Wetland,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
741,Grassland,Wetland,Bareland,Water,Non_Wetland,NULL,NULL,Wetland
742,Grassland,Wetland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
743,Grassland,Wetland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
744,Grassland,Wetland,Water,NULL,Water,NULL,NULL,Grassland
745,Grassland,Wetland,Water,NULL,Water,NULL,NULL,Wetland
746,Grassland,Wetland,Water,NULL,Water,NULL,NULL,Water
747,Grassland,Wetland,Water,Water,Water,NULL,NULL,Grassland
748,Grassland,Wetland,Water,Water,Water,NULL,NULL,Wetland
749,Grassland,Wetland,Water,Water,Water,NULL,NULL,Water
750,Grassland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
751,Grassland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
752,Grassland,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
753,Grassland,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
754,Grassland,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
755,Grassland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
756,Grassland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
757,Grassland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
758,Grassland,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
759,Grassland,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
760,Grassland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
761,Grassland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
762,Grassland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
763,Grassland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
764,Grassland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
765,Grassland,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
766,Grassland,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
767,Grassland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
768,Grassland,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
769,Grassland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
770,Grassland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
771,Grassland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
772,Grassland,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
773,Grassland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
774,Grassland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
775,Grassland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
776,Grassland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
777,Grassland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Water
778,Grassland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
779,Grassland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
780,Grassland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
781,Grassland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
782,Grassland,Built-up,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
783,Grassland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
784,Grassland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
785,Grassland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
786,Grassland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
787,Grassland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
788,Grassland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
789,Grassland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
790,Grassland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
791,Grassland,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
792,Grassland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
793,Grassland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
794,Grassland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
795,Grassland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
796,Grassland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
797,Grassland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
798,Grassland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
799,Grassland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
800,Grassland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
801,Grassland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
802,Grassland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
803,Grassland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
804,Grassland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
805,Grassland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Water
806,Grassland,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
807,Grassland,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
808,Grassland,Water,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
809,Grassland,Water,Grassland,Water,Non_Wetland,NULL,NULL,Cropland
810,Grassland,Water,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
811,Grassland,Water,Grassland,Water,Non_Wetland,NULL,NULL,Water
812,Grassland,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
813,Grassland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
814,Grassland,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
815,Grassland,Water,Wetland,Water,Wetland,NULL,NULL,Wetland
816,Grassland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
817,Grassland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
818,Grassland,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
819,Grassland,Water,Water,NULL,Water,NULL,NULL,Grassland
820,Grassland,Water,Water,Water,Water,NULL,NULL,Grassland
821,Grassland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
822,Grassland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
823,Grassland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
824,Grassland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
825,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,NULL
826,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
827,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
828,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
829,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
830,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
831,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
832,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
833,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
834,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
835,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
836,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
837,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
838,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
839,Grassland,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
840,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
841,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
842,Grassland,Forest,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
843,Grassland,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
844,Grassland,Forest,Wetland,NULL,Wetland,NULL,NULL,Wetland
845,Grassland,Forest,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
846,Grassland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
847,Grassland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Wetland
848,Grassland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
849,Grassland,Forest,Water,Water,Water,NULL,NULL,NULL
850,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
851,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
852,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
853,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
854,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
855,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
856,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
857,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
858,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
859,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
860,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Water
861,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
862,Cropland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,NULL
863,Cropland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
864,Cropland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Cropland
865,Cropland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
866,Cropland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
867,Cropland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Built-up
868,Cropland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
869,Cropland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Cropland
870,Cropland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Wetland
871,Cropland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Bareland
872,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
873,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
874,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
875,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
876,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
877,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
878,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
879,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
880,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
881,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
882,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
883,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
884,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
885,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Built-up
886,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
887,Cropland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
888,Cropland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Cropland
889,Cropland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
890,Cropland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
891,Cropland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
892,Cropland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
893,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
894,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
895,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
896,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
897,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
898,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
899,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Water
900,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
901,Cropland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
902,Cropland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Cropland
903,Cropland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
904,Cropland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
905,Cropland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Built-up
906,Cropland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
907,Cropland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
908,Cropland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Cropland
909,Cropland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Wetland
910,Cropland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
911,Cropland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Built-up
912,Cropland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Water
913,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
914,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
915,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
916,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
917,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
918,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
919,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
920,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Wetland
921,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Built-up
922,Cropland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
923,Cropland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Cropland
924,Cropland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Wetland
925,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
926,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,Cropland
927,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
928,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,Bareland
929,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,Built-up
930,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,NULL
931,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
932,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
933,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
934,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
935,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Built-up
936,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
937,Cropland,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
938,Cropland,NULL,Wetland,Water,Wetland,NULL,NULL,Cropland
939,Cropland,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
940,Cropland,NULL,Wetland,Water,Wetland,NULL,NULL,Bareland
941,Cropland,NULL,Wetland,Water,Wetland,NULL,NULL,Water
942,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
943,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Cropland
944,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
945,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Built-up
946,Cropland,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Grassland
947,Cropland,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Cropland
948,Cropland,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Wetland
949,Cropland,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Bareland
950,Cropland,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Built-up
951,Cropland,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Water
952,Cropland,NULL,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Grassland
953,Cropland,NULL,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Cropland
954,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
955,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
956,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
957,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Wetland
958,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
959,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
960,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Water
961,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
962,Cropland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
963,Cropland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Cropland
964,Cropland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Wetland
965,Cropland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
966,Cropland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Built-up
967,Cropland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
968,Cropland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
969,Cropland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Cropland
970,Cropland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Wetland
971,Cropland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
972,Cropland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Water
973,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
974,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
975,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
976,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
977,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
978,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
979,Cropland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
980,Cropland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Cropland
981,Cropland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Wetland
982,Cropland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
983,Cropland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Built-up
984,Cropland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Water
985,Cropland,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
986,Cropland,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Cropland
987,Cropland,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Wetland
988,Cropland,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Built-up
989,Cropland,NULL,Water,NULL,Water,NULL,NULL,Grassland
990,Cropland,NULL,Water,NULL,Water,NULL,NULL,Cropland
991,Cropland,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
992,Cropland,NULL,Water,Non_Water,Water,NULL,NULL,Cropland
993,Cropland,NULL,Water,Non_Water,Water,NULL,NULL,Wetland
994,Cropland,NULL,Water,Non_Water,Water,NULL,NULL,Bareland
995,Cropland,NULL,Water,Water,Water,NULL,NULL,Grassland
996,Cropland,NULL,Water,Water,Water,NULL,NULL,Cropland
997,Cropland,NULL,Water,Water,Water,NULL,NULL,Wetland
998,Cropland,NULL,Water,Water,Water,NULL,NULL,Water
999,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1000,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1001,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
1002,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
1003,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1004,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
1005,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1006,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1007,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
1008,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
1009,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Built-up
1010,Cropland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1011,Cropland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Cropland
1012,Cropland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Wetland
1013,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1014,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
1015,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
1016,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
1017,Cropland,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
1018,Cropland,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Cropland
1019,Cropland,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Grassland
1020,Cropland,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Cropland
1021,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1022,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
1023,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
1024,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1025,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
1026,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1027,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1028,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1029,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1030,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Built-up
1031,Cropland,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1032,Cropland,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Cropland
1033,Cropland,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
1034,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1035,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
1036,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
1037,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1038,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
1039,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1040,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1041,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1042,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1043,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Built-up
1044,Cropland,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1045,Cropland,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Cropland
1046,Cropland,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Wetland
1047,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1048,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
1049,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
1050,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1051,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1052,Cropland,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
1053,Cropland,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Cropland
1054,Cropland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Grassland
1055,Cropland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Cropland
1056,Cropland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Wetland
1057,Cropland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1058,Cropland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
1059,Cropland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1060,Cropland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
1061,Cropland,Cropland,Wetland,Water,Wetland,NULL,NULL,Grassland
1062,Cropland,Cropland,Wetland,Water,Wetland,NULL,NULL,Wetland
1063,Cropland,Cropland,Wetland,Water,Wetland,NULL,NULL,Bareland
1064,Cropland,Cropland,Wetland,Water,Wetland,NULL,NULL,Water
1065,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
1066,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Cropland
1067,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
1068,Cropland,Cropland,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Grassland
