Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_24MTU_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24MTU_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24MTU_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_24MTU_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24MTU_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24MTU_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24MTU_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_24MTU_M_R
1216,NULL,NULL,Wetland,NULL,Wetland,Forest,NULL,Forest
1217,NULL,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1218,NULL,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1219,NULL,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
1220,NULL,NULL,Wetland,Non_Water,Wetland,NULL,Shrubland,NULL
1221,NULL,NULL,Wetland,Non_Water,Wetland,NULL,Shrubland,Grassland
1222,NULL,NULL,Wetland,Non_Water,Wetland,NULL,Shrubland,Wetland
1223,NULL,NULL,Wetland,Non_Water,Wetland,NULL,Shrubland,Water
1224,NULL,NULL,Wetland,Non_Water,Wetland,NULL,Shrubland,Forest
1225,NULL,NULL,Wetland,Non_Water,Wetland,NULL,Grassland,NULL
1226,NULL,NULL,Wetland,Non_Water,Wetland,NULL,Grassland,Grassland
1227,NULL,NULL,Wetland,Non_Water,Wetland,NULL,Grassland,Wetland
1228,NULL,NULL,Wetland,Non_Water,Wetland,NULL,Water,NULL
1229,NULL,NULL,Wetland,Non_Water,Wetland,Shrubland,NULL,Grassland
1230,NULL,NULL,Wetland,Non_Water,Wetland,Shrubland,NULL,Wetland
1231,NULL,NULL,Wetland,Non_Water,Wetland,Shrubland,NULL,Forest
1232,NULL,NULL,Wetland,Non_Water,Wetland,Shrubland,Shrubland,NULL
1233,NULL,NULL,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Grassland
1234,NULL,NULL,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Cropland
1235,NULL,NULL,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Wetland
1236,NULL,NULL,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Water
1237,NULL,NULL,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Forest
1238,NULL,NULL,Wetland,Non_Water,Wetland,Shrubland,Grassland,NULL
1239,NULL,NULL,Wetland,Non_Water,Wetland,Shrubland,Grassland,Grassland
1240,NULL,NULL,Wetland,Non_Water,Wetland,Shrubland,Grassland,Wetland
1241,NULL,NULL,Wetland,Non_Water,Wetland,Shrubland,Grassland,Bareland
1242,NULL,NULL,Wetland,Non_Water,Wetland,Shrubland,Grassland,Water
1243,NULL,NULL,Wetland,Non_Water,Wetland,Shrubland,Grassland,Forest
1244,NULL,NULL,Wetland,Non_Water,Wetland,Shrubland,Wetland,Grassland
1245,NULL,NULL,Wetland,Non_Water,Wetland,Shrubland,Built-up,Water
1246,NULL,NULL,Wetland,Non_Water,Wetland,Shrubland,Water,NULL
1247,NULL,NULL,Wetland,Non_Water,Wetland,Shrubland,Water,Grassland
1248,NULL,NULL,Wetland,Non_Water,Wetland,Shrubland,Water,Wetland
1249,NULL,NULL,Wetland,Non_Water,Wetland,Shrubland,Water,Water
1250,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,NULL,Grassland
1251,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,NULL,Water
1252,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Shrubland,NULL
1253,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Shrubland,Grassland
1254,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Shrubland,Wetland
1255,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Shrubland,Bareland
1256,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Shrubland,Water
1257,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Grassland
1258,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Wetland
1259,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Water
1260,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Built-up,Water
1261,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
1262,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Wetland
1263,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Bareland
1264,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Water
1265,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Shrubland,Grassland
1266,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
1267,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,Shrubland,Grassland
1268,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,Grassland,Grassland
1269,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,Water,Grassland
1270,NULL,NULL,Wetland,Non_Water,Wetland,Built-up,Built-up,Water
1271,NULL,NULL,Wetland,Non_Water,Wetland,Water,NULL,Grassland
1272,NULL,NULL,Wetland,Non_Water,Wetland,Water,NULL,Water
1273,NULL,NULL,Wetland,Non_Water,Wetland,Water,Shrubland,Grassland
1274,NULL,NULL,Wetland,Non_Water,Wetland,Water,Shrubland,Wetland
1275,NULL,NULL,Wetland,Non_Water,Wetland,Water,Shrubland,Water
1276,NULL,NULL,Wetland,Non_Water,Wetland,Water,Grassland,Grassland
1277,NULL,NULL,Wetland,Non_Water,Wetland,Water,Grassland,Cropland
1278,NULL,NULL,Wetland,Non_Water,Wetland,Water,Grassland,Water
1279,NULL,NULL,Wetland,Non_Water,Wetland,Water,Water,NULL
1280,NULL,NULL,Wetland,Non_Water,Wetland,Water,Water,Grassland
1281,NULL,NULL,Wetland,Non_Water,Wetland,Forest,Shrubland,Wetland
1282,NULL,NULL,Wetland,Non_Water,Wetland,Forest,Forest,Wetland
1283,NULL,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
1284,NULL,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
1285,NULL,NULL,Wetland,Water,Wetland,NULL,NULL,Water
1286,NULL,NULL,Wetland,Water,Wetland,NULL,Shrubland,NULL
1287,NULL,NULL,Wetland,Water,Wetland,NULL,Shrubland,Grassland
1288,NULL,NULL,Wetland,Water,Wetland,NULL,Shrubland,Wetland
1289,NULL,NULL,Wetland,Water,Wetland,NULL,Shrubland,Water
1290,NULL,NULL,Wetland,Water,Wetland,NULL,Grassland,NULL
1291,NULL,NULL,Wetland,Water,Wetland,NULL,Grassland,Grassland
1292,NULL,NULL,Wetland,Water,Wetland,NULL,Grassland,Wetland
1293,NULL,NULL,Wetland,Water,Wetland,NULL,Grassland,Water
1294,NULL,NULL,Wetland,Water,Wetland,NULL,Built-up,Water
1295,NULL,NULL,Wetland,Water,Wetland,NULL,Water,Grassland
1296,NULL,NULL,Wetland,Water,Wetland,NULL,Water,Wetland
1297,NULL,NULL,Wetland,Water,Wetland,NULL,Water,Water
1298,NULL,NULL,Wetland,Water,Wetland,NULL,Water,Forest
1299,NULL,NULL,Wetland,Water,Wetland,Shrubland,NULL,NULL
1300,NULL,NULL,Wetland,Water,Wetland,Shrubland,NULL,Grassland
1301,NULL,NULL,Wetland,Water,Wetland,Shrubland,NULL,Wetland
1302,NULL,NULL,Wetland,Water,Wetland,Shrubland,NULL,Water
1303,NULL,NULL,Wetland,Water,Wetland,Shrubland,NULL,Forest
1304,NULL,NULL,Wetland,Water,Wetland,Shrubland,Shrubland,NULL
1305,NULL,NULL,Wetland,Water,Wetland,Shrubland,Shrubland,Grassland
1306,NULL,NULL,Wetland,Water,Wetland,Shrubland,Shrubland,Wetland
1307,NULL,NULL,Wetland,Water,Wetland,Shrubland,Shrubland,Water
1308,NULL,NULL,Wetland,Water,Wetland,Shrubland,Shrubland,Forest
1309,NULL,NULL,Wetland,Water,Wetland,Shrubland,Grassland,Grassland
1310,NULL,NULL,Wetland,Water,Wetland,Shrubland,Grassland,Wetland
1311,NULL,NULL,Wetland,Water,Wetland,Shrubland,Grassland,Bareland
1312,NULL,NULL,Wetland,Water,Wetland,Shrubland,Grassland,Water
1313,NULL,NULL,Wetland,Water,Wetland,Shrubland,Wetland,Grassland
1314,NULL,NULL,Wetland,Water,Wetland,Shrubland,Built-up,Water
1315,NULL,NULL,Wetland,Water,Wetland,Shrubland,Water,NULL
1316,NULL,NULL,Wetland,Water,Wetland,Shrubland,Water,Grassland
1317,NULL,NULL,Wetland,Water,Wetland,Shrubland,Water,Wetland
1318,NULL,NULL,Wetland,Water,Wetland,Shrubland,Water,Water
1319,NULL,NULL,Wetland,Water,Wetland,Shrubland,Water,Forest
1320,NULL,NULL,Wetland,Water,Wetland,Grassland,NULL,Grassland
1321,NULL,NULL,Wetland,Water,Wetland,Grassland,NULL,Wetland
1322,NULL,NULL,Wetland,Water,Wetland,Grassland,NULL,Water
1323,NULL,NULL,Wetland,Water,Wetland,Grassland,Shrubland,Grassland
1324,NULL,NULL,Wetland,Water,Wetland,Grassland,Shrubland,Wetland
1325,NULL,NULL,Wetland,Water,Wetland,Grassland,Shrubland,Water
1326,NULL,NULL,Wetland,Water,Wetland,Grassland,Grassland,NULL
1327,NULL,NULL,Wetland,Water,Wetland,Grassland,Grassland,Grassland
1328,NULL,NULL,Wetland,Water,Wetland,Grassland,Grassland,Cropland
1329,NULL,NULL,Wetland,Water,Wetland,Grassland,Grassland,Wetland
1330,NULL,NULL,Wetland,Water,Wetland,Grassland,Grassland,Bareland
1331,NULL,NULL,Wetland,Water,Wetland,Grassland,Grassland,Water
1332,NULL,NULL,Wetland,Water,Wetland,Grassland,Built-up,Grassland
1333,NULL,NULL,Wetland,Water,Wetland,Grassland,Built-up,Wetland
1334,NULL,NULL,Wetland,Water,Wetland,Grassland,Built-up,Water
1335,NULL,NULL,Wetland,Water,Wetland,Grassland,Water,Grassland
1336,NULL,NULL,Wetland,Water,Wetland,Grassland,Water,Wetland
1337,NULL,NULL,Wetland,Water,Wetland,Grassland,Water,Bareland
1338,NULL,NULL,Wetland,Water,Wetland,Grassland,Water,Water
1339,NULL,NULL,Wetland,Water,Wetland,Wetland,Shrubland,Grassland
1340,NULL,NULL,Wetland,Water,Wetland,Wetland,Shrubland,Wetland
1341,NULL,NULL,Wetland,Water,Wetland,Wetland,Grassland,Wetland
1342,NULL,NULL,Wetland,Water,Wetland,Wetland,Wetland,Wetland
1343,NULL,NULL,Wetland,Water,Wetland,Wetland,Wetland,Water
1344,NULL,NULL,Wetland,Water,Wetland,Bareland,Water,Wetland
1345,NULL,NULL,Wetland,Water,Wetland,Built-up,Built-up,Water
1346,NULL,NULL,Wetland,Water,Wetland,Built-up,Water,Water
1347,NULL,NULL,Wetland,Water,Wetland,Water,NULL,NULL
1348,NULL,NULL,Wetland,Water,Wetland,Water,NULL,Grassland
1349,NULL,NULL,Wetland,Water,Wetland,Water,NULL,Water
1350,NULL,NULL,Wetland,Water,Wetland,Water,Shrubland,Grassland
1351,NULL,NULL,Wetland,Water,Wetland,Water,Shrubland,Wetland
1352,NULL,NULL,Wetland,Water,Wetland,Water,Shrubland,Water
1353,NULL,NULL,Wetland,Water,Wetland,Water,Grassland,Grassland
1354,NULL,NULL,Wetland,Water,Wetland,Water,Grassland,Wetland
1355,NULL,NULL,Wetland,Water,Wetland,Water,Grassland,Water
1356,NULL,NULL,Wetland,Water,Wetland,Water,Built-up,Water
1357,NULL,NULL,Wetland,Water,Wetland,Water,Water,Grassland
1358,NULL,NULL,Wetland,Water,Wetland,Water,Water,Wetland
1359,NULL,NULL,Wetland,Water,Wetland,Water,Water,Water
1360,NULL,NULL,Wetland,Water,Wetland,Forest,Shrubland,Grassland
1361,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,NULL
1362,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,Shrubland,NULL
1363,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Shrubland,Shrubland,NULL
1364,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1365,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1366,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,Shrubland,NULL
1367,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,Shrubland,Grassland
1368,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,Shrubland,Bareland
1369,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,Grassland,Grassland
1370,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,Grassland,Cropland
1371,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,Grassland,Bareland
1372,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,Bareland,Bareland
1373,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,Built-up,Grassland
1374,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,Built-up,Bareland
1375,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,Water,Grassland
1376,NULL,NULL,Bareland,NULL,Non_Wetland,Shrubland,NULL,NULL
1377,NULL,NULL,Bareland,NULL,Non_Wetland,Shrubland,NULL,Grassland
1378,NULL,NULL,Bareland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
1379,NULL,NULL,Bareland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
1380,NULL,NULL,Bareland,NULL,Non_Wetland,Shrubland,Shrubland,Water
1381,NULL,NULL,Bareland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
1382,NULL,NULL,Bareland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
1383,NULL,NULL,Bareland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
1384,NULL,NULL,Bareland,NULL,Non_Wetland,Shrubland,Grassland,Wetland
1385,NULL,NULL,Bareland,NULL,Non_Wetland,Shrubland,Water,Grassland
1386,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,NULL,NULL
1387,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,NULL,Grassland
1388,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,NULL,Cropland
1389,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,NULL,Bareland
1390,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Shrubland,NULL
1391,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1392,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
1393,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,NULL
1394,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1395,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Cropland
1396,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Wetland
1397,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Bareland
1398,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Built-up,NULL
1399,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Built-up,Grassland
1400,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Built-up,Cropland
1401,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Built-up,Bareland
1402,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
1403,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,NULL,Grassland
1404,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,NULL,Bareland
1405,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
1406,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
1407,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1408,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,Cropland
1409,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,Bareland
1410,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Bareland,Bareland
1411,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Built-up,NULL
1412,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Built-up,Grassland
1413,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Built-up,Cropland
1414,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Built-up,Bareland
1415,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Built-up,Built-up
1416,NULL,NULL,Bareland,NULL,Non_Wetland,Built-up,Built-up,Grassland
1417,NULL,NULL,Bareland,NULL,Non_Wetland,Built-up,Built-up,Cropland
1418,NULL,NULL,Bareland,NULL,Non_Wetland,Built-up,Built-up,Bareland
1419,NULL,NULL,Bareland,NULL,Non_Wetland,Built-up,Built-up,Built-up
1420,NULL,NULL,Bareland,NULL,Non_Wetland,Water,NULL,Grassland
1421,NULL,NULL,Bareland,NULL,Non_Wetland,Water,Grassland,Grassland
1422,NULL,NULL,Bareland,NULL,Non_Wetland,Water,Grassland,Cropland
1423,NULL,NULL,Bareland,NULL,Non_Wetland,Water,Grassland,Water
1424,NULL,NULL,Bareland,NULL,Non_Wetland,Water,Built-up,Bareland
1425,NULL,NULL,Bareland,NULL,Non_Wetland,Water,Water,Grassland
1426,NULL,NULL,Bareland,Non_Water,Non_Wetland,NULL,Shrubland,NULL
1427,NULL,NULL,Bareland,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
1428,NULL,NULL,Bareland,Non_Water,Non_Wetland,NULL,Grassland,NULL
1429,NULL,NULL,Bareland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
1430,NULL,NULL,Bareland,Non_Water,Non_Wetland,NULL,Grassland,Cropland
1431,NULL,NULL,Bareland,Non_Water,Non_Wetland,NULL,Bareland,Bareland
1432,NULL,NULL,Bareland,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
1433,NULL,NULL,Bareland,Non_Water,Non_Wetland,Shrubland,NULL,Forest
1434,NULL,NULL,Bareland,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
1435,NULL,NULL,Bareland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
1436,NULL,NULL,Bareland,Non_Water,Non_Wetland,Shrubland,Shrubland,Cropland
1437,NULL,NULL,Bareland,Non_Water,Non_Wetland,Shrubland,Shrubland,Wetland
1438,NULL,NULL,Bareland,Non_Water,Non_Wetland,Shrubland,Shrubland,Water
1439,NULL,NULL,Bareland,Non_Water,Non_Wetland,Shrubland,Grassland,NULL
1440,NULL,NULL,Bareland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
1441,NULL,NULL,Bareland,Non_Water,Non_Wetland,Shrubland,Grassland,Cropland
1442,NULL,NULL,Bareland,Non_Water,Non_Wetland,Shrubland,Grassland,Wetland
1443,NULL,NULL,Bareland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
1444,NULL,NULL,Bareland,Non_Water,Non_Wetland,Grassland,NULL,Water
1445,NULL,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Shrubland,NULL
1446,NULL,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
1447,NULL,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Shrubland,Bareland
1448,NULL,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Grassland,NULL
1449,NULL,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1450,NULL,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
1451,NULL,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
1452,NULL,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Grassland,Water
1453,NULL,NULL,Bareland,Non_Water,Non_Wetland,Bareland,Grassland,NULL
1454,NULL,NULL,Bareland,Non_Water,Non_Wetland,Bareland,Grassland,Bareland
1455,NULL,NULL,Bareland,Non_Water,Non_Wetland,Water,Shrubland,Wetland
1456,NULL,NULL,Bareland,Non_Water,Non_Wetland,Water,Grassland,Grassland
1457,NULL,NULL,Bareland,Non_Water,Non_Wetland,Water,Grassland,Wetland
1458,NULL,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
1459,NULL,NULL,Bareland,Water,Non_Wetland,NULL,Grassland,Wetland
1460,NULL,NULL,Bareland,Water,Non_Wetland,NULL,Water,Grassland
1461,NULL,NULL,Bareland,Water,Non_Wetland,Shrubland,Shrubland,NULL
1462,NULL,NULL,Bareland,Water,Non_Wetland,Shrubland,Shrubland,Grassland
1463,NULL,NULL,Bareland,Water,Non_Wetland,Shrubland,Shrubland,Wetland
1464,NULL,NULL,Bareland,Water,Non_Wetland,Shrubland,Shrubland,Bareland
1465,NULL,NULL,Bareland,Water,Non_Wetland,Shrubland,Shrubland,Water
1466,NULL,NULL,Bareland,Water,Non_Wetland,Shrubland,Shrubland,Forest
1467,NULL,NULL,Bareland,Water,Non_Wetland,Shrubland,Grassland,NULL
1468,NULL,NULL,Bareland,Water,Non_Wetland,Shrubland,Grassland,Grassland
1469,NULL,NULL,Bareland,Water,Non_Wetland,Shrubland,Grassland,Wetland
1470,NULL,NULL,Bareland,Water,Non_Wetland,Shrubland,Grassland,Water
1471,NULL,NULL,Bareland,Water,Non_Wetland,Shrubland,Water,Wetland
1472,NULL,NULL,Bareland,Water,Non_Wetland,Shrubland,Water,Bareland
1473,NULL,NULL,Bareland,Water,Non_Wetland,Grassland,NULL,Grassland
1474,NULL,NULL,Bareland,Water,Non_Wetland,Grassland,Shrubland,Grassland
1475,NULL,NULL,Bareland,Water,Non_Wetland,Grassland,Shrubland,Wetland
1476,NULL,NULL,Bareland,Water,Non_Wetland,Grassland,Shrubland,Water
1477,NULL,NULL,Bareland,Water,Non_Wetland,Grassland,Grassland,Grassland
1478,NULL,NULL,Bareland,Water,Non_Wetland,Grassland,Grassland,Wetland
1479,NULL,NULL,Bareland,Water,Non_Wetland,Grassland,Grassland,Bareland
1480,NULL,NULL,Bareland,Water,Non_Wetland,Grassland,Grassland,Water
1481,NULL,NULL,Bareland,Water,Non_Wetland,Grassland,Water,Grassland
1482,NULL,NULL,Bareland,Water,Non_Wetland,Grassland,Water,Wetland
1483,NULL,NULL,Bareland,Water,Non_Wetland,Bareland,Shrubland,Grassland
1484,NULL,NULL,Bareland,Water,Non_Wetland,Water,Shrubland,Grassland
1485,NULL,NULL,Bareland,Water,Non_Wetland,Water,Shrubland,Water
1486,NULL,NULL,Bareland,Water,Non_Wetland,Water,Grassland,Grassland
1487,NULL,NULL,Bareland,Water,Non_Wetland,Water,Grassland,Wetland
1488,NULL,NULL,Bareland,Water,Non_Wetland,Water,Water,Water
1489,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
1490,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1491,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
1492,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1493,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
1494,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1495,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Shrubland,NULL
1496,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Shrubland,Grassland
1497,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Shrubland,Cropland
1498,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Shrubland,Built-up
1499,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Shrubland,Forest
1500,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,NULL
1501,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Grassland
1502,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Cropland
1503,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Bareland
1504,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Built-up
1505,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Forest
1506,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Bareland,NULL
1507,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Bareland,Grassland
1508,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Bareland,Bareland
1509,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Built-up,NULL
1510,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Built-up,Grassland
1511,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Built-up,Cropland
1512,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Built-up,Bareland
1513,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Built-up,Built-up
1514,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Built-up,Forest
1515,NULL,NULL,Built-up,NULL,Non_Wetland,Shrubland,NULL,NULL
1516,NULL,NULL,Built-up,NULL,Non_Wetland,Shrubland,NULL,Grassland
1517,NULL,NULL,Built-up,NULL,Non_Wetland,Shrubland,NULL,Bareland
1518,NULL,NULL,Built-up,NULL,Non_Wetland,Shrubland,NULL,Forest
1519,NULL,NULL,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,NULL
1520,NULL,NULL,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
1521,NULL,NULL,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
1522,NULL,NULL,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
1523,NULL,NULL,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Forest
1524,NULL,NULL,Built-up,NULL,Non_Wetland,Shrubland,Grassland,NULL
1525,NULL,NULL,Built-up,NULL,Non_Wetland,Shrubland,Grassland,Grassland
1526,NULL,NULL,Built-up,NULL,Non_Wetland,Shrubland,Grassland,Cropland
1527,NULL,NULL,Built-up,NULL,Non_Wetland,Shrubland,Grassland,Built-up
1528,NULL,NULL,Built-up,NULL,Non_Wetland,Shrubland,Grassland,Forest
1529,NULL,NULL,Built-up,NULL,Non_Wetland,Shrubland,Bareland,NULL
1530,NULL,NULL,Built-up,NULL,Non_Wetland,Shrubland,Bareland,Grassland
1531,NULL,NULL,Built-up,NULL,Non_Wetland,Shrubland,Built-up,NULL
1532,NULL,NULL,Built-up,NULL,Non_Wetland,Shrubland,Built-up,Grassland
1533,NULL,NULL,Built-up,NULL,Non_Wetland,Shrubland,Built-up,Cropland
1534,NULL,NULL,Built-up,NULL,Non_Wetland,Shrubland,Built-up,Built-up
1535,NULL,NULL,Built-up,NULL,Non_Wetland,Shrubland,Built-up,Forest
1536,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,NULL
1537,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
1538,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Cropland
1539,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Bareland
1540,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Built-up
1541,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Shrubland,NULL
1542,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1543,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Cropland
1544,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Bareland
1545,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Built-up
1546,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Forest
1547,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,NULL
