Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20LMH_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20LMH_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20LMH_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20LMH_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20LMH_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20LMH_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20LMH_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20LMH_M_R
948,Grassland,Water,Wetland,Water,Wetland,NULL,NULL,Forest
949,Grassland,Water,Water,Non_Water,Water,NULL,NULL,Grassland
950,Grassland,Water,Water,Non_Water,Water,NULL,NULL,Water
951,Grassland,Water,Water,Water,Water,NULL,NULL,Forest
952,Grassland,Water,Forest,NULL,Non_Wetland,NULL,NULL,NULL
953,Grassland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
954,Grassland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
955,Grassland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
956,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,NULL
957,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
958,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
959,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
960,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
961,Grassland,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,NULL
962,Grassland,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
963,Grassland,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Cropland
964,Grassland,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
965,Grassland,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
966,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
967,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
968,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
969,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
970,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
971,Grassland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
972,Grassland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
973,Grassland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
974,Grassland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
975,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
976,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
977,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
978,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
979,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
980,Grassland,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
981,Grassland,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
982,Grassland,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Cropland
983,Grassland,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
984,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
985,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
986,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
987,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
988,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
989,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
990,Grassland,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
991,Grassland,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
992,Grassland,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
993,Grassland,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Wetland
994,Grassland,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
995,Grassland,Forest,Wetland,NULL,Wetland,NULL,NULL,NULL
996,Grassland,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
997,Grassland,Forest,Wetland,NULL,Wetland,NULL,NULL,Cropland
998,Grassland,Forest,Wetland,NULL,Wetland,NULL,NULL,Wetland
999,Grassland,Forest,Wetland,NULL,Wetland,NULL,NULL,Water
1000,Grassland,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
1001,Grassland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,NULL
1002,Grassland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1003,Grassland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
1004,Grassland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1005,Grassland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
1006,Grassland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Water
1007,Grassland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1008,Grassland,Forest,Wetland,Water,Wetland,NULL,NULL,NULL
1009,Grassland,Forest,Wetland,Water,Wetland,NULL,NULL,Grassland
1010,Grassland,Forest,Wetland,Water,Wetland,NULL,NULL,Cropland
1011,Grassland,Forest,Wetland,Water,Wetland,NULL,NULL,Wetland
1012,Grassland,Forest,Wetland,Water,Wetland,NULL,NULL,Water
1013,Grassland,Forest,Wetland,Water,Wetland,NULL,NULL,Forest
1014,Grassland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1015,Grassland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Wetland
1016,Grassland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1017,Grassland,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,NULL
1018,Grassland,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1019,Grassland,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1020,Grassland,Forest,Water,NULL,Water,NULL,NULL,NULL
1021,Grassland,Forest,Water,NULL,Water,NULL,NULL,Grassland
1022,Grassland,Forest,Water,NULL,Water,NULL,NULL,Cropland
1023,Grassland,Forest,Water,NULL,Water,NULL,NULL,Wetland
1024,Grassland,Forest,Water,NULL,Water,NULL,NULL,Forest
1025,Grassland,Forest,Water,Non_Water,Water,NULL,NULL,NULL
1026,Grassland,Forest,Water,Non_Water,Water,NULL,NULL,Grassland
1027,Grassland,Forest,Water,Non_Water,Water,NULL,NULL,Cropland
1028,Grassland,Forest,Water,Non_Water,Water,NULL,NULL,Wetland
1029,Grassland,Forest,Water,Non_Water,Water,NULL,NULL,Forest
1030,Grassland,Forest,Water,Water,Water,NULL,NULL,Grassland
1031,Grassland,Forest,Water,Water,Water,NULL,NULL,Wetland
1032,Grassland,Forest,Water,Water,Water,NULL,NULL,Water
1033,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1034,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1035,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
1036,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
1037,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
1038,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1039,Grassland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
1040,Grassland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1041,Grassland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
1042,Grassland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
1043,Grassland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1044,Grassland,Forest,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1045,Grassland,Forest,Forest,Water,Non_Wetland,NULL,NULL,Wetland
1046,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
1047,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1048,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
1049,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
1050,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1051,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
1052,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Water
1053,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1054,Cropland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,NULL
1055,Cropland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
1056,Cropland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Cropland
1057,Cropland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
1058,Cropland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
1059,Cropland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
1060,Cropland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Cropland
1061,Cropland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Wetland
1062,Cropland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Water
1063,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1064,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1065,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
1066,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
1067,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
1068,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1069,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1070,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
1071,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1072,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1073,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1074,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
1075,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1076,Cropland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1077,Cropland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Cropland
1078,Cropland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
1079,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
1080,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1081,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
1082,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
1083,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1084,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
1085,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1086,Cropland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
1087,Cropland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1088,Cropland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1089,Cropland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1090,Cropland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
1091,Cropland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1092,Cropland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Cropland
1093,Cropland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Wetland
1094,Cropland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Water
1095,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
1096,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1097,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
1098,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
1099,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1100,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
1101,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Water
1102,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1103,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
1104,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1105,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1106,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1107,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
1108,Cropland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
1109,Cropland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Cropland
1110,Cropland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Wetland
1111,Cropland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Water
1112,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,NULL
1113,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
1114,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,Cropland
1115,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
1116,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,Bareland
1117,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
1118,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
1119,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,NULL
1120,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1121,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
1122,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1123,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
1124,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1125,Cropland,NULL,Wetland,Water,Wetland,NULL,NULL,NULL
1126,Cropland,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
1127,Cropland,NULL,Wetland,Water,Wetland,NULL,NULL,Cropland
1128,Cropland,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
1129,Cropland,NULL,Wetland,Water,Wetland,NULL,NULL,Bareland
1130,Cropland,NULL,Wetland,Water,Wetland,NULL,NULL,Water
1131,Cropland,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
1132,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
1133,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
1134,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1135,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
1136,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Wetland
1137,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Water
1138,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1139,Cropland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,NULL
1140,Cropland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1141,Cropland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1142,Cropland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1143,Cropland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
1144,Cropland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
1145,Cropland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
1146,Cropland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Wetland
1147,Cropland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Water
1148,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
1149,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1150,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
1151,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
1152,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1153,Cropland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Cropland
1154,Cropland,NULL,Water,NULL,Water,NULL,NULL,NULL
1155,Cropland,NULL,Water,NULL,Water,NULL,NULL,Grassland
1156,Cropland,NULL,Water,NULL,Water,NULL,NULL,Cropland
1157,Cropland,NULL,Water,NULL,Water,NULL,NULL,Wetland
1158,Cropland,NULL,Water,NULL,Water,NULL,NULL,Bareland
1159,Cropland,NULL,Water,NULL,Water,NULL,NULL,Built-up
1160,Cropland,NULL,Water,NULL,Water,NULL,NULL,Water
1161,Cropland,NULL,Water,NULL,Water,NULL,NULL,Forest
1162,Cropland,NULL,Water,Non_Water,Water,NULL,NULL,NULL
1163,Cropland,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
1164,Cropland,NULL,Water,Non_Water,Water,NULL,NULL,Cropland
1165,Cropland,NULL,Water,Non_Water,Water,NULL,NULL,Wetland
1166,Cropland,NULL,Water,Non_Water,Water,NULL,NULL,Water
1167,Cropland,NULL,Water,Non_Water,Water,NULL,NULL,Forest
1168,Cropland,NULL,Water,Water,Water,NULL,NULL,Grassland
1169,Cropland,NULL,Water,Water,Water,NULL,NULL,Cropland
1170,Cropland,NULL,Water,Water,Water,NULL,NULL,Wetland
1171,Cropland,NULL,Water,Water,Water,NULL,NULL,Water
1172,Cropland,NULL,Water,Water,Water,NULL,NULL,Forest
1173,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1174,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1175,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
1176,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
1177,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1178,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
1179,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
1180,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1181,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
1182,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1183,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
1184,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
1185,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
1186,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1187,Cropland,NULL,Forest,Water,Non_Wetland,NULL,NULL,NULL
1188,Cropland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1189,Cropland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Cropland
1190,Cropland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Wetland
1191,Cropland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Water
1192,Cropland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
1193,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,NULL
1194,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1195,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
1196,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
1197,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1198,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
1199,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Water
1200,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1201,Cropland,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,NULL
1202,Cropland,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
1203,Cropland,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Cropland
1204,Cropland,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
1205,Cropland,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
1206,Cropland,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
1207,Cropland,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
1208,Cropland,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Grassland
1209,Cropland,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Cropland
1210,Cropland,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Wetland
1211,Cropland,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Bareland
1212,Cropland,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Water
1213,Cropland,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Forest
1214,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1215,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1216,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
1217,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
1218,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1219,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
1220,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1221,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1222,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
1223,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1224,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1225,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1226,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1227,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
1228,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1229,Cropland,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1230,Cropland,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Cropland
1231,Cropland,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
1232,Cropland,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1233,Cropland,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1234,Cropland,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1235,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
1236,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1237,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
1238,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
1239,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1240,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
1241,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Water
1242,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1243,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
1244,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1245,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1246,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1247,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1248,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
1249,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
1250,Cropland,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1251,Cropland,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Cropland
1252,Cropland,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Wetland
1253,Cropland,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
1254,Cropland,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Water
1255,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
1256,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1257,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
1258,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
1259,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1260,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
1261,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Water
1262,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1263,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
1264,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1265,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1266,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1267,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1268,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
1269,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
1270,Cropland,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
1271,Cropland,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Cropland
1272,Cropland,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Wetland
1273,Cropland,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
1274,Cropland,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Water
1275,Cropland,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Forest
1276,Cropland,Cropland,Wetland,NULL,Wetland,NULL,NULL,NULL
1277,Cropland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Grassland
1278,Cropland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Cropland
1279,Cropland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Wetland
1280,Cropland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Bareland
1281,Cropland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Water
1282,Cropland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Forest
