Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_18LVP_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_18LVP_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_18LVP_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_18LVP_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_18LVP_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_18LVP_M_R
120,NULL,NULL,Built-up,Water,Non_Wetland,Bareland
121,NULL,NULL,Water,NULL,Water,Grassland
122,NULL,NULL,Water,NULL,Water,Wetland
123,NULL,NULL,Water,NULL,Water,Bareland
124,NULL,NULL,Water,NULL,Water,Water
125,NULL,NULL,Water,NULL,Water,Forest
126,NULL,NULL,Water,Non_Water,Water,Grassland
127,NULL,NULL,Water,Non_Water,Water,Bareland
128,NULL,NULL,Water,Non_Water,Water,Forest
129,NULL,NULL,Water,Water,Water,Grassland
130,NULL,NULL,Water,Water,Water,Wetland
131,NULL,NULL,Water,Water,Water,Bareland
132,NULL,NULL,Water,Water,Water,Water
133,NULL,NULL,Water,Water,Water,Forest
134,NULL,NULL,Forest,NULL,Non_Wetland,NULL
135,NULL,NULL,Forest,NULL,Non_Wetland,Grassland
136,NULL,NULL,Forest,NULL,Non_Wetland,Cropland
137,NULL,NULL,Forest,NULL,Non_Wetland,Wetland
138,NULL,NULL,Forest,NULL,Non_Wetland,Lichens_and_Mosses
139,NULL,NULL,Forest,NULL,Non_Wetland,Bareland
140,NULL,NULL,Forest,NULL,Non_Wetland,Built-up
141,NULL,NULL,Forest,NULL,Non_Wetland,Water
142,NULL,NULL,Forest,NULL,Non_Wetland,Forest
143,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland
144,NULL,NULL,Forest,Non_Water,Non_Wetland,Cropland
145,NULL,NULL,Forest,Non_Water,Non_Wetland,Bareland
146,NULL,NULL,Forest,Non_Water,Non_Wetland,Water
147,NULL,NULL,Forest,Non_Water,Non_Wetland,Forest
148,NULL,NULL,Forest,Water,Non_Wetland,Grassland
149,NULL,NULL,Forest,Water,Non_Wetland,Bareland
150,NULL,NULL,Forest,Water,Non_Wetland,Built-up
151,NULL,NULL,Forest,Water,Non_Wetland,Water
152,NULL,NULL,Forest,Water,Non_Wetland,Forest
153,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland
154,NULL,Cropland,NULL,NULL,Non_Wetland,Cropland
155,NULL,Cropland,NULL,NULL,Non_Wetland,Forest
156,NULL,Cropland,NULL,Non_Water,Non_Wetland,Grassland
157,NULL,Cropland,NULL,Non_Water,Non_Wetland,Water
158,NULL,Cropland,NULL,Non_Water,Non_Wetland,Forest
159,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland
160,NULL,Cropland,Shrubland,NULL,Non_Wetland,Cropland
161,NULL,Cropland,Shrubland,NULL,Non_Wetland,Built-up
162,NULL,Cropland,Shrubland,NULL,Non_Wetland,Forest
163,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Water
164,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Forest
165,NULL,Cropland,Shrubland,Water,Non_Wetland,Grassland
166,NULL,Cropland,Shrubland,Water,Non_Wetland,Bareland
167,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland
168,NULL,Cropland,Grassland,NULL,Non_Wetland,Cropland
169,NULL,Cropland,Grassland,NULL,Non_Wetland,Bareland
170,NULL,Cropland,Grassland,NULL,Non_Wetland,Built-up
171,NULL,Cropland,Grassland,NULL,Non_Wetland,Forest
172,NULL,Cropland,Grassland,Non_Water,Non_Wetland,Grassland
173,NULL,Cropland,Grassland,Non_Water,Non_Wetland,Forest
174,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland
175,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland
176,NULL,Cropland,Cropland,NULL,Non_Wetland,Forest
177,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Grassland
178,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Water
179,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Forest
180,NULL,Cropland,Wetland,Water,Wetland,Bareland
181,NULL,Cropland,Bareland,NULL,Non_Wetland,Grassland
182,NULL,Cropland,Bareland,Non_Water,Non_Wetland,Bareland
183,NULL,Cropland,Bareland,Non_Water,Non_Wetland,Forest
184,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland
185,NULL,Cropland,Built-up,NULL,Non_Wetland,Built-up
186,NULL,Cropland,Built-up,NULL,Non_Wetland,Forest
187,NULL,Cropland,Built-up,Non_Water,Non_Wetland,Grassland
188,NULL,Cropland,Forest,NULL,Non_Wetland,NULL
189,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland
190,NULL,Cropland,Forest,NULL,Non_Wetland,Cropland
191,NULL,Cropland,Forest,NULL,Non_Wetland,Built-up
192,NULL,Cropland,Forest,NULL,Non_Wetland,Forest
193,NULL,Cropland,Forest,Non_Water,Non_Wetland,Grassland
194,NULL,Cropland,Forest,Non_Water,Non_Wetland,Water
195,NULL,Cropland,Forest,Non_Water,Non_Wetland,Forest
196,NULL,Wetland,Shrubland,NULL,Non_Wetland,Grassland
197,NULL,Wetland,Shrubland,NULL,Non_Wetland,Water
198,NULL,Wetland,Grassland,NULL,Non_Wetland,Grassland
199,NULL,Wetland,Forest,NULL,Non_Wetland,Grassland
200,NULL,Wetland,Forest,NULL,Non_Wetland,Wetland
201,NULL,Wetland,Forest,NULL,Non_Wetland,Forest
202,NULL,Bareland,NULL,NULL,Non_Wetland,Grassland
203,NULL,Bareland,NULL,Water,Non_Wetland,Bareland
204,NULL,Bareland,NULL,Water,Non_Wetland,Water
205,NULL,Bareland,Shrubland,NULL,Non_Wetland,Grassland
206,NULL,Bareland,Shrubland,NULL,Non_Wetland,Wetland
207,NULL,Bareland,Shrubland,NULL,Non_Wetland,Bareland
208,NULL,Bareland,Shrubland,NULL,Non_Wetland,Water
209,NULL,Bareland,Shrubland,NULL,Non_Wetland,Forest
210,NULL,Bareland,Shrubland,Non_Water,Non_Wetland,Grassland
211,NULL,Bareland,Shrubland,Non_Water,Non_Wetland,Bareland
212,NULL,Bareland,Shrubland,Non_Water,Non_Wetland,Water
213,NULL,Bareland,Shrubland,Non_Water,Non_Wetland,Forest
214,NULL,Bareland,Shrubland,Water,Non_Wetland,Grassland
215,NULL,Bareland,Shrubland,Water,Non_Wetland,Bareland
216,NULL,Bareland,Shrubland,Water,Non_Wetland,Water
217,NULL,Bareland,Grassland,NULL,Non_Wetland,Grassland
218,NULL,Bareland,Grassland,NULL,Non_Wetland,Bareland
219,NULL,Bareland,Grassland,NULL,Non_Wetland,Forest
220,NULL,Bareland,Grassland,Non_Water,Non_Wetland,Grassland
221,NULL,Bareland,Grassland,Non_Water,Non_Wetland,Bareland
222,NULL,Bareland,Grassland,Water,Non_Wetland,Grassland
223,NULL,Bareland,Grassland,Water,Non_Wetland,Water
224,NULL,Bareland,Cropland,NULL,Non_Wetland,Grassland
225,NULL,Bareland,Cropland,NULL,Non_Wetland,Bareland
226,NULL,Bareland,Cropland,NULL,Non_Wetland,Water
227,NULL,Bareland,Cropland,NULL,Non_Wetland,Forest
228,NULL,Bareland,Cropland,Non_Water,Non_Wetland,Grassland
229,NULL,Bareland,Cropland,Non_Water,Non_Wetland,Bareland
230,NULL,Bareland,Cropland,Non_Water,Non_Wetland,Water
231,NULL,Bareland,Cropland,Non_Water,Non_Wetland,Forest
232,NULL,Bareland,Cropland,Water,Non_Wetland,Grassland
233,NULL,Bareland,Cropland,Water,Non_Wetland,Bareland
234,NULL,Bareland,Cropland,Water,Non_Wetland,Water
235,NULL,Bareland,Cropland,Water,Non_Wetland,Forest
236,NULL,Bareland,Wetland,NULL,Wetland,Bareland
237,NULL,Bareland,Wetland,NULL,Wetland,Water
238,NULL,Bareland,Wetland,Non_Water,Wetland,Grassland
239,NULL,Bareland,Wetland,Non_Water,Wetland,Bareland
240,NULL,Bareland,Wetland,Non_Water,Wetland,Water
241,NULL,Bareland,Wetland,Non_Water,Wetland,Forest
242,NULL,Bareland,Wetland,Water,Wetland,Grassland
243,NULL,Bareland,Wetland,Water,Wetland,Bareland
244,NULL,Bareland,Wetland,Water,Wetland,Water
245,NULL,Bareland,Wetland,Water,Wetland,Forest
246,NULL,Bareland,Bareland,NULL,Non_Wetland,Grassland
247,NULL,Bareland,Bareland,NULL,Non_Wetland,Bareland
248,NULL,Bareland,Bareland,NULL,Non_Wetland,Water
249,NULL,Bareland,Bareland,NULL,Non_Wetland,Forest
250,NULL,Bareland,Bareland,Non_Water,Non_Wetland,Grassland
251,NULL,Bareland,Bareland,Non_Water,Non_Wetland,Bareland
252,NULL,Bareland,Bareland,Non_Water,Non_Wetland,Water
253,NULL,Bareland,Bareland,Non_Water,Non_Wetland,Forest
254,NULL,Bareland,Bareland,Water,Non_Wetland,Grassland
255,NULL,Bareland,Bareland,Water,Non_Wetland,Bareland
256,NULL,Bareland,Bareland,Water,Non_Wetland,Water
257,NULL,Bareland,Bareland,Water,Non_Wetland,Forest
258,NULL,Bareland,Built-up,NULL,Non_Wetland,Grassland
259,NULL,Bareland,Built-up,NULL,Non_Wetland,Bareland
260,NULL,Bareland,Built-up,NULL,Non_Wetland,Forest
261,NULL,Bareland,Built-up,Non_Water,Non_Wetland,Grassland
262,NULL,Bareland,Built-up,Non_Water,Non_Wetland,Bareland
263,NULL,Bareland,Built-up,Water,Non_Wetland,Grassland
264,NULL,Bareland,Built-up,Water,Non_Wetland,Bareland
265,NULL,Bareland,Built-up,Water,Non_Wetland,Water
266,NULL,Bareland,Water,NULL,Water,Grassland
267,NULL,Bareland,Water,NULL,Water,Bareland
268,NULL,Bareland,Water,Non_Water,Water,Grassland
269,NULL,Bareland,Water,Water,Water,Water
270,NULL,Bareland,Forest,NULL,Non_Wetland,Grassland
271,NULL,Bareland,Forest,NULL,Non_Wetland,Bareland
272,NULL,Bareland,Forest,NULL,Non_Wetland,Built-up
273,NULL,Bareland,Forest,NULL,Non_Wetland,Water
274,NULL,Bareland,Forest,NULL,Non_Wetland,Forest
275,NULL,Bareland,Forest,Non_Water,Non_Wetland,Grassland
276,NULL,Bareland,Forest,Non_Water,Non_Wetland,Bareland
277,NULL,Bareland,Forest,Non_Water,Non_Wetland,Water
278,NULL,Bareland,Forest,Non_Water,Non_Wetland,Forest
279,NULL,Bareland,Forest,Water,Non_Wetland,Grassland
280,NULL,Bareland,Forest,Water,Non_Wetland,Bareland
281,NULL,Bareland,Forest,Water,Non_Wetland,Water
282,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland
283,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland
284,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up
285,NULL,Built-up,NULL,NULL,Non_Wetland,Forest
286,NULL,Built-up,NULL,Non_Water,Non_Wetland,Grassland
287,NULL,Built-up,NULL,Non_Water,Non_Wetland,Forest
288,NULL,Built-up,NULL,Water,Non_Wetland,Grassland
289,NULL,Built-up,NULL,Water,Non_Wetland,Bareland
290,NULL,Built-up,NULL,Water,Non_Wetland,Forest
291,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL
292,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland
293,NULL,Built-up,Shrubland,NULL,Non_Wetland,Cropland
294,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland
295,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up
296,NULL,Built-up,Shrubland,NULL,Non_Wetland,Water
297,NULL,Built-up,Shrubland,NULL,Non_Wetland,Forest
298,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Grassland
299,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Bareland
300,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Built-up
301,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Water
302,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Forest
303,NULL,Built-up,Shrubland,Water,Non_Wetland,Grassland
304,NULL,Built-up,Shrubland,Water,Non_Wetland,Bareland
305,NULL,Built-up,Shrubland,Water,Non_Wetland,Built-up
306,NULL,Built-up,Shrubland,Water,Non_Wetland,Water
307,NULL,Built-up,Shrubland,Water,Non_Wetland,Forest
308,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL
309,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland
310,NULL,Built-up,Grassland,NULL,Non_Wetland,Cropland
311,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland
312,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up
313,NULL,Built-up,Grassland,NULL,Non_Wetland,Water
314,NULL,Built-up,Grassland,NULL,Non_Wetland,Forest
315,NULL,Built-up,Grassland,Non_Water,Non_Wetland,Grassland
316,NULL,Built-up,Grassland,Non_Water,Non_Wetland,Bareland
317,NULL,Built-up,Grassland,Non_Water,Non_Wetland,Built-up
318,NULL,Built-up,Grassland,Non_Water,Non_Wetland,Forest
319,NULL,Built-up,Grassland,Water,Non_Wetland,Forest
320,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL
321,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland
322,NULL,Built-up,Cropland,NULL,Non_Wetland,Cropland
323,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland
324,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up
325,NULL,Built-up,Cropland,NULL,Non_Wetland,Water
326,NULL,Built-up,Cropland,NULL,Non_Wetland,Forest
327,NULL,Built-up,Cropland,Non_Water,Non_Wetland,Grassland
328,NULL,Built-up,Cropland,Non_Water,Non_Wetland,Bareland
329,NULL,Built-up,Cropland,Non_Water,Non_Wetland,Built-up
330,NULL,Built-up,Cropland,Non_Water,Non_Wetland,Forest
331,NULL,Built-up,Cropland,Water,Non_Wetland,Bareland
332,NULL,Built-up,Cropland,Water,Non_Wetland,Forest
333,NULL,Built-up,Wetland,NULL,Wetland,Grassland
334,NULL,Built-up,Wetland,NULL,Wetland,Bareland
335,NULL,Built-up,Wetland,NULL,Wetland,Built-up
336,NULL,Built-up,Wetland,NULL,Wetland,Water
337,NULL,Built-up,Wetland,NULL,Wetland,Forest
338,NULL,Built-up,Wetland,Non_Water,Wetland,Grassland
339,NULL,Built-up,Wetland,Non_Water,Wetland,Bareland
340,NULL,Built-up,Wetland,Non_Water,Wetland,Water
341,NULL,Built-up,Wetland,Non_Water,Wetland,Forest
342,NULL,Built-up,Wetland,Water,Wetland,Grassland
343,NULL,Built-up,Wetland,Water,Wetland,Bareland
344,NULL,Built-up,Wetland,Water,Wetland,Built-up
345,NULL,Built-up,Wetland,Water,Wetland,Water
346,NULL,Built-up,Wetland,Water,Wetland,Forest
347,NULL,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
348,NULL,Built-up,Bareland,NULL,Non_Wetland,NULL
349,NULL,Built-up,Bareland,NULL,Non_Wetland,Grassland
350,NULL,Built-up,Bareland,NULL,Non_Wetland,Cropland
351,NULL,Built-up,Bareland,NULL,Non_Wetland,Bareland
352,NULL,Built-up,Bareland,NULL,Non_Wetland,Built-up
353,NULL,Built-up,Bareland,NULL,Non_Wetland,Water
354,NULL,Built-up,Bareland,NULL,Non_Wetland,Forest
355,NULL,Built-up,Bareland,Non_Water,Non_Wetland,NULL
356,NULL,Built-up,Bareland,Non_Water,Non_Wetland,Grassland
357,NULL,Built-up,Bareland,Non_Water,Non_Wetland,Bareland
358,NULL,Built-up,Bareland,Non_Water,Non_Wetland,Built-up
359,NULL,Built-up,Bareland,Non_Water,Non_Wetland,Forest
360,NULL,Built-up,Bareland,Water,Non_Wetland,Grassland
361,NULL,Built-up,Bareland,Water,Non_Wetland,Cropland
362,NULL,Built-up,Bareland,Water,Non_Wetland,Bareland
363,NULL,Built-up,Bareland,Water,Non_Wetland,Water
364,NULL,Built-up,Bareland,Water,Non_Wetland,Forest
365,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL
366,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland
367,NULL,Built-up,Built-up,NULL,Non_Wetland,Cropland
368,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland
369,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up
370,NULL,Built-up,Built-up,NULL,Non_Wetland,Water
371,NULL,Built-up,Built-up,NULL,Non_Wetland,Forest
372,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Grassland
373,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Bareland
374,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Built-up
375,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Forest
376,NULL,Built-up,Built-up,Water,Non_Wetland,Bareland
377,NULL,Built-up,Built-up,Water,Non_Wetland,Built-up
378,NULL,Built-up,Built-up,Water,Non_Wetland,Forest
379,NULL,Built-up,Water,NULL,Water,Bareland
380,NULL,Built-up,Water,NULL,Water,Built-up
381,NULL,Built-up,Water,NULL,Water,Forest
382,NULL,Built-up,Water,Non_Water,Water,Water
383,NULL,Built-up,Water,Non_Water,Water,Forest
384,NULL,Built-up,Water,Water,Water,Grassland
385,NULL,Built-up,Water,Water,Water,Bareland
386,NULL,Built-up,Water,Water,Water,Built-up
387,NULL,Built-up,Water,Water,Water,Water
388,NULL,Built-up,Water,Water,Water,Forest
389,NULL,Built-up,Forest,NULL,Non_Wetland,NULL
390,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland
391,NULL,Built-up,Forest,NULL,Non_Wetland,Cropland
392,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland
393,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up
394,NULL,Built-up,Forest,NULL,Non_Wetland,Water
395,NULL,Built-up,Forest,NULL,Non_Wetland,Forest
396,NULL,Built-up,Forest,Non_Water,Non_Wetland,Grassland
397,NULL,Built-up,Forest,Non_Water,Non_Wetland,Cropland
398,NULL,Built-up,Forest,Non_Water,Non_Wetland,Bareland
399,NULL,Built-up,Forest,Non_Water,Non_Wetland,Built-up
400,NULL,Built-up,Forest,Non_Water,Non_Wetland,Forest
401,NULL,Built-up,Forest,Water,Non_Wetland,Grassland
402,NULL,Built-up,Forest,Water,Non_Wetland,Bareland
403,NULL,Built-up,Forest,Water,Non_Wetland,Built-up
404,NULL,Built-up,Forest,Water,Non_Wetland,Water
405,NULL,Built-up,Forest,Water,Non_Wetland,Forest
406,NULL,Water,NULL,NULL,Non_Wetland,Grassland
407,NULL,Water,NULL,NULL,Non_Wetland,Wetland
408,NULL,Water,NULL,NULL,Non_Wetland,Bareland
409,NULL,Water,NULL,NULL,Non_Wetland,Water
410,NULL,Water,NULL,NULL,Non_Wetland,Forest
411,NULL,Water,NULL,Non_Water,Non_Wetland,Grassland
412,NULL,Water,NULL,Non_Water,Non_Wetland,Water
413,NULL,Water,NULL,Non_Water,Non_Wetland,Forest
414,NULL,Water,NULL,Water,Non_Wetland,Grassland
415,NULL,Water,NULL,Water,Non_Wetland,Bareland
416,NULL,Water,NULL,Water,Non_Wetland,Water
417,NULL,Water,NULL,Water,Non_Wetland,Forest
418,NULL,Water,Shrubland,NULL,Non_Wetland,Grassland
419,NULL,Water,Shrubland,NULL,Non_Wetland,Cropland
420,NULL,Water,Shrubland,NULL,Non_Wetland,Wetland
421,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland
422,NULL,Water,Shrubland,NULL,Non_Wetland,Built-up
423,NULL,Water,Shrubland,NULL,Non_Wetland,Water
424,NULL,Water,Shrubland,NULL,Non_Wetland,Forest
425,NULL,Water,Shrubland,Non_Water,Non_Wetland,Grassland
426,NULL,Water,Shrubland,Non_Water,Non_Wetland,Wetland
427,NULL,Water,Shrubland,Non_Water,Non_Wetland,Bareland
