Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23KNT_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23KNT_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23KNT_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23KNT_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23KNT_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23KNT_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23KNT_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23KNT_M_R
3103,NULL,Bareland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
3104,NULL,Bareland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
3105,NULL,Bareland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Bareland
3106,NULL,Bareland,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
3107,NULL,Bareland,Cropland,NULL,Non_Wetland,Grassland,Built-up,Cropland
3108,NULL,Bareland,Cropland,NULL,Non_Wetland,Grassland,Built-up,Bareland
3109,NULL,Bareland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
3110,NULL,Bareland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Built-up
3111,NULL,Bareland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
3112,NULL,Bareland,Cropland,NULL,Non_Wetland,Bareland,Built-up,Cropland
3113,NULL,Bareland,Cropland,NULL,Non_Wetland,Bareland,Built-up,Bareland
3114,NULL,Bareland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
3115,NULL,Bareland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Cropland
3116,NULL,Bareland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Bareland
3117,NULL,Bareland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Built-up
3118,NULL,Bareland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Forest
3119,NULL,Bareland,Cropland,NULL,Non_Wetland,Forest,Bareland,Bareland
3120,NULL,Bareland,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
3121,NULL,Bareland,Cropland,Non_Water,Non_Wetland,Grassland,Bareland,Bareland
3122,NULL,Bareland,Cropland,Water,Non_Wetland,Grassland,Bareland,Water
3123,NULL,Bareland,Wetland,Water,Wetland,NULL,Bareland,Water
3124,NULL,Bareland,Wetland,Water,Wetland,Bareland,Bareland,Water
3125,NULL,Bareland,Bareland,NULL,Non_Wetland,Built-up,Built-up,Bareland
3126,NULL,Bareland,Bareland,Water,Non_Wetland,Grassland,Bareland,Water
3127,NULL,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
3128,NULL,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
3129,NULL,Bareland,Built-up,NULL,Non_Wetland,NULL,Grassland,Bareland
3130,NULL,Bareland,Built-up,NULL,Non_Wetland,NULL,Bareland,Built-up
3131,NULL,Bareland,Built-up,NULL,Non_Wetland,NULL,Built-up,Forest
3132,NULL,Bareland,Built-up,NULL,Non_Wetland,NULL,Water,Bareland
3133,NULL,Bareland,Built-up,NULL,Non_Wetland,NULL,Water,Built-up
3134,NULL,Bareland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
3135,NULL,Bareland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Cropland
3136,NULL,Bareland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Bareland
3137,NULL,Bareland,Built-up,NULL,Non_Wetland,Grassland,Bareland,Bareland
3138,NULL,Bareland,Built-up,NULL,Non_Wetland,Grassland,Bareland,Built-up
3139,NULL,Bareland,Built-up,NULL,Non_Wetland,Grassland,Bareland,Forest
3140,NULL,Bareland,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
3141,NULL,Bareland,Built-up,NULL,Non_Wetland,Grassland,Built-up,Bareland
3142,NULL,Bareland,Built-up,NULL,Non_Wetland,Grassland,Built-up,Built-up
3143,NULL,Bareland,Built-up,NULL,Non_Wetland,Bareland,NULL,Forest
3144,NULL,Bareland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Bareland
3145,NULL,Bareland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
3146,NULL,Bareland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
3147,NULL,Bareland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
3148,NULL,Bareland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
3149,NULL,Bareland,Built-up,NULL,Non_Wetland,Bareland,Built-up,Built-up
3150,NULL,Bareland,Built-up,NULL,Non_Wetland,Bareland,Water,Bareland
3151,NULL,Bareland,Built-up,NULL,Non_Wetland,Bareland,Water,Built-up
3152,NULL,Bareland,Built-up,NULL,Non_Wetland,Built-up,Bareland,Built-up
3153,NULL,Bareland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
3154,NULL,Bareland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Cropland
3155,NULL,Bareland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Bareland
3156,NULL,Bareland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
3157,NULL,Bareland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Forest
3158,NULL,Bareland,Built-up,NULL,Non_Wetland,Built-up,Forest,Built-up
3159,NULL,Bareland,Built-up,NULL,Non_Wetland,Forest,Built-up,Forest
3160,NULL,Bareland,Built-up,Non_Water,Non_Wetland,Grassland,Bareland,Bareland
3161,NULL,Bareland,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
3162,NULL,Bareland,Built-up,Water,Non_Wetland,Bareland,Bareland,Bareland
3163,NULL,Bareland,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
3164,NULL,Bareland,Forest,NULL,Non_Wetland,Grassland,Built-up,Bareland
3165,NULL,Bareland,Forest,NULL,Non_Wetland,Bareland,Bareland,Bareland
3166,NULL,Bareland,Forest,NULL,Non_Wetland,Built-up,Built-up,Forest
3167,NULL,Bareland,Forest,NULL,Non_Wetland,Forest,NULL,Forest
3168,NULL,Bareland,Forest,NULL,Non_Wetland,Forest,Built-up,Forest
3169,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,NULL
3170,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
3171,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
3172,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
3173,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
3174,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Water
3175,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Forest
3176,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Shrubland,Grassland
3177,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Shrubland,Cropland
3178,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Shrubland,Bareland
3179,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Shrubland,Built-up
3180,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Shrubland,Forest
3181,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
3182,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Grassland,Cropland
3183,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Grassland,Bareland
3184,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Grassland,Built-up
3185,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
3186,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Wetland,Grassland
3187,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
3188,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Bareland,Grassland
3189,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Bareland,Cropland
3190,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Bareland,Bareland
3191,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Bareland,Built-up
3192,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Bareland,Water
3193,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Bareland,Forest
3194,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Built-up,NULL
3195,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Built-up,Grassland
3196,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Built-up,Cropland
3197,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Built-up,Bareland
3198,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Built-up,Built-up
3199,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Built-up,Water
3200,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Built-up,Forest
3201,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Water,Grassland
3202,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Water,Forest
3203,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Forest,Grassland
3204,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Forest,Cropland
3205,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Forest,Bareland
3206,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Forest,Built-up
3207,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Forest,Forest
3208,NULL,Built-up,NULL,NULL,Non_Wetland,Shrubland,NULL,Grassland
3209,NULL,Built-up,NULL,NULL,Non_Wetland,Shrubland,NULL,Bareland
3210,NULL,Built-up,NULL,NULL,Non_Wetland,Shrubland,NULL,Built-up
3211,NULL,Built-up,NULL,NULL,Non_Wetland,Shrubland,NULL,Forest
3212,NULL,Built-up,NULL,NULL,Non_Wetland,Shrubland,Shrubland,NULL
3213,NULL,Built-up,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
3214,NULL,Built-up,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
3215,NULL,Built-up,NULL,NULL,Non_Wetland,Shrubland,Grassland,NULL
3216,NULL,Built-up,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
3217,NULL,Built-up,NULL,NULL,Non_Wetland,Shrubland,Grassland,Built-up
3218,NULL,Built-up,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
3219,NULL,Built-up,NULL,NULL,Non_Wetland,Shrubland,Wetland,Forest
3220,NULL,Built-up,NULL,NULL,Non_Wetland,Shrubland,Bareland,Forest
3221,NULL,Built-up,NULL,NULL,Non_Wetland,Shrubland,Built-up,Grassland
3222,NULL,Built-up,NULL,NULL,Non_Wetland,Shrubland,Built-up,Bareland
3223,NULL,Built-up,NULL,NULL,Non_Wetland,Shrubland,Built-up,Forest
3224,NULL,Built-up,NULL,NULL,Non_Wetland,Shrubland,Water,Forest
3225,NULL,Built-up,NULL,NULL,Non_Wetland,Shrubland,Forest,Forest
3226,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,NULL,NULL
3227,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
3228,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
3229,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,NULL,Bareland
3230,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,NULL,Built-up
3231,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
3232,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Shrubland,NULL
3233,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
3234,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Shrubland,Cropland
3235,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Shrubland,Built-up
3236,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
3237,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
3238,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
3239,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
3240,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Bareland
3241,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Built-up
3242,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
3243,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
3244,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Wetland,Cropland
3245,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
3246,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
3247,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Bareland,Cropland
3248,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Bareland,Bareland
3249,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Bareland,Built-up
3250,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
3251,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Built-up,NULL
3252,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Built-up,Grassland
3253,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Built-up,Cropland
3254,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Built-up,Bareland
3255,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Built-up,Built-up
3256,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Built-up,Water
3257,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Built-up,Forest
3258,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Water,Grassland
3259,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Water,Cropland
3260,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Water,Forest
3261,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
3262,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Forest,Cropland
3263,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
3264,NULL,Built-up,NULL,NULL,Non_Wetland,Cropland,NULL,Grassland
3265,NULL,Built-up,NULL,NULL,Non_Wetland,Cropland,NULL,Cropland
3266,NULL,Built-up,NULL,NULL,Non_Wetland,Cropland,Bareland,Grassland
3267,NULL,Built-up,NULL,NULL,Non_Wetland,Cropland,Built-up,Grassland
3268,NULL,Built-up,NULL,NULL,Non_Wetland,Wetland,NULL,NULL
3269,NULL,Built-up,NULL,NULL,Non_Wetland,Wetland,NULL,Grassland
3270,NULL,Built-up,NULL,NULL,Non_Wetland,Wetland,NULL,Cropland
3271,NULL,Built-up,NULL,NULL,Non_Wetland,Wetland,NULL,Built-up
3272,NULL,Built-up,NULL,NULL,Non_Wetland,Wetland,NULL,Water
3273,NULL,Built-up,NULL,NULL,Non_Wetland,Wetland,NULL,Forest
3274,NULL,Built-up,NULL,NULL,Non_Wetland,Wetland,Shrubland,Grassland
3275,NULL,Built-up,NULL,NULL,Non_Wetland,Wetland,Shrubland,Forest
3276,NULL,Built-up,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
3277,NULL,Built-up,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
3278,NULL,Built-up,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
3279,NULL,Built-up,NULL,NULL,Non_Wetland,Wetland,Wetland,Built-up
3280,NULL,Built-up,NULL,NULL,Non_Wetland,Wetland,Wetland,Water
3281,NULL,Built-up,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
3282,NULL,Built-up,NULL,NULL,Non_Wetland,Wetland,Bareland,Built-up
3283,NULL,Built-up,NULL,NULL,Non_Wetland,Wetland,Bareland,Forest
3284,NULL,Built-up,NULL,NULL,Non_Wetland,Wetland,Built-up,Grassland
3285,NULL,Built-up,NULL,NULL,Non_Wetland,Wetland,Built-up,Cropland
3286,NULL,Built-up,NULL,NULL,Non_Wetland,Wetland,Built-up,Built-up
3287,NULL,Built-up,NULL,NULL,Non_Wetland,Wetland,Built-up,Forest
3288,NULL,Built-up,NULL,NULL,Non_Wetland,Wetland,Water,Grassland
3289,NULL,Built-up,NULL,NULL,Non_Wetland,Wetland,Water,Water
3290,NULL,Built-up,NULL,NULL,Non_Wetland,Wetland,Water,Forest
3291,NULL,Built-up,NULL,NULL,Non_Wetland,Wetland,Forest,Grassland
3292,NULL,Built-up,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
3293,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
3294,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,NULL,Cropland
3295,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,NULL,Bareland
3296,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,NULL,Built-up
3297,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,NULL,Water
3298,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,NULL,Forest
3299,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Shrubland,Grassland
3300,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Shrubland,Built-up
3301,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
3302,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Grassland,Cropland
3303,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Grassland,Bareland
3304,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Grassland,Built-up
3305,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
3306,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
3307,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Wetland,Forest
3308,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,NULL
3309,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
3310,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Cropland
3311,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
3312,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Built-up
3313,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
3314,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Built-up,Grassland
3315,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Built-up,Cropland
3316,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Built-up,Bareland
3317,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Built-up,Built-up
3318,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Built-up,Water
3319,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Built-up,Forest
3320,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Water,Grassland
3321,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Water,Bareland
3322,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Water,Built-up
3323,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Water,Forest
3324,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
3325,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Forest,Cropland
3326,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Forest,Bareland
3327,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Forest,Built-up
3328,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
3329,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,NULL,NULL
3330,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,NULL,Grassland
3331,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,NULL,Cropland
3332,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,NULL,Bareland
3333,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,NULL,Built-up
3334,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,NULL,Forest
3335,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Shrubland,NULL
3336,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Shrubland,Grassland
3337,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Shrubland,Cropland
3338,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Shrubland,Built-up
3339,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Shrubland,Forest
3340,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Grassland,NULL
3341,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Grassland,Grassland
3342,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Grassland,Cropland
3343,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Grassland,Bareland
3344,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Grassland,Built-up
3345,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Grassland,Forest
3346,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Wetland,Grassland
3347,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Wetland,Built-up
3348,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Wetland,Forest
3349,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Bareland,Grassland
3350,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Bareland,Cropland
3351,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Bareland,Bareland
3352,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Bareland,Built-up
3353,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Bareland,Forest
3354,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,NULL
3355,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Grassland
3356,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Cropland
3357,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Wetland
3358,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Bareland
3359,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Built-up
3360,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Water
3361,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Forest
3362,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Water,Built-up
3363,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Water,Water
3364,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Water,Forest
3365,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Forest,Grassland
3366,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Forest,Cropland
3367,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Forest,Bareland
3368,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Forest,Built-up
3369,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Forest,Forest
3370,NULL,Built-up,NULL,NULL,Non_Wetland,Water,NULL,Water
3371,NULL,Built-up,NULL,NULL,Non_Wetland,Water,NULL,Forest
3372,NULL,Built-up,NULL,NULL,Non_Wetland,Water,Wetland,Forest
3373,NULL,Built-up,NULL,NULL,Non_Wetland,Water,Bareland,Forest
3374,NULL,Built-up,NULL,NULL,Non_Wetland,Water,Built-up,Wetland
3375,NULL,Built-up,NULL,NULL,Non_Wetland,Water,Built-up,Bareland
3376,NULL,Built-up,NULL,NULL,Non_Wetland,Water,Built-up,Water
3377,NULL,Built-up,NULL,NULL,Non_Wetland,Water,Built-up,Forest
3378,NULL,Built-up,NULL,NULL,Non_Wetland,Water,Water,Water
3379,NULL,Built-up,NULL,NULL,Non_Wetland,Water,Water,Forest
3380,NULL,Built-up,NULL,NULL,Non_Wetland,Forest,NULL,Grassland
3381,NULL,Built-up,NULL,NULL,Non_Wetland,Forest,NULL,Cropland
3382,NULL,Built-up,NULL,NULL,Non_Wetland,Forest,NULL,Bareland
3383,NULL,Built-up,NULL,NULL,Non_Wetland,Forest,NULL,Built-up
3384,NULL,Built-up,NULL,NULL,Non_Wetland,Forest,NULL,Water
3385,NULL,Built-up,NULL,NULL,Non_Wetland,Forest,NULL,Forest
3386,NULL,Built-up,NULL,NULL,Non_Wetland,Forest,Shrubland,Grassland
3387,NULL,Built-up,NULL,NULL,Non_Wetland,Forest,Shrubland,Cropland
3388,NULL,Built-up,NULL,NULL,Non_Wetland,Forest,Shrubland,Forest
3389,NULL,Built-up,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
3390,NULL,Built-up,NULL,NULL,Non_Wetland,Forest,Grassland,Cropland
3391,NULL,Built-up,NULL,NULL,Non_Wetland,Forest,Grassland,Bareland
3392,NULL,Built-up,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
3393,NULL,Built-up,NULL,NULL,Non_Wetland,Forest,Wetland,Built-up
3394,NULL,Built-up,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
3395,NULL,Built-up,NULL,NULL,Non_Wetland,Forest,Bareland,Grassland
3396,NULL,Built-up,NULL,NULL,Non_Wetland,Forest,Bareland,Bareland
3397,NULL,Built-up,NULL,NULL,Non_Wetland,Forest,Bareland,Built-up
3398,NULL,Built-up,NULL,NULL,Non_Wetland,Forest,Bareland,Forest
3399,NULL,Built-up,NULL,NULL,Non_Wetland,Forest,Built-up,Grassland
3400,NULL,Built-up,NULL,NULL,Non_Wetland,Forest,Built-up,Cropland
3401,NULL,Built-up,NULL,NULL,Non_Wetland,Forest,Built-up,Built-up
3402,NULL,Built-up,NULL,NULL,Non_Wetland,Forest,Built-up,Forest
3403,NULL,Built-up,NULL,NULL,Non_Wetland,Forest,Water,Forest
3404,NULL,Built-up,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
3405,NULL,Built-up,NULL,NULL,Non_Wetland,Forest,Forest,Cropland
3406,NULL,Built-up,NULL,NULL,Non_Wetland,Forest,Forest,Bareland
3407,NULL,Built-up,NULL,NULL,Non_Wetland,Forest,Forest,Built-up
3408,NULL,Built-up,NULL,NULL,Non_Wetland,Forest,Forest,Water
3409,NULL,Built-up,NULL,NULL,Non_Wetland,Forest,Forest,Forest
3410,NULL,Built-up,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
3411,NULL,Built-up,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
3412,NULL,Built-up,NULL,Non_Water,Non_Wetland,NULL,Grassland,Grassland
3413,NULL,Built-up,NULL,Non_Water,Non_Wetland,NULL,Built-up,Grassland
3414,NULL,Built-up,NULL,Non_Water,Non_Wetland,NULL,Built-up,Built-up
3415,NULL,Built-up,NULL,Non_Water,Non_Wetland,NULL,Built-up,Forest
3416,NULL,Built-up,NULL,Non_Water,Non_Wetland,NULL,Water,Grassland
3417,NULL,Built-up,NULL,Non_Water,Non_Wetland,NULL,Water,Bareland
3418,NULL,Built-up,NULL,Non_Water,Non_Wetland,NULL,Water,Forest
3419,NULL,Built-up,NULL,Non_Water,Non_Wetland,NULL,Forest,Forest
3420,NULL,Built-up,NULL,Non_Water,Non_Wetland,Grassland,NULL,Grassland
3421,NULL,Built-up,NULL,Non_Water,Non_Wetland,Grassland,NULL,Built-up
3422,NULL,Built-up,NULL,Non_Water,Non_Wetland,Grassland,NULL,Forest
3423,NULL,Built-up,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
3424,NULL,Built-up,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
3425,NULL,Built-up,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Forest
3426,NULL,Built-up,NULL,Non_Water,Non_Wetland,Grassland,Built-up,Grassland
