Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23LNF_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23LNF_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23LNF_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23LNF_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23LNF_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23LNF_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23LNF_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23LNF_M_R
2177,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
2178,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Bareland,Cropland
2179,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Built-up,Grassland
2180,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Built-up,Cropland
2181,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Water,Grassland
2182,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,NULL
2183,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
2184,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Cropland
2185,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
2186,NULL,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,NULL
2187,NULL,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,Grassland
2188,NULL,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,Cropland
2189,NULL,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,Forest
2190,NULL,Cropland,NULL,NULL,Non_Wetland,Cropland,Shrubland,NULL
2191,NULL,Cropland,NULL,NULL,Non_Wetland,Cropland,Shrubland,Grassland
2192,NULL,Cropland,NULL,NULL,Non_Wetland,Cropland,Shrubland,Forest
2193,NULL,Cropland,NULL,NULL,Non_Wetland,Cropland,Grassland,NULL
2194,NULL,Cropland,NULL,NULL,Non_Wetland,Cropland,Grassland,Cropland
2195,NULL,Cropland,NULL,NULL,Non_Wetland,Cropland,Grassland,Forest
2196,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,NULL
2197,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
2198,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Cropland
2199,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Bareland
2200,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Water
2201,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Shrubland,NULL
2202,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Shrubland,Grassland
2203,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Shrubland,Wetland
2204,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Shrubland,Bareland
2205,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,NULL
2206,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
2207,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Cropland
2208,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Bareland
2209,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Built-up
2210,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
2211,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Bareland,NULL
2212,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Built-up,NULL
2213,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Built-up,Grassland
2214,NULL,Cropland,NULL,NULL,Non_Wetland,Built-up,NULL,NULL
2215,NULL,Cropland,NULL,NULL,Non_Wetland,Built-up,NULL,Grassland
2216,NULL,Cropland,NULL,NULL,Non_Wetland,Built-up,Grassland,NULL
2217,NULL,Cropland,NULL,NULL,Non_Wetland,Built-up,Grassland,Grassland
2218,NULL,Cropland,NULL,NULL,Non_Wetland,Built-up,Grassland,Cropland
2219,NULL,Cropland,NULL,NULL,Non_Wetland,Built-up,Built-up,Built-up
2220,NULL,Cropland,NULL,NULL,Non_Wetland,Water,Grassland,Wetland
2221,NULL,Cropland,NULL,NULL,Non_Wetland,Water,Water,Water
2222,NULL,Cropland,NULL,NULL,Non_Wetland,Forest,NULL,NULL
2223,NULL,Cropland,NULL,NULL,Non_Wetland,Forest,NULL,Grassland
2224,NULL,Cropland,NULL,NULL,Non_Wetland,Forest,NULL,Forest
2225,NULL,Cropland,NULL,NULL,Non_Wetland,Forest,Shrubland,NULL
2226,NULL,Cropland,NULL,NULL,Non_Wetland,Forest,Shrubland,Grassland
2227,NULL,Cropland,NULL,NULL,Non_Wetland,Forest,Shrubland,Cropland
2228,NULL,Cropland,NULL,NULL,Non_Wetland,Forest,Shrubland,Built-up
2229,NULL,Cropland,NULL,NULL,Non_Wetland,Forest,Shrubland,Forest
2230,NULL,Cropland,NULL,NULL,Non_Wetland,Forest,Grassland,NULL
2231,NULL,Cropland,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
2232,NULL,Cropland,NULL,NULL,Non_Wetland,Forest,Grassland,Cropland
2233,NULL,Cropland,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
2234,NULL,Cropland,NULL,NULL,Non_Wetland,Forest,Forest,NULL
2235,NULL,Cropland,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
2236,NULL,Cropland,NULL,NULL,Non_Wetland,Forest,Forest,Built-up
2237,NULL,Cropland,NULL,NULL,Non_Wetland,Forest,Forest,Forest
2238,NULL,Cropland,NULL,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
2239,NULL,Cropland,NULL,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
2240,NULL,Cropland,NULL,Non_Water,Non_Wetland,Grassland,Grassland,NULL
2241,NULL,Cropland,NULL,Non_Water,Non_Wetland,Bareland,NULL,NULL
2242,NULL,Cropland,NULL,Water,Non_Wetland,Shrubland,Shrubland,Cropland
2243,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
2244,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
2245,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
2246,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
2247,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
2248,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
2249,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
2250,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
2251,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Shrubland,NULL
2252,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
2253,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Cropland
2254,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Wetland
2255,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Bareland
2256,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Built-up
2257,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
2258,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
2259,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
2260,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Cropland
2261,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Wetland
2262,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Bareland
2263,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Built-up
2264,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Water
2265,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
2266,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Bareland,NULL
2267,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Bareland,Grassland
2268,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Bareland,Cropland
2269,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Bareland,Bareland
2270,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Bareland,Forest
2271,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Built-up,NULL
2272,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Forest,NULL
2273,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
2274,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Forest,Cropland
2275,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Forest,Wetland
2276,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
2277,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
2278,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
2279,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Cropland
2280,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Wetland
2281,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Built-up
2282,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
2283,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
2284,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
2285,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
2286,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
2287,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
2288,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
2289,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
2290,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
2291,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
2292,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
2293,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Bareland
2294,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Built-up
2295,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
2296,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,NULL
2297,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,NULL
2298,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
2299,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Forest,NULL
2300,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
2301,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Cropland
2302,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
2303,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
2304,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
2305,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
2306,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Bareland
2307,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Built-up
2308,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Water
2309,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
2310,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
2311,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
2312,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
2313,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Bareland
2314,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Built-up
2315,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Water
2316,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
2317,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
2318,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2319,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
2320,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Wetland
2321,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
2322,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
2323,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
2324,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,NULL
2325,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
2326,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Cropland
2327,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Built-up,NULL
2328,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
2329,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
2330,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
2331,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
2332,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Cropland
2333,NULL,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,NULL
2334,NULL,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
2335,NULL,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
2336,NULL,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Forest
2337,NULL,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,NULL
2338,NULL,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
2339,NULL,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Cropland
2340,NULL,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Forest
2341,NULL,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,NULL
2342,NULL,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
2343,NULL,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Cropland
2344,NULL,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,NULL
2345,NULL,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
2346,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
2347,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
2348,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Cropland
2349,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
2350,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
2351,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
2352,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
2353,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
2354,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Cropland
2355,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Wetland
2356,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
2357,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
2358,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
2359,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2360,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Cropland
2361,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
2362,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
2363,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Water
2364,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
2365,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
2366,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Built-up
2367,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Forest,NULL
2368,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
2369,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Forest,Bareland
2370,NULL,Cropland,Shrubland,NULL,Non_Wetland,Built-up,NULL,NULL
2371,NULL,Cropland,Shrubland,NULL,Non_Wetland,Built-up,NULL,Grassland
2372,NULL,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,NULL
2373,NULL,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Grassland
2374,NULL,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Grassland,NULL
2375,NULL,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
2376,NULL,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Cropland
2377,NULL,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Built-up
2378,NULL,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Cropland
2379,NULL,Cropland,Shrubland,NULL,Non_Wetland,Water,NULL,Bareland
2380,NULL,Cropland,Shrubland,NULL,Non_Wetland,Water,Water,Wetland
2381,NULL,Cropland,Shrubland,NULL,Non_Wetland,Water,Water,Water
2382,NULL,Cropland,Shrubland,NULL,Non_Wetland,Forest,NULL,NULL
2383,NULL,Cropland,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
2384,NULL,Cropland,Shrubland,NULL,Non_Wetland,Forest,NULL,Cropland
2385,NULL,Cropland,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
2386,NULL,Cropland,Shrubland,NULL,Non_Wetland,Forest,Shrubland,NULL
2387,NULL,Cropland,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Grassland
2388,NULL,Cropland,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Built-up
2389,NULL,Cropland,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
2390,NULL,Cropland,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
2391,NULL,Cropland,Shrubland,NULL,Non_Wetland,Forest,Grassland,Wetland
2392,NULL,Cropland,Shrubland,NULL,Non_Wetland,Forest,Forest,NULL
2393,NULL,Cropland,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
2394,NULL,Cropland,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
2395,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Cropland
2396,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,NULL
2397,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
2398,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland,Shrubland,Wetland
2399,NULL,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
2400,NULL,Cropland,Shrubland,Water,Non_Wetland,Grassland,Grassland,Water
2401,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
2402,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
2403,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
2404,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
2405,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,Shrubland,NULL
2406,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,Shrubland,Grassland
2407,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,Shrubland,Cropland
2408,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,Shrubland,Forest
2409,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,Grassland,NULL
2410,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
2411,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
2412,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,Forest,Grassland
2413,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,Forest,Cropland
2414,NULL,Cropland,Grassland,NULL,Non_Wetland,Shrubland,NULL,Grassland
2415,NULL,Cropland,Grassland,NULL,Non_Wetland,Shrubland,NULL,Forest
2416,NULL,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
2417,NULL,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
2418,NULL,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
2419,NULL,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
2420,NULL,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Grassland,NULL
2421,NULL,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
2422,NULL,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Forest,NULL
2423,NULL,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Forest,Forest
2424,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
2425,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Cropland
2426,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
2427,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
2428,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2429,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Cropland
2430,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
2431,NULL,Cropland,Grassland,NULL,Non_Wetland,Cropland,NULL,NULL
2432,NULL,Cropland,Grassland,NULL,Non_Wetland,Cropland,NULL,Forest
2433,NULL,Cropland,Grassland,NULL,Non_Wetland,Cropland,Grassland,NULL
2434,NULL,Cropland,Grassland,NULL,Non_Wetland,Forest,NULL,NULL
2435,NULL,Cropland,Grassland,NULL,Non_Wetland,Forest,NULL,Grassland
2436,NULL,Cropland,Grassland,NULL,Non_Wetland,Forest,Shrubland,NULL
2437,NULL,Cropland,Grassland,NULL,Non_Wetland,Forest,Shrubland,Grassland
2438,NULL,Cropland,Grassland,NULL,Non_Wetland,Forest,Shrubland,Forest
2439,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
2440,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
2441,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
2442,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
2443,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
2444,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
2445,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
2446,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Shrubland,NULL
2447,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
2448,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Shrubland,Cropland
2449,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Shrubland,Bareland
2450,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Shrubland,Built-up
2451,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Shrubland,Forest
2452,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,NULL
2453,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
2454,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
2455,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Wetland
2456,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Bareland
2457,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Built-up
2458,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Water
2459,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
2460,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Bareland,NULL
2461,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
2462,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Bareland,Cropland
2463,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Bareland,Bareland
2464,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Bareland,Forest
2465,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Built-up,NULL
2466,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Built-up,Grassland
2467,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Built-up,Cropland
2468,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Built-up,Bareland
2469,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Built-up,Built-up
2470,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Forest,NULL
2471,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
2472,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Forest,Cropland
2473,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Forest,Bareland
2474,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
2475,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,NULL
2476,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
2477,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,Cropland
2478,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,Built-up
2479,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
2480,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
2481,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
2482,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
2483,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
2484,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
2485,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
2486,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,NULL
2487,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
2488,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
2489,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Bareland
2490,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Built-up
