Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23LMH_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23LMH_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23LMH_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23LMH_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23LMH_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23LMH_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23LMH_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23LMH_M_R
1551,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Forest,Cropland
1552,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Forest,Forest
1553,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,NULL
1554,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
1555,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,Cropland
1556,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,Built-up
1557,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
1558,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
1559,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
1560,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
1561,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
1562,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,NULL
1563,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
1564,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,Cropland
1565,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
1566,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,Wetland,NULL
1567,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,Wetland,Grassland
1568,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,Wetland,Forest
1569,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,Forest,NULL
1570,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,Forest,Grassland
1571,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
1572,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,NULL
1573,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
1574,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Cropland
1575,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Bareland
1576,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
1577,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,NULL
1578,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1579,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,Cropland
1580,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,Bareland
1581,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,Built-up
1582,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
1583,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
1584,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1585,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
1586,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Bareland
1587,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1588,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
1589,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Water,Grassland
1590,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
1591,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Cropland
1592,NULL,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,NULL
1593,NULL,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,Grassland
1594,NULL,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,Cropland
1595,NULL,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,Forest
1596,NULL,Cropland,Forest,NULL,Non_Wetland,Cropland,Shrubland,NULL
1597,NULL,Cropland,Forest,NULL,Non_Wetland,Cropland,Shrubland,Forest
1598,NULL,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,NULL
1599,NULL,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,Grassland
1600,NULL,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,Cropland
1601,NULL,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,Forest
1602,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,NULL
1603,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
1604,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,Cropland
1605,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
1606,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Shrubland,NULL
1607,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Shrubland,Grassland
1608,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Shrubland,Built-up
1609,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Shrubland,Forest
1610,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,NULL
1611,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
1612,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Cropland
1613,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
1614,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Bareland,NULL
1615,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
1616,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Bareland,Cropland
1617,NULL,Cropland,Forest,NULL,Non_Wetland,Forest,NULL,Forest
1618,NULL,Cropland,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
1619,NULL,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,NULL
1620,NULL,Wetland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,NULL
1621,NULL,Wetland,NULL,NULL,Non_Wetland,Shrubland,Wetland,Grassland
1622,NULL,Wetland,NULL,NULL,Non_Wetland,Shrubland,Wetland,Forest
1623,NULL,Wetland,NULL,NULL,Non_Wetland,Shrubland,Forest,NULL
1624,NULL,Wetland,NULL,NULL,Non_Wetland,Wetland,Shrubland,NULL
1625,NULL,Wetland,NULL,NULL,Non_Wetland,Wetland,Shrubland,Wetland
1626,NULL,Wetland,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
1627,NULL,Wetland,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
1628,NULL,Wetland,NULL,NULL,Non_Wetland,Wetland,Wetland,Wetland
1629,NULL,Wetland,NULL,NULL,Non_Wetland,Wetland,Wetland,Water
1630,NULL,Wetland,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
1631,NULL,Wetland,NULL,NULL,Non_Wetland,Wetland,Water,Wetland
1632,NULL,Wetland,NULL,NULL,Non_Wetland,Wetland,Water,Water
1633,NULL,Wetland,NULL,NULL,Non_Wetland,Wetland,Forest,Water
1634,NULL,Wetland,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
1635,NULL,Wetland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
1636,NULL,Wetland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
1637,NULL,Wetland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
1638,NULL,Wetland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
1639,NULL,Wetland,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,NULL
1640,NULL,Wetland,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
1641,NULL,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,NULL
1642,NULL,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
1643,NULL,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
1644,NULL,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1645,NULL,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
1646,NULL,Wetland,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
1647,NULL,Wetland,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Grassland
1648,NULL,Wetland,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
1649,NULL,Wetland,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
1650,NULL,Wetland,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Water
1651,NULL,Wetland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
1652,NULL,Wetland,Wetland,NULL,Wetland,Water,Wetland,Water
1653,NULL,Wetland,Water,NULL,Water,Shrubland,Wetland,Grassland
1654,NULL,Wetland,Water,NULL,Water,Wetland,Wetland,Grassland
1655,NULL,Wetland,Water,NULL,Water,Wetland,Wetland,Water
1656,NULL,Wetland,Water,NULL,Water,Wetland,Water,Water
1657,NULL,Wetland,Water,Non_Water,Water,Wetland,Wetland,Wetland
1658,NULL,Wetland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
1659,NULL,Wetland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
1660,NULL,Wetland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
1661,NULL,Wetland,Forest,NULL,Non_Wetland,Shrubland,Wetland,NULL
1662,NULL,Wetland,Forest,NULL,Non_Wetland,Shrubland,Wetland,Grassland
1663,NULL,Wetland,Forest,NULL,Non_Wetland,Shrubland,Wetland,Forest
1664,NULL,Wetland,Forest,NULL,Non_Wetland,Shrubland,Water,Grassland
1665,NULL,Wetland,Forest,NULL,Non_Wetland,Shrubland,Forest,NULL
1666,NULL,Wetland,Forest,NULL,Non_Wetland,Shrubland,Forest,Grassland
1667,NULL,Wetland,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
1668,NULL,Wetland,Forest,NULL,Non_Wetland,Wetland,Shrubland,NULL
1669,NULL,Wetland,Forest,NULL,Non_Wetland,Wetland,Shrubland,Grassland
1670,NULL,Wetland,Forest,NULL,Non_Wetland,Wetland,Shrubland,Wetland
1671,NULL,Wetland,Forest,NULL,Non_Wetland,Wetland,Shrubland,Forest
1672,NULL,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
1673,NULL,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
1674,NULL,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
1675,NULL,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Water
1676,NULL,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
1677,NULL,Wetland,Forest,NULL,Non_Wetland,Wetland,Water,Wetland
1678,NULL,Wetland,Forest,NULL,Non_Wetland,Wetland,Water,Water
1679,NULL,Wetland,Forest,NULL,Non_Wetland,Wetland,Forest,NULL
1680,NULL,Wetland,Forest,NULL,Non_Wetland,Wetland,Forest,Water
1681,NULL,Wetland,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
1682,NULL,Wetland,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
1683,NULL,Wetland,Forest,NULL,Non_Wetland,Forest,Wetland,Wetland
1684,NULL,Wetland,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
1685,NULL,Wetland,Forest,NULL,Non_Wetland,Forest,Forest,NULL
1686,NULL,Wetland,Forest,NULL,Non_Wetland,Forest,Forest,Forest
1687,NULL,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
1688,NULL,Wetland,Forest,Water,Non_Wetland,Wetland,Water,Water
1689,NULL,Bareland,Shrubland,NULL,Non_Wetland,Cropland,Bareland,Built-up
1690,NULL,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
1691,NULL,Bareland,Cropland,NULL,Non_Wetland,Cropland,Bareland,Grassland
1692,NULL,Bareland,Bareland,NULL,Non_Wetland,Grassland,Bareland,Bareland
1693,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,NULL
1694,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1695,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
1696,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1697,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
1698,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1699,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Shrubland,NULL
1700,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Shrubland,Grassland
1701,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Shrubland,Cropland
1702,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Shrubland,Bareland
1703,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Shrubland,Built-up
1704,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Shrubland,Forest
1705,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Grassland,NULL
1706,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
1707,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
1708,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Bareland,NULL
1709,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Bareland,Grassland
1710,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Bareland,Cropland
1711,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Bareland,Bareland
1712,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Bareland,Built-up
1713,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Bareland,Forest
1714,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Built-up,NULL
1715,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Built-up,Grassland
1716,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Built-up,Bareland
1717,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Built-up,Forest
1718,NULL,Built-up,NULL,NULL,Non_Wetland,Shrubland,NULL,NULL
1719,NULL,Built-up,NULL,NULL,Non_Wetland,Shrubland,NULL,Grassland
1720,NULL,Built-up,NULL,NULL,Non_Wetland,Shrubland,NULL,Built-up
1721,NULL,Built-up,NULL,NULL,Non_Wetland,Shrubland,NULL,Forest
1722,NULL,Built-up,NULL,NULL,Non_Wetland,Shrubland,Shrubland,NULL
1723,NULL,Built-up,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
1724,NULL,Built-up,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
1725,NULL,Built-up,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
1726,NULL,Built-up,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
1727,NULL,Built-up,NULL,NULL,Non_Wetland,Shrubland,Grassland,NULL
1728,NULL,Built-up,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
1729,NULL,Built-up,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
1730,NULL,Built-up,NULL,NULL,Non_Wetland,Shrubland,Bareland,NULL
1731,NULL,Built-up,NULL,NULL,Non_Wetland,Shrubland,Bareland,Grassland
1732,NULL,Built-up,NULL,NULL,Non_Wetland,Shrubland,Bareland,Built-up
1733,NULL,Built-up,NULL,NULL,Non_Wetland,Shrubland,Bareland,Forest
1734,NULL,Built-up,NULL,NULL,Non_Wetland,Shrubland,Built-up,NULL
1735,NULL,Built-up,NULL,NULL,Non_Wetland,Shrubland,Built-up,Grassland
1736,NULL,Built-up,NULL,NULL,Non_Wetland,Shrubland,Built-up,Built-up
1737,NULL,Built-up,NULL,NULL,Non_Wetland,Shrubland,Built-up,Forest
1738,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,NULL,NULL
1739,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
1740,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
1741,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Shrubland,NULL
1742,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1743,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
1744,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
1745,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
1746,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
1747,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
1748,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
1749,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Built-up,NULL
1750,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Built-up,Cropland
1751,NULL,Built-up,NULL,NULL,Non_Wetland,Cropland,NULL,NULL
1752,NULL,Built-up,NULL,NULL,Non_Wetland,Cropland,NULL,Grassland
1753,NULL,Built-up,NULL,NULL,Non_Wetland,Cropland,NULL,Cropland
1754,NULL,Built-up,NULL,NULL,Non_Wetland,Cropland,NULL,Bareland
1755,NULL,Built-up,NULL,NULL,Non_Wetland,Cropland,NULL,Built-up
1756,NULL,Built-up,NULL,NULL,Non_Wetland,Cropland,Shrubland,Grassland
1757,NULL,Built-up,NULL,NULL,Non_Wetland,Cropland,Grassland,Grassland
1758,NULL,Built-up,NULL,NULL,Non_Wetland,Cropland,Bareland,Grassland
1759,NULL,Built-up,NULL,NULL,Non_Wetland,Cropland,Bareland,Cropland
1760,NULL,Built-up,NULL,NULL,Non_Wetland,Cropland,Bareland,Bareland
1761,NULL,Built-up,NULL,NULL,Non_Wetland,Cropland,Bareland,Built-up
1762,NULL,Built-up,NULL,NULL,Non_Wetland,Wetland,Shrubland,Forest
1763,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
1764,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,NULL,Built-up
1765,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Shrubland,NULL
1766,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Shrubland,Grassland
1767,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Shrubland,Built-up
1768,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Shrubland,Forest
1769,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
1770,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Grassland,Cropland
1771,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
1772,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
1773,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Built-up
1774,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Built-up,NULL
1775,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Built-up,Grassland
1776,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Built-up,Cropland
1777,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,NULL,Cropland
1778,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Shrubland,NULL
1779,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Shrubland,Grassland
1780,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Shrubland,Built-up
1781,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Shrubland,Forest
1782,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Grassland,NULL
1783,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Grassland,Grassland
1784,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Grassland,Cropland
1785,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Grassland,Built-up
1786,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,NULL
1787,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Grassland
1788,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Cropland
1789,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Built-up
1790,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Forest
1791,NULL,Built-up,NULL,Non_Water,Non_Wetland,NULL,Water,Forest
1792,NULL,Built-up,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
1793,NULL,Built-up,NULL,Water,Non_Wetland,Shrubland,NULL,Water
1794,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1795,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1796,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
1797,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1798,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
1799,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1800,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Shrubland,NULL
1801,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
1802,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Cropland
1803,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Bareland
1804,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Built-up
1805,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Water
1806,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
1807,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
1808,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
1809,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Grassland,Cropland
1810,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Grassland,Bareland
1811,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Grassland,Built-up
1812,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
1813,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Bareland,NULL
1814,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Bareland,Grassland
1815,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Bareland,Cropland
1816,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Bareland,Bareland
1817,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Bareland,Built-up
1818,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Bareland,Forest
1819,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Built-up,NULL
1820,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Built-up,Grassland
1821,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Built-up,Cropland
1822,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Built-up,Bareland
1823,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Built-up,Built-up
1824,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Built-up,Forest
1825,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Water,Built-up
1826,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Forest,NULL
1827,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Forest,Built-up
1828,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
1829,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
1830,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Cropland
1831,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Built-up
1832,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
1833,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
1834,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
1835,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
1836,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
1837,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
1838,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
1839,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
1840,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Built-up
1841,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
1842,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Forest
1843,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,NULL
1844,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
1845,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Bareland
1846,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Built-up
1847,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Forest
1848,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,NULL
1849,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
1850,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Cropland
1851,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Built-up
1852,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Forest
1853,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Forest,NULL
1854,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
1855,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
1856,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
1857,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
1858,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
1859,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
1860,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1861,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
1862,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Built-up
1863,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
1864,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
1865,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1866,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
1867,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
1868,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
