Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22NCJ_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22NCJ_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22NCJ_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22NCJ_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22NCJ_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22NCJ_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22NCJ_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22NCJ_M_R
93,NULL,Built-up,Shrubland,Water,Non_Wetland,Bareland,Wetland,Forest
94,NULL,Built-up,Shrubland,Water,Non_Wetland,Built-up,Bareland,Forest
95,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
96,NULL,Built-up,Wetland,NULL,Wetland,NULL,Water,Forest
97,NULL,Built-up,Wetland,NULL,Wetland,Wetland,Bareland,Forest
98,NULL,Built-up,Wetland,NULL,Wetland,Wetland,Water,Grassland
99,NULL,Built-up,Wetland,NULL,Wetland,Wetland,Water,Forest
100,NULL,Built-up,Wetland,NULL,Wetland,Built-up,Bareland,Forest
101,NULL,Built-up,Wetland,NULL,Wetland,Built-up,Water,Grassland
102,NULL,Built-up,Wetland,NULL,Wetland,Built-up,Water,Built-up
103,NULL,Built-up,Wetland,NULL,Wetland,Built-up,Water,Forest
104,NULL,Built-up,Wetland,Non_Water,Wetland,Wetland,Water,Forest
105,NULL,Built-up,Wetland,Non_Water,Wetland,Built-up,Water,Forest
106,NULL,Built-up,Wetland,Water,Wetland,Wetland,Bareland,Forest
107,NULL,Built-up,Wetland,Water,Wetland,Built-up,Water,Forest
108,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Built-up
109,NULL,Built-up,Built-up,NULL,Non_Wetland,Wetland,Bareland,Forest
110,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
111,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Bareland,Built-up
112,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Bareland,Forest
113,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Water,Bareland
114,NULL,Built-up,Water,NULL,Water,Wetland,Water,Forest
115,NULL,Built-up,Water,NULL,Water,Built-up,Water,Built-up
116,NULL,Built-up,Water,NULL,Water,Water,Water,Forest
117,NULL,Built-up,Water,Water,Water,Wetland,Water,Forest
118,NULL,Built-up,Water,Water,Water,Water,Water,Bareland
119,NULL,Built-up,Water,Water,Water,Water,Water,Water
120,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
121,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
122,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
123,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
124,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,Bareland,Forest
125,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
126,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
127,NULL,Water,NULL,Non_Water,Non_Wetland,Water,NULL,Water
128,NULL,Water,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
129,NULL,Water,Shrubland,NULL,Non_Wetland,Wetland,NULL,Water
130,NULL,Water,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
131,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
132,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
133,NULL,Water,Shrubland,NULL,Non_Wetland,Water,NULL,Grassland
134,NULL,Water,Shrubland,NULL,Non_Wetland,Water,NULL,Forest
135,NULL,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
136,NULL,Water,Shrubland,NULL,Non_Wetland,Water,Water,Forest
137,NULL,Water,Shrubland,Water,Non_Wetland,Wetland,NULL,Grassland
138,NULL,Water,Shrubland,Water,Non_Wetland,Wetland,Water,Water
139,NULL,Water,Shrubland,Water,Non_Wetland,Bareland,Water,Forest
140,NULL,Water,Shrubland,Water,Non_Wetland,Water,NULL,Bareland
141,NULL,Water,Shrubland,Water,Non_Wetland,Water,NULL,Water
142,NULL,Water,Shrubland,Water,Non_Wetland,Water,Water,Grassland
143,NULL,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
144,NULL,Water,Wetland,NULL,Wetland,NULL,NULL,Water
145,NULL,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
146,NULL,Water,Wetland,NULL,Wetland,NULL,Wetland,Forest
147,NULL,Water,Wetland,NULL,Wetland,Wetland,NULL,Bareland
148,NULL,Water,Wetland,NULL,Wetland,Wetland,NULL,Water
149,NULL,Water,Wetland,NULL,Wetland,Wetland,NULL,Forest
150,NULL,Water,Wetland,NULL,Wetland,Wetland,Water,Water
151,NULL,Water,Wetland,NULL,Wetland,Wetland,Water,Forest
152,NULL,Water,Wetland,NULL,Wetland,Bareland,NULL,Forest
153,NULL,Water,Wetland,NULL,Wetland,Water,NULL,Grassland
154,NULL,Water,Wetland,NULL,Wetland,Water,NULL,Wetland
155,NULL,Water,Wetland,NULL,Wetland,Water,NULL,Water
156,NULL,Water,Wetland,NULL,Wetland,Water,NULL,Forest
157,NULL,Water,Wetland,NULL,Wetland,Water,Wetland,Water
158,NULL,Water,Wetland,NULL,Wetland,Water,Wetland,Forest
159,NULL,Water,Wetland,NULL,Wetland,Water,Water,Wetland
160,NULL,Water,Wetland,NULL,Wetland,Water,Water,Water
161,NULL,Water,Wetland,NULL,Wetland,Water,Water,Forest
162,NULL,Water,Wetland,NULL,Wetland,Forest,NULL,Water
163,NULL,Water,Wetland,NULL,Wetland,Forest,NULL,Forest
164,NULL,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
165,NULL,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
166,NULL,Water,Wetland,Non_Water,Wetland,Wetland,NULL,Water
167,NULL,Water,Wetland,Non_Water,Wetland,Wetland,NULL,Forest
168,NULL,Water,Wetland,Non_Water,Wetland,Water,NULL,Water
169,NULL,Water,Wetland,Non_Water,Wetland,Water,NULL,Forest
170,NULL,Water,Wetland,Non_Water,Wetland,Water,Water,Bareland
171,NULL,Water,Wetland,Non_Water,Wetland,Water,Water,Water
172,NULL,Water,Wetland,Non_Water,Wetland,Water,Water,Forest
173,NULL,Water,Wetland,Non_Water,Wetland,Water,Forest,Water
174,NULL,Water,Wetland,Non_Water,Wetland,Forest,NULL,Forest
175,NULL,Water,Wetland,Water,Wetland,NULL,NULL,Water
176,NULL,Water,Wetland,Water,Wetland,Water,NULL,Water
177,NULL,Water,Wetland,Water,Wetland,Water,NULL,Forest
178,NULL,Water,Wetland,Water,Wetland,Water,Water,Grassland
179,NULL,Water,Wetland,Water,Wetland,Water,Water,Water
180,NULL,Water,Wetland,Water,Wetland,Forest,NULL,Water
181,NULL,Water,Wetland,Water,Wetland,Forest,NULL,Forest
182,NULL,Water,Wetland,Water,Wetland,Forest,Wetland,Forest
183,NULL,Water,Water,NULL,Water,NULL,NULL,Water
184,NULL,Water,Water,NULL,Water,NULL,Wetland,Forest
185,NULL,Water,Water,NULL,Water,NULL,Water,Forest
186,NULL,Water,Water,NULL,Water,Wetland,NULL,Water
187,NULL,Water,Water,NULL,Water,Wetland,NULL,Forest
188,NULL,Water,Water,NULL,Water,Water,NULL,Water
189,NULL,Water,Water,NULL,Water,Water,Wetland,Water
190,NULL,Water,Water,NULL,Water,Water,Wetland,Forest
191,NULL,Water,Water,NULL,Water,Water,Water,Water
192,NULL,Water,Water,NULL,Water,Water,Water,Forest
193,NULL,Water,Water,NULL,Water,Forest,NULL,Forest
194,NULL,Water,Water,Non_Water,Water,Water,NULL,Water
195,NULL,Water,Water,Non_Water,Water,Water,Water,Water
196,NULL,Water,Water,Non_Water,Water,Water,Water,Forest
197,NULL,Water,Water,Water,Water,NULL,NULL,Water
198,NULL,Water,Water,Water,Water,NULL,NULL,Forest
199,NULL,Water,Water,Water,Water,NULL,Wetland,Forest
200,NULL,Water,Water,Water,Water,Grassland,Water,Grassland
201,NULL,Water,Water,Water,Water,Wetland,NULL,Bareland
202,NULL,Water,Water,Water,Water,Wetland,NULL,Water
203,NULL,Water,Water,Water,Water,Wetland,NULL,Forest
204,NULL,Water,Water,Water,Water,Wetland,Water,Grassland
205,NULL,Water,Water,Water,Water,Wetland,Water,Water
206,NULL,Water,Water,Water,Water,Bareland,Water,Water
207,NULL,Water,Water,Water,Water,Water,NULL,Grassland
208,NULL,Water,Water,Water,Water,Water,NULL,Water
209,NULL,Water,Water,Water,Water,Water,NULL,Forest
210,NULL,Water,Water,Water,Water,Water,Wetland,Water
211,NULL,Water,Water,Water,Water,Water,Wetland,Forest
212,NULL,Water,Water,Water,Water,Water,Water,Grassland
213,NULL,Water,Water,Water,Water,Water,Water,Bareland
214,NULL,Water,Water,Water,Water,Water,Water,Water
215,NULL,Water,Water,Water,Water,Water,Water,Forest
216,NULL,Water,Water,Water,Water,Water,Forest,Water
217,NULL,Water,Water,Water,Water,Forest,NULL,Forest
218,NULL,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
219,NULL,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
220,NULL,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
221,NULL,Water,Forest,NULL,Non_Wetland,NULL,Forest,Forest
222,NULL,Water,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
223,NULL,Water,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
224,NULL,Water,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
225,NULL,Water,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
226,NULL,Water,Forest,NULL,Non_Wetland,Water,NULL,Water
227,NULL,Water,Forest,NULL,Non_Wetland,Water,NULL,Forest
228,NULL,Water,Forest,NULL,Non_Wetland,Water,Wetland,Bareland
229,NULL,Water,Forest,NULL,Non_Wetland,Water,Wetland,Water
230,NULL,Water,Forest,NULL,Non_Wetland,Water,Wetland,Forest
231,NULL,Water,Forest,NULL,Non_Wetland,Water,Water,Forest
232,NULL,Water,Forest,NULL,Non_Wetland,Water,Forest,Forest
233,NULL,Water,Forest,NULL,Non_Wetland,Forest,NULL,Water
234,NULL,Water,Forest,NULL,Non_Wetland,Forest,NULL,Forest
235,NULL,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
236,NULL,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
237,NULL,Water,Forest,Non_Water,Non_Wetland,NULL,Wetland,Water
238,NULL,Water,Forest,Non_Water,Non_Wetland,NULL,Wetland,Forest
239,NULL,Water,Forest,Non_Water,Non_Wetland,Water,NULL,Water
240,NULL,Water,Forest,Non_Water,Non_Wetland,Water,NULL,Forest
241,NULL,Water,Forest,Non_Water,Non_Wetland,Water,Water,Water
242,NULL,Water,Forest,Non_Water,Non_Wetland,Forest,NULL,Forest
243,NULL,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
244,NULL,Water,Forest,Water,Non_Wetland,NULL,Water,Forest
245,NULL,Water,Forest,Water,Non_Wetland,Grassland,Water,Grassland
246,NULL,Water,Forest,Water,Non_Wetland,Wetland,NULL,Forest
247,NULL,Water,Forest,Water,Non_Wetland,Wetland,Wetland,Water
248,NULL,Water,Forest,Water,Non_Wetland,Water,NULL,Water
249,NULL,Water,Forest,Water,Non_Wetland,Water,Water,Forest
250,NULL,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
251,NULL,Forest,NULL,NULL,Non_Wetland,Forest,NULL,Forest
252,NULL,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Forest
253,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
254,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
255,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
256,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
257,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
258,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
259,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
260,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
261,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
262,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
263,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
264,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
265,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
266,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
267,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
268,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Forest
269,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
270,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
271,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
272,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
273,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
274,NULL,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
275,NULL,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
276,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
277,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
278,NULL,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
279,NULL,Forest,Wetland,NULL,Wetland,NULL,Wetland,Forest
280,NULL,Forest,Wetland,NULL,Wetland,Wetland,NULL,Forest
281,NULL,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Forest
282,NULL,Forest,Wetland,NULL,Wetland,Water,Wetland,Forest
283,NULL,Forest,Wetland,NULL,Wetland,Forest,Forest,Forest
284,NULL,Forest,Wetland,Non_Water,Wetland,Forest,NULL,Forest
285,NULL,Forest,Wetland,Water,Wetland,Forest,NULL,Forest
286,NULL,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
287,NULL,Forest,Built-up,NULL,Non_Wetland,Bareland,Wetland,Forest
288,NULL,Forest,Water,NULL,Water,NULL,Wetland,Forest
289,NULL,Forest,Water,NULL,Water,Forest,NULL,Forest
290,NULL,Forest,Water,Water,Water,NULL,NULL,Forest
291,NULL,Forest,Water,Water,Water,NULL,Wetland,Forest
292,NULL,Forest,Water,Water,Water,Forest,NULL,Forest
293,NULL,Forest,Water,Water,Water,Forest,Wetland,Forest
294,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
295,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
296,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
297,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Forest
298,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
299,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
300,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
301,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
302,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
303,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
304,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
305,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
306,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
307,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
308,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
309,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
310,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
311,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
312,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
313,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
314,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
315,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
316,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
317,NULL,Forest,Forest,NULL,Non_Wetland,Water,NULL,Forest
318,NULL,Forest,Forest,NULL,Non_Wetland,Water,Wetland,Forest
319,NULL,Forest,Forest,NULL,Non_Wetland,Water,Forest,Forest
320,NULL,Forest,Forest,NULL,Non_Wetland,Forest,NULL,Forest
321,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
322,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
323,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
324,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Forest
325,NULL,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
326,NULL,Forest,Forest,Non_Water,Non_Wetland,NULL,Wetland,Forest
327,NULL,Forest,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
328,NULL,Forest,Forest,Non_Water,Non_Wetland,Forest,NULL,Forest
329,NULL,Forest,Forest,Non_Water,Non_Wetland,Forest,Forest,Forest
330,NULL,Forest,Forest,Water,Non_Wetland,NULL,Wetland,Forest
331,NULL,Forest,Forest,Water,Non_Wetland,Forest,NULL,Forest
332,NULL,Forest,Forest,Water,Non_Wetland,Forest,Wetland,Forest
333,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
334,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
335,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
336,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
337,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
338,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
339,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
340,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
341,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
342,Grassland,NULL,Shrubland,Water,Non_Wetland,Wetland,Bareland,Grassland
343,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
344,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
345,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
346,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
347,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
348,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
349,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,Grassland
350,Grassland,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
351,Grassland,NULL,Wetland,NULL,Wetland,Wetland,NULL,Forest
352,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
