Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20KPC_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20KPC_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20KPC_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20KPC_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20KPC_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20KPC_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20KPC_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20KPC_M_R
332,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
333,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
334,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
335,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
336,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Water
337,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
338,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
339,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
340,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
341,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
342,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
343,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Water
344,Bareland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
345,Bareland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
346,Bareland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
347,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
348,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
349,Bareland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
350,Bareland,NULL,Water,NULL,Water,NULL,NULL,Water
351,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
352,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
353,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
354,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
355,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
356,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
357,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
358,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
359,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
360,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
361,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
362,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
363,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
364,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
365,Bareland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
366,Bareland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
367,Bareland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
368,Bareland,Cropland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
369,Bareland,Cropland,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
370,Bareland,Cropland,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
371,Bareland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
372,Bareland,Cropland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
373,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
374,Bareland,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
375,Bareland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
376,Bareland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
377,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
378,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
379,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
380,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
381,Bareland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
382,Bareland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
383,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
384,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
385,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
386,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
387,Bareland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
388,Bareland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
389,Bareland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
390,Bareland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
391,Bareland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
392,Bareland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
393,Bareland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
394,Bareland,Forest,Water,NULL,Water,NULL,NULL,Built-up
395,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
396,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
397,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
398,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
399,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
400,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
401,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
402,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Water
403,Water,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
404,Water,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
405,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
406,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
407,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
408,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
409,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
410,Water,NULL,Wetland,Water,Wetland,NULL,NULL,NULL
411,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Water
412,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
413,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
414,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Water
415,Water,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
416,Water,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
417,Water,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
418,Water,NULL,Water,NULL,Water,NULL,NULL,NULL
419,Water,NULL,Water,NULL,Water,NULL,NULL,Bareland
420,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
421,Water,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Grassland
422,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
423,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
424,Water,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
425,Water,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
426,Water,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
427,Water,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
428,Water,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Water
429,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
430,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
431,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
432,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Water
433,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
434,Water,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
435,Water,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
436,Water,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
437,Water,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Water
438,Water,Cropland,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
439,Water,Cropland,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
440,Water,Cropland,Bareland,Water,Non_Wetland,NULL,NULL,Water
441,Water,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
442,Water,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
443,Water,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
444,Water,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
445,Water,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
446,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
447,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Water
448,Water,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,NULL
449,Water,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
450,Water,Water,NULL,Water,Non_Wetland,NULL,NULL,Water
451,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
452,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
453,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
454,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
455,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
456,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
457,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
458,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
459,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
460,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
461,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Water
462,Water,Water,Grassland,Water,Non_Wetland,NULL,NULL,Water
463,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
464,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
465,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Water
466,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
467,Water,Water,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
468,Water,Water,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
469,Water,Water,Cropland,Water,Non_Wetland,NULL,NULL,Forest
470,Water,Water,Wetland,Water,Wetland,NULL,NULL,Water
471,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
472,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Water
473,Water,Water,Bareland,Water,Non_Wetland,NULL,NULL,NULL
474,Water,Water,Bareland,Water,Non_Wetland,NULL,NULL,Water
475,Water,Water,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
476,Water,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Water
477,Water,Water,Water,NULL,Water,NULL,NULL,Water
478,Water,Water,Water,Water,Water,NULL,NULL,Water
479,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,NULL
480,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
481,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
482,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Grassland
483,Water,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
484,Water,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
485,Water,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
486,Water,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
487,Water,Forest,Wetland,Water,Wetland,NULL,NULL,Grassland
488,Water,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
489,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
490,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
491,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
492,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
493,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
494,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
495,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
496,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
497,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
498,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
499,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
500,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
501,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
502,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
503,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
504,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
505,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
506,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
507,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
508,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
509,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
510,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
511,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
512,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
513,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
514,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
515,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
516,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
517,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
518,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
519,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
520,Forest,NULL,Water,NULL,Water,NULL,NULL,NULL
521,Forest,NULL,Water,NULL,Water,NULL,NULL,Grassland
522,Forest,NULL,Water,NULL,Water,NULL,NULL,Forest
523,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
524,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
525,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
526,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
527,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
528,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,NULL
529,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
530,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
531,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
532,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
533,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
534,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
535,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
536,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
537,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
538,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
539,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
540,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
541,Forest,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,NULL
542,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
543,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
544,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
545,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
546,Forest,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,NULL
547,Forest,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
548,Forest,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
549,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
550,Forest,Cropland,Water,NULL,Water,NULL,NULL,Forest
551,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
552,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
553,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
554,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
555,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,NULL
556,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
557,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
558,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
559,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
560,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
561,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
562,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,NULL
563,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
564,Forest,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
565,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,NULL
566,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
567,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
568,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
569,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
570,Forest,Forest,NULL,Water,Non_Wetland,NULL,NULL,NULL
571,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
572,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
573,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
574,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
575,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
576,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
577,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
578,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
579,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
580,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
581,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
582,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
583,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
584,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
585,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
586,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
587,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
588,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
589,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
590,Forest,Forest,Cropland,Water,Non_Wetland,NULL,NULL,NULL
591,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,NULL
592,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
593,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,NULL
594,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
595,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
596,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
597,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
598,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
599,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
600,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
601,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
602,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
603,Forest,Forest,Water,NULL,Water,NULL,NULL,NULL
604,Forest,Forest,Water,NULL,Water,NULL,NULL,Forest
605,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
606,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
607,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
608,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
609,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
610,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
611,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
612,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
