Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_18LWQ_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_18LWQ_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_18LWQ_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_18LWQ_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_18LWQ_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_18LWQ_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_18LWQ_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_18LWQ_M_R
345,NULL,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
346,NULL,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
347,NULL,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
348,NULL,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
349,NULL,Forest,NULL,Water,Non_Wetland,NULL,NULL,Water
350,NULL,Forest,NULL,Water,Non_Wetland,NULL,NULL,Forest
351,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
352,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
353,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
354,NULL,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
355,NULL,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
356,NULL,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
357,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
358,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
359,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
360,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
361,NULL,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
362,NULL,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
363,NULL,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
364,NULL,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Forest
365,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
366,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
367,NULL,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
368,NULL,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
369,NULL,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
370,NULL,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
371,NULL,Forest,Wetland,Non_Water,Wetland,NULL,NULL,NULL
372,NULL,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
373,NULL,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
374,NULL,Forest,Wetland,Water,Wetland,NULL,NULL,Grassland
375,NULL,Forest,Wetland,Water,Wetland,NULL,NULL,Water
376,NULL,Forest,Wetland,Water,Wetland,NULL,NULL,Forest
377,NULL,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
378,NULL,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
379,NULL,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
380,NULL,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
381,NULL,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Water
382,NULL,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Forest
383,NULL,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
384,NULL,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
385,NULL,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
386,NULL,Forest,Water,NULL,Water,NULL,NULL,Grassland
387,NULL,Forest,Water,NULL,Water,NULL,NULL,Forest
388,NULL,Forest,Water,Non_Water,Water,NULL,NULL,Forest
389,NULL,Forest,Water,Water,Water,NULL,NULL,Water
390,NULL,Forest,Water,Water,Water,NULL,NULL,Forest
391,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
392,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
393,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
394,NULL,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
395,NULL,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
396,NULL,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
397,NULL,Forest,Forest,Water,Non_Wetland,NULL,NULL,Grassland
398,NULL,Forest,Forest,Water,Non_Wetland,NULL,NULL,Forest
399,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
400,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
401,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
402,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
403,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
404,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
405,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
406,Grassland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
407,Grassland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Water
408,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
409,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
410,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
411,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
412,Grassland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
413,Grassland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
414,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
415,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
416,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
417,Grassland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
418,Grassland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
419,Grassland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
420,Grassland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
421,Grassland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Cropland
422,Grassland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Wetland
423,Grassland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Water
424,Grassland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Forest
425,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
426,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
427,Grassland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
428,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,NULL
429,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
430,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
431,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
432,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
433,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,NULL
434,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
435,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
436,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
437,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
438,Grassland,NULL,Wetland,Water,Wetland,NULL,NULL,NULL
439,Grassland,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
440,Grassland,NULL,Wetland,Water,Wetland,NULL,NULL,Cropland
441,Grassland,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
442,Grassland,NULL,Wetland,Water,Wetland,NULL,NULL,Water
443,Grassland,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
444,Grassland,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Forest
445,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
446,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
447,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
448,Grassland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
449,Grassland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
450,Grassland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
451,Grassland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Water
452,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
453,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
454,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
455,Grassland,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
456,Grassland,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Water
457,Grassland,NULL,Water,NULL,Water,NULL,NULL,Grassland
458,Grassland,NULL,Water,NULL,Water,NULL,NULL,Wetland
459,Grassland,NULL,Water,NULL,Water,NULL,NULL,Water
460,Grassland,NULL,Water,NULL,Water,NULL,NULL,Forest
461,Grassland,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
462,Grassland,NULL,Water,Non_Water,Water,NULL,NULL,Wetland
463,Grassland,NULL,Water,Non_Water,Water,NULL,NULL,Water
464,Grassland,NULL,Water,Non_Water,Water,NULL,NULL,Forest
465,Grassland,NULL,Water,Water,Water,NULL,NULL,Grassland
466,Grassland,NULL,Water,Water,Water,NULL,NULL,Cropland
467,Grassland,NULL,Water,Water,Water,NULL,NULL,Wetland
468,Grassland,NULL,Water,Water,Water,NULL,NULL,Water
469,Grassland,NULL,Water,Water,Water,NULL,NULL,Forest
470,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
471,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
472,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
473,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
474,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
475,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
476,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
477,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
478,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
479,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
480,Grassland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
481,Grassland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Cropland
482,Grassland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Wetland
483,Grassland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Water
484,Grassland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
485,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
486,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
487,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
488,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
489,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
490,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
491,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
492,Grassland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Grassland
493,Grassland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Forest
494,Grassland,Cropland,Bareland,Water,Non_Wetland,NULL,NULL,Water
495,Grassland,Cropland,Water,NULL,Water,NULL,NULL,Forest
496,Grassland,Cropland,Water,Water,Water,NULL,NULL,Water
497,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
498,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
499,Grassland,Wetland,NULL,Water,Non_Wetland,NULL,NULL,Grassland
500,Grassland,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
501,Grassland,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
502,Grassland,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
503,Grassland,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Water
504,Grassland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
505,Grassland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
506,Grassland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Water
507,Grassland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
508,Grassland,Wetland,Wetland,Water,Wetland,NULL,NULL,Wetland
509,Grassland,Wetland,Wetland,Water,Wetland,NULL,NULL,Water
510,Grassland,Wetland,Wetland,Water,Wetland,NULL,NULL,Forest
511,Grassland,Wetland,Bareland,Water,Non_Wetland,NULL,NULL,Water
512,Grassland,Wetland,Water,Water,Water,NULL,NULL,Grassland
513,Grassland,Wetland,Water,Water,Water,NULL,NULL,Wetland
514,Grassland,Wetland,Water,Water,Water,NULL,NULL,Water
515,Grassland,Wetland,Water,Water,Water,NULL,NULL,Forest
516,Grassland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
517,Grassland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
518,Grassland,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
519,Grassland,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
520,Grassland,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
521,Grassland,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
522,Grassland,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Water
523,Grassland,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Forest
524,Grassland,Bareland,Wetland,Water,Wetland,NULL,NULL,Water
525,Grassland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
526,Grassland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
527,Grassland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
528,Grassland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
529,Grassland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
530,Grassland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
531,Grassland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
532,Grassland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
533,Grassland,Built-up,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
534,Grassland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
535,Grassland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
536,Grassland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
537,Grassland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
538,Grassland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
539,Grassland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
540,Grassland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
541,Grassland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
542,Grassland,Water,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
543,Grassland,Water,Grassland,Water,Non_Wetland,NULL,NULL,Water
544,Grassland,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
545,Grassland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
546,Grassland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
547,Grassland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
548,Grassland,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
549,Grassland,Water,Wetland,Water,Wetland,NULL,NULL,Water
550,Grassland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
551,Grassland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
552,Grassland,Water,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
553,Grassland,Water,Bareland,Water,Non_Wetland,NULL,NULL,Water
554,Grassland,Water,Bareland,Water,Non_Wetland,NULL,NULL,Forest
555,Grassland,Water,Water,NULL,Water,NULL,NULL,Forest
556,Grassland,Water,Water,Water,Water,NULL,NULL,Grassland
557,Grassland,Water,Water,Water,Water,NULL,NULL,Water
558,Grassland,Water,Water,Water,Water,NULL,NULL,Forest
559,Grassland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
560,Grassland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
561,Grassland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
562,Grassland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
563,Grassland,Water,Forest,Water,Non_Wetland,NULL,NULL,Grassland
564,Grassland,Water,Forest,Water,Non_Wetland,NULL,NULL,Bareland
565,Grassland,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
566,Grassland,Water,Forest,Water,Non_Wetland,NULL,NULL,Forest
567,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
568,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
569,Grassland,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
570,Grassland,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
571,Grassland,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
572,Grassland,Forest,NULL,Water,Non_Wetland,NULL,NULL,Grassland
573,Grassland,Forest,NULL,Water,Non_Wetland,NULL,NULL,Water
574,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
575,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
576,Grassland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
577,Grassland,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
578,Grassland,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Water
579,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
580,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
581,Grassland,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
582,Grassland,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Water
583,Grassland,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Forest
584,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
585,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
586,Grassland,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
587,Grassland,Forest,Wetland,NULL,Wetland,NULL,NULL,Water
588,Grassland,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
589,Grassland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
590,Grassland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
591,Grassland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Water
592,Grassland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
593,Grassland,Forest,Wetland,Water,Wetland,NULL,NULL,Grassland
594,Grassland,Forest,Wetland,Water,Wetland,NULL,NULL,Water
595,Grassland,Forest,Wetland,Water,Wetland,NULL,NULL,Forest
596,Grassland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
597,Grassland,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
598,Grassland,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
599,Grassland,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Water
600,Grassland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
601,Grassland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
602,Grassland,Forest,Water,NULL,Water,NULL,NULL,Water
603,Grassland,Forest,Water,NULL,Water,NULL,NULL,Forest
604,Grassland,Forest,Water,Non_Water,Water,NULL,NULL,Grassland
605,Grassland,Forest,Water,Non_Water,Water,NULL,NULL,Water
606,Grassland,Forest,Water,Water,Water,NULL,NULL,Grassland
607,Grassland,Forest,Water,Water,Water,NULL,NULL,Bareland
608,Grassland,Forest,Water,Water,Water,NULL,NULL,Water
609,Grassland,Forest,Water,Water,Water,NULL,NULL,Forest
610,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
611,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
612,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
613,Grassland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
614,Grassland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
615,Grassland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
616,Grassland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
617,Grassland,Forest,Forest,Water,Non_Wetland,NULL,NULL,Grassland
618,Grassland,Forest,Forest,Water,Non_Wetland,NULL,NULL,Cropland
619,Grassland,Forest,Forest,Water,Non_Wetland,NULL,NULL,Wetland
620,Grassland,Forest,Forest,Water,Non_Wetland,NULL,NULL,Water
621,Grassland,Forest,Forest,Water,Non_Wetland,NULL,NULL,Forest
622,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
623,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
624,Cropland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
625,Cropland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
626,Cropland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
627,Cropland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Bareland
628,Cropland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Water
629,Cropland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Forest
630,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
631,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
632,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
633,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
634,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
635,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
636,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
637,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
638,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
639,Cropland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
640,Cropland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
641,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
642,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
643,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
644,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Water
645,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
646,Cropland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
647,Cropland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
648,Cropland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
649,Cropland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
650,Cropland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Cropland
651,Cropland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
652,Cropland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Water
653,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
654,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
655,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
656,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
657,Cropland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
658,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
659,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
660,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
661,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
662,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
663,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
664,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
665,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
666,Cropland,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
667,Cropland,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
668,Cropland,NULL,Wetland,Water,Wetland,NULL,NULL,Bareland
669,Cropland,NULL,Wetland,Water,Wetland,NULL,NULL,Water
670,Cropland,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
671,Cropland,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Water
672,Cropland,NULL,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Water
673,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Water
674,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
675,Cropland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
676,Cropland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Wetland
677,Cropland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
678,Cropland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
679,Cropland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
680,Cropland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
681,Cropland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Water
682,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
683,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
684,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
685,Cropland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
686,Cropland,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Water
687,Cropland,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Forest
688,Cropland,NULL,Water,NULL,Water,NULL,NULL,Grassland
689,Cropland,NULL,Water,NULL,Water,NULL,NULL,Built-up
690,Cropland,NULL,Water,NULL,Water,NULL,NULL,Water
691,Cropland,NULL,Water,NULL,Water,NULL,NULL,Forest
692,Cropland,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
693,Cropland,NULL,Water,Non_Water,Water,NULL,NULL,Wetland
694,Cropland,NULL,Water,Non_Water,Water,NULL,NULL,Bareland
695,Cropland,NULL,Water,Non_Water,Water,NULL,NULL,Water
696,Cropland,NULL,Water,Non_Water,Water,NULL,NULL,Forest
