Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23LQF_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23LQF_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23LQF_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23LQF_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23LQF_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23LQF_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23LQF_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23LQF_M_R
3285,NULL,Water,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
3286,NULL,Water,Cropland,NULL,Non_Wetland,NULL,Shrubland,Forest
3287,NULL,Water,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
3288,NULL,Water,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
3289,NULL,Water,Cropland,NULL,Non_Wetland,NULL,Built-up,Forest
3290,NULL,Water,Cropland,NULL,Non_Wetland,Shrubland,NULL,NULL
3291,NULL,Water,Cropland,NULL,Non_Wetland,Shrubland,NULL,Water
3292,NULL,Water,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
3293,NULL,Water,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
3294,NULL,Water,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
3295,NULL,Water,Cropland,NULL,Non_Wetland,Shrubland,Grassland,NULL
3296,NULL,Water,Cropland,NULL,Non_Wetland,Shrubland,Water,NULL
3297,NULL,Water,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
3298,NULL,Water,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
3299,NULL,Water,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
3300,NULL,Water,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
3301,NULL,Water,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3302,NULL,Water,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
3303,NULL,Water,Cropland,NULL,Non_Wetland,Grassland,Built-up,NULL
3304,NULL,Water,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
3305,NULL,Water,Cropland,NULL,Non_Wetland,Grassland,Built-up,Wetland
3306,NULL,Water,Cropland,NULL,Non_Wetland,Grassland,Water,NULL
3307,NULL,Water,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
3308,NULL,Water,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
3309,NULL,Water,Cropland,NULL,Non_Wetland,Bareland,NULL,Wetland
3310,NULL,Water,Cropland,NULL,Non_Wetland,Bareland,Shrubland,NULL
3311,NULL,Water,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
3312,NULL,Water,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
3313,NULL,Water,Cropland,NULL,Non_Wetland,Bareland,Bareland,Water
3314,NULL,Water,Cropland,NULL,Non_Wetland,Bareland,Water,Water
3315,NULL,Water,Cropland,NULL,Non_Wetland,Water,NULL,Water
3316,NULL,Water,Cropland,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
3317,NULL,Water,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
3318,NULL,Water,Cropland,Water,Non_Wetland,NULL,Built-up,Water
3319,NULL,Water,Cropland,Water,Non_Wetland,Bareland,Grassland,Water
3320,NULL,Water,Cropland,Water,Non_Wetland,Bareland,Water,Grassland
3321,NULL,Water,Wetland,NULL,Wetland,NULL,Water,Water
3322,NULL,Water,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
3323,NULL,Water,Wetland,NULL,Wetland,Water,NULL,Grassland
3324,NULL,Water,Wetland,NULL,Wetland,Water,NULL,Water
3325,NULL,Water,Wetland,NULL,Wetland,Water,Shrubland,Grassland
3326,NULL,Water,Wetland,NULL,Wetland,Water,Shrubland,Water
3327,NULL,Water,Wetland,Non_Water,Wetland,Water,NULL,Grassland
3328,NULL,Water,Wetland,Non_Water,Wetland,Water,Shrubland,Grassland
3329,NULL,Water,Wetland,Non_Water,Wetland,Water,Bareland,Water
3330,NULL,Water,Wetland,Non_Water,Wetland,Water,Water,Grassland
3331,NULL,Water,Wetland,Water,Wetland,Water,NULL,Water
3332,NULL,Water,Wetland,Water,Wetland,Water,Water,Grassland
3333,NULL,Water,Wetland,Water,Wetland,Water,Water,Water
3334,NULL,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
3335,NULL,Water,Built-up,NULL,Non_Wetland,NULL,Built-up,Forest
3336,NULL,Water,Built-up,NULL,Non_Wetland,Shrubland,Built-up,Forest
3337,NULL,Water,Built-up,Water,Non_Wetland,NULL,Built-up,Water
3338,NULL,Water,Water,NULL,Water,Shrubland,Shrubland,NULL
3339,NULL,Water,Water,NULL,Water,Shrubland,Shrubland,Forest
3340,NULL,Water,Water,NULL,Water,Water,Shrubland,Water
3341,NULL,Water,Water,NULL,Water,Water,Water,Water
3342,NULL,Water,Water,Non_Water,Water,Water,Water,Water
3343,NULL,Water,Water,Water,Water,Shrubland,Water,Water
3344,NULL,Water,Water,Water,Water,Water,Shrubland,Water
3345,NULL,Water,Forest,NULL,Non_Wetland,NULL,NULL,NULL
3346,NULL,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
3347,NULL,Water,Forest,NULL,Non_Wetland,NULL,Shrubland,NULL
3348,NULL,Water,Forest,NULL,Non_Wetland,NULL,Shrubland,Grassland
3349,NULL,Water,Forest,NULL,Non_Wetland,NULL,Water,NULL
3350,NULL,Water,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
3351,NULL,Water,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Water
3352,NULL,Water,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
3353,NULL,Water,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
3354,NULL,Water,Forest,NULL,Non_Wetland,Shrubland,Water,Forest
3355,NULL,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
3356,NULL,Water,Forest,NULL,Non_Wetland,Water,Shrubland,Grassland
3357,NULL,Water,Forest,NULL,Non_Wetland,Water,Shrubland,Water
3358,NULL,Water,Forest,NULL,Non_Wetland,Water,Shrubland,Forest
3359,NULL,Water,Forest,NULL,Non_Wetland,Water,Water,NULL
3360,NULL,Water,Forest,NULL,Non_Wetland,Water,Water,Water
3361,NULL,Water,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
3362,NULL,Water,Forest,Non_Water,Non_Wetland,Built-up,Built-up,Forest
3363,NULL,Water,Forest,Non_Water,Non_Wetland,Water,Water,Water
3364,NULL,Forest,NULL,NULL,Non_Wetland,NULL,NULL,NULL
3365,NULL,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
3366,NULL,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
3367,NULL,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
3368,NULL,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
3369,NULL,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
3370,NULL,Forest,NULL,NULL,Non_Wetland,NULL,Shrubland,NULL
3371,NULL,Forest,NULL,NULL,Non_Wetland,NULL,Shrubland,Grassland
3372,NULL,Forest,NULL,NULL,Non_Wetland,NULL,Shrubland,Forest
3373,NULL,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,NULL
3374,NULL,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
3375,NULL,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
3376,NULL,Forest,NULL,NULL,Non_Wetland,NULL,Bareland,NULL
3377,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,NULL,NULL
3378,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,NULL,Grassland
3379,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,NULL,Cropland
3380,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,NULL,Forest
3381,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,NULL
3382,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
3383,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
3384,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
3385,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
3386,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,Grassland,NULL
3387,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
3388,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,Grassland,Cropland
3389,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
3390,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,Bareland,NULL
3391,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,Forest,Forest
3392,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,NULL
3393,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
3394,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
3395,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Built-up
3396,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
3397,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Shrubland,NULL
3398,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
3399,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Shrubland,Cropland
3400,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
3401,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
3402,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
3403,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
3404,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
3405,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Bareland,NULL
3406,NULL,Forest,NULL,NULL,Non_Wetland,Bareland,NULL,NULL
3407,NULL,Forest,NULL,NULL,Non_Wetland,Bareland,Shrubland,NULL
3408,NULL,Forest,NULL,NULL,Non_Wetland,Bareland,Shrubland,Grassland
3409,NULL,Forest,NULL,NULL,Non_Wetland,Bareland,Shrubland,Forest
3410,NULL,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,NULL
3411,NULL,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
3412,NULL,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Cropland
3413,NULL,Forest,NULL,NULL,Non_Wetland,Bareland,Bareland,NULL
3414,NULL,Forest,NULL,NULL,Non_Wetland,Water,Shrubland,NULL
3415,NULL,Forest,NULL,Non_Water,Non_Wetland,NULL,Shrubland,NULL
3416,NULL,Forest,NULL,Water,Non_Wetland,NULL,NULL,Grassland
3417,NULL,Forest,NULL,Water,Non_Wetland,Grassland,Grassland,NULL
3418,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
3419,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
3420,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
3421,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
3422,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
3423,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,Shrubland,NULL
3424,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
3425,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Bareland
3426,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Built-up
3427,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
3428,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
3429,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
3430,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
3431,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,Bareland,NULL
3432,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,Water,NULL
3433,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
3434,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
3435,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Cropland
3436,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Bareland
3437,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Built-up
3438,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
3439,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
3440,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
3441,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
3442,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
3443,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
3444,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
3445,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
3446,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
3447,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Bareland
3448,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
3449,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,NULL
3450,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
3451,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Forest
3452,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Forest,NULL
3453,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
3454,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
3455,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
3456,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
3457,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Built-up
3458,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
3459,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
3460,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
3461,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
3462,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Bareland
3463,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
3464,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
3465,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3466,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
3467,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
3468,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
3469,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Bareland,NULL
3470,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
3471,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
3472,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
3473,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
3474,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
3475,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
3476,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
3477,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
3478,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
3479,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
3480,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
3481,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Cropland
3482,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
3483,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
3484,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
3485,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Water,NULL
3486,NULL,Forest,Shrubland,NULL,Non_Wetland,Water,NULL,NULL
3487,NULL,Forest,Shrubland,NULL,Non_Wetland,Forest,Shrubland,NULL
3488,NULL,Forest,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Grassland
3489,NULL,Forest,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
3490,NULL,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,NULL
3491,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
3492,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
3493,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,Shrubland,NULL
3494,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
3495,NULL,Forest,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
3496,NULL,Forest,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
3497,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
3498,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
3499,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
3500,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
3501,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
3502,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,Shrubland,NULL
3503,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
3504,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,Shrubland,Cropland
3505,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,Shrubland,Bareland
3506,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,Shrubland,Forest
3507,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,NULL
3508,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
3509,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
3510,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
3511,NULL,Forest,Cropland,NULL,Non_Wetland,Shrubland,NULL,NULL
3512,NULL,Forest,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
3513,NULL,Forest,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
3514,NULL,Forest,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
3515,NULL,Forest,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
3516,NULL,Forest,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
3517,NULL,Forest,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
3518,NULL,Forest,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
3519,NULL,Forest,Cropland,NULL,Non_Wetland,Shrubland,Grassland,NULL
3520,NULL,Forest,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
3521,NULL,Forest,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
3522,NULL,Forest,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Bareland
3523,NULL,Forest,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
3524,NULL,Forest,Cropland,NULL,Non_Wetland,Shrubland,Bareland,NULL
3525,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
3526,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
3527,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
3528,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Bareland
3529,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Built-up
3530,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
3531,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Shrubland,NULL
3532,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
3533,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
3534,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Bareland
3535,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
3536,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
3537,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3538,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
3539,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
3540,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Bareland,NULL
3541,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
3542,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,NULL,NULL
3543,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
3544,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,Shrubland,NULL
3545,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
3546,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,NULL
3547,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
3548,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
3549,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
3550,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,Bareland,NULL
3551,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
3552,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,Water,NULL
3553,NULL,Forest,Cropland,NULL,Non_Wetland,Forest,Shrubland,NULL
3554,NULL,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
3555,NULL,Forest,Cropland,Non_Water,Non_Wetland,NULL,Shrubland,NULL
3556,NULL,Forest,Cropland,Non_Water,Non_Wetland,NULL,Grassland,NULL
3557,NULL,Forest,Wetland,NULL,Wetland,Forest,Forest,Forest
3558,NULL,Forest,Bareland,NULL,Non_Wetland,Shrubland,NULL,Grassland
3559,NULL,Forest,Bareland,NULL,Non_Wetland,Shrubland,Water,Bareland
3560,NULL,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
3561,NULL,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
3562,NULL,Forest,Built-up,NULL,Non_Wetland,NULL,Shrubland,NULL
3563,NULL,Forest,Built-up,NULL,Non_Wetland,NULL,Shrubland,Built-up
3564,NULL,Forest,Built-up,NULL,Non_Wetland,NULL,Shrubland,Forest
3565,NULL,Forest,Built-up,NULL,Non_Wetland,NULL,Grassland,NULL
3566,NULL,Forest,Built-up,NULL,Non_Wetland,Shrubland,NULL,NULL
3567,NULL,Forest,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,NULL
3568,NULL,Forest,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Forest
3569,NULL,Forest,Built-up,NULL,Non_Wetland,Shrubland,Grassland,NULL
3570,NULL,Forest,Built-up,NULL,Non_Wetland,Grassland,NULL,NULL
3571,NULL,Forest,Built-up,NULL,Non_Wetland,Grassland,Shrubland,NULL
3572,NULL,Forest,Built-up,NULL,Non_Wetland,Grassland,Grassland,NULL
3573,NULL,Forest,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
3574,NULL,Forest,Built-up,NULL,Non_Wetland,Bareland,NULL,NULL
3575,NULL,Forest,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
3576,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
3577,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
3578,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
3579,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
3580,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
3581,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Shrubland,NULL
3582,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Shrubland,Grassland
3583,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Shrubland,Cropland
3584,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Shrubland,Wetland
3585,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Shrubland,Built-up
3586,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
3587,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Grassland,NULL
3588,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
3589,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
3590,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Bareland,NULL
3591,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,NULL,NULL
3592,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
3593,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,NULL,Cropland
3594,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,NULL,Bareland
3595,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
3596,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
3597,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
3598,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
3599,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
3600,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
3601,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,Grassland,NULL
3602,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
3603,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,Grassland,Cropland
3604,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
3605,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,Bareland,NULL
3606,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,Bareland,Forest
3607,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,Water,Forest
3608,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,Forest,NULL
3609,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
3610,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,NULL
3611,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
3612,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,Cropland
3613,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,Built-up
