Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23LLH_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23LLH_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23LLH_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23LLH_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23LLH_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23LLH_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23LLH_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23LLH_M_R
2981,Grassland,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,NULL
2982,Grassland,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,Grassland
2983,Grassland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
2984,Grassland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
2985,Grassland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
2986,Grassland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
2987,Grassland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Forest
2988,Grassland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
2989,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,NULL
2990,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
2991,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,NULL
2992,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
2993,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
2994,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2995,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
2996,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
2997,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
2998,Grassland,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Grassland
2999,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,NULL
3000,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
3001,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
3002,Grassland,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
3003,Grassland,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Grassland
3004,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
3005,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
3006,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
3007,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
3008,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
3009,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,NULL
3010,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
3011,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Cropland
3012,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Bareland
3013,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Forest
3014,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,NULL
3015,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
3016,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
3017,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
3018,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Grassland
3019,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
3020,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Grassland
3021,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,NULL
3022,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
3023,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Cropland
3024,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
3025,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,NULL
3026,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
3027,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
3028,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
3029,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
3030,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
3031,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
3032,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,NULL
3033,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
3034,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
3035,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
3036,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Wetland,NULL
3037,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
3038,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Forest,Grassland
3039,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
3040,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
3041,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
3042,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Built-up
3043,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
3044,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,NULL
3045,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
3046,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
3047,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Built-up
3048,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
3049,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
3050,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3051,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
3052,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
3053,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
3054,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
3055,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
3056,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Cropland
3057,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
3058,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,NULL
3059,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
3060,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Cropland
3061,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
3062,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,NULL
3063,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
3064,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
3065,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Bareland
3066,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Forest
3067,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,Shrubland,NULL
3068,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
3069,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Cropland
3070,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
3071,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
3072,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Forest
3073,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,Forest,Grassland
3074,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,Shrubland,NULL
3075,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,NULL
3076,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Grassland
3077,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Forest
3078,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
3079,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
3080,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Cropland
3081,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
3082,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
3083,Grassland,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
3084,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Grassland
3085,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
3086,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,Shrubland,Grassland
3087,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,Shrubland,Forest
3088,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
3089,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
3090,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Grassland
3091,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
3092,Grassland,NULL,Cropland,Water,Non_Wetland,Shrubland,Shrubland,Grassland
3093,Grassland,NULL,Wetland,NULL,Wetland,Shrubland,Shrubland,Forest
3094,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
3095,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Grassland
3096,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
3097,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
3098,Grassland,NULL,Built-up,NULL,Non_Wetland,Cropland,NULL,Cropland
3099,Grassland,NULL,Water,NULL,Water,Shrubland,Shrubland,Forest
3100,Grassland,NULL,Water,NULL,Water,Shrubland,Wetland,NULL
3101,Grassland,NULL,Water,NULL,Water,Shrubland,Water,NULL
3102,Grassland,NULL,Water,NULL,Water,Grassland,Grassland,Grassland
3103,Grassland,NULL,Water,NULL,Water,Wetland,Wetland,NULL
3104,Grassland,NULL,Water,NULL,Water,Wetland,Wetland,Grassland
3105,Grassland,NULL,Water,NULL,Water,Wetland,Wetland,Water
3106,Grassland,NULL,Water,NULL,Water,Wetland,Wetland,Forest
3107,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
3108,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
3109,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
3110,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
3111,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,NULL
3112,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Grassland
3113,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
3114,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,NULL
3115,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
3116,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Cropland
3117,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
3118,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
3119,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Forest
3120,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,NULL
3121,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
3122,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
3123,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
3124,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
3125,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
3126,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,NULL
3127,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
3128,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
3129,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Wetland,NULL
3130,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Wetland,Grassland
3131,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Wetland,Wetland
3132,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Wetland,Forest
3133,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,NULL
3134,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Grassland
3135,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
3136,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,NULL
3137,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
3138,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Cropland
3139,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
3140,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,NULL
3141,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
3142,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Cropland
3143,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
3144,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
3145,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
3146,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
3147,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Built-up
3148,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
3149,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,NULL
3150,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
3151,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
3152,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
3153,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
3154,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Cropland
3155,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
3156,Grassland,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,Grassland
3157,Grassland,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,Cropland
3158,Grassland,NULL,Forest,NULL,Non_Wetland,Cropland,Shrubland,NULL
3159,Grassland,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,NULL
3160,Grassland,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Grassland
3161,Grassland,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Cropland
3162,Grassland,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Forest
3163,Grassland,NULL,Forest,NULL,Non_Wetland,Cropland,Forest,NULL
3164,Grassland,NULL,Forest,NULL,Non_Wetland,Cropland,Forest,Grassland
3165,Grassland,NULL,Forest,NULL,Non_Wetland,Cropland,Forest,Forest
3166,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,NULL
3167,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,Grassland
3168,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,Forest
3169,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,NULL
3170,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
3171,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
3172,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
3173,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
3174,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
3175,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Water
3176,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
3177,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,NULL
3178,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
3179,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
3180,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
3181,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,NULL,NULL
3182,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Forest
3183,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,NULL
3184,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,Grassland
3185,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
3186,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
3187,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
3188,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,NULL
3189,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
3190,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Forest,NULL
3191,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
3192,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
3193,Grassland,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Wetland,NULL
3194,Grassland,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,NULL
3195,Grassland,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
3196,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,NULL
3197,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
3198,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
3199,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
3200,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,Shrubland,Grassland
3201,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,NULL
3202,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
3203,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Cropland
3204,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
3205,Grassland,Cropland,NULL,NULL,Non_Wetland,Shrubland,NULL,NULL
3206,Grassland,Cropland,NULL,NULL,Non_Wetland,Shrubland,NULL,Grassland
3207,Grassland,Cropland,NULL,NULL,Non_Wetland,Shrubland,NULL,Cropland
3208,Grassland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,NULL
3209,Grassland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
3210,Grassland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
3211,Grassland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Wetland,NULL
3212,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
3213,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
3214,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
3215,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
3216,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
3217,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
3218,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
3219,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
3220,Grassland,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,NULL
3221,Grassland,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,Grassland
3222,Grassland,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,Cropland
3223,Grassland,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,Bareland
3224,Grassland,Cropland,NULL,NULL,Non_Wetland,Cropland,Shrubland,NULL
3225,Grassland,Cropland,NULL,NULL,Non_Wetland,Cropland,Shrubland,Grassland
3226,Grassland,Cropland,NULL,NULL,Non_Wetland,Cropland,Shrubland,Cropland
3227,Grassland,Cropland,NULL,NULL,Non_Wetland,Cropland,Grassland,Cropland
3228,Grassland,Cropland,NULL,NULL,Non_Wetland,Cropland,Built-up,Cropland
3229,Grassland,Cropland,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
3230,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
3231,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
3232,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
3233,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
3234,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Shrubland,NULL
3235,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
3236,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Cropland
3237,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Bareland
3238,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
3239,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
3240,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Cropland
3241,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
3242,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Bareland,Cropland
3243,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Built-up,Bareland
3244,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
3245,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
3246,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Cropland
3247,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
3248,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
3249,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
3250,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
3251,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
3252,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
3253,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,NULL
3254,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
3255,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
3256,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
3257,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
3258,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
3259,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
3260,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
3261,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
3262,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
3263,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3264,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
3265,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
3266,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,NULL
3267,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
3268,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
3269,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,NULL
3270,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
3271,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
3272,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Bareland
3273,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Built-up
3274,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,NULL
3275,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
3276,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Cropland
3277,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Bareland
3278,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Forest
3279,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,NULL
3280,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
3281,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Cropland
3282,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Wetland,Grassland
3283,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Built-up,Cropland
3284,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Built-up,Bareland
3285,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
3286,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
3287,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
3288,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
3289,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,Shrubland,Grassland
3290,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,Shrubland,Forest
3291,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,Grassland,NULL
3292,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
3293,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
3294,Grassland,Cropland,Grassland,NULL,Non_Wetland,Shrubland,NULL,NULL
3295,Grassland,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
3296,Grassland,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Forest
