Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20MLS_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20MLS_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20MLS_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20MLS_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20MLS_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20MLS_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20MLS_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20MLS_M_R
1089,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
1090,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
1091,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Bareland
1092,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Built-up
1093,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
1094,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
1095,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
1096,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
1097,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
1098,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Water,Grassland
1099,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
1100,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
1101,Grassland,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Forest
1102,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Shrubland,Grassland
1103,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
1104,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
1105,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
1106,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
1107,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Grassland
1108,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
1109,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
1110,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Bareland
1111,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Built-up
1112,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
1113,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
1114,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Water,Grassland
1115,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
1116,Grassland,NULL,NULL,NULL,Non_Wetland,Built-up,Grassland,Grassland
1117,Grassland,NULL,NULL,NULL,Non_Wetland,Built-up,Wetland,Grassland
1118,Grassland,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
1119,Grassland,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Water
1120,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
1121,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
1122,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
1123,Grassland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1124,Grassland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Forest
1125,Grassland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
1126,Grassland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
1127,Grassland,NULL,NULL,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
1128,Grassland,NULL,NULL,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
1129,Grassland,NULL,NULL,Non_Water,Non_Wetland,Bareland,Grassland,Forest
1130,Grassland,NULL,NULL,Water,Non_Wetland,Grassland,Grassland,Grassland
1131,Grassland,NULL,NULL,Water,Non_Wetland,Wetland,Wetland,Grassland
1132,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
1133,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1134,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
1135,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1136,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
1137,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
1138,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
1139,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1140,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Built-up
1141,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1142,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
1143,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
1144,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
1145,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Forest
1146,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
1147,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1148,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
1149,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1150,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
1151,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1152,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
1153,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
1154,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
1155,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Built-up
1156,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
1157,Grassland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
1158,Grassland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Wetland,Grassland
1159,Grassland,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
1160,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1161,Grassland,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Forest
1162,Grassland,NULL,Shrubland,Water,Non_Wetland,Wetland,Grassland,Grassland
1163,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
1164,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1165,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
1166,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1167,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Wetland
1168,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Built-up
1169,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
1170,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1171,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Built-up
1172,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
1173,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1174,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
1175,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
1176,Grassland,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Grassland
1177,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
1178,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1179,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
1180,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1181,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,Grassland
1182,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1183,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Built-up
1184,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
1185,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Wetland,Grassland
1186,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Wetland,Built-up
1187,Grassland,NULL,Grassland,NULL,Non_Wetland,Built-up,Grassland,Grassland
1188,Grassland,NULL,Grassland,NULL,Non_Wetland,Built-up,Wetland,Grassland
1189,Grassland,NULL,Grassland,NULL,Non_Wetland,Built-up,Bareland,Grassland
1190,Grassland,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Forest
1191,Grassland,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
1192,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1193,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
1194,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
1195,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Water,Grassland
1196,Grassland,NULL,Grassland,Water,Non_Wetland,Grassland,Grassland,Grassland
1197,Grassland,NULL,Grassland,Water,Non_Wetland,Grassland,Grassland,Forest
1198,Grassland,NULL,Grassland,Water,Non_Wetland,Wetland,Wetland,Grassland
1199,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
1200,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1201,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
1202,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
1203,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1204,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
1205,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1206,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
1207,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
1208,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
1209,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1210,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
1211,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1212,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,Forest,Forest
1213,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1214,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
1215,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
1216,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Wetland,Grassland
1217,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1218,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Built-up
1219,Grassland,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
1220,Grassland,NULL,Cropland,NULL,Non_Wetland,Built-up,Wetland,Grassland
1221,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1222,Grassland,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,Grassland
1223,Grassland,NULL,Cropland,Water,Non_Wetland,Built-up,Bareland,Grassland
1224,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
1225,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Forest
1226,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
1227,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
1228,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Forest
1229,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
1230,Grassland,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Forest
1231,Grassland,NULL,Wetland,NULL,Wetland,Water,Grassland,Grassland
1232,Grassland,NULL,Wetland,Water,Wetland,Grassland,Grassland,Grassland
1233,Grassland,NULL,Wetland,Water,Wetland,Wetland,Water,Grassland
1234,Grassland,NULL,Wetland,Water,Wetland,Water,Grassland,Grassland
1235,Grassland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,Grassland
1236,Grassland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,Forest
1237,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1238,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
1239,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1240,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland,Forest,Grassland
1241,Grassland,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1242,Grassland,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,Forest
1243,Grassland,NULL,Bareland,NULL,Non_Wetland,Wetland,Water,Grassland
1244,Grassland,NULL,Bareland,NULL,Non_Wetland,Wetland,Forest,Grassland
1245,Grassland,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1246,Grassland,NULL,Bareland,NULL,Non_Wetland,Water,Grassland,Grassland
1247,Grassland,NULL,Bareland,NULL,Non_Wetland,Water,Grassland,Water
1248,Grassland,NULL,Bareland,NULL,Non_Wetland,Water,Grassland,Forest
1249,Grassland,NULL,Bareland,NULL,Non_Wetland,Water,Wetland,Grassland
1250,Grassland,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1251,Grassland,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
1252,Grassland,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Grassland,Forest
1253,Grassland,NULL,Bareland,Water,Non_Wetland,Grassland,Grassland,Grassland
1254,Grassland,NULL,Bareland,Water,Non_Wetland,Grassland,Grassland,Forest
1255,Grassland,NULL,Bareland,Water,Non_Wetland,Wetland,Grassland,Grassland
1256,Grassland,NULL,Bareland,Water,Non_Wetland,Wetland,Water,Grassland
1257,Grassland,NULL,Bareland,Water,Non_Wetland,Bareland,Grassland,Grassland
1258,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
1259,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
1260,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
1261,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Wetland,Grassland
1262,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Wetland,Built-up
1263,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Wetland,Forest
1264,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
1265,Grassland,NULL,Built-up,NULL,Non_Wetland,Wetland,Grassland,Grassland
1266,Grassland,NULL,Built-up,NULL,Non_Wetland,Wetland,Grassland,Forest
1267,Grassland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
1268,Grassland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
1269,Grassland,NULL,Built-up,NULL,Non_Wetland,Bareland,Wetland,Grassland
1270,Grassland,NULL,Built-up,NULL,Non_Wetland,Bareland,Wetland,Built-up
1271,Grassland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
1272,Grassland,NULL,Built-up,NULL,Non_Wetland,Bareland,Forest,Grassland
1273,Grassland,NULL,Built-up,NULL,Non_Wetland,Built-up,Grassland,Grassland
1274,Grassland,NULL,Built-up,NULL,Non_Wetland,Built-up,Wetland,Grassland
1275,Grassland,NULL,Built-up,NULL,Non_Wetland,Built-up,Bareland,Grassland
1276,Grassland,NULL,Built-up,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
1277,Grassland,NULL,Built-up,Water,Non_Wetland,Wetland,Bareland,Grassland
1278,Grassland,NULL,Built-up,Water,Non_Wetland,Built-up,Wetland,Grassland
1279,Grassland,NULL,Water,NULL,Water,Grassland,Grassland,Grassland
1280,Grassland,NULL,Water,NULL,Water,Grassland,Water,Grassland
1281,Grassland,NULL,Water,NULL,Water,Wetland,Grassland,Grassland
1282,Grassland,NULL,Water,NULL,Water,Water,Grassland,Water
1283,Grassland,NULL,Water,Non_Water,Water,Water,Grassland,Water
1284,Grassland,NULL,Water,Water,Water,Grassland,Grassland,Grassland
1285,Grassland,NULL,Water,Water,Water,Grassland,Grassland,Forest
1286,Grassland,NULL,Water,Water,Water,Wetland,Grassland,Grassland
1287,Grassland,NULL,Water,Water,Water,Water,Grassland,Water
1288,Grassland,NULL,Water,Water,Water,Water,Water,Water
1289,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
1290,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
1291,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1292,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
1293,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1294,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Wetland
1295,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Built-up
1296,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1297,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,NULL
1298,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
1299,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Built-up
1300,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
1301,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
1302,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
1303,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
1304,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
1305,Grassland,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Forest
1306,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,NULL
1307,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
1308,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
1309,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
1310,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
1311,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
1312,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
1313,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
1314,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Built-up
1315,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
1316,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
1317,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
1318,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
1319,Grassland,NULL,Forest,NULL,Non_Wetland,Built-up,Grassland,Grassland
1320,Grassland,NULL,Forest,NULL,Non_Wetland,Built-up,Wetland,Grassland
1321,Grassland,NULL,Forest,NULL,Non_Wetland,Built-up,Bareland,Grassland
1322,Grassland,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
1323,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
1324,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
1325,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
1326,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
1327,Grassland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1328,Grassland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Forest
1329,Grassland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
1330,Grassland,NULL,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
1331,Grassland,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1332,Grassland,NULL,Forest,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
1333,Grassland,NULL,Forest,Non_Water,Non_Wetland,Bareland,Grassland,Forest
1334,Grassland,NULL,Forest,Water,Non_Wetland,Grassland,Grassland,Forest
1335,Grassland,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Grassland
1336,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
1337,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Built-up
1338,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
1339,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
1340,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
1341,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
1342,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
1343,Grassland,Cropland,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
1344,Grassland,Cropland,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
1345,Grassland,Cropland,NULL,NULL,Non_Wetland,Wetland,Forest,Grassland
1346,Grassland,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
1347,Grassland,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Built-up
1348,Grassland,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
1349,Grassland,Cropland,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1350,Grassland,Cropland,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Forest
1351,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1352,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
1353,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
1354,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1355,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1356,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
1357,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
1358,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Wetland,Grassland
1359,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1360,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1361,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
1362,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
1363,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
1364,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1365,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Built-up
1366,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
1367,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1368,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Wetland,Built-up
1369,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
1370,Grassland,Cropland,Grassland,NULL,Non_Wetland,Cropland,Grassland,Grassland
1371,Grassland,Cropland,Grassland,NULL,Non_Wetland,Cropland,Wetland,Grassland
1372,Grassland,Cropland,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1373,Grassland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1374,Grassland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Built-up
1375,Grassland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Wetland,Grassland
1376,Grassland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
1377,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1378,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
1379,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
1380,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1381,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1382,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
1383,Grassland,Cropland,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
1384,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1385,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
1386,Grassland,Cropland,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
1387,Grassland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,Grassland
1388,Grassland,Cropland,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1389,Grassland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
1390,Grassland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
1391,Grassland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
1392,Grassland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Bareland,Forest
1393,Grassland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
1394,Grassland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
1395,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1396,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Built-up
1397,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1398,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
1399,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
1400,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
1401,Grassland,Cropland,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
1402,Grassland,Cropland,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
1403,Grassland,Cropland,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
1404,Grassland,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
