Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21KTS_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21KTS_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21KTS_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21KTS_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21KTS_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21KTS_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21KTS_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21KTS_M_R
342,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
343,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
344,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
345,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Water
346,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
347,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
348,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
349,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
350,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Wetland
351,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
352,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Built-up
353,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
354,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
355,Cropland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,NULL
356,Cropland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
357,Cropland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Cropland
358,Cropland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Wetland
359,Cropland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
360,Cropland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Water
361,Cropland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Forest
362,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,NULL
363,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
364,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,Cropland
365,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
366,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
367,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,NULL
368,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
369,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
370,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
371,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
372,Cropland,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
373,Cropland,NULL,Wetland,Water,Wetland,NULL,NULL,Cropland
374,Cropland,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
375,Cropland,NULL,Wetland,Water,Wetland,NULL,NULL,Bareland
376,Cropland,NULL,Wetland,Water,Wetland,NULL,NULL,Water
377,Cropland,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
378,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
379,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Forest
380,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
381,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
382,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
383,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Water
384,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
385,Cropland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
386,Cropland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
387,Cropland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,NULL
388,Cropland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
389,Cropland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
390,Cropland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Water
391,Cropland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Forest
392,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
393,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
394,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
395,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Wetland
396,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
397,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
398,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Water
399,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
400,Cropland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
401,Cropland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Built-up
402,Cropland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
403,Cropland,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
404,Cropland,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Built-up
405,Cropland,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Water
406,Cropland,NULL,Water,NULL,Water,NULL,NULL,NULL
407,Cropland,NULL,Water,NULL,Water,NULL,NULL,Grassland
408,Cropland,NULL,Water,NULL,Water,NULL,NULL,Cropland
409,Cropland,NULL,Water,NULL,Water,NULL,NULL,Wetland
410,Cropland,NULL,Water,NULL,Water,NULL,NULL,Bareland
411,Cropland,NULL,Water,NULL,Water,NULL,NULL,Built-up
412,Cropland,NULL,Water,NULL,Water,NULL,NULL,Water
413,Cropland,NULL,Water,NULL,Water,NULL,NULL,Forest
414,Cropland,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
415,Cropland,NULL,Water,Non_Water,Water,NULL,NULL,Water
416,Cropland,NULL,Water,Water,Water,NULL,NULL,Grassland
417,Cropland,NULL,Water,Water,Water,NULL,NULL,Bareland
418,Cropland,NULL,Water,Water,Water,NULL,NULL,Water
419,Cropland,NULL,Water,Water,Water,NULL,NULL,Forest
420,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
421,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
422,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
423,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
424,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
425,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
426,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
427,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
428,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
429,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
430,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
431,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
432,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
433,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
434,Cropland,NULL,Forest,Water,Non_Wetland,NULL,NULL,NULL
435,Cropland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
436,Cropland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Cropland
437,Cropland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Bareland
438,Cropland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Water
439,Cropland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
440,Wetland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
441,Wetland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
442,Wetland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
443,Wetland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
444,Wetland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
445,Wetland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Water
446,Wetland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
447,Wetland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,NULL
448,Wetland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
449,Wetland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Cropland
450,Wetland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
451,Wetland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
452,Wetland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
453,Wetland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Wetland
454,Wetland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Bareland
455,Wetland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Forest
456,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
457,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
458,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
459,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
460,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
461,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
462,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
463,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
464,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
465,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
466,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
467,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
468,Wetland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
469,Wetland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Cropland
470,Wetland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
471,Wetland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
472,Wetland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
473,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
474,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
475,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
476,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
477,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
478,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Water
479,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
480,Wetland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
481,Wetland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
482,Wetland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
483,Wetland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Wetland
484,Wetland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
485,Wetland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
486,Wetland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
487,Wetland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,NULL
488,Wetland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
489,Wetland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Cropland
490,Wetland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Wetland
491,Wetland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
492,Wetland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Water
493,Wetland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Forest
494,Wetland,NULL,Wetland,NULL,Wetland,NULL,NULL,NULL
495,Wetland,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
496,Wetland,NULL,Wetland,NULL,Wetland,NULL,NULL,Cropland
497,Wetland,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
498,Wetland,NULL,Wetland,NULL,Wetland,NULL,NULL,Bareland
499,Wetland,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
500,Wetland,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
501,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,NULL
502,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
503,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
504,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
505,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
506,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
507,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
508,Wetland,NULL,Wetland,Water,Wetland,NULL,NULL,NULL
509,Wetland,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
510,Wetland,NULL,Wetland,Water,Wetland,NULL,NULL,Cropland
511,Wetland,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
512,Wetland,NULL,Wetland,Water,Wetland,NULL,NULL,Bareland
513,Wetland,NULL,Wetland,Water,Wetland,NULL,NULL,Water
514,Wetland,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
515,Wetland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
516,Wetland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
517,Wetland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
518,Wetland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
519,Wetland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Water
520,Wetland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
521,Wetland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Wetland
522,Wetland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
523,Wetland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,NULL
524,Wetland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
525,Wetland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Cropland
526,Wetland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Wetland
527,Wetland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
528,Wetland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Water
529,Wetland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
530,Wetland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
531,Wetland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
532,Wetland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
533,Wetland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
534,Wetland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
535,Wetland,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
536,Wetland,NULL,Water,NULL,Water,NULL,NULL,NULL
537,Wetland,NULL,Water,NULL,Water,NULL,NULL,Grassland
538,Wetland,NULL,Water,NULL,Water,NULL,NULL,Cropland
539,Wetland,NULL,Water,NULL,Water,NULL,NULL,Wetland
540,Wetland,NULL,Water,NULL,Water,NULL,NULL,Bareland
541,Wetland,NULL,Water,NULL,Water,NULL,NULL,Water
542,Wetland,NULL,Water,NULL,Water,NULL,NULL,Forest
543,Wetland,NULL,Water,Non_Water,Water,NULL,NULL,NULL
544,Wetland,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
545,Wetland,NULL,Water,Non_Water,Water,NULL,NULL,Cropland
546,Wetland,NULL,Water,Non_Water,Water,NULL,NULL,Wetland
547,Wetland,NULL,Water,Non_Water,Water,NULL,NULL,Water
548,Wetland,NULL,Water,Non_Water,Water,NULL,NULL,Forest
549,Wetland,NULL,Water,Water,Water,NULL,NULL,NULL
550,Wetland,NULL,Water,Water,Water,NULL,NULL,Grassland
551,Wetland,NULL,Water,Water,Water,NULL,NULL,Cropland
552,Wetland,NULL,Water,Water,Water,NULL,NULL,Wetland
553,Wetland,NULL,Water,Water,Water,NULL,NULL,Bareland
554,Wetland,NULL,Water,Water,Water,NULL,NULL,Water
555,Wetland,NULL,Water,Water,Water,NULL,NULL,Forest
556,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
557,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
558,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
559,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
560,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
561,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
562,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
563,Wetland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
564,Wetland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
565,Wetland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
566,Wetland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
567,Wetland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
568,Wetland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
569,Wetland,NULL,Forest,Water,Non_Wetland,NULL,NULL,NULL
570,Wetland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
571,Wetland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Cropland
572,Wetland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Wetland
573,Wetland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Bareland
574,Wetland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Water
575,Wetland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
576,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
577,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
578,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
579,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
580,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
581,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
582,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Water
583,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
584,Bareland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,NULL
585,Bareland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
586,Bareland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Cropland
587,Bareland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
588,Bareland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
589,Bareland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
590,Bareland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
591,Bareland,NULL,NULL,Water,Non_Wetland,NULL,NULL,NULL
592,Bareland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
593,Bareland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Cropland
594,Bareland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Wetland
595,Bareland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Bareland
596,Bareland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Water
597,Bareland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Forest
598,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
599,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
600,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
601,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
602,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
603,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
604,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
605,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
606,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
607,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
608,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
609,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
610,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
611,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
612,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
613,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
614,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
615,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
616,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
617,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
618,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
619,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
620,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
621,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
622,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
623,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
624,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
625,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Water
626,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
627,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
628,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
629,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
630,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Wetland
631,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
632,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Built-up
633,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
634,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
635,Bareland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,NULL
636,Bareland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
637,Bareland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Cropland
638,Bareland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Wetland
639,Bareland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
640,Bareland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Water
641,Bareland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Forest
642,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,NULL
643,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
644,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Cropland
645,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
646,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Bareland
647,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
648,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
649,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,NULL
650,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
651,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
652,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
653,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
654,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
655,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
656,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,NULL
657,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
658,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,Cropland
659,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
660,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,Bareland
661,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,Water
662,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
663,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
664,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
665,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
666,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
667,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Water
668,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
669,Bareland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,NULL
670,Bareland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
671,Bareland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Cropland
672,Bareland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Wetland
673,Bareland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
674,Bareland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
675,Bareland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,NULL
676,Bareland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
677,Bareland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Cropland
678,Bareland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Wetland
679,Bareland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
680,Bareland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Water
681,Bareland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Forest
682,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
683,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
684,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
685,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
686,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Water
687,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
