Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_24LVL_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24LVL_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24LVL_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_24LVL_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24LVL_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24LVL_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24LVL_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_24LVL_M_R
6483,Cropland,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
6484,Cropland,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Built-up
6485,Cropland,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
6486,Cropland,NULL,Bareland,NULL,Non_Wetland,Bareland,NULL,Grassland
6487,Cropland,NULL,Bareland,NULL,Non_Wetland,Built-up,Built-up,Forest
6488,Cropland,NULL,Bareland,NULL,Non_Wetland,Water,NULL,Grassland
6489,Cropland,NULL,Bareland,NULL,Non_Wetland,Water,Water,Grassland
6490,Cropland,NULL,Bareland,NULL,Non_Wetland,Water,Water,Bareland
6491,Cropland,NULL,Bareland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
6492,Cropland,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
6493,Cropland,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Water,Grassland
6494,Cropland,NULL,Bareland,Non_Water,Non_Wetland,Water,NULL,Water
6495,Cropland,NULL,Bareland,Water,Non_Wetland,NULL,Grassland,Grassland
6496,Cropland,NULL,Bareland,Water,Non_Wetland,NULL,Water,Grassland
6497,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
6498,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
6499,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
6500,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
6501,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,Shrubland,Built-up
6502,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Grassland
6503,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Built-up
6504,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Forest
6505,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,Wetland,Grassland
6506,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,Bareland,NULL
6507,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,Bareland,Grassland
6508,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,Bareland,Bareland
6509,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,Built-up,Built-up
6510,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,Water,Bareland
6511,Cropland,NULL,Built-up,NULL,Non_Wetland,Shrubland,NULL,NULL
6512,Cropland,NULL,Built-up,NULL,Non_Wetland,Shrubland,NULL,Grassland
6513,Cropland,NULL,Built-up,NULL,Non_Wetland,Shrubland,NULL,Forest
6514,Cropland,NULL,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,NULL
6515,Cropland,NULL,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Forest
6516,Cropland,NULL,Built-up,NULL,Non_Wetland,Shrubland,Built-up,Grassland
6517,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,NULL
6518,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
6519,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Cropland
6520,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Bareland
6521,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Built-up
6522,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Forest
6523,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Grassland
6524,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Built-up
6525,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,NULL
6526,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
6527,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Cropland
6528,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
6529,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
6530,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
6531,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
6532,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,Cropland
6533,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,Bareland
6534,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,Built-up
6535,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,Forest
6536,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,Water,Bareland
6537,Cropland,NULL,Built-up,NULL,Non_Wetland,Wetland,NULL,Grassland
6538,Cropland,NULL,Built-up,NULL,Non_Wetland,Wetland,Bareland,Grassland
6539,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,NULL
6540,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
6541,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Bareland
6542,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
6543,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Built-up
6544,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,NULL
6545,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
6546,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Bareland
6547,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
6548,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,NULL
6549,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
6550,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
6551,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,Grassland
6552,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,Water,NULL
6553,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,Water,Grassland
6554,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,Water,Bareland
6555,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,Water,Built-up
6556,Cropland,NULL,Built-up,NULL,Non_Wetland,Built-up,NULL,Grassland
6557,Cropland,NULL,Built-up,NULL,Non_Wetland,Built-up,Grassland,NULL
6558,Cropland,NULL,Built-up,NULL,Non_Wetland,Built-up,Grassland,Grassland
6559,Cropland,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
6560,Cropland,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Bareland
6561,Cropland,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
6562,Cropland,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Forest
6563,Cropland,NULL,Built-up,NULL,Non_Wetland,Water,Bareland,Grassland
6564,Cropland,NULL,Built-up,NULL,Non_Wetland,Water,Bareland,Bareland
6565,Cropland,NULL,Built-up,NULL,Non_Wetland,Water,Built-up,Grassland
6566,Cropland,NULL,Built-up,NULL,Non_Wetland,Water,Water,Grassland
6567,Cropland,NULL,Built-up,NULL,Non_Wetland,Water,Water,Bareland
6568,Cropland,NULL,Built-up,NULL,Non_Wetland,Forest,Grassland,Built-up
6569,Cropland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
6570,Cropland,NULL,Built-up,Non_Water,Non_Wetland,NULL,Bareland,Grassland
6571,Cropland,NULL,Built-up,Non_Water,Non_Wetland,Wetland,NULL,Grassland
6572,Cropland,NULL,Built-up,Non_Water,Non_Wetland,Wetland,Bareland,Grassland
6573,Cropland,NULL,Built-up,Non_Water,Non_Wetland,Wetland,Bareland,Bareland
6574,Cropland,NULL,Built-up,Non_Water,Non_Wetland,Bareland,NULL,Grassland
6575,Cropland,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Water,Bareland
6576,Cropland,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
6577,Cropland,NULL,Built-up,Water,Non_Wetland,Bareland,Bareland,Grassland
6578,Cropland,NULL,Water,NULL,Water,NULL,NULL,Water
6579,Cropland,NULL,Water,NULL,Water,NULL,Forest,Bareland
6580,Cropland,NULL,Water,Water,Water,Grassland,Grassland,Water
6581,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
6582,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
6583,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
6584,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
6585,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
6586,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
6587,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
6588,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
6589,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,NULL
6590,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Grassland
6591,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Wetland
6592,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
6593,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,NULL
6594,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
6595,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Cropland
6596,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
6597,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
6598,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Wetland
6599,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Bareland,NULL
6600,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Bareland,Grassland
6601,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Bareland,Bareland
6602,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Bareland,Forest
6603,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Water,Grassland
6604,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Water,Forest
6605,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Forest,NULL
6606,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
6607,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Bareland
6608,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Forest
6609,Cropland,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,NULL
6610,Cropland,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
6611,Cropland,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Cropland
6612,Cropland,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
6613,Cropland,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
6614,Cropland,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
6615,Cropland,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
6616,Cropland,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,NULL
6617,Cropland,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
6618,Cropland,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Cropland
6619,Cropland,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
6620,Cropland,NULL,Forest,NULL,Non_Wetland,Shrubland,Bareland,NULL
6621,Cropland,NULL,Forest,NULL,Non_Wetland,Shrubland,Bareland,Grassland
6622,Cropland,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,NULL
6623,Cropland,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Grassland
6624,Cropland,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Cropland
6625,Cropland,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
6626,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,NULL
6627,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
6628,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Cropland
6629,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Built-up
6630,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
6631,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,NULL
6632,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
6633,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Cropland
6634,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
6635,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
6636,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
6637,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
6638,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Bareland
6639,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Built-up
6640,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
6641,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,NULL
6642,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
6643,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Cropland
6644,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
6645,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Built-up,Grassland
6646,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Built-up,Cropland
6647,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Built-up,Built-up
6648,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Grassland
6649,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
6650,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Built-up
6651,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
6652,Cropland,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
6653,Cropland,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Wetland
6654,Cropland,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
6655,Cropland,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
6656,Cropland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
6657,Cropland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
6658,Cropland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
6659,Cropland,NULL,Forest,NULL,Non_Wetland,Wetland,Bareland,Grassland
6660,Cropland,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
6661,Cropland,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Wetland
6662,Cropland,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
6663,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
6664,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Built-up
6665,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
6666,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,Grassland
6667,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,Forest
6668,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,NULL
6669,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
6670,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Cropland
6671,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Bareland
6672,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
6673,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Bareland
6674,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,Built-up,Forest
6675,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Bareland
6676,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
6677,Cropland,NULL,Forest,NULL,Non_Wetland,Built-up,NULL,Grassland
6678,Cropland,NULL,Forest,NULL,Non_Wetland,Built-up,NULL,Cropland
6679,Cropland,NULL,Forest,NULL,Non_Wetland,Built-up,NULL,Forest
6680,Cropland,NULL,Forest,NULL,Non_Wetland,Built-up,Grassland,NULL
6681,Cropland,NULL,Forest,NULL,Non_Wetland,Built-up,Grassland,Grassland
6682,Cropland,NULL,Forest,NULL,Non_Wetland,Built-up,Grassland,Cropland
6683,Cropland,NULL,Forest,NULL,Non_Wetland,Built-up,Grassland,Forest
6684,Cropland,NULL,Forest,NULL,Non_Wetland,Built-up,Built-up,Grassland
6685,Cropland,NULL,Forest,NULL,Non_Wetland,Built-up,Built-up,Built-up
6686,Cropland,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Grassland
6687,Cropland,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Cropland
6688,Cropland,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Built-up
6689,Cropland,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Forest
6690,Cropland,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,Grassland
6691,Cropland,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
6692,Cropland,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
6693,Cropland,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Cropland
6694,Cropland,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
6695,Cropland,NULL,Forest,NULL,Non_Wetland,Forest,Bareland,Grassland
6696,Cropland,NULL,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
6697,Cropland,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
6698,Cropland,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
6699,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
6700,Cropland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
6701,Cropland,NULL,Forest,Non_Water,Non_Wetland,Wetland,NULL,Grassland
6702,Cropland,NULL,Forest,Non_Water,Non_Wetland,Bareland,Built-up,Cropland
6703,Cropland,NULL,Forest,Water,Non_Wetland,Wetland,NULL,Grassland
6704,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,NULL
6705,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
6706,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
6707,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
6708,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
6709,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,Shrubland,NULL
6710,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,Shrubland,Grassland
6711,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,Shrubland,Cropland
6712,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,Shrubland,Wetland
6713,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,Shrubland,Forest
6714,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,NULL
6715,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
6716,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Cropland
6717,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
6718,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,Bareland,Grassland
6719,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,Bareland,Cropland
6720,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,Bareland,Forest
6721,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,Built-up,Grassland
6722,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,Built-up,Cropland
6723,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,Water,Grassland
6724,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,Forest,Grassland
6725,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,Forest,Forest
6726,Cropland,Cropland,NULL,NULL,Non_Wetland,Shrubland,NULL,NULL
6727,Cropland,Cropland,NULL,NULL,Non_Wetland,Shrubland,NULL,Grassland
6728,Cropland,Cropland,NULL,NULL,Non_Wetland,Shrubland,NULL,Cropland
6729,Cropland,Cropland,NULL,NULL,Non_Wetland,Shrubland,NULL,Forest
6730,Cropland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,NULL
6731,Cropland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
6732,Cropland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
6733,Cropland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
6734,Cropland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Grassland,NULL
6735,Cropland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
6736,Cropland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Grassland,Cropland
6737,Cropland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
6738,Cropland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Bareland,Cropland
6739,Cropland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Built-up,Grassland
6740,Cropland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Built-up,Cropland
6741,Cropland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Forest,Forest
6742,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,NULL
6743,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
6744,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
6745,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Bareland
6746,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Built-up
6747,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
6748,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Shrubland,NULL
6749,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
6750,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Shrubland,Cropland
6751,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
6752,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
6753,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
6754,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
6755,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Built-up
6756,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
6757,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Bareland,NULL
6758,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
6759,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Bareland,Cropland
6760,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Bareland,Built-up
6761,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
6762,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Built-up,Grassland
6763,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Built-up,Cropland
6764,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Built-up,Built-up
6765,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Built-up,Forest
6766,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Water,Grassland
6767,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Water,Forest
6768,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,NULL
6769,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
6770,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Cropland
6771,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Built-up
6772,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
6773,Cropland,Cropland,NULL,NULL,Non_Wetland,Wetland,NULL,Grassland
6774,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,NULL
6775,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
6776,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Bareland
6777,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Forest
6778,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,Shrubland,Forest
6779,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
6780,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Cropland
6781,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
6782,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
6783,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
6784,Cropland,Cropland,NULL,NULL,Non_Wetland,Built-up,NULL,Grassland
6785,Cropland,Cropland,NULL,NULL,Non_Wetland,Built-up,NULL,Cropland
6786,Cropland,Cropland,NULL,NULL,Non_Wetland,Built-up,NULL,Built-up
6787,Cropland,Cropland,NULL,NULL,Non_Wetland,Built-up,NULL,Forest
6788,Cropland,Cropland,NULL,NULL,Non_Wetland,Built-up,Grassland,Grassland
6789,Cropland,Cropland,NULL,NULL,Non_Wetland,Built-up,Grassland,Cropland
6790,Cropland,Cropland,NULL,NULL,Non_Wetland,Built-up,Grassland,Built-up
6791,Cropland,Cropland,NULL,NULL,Non_Wetland,Built-up,Grassland,Forest
6792,Cropland,Cropland,NULL,NULL,Non_Wetland,Built-up,Built-up,Grassland
6793,Cropland,Cropland,NULL,NULL,Non_Wetland,Built-up,Built-up,Cropland
6794,Cropland,Cropland,NULL,NULL,Non_Wetland,Built-up,Built-up,Bareland
6795,Cropland,Cropland,NULL,NULL,Non_Wetland,Built-up,Built-up,Built-up
6796,Cropland,Cropland,NULL,NULL,Non_Wetland,Built-up,Built-up,Forest
6797,Cropland,Cropland,NULL,NULL,Non_Wetland,Water,NULL,Cropland
6798,Cropland,Cropland,NULL,NULL,Non_Wetland,Water,Shrubland,Cropland
6799,Cropland,Cropland,NULL,NULL,Non_Wetland,Forest,NULL,Grassland
6800,Cropland,Cropland,NULL,NULL,Non_Wetland,Forest,NULL,Cropland
6801,Cropland,Cropland,NULL,NULL,Non_Wetland,Forest,NULL,Forest
6802,Cropland,Cropland,NULL,NULL,Non_Wetland,Forest,Shrubland,Grassland
