Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21KYQ_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21KYQ_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21KYQ_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21KYQ_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21KYQ_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21KYQ_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21KYQ_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21KYQ_M_R
2183,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,NULL,Built-up
2184,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,NULL,Forest
2185,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,Grassland
2186,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,Cropland
2187,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,Built-up
2188,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,Forest
2189,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Bareland,Grassland
2190,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Bareland,Cropland
2191,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Bareland,Built-up
2192,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Bareland,Forest
2193,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,NULL
2194,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
2195,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Cropland
2196,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Bareland
2197,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
2198,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Water
2199,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Forest
2200,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Forest,Bareland
2201,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Forest,Built-up
2202,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Forest,Forest
2203,NULL,Built-up,Built-up,NULL,Non_Wetland,Forest,NULL,Grassland
2204,NULL,Built-up,Built-up,NULL,Non_Wetland,Forest,NULL,Bareland
2205,NULL,Built-up,Built-up,NULL,Non_Wetland,Forest,NULL,Built-up
2206,NULL,Built-up,Built-up,NULL,Non_Wetland,Forest,NULL,Forest
2207,NULL,Built-up,Built-up,NULL,Non_Wetland,Forest,Bareland,Forest
2208,NULL,Built-up,Built-up,NULL,Non_Wetland,Forest,Built-up,Grassland
2209,NULL,Built-up,Built-up,NULL,Non_Wetland,Forest,Built-up,Built-up
2210,NULL,Built-up,Built-up,NULL,Non_Wetland,Forest,Built-up,Forest
2211,NULL,Built-up,Built-up,NULL,Non_Wetland,Forest,Water,Bareland
2212,NULL,Built-up,Built-up,NULL,Non_Wetland,Forest,Forest,Grassland
2213,NULL,Built-up,Built-up,NULL,Non_Wetland,Forest,Forest,Forest
2214,NULL,Built-up,Built-up,Non_Water,Non_Wetland,NULL,Wetland,Forest
2215,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Bareland,NULL,Grassland
2216,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Bareland,Grassland,Bareland
2217,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Built-up,Built-up,Grassland
2218,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Built-up,Built-up,Cropland
2219,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Built-up,Built-up,Built-up
2220,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Built-up,Built-up,Forest
2221,NULL,Built-up,Built-up,Water,Non_Wetland,Built-up,Built-up,Grassland
2222,NULL,Built-up,Built-up,Water,Non_Wetland,Built-up,Built-up,Bareland
2223,NULL,Built-up,Built-up,Water,Non_Wetland,Built-up,Built-up,Built-up
2224,NULL,Built-up,Built-up,Water,Non_Wetland,Built-up,Built-up,Water
2225,NULL,Built-up,Water,NULL,Water,NULL,NULL,Cropland
2226,NULL,Built-up,Water,NULL,Water,NULL,NULL,Forest
2227,NULL,Built-up,Water,NULL,Water,Bareland,NULL,Water
2228,NULL,Built-up,Water,NULL,Water,Bareland,Built-up,Grassland
2229,NULL,Built-up,Water,NULL,Water,Bareland,Built-up,Bareland
2230,NULL,Built-up,Water,NULL,Water,Bareland,Built-up,Built-up
2231,NULL,Built-up,Water,NULL,Water,Built-up,Built-up,Bareland
2232,NULL,Built-up,Water,Non_Water,Water,Built-up,Built-up,Cropland
2233,NULL,Built-up,Water,Water,Water,NULL,Bareland,Water
2234,NULL,Built-up,Water,Water,Water,Wetland,Bareland,Water
2235,NULL,Built-up,Water,Water,Water,Built-up,Built-up,Water
2236,NULL,Built-up,Water,Water,Water,Built-up,Built-up,Forest
2237,NULL,Built-up,Water,Water,Water,Built-up,Water,Water
2238,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
2239,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
2240,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
2241,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
2242,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
2243,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
2244,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Wetland,NULL
2245,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
2246,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
2247,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Bareland,Grassland
2248,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Bareland,Cropland
2249,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Bareland,Forest
2250,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Built-up,Grassland
2251,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Built-up,Cropland
2252,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Built-up,Built-up
2253,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Built-up,Forest
2254,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
2255,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Forest,Forest
2256,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
2257,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,NULL,Cropland
2258,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
2259,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
2260,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
2261,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
2262,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
2263,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Built-up,Forest
2264,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
2265,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
2266,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
2267,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,Wetland,Built-up
2268,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
2269,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,Bareland,Grassland
2270,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
2271,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,NULL,Built-up
2272,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
2273,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Wetland,Bareland
2274,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
2275,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
2276,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Bareland,Cropland
2277,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
2278,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Built-up,Grassland
2279,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Built-up,Bareland
2280,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Built-up,Forest
2281,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
2282,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,NULL,Grassland
2283,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,NULL,Cropland
2284,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,NULL,Forest
2285,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,Grassland
2286,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,Built-up
2287,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,Water
2288,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,Forest
2289,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Forest,Built-up
2290,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Forest,Forest
2291,NULL,Built-up,Forest,NULL,Non_Wetland,Forest,NULL,Grassland
2292,NULL,Built-up,Forest,NULL,Non_Wetland,Forest,NULL,Bareland
2293,NULL,Built-up,Forest,NULL,Non_Wetland,Forest,NULL,Forest
2294,NULL,Built-up,Forest,NULL,Non_Wetland,Forest,Bareland,Cropland
2295,NULL,Built-up,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
2296,NULL,Built-up,Forest,NULL,Non_Wetland,Forest,Built-up,Grassland
2297,NULL,Built-up,Forest,NULL,Non_Wetland,Forest,Built-up,Cropland
2298,NULL,Built-up,Forest,NULL,Non_Wetland,Forest,Built-up,Forest
2299,NULL,Built-up,Forest,NULL,Non_Wetland,Forest,Forest,Forest
2300,NULL,Built-up,Forest,Non_Water,Non_Wetland,Built-up,Built-up,Grassland
2301,NULL,Built-up,Forest,Non_Water,Non_Wetland,Built-up,Built-up,Cropland
2302,NULL,Built-up,Forest,Non_Water,Non_Wetland,Built-up,Forest,Built-up
2303,NULL,Built-up,Forest,Non_Water,Non_Wetland,Forest,Bareland,Forest
2304,NULL,Built-up,Forest,Water,Non_Wetland,Built-up,Built-up,Cropland
2305,NULL,Water,NULL,NULL,Non_Wetland,NULL,Wetland,Bareland
2306,NULL,Water,NULL,NULL,Non_Wetland,Bareland,Wetland,Bareland
2307,NULL,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
2308,NULL,Water,NULL,Water,Non_Wetland,NULL,Water,Forest
2309,NULL,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
2310,NULL,Water,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
2311,NULL,Water,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
2312,NULL,Water,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
2313,NULL,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
2314,NULL,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
2315,NULL,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Water
2316,NULL,Water,Cropland,NULL,Non_Wetland,NULL,Wetland,Grassland
2317,NULL,Water,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
2318,NULL,Water,Cropland,NULL,Non_Wetland,NULL,Water,Grassland
2319,NULL,Water,Cropland,NULL,Non_Wetland,NULL,Water,Bareland
2320,NULL,Water,Cropland,NULL,Non_Wetland,NULL,Water,Water
2321,NULL,Water,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
2322,NULL,Water,Cropland,NULL,Non_Wetland,Wetland,Wetland,Bareland
2323,NULL,Water,Cropland,NULL,Non_Wetland,Wetland,Wetland,Forest
2324,NULL,Water,Cropland,NULL,Non_Wetland,Wetland,Water,Grassland
2325,NULL,Water,Cropland,NULL,Non_Wetland,Bareland,Wetland,Bareland
2326,NULL,Water,Cropland,NULL,Non_Wetland,Bareland,Water,Bareland
2327,NULL,Water,Cropland,NULL,Non_Wetland,Built-up,NULL,Grassland
2328,NULL,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
2329,NULL,Water,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
2330,NULL,Water,Cropland,Water,Non_Wetland,NULL,Wetland,Grassland
2331,NULL,Water,Bareland,Non_Water,Non_Wetland,NULL,Wetland,Grassland
2332,NULL,Water,Bareland,Water,Non_Wetland,NULL,Water,Grassland
2333,NULL,Water,Built-up,NULL,Non_Wetland,NULL,Wetland,Grassland
2334,NULL,Water,Built-up,NULL,Non_Wetland,NULL,Bareland,Grassland
2335,NULL,Water,Built-up,NULL,Non_Wetland,Wetland,Wetland,Forest
2336,NULL,Water,Built-up,NULL,Non_Wetland,Bareland,Wetland,Bareland
2337,NULL,Water,Built-up,NULL,Non_Wetland,Bareland,Water,Bareland
2338,NULL,Water,Built-up,Non_Water,Non_Wetland,NULL,Bareland,Grassland
2339,NULL,Water,Built-up,Non_Water,Non_Wetland,NULL,Forest,Grassland
2340,NULL,Water,Built-up,Non_Water,Non_Wetland,Bareland,Water,Bareland
2341,NULL,Water,Water,NULL,Water,Bareland,NULL,Water
2342,NULL,Water,Water,NULL,Water,Bareland,Water,Built-up
2343,NULL,Water,Water,Water,Water,Water,Water,Water
2344,NULL,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
2345,NULL,Water,Forest,NULL,Non_Wetland,Forest,NULL,Forest
2346,NULL,Water,Forest,Non_Water,Non_Wetland,Bareland,Wetland,Bareland
2347,NULL,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
2348,NULL,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
2349,NULL,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
2350,NULL,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
2351,NULL,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
2352,NULL,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,Grassland
2353,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
2354,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
2355,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
2356,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
2357,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
2358,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
2359,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
2360,NULL,Forest,NULL,NULL,Non_Wetland,Wetland,NULL,Grassland
2361,NULL,Forest,NULL,NULL,Non_Wetland,Wetland,NULL,Forest
2362,NULL,Forest,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
2363,NULL,Forest,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
2364,NULL,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
2365,NULL,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
2366,NULL,Forest,NULL,NULL,Non_Wetland,Bareland,NULL,Forest
2367,NULL,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
2368,NULL,Forest,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
2369,NULL,Forest,NULL,NULL,Non_Wetland,Forest,NULL,Grassland
2370,NULL,Forest,NULL,NULL,Non_Wetland,Forest,NULL,Forest
2371,NULL,Forest,NULL,NULL,Non_Wetland,Forest,Shrubland,Forest
2372,NULL,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
2373,NULL,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Forest
2374,NULL,Forest,NULL,Non_Water,Non_Wetland,NULL,Wetland,NULL
2375,NULL,Forest,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
2376,NULL,Forest,NULL,Water,Non_Wetland,Wetland,Water,Water
2377,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
2378,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
2379,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
2380,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
2381,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
2382,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,Cropland
2383,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
2384,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
2385,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
2386,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,Bareland,Grassland
2387,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
2388,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
2389,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
2390,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
2391,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2392,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
2393,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
2394,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
2395,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
2396,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
2397,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
2398,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
2399,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
2400,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
2401,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
2402,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
2403,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
2404,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
2405,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
2406,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
2407,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
2408,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2409,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
2410,NULL,Forest,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
2411,NULL,Forest,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
2412,NULL,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
2413,NULL,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
2414,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
2415,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
2416,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
2417,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
2418,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,Wetland,Grassland
2419,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,Forest,Grassland
2420,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
2421,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
2422,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2423,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
2424,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
2425,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
2426,NULL,Forest,Grassland,NULL,Non_Wetland,Wetland,NULL,Grassland
2427,NULL,Forest,Grassland,NULL,Non_Wetland,Wetland,NULL,Forest
2428,NULL,Forest,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
2429,NULL,Forest,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
2430,NULL,Forest,Grassland,NULL,Non_Wetland,Forest,NULL,Grassland
2431,NULL,Forest,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
2432,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
2433,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
2434,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
2435,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
2436,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
2437,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,NULL
2438,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
2439,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
2440,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,Wetland,Grassland
2441,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,Wetland,Forest
2442,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
2443,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,Bareland,Forest
2444,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,Water,Grassland
2445,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
2446,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
2447,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
2448,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Built-up
2449,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
2450,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2451,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
2452,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
2453,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
2454,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
2455,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
2456,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
2457,NULL,Forest,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
2458,NULL,Forest,Cropland,NULL,Non_Wetland,Cropland,NULL,Forest
2459,NULL,Forest,Cropland,NULL,Non_Wetland,Wetland,NULL,Grassland
2460,NULL,Forest,Cropland,NULL,Non_Wetland,Wetland,NULL,Forest
2461,NULL,Forest,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
2462,NULL,Forest,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
2463,NULL,Forest,Cropland,NULL,Non_Wetland,Wetland,Wetland,Grassland
2464,NULL,Forest,Cropland,NULL,Non_Wetland,Wetland,Wetland,Bareland
2465,NULL,Forest,Cropland,NULL,Non_Wetland,Wetland,Wetland,Forest
2466,NULL,Forest,Cropland,NULL,Non_Wetland,Wetland,Bareland,Grassland
2467,NULL,Forest,Cropland,NULL,Non_Wetland,Wetland,Bareland,Bareland
2468,NULL,Forest,Cropland,NULL,Non_Wetland,Wetland,Water,Grassland
2469,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
2470,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
2471,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
2472,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2473,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
2474,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
2475,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,Wetland,Grassland
2476,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,Wetland,Bareland
2477,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,Wetland,Water
2478,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,Wetland,Forest
2479,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
2480,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,Water,Forest
2481,NULL,Forest,Cropland,NULL,Non_Wetland,Forest,NULL,Grassland
2482,NULL,Forest,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
2483,NULL,Forest,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
2484,NULL,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2485,NULL,Forest,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
2486,NULL,Forest,Cropland,Non_Water,Non_Wetland,NULL,Water,Grassland
2487,NULL,Forest,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
2488,NULL,Forest,Wetland,NULL,Wetland,NULL,Wetland,Water
2489,NULL,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Forest
2490,NULL,Forest,Wetland,NULL,Wetland,Wetland,Forest,Forest
2491,NULL,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,NULL
2492,NULL,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
2493,NULL,Forest,Wetland,Water,Wetland,Wetland,Wetland,NULL
2494,NULL,Forest,Wetland,Water,Wetland,Wetland,Wetland,Forest
2495,NULL,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
2496,NULL,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
2497,NULL,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
2498,NULL,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
2499,NULL,Forest,Built-up,NULL,Non_Wetland,NULL,Grassland,Grassland
2500,NULL,Forest,Built-up,NULL,Non_Wetland,NULL,Wetland,Grassland
2501,NULL,Forest,Built-up,NULL,Non_Wetland,NULL,Wetland,Built-up
2502,NULL,Forest,Built-up,NULL,Non_Wetland,NULL,Bareland,Grassland
2503,NULL,Forest,Built-up,NULL,Non_Wetland,NULL,Bareland,Built-up
2504,NULL,Forest,Built-up,NULL,Non_Wetland,NULL,Bareland,Forest
2505,NULL,Forest,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
2506,NULL,Forest,Built-up,NULL,Non_Wetland,Grassland,NULL,Built-up
2507,NULL,Forest,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
2508,NULL,Forest,Built-up,NULL,Non_Wetland,Grassland,Bareland,Bareland
2509,NULL,Forest,Built-up,NULL,Non_Wetland,Wetland,Water,Forest
2510,NULL,Forest,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
2511,NULL,Forest,Built-up,NULL,Non_Wetland,Bareland,NULL,Forest
2512,NULL,Forest,Built-up,NULL,Non_Wetland,Bareland,Wetland,Grassland
