Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21LZL_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21LZL_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21LZL_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21LZL_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21LZL_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21LZL_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21LZL_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21LZL_M_R
73,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,NULL
74,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
75,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,NULL
76,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
77,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Forest
78,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,NULL
79,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
80,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
81,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
82,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
83,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
84,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,NULL
85,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Grassland
86,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Forest
87,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
88,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
89,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
90,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
91,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
92,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
93,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
94,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
95,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
96,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Grassland
97,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
98,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Bareland,Grassland
99,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Forest,Grassland
100,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Forest,Forest
101,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Bareland,Forest
102,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
103,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Grassland
104,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
105,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Water,Grassland
106,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Wetland,Grassland
107,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
108,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
109,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
110,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Forest
111,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Bareland,Forest
112,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Forest,Forest
113,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
114,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
115,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Forest
116,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
117,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
118,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,NULL
119,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
120,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
121,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Built-up,Grassland
122,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
123,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
124,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Forest
125,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Bareland,Grassland
126,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
127,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Shrubland,Forest
128,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
129,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
130,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,NULL
131,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
132,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Bareland,Forest
133,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,Grassland
134,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
135,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
136,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
137,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
138,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
139,NULL,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
140,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
141,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
142,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
143,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
144,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
145,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Bareland,Grassland
146,NULL,NULL,Wetland,NULL,Wetland,Shrubland,NULL,NULL
147,NULL,NULL,Wetland,NULL,Wetland,Shrubland,NULL,Grassland
148,NULL,NULL,Wetland,NULL,Wetland,Shrubland,Grassland,Grassland
149,NULL,NULL,Wetland,NULL,Wetland,Shrubland,Wetland,NULL
150,NULL,NULL,Wetland,NULL,Wetland,Shrubland,Wetland,Forest
151,NULL,NULL,Wetland,NULL,Wetland,Grassland,NULL,NULL
152,NULL,NULL,Wetland,NULL,Wetland,Grassland,NULL,Grassland
153,NULL,NULL,Wetland,NULL,Wetland,Grassland,NULL,Forest
154,NULL,NULL,Wetland,NULL,Wetland,Grassland,Grassland,NULL
155,NULL,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
156,NULL,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Forest
157,NULL,NULL,Wetland,NULL,Wetland,Grassland,Wetland,NULL
158,NULL,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
159,NULL,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Forest
160,NULL,NULL,Wetland,NULL,Wetland,Wetland,NULL,NULL
161,NULL,NULL,Wetland,NULL,Wetland,Wetland,NULL,Grassland
162,NULL,NULL,Wetland,NULL,Wetland,Wetland,NULL,Forest
163,NULL,NULL,Wetland,NULL,Wetland,Wetland,Grassland,NULL
164,NULL,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
165,NULL,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Forest
166,NULL,NULL,Wetland,NULL,Wetland,Wetland,Wetland,NULL
167,NULL,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
168,NULL,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Forest
169,NULL,NULL,Wetland,NULL,Wetland,Wetland,Forest,Forest
170,NULL,NULL,Wetland,NULL,Wetland,Water,Wetland,Grassland
171,NULL,NULL,Wetland,Non_Water,Wetland,Shrubland,Wetland,Forest
172,NULL,NULL,Wetland,Non_Water,Wetland,Shrubland,Water,Forest
173,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Grassland,NULL
174,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Grassland,Grassland
175,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
176,NULL,NULL,Wetland,Water,Wetland,Shrubland,Wetland,Forest
177,NULL,NULL,Wetland,Water,Wetland,Grassland,Grassland,Grassland
178,NULL,NULL,Wetland,Water,Wetland,Grassland,Grassland,Forest
179,NULL,NULL,Wetland,Water,Wetland,Wetland,Grassland,Grassland
180,NULL,NULL,Wetland,Water,Wetland,Wetland,Wetland,Grassland
181,NULL,NULL,Wetland,Water,Wetland,Wetland,Wetland,Wetland
182,NULL,NULL,Wetland,Water,Wetland,Wetland,Wetland,Bareland
183,NULL,NULL,Wetland,Water,Wetland,Wetland,Wetland,Forest
184,NULL,NULL,Wetland,Water,Wetland,Wetland,Water,Grassland
185,NULL,NULL,Wetland,Water,Wetland,Water,Wetland,Grassland
186,NULL,NULL,Wetland,Water,Wetland,Water,Water,Grassland
187,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
188,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Bareland
189,NULL,NULL,Water,NULL,Water,Wetland,Wetland,Forest
190,NULL,NULL,Water,NULL,Water,Water,Wetland,Wetland
191,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
192,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
193,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
194,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,NULL
195,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
196,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
197,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Wetland,NULL
198,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Wetland,Wetland
199,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Wetland,Forest
200,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Bareland,Grassland
201,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Bareland,Forest
202,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Grassland
203,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
204,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,NULL
205,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
206,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
207,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
208,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
209,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
210,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
211,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,NULL
212,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
213,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
214,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
215,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
216,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
217,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
218,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,Grassland
219,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Forest
220,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,Bareland,Grassland
221,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,Bareland,Forest
222,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,Forest,Forest
223,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,NULL
224,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
225,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
226,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,NULL
227,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,Grassland
228,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,Forest
229,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,NULL
230,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
231,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
232,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
233,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
234,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
235,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
236,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Bareland,NULL
237,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Bareland,Grassland
238,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Bareland,Forest
239,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,NULL
240,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
241,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
242,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,Forest
243,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
244,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
245,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
246,NULL,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
247,NULL,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
248,NULL,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Wetland
249,NULL,NULL,Forest,NULL,Non_Wetland,Water,Bareland,Forest
250,NULL,NULL,Forest,NULL,Non_Wetland,Water,Forest,Forest
251,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
252,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
253,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
254,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
255,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
256,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,NULL
257,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
258,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
259,NULL,NULL,Forest,Water,Non_Wetland,Wetland,Water,Grassland
260,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Built-up,Grassland
261,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
262,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
263,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
264,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Forest
265,NULL,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
266,NULL,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Built-up,Grassland
267,NULL,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Built-up,Forest
268,NULL,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
269,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
270,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
271,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
272,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Built-up,Grassland
273,NULL,Cropland,Grassland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
274,NULL,Cropland,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
275,NULL,Cropland,Grassland,NULL,Non_Wetland,Wetland,Built-up,Grassland
276,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
277,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
278,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
279,NULL,Cropland,Cropland,NULL,Non_Wetland,Wetland,Built-up,Grassland
280,NULL,Cropland,Cropland,NULL,Non_Wetland,Wetland,Built-up,Cropland
281,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
282,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
283,NULL,Wetland,Wetland,NULL,Wetland,Water,Water,Grassland
284,NULL,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Grassland
285,NULL,Bareland,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
286,NULL,Bareland,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
287,NULL,Bareland,Wetland,Water,Wetland,Wetland,Wetland,Grassland
288,NULL,Bareland,Wetland,Water,Wetland,Wetland,Water,Grassland
289,NULL,Bareland,Wetland,Water,Wetland,Wetland,Water,Bareland
290,NULL,Bareland,Wetland,Water,Wetland,Water,Wetland,Water
291,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
292,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
293,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
294,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Built-up,Grassland
295,NULL,Water,NULL,Water,Non_Wetland,Wetland,Water,Grassland
296,NULL,Water,NULL,Water,Non_Wetland,Water,Wetland,Grassland
297,NULL,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
298,NULL,Water,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
299,NULL,Water,Shrubland,Water,Non_Wetland,Wetland,Water,Grassland
300,NULL,Water,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
301,NULL,Water,Cropland,Non_Water,Non_Wetland,Water,Wetland,Grassland
302,NULL,Water,Cropland,Water,Non_Wetland,Water,Wetland,Grassland
303,NULL,Water,Wetland,NULL,Wetland,Grassland,Water,Forest
304,NULL,Water,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
305,NULL,Water,Wetland,NULL,Wetland,Wetland,Water,Grassland
306,NULL,Water,Wetland,NULL,Wetland,Water,Water,Bareland
307,NULL,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
308,NULL,Water,Wetland,Water,Wetland,Shrubland,Wetland,Grassland
309,NULL,Water,Wetland,Water,Wetland,Grassland,Water,Grassland
310,NULL,Water,Wetland,Water,Wetland,Wetland,Wetland,Grassland
311,NULL,Water,Wetland,Water,Wetland,Wetland,Wetland,Wetland
312,NULL,Water,Wetland,Water,Wetland,Wetland,Wetland,Water
313,NULL,Water,Wetland,Water,Wetland,Wetland,Wetland,Forest
314,NULL,Water,Wetland,Water,Wetland,Wetland,Water,Grassland
315,NULL,Water,Wetland,Water,Wetland,Wetland,Water,Wetland
316,NULL,Water,Wetland,Water,Wetland,Wetland,Water,Water
317,NULL,Water,Wetland,Water,Wetland,Water,Wetland,Grassland
318,NULL,Water,Wetland,Water,Wetland,Water,Wetland,Water
319,NULL,Water,Wetland,Water,Wetland,Water,Water,Grassland
320,NULL,Water,Wetland,Water,Wetland,Water,Water,Water
321,NULL,Water,Water,Water,Water,Shrubland,Water,Grassland
322,NULL,Water,Water,Water,Water,Wetland,Wetland,Grassland
323,NULL,Water,Forest,Water,Non_Wetland,Water,Water,Water
324,NULL,Water,Forest,Water,Non_Wetland,Water,Water,Forest
325,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,Forest,Forest
326,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
327,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
328,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
329,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
