Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19KGT_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19KGT_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19KGT_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19KGT_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19KGT_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19KGT_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19KGT_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19KGT_M_R
327,Cropland,Bareland,Wetland,Water,Wetland,NULL,NULL,Bareland
328,Cropland,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
329,Cropland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
330,Cropland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
331,Cropland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
332,Cropland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
333,Cropland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
334,Cropland,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
335,Cropland,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
336,Cropland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
337,Cropland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
338,Cropland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
339,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
340,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
341,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
342,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
343,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
344,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
345,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
346,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
347,Cropland,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Cropland
348,Cropland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
349,Cropland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
350,Cropland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
351,Cropland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
352,Cropland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
353,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
354,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
355,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
356,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
357,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
358,Cropland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
359,Cropland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
360,Cropland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
361,Cropland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
362,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
363,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
364,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
365,Wetland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
366,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
367,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
368,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
369,Wetland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
370,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
371,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
372,Wetland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
373,Wetland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
374,Wetland,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
375,Wetland,NULL,Wetland,NULL,Wetland,NULL,NULL,Bareland
376,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
377,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
378,Wetland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
379,Wetland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
380,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
381,Wetland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
382,Wetland,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
383,Wetland,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Cropland
384,Wetland,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
385,Wetland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
386,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
387,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
388,Wetland,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
389,Wetland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Wetland
390,Wetland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
391,Wetland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
392,Wetland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Water
393,Wetland,Wetland,Wetland,Water,Wetland,NULL,NULL,Grassland
394,Wetland,Wetland,Wetland,Water,Wetland,NULL,NULL,Wetland
395,Wetland,Wetland,Wetland,Water,Wetland,NULL,NULL,Water
396,Wetland,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
397,Wetland,Wetland,Bareland,Water,Non_Wetland,NULL,NULL,Water
398,Wetland,Wetland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
399,Wetland,Wetland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Cropland
400,Wetland,Wetland,Water,Water,Water,NULL,NULL,Wetland
401,Wetland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
402,Wetland,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Water
403,Wetland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Grassland
404,Wetland,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
405,Wetland,Water,Wetland,Water,Wetland,NULL,NULL,Wetland
406,Wetland,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
407,Wetland,Water,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
408,Wetland,Water,Water,Water,Water,NULL,NULL,Wetland
409,Wetland,Forest,NULL,Water,Non_Wetland,NULL,NULL,Grassland
410,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
411,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
412,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
413,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
414,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
415,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
416,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Water
417,Bareland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
418,Bareland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
419,Bareland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
420,Bareland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
421,Bareland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Bareland
422,Bareland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Water
423,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
424,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
425,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
426,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
427,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
428,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
429,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
430,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
431,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
432,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
433,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
434,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
435,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
436,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
437,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,NULL
438,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
439,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
440,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
441,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
442,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
443,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
444,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
445,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
446,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
447,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Water
448,Bareland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
449,Bareland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
450,Bareland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Cropland
451,Bareland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
452,Bareland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
453,Bareland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
454,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
455,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
456,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
457,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
458,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
459,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Water
460,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
461,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
462,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
463,Bareland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
464,Bareland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
465,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
466,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Cropland
467,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Bareland
468,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
469,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
470,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
471,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
472,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
473,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
474,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,Cropland
475,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,Bareland
476,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,Water
477,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,NULL
478,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
479,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Cropland
480,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
481,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Built-up
482,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Water
483,Bareland,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Grassland
484,Bareland,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Bareland
485,Bareland,NULL,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Bareland
486,Bareland,NULL,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Water
487,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
488,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
489,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
490,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Wetland
491,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
492,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
493,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Water
494,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
495,Bareland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,NULL
496,Bareland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
497,Bareland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Cropland
498,Bareland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
499,Bareland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Built-up
500,Bareland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
501,Bareland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,NULL
502,Bareland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
503,Bareland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Cropland
504,Bareland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
505,Bareland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Water
506,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
507,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
508,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
509,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
510,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
511,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Water
512,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
513,Bareland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
514,Bareland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Cropland
515,Bareland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
516,Bareland,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Cropland
517,Bareland,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
518,Bareland,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Water
519,Bareland,NULL,Water,NULL,Water,NULL,NULL,Grassland
520,Bareland,NULL,Water,NULL,Water,NULL,NULL,Bareland
521,Bareland,NULL,Water,NULL,Water,NULL,NULL,Water
522,Bareland,NULL,Water,Non_Water,Water,NULL,NULL,Bareland
523,Bareland,NULL,Water,Water,Water,NULL,NULL,Grassland
524,Bareland,NULL,Water,Water,Water,NULL,NULL,Bareland
525,Bareland,NULL,Water,Water,Water,NULL,NULL,Water
526,Bareland,NULL,Water,Water,Water,NULL,NULL,Forest
527,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
528,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
529,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
530,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
531,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
532,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
533,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
534,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
535,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
536,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
537,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
538,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
539,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
540,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
541,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
542,Bareland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
543,Bareland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Grassland
544,Bareland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Cropland
545,Bareland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Bareland
546,Bareland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
547,Bareland,Cropland,Wetland,Water,Wetland,NULL,NULL,Bareland
548,Bareland,Cropland,Wetland,Water,Wetland,NULL,NULL,Water
549,Bareland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,NULL
550,Bareland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
551,Bareland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
552,Bareland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
553,Bareland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
554,Bareland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
555,Bareland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Wetland
556,Bareland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
557,Bareland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
558,Bareland,Cropland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
559,Bareland,Cropland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Cropland
560,Bareland,Cropland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Wetland
561,Bareland,Cropland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
562,Bareland,Cropland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
563,Bareland,Cropland,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
564,Bareland,Cropland,Bareland,Water,Non_Wetland,NULL,NULL,Water
565,Bareland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
566,Bareland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
567,Bareland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
568,Bareland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
569,Bareland,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
570,Bareland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
571,Bareland,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
572,Bareland,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
573,Bareland,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
574,Bareland,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Cropland
575,Bareland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
576,Bareland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
577,Bareland,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
578,Bareland,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
579,Bareland,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
580,Bareland,Wetland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
581,Bareland,Wetland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
582,Bareland,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
583,Bareland,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
584,Bareland,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Water
585,Bareland,Bareland,NULL,Water,Non_Wetland,NULL,NULL,Bareland
586,Bareland,Bareland,NULL,Water,Non_Wetland,NULL,NULL,Water
587,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
588,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
589,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
590,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
591,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
592,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
593,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
594,Bareland,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
595,Bareland,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
596,Bareland,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Built-up
597,Bareland,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
598,Bareland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
599,Bareland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
600,Bareland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
601,Bareland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
602,Bareland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
603,Bareland,Bareland,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
604,Bareland,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
605,Bareland,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
606,Bareland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Grassland
607,Bareland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Cropland
608,Bareland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Wetland
609,Bareland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Bareland
610,Bareland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Built-up
611,Bareland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Water
612,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
613,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
614,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
615,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Water
616,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Grassland
617,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Cropland
618,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Bareland
619,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Water
620,Bareland,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
621,Bareland,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
622,Bareland,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Water
623,Bareland,Bareland,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Bareland
624,Bareland,Bareland,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Water
625,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
626,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
627,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
628,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
629,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
630,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Water
631,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
632,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
633,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Cropland
634,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
635,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Built-up
636,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
637,Bareland,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
638,Bareland,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Cropland
639,Bareland,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
640,Bareland,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Water
641,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
642,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
643,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
644,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
645,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Water
646,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
647,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
648,Bareland,Bareland,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
649,Bareland,Bareland,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
650,Bareland,Bareland,Built-up,Water,Non_Wetland,NULL,NULL,Water
651,Bareland,Bareland,Water,NULL,Water,NULL,NULL,Grassland
652,Bareland,Bareland,Water,NULL,Water,NULL,NULL,Bareland
653,Bareland,Bareland,Water,NULL,Water,NULL,NULL,Water
654,Bareland,Bareland,Water,Non_Water,Water,NULL,NULL,Bareland
655,Bareland,Bareland,Water,Water,Water,NULL,NULL,Bareland
656,Bareland,Bareland,Water,Water,Water,NULL,NULL,Water
657,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
658,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
659,Bareland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
