Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22KBD_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22KBD_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22KBD_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22KBD_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22KBD_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22KBD_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22KBD_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22KBD_M_R
1421,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
1422,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Cropland
1423,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
1424,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Wetland,NULL
1425,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Forest,NULL
1426,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
1427,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Forest,Forest
1428,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
1429,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
1430,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
1431,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
1432,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
1433,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,NULL
1434,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
1435,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
1436,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,Forest,Grassland
1437,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
1438,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,NULL
1439,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
1440,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Cropland
1441,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
1442,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,NULL
1443,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1444,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,Cropland
1445,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
1446,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
1447,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1448,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
1449,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1450,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Wetland,NULL
1451,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
1452,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Water,Grassland
1453,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
1454,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
1455,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Cropland
1456,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
1457,NULL,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,Grassland
1458,NULL,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,Cropland
1459,NULL,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,Forest
1460,NULL,Cropland,Forest,NULL,Non_Wetland,Wetland,NULL,NULL
1461,NULL,Cropland,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
1462,NULL,Cropland,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
1463,NULL,Cropland,Forest,NULL,Non_Wetland,Wetland,Shrubland,Grassland
1464,NULL,Cropland,Forest,NULL,Non_Wetland,Wetland,Grassland,NULL
1465,NULL,Cropland,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
1466,NULL,Cropland,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
1467,NULL,Cropland,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
1468,NULL,Cropland,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
1469,NULL,Cropland,Forest,NULL,Non_Wetland,Wetland,Wetland,Water
1470,NULL,Cropland,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
1471,NULL,Cropland,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
1472,NULL,Cropland,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
1473,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
1474,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
1475,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
1476,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
1477,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
1478,NULL,Cropland,Forest,NULL,Non_Wetland,Forest,NULL,NULL
1479,NULL,Cropland,Forest,NULL,Non_Wetland,Forest,NULL,Forest
1480,NULL,Cropland,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
1481,NULL,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,NULL
1482,NULL,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
1483,NULL,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Cropland
1484,NULL,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
1485,NULL,Cropland,Forest,NULL,Non_Wetland,Forest,Wetland,Wetland
1486,NULL,Cropland,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
1487,NULL,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,NULL
1488,NULL,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
1489,NULL,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,Cropland
1490,NULL,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,Forest
1491,NULL,Cropland,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Forest
1492,NULL,Cropland,Forest,Non_Water,Non_Wetland,Wetland,NULL,Forest
1493,NULL,Cropland,Forest,Non_Water,Non_Wetland,Wetland,Shrubland,Grassland
1494,NULL,Cropland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1495,NULL,Cropland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
1496,NULL,Cropland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Water
1497,NULL,Cropland,Forest,Non_Water,Non_Wetland,Wetland,Bareland,NULL
1498,NULL,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
1499,NULL,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Cropland
1500,NULL,Bareland,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
1501,NULL,Bareland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1502,NULL,Bareland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Cropland
1503,NULL,Bareland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
1504,NULL,Bareland,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
1505,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1506,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Shrubland,Forest
1507,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
1508,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Grassland,Bareland
1509,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Grassland,Built-up
1510,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
1511,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Wetland,NULL
1512,NULL,Built-up,NULL,NULL,Non_Wetland,Shrubland,NULL,Forest
1513,NULL,Built-up,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
1514,NULL,Built-up,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
1515,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,NULL,NULL
1516,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
1517,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,NULL,Built-up
1518,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
1519,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Shrubland,Cropland
1520,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
1521,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
1522,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
1523,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
1524,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Bareland
1525,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Built-up
1526,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
1527,NULL,Built-up,NULL,NULL,Non_Wetland,Wetland,NULL,Forest
1528,NULL,Built-up,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
1529,NULL,Built-up,NULL,NULL,Non_Wetland,Wetland,Wetland,Built-up
1530,NULL,Built-up,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
1531,NULL,Built-up,NULL,NULL,Non_Wetland,Wetland,Water,Grassland
1532,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,NULL,NULL
1533,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
1534,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,NULL,Built-up
1535,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,NULL,Forest
1536,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Grassland,Cropland
1537,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
1538,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Wetland,Forest
1539,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Cropland
1540,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,NULL,Grassland
1541,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Grassland,NULL
1542,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Grassland,Built-up
1543,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Grassland,Forest
1544,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Built-up
1545,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Forest
1546,NULL,Built-up,NULL,NULL,Non_Wetland,Forest,Shrubland,Forest
1547,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1548,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1549,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
1550,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1551,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
1552,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1553,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
1554,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
1555,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
1556,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Grassland,Cropland
1557,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Grassland,Built-up
1558,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
1559,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
1560,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Wetland,Cropland
1561,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
1562,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
1563,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
1564,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
1565,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
1566,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,Built-up
1567,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
1568,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
1569,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
1570,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1571,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
1572,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
1573,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
1574,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
1575,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Wetland,NULL
1576,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1577,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Bareland
1578,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1579,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
1580,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
1581,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Cropland
1582,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Built-up
1583,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
1584,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
1585,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
1586,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Forest
1587,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1588,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
1589,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
1590,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
1591,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,Cropland
1592,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
1593,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
1594,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
1595,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
1596,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
1597,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1598,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Cropland
1599,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
1600,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
1601,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Wetland,NULL
1602,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
1603,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Built-up
1604,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Water
1605,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
1606,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
1607,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
1608,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
1609,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,NULL,NULL
1610,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,NULL,Grassland
1611,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,NULL,Built-up
1612,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,NULL,Forest
1613,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Forest
1614,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
1615,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Cropland
1616,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Forest
1617,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Wetland,Water
1618,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,NULL
1619,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
1620,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Cropland
1621,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Bareland
1622,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
1623,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Water
1624,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Forest
1625,NULL,Built-up,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
1626,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1627,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
1628,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1629,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
1630,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1631,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
1632,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland,NULL
1633,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
1634,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
1635,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland,Bareland
1636,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland,Built-up
1637,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
1638,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Wetland,NULL
1639,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
1640,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Bareland,Cropland
1641,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Bareland,Bareland
1642,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Built-up,Cropland
1643,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Built-up,Forest
1644,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Forest,Cropland
1645,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Forest,Bareland
1646,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Forest,Built-up
1647,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
1648,NULL,Built-up,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
1649,NULL,Built-up,Cropland,NULL,Non_Wetland,Shrubland,NULL,Cropland
1650,NULL,Built-up,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
1651,NULL,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
1652,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
1653,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
1654,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
1655,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Bareland
1656,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Built-up
1657,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
1658,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Shrubland,NULL
1659,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1660,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
1661,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
1662,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
1663,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1664,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
1665,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
1666,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
1667,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
1668,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Wetland,NULL
1669,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1670,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Bareland,NULL
1671,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1672,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Bareland,Cropland
1673,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Bareland,Built-up
1674,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,NULL
1675,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
1676,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Cropland
1677,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Built-up
1678,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Forest
1679,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
1680,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Forest,Cropland
1681,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Forest,Built-up
1682,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
1683,NULL,Built-up,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
1684,NULL,Built-up,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
1685,NULL,Built-up,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
1686,NULL,Built-up,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
1687,NULL,Built-up,Cropland,NULL,Non_Wetland,Cropland,Grassland,Forest
1688,NULL,Built-up,Cropland,NULL,Non_Wetland,Cropland,Built-up,Cropland
1689,NULL,Built-up,Cropland,NULL,Non_Wetland,Wetland,NULL,NULL
1690,NULL,Built-up,Cropland,NULL,Non_Wetland,Wetland,NULL,Grassland
1691,NULL,Built-up,Cropland,NULL,Non_Wetland,Wetland,NULL,Cropland
1692,NULL,Built-up,Cropland,NULL,Non_Wetland,Wetland,NULL,Water
1693,NULL,Built-up,Cropland,NULL,Non_Wetland,Wetland,NULL,Forest
1694,NULL,Built-up,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
1695,NULL,Built-up,Cropland,NULL,Non_Wetland,Wetland,Wetland,Water
1696,NULL,Built-up,Cropland,NULL,Non_Wetland,Wetland,Bareland,Forest
1697,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,NULL
1698,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
1699,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
1700,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
1701,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Built-up
1702,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
1703,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,NULL
1704,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1705,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
1706,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
1707,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
1708,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
1709,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Wetland,Built-up
1710,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,NULL
1711,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1712,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Cropland
1713,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
1714,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Built-up
1715,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Grassland
1716,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Cropland
1717,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Built-up
1718,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Forest
1719,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Forest,Cropland
1720,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,NULL,Grassland
1721,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,NULL,Forest
1722,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Shrubland,Forest
1723,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
1724,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,Cropland
1725,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,Built-up
1726,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,Forest
1727,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,NULL
1728,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
1729,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Cropland
1730,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Bareland
1731,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Built-up
1732,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Water
1733,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Forest
1734,NULL,Built-up,Cropland,NULL,Non_Wetland,Forest,Wetland,Forest
1735,NULL,Built-up,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,NULL
1736,NULL,Built-up,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1737,NULL,Built-up,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
1738,NULL,Built-up,Cropland,Water,Non_Wetland,Bareland,Wetland,Forest
