Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_25MBN_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_25MBN_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_25MBN_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_25MBN_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_25MBN_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_25MBN_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_25MBN_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_25MBN_M_R
1967,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
1968,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
1969,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
1970,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
1971,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1972,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Wetland,Cropland
1973,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Bareland
1974,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Built-up,NULL
1975,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
1976,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Built-up,Cropland
1977,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Built-up,Bareland
1978,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Built-up,Forest
1979,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
1980,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
1981,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Cropland
1982,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,NULL
1983,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
1984,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
1985,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Bareland
1986,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Built-up
1987,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Forest
1988,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Shrubland,NULL
1989,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
1990,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Cropland
1991,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Forest
1992,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,NULL
1993,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
1994,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
1995,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Bareland
1996,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Wetland,Grassland
1997,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Wetland,Cropland
1998,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Bareland,Grassland
1999,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Bareland,Cropland
2000,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Built-up,NULL
2001,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Built-up,Grassland
2002,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Built-up,Cropland
2003,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Built-up,Bareland
2004,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Built-up,Built-up
2005,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Built-up,Forest
2006,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Forest,Grassland
2007,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Forest,Cropland
2008,NULL,Cropland,Cropland,NULL,Non_Wetland,Wetland,NULL,NULL
2009,NULL,Cropland,Cropland,NULL,Non_Wetland,Wetland,NULL,Grassland
2010,NULL,Cropland,Cropland,NULL,Non_Wetland,Wetland,NULL,Wetland
2011,NULL,Cropland,Cropland,NULL,Non_Wetland,Wetland,Wetland,NULL
2012,NULL,Cropland,Cropland,NULL,Non_Wetland,Wetland,Wetland,Grassland
2013,NULL,Cropland,Cropland,NULL,Non_Wetland,Wetland,Wetland,Wetland
2014,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,NULL
2015,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
2016,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
2017,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
2018,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Built-up
2019,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Water
2020,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
2021,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
2022,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Cropland
2023,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,NULL
2024,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2025,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
2026,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
2027,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
2028,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
2029,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
2030,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Cropland
2031,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
2032,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Built-up
2033,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Built-up,Grassland
2034,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Built-up,Cropland
2035,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Built-up,Bareland
2036,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Built-up,Built-up
2037,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,NULL,NULL
2038,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,NULL,Grassland
2039,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,NULL,Cropland
2040,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,NULL,Bareland
2041,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,NULL,Built-up
2042,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,NULL,Forest
2043,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,Shrubland,Built-up
2044,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
2045,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,Grassland,Cropland
2046,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,Grassland,Built-up
2047,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,Grassland,Forest
2048,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,Built-up,NULL
2049,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
2050,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Cropland
2051,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Bareland
2052,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Built-up
2053,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Forest
2054,NULL,Cropland,Cropland,NULL,Non_Wetland,Water,NULL,Grassland
2055,NULL,Cropland,Cropland,NULL,Non_Wetland,Forest,NULL,NULL
2056,NULL,Cropland,Cropland,NULL,Non_Wetland,Forest,NULL,Grassland
2057,NULL,Cropland,Cropland,NULL,Non_Wetland,Forest,NULL,Cropland
2058,NULL,Cropland,Cropland,NULL,Non_Wetland,Forest,NULL,Bareland
2059,NULL,Cropland,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
2060,NULL,Cropland,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
2061,NULL,Cropland,Cropland,NULL,Non_Wetland,Forest,Grassland,Cropland
2062,NULL,Cropland,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
2063,NULL,Cropland,Cropland,NULL,Non_Wetland,Forest,Built-up,Grassland
2064,NULL,Cropland,Cropland,NULL,Non_Wetland,Forest,Forest,Grassland
2065,NULL,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2066,NULL,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
2067,NULL,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Wetland
2068,NULL,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
2069,NULL,Cropland,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
2070,NULL,Cropland,Cropland,Non_Water,Non_Wetland,NULL,Built-up,Grassland
2071,NULL,Cropland,Cropland,Non_Water,Non_Wetland,NULL,Water,Grassland
2072,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Shrubland,NULL,NULL
2073,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
2074,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Shrubland,NULL,Water
2075,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Shrubland,Water,Grassland
2076,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Shrubland,Water,Bareland
2077,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
2078,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Bareland
2079,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
2080,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
2081,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Cropland,NULL,Grassland
2082,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Cropland,NULL,Cropland
2083,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Cropland,NULL,Bareland
2084,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Cropland,NULL,Water
2085,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
2086,NULL,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
2087,NULL,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Cropland
2088,NULL,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Wetland
2089,NULL,Cropland,Cropland,Water,Non_Wetland,NULL,Water,Grassland
2090,NULL,Cropland,Cropland,Water,Non_Wetland,Grassland,NULL,Grassland
2091,NULL,Cropland,Cropland,Water,Non_Wetland,Bareland,Built-up,Built-up
2092,NULL,Cropland,Cropland,Water,Non_Wetland,Water,NULL,Grassland
2093,NULL,Cropland,Wetland,NULL,Wetland,NULL,NULL,NULL
2094,NULL,Cropland,Wetland,NULL,Wetland,NULL,NULL,Grassland
2095,NULL,Cropland,Wetland,NULL,Wetland,NULL,NULL,Cropland
2096,NULL,Cropland,Wetland,NULL,Wetland,NULL,NULL,Wetland
2097,NULL,Cropland,Wetland,NULL,Wetland,NULL,NULL,Forest
2098,NULL,Cropland,Wetland,NULL,Wetland,NULL,Grassland,Forest
2099,NULL,Cropland,Wetland,NULL,Wetland,NULL,Wetland,NULL
2100,NULL,Cropland,Wetland,NULL,Wetland,NULL,Wetland,Grassland
2101,NULL,Cropland,Wetland,NULL,Wetland,NULL,Wetland,Wetland
2102,NULL,Cropland,Wetland,NULL,Wetland,NULL,Wetland,Built-up
2103,NULL,Cropland,Wetland,NULL,Wetland,NULL,Wetland,Forest
2104,NULL,Cropland,Wetland,NULL,Wetland,NULL,Bareland,Grassland
2105,NULL,Cropland,Wetland,NULL,Wetland,NULL,Bareland,Wetland
2106,NULL,Cropland,Wetland,NULL,Wetland,NULL,Bareland,Bareland
2107,NULL,Cropland,Wetland,NULL,Wetland,NULL,Built-up,Grassland
2108,NULL,Cropland,Wetland,NULL,Wetland,NULL,Water,Grassland
2109,NULL,Cropland,Wetland,NULL,Wetland,NULL,Water,Wetland
2110,NULL,Cropland,Wetland,NULL,Wetland,NULL,Forest,Grassland
2111,NULL,Cropland,Wetland,NULL,Wetland,NULL,Forest,Wetland
2112,NULL,Cropland,Wetland,NULL,Wetland,Shrubland,NULL,Grassland
2113,NULL,Cropland,Wetland,NULL,Wetland,Shrubland,NULL,Forest
2114,NULL,Cropland,Wetland,NULL,Wetland,Cropland,NULL,Grassland
2115,NULL,Cropland,Wetland,NULL,Wetland,Wetland,NULL,Grassland
2116,NULL,Cropland,Wetland,NULL,Wetland,Wetland,NULL,Wetland
2117,NULL,Cropland,Wetland,NULL,Wetland,Wetland,NULL,Forest
2118,NULL,Cropland,Wetland,NULL,Wetland,Wetland,Wetland,NULL
2119,NULL,Cropland,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
2120,NULL,Cropland,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
2121,NULL,Cropland,Wetland,NULL,Wetland,Wetland,Wetland,Built-up
2122,NULL,Cropland,Wetland,NULL,Wetland,Wetland,Wetland,Forest
2123,NULL,Cropland,Wetland,NULL,Wetland,Wetland,Bareland,NULL
2124,NULL,Cropland,Wetland,NULL,Wetland,Wetland,Bareland,Grassland
2125,NULL,Cropland,Wetland,NULL,Wetland,Wetland,Bareland,Wetland
2126,NULL,Cropland,Wetland,NULL,Wetland,Wetland,Bareland,Forest
2127,NULL,Cropland,Wetland,NULL,Wetland,Wetland,Forest,NULL
2128,NULL,Cropland,Wetland,NULL,Wetland,Wetland,Forest,Wetland
2129,NULL,Cropland,Wetland,NULL,Wetland,Bareland,NULL,Grassland
2130,NULL,Cropland,Wetland,NULL,Wetland,Bareland,Bareland,Wetland
2131,NULL,Cropland,Wetland,NULL,Wetland,Bareland,Bareland,Forest
2132,NULL,Cropland,Wetland,NULL,Wetland,Water,NULL,Wetland
2133,NULL,Cropland,Wetland,NULL,Wetland,Water,Wetland,Wetland
2134,NULL,Cropland,Wetland,NULL,Wetland,Water,Bareland,Wetland
2135,NULL,Cropland,Wetland,NULL,Wetland,Forest,NULL,Grassland
2136,NULL,Cropland,Wetland,NULL,Wetland,Forest,NULL,Cropland
2137,NULL,Cropland,Wetland,NULL,Wetland,Forest,NULL,Forest
2138,NULL,Cropland,Wetland,NULL,Wetland,Forest,Bareland,Wetland
2139,NULL,Cropland,Wetland,NULL,Wetland,Forest,Bareland,Forest
2140,NULL,Cropland,Wetland,NULL,Wetland,Forest,Forest,Grassland
2141,NULL,Cropland,Wetland,NULL,Wetland,Forest,Forest,Forest
2142,NULL,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
2143,NULL,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
2144,NULL,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
2145,NULL,Cropland,Wetland,Non_Water,Wetland,NULL,Bareland,Grassland
2146,NULL,Cropland,Wetland,Non_Water,Wetland,NULL,Bareland,Wetland
2147,NULL,Cropland,Wetland,Non_Water,Wetland,NULL,Water,Grassland
2148,NULL,Cropland,Wetland,Non_Water,Wetland,NULL,Water,Wetland
2149,NULL,Cropland,Wetland,Non_Water,Wetland,NULL,Forest,Grassland
2150,NULL,Cropland,Wetland,Non_Water,Wetland,Shrubland,NULL,Grassland
2151,NULL,Cropland,Wetland,Non_Water,Wetland,Shrubland,NULL,Water
2152,NULL,Cropland,Wetland,Non_Water,Wetland,Shrubland,Water,Grassland
2153,NULL,Cropland,Wetland,Non_Water,Wetland,Shrubland,Water,Water
2154,NULL,Cropland,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
2155,NULL,Cropland,Wetland,Non_Water,Wetland,Wetland,Bareland,Grassland
2156,NULL,Cropland,Wetland,Non_Water,Wetland,Bareland,NULL,Grassland
2157,NULL,Cropland,Wetland,Non_Water,Wetland,Water,NULL,NULL
2158,NULL,Cropland,Wetland,Non_Water,Wetland,Water,Water,Grassland
2159,NULL,Cropland,Wetland,Non_Water,Wetland,Forest,NULL,Grassland
2160,NULL,Cropland,Wetland,Water,Wetland,NULL,NULL,Grassland
2161,NULL,Cropland,Wetland,Water,Wetland,NULL,NULL,Cropland
2162,NULL,Cropland,Wetland,Water,Wetland,NULL,NULL,Wetland
2163,NULL,Cropland,Wetland,Water,Wetland,NULL,Wetland,Wetland
2164,NULL,Cropland,Wetland,Water,Wetland,NULL,Bareland,Wetland
2165,NULL,Cropland,Wetland,Water,Wetland,NULL,Water,Grassland
2166,NULL,Cropland,Wetland,Water,Wetland,NULL,Water,Water
2167,NULL,Cropland,Wetland,Water,Wetland,Wetland,Wetland,Wetland
2168,NULL,Cropland,Wetland,Water,Wetland,Wetland,Bareland,Grassland
2169,NULL,Cropland,Wetland,Water,Wetland,Wetland,Bareland,Wetland
2170,NULL,Cropland,Wetland,Water,Wetland,Water,NULL,Grassland
2171,NULL,Cropland,Wetland,Water,Wetland,Water,Wetland,Wetland
2172,NULL,Cropland,Wetland,Water,Wetland,Water,Bareland,Wetland
2173,NULL,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
2174,NULL,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Cropland
2175,NULL,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,Bareland,Grassland
2176,NULL,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Cropland,NULL,Grassland
2177,NULL,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Cropland,NULL,Cropland
2178,NULL,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
2179,NULL,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
2180,NULL,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
2181,NULL,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Wetland
2182,NULL,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
2183,NULL,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
2184,NULL,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Water
2185,NULL,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
2186,NULL,Cropland,Bareland,NULL,Non_Wetland,NULL,Grassland,Grassland
2187,NULL,Cropland,Bareland,NULL,Non_Wetland,NULL,Grassland,Forest
2188,NULL,Cropland,Bareland,NULL,Non_Wetland,NULL,Wetland,Grassland
2189,NULL,Cropland,Bareland,NULL,Non_Wetland,NULL,Wetland,Wetland
2190,NULL,Cropland,Bareland,NULL,Non_Wetland,NULL,Wetland,Forest
2191,NULL,Cropland,Bareland,NULL,Non_Wetland,NULL,Bareland,Grassland
2192,NULL,Cropland,Bareland,NULL,Non_Wetland,NULL,Bareland,Bareland
2193,NULL,Cropland,Bareland,NULL,Non_Wetland,NULL,Built-up,Bareland
2194,NULL,Cropland,Bareland,NULL,Non_Wetland,NULL,Water,Bareland
2195,NULL,Cropland,Bareland,NULL,Non_Wetland,Shrubland,NULL,NULL
2196,NULL,Cropland,Bareland,NULL,Non_Wetland,Shrubland,NULL,Grassland
2197,NULL,Cropland,Bareland,NULL,Non_Wetland,Grassland,NULL,NULL
2198,NULL,Cropland,Bareland,NULL,Non_Wetland,Grassland,NULL,Grassland
2199,NULL,Cropland,Bareland,NULL,Non_Wetland,Grassland,NULL,Forest
2200,NULL,Cropland,Bareland,NULL,Non_Wetland,Cropland,NULL,Grassland
2201,NULL,Cropland,Bareland,NULL,Non_Wetland,Cropland,NULL,Cropland
2202,NULL,Cropland,Bareland,NULL,Non_Wetland,Cropland,NULL,Bareland
2203,NULL,Cropland,Bareland,NULL,Non_Wetland,Wetland,NULL,Grassland
2204,NULL,Cropland,Bareland,NULL,Non_Wetland,Wetland,Wetland,NULL
2205,NULL,Cropland,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
2206,NULL,Cropland,Bareland,NULL,Non_Wetland,Wetland,Wetland,Wetland
2207,NULL,Cropland,Bareland,NULL,Non_Wetland,Wetland,Forest,Wetland
2208,NULL,Cropland,Bareland,NULL,Non_Wetland,Bareland,NULL,Grassland
2209,NULL,Cropland,Bareland,NULL,Non_Wetland,Bareland,NULL,Bareland
2210,NULL,Cropland,Bareland,NULL,Non_Wetland,Forest,NULL,NULL
2211,NULL,Cropland,Bareland,NULL,Non_Wetland,Forest,NULL,Grassland
2212,NULL,Cropland,Bareland,NULL,Non_Wetland,Forest,NULL,Cropland
2213,NULL,Cropland,Bareland,NULL,Non_Wetland,Forest,NULL,Forest
2214,NULL,Cropland,Bareland,Non_Water,Non_Wetland,NULL,NULL,NULL
2215,NULL,Cropland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2216,NULL,Cropland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
2217,NULL,Cropland,Bareland,Non_Water,Non_Wetland,Grassland,NULL,Cropland
2218,NULL,Cropland,Bareland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
2219,NULL,Cropland,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
2220,NULL,Cropland,Bareland,Water,Non_Wetland,NULL,NULL,Cropland
2221,NULL,Cropland,Bareland,Water,Non_Wetland,NULL,NULL,Wetland
2222,NULL,Cropland,Bareland,Water,Non_Wetland,Grassland,NULL,Grassland
2223,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
2224,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
2225,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
2226,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Wetland
2227,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
2228,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
2229,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
2230,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,Grassland,NULL
2231,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,Grassland,Grassland
2232,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,Grassland,Cropland
2233,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,Grassland,Built-up
2234,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,Grassland,Forest
2235,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,Wetland,Built-up
2236,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,Bareland,Grassland
2237,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,Bareland,Bareland
2238,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,Bareland,Built-up
2239,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,Built-up,Grassland
2240,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,Built-up,Cropland
2241,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,Built-up,Bareland
2242,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,Built-up,Built-up
2243,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,Built-up,Forest
2244,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,Water,Bareland
2245,NULL,Cropland,Built-up,NULL,Non_Wetland,Shrubland,NULL,Grassland
2246,NULL,Cropland,Built-up,NULL,Non_Wetland,Shrubland,NULL,Forest
2247,NULL,Cropland,Built-up,NULL,Non_Wetland,Shrubland,Grassland,Grassland
2248,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
2249,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,Cropland
2250,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,Built-up
2251,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,Forest
2252,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,NULL
2253,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
2254,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Cropland
2255,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
2256,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
2257,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
2258,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Built-up,Cropland
2259,NULL,Cropland,Built-up,NULL,Non_Wetland,Cropland,NULL,NULL
2260,NULL,Cropland,Built-up,NULL,Non_Wetland,Cropland,NULL,Grassland
2261,NULL,Cropland,Built-up,NULL,Non_Wetland,Cropland,NULL,Cropland
2262,NULL,Cropland,Built-up,NULL,Non_Wetland,Cropland,NULL,Bareland
2263,NULL,Cropland,Built-up,NULL,Non_Wetland,Cropland,NULL,Built-up
2264,NULL,Cropland,Built-up,NULL,Non_Wetland,Cropland,NULL,Forest
2265,NULL,Cropland,Built-up,NULL,Non_Wetland,Cropland,Shrubland,Grassland
2266,NULL,Cropland,Built-up,NULL,Non_Wetland,Cropland,Bareland,Grassland
2267,NULL,Cropland,Built-up,NULL,Non_Wetland,Cropland,Built-up,Grassland
2268,NULL,Cropland,Built-up,NULL,Non_Wetland,Cropland,Built-up,Cropland
2269,NULL,Cropland,Built-up,NULL,Non_Wetland,Cropland,Built-up,Built-up
2270,NULL,Cropland,Built-up,NULL,Non_Wetland,Cropland,Built-up,Forest
2271,NULL,Cropland,Built-up,NULL,Non_Wetland,Cropland,Water,Grassland
2272,NULL,Cropland,Built-up,NULL,Non_Wetland,Wetland,Wetland,Wetland
2273,NULL,Cropland,Built-up,NULL,Non_Wetland,Wetland,Bareland,Wetland
2274,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
2275,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,Cropland
2276,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,Bareland
2277,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
2278,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
2279,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
2280,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
2281,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
2282,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
2283,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Built-up,Grassland
2284,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Built-up,Cropland
2285,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Built-up,Built-up
2286,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Water,Grassland
2287,NULL,Cropland,Built-up,NULL,Non_Wetland,Built-up,NULL,NULL
2288,NULL,Cropland,Built-up,NULL,Non_Wetland,Built-up,NULL,Grassland
2289,NULL,Cropland,Built-up,NULL,Non_Wetland,Built-up,NULL,Cropland
