Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23KQA_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23KQA_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23KQA_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23KQA_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23KQA_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23KQA_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23KQA_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23KQA_M_R
1541,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Forest
1542,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Shrubland,NULL
1543,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Shrubland,Grassland
1544,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Shrubland,Bareland
1545,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Shrubland,Forest
1546,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
1547,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
1548,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
1549,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
1550,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
1551,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Water,Grassland
1552,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Water,Water
1553,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Water,Forest
1554,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
1555,NULL,Cropland,NULL,NULL,Non_Wetland,Built-up,NULL,Grassland
1556,NULL,Cropland,NULL,NULL,Non_Wetland,Built-up,NULL,Cropland
1557,NULL,Cropland,NULL,NULL,Non_Wetland,Built-up,Shrubland,Grassland
1558,NULL,Cropland,NULL,NULL,Non_Wetland,Built-up,Shrubland,Bareland
1559,NULL,Cropland,NULL,NULL,Non_Wetland,Built-up,Grassland,Grassland
1560,NULL,Cropland,NULL,NULL,Non_Wetland,Built-up,Built-up,Cropland
1561,NULL,Cropland,NULL,NULL,Non_Wetland,Built-up,Forest,Grassland
1562,NULL,Cropland,NULL,NULL,Non_Wetland,Water,NULL,Bareland
1563,NULL,Cropland,NULL,NULL,Non_Wetland,Water,Shrubland,Grassland
1564,NULL,Cropland,NULL,NULL,Non_Wetland,Water,Grassland,Bareland
1565,NULL,Cropland,NULL,NULL,Non_Wetland,Water,Water,Grassland
1566,NULL,Cropland,NULL,NULL,Non_Wetland,Forest,NULL,NULL
1567,NULL,Cropland,NULL,NULL,Non_Wetland,Forest,NULL,Grassland
1568,NULL,Cropland,NULL,NULL,Non_Wetland,Forest,NULL,Cropland
1569,NULL,Cropland,NULL,NULL,Non_Wetland,Forest,NULL,Forest
1570,NULL,Cropland,NULL,NULL,Non_Wetland,Forest,Shrubland,NULL
1571,NULL,Cropland,NULL,NULL,Non_Wetland,Forest,Shrubland,Grassland
1572,NULL,Cropland,NULL,NULL,Non_Wetland,Forest,Shrubland,Cropland
1573,NULL,Cropland,NULL,NULL,Non_Wetland,Forest,Shrubland,Bareland
1574,NULL,Cropland,NULL,NULL,Non_Wetland,Forest,Shrubland,Built-up
1575,NULL,Cropland,NULL,NULL,Non_Wetland,Forest,Shrubland,Forest
1576,NULL,Cropland,NULL,NULL,Non_Wetland,Forest,Grassland,NULL
1577,NULL,Cropland,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
1578,NULL,Cropland,NULL,NULL,Non_Wetland,Forest,Grassland,Cropland
1579,NULL,Cropland,NULL,NULL,Non_Wetland,Forest,Grassland,Bareland
1580,NULL,Cropland,NULL,NULL,Non_Wetland,Forest,Grassland,Built-up
1581,NULL,Cropland,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
1582,NULL,Cropland,NULL,NULL,Non_Wetland,Forest,Bareland,Forest
1583,NULL,Cropland,NULL,NULL,Non_Wetland,Forest,Water,Grassland
1584,NULL,Cropland,NULL,NULL,Non_Wetland,Forest,Water,Forest
1585,NULL,Cropland,NULL,NULL,Non_Wetland,Forest,Forest,NULL
1586,NULL,Cropland,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
1587,NULL,Cropland,NULL,NULL,Non_Wetland,Forest,Forest,Cropland
1588,NULL,Cropland,NULL,NULL,Non_Wetland,Forest,Forest,Bareland
1589,NULL,Cropland,NULL,NULL,Non_Wetland,Forest,Forest,Built-up
1590,NULL,Cropland,NULL,NULL,Non_Wetland,Forest,Forest,Forest
1591,NULL,Cropland,NULL,Non_Water,Non_Wetland,NULL,Grassland,Bareland
1592,NULL,Cropland,NULL,Non_Water,Non_Wetland,NULL,Water,Grassland
1593,NULL,Cropland,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
1594,NULL,Cropland,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
1595,NULL,Cropland,NULL,Non_Water,Non_Wetland,Shrubland,Grassland,Forest
1596,NULL,Cropland,NULL,Non_Water,Non_Wetland,Grassland,NULL,Grassland
1597,NULL,Cropland,NULL,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
1598,NULL,Cropland,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1599,NULL,Cropland,NULL,Non_Water,Non_Wetland,Bareland,Shrubland,Grassland
1600,NULL,Cropland,NULL,Non_Water,Non_Wetland,Bareland,Water,Grassland
1601,NULL,Cropland,NULL,Non_Water,Non_Wetland,Water,Shrubland,Bareland
1602,NULL,Cropland,NULL,Non_Water,Non_Wetland,Water,Water,Grassland
1603,NULL,Cropland,NULL,Water,Non_Wetland,Grassland,Grassland,Grassland
1604,NULL,Cropland,NULL,Water,Non_Wetland,Water,Water,Water
1605,NULL,Cropland,NULL,Water,Non_Wetland,Forest,Grassland,Grassland
1606,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1607,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1608,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
1609,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1610,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1611,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Shrubland,NULL
1612,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
1613,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Bareland
1614,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Built-up
1615,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
1616,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
1617,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
1618,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Cropland
1619,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Bareland
1620,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Built-up
1621,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
1622,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Bareland,Grassland
1623,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Bareland,Bareland
1624,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Bareland,Built-up
1625,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Bareland,Forest
1626,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Built-up,Grassland
1627,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Built-up,Cropland
1628,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Built-up,Forest
1629,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Water,Grassland
1630,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Water,Forest
1631,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
1632,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Forest,Bareland
1633,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Forest,Built-up
1634,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
1635,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
1636,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
1637,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Cropland
1638,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Bareland
1639,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Built-up
1640,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
1641,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
1642,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
1643,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
1644,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
1645,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
1646,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
1647,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
1648,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
1649,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
1650,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Bareland
1651,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Built-up
1652,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
1653,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
1654,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,NULL
1655,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
1656,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Bareland
1657,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Forest
1658,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,NULL
1659,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
1660,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Forest
1661,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Water,Grassland
1662,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Forest,NULL
1663,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
1664,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Bareland
1665,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Built-up
1666,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
1667,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
1668,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
1669,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
1670,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Bareland
1671,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Built-up
1672,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
1673,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
1674,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1675,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
1676,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Bareland
1677,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Built-up
1678,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
1679,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
1680,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1681,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
1682,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
1683,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
1684,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
1685,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,NULL
1686,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1687,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Bareland
1688,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
1689,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Built-up,NULL
1690,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
1691,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Cropland
1692,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Bareland
1693,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Built-up
1694,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Forest
1695,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
1696,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
1697,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
1698,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Cropland
1699,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Bareland
1700,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
1701,NULL,Cropland,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
1702,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
1703,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
1704,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Cropland
1705,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
1706,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
1707,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
1708,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
1709,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
1710,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1711,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Cropland
1712,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
1713,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
1714,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
1715,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
1716,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
1717,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1718,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
1719,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
1720,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
1721,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Built-up
1722,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
1723,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Forest,NULL
1724,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
1725,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Forest,Bareland
1726,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
1727,NULL,Cropland,Shrubland,NULL,Non_Wetland,Built-up,NULL,Grassland
1728,NULL,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,NULL
1729,NULL,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Grassland
1730,NULL,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Cropland
1731,NULL,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Forest
1732,NULL,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Grassland,NULL
1733,NULL,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
1734,NULL,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Forest
1735,NULL,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Built-up,NULL
1736,NULL,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
1737,NULL,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Bareland
1738,NULL,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
1739,NULL,Cropland,Shrubland,NULL,Non_Wetland,Water,Shrubland,Grassland
1740,NULL,Cropland,Shrubland,NULL,Non_Wetland,Water,Shrubland,Bareland
1741,NULL,Cropland,Shrubland,NULL,Non_Wetland,Water,Shrubland,Forest
1742,NULL,Cropland,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
1743,NULL,Cropland,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
1744,NULL,Cropland,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
1745,NULL,Cropland,Shrubland,NULL,Non_Wetland,Forest,NULL,NULL
1746,NULL,Cropland,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
1747,NULL,Cropland,Shrubland,NULL,Non_Wetland,Forest,NULL,Cropland
1748,NULL,Cropland,Shrubland,NULL,Non_Wetland,Forest,NULL,Bareland
1749,NULL,Cropland,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
1750,NULL,Cropland,Shrubland,NULL,Non_Wetland,Forest,Shrubland,NULL
1751,NULL,Cropland,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Grassland
1752,NULL,Cropland,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Built-up
1753,NULL,Cropland,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
1754,NULL,Cropland,Shrubland,NULL,Non_Wetland,Forest,Grassland,NULL
1755,NULL,Cropland,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
1756,NULL,Cropland,Shrubland,NULL,Non_Wetland,Forest,Grassland,Cropland
1757,NULL,Cropland,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
1758,NULL,Cropland,Shrubland,NULL,Non_Wetland,Forest,Built-up,Forest
1759,NULL,Cropland,Shrubland,NULL,Non_Wetland,Forest,Forest,NULL
1760,NULL,Cropland,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
1761,NULL,Cropland,Shrubland,NULL,Non_Wetland,Forest,Forest,Cropland
1762,NULL,Cropland,Shrubland,NULL,Non_Wetland,Forest,Forest,Built-up
1763,NULL,Cropland,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
1764,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
1765,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Water
1766,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,Water,Grassland
1767,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
1768,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
1769,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
1770,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
1771,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,NULL
1772,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
1773,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Forest
1774,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Grassland
1775,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
1776,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Forest
1777,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,NULL
1778,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
1779,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Forest
1780,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,NULL
1781,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1782,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Bareland
1783,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Grassland
1784,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Bareland,Shrubland,Grassland
1785,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Bareland,Shrubland,Cropland
1786,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Bareland,Shrubland,Forest
1787,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
1788,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Grassland
1789,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Forest
1790,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Bareland,Forest,Grassland
1791,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Water,Shrubland,Grassland
1792,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Water,Shrubland,Forest
1793,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Water,Water,Grassland
1794,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Water,Forest,Grassland
1795,NULL,Cropland,Shrubland,Water,Non_Wetland,NULL,Shrubland,Grassland
1796,NULL,Cropland,Shrubland,Water,Non_Wetland,NULL,Water,Grassland
1797,NULL,Cropland,Shrubland,Water,Non_Wetland,NULL,Water,Water
1798,NULL,Cropland,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Grassland
1799,NULL,Cropland,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Forest
1800,NULL,Cropland,Shrubland,Water,Non_Wetland,Shrubland,Grassland,Grassland
1801,NULL,Cropland,Shrubland,Water,Non_Wetland,Shrubland,Water,Grassland
1802,NULL,Cropland,Shrubland,Water,Non_Wetland,Grassland,Shrubland,Grassland
1803,NULL,Cropland,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
1804,NULL,Cropland,Shrubland,Water,Non_Wetland,Grassland,Grassland,Cropland
1805,NULL,Cropland,Shrubland,Water,Non_Wetland,Bareland,Shrubland,Grassland
1806,NULL,Cropland,Shrubland,Water,Non_Wetland,Bareland,Shrubland,Forest
1807,NULL,Cropland,Shrubland,Water,Non_Wetland,Bareland,Water,Grassland
1808,NULL,Cropland,Shrubland,Water,Non_Wetland,Water,Water,Forest
1809,NULL,Cropland,Shrubland,Water,Non_Wetland,Forest,Grassland,Grassland
1810,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1811,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1812,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,Shrubland,Forest
1813,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
1814,NULL,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
1815,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
1816,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
1817,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1818,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
1819,NULL,Cropland,Grassland,NULL,Non_Wetland,Forest,Shrubland,Grassland
1820,NULL,Cropland,Grassland,NULL,Non_Wetland,Forest,Shrubland,Forest
1821,NULL,Cropland,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
1822,NULL,Cropland,Grassland,NULL,Non_Wetland,Forest,Forest,Grassland
1823,NULL,Cropland,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
1824,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
1825,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1826,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
1827,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1828,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
1829,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1830,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Shrubland,NULL
1831,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
1832,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Shrubland,Bareland
1833,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Shrubland,Built-up
1834,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Shrubland,Forest
1835,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,NULL
1836,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
1837,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
1838,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Bareland
1839,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Built-up
1840,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
1841,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
1842,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Bareland,Bareland
1843,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Bareland,Built-up
1844,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Built-up,Bareland
1845,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Water,Water
1846,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
1847,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Forest,Cropland
1848,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Forest,Built-up
1849,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
1850,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
1851,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,Built-up
1852,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
1853,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
