Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_24LWN_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24LWN_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24LWN_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_24LWN_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24LWN_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24LWN_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24LWN_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_24LWN_M_R
5616,Grassland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Grassland
5617,Grassland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Forest
5618,Grassland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,NULL
5619,Grassland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
5620,Grassland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Cropland
5621,Grassland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
5622,Grassland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
5623,Grassland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
5624,Grassland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Built-up,Cropland
5625,Grassland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Water,Built-up
5626,Grassland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Forest,Grassland
5627,Grassland,Cropland,Built-up,NULL,Non_Wetland,Cropland,NULL,Cropland
5628,Grassland,Cropland,Built-up,NULL,Non_Wetland,Cropland,Grassland,Cropland
5629,Grassland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
5630,Grassland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Cropland
5631,Grassland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Bareland
5632,Grassland,Cropland,Built-up,NULL,Non_Wetland,Built-up,Grassland,Grassland
5633,Grassland,Cropland,Built-up,NULL,Non_Wetland,Built-up,Grassland,Cropland
5634,Grassland,Cropland,Built-up,NULL,Non_Wetland,Built-up,Grassland,Built-up
5635,Grassland,Cropland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
5636,Grassland,Cropland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Cropland
5637,Grassland,Cropland,Built-up,Water,Non_Wetland,NULL,Grassland,Grassland
5638,Grassland,Cropland,Water,NULL,Water,Grassland,Grassland,Water
5639,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
5640,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
5641,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
5642,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
5643,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,Shrubland,NULL
5644,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,Shrubland,Grassland
5645,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,Shrubland,Cropland
5646,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
5647,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,NULL
5648,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
5649,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Cropland
5650,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Wetland
5651,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
5652,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,Bareland,NULL
5653,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,Bareland,Grassland
5654,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,Bareland,Forest
5655,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,Forest,NULL
5656,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
5657,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,Forest,Cropland
5658,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,Forest,Forest
5659,Grassland,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,NULL
5660,Grassland,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
5661,Grassland,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,Cropland
5662,Grassland,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
5663,Grassland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
5664,Grassland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
5665,Grassland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
5666,Grassland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
5667,Grassland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,NULL
5668,Grassland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
5669,Grassland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,Cropland
5670,Grassland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
5671,Grassland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Bareland,NULL
5672,Grassland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Bareland,Grassland
5673,Grassland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Forest,NULL
5674,Grassland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Forest,Grassland
5675,Grassland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Forest,Cropland
5676,Grassland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
5677,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,NULL
5678,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
5679,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Cropland
5680,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Wetland
5681,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
5682,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,NULL
5683,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
5684,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,Cropland
5685,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
5686,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
5687,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
5688,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
5689,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Wetland
5690,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Bareland
5691,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
5692,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Bareland,NULL
5693,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
5694,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
5695,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Cropland
5696,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
5697,Grassland,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,Grassland
5698,Grassland,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,Cropland
5699,Grassland,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,NULL
5700,Grassland,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,Cropland
5701,Grassland,Cropland,Forest,NULL,Non_Wetland,Wetland,NULL,Wetland
5702,Grassland,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,NULL
5703,Grassland,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
5704,Grassland,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,Cropland
5705,Grassland,Cropland,Forest,NULL,Non_Wetland,Bareland,Shrubland,Grassland
5706,Grassland,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,NULL
5707,Grassland,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
5708,Grassland,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Cropland
5709,Grassland,Cropland,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
5710,Grassland,Cropland,Forest,NULL,Non_Wetland,Built-up,Shrubland,NULL
5711,Grassland,Cropland,Forest,NULL,Non_Wetland,Built-up,Grassland,Grassland
5712,Grassland,Cropland,Forest,NULL,Non_Wetland,Built-up,Built-up,Grassland
5713,Grassland,Cropland,Forest,NULL,Non_Wetland,Forest,NULL,NULL
5714,Grassland,Cropland,Forest,NULL,Non_Wetland,Forest,NULL,Grassland
5715,Grassland,Cropland,Forest,NULL,Non_Wetland,Forest,NULL,Cropland
5716,Grassland,Cropland,Forest,NULL,Non_Wetland,Forest,NULL,Forest
5717,Grassland,Cropland,Forest,NULL,Non_Wetland,Forest,Shrubland,NULL
5718,Grassland,Cropland,Forest,NULL,Non_Wetland,Forest,Shrubland,Grassland
5719,Grassland,Cropland,Forest,NULL,Non_Wetland,Forest,Shrubland,Cropland
5720,Grassland,Cropland,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
5721,Grassland,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,NULL
5722,Grassland,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
5723,Grassland,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Cropland
5724,Grassland,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
5725,Grassland,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,NULL
5726,Grassland,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
5727,Grassland,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,Cropland
5728,Grassland,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,Wetland
5729,Grassland,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,Forest
5730,Grassland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
5731,Grassland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
5732,Grassland,Cropland,Forest,Non_Water,Non_Wetland,NULL,Shrubland,NULL
5733,Grassland,Cropland,Forest,Non_Water,Non_Wetland,NULL,Grassland,NULL
5734,Grassland,Cropland,Forest,Non_Water,Non_Wetland,NULL,Grassland,Grassland
5735,Grassland,Cropland,Forest,Non_Water,Non_Wetland,NULL,Grassland,Forest
5736,Grassland,Cropland,Forest,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
5737,Grassland,Cropland,Forest,Non_Water,Non_Wetland,Shrubland,NULL,Wetland
5738,Grassland,Cropland,Forest,Non_Water,Non_Wetland,Shrubland,NULL,Forest
5739,Grassland,Cropland,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
5740,Grassland,Cropland,Forest,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
5741,Grassland,Cropland,Forest,Non_Water,Non_Wetland,Grassland,NULL,Grassland
5742,Grassland,Cropland,Forest,Non_Water,Non_Wetland,Grassland,NULL,Wetland
5743,Grassland,Cropland,Forest,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
5744,Grassland,Cropland,Forest,Non_Water,Non_Wetland,Grassland,Shrubland,Forest
5745,Grassland,Cropland,Forest,Non_Water,Non_Wetland,Grassland,Grassland,NULL
5746,Grassland,Cropland,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
5747,Grassland,Cropland,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
5748,Grassland,Cropland,Forest,Non_Water,Non_Wetland,Wetland,NULL,Wetland
5749,Grassland,Cropland,Forest,Water,Non_Wetland,Grassland,NULL,Grassland
5750,Grassland,Cropland,Forest,Water,Non_Wetland,Grassland,NULL,Cropland
5751,Grassland,Cropland,Forest,Water,Non_Wetland,Grassland,Grassland,Grassland
5752,Grassland,Cropland,Forest,Water,Non_Wetland,Grassland,Grassland,Cropland
5753,Grassland,Wetland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
5754,Grassland,Wetland,NULL,NULL,Non_Wetland,Grassland,Shrubland,Cropland
5755,Grassland,Wetland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
5756,Grassland,Wetland,NULL,Non_Water,Non_Wetland,Grassland,NULL,Cropland
5757,Grassland,Wetland,NULL,Water,Non_Wetland,Grassland,NULL,Cropland
5758,Grassland,Wetland,NULL,Water,Non_Wetland,Grassland,Grassland,Cropland
5759,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
5760,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
5761,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Water,Cropland
5762,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
5763,Grassland,Wetland,Shrubland,Water,Non_Wetland,Grassland,NULL,Cropland
5764,Grassland,Wetland,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
5765,Grassland,Wetland,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Forest
5766,Grassland,Wetland,Grassland,NULL,Non_Wetland,Shrubland,Forest,Grassland
5767,Grassland,Wetland,Grassland,NULL,Non_Wetland,Grassland,Shrubland,NULL
5768,Grassland,Wetland,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
5769,Grassland,Wetland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
5770,Grassland,Wetland,Grassland,NULL,Non_Wetland,Grassland,Forest,NULL
5771,Grassland,Wetland,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
5772,Grassland,Wetland,Grassland,NULL,Non_Wetland,Grassland,Forest,Wetland
5773,Grassland,Wetland,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
5774,Grassland,Wetland,Grassland,NULL,Non_Wetland,Forest,Forest,Wetland
5775,Grassland,Wetland,Grassland,Non_Water,Non_Wetland,NULL,Forest,Wetland
5776,Grassland,Wetland,Grassland,Non_Water,Non_Wetland,Shrubland,Forest,Grassland
5777,Grassland,Wetland,Grassland,Non_Water,Non_Wetland,Grassland,Shrubland,Cropland
5778,Grassland,Wetland,Grassland,Water,Non_Wetland,Grassland,Shrubland,NULL
5779,Grassland,Wetland,Grassland,Water,Non_Wetland,Grassland,Shrubland,Cropland
5780,Grassland,Wetland,Grassland,Water,Non_Wetland,Grassland,Grassland,Grassland
5781,Grassland,Wetland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
5782,Grassland,Wetland,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
5783,Grassland,Wetland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
5784,Grassland,Wetland,Cropland,NULL,Non_Wetland,Grassland,Water,Cropland
5785,Grassland,Wetland,Cropland,Water,Non_Wetland,Shrubland,Shrubland,Grassland
5786,Grassland,Wetland,Cropland,Water,Non_Wetland,Grassland,Shrubland,Cropland
5787,Grassland,Wetland,Wetland,NULL,Wetland,NULL,Forest,Grassland
5788,Grassland,Wetland,Wetland,NULL,Wetland,NULL,Forest,Wetland
5789,Grassland,Wetland,Wetland,NULL,Wetland,Shrubland,Forest,Wetland
5790,Grassland,Wetland,Wetland,NULL,Wetland,Forest,Forest,Grassland
5791,Grassland,Wetland,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
5792,Grassland,Wetland,Forest,NULL,Non_Wetland,NULL,Forest,Wetland
5793,Grassland,Wetland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
5794,Grassland,Wetland,Forest,NULL,Non_Wetland,Shrubland,Forest,Grassland
5795,Grassland,Wetland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
5796,Grassland,Wetland,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
5797,Grassland,Wetland,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
5798,Grassland,Wetland,Forest,NULL,Non_Wetland,Grassland,Forest,Cropland
5799,Grassland,Wetland,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
5800,Grassland,Wetland,Forest,Non_Water,Non_Wetland,NULL,Forest,Forest
5801,Grassland,Wetland,Forest,Non_Water,Non_Wetland,Grassland,NULL,Cropland
5802,Grassland,Wetland,Forest,Water,Non_Wetland,Grassland,Grassland,NULL
5803,Grassland,Wetland,Forest,Water,Non_Wetland,Grassland,Grassland,Cropland
5804,Grassland,Bareland,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
5805,Grassland,Bareland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
5806,Grassland,Bareland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
5807,Grassland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
5808,Grassland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Forest
5809,Grassland,Built-up,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
5810,Grassland,Built-up,NULL,NULL,Non_Wetland,NULL,Grassland,Cropland
5811,Grassland,Built-up,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
5812,Grassland,Built-up,NULL,NULL,Non_Wetland,NULL,Built-up,NULL
5813,Grassland,Built-up,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
5814,Grassland,Built-up,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
5815,Grassland,Built-up,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
5816,Grassland,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
5817,Grassland,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
5818,Grassland,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
5819,Grassland,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Built-up
5820,Grassland,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
5821,Grassland,Built-up,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
5822,Grassland,Built-up,NULL,NULL,Non_Wetland,Bareland,NULL,Built-up
5823,Grassland,Built-up,NULL,NULL,Non_Wetland,Bareland,NULL,Forest
5824,Grassland,Built-up,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
5825,Grassland,Built-up,NULL,NULL,Non_Wetland,Bareland,Built-up,Grassland
5826,Grassland,Built-up,NULL,NULL,Non_Wetland,Bareland,Built-up,Cropland
5827,Grassland,Built-up,NULL,NULL,Non_Wetland,Bareland,Built-up,Forest
5828,Grassland,Built-up,NULL,NULL,Non_Wetland,Built-up,Grassland,NULL
5829,Grassland,Built-up,NULL,NULL,Non_Wetland,Built-up,Grassland,Grassland
5830,Grassland,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Grassland
5831,Grassland,Built-up,NULL,NULL,Non_Wetland,Forest,Forest,Forest
5832,Grassland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
5833,Grassland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
5834,Grassland,Built-up,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
5835,Grassland,Built-up,Shrubland,NULL,Non_Wetland,NULL,Grassland,Built-up
5836,Grassland,Built-up,Shrubland,NULL,Non_Wetland,NULL,Built-up,Grassland
5837,Grassland,Built-up,Shrubland,NULL,Non_Wetland,NULL,Built-up,Forest
5838,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
5839,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
5840,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
5841,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
5842,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
5843,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
5844,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
5845,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Built-up
5846,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
5847,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Cropland
5848,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Forest
5849,Grassland,Built-up,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
5850,Grassland,Built-up,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
5851,Grassland,Built-up,Grassland,NULL,Non_Wetland,NULL,Built-up,Forest
5852,Grassland,Built-up,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
5853,Grassland,Built-up,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
5854,Grassland,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
5855,Grassland,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
5856,Grassland,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Cropland
5857,Grassland,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Built-up
5858,Grassland,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
5859,Grassland,Built-up,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
5860,Grassland,Built-up,Grassland,NULL,Non_Wetland,Bareland,Built-up,Grassland
5861,Grassland,Built-up,Grassland,NULL,Non_Wetland,Bareland,Built-up,Forest
5862,Grassland,Built-up,Grassland,NULL,Non_Wetland,Built-up,Grassland,Grassland
5863,Grassland,Built-up,Grassland,NULL,Non_Wetland,Built-up,Built-up,Grassland
5864,Grassland,Built-up,Grassland,NULL,Non_Wetland,Built-up,Built-up,Built-up
5865,Grassland,Built-up,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
5866,Grassland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
5867,Grassland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
5868,Grassland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
5869,Grassland,Built-up,Cropland,NULL,Non_Wetland,NULL,Shrubland,NULL
5870,Grassland,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
5871,Grassland,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
5872,Grassland,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland,Built-up
5873,Grassland,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
5874,Grassland,Built-up,Cropland,NULL,Non_Wetland,NULL,Bareland,Built-up
5875,Grassland,Built-up,Cropland,NULL,Non_Wetland,NULL,Built-up,Grassland
5876,Grassland,Built-up,Cropland,NULL,Non_Wetland,NULL,Built-up,Forest
5877,Grassland,Built-up,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
5878,Grassland,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
5879,Grassland,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
5880,Grassland,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Grassland,NULL
5881,Grassland,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
5882,Grassland,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
5883,Grassland,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
5884,Grassland,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Built-up
5885,Grassland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
5886,Grassland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
5887,Grassland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
5888,Grassland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
5889,Grassland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
5890,Grassland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Wetland
5891,Grassland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
5892,Grassland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
5893,Grassland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,NULL
5894,Grassland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
5895,Grassland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Cropland
5896,Grassland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Built-up
5897,Grassland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Forest,Cropland
5898,Grassland,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,NULL
5899,Grassland,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
5900,Grassland,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
5901,Grassland,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Built-up
5902,Grassland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Shrubland,NULL
5903,Grassland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,NULL
5904,Grassland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
5905,Grassland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
5906,Grassland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
5907,Grassland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Grassland
5908,Grassland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Cropland
5909,Grassland,Built-up,Cropland,NULL,Non_Wetland,Built-up,NULL,Grassland
5910,Grassland,Built-up,Cropland,NULL,Non_Wetland,Built-up,NULL,Cropland
5911,Grassland,Built-up,Cropland,NULL,Non_Wetland,Built-up,NULL,Built-up
5912,Grassland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Shrubland,Grassland
5913,Grassland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Shrubland,Cropland
5914,Grassland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,NULL
5915,Grassland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
5916,Grassland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,Cropland
5917,Grassland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,NULL
5918,Grassland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
5919,Grassland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Cropland
5920,Grassland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Bareland
5921,Grassland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Built-up
5922,Grassland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Forest,Grassland
5923,Grassland,Built-up,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
5924,Grassland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
5925,Grassland,Built-up,Built-up,NULL,Non_Wetland,NULL,Grassland,Built-up
5926,Grassland,Built-up,Built-up,NULL,Non_Wetland,Shrubland,NULL,Grassland
