Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23LLL_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23LLL_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23LLL_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23LLL_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23LLL_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23LLL_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23LLL_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23LLL_M_R
2959,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
2960,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
2961,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
2962,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
2963,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,NULL
2964,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Grassland
2965,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Cropland
2966,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
2967,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,NULL
2968,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
2969,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Cropland
2970,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
2971,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Water,Grassland
2972,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Forest,NULL
2973,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
2974,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Cropland
2975,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Forest
2976,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,NULL
2977,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
2978,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Cropland
2979,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
2980,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
2981,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
2982,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
2983,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
2984,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,NULL
2985,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
2986,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Cropland
2987,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
2988,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Wetland,NULL
2989,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Wetland,Grassland
2990,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Wetland,Forest
2991,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Water,Grassland
2992,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Water,Forest
2993,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,NULL
2994,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Grassland
2995,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Cropland
2996,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
2997,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,NULL
2998,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
2999,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Cropland
3000,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
3001,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,NULL
3002,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
3003,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Cropland
3004,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
3005,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
3006,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
3007,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
3008,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
3009,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Grassland
3010,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
3011,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
3012,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Cropland
3013,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
3014,Grassland,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,NULL
3015,Grassland,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,Grassland
3016,Grassland,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,Cropland
3017,Grassland,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,Forest
3018,Grassland,NULL,Forest,NULL,Non_Wetland,Cropland,Shrubland,NULL
3019,Grassland,NULL,Forest,NULL,Non_Wetland,Cropland,Shrubland,Grassland
3020,Grassland,NULL,Forest,NULL,Non_Wetland,Cropland,Shrubland,Cropland
3021,Grassland,NULL,Forest,NULL,Non_Wetland,Cropland,Shrubland,Bareland
3022,Grassland,NULL,Forest,NULL,Non_Wetland,Cropland,Shrubland,Forest
3023,Grassland,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,NULL
3024,Grassland,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Grassland
3025,Grassland,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Cropland
3026,Grassland,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Forest
3027,Grassland,NULL,Forest,NULL,Non_Wetland,Cropland,Bareland,Grassland
3028,Grassland,NULL,Forest,NULL,Non_Wetland,Cropland,Forest,NULL
3029,Grassland,NULL,Forest,NULL,Non_Wetland,Cropland,Forest,Grassland
3030,Grassland,NULL,Forest,NULL,Non_Wetland,Cropland,Forest,Forest
3031,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,NULL
3032,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,Forest
3033,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
3034,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
3035,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
3036,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,NULL
3037,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
3038,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
3039,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,NULL
3040,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,Forest
3041,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,NULL
3042,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
3043,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
3044,Grassland,NULL,Forest,NULL,Non_Wetland,Water,Shrubland,Forest
3045,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,NULL,NULL
3046,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Grassland
3047,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Forest
3048,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,NULL
3049,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,Grassland
3050,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
3051,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,NULL
3052,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
3053,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Forest,NULL
3054,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
3055,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
3056,Grassland,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
3057,Grassland,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
3058,Grassland,NULL,Forest,Water,Non_Wetland,Shrubland,Shrubland,Forest
3059,Grassland,NULL,Forest,Water,Non_Wetland,Wetland,Water,Wetland
3060,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,NULL
3061,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
3062,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
3063,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
3064,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
3065,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,Shrubland,NULL
3066,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,Shrubland,Grassland
3067,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,Shrubland,Cropland
3068,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,Shrubland,Forest
3069,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,NULL
3070,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
3071,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Cropland
3072,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
3073,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,Bareland,Grassland
3074,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,Forest,Grassland
3075,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,Forest,Forest
3076,Grassland,Cropland,NULL,NULL,Non_Wetland,Shrubland,NULL,NULL
3077,Grassland,Cropland,NULL,NULL,Non_Wetland,Shrubland,NULL,Grassland
3078,Grassland,Cropland,NULL,NULL,Non_Wetland,Shrubland,NULL,Cropland
3079,Grassland,Cropland,NULL,NULL,Non_Wetland,Shrubland,NULL,Forest
3080,Grassland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,NULL
3081,Grassland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
3082,Grassland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
3083,Grassland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
3084,Grassland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Grassland,NULL
3085,Grassland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
3086,Grassland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Grassland,Cropland
3087,Grassland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
3088,Grassland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Forest,NULL
3089,Grassland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Forest,Grassland
3090,Grassland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Forest,Forest
3091,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,NULL
3092,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
3093,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
3094,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
3095,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Shrubland,NULL
3096,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
3097,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Shrubland,Cropland
3098,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Shrubland,Built-up
3099,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
3100,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
3101,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
3102,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
3103,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,NULL
3104,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
3105,Grassland,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,NULL
3106,Grassland,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,Grassland
3107,Grassland,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,Cropland
3108,Grassland,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,Bareland
3109,Grassland,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,Forest
3110,Grassland,Cropland,NULL,NULL,Non_Wetland,Cropland,Shrubland,NULL
3111,Grassland,Cropland,NULL,NULL,Non_Wetland,Cropland,Shrubland,Grassland
3112,Grassland,Cropland,NULL,NULL,Non_Wetland,Cropland,Shrubland,Cropland
3113,Grassland,Cropland,NULL,NULL,Non_Wetland,Cropland,Shrubland,Bareland
3114,Grassland,Cropland,NULL,NULL,Non_Wetland,Cropland,Shrubland,Forest
3115,Grassland,Cropland,NULL,NULL,Non_Wetland,Cropland,Grassland,NULL
3116,Grassland,Cropland,NULL,NULL,Non_Wetland,Cropland,Grassland,Grassland
3117,Grassland,Cropland,NULL,NULL,Non_Wetland,Cropland,Grassland,Cropland
3118,Grassland,Cropland,NULL,NULL,Non_Wetland,Cropland,Forest,Grassland
3119,Grassland,Cropland,NULL,NULL,Non_Wetland,Cropland,Forest,Cropland
3120,Grassland,Cropland,NULL,NULL,Non_Wetland,Cropland,Forest,Forest
3121,Grassland,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,NULL
3122,Grassland,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
3123,Grassland,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Cropland
3124,Grassland,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Bareland
3125,Grassland,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Forest
3126,Grassland,Cropland,NULL,NULL,Non_Wetland,Bareland,Shrubland,NULL
3127,Grassland,Cropland,NULL,NULL,Non_Wetland,Bareland,Shrubland,Grassland
3128,Grassland,Cropland,NULL,NULL,Non_Wetland,Bareland,Shrubland,Bareland
3129,Grassland,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,NULL
3130,Grassland,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
3131,Grassland,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Cropland
3132,Grassland,Cropland,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
3133,Grassland,Cropland,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
3134,Grassland,Cropland,NULL,NULL,Non_Wetland,Forest,Forest,NULL
3135,Grassland,Cropland,NULL,NULL,Non_Wetland,Forest,Forest,Forest
3136,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
3137,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
3138,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
3139,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
3140,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
3141,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Shrubland,NULL
3142,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
3143,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Cropland
3144,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Bareland
3145,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
3146,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
3147,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
3148,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Cropland
3149,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Bareland
3150,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
3151,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Wetland,NULL
3152,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Bareland,Grassland
3153,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
3154,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Forest,Cropland
3155,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
3156,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
3157,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
3158,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Cropland
3159,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Bareland
3160,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Built-up
3161,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
3162,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
3163,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
3164,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
3165,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
3166,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
3167,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
3168,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
3169,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
3170,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
3171,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Bareland
3172,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
3173,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,NULL
3174,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
3175,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
3176,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Forest,NULL
3177,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
3178,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
3179,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
3180,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
3181,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
3182,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Bareland
3183,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
3184,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
3185,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
3186,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
3187,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Bareland
3188,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Built-up
3189,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
3190,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
3191,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3192,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
3193,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
3194,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
3195,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
3196,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
3197,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
3198,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
3199,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,NULL
3200,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
3201,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
3202,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Bareland
3203,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Forest
3204,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,NULL
3205,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
3206,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Cropland
3207,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Bareland
3208,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Forest
3209,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,NULL
3210,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
3211,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Cropland
3212,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Bareland
3213,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Forest
3214,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Bareland,Cropland
3215,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Forest,NULL
3216,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Forest,Grassland
3217,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Forest,Cropland
3218,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Forest,Forest
3219,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
3220,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
3221,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
3222,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
3223,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Cropland
3224,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
3225,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
3226,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
3227,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
3228,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Cropland
3229,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
3230,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
3231,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
3232,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
3233,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Cropland
3234,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
3235,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
3236,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
3237,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
3238,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
3239,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
3240,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
3241,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
3242,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
3243,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,Shrubland,NULL
3244,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,Shrubland,Grassland
3245,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,Shrubland,Cropland
3246,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,Grassland,NULL
3247,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
3248,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,Grassland,Cropland
3249,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
3250,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,Forest,NULL
3251,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,Forest,Grassland
3252,Grassland,Cropland,Grassland,NULL,Non_Wetland,Shrubland,NULL,NULL
3253,Grassland,Cropland,Grassland,NULL,Non_Wetland,Shrubland,NULL,Grassland
3254,Grassland,Cropland,Grassland,NULL,Non_Wetland,Shrubland,NULL,Cropland
3255,Grassland,Cropland,Grassland,NULL,Non_Wetland,Shrubland,NULL,Forest
3256,Grassland,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
3257,Grassland,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
3258,Grassland,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
3259,Grassland,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
3260,Grassland,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Grassland,NULL
3261,Grassland,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
3262,Grassland,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Forest
3263,Grassland,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Forest,Grassland
3264,Grassland,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Forest,Cropland
3265,Grassland,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Forest,Forest
3266,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,NULL
3267,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
3268,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Cropland
3269,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
3270,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Shrubland,NULL
