Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_18MXV_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_18MXV_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_18MXV_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_18MXV_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_18MXV_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_18MXV_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_18MXV_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_18MXV_M_R
29,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
30,NULL,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
31,NULL,NULL,Wetland,NULL,Wetland,NULL,NULL,NULL
32,NULL,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
33,NULL,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
34,NULL,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
35,NULL,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
36,NULL,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
37,NULL,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
38,NULL,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
39,NULL,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
40,NULL,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
41,NULL,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
42,NULL,NULL,Wetland,Water,Wetland,NULL,NULL,Water
43,NULL,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
44,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
45,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
46,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Water
47,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
48,NULL,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
49,NULL,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
50,NULL,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
51,NULL,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Water
52,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
53,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
54,NULL,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
55,NULL,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
56,NULL,NULL,Water,NULL,Water,NULL,NULL,Grassland
57,NULL,NULL,Water,NULL,Water,NULL,NULL,Water
58,NULL,NULL,Water,NULL,Water,NULL,NULL,Forest
59,NULL,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
60,NULL,NULL,Water,Non_Water,Water,NULL,NULL,Forest
61,NULL,NULL,Water,Water,Water,NULL,NULL,Grassland
62,NULL,NULL,Water,Water,Water,NULL,NULL,Wetland
63,NULL,NULL,Water,Water,Water,NULL,NULL,Water
64,NULL,NULL,Water,Water,Water,NULL,NULL,Forest
65,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
66,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
67,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
68,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
69,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
70,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
71,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
72,NULL,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
73,NULL,NULL,Forest,Water,Non_Wetland,NULL,NULL,Water
74,NULL,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
75,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
76,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
77,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
78,NULL,Cropland,Wetland,NULL,Wetland,NULL,NULL,Forest
79,NULL,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
80,NULL,Cropland,Wetland,Water,Wetland,NULL,NULL,Grassland
81,NULL,Cropland,Wetland,Water,Wetland,NULL,NULL,Wetland
82,NULL,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Forest
83,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
84,NULL,Cropland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Water
85,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
86,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
87,NULL,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
88,NULL,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
89,NULL,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
90,NULL,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
91,NULL,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
92,NULL,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
93,NULL,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
94,NULL,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
95,NULL,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
96,NULL,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
97,NULL,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
98,NULL,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
99,NULL,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
100,NULL,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
101,NULL,Wetland,Wetland,NULL,Wetland,NULL,NULL,Grassland
102,NULL,Wetland,Wetland,NULL,Wetland,NULL,NULL,Wetland
103,NULL,Wetland,Wetland,NULL,Wetland,NULL,NULL,Forest
104,NULL,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
105,NULL,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
106,NULL,Wetland,Wetland,Water,Wetland,NULL,NULL,Grassland
107,NULL,Wetland,Wetland,Water,Wetland,NULL,NULL,Wetland
108,NULL,Wetland,Wetland,Water,Wetland,NULL,NULL,Water
109,NULL,Wetland,Wetland,Water,Wetland,NULL,NULL,Forest
110,NULL,Wetland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
111,NULL,Wetland,Bareland,Water,Non_Wetland,NULL,NULL,Water
112,NULL,Wetland,Water,Non_Water,Water,NULL,NULL,Grassland
113,NULL,Wetland,Water,Non_Water,Water,NULL,NULL,Forest
114,NULL,Wetland,Water,Water,Water,NULL,NULL,Grassland
115,NULL,Wetland,Water,Water,Water,NULL,NULL,Water
116,NULL,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
117,NULL,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
118,NULL,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
119,NULL,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
120,NULL,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
121,NULL,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
122,NULL,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
123,NULL,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Water
124,NULL,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Forest
125,NULL,Bareland,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
126,NULL,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Water
127,NULL,Bareland,Wetland,Water,Wetland,NULL,NULL,Water
128,NULL,Bareland,Water,NULL,Water,NULL,NULL,Water
129,NULL,Bareland,Water,Non_Water,Water,NULL,NULL,Water
130,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
131,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
132,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Water
133,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Forest
134,NULL,Built-up,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
135,NULL,Built-up,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
136,NULL,Built-up,NULL,Water,Non_Wetland,NULL,NULL,Grassland
137,NULL,Built-up,NULL,Water,Non_Wetland,NULL,NULL,Water
138,NULL,Built-up,NULL,Water,Non_Wetland,NULL,NULL,Forest
139,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
140,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
141,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
142,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
143,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
144,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
145,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
146,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
147,NULL,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
148,NULL,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,Water
149,NULL,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
150,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
151,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
152,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
153,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Water
154,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
155,NULL,Built-up,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
156,NULL,Built-up,Grassland,Non_Water,Non_Wetland,NULL,NULL,Built-up
157,NULL,Built-up,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
158,NULL,Built-up,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
159,NULL,Built-up,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
160,NULL,Built-up,Grassland,Water,Non_Wetland,NULL,NULL,Forest
161,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
162,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
163,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
164,NULL,Built-up,Wetland,NULL,Wetland,NULL,NULL,Grassland
165,NULL,Built-up,Wetland,NULL,Wetland,NULL,NULL,Built-up
166,NULL,Built-up,Wetland,NULL,Wetland,NULL,NULL,Water
167,NULL,Built-up,Wetland,NULL,Wetland,NULL,NULL,Forest
168,NULL,Built-up,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
169,NULL,Built-up,Wetland,Non_Water,Wetland,NULL,NULL,Forest
170,NULL,Built-up,Wetland,Water,Wetland,NULL,NULL,Grassland
171,NULL,Built-up,Wetland,Water,Wetland,NULL,NULL,Water
172,NULL,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
173,NULL,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Built-up
174,NULL,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Forest
175,NULL,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
176,NULL,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
177,NULL,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Water
178,NULL,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
179,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
180,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
181,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
182,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Water
183,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
184,NULL,Built-up,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
185,NULL,Built-up,Built-up,Non_Water,Non_Wetland,NULL,NULL,Built-up
186,NULL,Built-up,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
187,NULL,Built-up,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
188,NULL,Built-up,Built-up,Water,Non_Wetland,NULL,NULL,Water
189,NULL,Built-up,Built-up,Water,Non_Wetland,NULL,NULL,Forest
190,NULL,Built-up,Water,NULL,Water,NULL,NULL,Grassland
191,NULL,Built-up,Water,NULL,Water,NULL,NULL,Built-up
192,NULL,Built-up,Water,NULL,Water,NULL,NULL,Water
193,NULL,Built-up,Water,NULL,Water,NULL,NULL,Forest
194,NULL,Built-up,Water,Non_Water,Water,NULL,NULL,Grassland
195,NULL,Built-up,Water,Non_Water,Water,NULL,NULL,Water
196,NULL,Built-up,Water,Non_Water,Water,NULL,NULL,Forest
197,NULL,Built-up,Water,Water,Water,NULL,NULL,Grassland
198,NULL,Built-up,Water,Water,Water,NULL,NULL,Bareland
199,NULL,Built-up,Water,Water,Water,NULL,NULL,Water
200,NULL,Built-up,Water,Water,Water,NULL,NULL,Forest
201,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
202,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
203,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
204,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Water
205,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
206,NULL,Built-up,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
207,NULL,Built-up,Forest,Non_Water,Non_Wetland,NULL,NULL,Built-up
208,NULL,Built-up,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
209,NULL,Built-up,Forest,Water,Non_Wetland,NULL,NULL,Grassland
210,NULL,Built-up,Forest,Water,Non_Wetland,NULL,NULL,Built-up
211,NULL,Built-up,Forest,Water,Non_Wetland,NULL,NULL,Water
212,NULL,Built-up,Forest,Water,Non_Wetland,NULL,NULL,Forest
213,NULL,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
214,NULL,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
215,NULL,Water,NULL,Water,Non_Wetland,NULL,NULL,Grassland
216,NULL,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
217,NULL,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
218,NULL,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
219,NULL,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
220,NULL,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
221,NULL,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
222,NULL,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
223,NULL,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
224,NULL,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
225,NULL,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
226,NULL,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
227,NULL,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
228,NULL,Water,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
229,NULL,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
230,NULL,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
231,NULL,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
232,NULL,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
233,NULL,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
234,NULL,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
235,NULL,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
236,NULL,Water,Wetland,Water,Wetland,NULL,NULL,Wetland
237,NULL,Water,Wetland,Water,Wetland,NULL,NULL,Water
238,NULL,Water,Wetland,Water,Wetland,NULL,NULL,Forest
239,NULL,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
240,NULL,Water,Bareland,Water,Non_Wetland,NULL,NULL,Water
241,NULL,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
242,NULL,Water,Water,NULL,Water,NULL,NULL,Grassland
243,NULL,Water,Water,NULL,Water,NULL,NULL,Built-up
244,NULL,Water,Water,NULL,Water,NULL,NULL,Forest
245,NULL,Water,Water,Non_Water,Water,NULL,NULL,Water
246,NULL,Water,Water,Non_Water,Water,NULL,NULL,Forest
247,NULL,Water,Water,Water,Water,NULL,NULL,Grassland
248,NULL,Water,Water,Water,Water,NULL,NULL,Wetland
249,NULL,Water,Water,Water,Water,NULL,NULL,Water
250,NULL,Water,Water,Water,Water,NULL,NULL,Forest
251,NULL,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
252,NULL,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
253,NULL,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
254,NULL,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
255,NULL,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
256,NULL,Water,Forest,Water,Non_Wetland,NULL,NULL,Grassland
257,NULL,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
258,NULL,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
259,NULL,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
260,NULL,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
261,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
262,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
263,NULL,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
264,NULL,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Built-up
265,NULL,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
266,NULL,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
267,NULL,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
268,NULL,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Water
269,NULL,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
270,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
271,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
272,NULL,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
273,NULL,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
274,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
275,NULL,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
276,NULL,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
277,NULL,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
278,NULL,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
279,NULL,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Water
280,NULL,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
281,NULL,Forest,Wetland,Water,Wetland,NULL,NULL,Grassland
282,NULL,Forest,Wetland,Water,Wetland,NULL,NULL,Wetland
283,NULL,Forest,Wetland,Water,Wetland,NULL,NULL,Water
284,NULL,Forest,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
285,NULL,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
286,NULL,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
287,NULL,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Water
288,NULL,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
289,NULL,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
290,NULL,Forest,Water,NULL,Water,NULL,NULL,Grassland
291,NULL,Forest,Water,NULL,Water,NULL,NULL,Forest
292,NULL,Forest,Water,Non_Water,Water,NULL,NULL,Water
293,NULL,Forest,Water,Water,Water,NULL,NULL,Grassland
294,NULL,Forest,Water,Water,Water,NULL,NULL,Water
295,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
296,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
297,NULL,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
298,NULL,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
299,NULL,Forest,Forest,Water,Non_Wetland,NULL,NULL,Grassland
300,NULL,Forest,Forest,Water,Non_Wetland,NULL,NULL,Forest
301,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
302,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
303,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
304,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
305,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
306,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
307,Grassland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
308,Grassland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Wetland
309,Grassland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Water
310,Grassland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Forest
311,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
312,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
313,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
314,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
315,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
316,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
317,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
318,Grassland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
319,Grassland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
320,Grassland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
321,Grassland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
322,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
323,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
324,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
325,Grassland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
326,Grassland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
327,Grassland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
328,Grassland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
329,Grassland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Water
330,Grassland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Forest
331,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
332,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
333,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
334,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
335,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
336,Grassland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
337,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,NULL
338,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
339,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
340,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
341,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
342,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
343,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
344,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
