Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23LPF_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23LPF_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23LPF_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23LPF_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23LPF_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23LPF_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23LPF_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23LPF_M_R
1372,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Water
1373,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Forest
1374,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,NULL
1375,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
1376,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Cropland
1377,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Bareland
1378,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Built-up
1379,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Water
1380,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Forest
1381,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Water,Grassland
1382,NULL,NULL,Cropland,NULL,Non_Wetland,Water,NULL,NULL
1383,NULL,NULL,Cropland,NULL,Non_Wetland,Water,NULL,Grassland
1384,NULL,NULL,Cropland,NULL,Non_Wetland,Water,NULL,Cropland
1385,NULL,NULL,Cropland,NULL,Non_Wetland,Water,NULL,Wetland
1386,NULL,NULL,Cropland,NULL,Non_Wetland,Water,NULL,Water
1387,NULL,NULL,Cropland,NULL,Non_Wetland,Water,NULL,Forest
1388,NULL,NULL,Cropland,NULL,Non_Wetland,Water,Shrubland,NULL
1389,NULL,NULL,Cropland,NULL,Non_Wetland,Water,Shrubland,Grassland
1390,NULL,NULL,Cropland,NULL,Non_Wetland,Water,Shrubland,Cropland
1391,NULL,NULL,Cropland,NULL,Non_Wetland,Water,Shrubland,Wetland
1392,NULL,NULL,Cropland,NULL,Non_Wetland,Water,Shrubland,Bareland
1393,NULL,NULL,Cropland,NULL,Non_Wetland,Water,Shrubland,Water
1394,NULL,NULL,Cropland,NULL,Non_Wetland,Water,Shrubland,Forest
1395,NULL,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,NULL
1396,NULL,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Grassland
1397,NULL,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Cropland
1398,NULL,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Wetland
1399,NULL,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Bareland
1400,NULL,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Water
1401,NULL,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Forest
1402,NULL,NULL,Cropland,NULL,Non_Wetland,Water,Bareland,Bareland
1403,NULL,NULL,Cropland,NULL,Non_Wetland,Water,Built-up,Grassland
1404,NULL,NULL,Cropland,NULL,Non_Wetland,Water,Built-up,Cropland
1405,NULL,NULL,Cropland,NULL,Non_Wetland,Water,Water,NULL
1406,NULL,NULL,Cropland,NULL,Non_Wetland,Water,Water,Grassland
1407,NULL,NULL,Cropland,NULL,Non_Wetland,Water,Water,Cropland
1408,NULL,NULL,Cropland,NULL,Non_Wetland,Water,Water,Bareland
1409,NULL,NULL,Cropland,NULL,Non_Wetland,Water,Water,Water
1410,NULL,NULL,Cropland,NULL,Non_Wetland,Water,Water,Forest
1411,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,NULL
1412,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Grassland
1413,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Cropland
1414,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Bareland
1415,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Water
1416,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
1417,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Shrubland,NULL
1418,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Shrubland,Grassland
1419,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Shrubland,Forest
1420,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,NULL
1421,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
1422,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Cropland
1423,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Wetland
1424,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Bareland
1425,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Water
1426,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
1427,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Built-up,Grassland
1428,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Water,Grassland
1429,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,NULL
1430,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Grassland
1431,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
1432,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1433,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1434,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1435,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1436,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
1437,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
1438,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Shrubland,NULL
1439,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
1440,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Shrubland,Cropland
1441,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Shrubland,Bareland
1442,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Shrubland,Forest
1443,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,NULL
1444,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
1445,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Cropland
1446,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Wetland
1447,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Bareland
1448,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Water
1449,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Forest
1450,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Bareland,Grassland
1451,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Bareland,Bareland
1452,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Bareland,Forest
1453,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Built-up,Grassland
1454,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Water,Grassland
1455,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Water,Cropland
1456,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Water,Wetland
1457,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Water,Water
1458,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Water,Forest
1459,NULL,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,NULL,NULL
1460,NULL,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
1461,NULL,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,NULL,Cropland
1462,NULL,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,NULL,Wetland
1463,NULL,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,NULL,Bareland
1464,NULL,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,NULL,Forest
1465,NULL,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
1466,NULL,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
1467,NULL,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Shrubland,Cropland
1468,NULL,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Shrubland,Wetland
1469,NULL,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
1470,NULL,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Grassland,NULL
1471,NULL,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
1472,NULL,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Grassland,Cropland
1473,NULL,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Grassland,Wetland
1474,NULL,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Grassland,Bareland
1475,NULL,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Grassland,Water
1476,NULL,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Grassland,Forest
1477,NULL,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Bareland,NULL
1478,NULL,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Bareland,Grassland
1479,NULL,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Built-up,NULL
1480,NULL,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Built-up,Grassland
1481,NULL,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Water,Grassland
1482,NULL,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Water,Forest
1483,NULL,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Forest,NULL
1484,NULL,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Forest,Grassland
1485,NULL,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Forest,Wetland
1486,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,NULL
1487,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
1488,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Cropland
1489,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Wetland
1490,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Bareland
1491,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Forest
1492,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Shrubland,NULL
1493,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
1494,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Shrubland,Cropland
1495,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Shrubland,Bareland
1496,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Shrubland,Forest
1497,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,NULL
1498,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1499,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
1500,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
1501,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Bareland
1502,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Built-up
1503,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Water
1504,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
1505,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Bareland,NULL
1506,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
1507,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Bareland,Cropland
1508,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Bareland,Wetland
1509,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Bareland,Water
1510,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Built-up,NULL
1511,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Built-up,Grassland
1512,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Built-up,Cropland
1513,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Built-up,Forest
1514,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Water,Grassland
1515,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Water,Cropland
1516,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Water,Forest
1517,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Forest,Grassland
1518,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Forest,Cropland
1519,NULL,NULL,Cropland,Non_Water,Non_Wetland,Cropland,NULL,NULL
1520,NULL,NULL,Cropland,Non_Water,Non_Wetland,Cropland,NULL,Grassland
1521,NULL,NULL,Cropland,Non_Water,Non_Wetland,Cropland,NULL,Cropland
1522,NULL,NULL,Cropland,Non_Water,Non_Wetland,Cropland,NULL,Forest
1523,NULL,NULL,Cropland,Non_Water,Non_Wetland,Cropland,Shrubland,NULL
1524,NULL,NULL,Cropland,Non_Water,Non_Wetland,Cropland,Shrubland,Grassland
1525,NULL,NULL,Cropland,Non_Water,Non_Wetland,Cropland,Shrubland,Cropland
1526,NULL,NULL,Cropland,Non_Water,Non_Wetland,Cropland,Grassland,Grassland
1527,NULL,NULL,Cropland,Non_Water,Non_Wetland,Cropland,Grassland,Cropland
1528,NULL,NULL,Cropland,Non_Water,Non_Wetland,Cropland,Water,Cropland
1529,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,NULL,NULL
1530,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
1531,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,NULL,Bareland
1532,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,NULL,Water
1533,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Shrubland,NULL
1534,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Shrubland,Grassland
1535,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Shrubland,Cropland
1536,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Shrubland,Bareland
1537,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,NULL
1538,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
1539,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,Cropland
1540,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,Wetland
1541,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,Bareland
1542,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,Forest
1543,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,NULL
1544,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
1545,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
1546,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Forest
1547,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Built-up,Grassland
1548,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Water,Grassland
1549,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Water,Water
1550,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Water,Forest
1551,NULL,NULL,Cropland,Non_Water,Non_Wetland,Built-up,Built-up,Grassland
1552,NULL,NULL,Cropland,Non_Water,Non_Wetland,Built-up,Built-up,Water
1553,NULL,NULL,Cropland,Non_Water,Non_Wetland,Water,NULL,NULL
1554,NULL,NULL,Cropland,Non_Water,Non_Wetland,Water,NULL,Grassland
1555,NULL,NULL,Cropland,Non_Water,Non_Wetland,Water,NULL,Cropland
1556,NULL,NULL,Cropland,Non_Water,Non_Wetland,Water,NULL,Wetland
1557,NULL,NULL,Cropland,Non_Water,Non_Wetland,Water,NULL,Bareland
1558,NULL,NULL,Cropland,Non_Water,Non_Wetland,Water,NULL,Water
1559,NULL,NULL,Cropland,Non_Water,Non_Wetland,Water,NULL,Forest
1560,NULL,NULL,Cropland,Non_Water,Non_Wetland,Water,Shrubland,NULL
1561,NULL,NULL,Cropland,Non_Water,Non_Wetland,Water,Shrubland,Grassland
1562,NULL,NULL,Cropland,Non_Water,Non_Wetland,Water,Shrubland,Cropland
1563,NULL,NULL,Cropland,Non_Water,Non_Wetland,Water,Shrubland,Wetland
1564,NULL,NULL,Cropland,Non_Water,Non_Wetland,Water,Shrubland,Bareland
1565,NULL,NULL,Cropland,Non_Water,Non_Wetland,Water,Shrubland,Forest
1566,NULL,NULL,Cropland,Non_Water,Non_Wetland,Water,Grassland,NULL
1567,NULL,NULL,Cropland,Non_Water,Non_Wetland,Water,Grassland,Grassland
1568,NULL,NULL,Cropland,Non_Water,Non_Wetland,Water,Grassland,Cropland
1569,NULL,NULL,Cropland,Non_Water,Non_Wetland,Water,Grassland,Wetland
1570,NULL,NULL,Cropland,Non_Water,Non_Wetland,Water,Grassland,Water
1571,NULL,NULL,Cropland,Non_Water,Non_Wetland,Water,Grassland,Forest
1572,NULL,NULL,Cropland,Non_Water,Non_Wetland,Water,Bareland,NULL
1573,NULL,NULL,Cropland,Non_Water,Non_Wetland,Water,Bareland,Forest
1574,NULL,NULL,Cropland,Non_Water,Non_Wetland,Water,Water,NULL
1575,NULL,NULL,Cropland,Non_Water,Non_Wetland,Water,Water,Grassland
1576,NULL,NULL,Cropland,Non_Water,Non_Wetland,Water,Water,Cropland
1577,NULL,NULL,Cropland,Non_Water,Non_Wetland,Water,Water,Wetland
1578,NULL,NULL,Cropland,Non_Water,Non_Wetland,Water,Water,Bareland
1579,NULL,NULL,Cropland,Non_Water,Non_Wetland,Water,Water,Water
1580,NULL,NULL,Cropland,Non_Water,Non_Wetland,Water,Water,Forest
1581,NULL,NULL,Cropland,Non_Water,Non_Wetland,Forest,NULL,NULL
1582,NULL,NULL,Cropland,Non_Water,Non_Wetland,Forest,Shrubland,NULL
1583,NULL,NULL,Cropland,Non_Water,Non_Wetland,Forest,Shrubland,Grassland
1584,NULL,NULL,Cropland,Non_Water,Non_Wetland,Forest,Shrubland,Wetland
1585,NULL,NULL,Cropland,Non_Water,Non_Wetland,Forest,Grassland,NULL
1586,NULL,NULL,Cropland,Non_Water,Non_Wetland,Forest,Grassland,Grassland
1587,NULL,NULL,Cropland,Non_Water,Non_Wetland,Forest,Grassland,Cropland
1588,NULL,NULL,Cropland,Non_Water,Non_Wetland,Forest,Water,Water
1589,NULL,NULL,Cropland,Water,Non_Wetland,NULL,NULL,NULL
1590,NULL,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
1591,NULL,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Cropland
1592,NULL,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Wetland
1593,NULL,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Water
1594,NULL,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Forest
1595,NULL,NULL,Cropland,Water,Non_Wetland,NULL,Shrubland,NULL
1596,NULL,NULL,Cropland,Water,Non_Wetland,NULL,Shrubland,Grassland
1597,NULL,NULL,Cropland,Water,Non_Wetland,NULL,Shrubland,Cropland
1598,NULL,NULL,Cropland,Water,Non_Wetland,NULL,Shrubland,Forest
1599,NULL,NULL,Cropland,Water,Non_Wetland,NULL,Grassland,NULL
1600,NULL,NULL,Cropland,Water,Non_Wetland,NULL,Grassland,Grassland
1601,NULL,NULL,Cropland,Water,Non_Wetland,NULL,Grassland,Cropland
1602,NULL,NULL,Cropland,Water,Non_Wetland,NULL,Grassland,Wetland
1603,NULL,NULL,Cropland,Water,Non_Wetland,NULL,Grassland,Bareland
1604,NULL,NULL,Cropland,Water,Non_Wetland,NULL,Grassland,Water
1605,NULL,NULL,Cropland,Water,Non_Wetland,NULL,Grassland,Forest
1606,NULL,NULL,Cropland,Water,Non_Wetland,NULL,Bareland,Grassland
1607,NULL,NULL,Cropland,Water,Non_Wetland,NULL,Built-up,Forest
1608,NULL,NULL,Cropland,Water,Non_Wetland,NULL,Water,Grassland
1609,NULL,NULL,Cropland,Water,Non_Wetland,NULL,Water,Water
1610,NULL,NULL,Cropland,Water,Non_Wetland,NULL,Water,Forest
1611,NULL,NULL,Cropland,Water,Non_Wetland,Shrubland,NULL,NULL
1612,NULL,NULL,Cropland,Water,Non_Wetland,Shrubland,NULL,Grassland
1613,NULL,NULL,Cropland,Water,Non_Wetland,Shrubland,NULL,Cropland
1614,NULL,NULL,Cropland,Water,Non_Wetland,Shrubland,NULL,Wetland
1615,NULL,NULL,Cropland,Water,Non_Wetland,Shrubland,NULL,Water
1616,NULL,NULL,Cropland,Water,Non_Wetland,Shrubland,NULL,Forest
1617,NULL,NULL,Cropland,Water,Non_Wetland,Shrubland,Shrubland,NULL
1618,NULL,NULL,Cropland,Water,Non_Wetland,Shrubland,Shrubland,Grassland
1619,NULL,NULL,Cropland,Water,Non_Wetland,Shrubland,Shrubland,Water
1620,NULL,NULL,Cropland,Water,Non_Wetland,Shrubland,Grassland,NULL
1621,NULL,NULL,Cropland,Water,Non_Wetland,Shrubland,Grassland,Grassland
1622,NULL,NULL,Cropland,Water,Non_Wetland,Shrubland,Grassland,Cropland
1623,NULL,NULL,Cropland,Water,Non_Wetland,Shrubland,Grassland,Wetland
1624,NULL,NULL,Cropland,Water,Non_Wetland,Shrubland,Grassland,Bareland
1625,NULL,NULL,Cropland,Water,Non_Wetland,Shrubland,Grassland,Water
1626,NULL,NULL,Cropland,Water,Non_Wetland,Shrubland,Grassland,Forest
1627,NULL,NULL,Cropland,Water,Non_Wetland,Shrubland,Bareland,Water
1628,NULL,NULL,Cropland,Water,Non_Wetland,Shrubland,Built-up,Grassland
1629,NULL,NULL,Cropland,Water,Non_Wetland,Shrubland,Water,NULL
1630,NULL,NULL,Cropland,Water,Non_Wetland,Shrubland,Water,Grassland
1631,NULL,NULL,Cropland,Water,Non_Wetland,Shrubland,Water,Cropland
1632,NULL,NULL,Cropland,Water,Non_Wetland,Shrubland,Water,Forest
1633,NULL,NULL,Cropland,Water,Non_Wetland,Grassland,NULL,NULL
1634,NULL,NULL,Cropland,Water,Non_Wetland,Grassland,NULL,Grassland
1635,NULL,NULL,Cropland,Water,Non_Wetland,Grassland,NULL,Cropland
1636,NULL,NULL,Cropland,Water,Non_Wetland,Grassland,NULL,Wetland
1637,NULL,NULL,Cropland,Water,Non_Wetland,Grassland,NULL,Bareland
1638,NULL,NULL,Cropland,Water,Non_Wetland,Grassland,NULL,Water
1639,NULL,NULL,Cropland,Water,Non_Wetland,Grassland,NULL,Forest
1640,NULL,NULL,Cropland,Water,Non_Wetland,Grassland,Shrubland,NULL
1641,NULL,NULL,Cropland,Water,Non_Wetland,Grassland,Shrubland,Grassland
1642,NULL,NULL,Cropland,Water,Non_Wetland,Grassland,Shrubland,Cropland
1643,NULL,NULL,Cropland,Water,Non_Wetland,Grassland,Shrubland,Forest
1644,NULL,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,NULL
1645,NULL,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,Grassland
1646,NULL,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,Cropland
1647,NULL,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,Wetland
1648,NULL,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,Bareland
1649,NULL,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,Water
1650,NULL,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,Forest
1651,NULL,NULL,Cropland,Water,Non_Wetland,Grassland,Bareland,Grassland
1652,NULL,NULL,Cropland,Water,Non_Wetland,Grassland,Bareland,Cropland
1653,NULL,NULL,Cropland,Water,Non_Wetland,Grassland,Bareland,Wetland
1654,NULL,NULL,Cropland,Water,Non_Wetland,Grassland,Bareland,Bareland
1655,NULL,NULL,Cropland,Water,Non_Wetland,Grassland,Bareland,Water
1656,NULL,NULL,Cropland,Water,Non_Wetland,Grassland,Built-up,Grassland
1657,NULL,NULL,Cropland,Water,Non_Wetland,Grassland,Built-up,Forest
1658,NULL,NULL,Cropland,Water,Non_Wetland,Grassland,Water,NULL
1659,NULL,NULL,Cropland,Water,Non_Wetland,Grassland,Water,Grassland
1660,NULL,NULL,Cropland,Water,Non_Wetland,Grassland,Water,Cropland
1661,NULL,NULL,Cropland,Water,Non_Wetland,Grassland,Water,Bareland
1662,NULL,NULL,Cropland,Water,Non_Wetland,Grassland,Water,Forest
1663,NULL,NULL,Cropland,Water,Non_Wetland,Grassland,Forest,Cropland
1664,NULL,NULL,Cropland,Water,Non_Wetland,Cropland,Grassland,Grassland
1665,NULL,NULL,Cropland,Water,Non_Wetland,Cropland,Grassland,Cropland
1666,NULL,NULL,Cropland,Water,Non_Wetland,Bareland,NULL,NULL
1667,NULL,NULL,Cropland,Water,Non_Wetland,Bareland,NULL,Grassland
1668,NULL,NULL,Cropland,Water,Non_Wetland,Bareland,NULL,Cropland
1669,NULL,NULL,Cropland,Water,Non_Wetland,Bareland,NULL,Water
1670,NULL,NULL,Cropland,Water,Non_Wetland,Bareland,Shrubland,Grassland
1671,NULL,NULL,Cropland,Water,Non_Wetland,Bareland,Shrubland,Forest
1672,NULL,NULL,Cropland,Water,Non_Wetland,Bareland,Grassland,NULL
1673,NULL,NULL,Cropland,Water,Non_Wetland,Bareland,Grassland,Grassland
1674,NULL,NULL,Cropland,Water,Non_Wetland,Bareland,Grassland,Cropland
1675,NULL,NULL,Cropland,Water,Non_Wetland,Bareland,Grassland,Wetland
1676,NULL,NULL,Cropland,Water,Non_Wetland,Bareland,Grassland,Bareland
1677,NULL,NULL,Cropland,Water,Non_Wetland,Bareland,Grassland,Water
1678,NULL,NULL,Cropland,Water,Non_Wetland,Bareland,Bareland,NULL
1679,NULL,NULL,Cropland,Water,Non_Wetland,Bareland,Bareland,Grassland
1680,NULL,NULL,Cropland,Water,Non_Wetland,Bareland,Bareland,Cropland
1681,NULL,NULL,Cropland,Water,Non_Wetland,Bareland,Bareland,Wetland
1682,NULL,NULL,Cropland,Water,Non_Wetland,Bareland,Bareland,Bareland
1683,NULL,NULL,Cropland,Water,Non_Wetland,Bareland,Bareland,Water
1684,NULL,NULL,Cropland,Water,Non_Wetland,Bareland,Built-up,NULL
1685,NULL,NULL,Cropland,Water,Non_Wetland,Bareland,Built-up,Grassland
1686,NULL,NULL,Cropland,Water,Non_Wetland,Bareland,Water,NULL
1687,NULL,NULL,Cropland,Water,Non_Wetland,Bareland,Water,Grassland
1688,NULL,NULL,Cropland,Water,Non_Wetland,Bareland,Water,Bareland
1689,NULL,NULL,Cropland,Water,Non_Wetland,Bareland,Water,Water
1690,NULL,NULL,Cropland,Water,Non_Wetland,Built-up,Built-up,Grassland
1691,NULL,NULL,Cropland,Water,Non_Wetland,Built-up,Built-up,Bareland
1692,NULL,NULL,Cropland,Water,Non_Wetland,Water,NULL,Grassland
1693,NULL,NULL,Cropland,Water,Non_Wetland,Water,NULL,Cropland
1694,NULL,NULL,Cropland,Water,Non_Wetland,Water,NULL,Wetland
