Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20LPJ_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20LPJ_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20LPJ_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20LPJ_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20LPJ_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20LPJ_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20LPJ_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20LPJ_M_R
29,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
30,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
31,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
32,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
33,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
34,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
35,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
36,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
37,NULL,NULL,Wetland,NULL,Wetland,NULL,NULL,NULL
38,NULL,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
39,NULL,NULL,Wetland,NULL,Wetland,NULL,NULL,Cropland
40,NULL,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
41,NULL,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
42,NULL,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
43,NULL,NULL,Wetland,Non_Water,Wetland,NULL,NULL,NULL
44,NULL,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
45,NULL,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
46,NULL,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
47,NULL,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
48,NULL,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
49,NULL,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
50,NULL,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
51,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,NULL
52,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
53,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Forest
54,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
55,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
56,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
57,NULL,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
58,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
59,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
60,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
61,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
62,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
63,NULL,NULL,Water,NULL,Water,NULL,NULL,Grassland
64,NULL,NULL,Water,NULL,Water,NULL,NULL,Cropland
65,NULL,NULL,Water,NULL,Water,NULL,NULL,Wetland
66,NULL,NULL,Water,NULL,Water,NULL,NULL,Forest
67,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
68,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
69,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
70,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
71,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
72,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
73,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
74,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
75,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
76,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
77,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,NULL
78,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
79,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
80,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
81,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
82,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
83,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
84,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
85,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
86,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
87,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
88,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
89,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
90,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
91,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
92,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
93,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
94,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
95,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
96,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
97,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
98,NULL,Cropland,Wetland,NULL,Wetland,NULL,NULL,Forest
99,NULL,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
100,NULL,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
101,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
102,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
103,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
104,NULL,Cropland,Water,NULL,Water,NULL,NULL,Grassland
105,NULL,Cropland,Water,NULL,Water,NULL,NULL,Forest
106,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
107,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
108,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
109,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
110,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
111,NULL,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
112,NULL,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
113,NULL,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
114,NULL,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
115,NULL,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
116,NULL,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
117,NULL,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
118,NULL,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
119,NULL,Wetland,Wetland,NULL,Wetland,NULL,NULL,NULL
120,NULL,Wetland,Wetland,NULL,Wetland,NULL,NULL,Grassland
121,NULL,Wetland,Wetland,NULL,Wetland,NULL,NULL,Forest
122,NULL,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
123,NULL,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
124,NULL,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
125,NULL,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
126,NULL,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
127,NULL,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
128,NULL,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
129,NULL,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
130,NULL,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
131,NULL,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
132,NULL,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
133,NULL,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
134,NULL,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
135,NULL,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
136,NULL,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
137,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,NULL
138,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
139,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
140,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
141,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
142,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Forest
143,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
144,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
145,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
146,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
147,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
148,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
149,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
150,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
151,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
152,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
153,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
154,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
155,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
156,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
157,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
158,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
159,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
160,NULL,Built-up,Wetland,NULL,Wetland,NULL,NULL,Grassland
161,NULL,Built-up,Wetland,NULL,Wetland,NULL,NULL,Forest
162,NULL,Built-up,Wetland,Water,Wetland,NULL,NULL,Grassland
163,NULL,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
164,NULL,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
165,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
166,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
167,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
168,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
169,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
170,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
171,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,NULL
172,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
173,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
174,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
175,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
176,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
177,NULL,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
178,NULL,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
179,NULL,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
180,NULL,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
181,NULL,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
182,NULL,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
183,NULL,Forest,NULL,NULL,Non_Wetland,NULL,NULL,NULL
184,NULL,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
185,NULL,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
186,NULL,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
187,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
188,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
189,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
190,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
191,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
192,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
193,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
194,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
195,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
196,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
197,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
198,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
199,NULL,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
200,NULL,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
201,NULL,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
202,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
203,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
204,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
205,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
206,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
207,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
208,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
209,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
210,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
211,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
212,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
213,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
214,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
215,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
216,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
217,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
218,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
219,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
220,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
221,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
222,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
223,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
224,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
225,Grassland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
226,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
227,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
228,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
229,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
230,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
231,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
232,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
233,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
234,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,NULL
235,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
236,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,Cropland
237,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
238,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
239,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
240,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,NULL
241,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
242,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
243,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
244,Grassland,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
245,Grassland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
246,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
247,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
248,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
249,Grassland,NULL,Water,NULL,Water,NULL,NULL,Grassland
250,Grassland,NULL,Water,NULL,Water,NULL,NULL,Cropland
251,Grassland,NULL,Water,NULL,Water,NULL,NULL,Wetland
252,Grassland,NULL,Water,NULL,Water,NULL,NULL,Forest
253,Grassland,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
254,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
255,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
256,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
257,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
258,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
259,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
260,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
261,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
262,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
263,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
264,Grassland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
265,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,NULL
266,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
267,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
268,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
269,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
270,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
271,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
272,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
273,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
274,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
275,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
276,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
277,Grassland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
278,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
279,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
280,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
281,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
282,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
283,Grassland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Forest
284,Grassland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
285,Grassland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Cropland
286,Grassland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
287,Grassland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
288,Grassland,Cropland,Water,NULL,Water,NULL,NULL,Grassland
289,Grassland,Cropland,Water,NULL,Water,NULL,NULL,Forest
290,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
291,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
292,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
293,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
294,Grassland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
295,Grassland,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,NULL
296,Grassland,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
297,Grassland,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
298,Grassland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
299,Grassland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
300,Grassland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
301,Grassland,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
302,Grassland,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
303,Grassland,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
304,Grassland,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
305,Grassland,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
306,Grassland,Wetland,Wetland,NULL,Wetland,NULL,NULL,NULL
307,Grassland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Grassland
308,Grassland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Forest
309,Grassland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
310,Grassland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
311,Grassland,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
312,Grassland,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
313,Grassland,Wetland,Water,NULL,Water,NULL,NULL,Forest
314,Grassland,Wetland,Water,Water,Water,NULL,NULL,Grassland
315,Grassland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
316,Grassland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
317,Grassland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
318,Grassland,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
319,Grassland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
320,Grassland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
321,Grassland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
322,Grassland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
323,Grassland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
324,Grassland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
325,Grassland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
326,Grassland,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
327,Grassland,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
328,Grassland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
329,Grassland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
330,Grassland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
331,Grassland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
332,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
333,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
334,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
