Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_24MTV_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24MTV_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24MTV_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_24MTV_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24MTV_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24MTV_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24MTV_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_24MTV_M_R
1742,NULL,NULL,Bareland,Water,Non_Wetland,Bareland,Bareland,Bareland
1743,NULL,NULL,Bareland,Water,Non_Wetland,Water,Shrubland,Grassland
1744,NULL,NULL,Bareland,Water,Non_Wetland,Water,Grassland,Grassland
1745,NULL,NULL,Bareland,Water,Non_Wetland,Water,Water,Water
1746,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
1747,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1748,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
1749,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1750,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
1751,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1752,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Shrubland,NULL
1753,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Shrubland,Grassland
1754,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Shrubland,Cropland
1755,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Shrubland,Bareland
1756,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Shrubland,Built-up
1757,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Shrubland,Forest
1758,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,NULL
1759,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Grassland
1760,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Cropland
1761,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Bareland
1762,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Built-up
1763,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Forest
1764,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Bareland,NULL
1765,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Bareland,Grassland
1766,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Bareland,Bareland
1767,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Built-up,NULL
1768,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Built-up,Grassland
1769,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Built-up,Cropland
1770,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Built-up,Bareland
1771,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Built-up,Built-up
1772,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Built-up,Forest
1773,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Water,NULL
1774,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Forest,Bareland
1775,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Forest,Forest
1776,NULL,NULL,Built-up,NULL,Non_Wetland,Shrubland,NULL,NULL
1777,NULL,NULL,Built-up,NULL,Non_Wetland,Shrubland,NULL,Grassland
1778,NULL,NULL,Built-up,NULL,Non_Wetland,Shrubland,NULL,Built-up
1779,NULL,NULL,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,NULL
1780,NULL,NULL,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
1781,NULL,NULL,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
1782,NULL,NULL,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Forest
1783,NULL,NULL,Built-up,NULL,Non_Wetland,Shrubland,Grassland,NULL
1784,NULL,NULL,Built-up,NULL,Non_Wetland,Shrubland,Grassland,Grassland
1785,NULL,NULL,Built-up,NULL,Non_Wetland,Shrubland,Grassland,Cropland
1786,NULL,NULL,Built-up,NULL,Non_Wetland,Shrubland,Grassland,Built-up
1787,NULL,NULL,Built-up,NULL,Non_Wetland,Shrubland,Grassland,Forest
1788,NULL,NULL,Built-up,NULL,Non_Wetland,Shrubland,Bareland,NULL
1789,NULL,NULL,Built-up,NULL,Non_Wetland,Shrubland,Bareland,Grassland
1790,NULL,NULL,Built-up,NULL,Non_Wetland,Shrubland,Bareland,Built-up
1791,NULL,NULL,Built-up,NULL,Non_Wetland,Shrubland,Built-up,NULL
1792,NULL,NULL,Built-up,NULL,Non_Wetland,Shrubland,Built-up,Grassland
1793,NULL,NULL,Built-up,NULL,Non_Wetland,Shrubland,Built-up,Cropland
1794,NULL,NULL,Built-up,NULL,Non_Wetland,Shrubland,Built-up,Bareland
1795,NULL,NULL,Built-up,NULL,Non_Wetland,Shrubland,Built-up,Built-up
1796,NULL,NULL,Built-up,NULL,Non_Wetland,Shrubland,Built-up,Forest
1797,NULL,NULL,Built-up,NULL,Non_Wetland,Shrubland,Forest,Grassland
1798,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,NULL
1799,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
1800,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Cropland
1801,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Built-up
1802,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Forest
1803,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Shrubland,NULL
1804,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1805,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Cropland
1806,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Built-up
1807,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Forest
1808,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,NULL
1809,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
1810,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Cropland
1811,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Bareland
1812,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
1813,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Water
1814,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
1815,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,NULL
1816,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
1817,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Built-up
1818,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,NULL
1819,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
1820,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,Cropland
1821,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,Bareland
1822,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,Built-up
1823,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,Forest
1824,NULL,NULL,Built-up,NULL,Non_Wetland,Cropland,NULL,NULL
1825,NULL,NULL,Built-up,NULL,Non_Wetland,Cropland,NULL,Grassland
1826,NULL,NULL,Built-up,NULL,Non_Wetland,Cropland,NULL,Built-up
1827,NULL,NULL,Built-up,NULL,Non_Wetland,Cropland,NULL,Forest
1828,NULL,NULL,Built-up,NULL,Non_Wetland,Cropland,Grassland,Cropland
1829,NULL,NULL,Built-up,NULL,Non_Wetland,Cropland,Built-up,NULL
1830,NULL,NULL,Built-up,NULL,Non_Wetland,Cropland,Built-up,Grassland
1831,NULL,NULL,Built-up,NULL,Non_Wetland,Cropland,Built-up,Built-up
1832,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,NULL
1833,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
1834,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Cropland
1835,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Bareland
1836,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
1837,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Forest
1838,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Shrubland,NULL
1839,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Grassland
1840,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Cropland
1841,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Bareland
1842,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Built-up
1843,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Forest
1844,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,NULL
1845,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
1846,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Cropland
1847,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Bareland
1848,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
1849,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
1850,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,NULL
1851,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
1852,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Cropland
1853,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
1854,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
1855,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
1856,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,NULL
1857,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,Grassland
1858,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,Cropland
1859,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,Bareland
1860,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,Built-up
1861,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,Forest
1862,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,NULL,NULL
1863,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,NULL,Grassland
1864,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,NULL,Built-up
1865,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Shrubland,NULL
1866,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Shrubland,Grassland
1867,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Shrubland,Built-up
1868,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Shrubland,Forest
1869,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Grassland,NULL
1870,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Grassland,Grassland
1871,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Grassland,Cropland
1872,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Grassland,Bareland
1873,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Grassland,Built-up
1874,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Grassland,Forest
1875,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,NULL
1876,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
1877,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Cropland
1878,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Bareland
1879,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
1880,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Water
1881,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Forest
1882,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Forest,Built-up
1883,NULL,NULL,Built-up,NULL,Non_Wetland,Water,Shrubland,Grassland
1884,NULL,NULL,Built-up,NULL,Non_Wetland,Water,Grassland,Grassland
1885,NULL,NULL,Built-up,NULL,Non_Wetland,Water,Built-up,Grassland
1886,NULL,NULL,Built-up,NULL,Non_Wetland,Water,Built-up,Built-up
1887,NULL,NULL,Built-up,NULL,Non_Wetland,Water,Water,Grassland
1888,NULL,NULL,Built-up,Non_Water,Non_Wetland,NULL,Grassland,Wetland
1889,NULL,NULL,Built-up,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1890,NULL,NULL,Built-up,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
1891,NULL,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
1892,NULL,NULL,Built-up,Non_Water,Non_Wetland,Water,Grassland,Grassland
1893,NULL,NULL,Built-up,Non_Water,Non_Wetland,Water,Grassland,Wetland
1894,NULL,NULL,Built-up,Water,Non_Wetland,NULL,Grassland,NULL
1895,NULL,NULL,Built-up,Water,Non_Wetland,NULL,Grassland,Grassland
1896,NULL,NULL,Built-up,Water,Non_Wetland,NULL,Grassland,Water
1897,NULL,NULL,Built-up,Water,Non_Wetland,Shrubland,NULL,NULL
1898,NULL,NULL,Built-up,Water,Non_Wetland,Shrubland,Shrubland,Grassland
1899,NULL,NULL,Built-up,Water,Non_Wetland,Shrubland,Grassland,NULL
1900,NULL,NULL,Built-up,Water,Non_Wetland,Shrubland,Water,Grassland
1901,NULL,NULL,Built-up,Water,Non_Wetland,Grassland,Grassland,Grassland
1902,NULL,NULL,Built-up,Water,Non_Wetland,Bareland,Grassland,Grassland
1903,NULL,NULL,Built-up,Water,Non_Wetland,Bareland,Grassland,Bareland
1904,NULL,NULL,Built-up,Water,Non_Wetland,Water,Water,Grassland
1905,NULL,NULL,Built-up,Water,Non_Wetland,Water,Water,Water
1906,NULL,NULL,Water,NULL,Water,NULL,NULL,Forest
1907,NULL,NULL,Water,NULL,Water,NULL,Grassland,Water
1908,NULL,NULL,Water,NULL,Water,Shrubland,NULL,NULL
1909,NULL,NULL,Water,NULL,Water,Shrubland,NULL,Grassland
1910,NULL,NULL,Water,NULL,Water,Shrubland,Shrubland,NULL
1911,NULL,NULL,Water,NULL,Water,Shrubland,Shrubland,Grassland
1912,NULL,NULL,Water,NULL,Water,Shrubland,Shrubland,Forest
1913,NULL,NULL,Water,NULL,Water,Shrubland,Grassland,Grassland
1914,NULL,NULL,Water,NULL,Water,Shrubland,Grassland,Water
1915,NULL,NULL,Water,NULL,Water,Shrubland,Grassland,Forest
1916,NULL,NULL,Water,NULL,Water,Shrubland,Water,NULL
1917,NULL,NULL,Water,NULL,Water,Shrubland,Water,Grassland
1918,NULL,NULL,Water,NULL,Water,Shrubland,Water,Forest
1919,NULL,NULL,Water,NULL,Water,Grassland,Shrubland,NULL
1920,NULL,NULL,Water,NULL,Water,Grassland,Shrubland,Grassland
1921,NULL,NULL,Water,NULL,Water,Grassland,Grassland,Grassland
1922,NULL,NULL,Water,NULL,Water,Bareland,Grassland,Bareland
1923,NULL,NULL,Water,NULL,Water,Water,Shrubland,Wetland
1924,NULL,NULL,Water,NULL,Water,Water,Grassland,Grassland
1925,NULL,NULL,Water,NULL,Water,Water,Grassland,Water
1926,NULL,NULL,Water,NULL,Water,Water,Water,Grassland
1927,NULL,NULL,Water,NULL,Water,Water,Water,Water
1928,NULL,NULL,Water,Non_Water,Water,NULL,Shrubland,Grassland
1929,NULL,NULL,Water,Non_Water,Water,Shrubland,NULL,Grassland
1930,NULL,NULL,Water,Non_Water,Water,Shrubland,Shrubland,Grassland
1931,NULL,NULL,Water,Non_Water,Water,Shrubland,Shrubland,Water
1932,NULL,NULL,Water,Non_Water,Water,Shrubland,Grassland,Grassland
1933,NULL,NULL,Water,Non_Water,Water,Grassland,Grassland,Bareland
1934,NULL,NULL,Water,Non_Water,Water,Water,Grassland,Grassland
1935,NULL,NULL,Water,Non_Water,Water,Water,Grassland,Water
1936,NULL,NULL,Water,Non_Water,Water,Water,Water,Grassland
1937,NULL,NULL,Water,Non_Water,Water,Water,Water,Water
1938,NULL,NULL,Water,Water,Water,NULL,Grassland,Grassland
1939,NULL,NULL,Water,Water,Water,NULL,Grassland,Water
1940,NULL,NULL,Water,Water,Water,NULL,Water,Grassland
1941,NULL,NULL,Water,Water,Water,NULL,Water,Wetland
1942,NULL,NULL,Water,Water,Water,Shrubland,NULL,Grassland
1943,NULL,NULL,Water,Water,Water,Shrubland,NULL,Wetland
1944,NULL,NULL,Water,Water,Water,Shrubland,Shrubland,Grassland
1945,NULL,NULL,Water,Water,Water,Shrubland,Shrubland,Wetland
1946,NULL,NULL,Water,Water,Water,Shrubland,Shrubland,Water
1947,NULL,NULL,Water,Water,Water,Shrubland,Shrubland,Forest
1948,NULL,NULL,Water,Water,Water,Shrubland,Grassland,Grassland
1949,NULL,NULL,Water,Water,Water,Shrubland,Grassland,Wetland
1950,NULL,NULL,Water,Water,Water,Shrubland,Grassland,Water
1951,NULL,NULL,Water,Water,Water,Shrubland,Water,NULL
1952,NULL,NULL,Water,Water,Water,Shrubland,Water,Grassland
1953,NULL,NULL,Water,Water,Water,Shrubland,Water,Water
1954,NULL,NULL,Water,Water,Water,Grassland,Shrubland,Grassland
1955,NULL,NULL,Water,Water,Water,Grassland,Grassland,Grassland
1956,NULL,NULL,Water,Water,Water,Grassland,Grassland,Bareland
1957,NULL,NULL,Water,Water,Water,Grassland,Grassland,Water
1958,NULL,NULL,Water,Water,Water,Grassland,Water,Grassland
1959,NULL,NULL,Water,Water,Water,Bareland,Shrubland,Bareland
1960,NULL,NULL,Water,Water,Water,Bareland,Water,Grassland
1961,NULL,NULL,Water,Water,Water,Water,Shrubland,Grassland
1962,NULL,NULL,Water,Water,Water,Water,Shrubland,Wetland
1963,NULL,NULL,Water,Water,Water,Water,Shrubland,Water
1964,NULL,NULL,Water,Water,Water,Water,Grassland,Grassland
1965,NULL,NULL,Water,Water,Water,Water,Grassland,Wetland
1966,NULL,NULL,Water,Water,Water,Water,Grassland,Water
1967,NULL,NULL,Water,Water,Water,Water,Water,Grassland
1968,NULL,NULL,Water,Water,Water,Water,Water,Wetland
1969,NULL,NULL,Water,Water,Water,Water,Water,Water
1970,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1971,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1972,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
1973,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
1974,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1975,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
1976,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1977,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,NULL
1978,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Grassland
1979,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Cropland
1980,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Wetland
1981,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Bareland
1982,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Built-up
1983,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
1984,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,NULL
1985,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
1986,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Cropland
1987,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Wetland
1988,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Bareland
1989,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Built-up
1990,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Water
1991,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
1992,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
1993,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Bareland,NULL
1994,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Bareland,Grassland
1995,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Bareland,Forest
1996,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Built-up,NULL
1997,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Built-up,Grassland
1998,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Built-up,Cropland
1999,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Built-up,Built-up
2000,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Built-up,Forest
2001,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Water,NULL
2002,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Water,Grassland
2003,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Water,Forest
2004,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Forest,NULL
2005,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
2006,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Cropland
2007,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Forest
2008,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,NULL
2009,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
2010,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Cropland
2011,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Wetland
2012,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Bareland
2013,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Built-up
2014,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
2015,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
2016,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
2017,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
2018,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
2019,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
2020,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
2021,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Water
2022,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
2023,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,NULL
2024,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
2025,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Cropland
2026,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Wetland
2027,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Bareland
2028,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Built-up
2029,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Water
2030,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
2031,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Wetland,NULL
2032,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Wetland,Grassland
2033,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Wetland,Bareland
2034,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Wetland,Forest
2035,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Bareland,NULL
2036,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Bareland,Grassland
2037,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Bareland,Built-up
2038,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Bareland,Forest
2039,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Built-up,NULL
2040,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Built-up,Grassland
2041,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Built-up,Cropland
2042,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Built-up,Bareland
2043,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Built-up,Forest
2044,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Water,NULL
2045,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Water,Grassland
2046,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Water,Cropland
2047,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Water,Wetland
2048,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Water,Bareland
2049,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Water,Forest
2050,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,NULL
2051,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Grassland
2052,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Cropland
2053,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
2054,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,NULL
2055,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
2056,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Cropland
2057,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Wetland
2058,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Bareland
2059,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Water
2060,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
2061,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,NULL
2062,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
2063,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Cropland
2064,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Wetland
2065,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Bareland
2066,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Built-up
2067,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Water
2068,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
2069,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
2070,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
2071,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
2072,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Wetland
2073,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Bareland
2074,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Built-up
2075,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Water
2076,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
2077,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,NULL
2078,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,NULL
