Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19MCP_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19MCP_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19MCP_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19MCP_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19MCP_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19MCP_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19MCP_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19MCP_M_R
139,Water,Water,NULL,NULL,Non_Wetland,Water,Forest,Water
140,Water,Water,NULL,NULL,Non_Wetland,Water,Forest,Forest
141,Water,Water,NULL,Non_Water,Non_Wetland,NULL,Wetland,Water
142,Water,Water,NULL,Non_Water,Non_Wetland,NULL,Water,Forest
143,Water,Water,NULL,Non_Water,Non_Wetland,Wetland,Water,Grassland
144,Water,Water,NULL,Non_Water,Non_Wetland,Wetland,Water,Water
145,Water,Water,NULL,Non_Water,Non_Wetland,Wetland,Water,Forest
146,Water,Water,NULL,Non_Water,Non_Wetland,Bareland,Wetland,Water
147,Water,Water,NULL,Non_Water,Non_Wetland,Water,Wetland,Water
148,Water,Water,NULL,Non_Water,Non_Wetland,Water,Wetland,Forest
149,Water,Water,NULL,Non_Water,Non_Wetland,Water,Water,Grassland
150,Water,Water,NULL,Non_Water,Non_Wetland,Water,Water,Water
151,Water,Water,NULL,Non_Water,Non_Wetland,Water,Water,Forest
152,Water,Water,NULL,Non_Water,Non_Wetland,Water,Forest,Water
153,Water,Water,NULL,Water,Non_Wetland,NULL,Water,Forest
154,Water,Water,NULL,Water,Non_Wetland,Grassland,Wetland,Water
155,Water,Water,NULL,Water,Non_Wetland,Wetland,Wetland,Water
156,Water,Water,NULL,Water,Non_Wetland,Wetland,Wetland,Forest
157,Water,Water,NULL,Water,Non_Wetland,Wetland,Water,Forest
158,Water,Water,NULL,Water,Non_Wetland,Water,Wetland,Water
159,Water,Water,NULL,Water,Non_Wetland,Water,Wetland,Forest
160,Water,Water,NULL,Water,Non_Wetland,Water,Water,Water
161,Water,Water,NULL,Water,Non_Wetland,Water,Water,Forest
162,Water,Water,NULL,Water,Non_Wetland,Water,Forest,Water
163,Water,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Water
164,Water,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
165,Water,Water,Shrubland,NULL,Non_Wetland,Water,Water,Water
166,Water,Water,Shrubland,NULL,Non_Wetland,Water,Water,Forest
167,Water,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Forest
168,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Water
169,Water,Water,Shrubland,Water,Non_Wetland,Bareland,Water,Water
170,Water,Water,Shrubland,Water,Non_Wetland,Water,Wetland,Water
171,Water,Water,Shrubland,Water,Non_Wetland,Water,Water,Water
172,Water,Water,Grassland,NULL,Non_Wetland,Water,Wetland,Water
173,Water,Water,Grassland,NULL,Non_Wetland,Water,Wetland,Forest
174,Water,Water,Grassland,NULL,Non_Wetland,Water,Water,Water
175,Water,Water,Grassland,NULL,Non_Wetland,Water,Water,Forest
176,Water,Water,Grassland,Non_Water,Non_Wetland,Bareland,Water,Grassland
177,Water,Water,Grassland,Non_Water,Non_Wetland,Water,Wetland,Water
178,Water,Water,Grassland,Non_Water,Non_Wetland,Water,Water,Water
179,Water,Water,Grassland,Non_Water,Non_Wetland,Water,Water,Forest
180,Water,Water,Grassland,Water,Non_Wetland,Wetland,Wetland,Water
181,Water,Water,Grassland,Water,Non_Wetland,Bareland,Water,Water
182,Water,Water,Grassland,Water,Non_Wetland,Water,Wetland,Water
183,Water,Water,Grassland,Water,Non_Wetland,Water,Water,Water
184,Water,Water,Grassland,Water,Non_Wetland,Water,Water,Forest
185,Water,Water,Wetland,NULL,Wetland,NULL,Wetland,Water
186,Water,Water,Wetland,NULL,Wetland,NULL,Wetland,Forest
187,Water,Water,Wetland,NULL,Wetland,NULL,Water,Water
188,Water,Water,Wetland,NULL,Wetland,NULL,Water,Forest
189,Water,Water,Wetland,NULL,Wetland,NULL,Forest,Water
190,Water,Water,Wetland,NULL,Wetland,NULL,Forest,Forest
191,Water,Water,Wetland,NULL,Wetland,Grassland,Wetland,Water
192,Water,Water,Wetland,NULL,Wetland,Wetland,Wetland,Water
193,Water,Water,Wetland,NULL,Wetland,Wetland,Wetland,Forest
194,Water,Water,Wetland,NULL,Wetland,Wetland,Water,Water
195,Water,Water,Wetland,NULL,Wetland,Wetland,Water,Forest
196,Water,Water,Wetland,NULL,Wetland,Wetland,Forest,Water
197,Water,Water,Wetland,NULL,Wetland,Bareland,Water,Water
198,Water,Water,Wetland,NULL,Wetland,Water,Wetland,Water
199,Water,Water,Wetland,NULL,Wetland,Water,Wetland,Forest
200,Water,Water,Wetland,NULL,Wetland,Water,Water,Grassland
201,Water,Water,Wetland,NULL,Wetland,Water,Water,Bareland
202,Water,Water,Wetland,NULL,Wetland,Water,Water,Water
203,Water,Water,Wetland,NULL,Wetland,Water,Water,Forest
204,Water,Water,Wetland,NULL,Wetland,Water,Forest,Water
205,Water,Water,Wetland,NULL,Wetland,Water,Forest,Forest
206,Water,Water,Wetland,NULL,Wetland,Forest,Wetland,Water
207,Water,Water,Wetland,NULL,Wetland,Forest,Wetland,Forest
208,Water,Water,Wetland,NULL,Wetland,Forest,Water,Water
209,Water,Water,Wetland,NULL,Wetland,Forest,Water,Forest
210,Water,Water,Wetland,NULL,Wetland,Forest,Forest,Forest
211,Water,Water,Wetland,Non_Water,Wetland,NULL,Wetland,Water
212,Water,Water,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
213,Water,Water,Wetland,Non_Water,Wetland,NULL,Water,Water
214,Water,Water,Wetland,Non_Water,Wetland,NULL,Water,Forest
215,Water,Water,Wetland,Non_Water,Wetland,Grassland,Water,Forest
216,Water,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
217,Water,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
218,Water,Water,Wetland,Non_Water,Wetland,Wetland,Water,Water
219,Water,Water,Wetland,Non_Water,Wetland,Wetland,Water,Forest
220,Water,Water,Wetland,Non_Water,Wetland,Water,Wetland,Water
221,Water,Water,Wetland,Non_Water,Wetland,Water,Wetland,Forest
222,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Water
223,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Forest
224,Water,Water,Wetland,Non_Water,Wetland,Water,Forest,Grassland
225,Water,Water,Wetland,Non_Water,Wetland,Water,Forest,Water
226,Water,Water,Wetland,Non_Water,Wetland,Water,Forest,Forest
227,Water,Water,Wetland,Non_Water,Wetland,Forest,Wetland,Water
228,Water,Water,Wetland,Non_Water,Wetland,Forest,Water,Forest
229,Water,Water,Wetland,Water,Wetland,NULL,Wetland,Water
230,Water,Water,Wetland,Water,Wetland,NULL,Water,Water
231,Water,Water,Wetland,Water,Wetland,NULL,Water,Forest
232,Water,Water,Wetland,Water,Wetland,Grassland,Water,Water
233,Water,Water,Wetland,Water,Wetland,Grassland,Water,Forest
234,Water,Water,Wetland,Water,Wetland,Wetland,Wetland,Water
235,Water,Water,Wetland,Water,Wetland,Wetland,Water,Water
236,Water,Water,Wetland,Water,Wetland,Wetland,Water,Forest
237,Water,Water,Wetland,Water,Wetland,Bareland,Water,Water
238,Water,Water,Wetland,Water,Wetland,Bareland,Water,Forest
239,Water,Water,Wetland,Water,Wetland,Water,Wetland,Water
240,Water,Water,Wetland,Water,Wetland,Water,Wetland,Forest
241,Water,Water,Wetland,Water,Wetland,Water,Water,Grassland
242,Water,Water,Wetland,Water,Wetland,Water,Water,Bareland
243,Water,Water,Wetland,Water,Wetland,Water,Water,Water
244,Water,Water,Wetland,Water,Wetland,Water,Water,Forest
245,Water,Water,Wetland,Water,Wetland,Water,Forest,Water
246,Water,Water,Wetland,Water,Wetland,Water,Forest,Forest
247,Water,Water,Lichens_and_Mosses,NULL,Non_Wetland,Water,Water,Water
248,Water,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland,Water,Water
249,Water,Water,Lichens_and_Mosses,Water,Non_Wetland,Water,Water,Water
250,Water,Water,Lichens_and_Mosses,Water,Non_Wetland,Water,Water,Forest
251,Water,Water,Bareland,NULL,Non_Wetland,NULL,Wetland,Water
252,Water,Water,Bareland,NULL,Non_Wetland,NULL,Wetland,Forest
253,Water,Water,Bareland,NULL,Non_Wetland,NULL,Water,Water
254,Water,Water,Bareland,NULL,Non_Wetland,NULL,Water,Forest
255,Water,Water,Bareland,NULL,Non_Wetland,NULL,Forest,Water
256,Water,Water,Bareland,NULL,Non_Wetland,Wetland,Wetland,Water
257,Water,Water,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
258,Water,Water,Bareland,NULL,Non_Wetland,Wetland,Water,Water
259,Water,Water,Bareland,NULL,Non_Wetland,Wetland,Water,Forest
260,Water,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Water
261,Water,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Forest
262,Water,Water,Bareland,NULL,Non_Wetland,Water,Water,Water
263,Water,Water,Bareland,NULL,Non_Wetland,Water,Water,Forest
264,Water,Water,Bareland,NULL,Non_Wetland,Water,Forest,Water
265,Water,Water,Bareland,NULL,Non_Wetland,Water,Forest,Forest
266,Water,Water,Bareland,NULL,Non_Wetland,Forest,Forest,Water
267,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,Wetland,Forest
268,Water,Water,Bareland,Non_Water,Non_Wetland,Wetland,Water,Water
269,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Wetland,Water
270,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Wetland,Forest
271,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Water
272,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Forest
273,Water,Water,Bareland,Water,Non_Wetland,Grassland,Water,Water
274,Water,Water,Bareland,Water,Non_Wetland,Wetland,Wetland,Water
275,Water,Water,Bareland,Water,Non_Wetland,Wetland,Water,Water
276,Water,Water,Bareland,Water,Non_Wetland,Wetland,Water,Forest
277,Water,Water,Bareland,Water,Non_Wetland,Bareland,Water,Water
278,Water,Water,Bareland,Water,Non_Wetland,Water,Wetland,Water
279,Water,Water,Bareland,Water,Non_Wetland,Water,Wetland,Forest
280,Water,Water,Bareland,Water,Non_Wetland,Water,Water,Bareland
281,Water,Water,Bareland,Water,Non_Wetland,Water,Water,Water
282,Water,Water,Bareland,Water,Non_Wetland,Water,Water,Forest
283,Water,Water,Bareland,Water,Non_Wetland,Water,Forest,Water
284,Water,Water,Bareland,Water,Non_Wetland,Water,Forest,Forest
285,Water,Water,Built-up,NULL,Non_Wetland,Water,Wetland,Forest
286,Water,Water,Built-up,NULL,Non_Wetland,Water,Water,Water
287,Water,Water,Built-up,Water,Non_Wetland,Water,Water,Water
288,Water,Water,Water,NULL,Water,NULL,Wetland,Water
289,Water,Water,Water,NULL,Water,NULL,Wetland,Forest
290,Water,Water,Water,NULL,Water,NULL,Water,Water
291,Water,Water,Water,NULL,Water,NULL,Water,Forest
292,Water,Water,Water,NULL,Water,Wetland,Wetland,Water
293,Water,Water,Water,NULL,Water,Wetland,Wetland,Forest
294,Water,Water,Water,NULL,Water,Wetland,Water,Water
295,Water,Water,Water,NULL,Water,Wetland,Water,Forest
296,Water,Water,Water,NULL,Water,Bareland,Water,Water
297,Water,Water,Water,NULL,Water,Water,Wetland,Water
298,Water,Water,Water,NULL,Water,Water,Wetland,Forest
299,Water,Water,Water,NULL,Water,Water,Water,Bareland
300,Water,Water,Water,NULL,Water,Water,Water,Water
301,Water,Water,Water,NULL,Water,Water,Water,Forest
302,Water,Water,Water,NULL,Water,Water,Forest,Water
303,Water,Water,Water,NULL,Water,Water,Forest,Forest
304,Water,Water,Water,NULL,Water,Forest,Wetland,Water
305,Water,Water,Water,Non_Water,Water,NULL,Wetland,Water
306,Water,Water,Water,Non_Water,Water,NULL,Wetland,Forest
307,Water,Water,Water,Non_Water,Water,Grassland,Water,Forest
308,Water,Water,Water,Non_Water,Water,Wetland,Wetland,Water
309,Water,Water,Water,Non_Water,Water,Wetland,Wetland,Forest
310,Water,Water,Water,Non_Water,Water,Wetland,Water,Water
311,Water,Water,Water,Non_Water,Water,Wetland,Water,Forest
312,Water,Water,Water,Non_Water,Water,Bareland,Water,Water
313,Water,Water,Water,Non_Water,Water,Water,Wetland,Bareland
314,Water,Water,Water,Non_Water,Water,Water,Wetland,Water
315,Water,Water,Water,Non_Water,Water,Water,Wetland,Forest
316,Water,Water,Water,Non_Water,Water,Water,Water,Grassland
317,Water,Water,Water,Non_Water,Water,Water,Water,Water
318,Water,Water,Water,Non_Water,Water,Water,Water,Forest
319,Water,Water,Water,Non_Water,Water,Water,Forest,Water
320,Water,Water,Water,Non_Water,Water,Water,Forest,Forest
321,Water,Water,Water,Non_Water,Water,Forest,Wetland,Water
322,Water,Water,Water,Non_Water,Water,Forest,Wetland,Forest
323,Water,Water,Water,Non_Water,Water,Forest,Water,Water
324,Water,Water,Water,Water,Water,NULL,Wetland,Water
325,Water,Water,Water,Water,Water,NULL,Wetland,Forest
326,Water,Water,Water,Water,Water,NULL,Water,Water
327,Water,Water,Water,Water,Water,NULL,Water,Forest
328,Water,Water,Water,Water,Water,NULL,Forest,Forest
329,Water,Water,Water,Water,Water,Grassland,Water,Water
330,Water,Water,Water,Water,Water,Wetland,Wetland,Water
331,Water,Water,Water,Water,Water,Wetland,Wetland,Forest
332,Water,Water,Water,Water,Water,Wetland,Water,Water
333,Water,Water,Water,Water,Water,Wetland,Water,Forest
334,Water,Water,Water,Water,Water,Bareland,Wetland,Water
335,Water,Water,Water,Water,Water,Bareland,Water,Water
336,Water,Water,Water,Water,Water,Water,Wetland,Water
337,Water,Water,Water,Water,Water,Water,Wetland,Forest
338,Water,Water,Water,Water,Water,Water,Water,Grassland
339,Water,Water,Water,Water,Water,Water,Water,Water
340,Water,Water,Water,Water,Water,Water,Water,Forest
341,Water,Water,Water,Water,Water,Water,Forest,Water
342,Water,Water,Water,Water,Water,Water,Forest,Forest
343,Water,Water,Water,Water,Water,Forest,Wetland,Water
344,Water,Water,Water,Water,Water,Forest,Wetland,Forest
345,Water,Water,Water,Water,Water,Forest,Water,Water
346,Water,Water,Water,Water,Water,Forest,Water,Forest
347,Water,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Water
348,Water,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
349,Water,Water,Forest,NULL,Non_Wetland,NULL,Water,Forest
350,Water,Water,Forest,NULL,Non_Wetland,NULL,Forest,Forest
351,Water,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
352,Water,Water,Forest,NULL,Non_Wetland,Grassland,Water,Forest
353,Water,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Water
354,Water,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
355,Water,Water,Forest,NULL,Non_Wetland,Wetland,Water,Water
356,Water,Water,Forest,NULL,Non_Wetland,Wetland,Water,Forest
357,Water,Water,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
358,Water,Water,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
359,Water,Water,Forest,NULL,Non_Wetland,Water,Wetland,Bareland
360,Water,Water,Forest,NULL,Non_Wetland,Water,Wetland,Water
361,Water,Water,Forest,NULL,Non_Wetland,Water,Wetland,Forest
362,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Grassland
363,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Wetland
364,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Bareland
365,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Water
366,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Forest
367,Water,Water,Forest,NULL,Non_Wetland,Water,Forest,Water
368,Water,Water,Forest,NULL,Non_Wetland,Water,Forest,Forest
369,Water,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Water
370,Water,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
371,Water,Water,Forest,NULL,Non_Wetland,Forest,Water,Water
372,Water,Water,Forest,NULL,Non_Wetland,Forest,Forest,Forest
373,Water,Water,Forest,Non_Water,Non_Wetland,NULL,Wetland,Water
374,Water,Water,Forest,Non_Water,Non_Wetland,NULL,Wetland,Forest
375,Water,Water,Forest,Non_Water,Non_Wetland,NULL,Water,Water
376,Water,Water,Forest,Non_Water,Non_Wetland,NULL,Water,Forest
377,Water,Water,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Water
378,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Water
379,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
380,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Water,Forest
381,Water,Water,Forest,Non_Water,Non_Wetland,Bareland,Water,Water
382,Water,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Grassland
